algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_kept_honest,balance_kept_attacker,balance_threshold_honest,balance_threshold_attacker,trust_honest,trust_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,balance_local_norm_honest,balance_local_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,10,2.7439826000533083,0.7275936498244604,0.8501687230666478,nan,0.7409979355962653,4.4331131470203395,1000.0,nan,nan,0,0,0,32034,60.10526315789474,154.46,9.851171247631456,25.50450586075018,0.9574149627434579,0.9116573613882065,0.9433699531941343,0.9847731430599387,0.9317618768491076,2.663182898025541,2905.1361746282564,2253.867457142637,0.9433699531941343,0.9847731430599387,5.3003693630820825,13.722561316490173,212.94022168611227,222.08570297241212,212.94022168611227,222.08570297241212,1.6243302853196808,1.186544357734141,0.9156271989487078,0.9811810854916725,96.92600961303711,1011.9421574929285
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,11,2.7958115266203967,0.7321929800510406,0.8252366526921591,nan,0.8404198653168149,4.675400156974792,1000.0,nan,nan,0,0,0,31680,53.5,153.585,9.853599084130627,29.176625146722394,0.9234670632415347,0.9019931641221046,0.9643949525192517,0.9836320043683514,0.9986274578722362,2.710473848381325,3177.315163871618,2231.678786991553,0.9643949525192517,0.9836320043683514,5.337138228946262,15.80333034992218,217.5454584757487,221.90026473999023,217.5454584757487,221.90026473999023,1.6833660140758717,1.189325661631842,0.9037662383613236,0.982043623940444,96.59174240112304,1007.0548606959994
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,12,2.8673825444301992,0.7362043136358261,0.8039276339610417,nan,0.8850122527642683,4.908391671180725,1000.0,nan,nan,0,0,0,30700,39.0,151.355,9.814880395823947,33.072344155082085,0.9288786432959817,0.8943567752838135,0.9499994214650019,0.9806175717186466,1.0416821539287333,2.760930539405267,3326.5806156075323,2173.14779455473,0.9499994214650019,0.9806175717186466,5.351726011796431,18.033243131637573,214.08845242587003,221.138451461792,214.08845242587003,221.138451461792,1.7293815081193469,1.1975182192590828,0.8961564935214147,0.9790213648333855,93.16532653808594,942.4438913652575
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,13,2.9634162304535865,0.7398439798752466,0.7853300837675731,nan,0.826381562387242,5.12819255232811,1000.0,nan,nan,0,0,0,30976,37.0,151.735,9.860377526048962,37.1658210868925,0.8898769827450023,0.8875852644443512,0.9747939492113611,0.9768062965801196,1.0931482801831054,2.8156015745430407,3610.446635282461,2107.0981043185666,0.9747939492113611,0.9768062965801196,5.412497380200555,20.40083239555359,219.80867812212776,220.43946212768554,219.80867812212776,220.43946212768554,1.78212959792708,1.2042488979324537,0.8877647999794253,0.9766486472470832,95.64927990722656,965.5944273270303
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,14,3.0709074490076214,0.7431399800380071,0.7692029875516891,nan,0.9057370159361098,5.395366215705872,1000.0,nan,nan,0,0,0,30632,42.55555555555556,151.245,9.771306197228347,41.43121316611635,0.9072834915584989,0.8914125084877014,0.9499620955698478,0.9637596654063205,1.1290740506593337,2.876515667642741,3709.241578723658,1980.129531035244,0.9499620955698478,0.9637596654063205,5.399481720394558,22.894285945892335,214.7680918375651,217.3504273223877,214.7680918375651,217.3504273223877,1.8280506974526967,1.2168143441900456,0.8920959479500803,0.963165511681305,90.80599658203126,858.8181608311234
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,15,3.191941325882705,0.7461406491200129,0.7548811113834382,nan,0.8956321012228727,5.570926151275635,1000.0,nan,nan,0,0,0,31250,45.8125,152.585,9.741231114053686,45.89965264615985,0.8827605564147234,0.8823314839601517,0.9616169006705408,0.9619862067546552,1.1836760113229203,2.9428879099882796,3879.736293991261,1878.4348718887381,0.9616169006705408,0.9619862067546552,5.41886830329895,25.533135385513305,216.53519344329834,217.01126991271974,216.53519344329834,217.01126991271974,1.8873607707890638,1.2261451600778195,0.8823632671049347,0.9619588507484245,93.73363415527344,875.5255101632155
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,16,3.2836804655943013,0.7488656475146611,0.7422216693560283,nan,0.9802780503576453,5.740688092708588,1000.0,nan,nan,0,0,0,31002,53.09090909090909,152.09,9.695000451818142,50.48129808802103,0.902916127985174,0.8748191711306572,0.9348732075124357,0.958815854784864,1.2134995157360504,3.0140414926926384,3911.5749659815224,1768.0969270254445,0.9348732075124357,0.958815854784864,5.429225488142534,28.26965832710266,211.12406227805397,216.30550735473633,211.12406227805397,216.30550735473633,1.9337163065186853,1.2440375221137514,0.876283941393215,0.957567659903363,91.16693231201172,793.2934200617713
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,17,3.427710407779924,0.7516599796215693,0.7307759034633636,nan,0.7076666709035635,5.938588347434997,1000.0,nan,nan,0,0,0,31054,40.125,152.06,9.640640865427244,55.16477516215644,0.8635055683553219,0.8736016780138016,0.9588203662363187,0.9503026337329604,1.2854424844720915,3.0919001569110116,4102.741263310609,1663.792717565241,0.9588203662363187,0.9503026337329604,5.434896111488342,31.099055156707763,216.4532871246338,214.37041938781738,216.4532871246338,214.37041938781738,2.008025553447659,1.2499616427957247,0.8728538180390993,0.9509335768813574,92.67467294311524,796.8048074520358
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,18,3.5235120554580743,0.7542889813582102,0.7204574898878733,nan,0.7739099077880383,6.135231230258942,1000.0,nan,nan,0,0,0,30858,35.0,151.49,9.612045669401809,59.96873528573176,0.8430652283132076,0.8737427079677582,0.9663531513358787,0.9407291664192573,1.3497717045402595,3.1816544265162894,4441.637565469055,1554.731361189118,0.9663531513358787,0.9407291664192573,5.455021470785141,34.033414926528934,217.8506851196289,212.1943911743164,217.8506851196289,212.1943911743164,2.082524793330671,1.261246725475109,0.8714703020674212,0.9426272393760441,91.84897839355469,764.0249465706568
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,19,3.567811444199478,0.7561869798103968,0.7112067399422327,nan,0.8321106244217266,6.247520651817322,1000.0,nan,nan,0,0,0,31020,53.81818181818182,152.14,9.615022360142826,64.88727536598493,0.8481148264624856,0.8635665202140808,0.9525619655107824,0.9397840462280053,1.3964334678762074,3.2678586664689417,4360.5009431387925,1466.499120220522,0.9525619655107824,0.9397840462280053,5.493210402402011,37.071100063323975,214.90665089000356,211.969658203125,214.90665089000356,211.969658203125,2.1450035473133013,1.2760208782609972,0.8627609816772678,0.9404501936787661,89.51580960083008,682.530668837262
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,20,3.607704487273057,0.7584016478061676,0.7025976143280666,nan,0.6970419824123383,6.396491172313691,1000.0,nan,nan,0,0,0,30732,32.333333333333336,151.235,9.526078602786674,69.84277998381842,0.8321614821751913,0.8601391422748565,0.9561453091721799,0.933239138449421,1.4453264498462113,3.3574316618005957,4512.107291930531,1388.1070425998403,0.9561453091721799,0.933239138449421,5.478799311319987,40.16915992736816,215.41983235677083,210.47953002929688,215.41983235677083,210.47953002929688,2.210168534627965,1.291034886206209,0.8581872125004613,0.934837243383567,90.65440698242188,690.6060357978521
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,21,3.6552371215653676,0.7601863141854605,0.6951172331968943,nan,0.8468005458513895,6.4557273077964785,1000.0,nan,nan,0,0,0,30810,40.833333333333336,151.6,9.516816053228675,74.8643890153403,0.8114988580346107,0.846246690750122,0.9633803019947211,0.9352142562139204,1.4782322684099536,3.433829764373278,4816.867707628346,1331.7738279648463,0.9633803019947211,0.9352142562139204,5.510083794593811,43.34528001785279,217.260134379069,210.97091537475586,217.260134379069,210.97091537475586,2.260471266795283,1.3075272460056122,0.8442798322945271,0.9368085606920791,89.602609375,648.3143561690189
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,22,3.7004424942370906,0.7619949801762899,0.6876104611158371,nan,0.7744601980635994,6.585941648483276,1000.0,nan,nan,0,0,0,31378,43.68421052631579,152.74,9.510699474760578,79.87220335302108,0.760428678832556,0.8431535989046097,0.9947792866520585,0.928390983234292,1.5300904629757288,3.5024814259657826,4979.255975709983,1264.3300898351124,0.9947792866520585,0.928390983234292,5.543375316419099,46.55405227661133,224.3937948126542,209.41665557861327,224.3937948126542,209.41665557861327,2.31904684817175,1.3131341694363214,0.8359765510444772,0.9341506990559245,92.29362643432617,694.9437630110243
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,23,3.7344178035741225,0.7638413168986639,0.6811723355452219,nan,0.8507647124620584,6.652808821201324,1000.0,nan,nan,0,0,0,30674,33.07692307692308,151.22,9.532090189890777,84.92465296648287,0.8269219352648809,0.8332226890325546,0.9320499407916335,0.9270437802021172,1.5931963497303476,3.555916925125992,4748.899551329022,1214.8800644707799,0.9320499407916335,0.9270437802021172,5.593005730555608,49.830001735687254,209.91880680964545,209.1198885345459,209.91880680964545,209.1198885345459,2.3782845798886054,1.3084408945490056,0.8328381359857013,0.9273493205197872,89.10584439086914,609.4234141228665
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,24,3.786468966686236,0.7655079807837805,0.6749744443098704,nan,0.7598649442195893,6.7624608993530275,1000.0,nan,nan,0,0,0,30930,38.13333333333333,151.79,9.440299035627895,89.96683941708383,0.794694060087204,0.8298392850160599,0.9481272334444146,0.9204810203319256,1.6473402079997985,3.6059574983122316,5046.10640304504,1170.8940424202526,0.9481272334444146,0.9204810203319256,5.576197783152263,53.141631278991696,213.71242980957032,207.73670600891114,213.71242980957032,207.73670600891114,2.430787124124772,1.305762867324518,0.827387292579163,0.9224098258979133,89.50605529785156,619.7408090594523
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,25,3.835787310493866,0.7669273149967194,0.6695732915401459,nan,0.6892551134030024,6.83688711643219,1000.0,nan,nan,0,0,0,30858,42.833333333333336,151.72,9.36380794472684,95.03329484245454,0.8967693398396174,0.8231736814975739,0.859196902041289,0.9165132583887279,1.7231127091122884,3.6490759306835048,4657.7997058781075,1130.5396402147726,0.859196902041289,0.9165132583887279,5.568012634913127,56.509764995574955,193.7910525004069,206.79177558898925,193.7910525004069,206.79177558898925,2.4934979977407745,1.2910651894610476,0.827339473479199,0.9132689363313258,87.36769549560547,564.0030490269836
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,26,3.8713579818866224,0.7681859799226125,0.6641282631953558,nan,0.797341002867772,6.7979783129692075,1000.0,nan,nan,0,0,0,30894,41.46153846153846,151.775,9.41879062650768,100.09319393361424,0.7731357835806333,0.8040999113023282,0.9459755996358024,0.9221006598529655,1.7789056567708035,3.68893307132921,5032.349056677714,1094.0918950258422,0.9459755996358024,0.9221006598529655,5.638169838831975,59.9166548538208,213.4516836313101,208.01066398620605,213.4516836313101,208.01066398620605,2.5429166225941664,1.282541861453545,0.8022100819108632,0.9235578158021527,88.75400936889649,568.4778334839574
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,27,3.9167668324525806,0.7698379782835643,0.6592214540640513,nan,0.8598269399474648,6.77993901014328,1000.0,nan,nan,0,0,0,31368,48.411764705882355,152.725,9.310819421920415,105.05147671596391,0.759985452189165,0.7888231517374515,0.9466016784781769,0.9245875699791678,1.8271649403947026,3.7245946518724393,5401.960630344749,1071.9332437770186,0.9466016784781769,0.9245875699791678,5.610818386077881,63.30535802841187,213.7199608297909,208.52911781311036,213.7199608297909,208.52911781311036,2.5861368249857972,1.276203600035388,0.7865639771184614,0.9263121775574312,90.67812579345703,612.4399589425288
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,28,3.983169770304107,0.7711733142534892,0.6544926514228185,nan,0.7495665532701156,6.699073631167412,1000.0,nan,nan,0,0,0,31238,43.64705882352941,152.48,9.281690997830152,109.92622804011349,0.7721762201365303,0.7674453490227461,0.9279692501935243,0.9315447656642448,1.8756231353676436,3.760274670841072,5227.581102139075,1053.582914080778,0.9279692501935243,0.9315447656642448,5.630678232978372,66.68604024887085,209.2602269789752,210.12411460876464,209.2602269789752,210.12411460876464,2.6294837495570147,1.2692428084597092,0.7678159702620748,0.931264656157322,91.16449356079102,599.1709231050397
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,29,4.034468531476694,0.7723266466458638,0.6502429777383805,nan,0.7063772417604923,6.736730687618255,1000.0,nan,nan,0,0,0,31418,51.0,153.01,9.20206592291212,114.66691373913467,0.7214918415993452,0.7606400480866432,0.9566610757831754,0.9273678991326875,1.9146388747688328,3.794455958598962,5514.817607079903,1036.6925591341815,0.9566610757831754,0.9273678991326875,5.6197143495082855,70.02724235534669,215.62392330169678,209.21959487915038,215.62392330169678,209.21959487915038,2.666565708300885,1.2656523674888522,0.757740180939436,0.9295377640697606,90.58780349731445,591.1511870802294
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,30,4.093532246323437,0.7734596478939056,0.6461056834459304,nan,0.8340044306083159,6.777422086000443,1000.0,nan,nan,0,0,0,31504,42.36363636363637,152.86,9.235528281044674,119.37160293098982,0.7852600040760908,0.7549072422087193,0.8999015223712677,0.9223874014106296,1.9920045428792172,3.829307590916257,5230.39486637051,1010.731367003603,0.8999015223712677,0.9223874014106296,5.6778764724731445,73.38802883148193,203.03958476673472,208.01605422973634,203.03958476673472,208.01605422973634,2.726925762094033,1.2455684573077979,0.7579151735649453,0.9201590710553778,92.14016342163086,634.4299209217436
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,31,4.142644369873359,0.7746956459681194,0.6421993400653203,nan,0.906179778277874,6.641367766857147,1000.0,nan,nan,0,0,0,30888,43.833333333333336,151.81,9.232794559542226,124.0428501977391,0.7131014813979467,0.7303812266886234,0.9438718014382227,0.931198024850445,2.0179109242787496,3.86154630581409,5426.429092931838,998.6403384169342,0.9438718014382227,0.931198024850445,5.714163541793823,76.7699451828003,212.6341463724772,210.0839527130127,212.6341463724772,210.0839527130127,2.755365076892886,1.2455372717419821,0.7294031278985851,0.9319154084308853,89.13680059814453,529.6904335971378
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,32,4.194178156237529,0.7755606458584468,0.6387683681646983,nan,0.8774846677596753,6.663227511644363,1000.0,nan,nan,0,0,0,30856,40.15384615384615,151.67,9.16272250829847,128.5388804153552,0.8117272166105417,0.7240682888031006,0.8628631374391298,0.9265165834574153,2.0684001506597225,3.895320176991536,5212.154613465786,982.5199509727062,0.8628631374391298,0.9265165834574153,5.70872765320998,80.08465393066406,194.58109224759616,208.98136840820314,194.58109224759616,208.98136840820314,2.799168161192448,1.2343402207635634,0.7294183642091886,0.9226316313530128,88.65165576171874,528.5240003391929
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,33,4.230582200677522,0.7766576480865478,0.6352546858787537,nan,0.880127934118112,6.567311500310898,1000.0,nan,nan,0,0,0,30810,40.833333333333336,151.6,9.227682058712114,132.98801078273934,0.7328133831421534,0.7056960155069828,0.9110105335464148,0.9305058527275378,2.106752131005285,3.928613867525901,5518.386869763884,971.8011187626397,0.9110105335464148,0.9305058527275378,5.7876559893290205,83.4108557510376,205.37143198649088,209.915678024292,205.37143198649088,209.915678024292,2.8354968256135313,1.2279449731280938,0.7072309608448226,0.9294023440946438,88.89518557739258,521.161732379389
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,34,4.281243492708623,0.7776533136765162,0.6320994804302852,nan,0.8933533196863921,6.56520473241806,1000.0,nan,nan,0,0,0,32356,58.69565217391305,155.03,9.28105024568361,137.2971043273424,0.6401814390783724,0.6980731415748597,0.9678784960057741,0.9266729002345727,2.14232945549945,3.9623679773079914,5774.4987160932915,958.3352450634193,0.9678784960057741,0.9266729002345727,5.860065999238388,86.68955253601074,218.46514826235563,209.02611640930175,218.46514826235563,209.02611640930175,2.870344864222867,1.226426943997041,0.6921022484922623,0.9309228047311539,93.65984338378907,648.961038965659
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,35,4.368429646720506,0.7784526465336482,0.6290858270724614,nan,0.8374285946289698,6.479538234472275,1000.0,nan,nan,0,0,0,30774,40.0,151.47,9.038804305744733,141.5410626364554,0.6889589428901672,0.6822058822214604,0.9238750180775308,0.9286338194999163,2.1709395860052156,3.9959865476656216,5741.116442871621,946.9305940070658,0.9238750180775308,0.9286338194999163,5.745286146799724,89.96697780609131,208.23405583699545,209.45370719909667,208.23405583699545,209.45370719909667,2.900958370669378,1.2252953467458765,0.682588130938557,0.9283644533816682,88.77910021972656,516.5590322317453
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,36,4.418370687440615,0.7789363145828248,0.6266209163268407,nan,0.6782934616009394,6.456371619701385,1000.0,nan,nan,0,0,0,30930,45.666666666666664,151.91,8.958663822026194,145.6570333348001,0.7444819509983063,0.6734855778515338,0.8759452197433704,0.9254777085247785,2.212319251984075,4.0290358617448065,5770.736337054838,939.0258650683659,0.8759452197433704,0.9254777085247785,5.732436021169026,93.20247318267822,197.40682220458984,208.83465347290038,197.40682220458984,208.83465347290038,2.939005895888368,1.218392320705883,0.6775042404824833,0.9226739827446988,88.27162512207032,514.1080181166625
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,37,4.578624036250495,0.7799366474151611,0.6241629330317179,nan,0.9412963688373566,6.4226166129112245,1000.0,nan,nan,0,0,0,30268,20.636363636363637,150.205,9.09900112273447,149.6943230856832,0.7224879698319868,0.6640864031016827,0.8824214170392707,0.9227613841429,2.2552836435669343,4.064507371453136,5608.544788031326,923.7535436228503,0.8824214170392707,0.9227613841429,5.8611790917136455,96.4265444946289,198.9669050736861,208.2588801574707,198.9669050736861,208.2588801574707,2.9789731347214152,1.2111549437316529,0.667131034542599,0.9206583526825213,87.68082397460938,492.8894027858292
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,38,4.662138164232926,0.7806953152020772,0.621346102754275,nan,0.7996292288104693,6.259298509955406,1000.0,nan,nan,0,0,0,31402,38.375,152.405,9.016917089616891,153.64639103664723,0.5730952468390266,0.6418407394737006,0.9758050953084719,0.9287927058383264,2.278855494790739,4.099211283437375,6147.49052862832,911.076668246926,0.9758050953084719,0.9287927058383264,5.847155531247457,99.634313621521,220.28800900777182,209.4545346069336,220.28800900777182,209.4545346069336,3.0069978102493935,1.215574902507181,0.6344751509771284,0.9338297475672704,94.35563827514649,659.5102126729297
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,39,4.734667811472339,0.7814469800392787,0.6189727435509363,nan,0.8030262130957383,6.048337203264237,1000.0,nan,nan,0,0,0,30658,33.07692307692308,151.14,8.873462215965757,157.41406998781437,0.7079528661874624,0.6153490759432316,0.8747893941234286,0.937487426912871,2.313078633637593,4.131769795680089,5417.747020877712,922.9707059599724,0.8747893941234286,0.937487426912871,5.792619081643911,102.76031196594238,197.13804743840143,211.41540588378905,197.13804743840143,211.41540588378905,3.0405550984545915,1.2131590471994456,0.6210009504651799,0.933660786413985,89.69175158691407,510.0497049268095
