algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_kept_honest,balance_kept_attacker,balance_threshold_honest,balance_threshold_attacker,trust_honest,trust_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,balance_local_norm_honest,balance_local_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,40,4.847659980761296,0.782128982146581,0.6168487260739008,nan,0.940455436706543,6.152661237716675,1000.0,nan,nan,0,0,0,31066,42.733333333333334,152.125,8.950459505259122,160.96507496121131,0.6753244022528331,0.6214164493978024,0.8879566076641688,0.9240921891036403,2.3478909165116617,4.168841247000916,5742.972547774024,909.7662309359819,0.8879566076641688,0.9240921891036403,5.881965796152751,105.78128025054932,200.0907002766927,208.4522607421875,200.0907002766927,208.4522607421875,3.0762710487073637,1.2128857420886676,0.6251774693644324,0.9215711020264679,89.38362530517578,536.1956688076135
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,41,4.902906561891237,0.7829189801216125,0.6145808897415797,nan,1.1327654382456904,5.95354820728302,1000.0,nan,nan,0,0,0,31426,39.43478260869565,152.595,8.968600421850025,164.54094362664588,0.6516670150601346,0.5971902799606323,0.894821522722392,0.9309750215977866,2.368201900929988,4.202976883374611,5806.740686816221,897.7187582090384,0.894821522722392,0.9309750215977866,5.9333112965459405,108.85451393127441,201.83346557617188,210.00697776794433,201.83346557617188,210.00697776794433,3.1021118939078374,1.2236673184275628,0.6028089566749307,0.9272461853909073,93.28713052368164,626.1975748771613
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,42,4.951059812917118,0.7832663142681122,0.6128300591309865,nan,0.8221884199551174,5.738295142650604,1000.0,nan,nan,0,0,0,31316,53.714285714285715,152.82,8.767303111747118,167.9124189907754,0.7162621447018215,0.5718609470129014,0.8434758752998697,0.93835422301886,2.4040412444640364,4.236995160105878,5617.299811067588,905.1668244098939,0.8434758752998697,0.93835422301886,5.838936839784894,111.82800418853759,189.94972337995256,211.7279541015625,189.94972337995256,211.7279541015625,3.137222810720773,1.2203983460627754,0.5813077543383447,0.9321472283082718,90.00977389526368,519.3511244738501
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,43,4.9823311890676205,0.7841489805777868,0.6105410595734914,nan,0.9469795160823398,5.755977560505271,1000.0,nan,nan,0,0,0,31224,41.388888888888886,152.395,8.95717558869645,171.07137156440652,0.675255729092492,0.5700539995729923,0.861758196407943,0.9301928782409999,2.4573921985632734,4.271598391926273,5627.217479290395,899.1151729886254,0.861758196407943,0.9301928782409999,6.005292150709364,114.6939182662964,194.13197411431207,209.8698585510254,194.13197411431207,209.8698585510254,3.1830746759084736,1.2096840212551496,0.5787403809094648,0.9245423081813897,90.93669448852539,562.2258984499045
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,44,5.011880633526433,0.7848016466697058,0.6085085817178091,nan,0.8386357145176994,5.785664991736412,1000.0,nan,nan,0,0,0,31312,43.833333333333336,152.615,8.839820987247208,174.19460545525723,0.651248597436481,0.5696964900940656,0.8686450262378761,0.9211675535824735,2.5115758768498906,4.309807062910075,5771.33716218783,886.2347619631701,0.8686450262378761,0.9211675535824735,5.966255108515422,117.56906120300293,195.7725304497613,207.8322959136963,195.7725304497613,207.8322959136963,3.230868351273965,1.200917533831349,0.5764301503333477,0.9168308311411765,90.18072946166993,562.2620426240298
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,45,5.075800855335197,0.7852606465419133,0.6068595240513484,nan,0.9782406779981795,5.552256304621697,1000.0,nan,nan,0,0,0,31786,50.38095238095238,153.64,8.757006006677212,177.29075966165433,0.5715767826352801,0.5437023697793484,0.9108028558218929,0.9285763661687628,2.5290435706718535,4.346568616731143,6058.145549687444,882.8868610993238,0.9108028558218929,0.9285763661687628,5.9498948823838,120.45913669586182,205.6856188092913,209.43592658996582,205.6856188092913,209.43592658996582,3.256053589095569,1.2106294180020334,0.5463510696434867,0.9268874805701914,92.41316662597656,607.5968575266022
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,46,5.13826413647965,0.7858873140811921,0.6052181927363077,nan,1.0816197327592156,5.338100540041924,1000.0,nan,nan,0,0,0,30978,50.72727272727273,152.1,8.68567327726858,180.16740751333097,0.6558066173033281,0.5200010477751493,0.8485672988950413,0.9342991339069345,2.563072774550942,4.3814572675146914,5904.838585714636,878.5675648708203,0.8485672988950413,0.9342991339069345,5.9409025799144395,123.23247512817383,191.06495943936434,210.80839820861817,191.06495943936434,210.80839820861817,3.2904265717364414,1.2115707174207495,0.5270809589827795,0.9298297017499164,88.52678839111329,481.3334748340501
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,47,5.294810733398182,0.7862496467431387,0.603728537162145,nan,1.1834754277678097,5.21654328852892,1000.0,nan,nan,0,0,0,31756,58.294117647058826,153.825,9.024413420366763,182.84284899927422,0.6682763485347524,0.5057119091972708,0.8323303028915006,0.933933446219532,2.6083721511390707,4.415859020822818,5798.2465258789325,886.2877403831116,0.8323303028915006,0.933933446219532,6.213885139016544,125.89898193359375,187.6889621510225,210.60812187194824,187.6889621510225,210.60812187194824,3.3313668990125698,1.2076783841328005,0.5184473721868431,0.925973752963419,90.62467346191406,551.6554780331284
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,48,5.43170618701152,0.7869033149878184,0.6021826893091202,nan,1.125280965458263,5.12839561522007,1000.0,nan,nan,0,0,0,30596,34.54545454545455,151.08,8.739896344470797,185.3868315288945,0.5980009599165483,0.49482477009296416,0.8675337213317917,0.9313774340244635,2.617940201084998,4.450744551255038,6128.056185442573,880.603935161423,0.8675337213317917,0.9313774340244635,6.0582308335737745,128.50452392578126,195.65320517800072,210.0726416015625,195.65320517800072,210.0726416015625,3.351061941153014,1.21895598588657,0.5002036235908761,0.9280490888129973,88.33342715454101,487.0588101443058
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,49,5.523414371442982,0.7874213135242463,0.6007358650366466,nan,1.2447822757742621,4.996971489191055,1000.0,nan,nan,0,0,0,30688,38.81818181818182,151.305,9.021721514590899,187.82636637301036,0.5837368125265295,0.4800194880366325,0.8676402097579999,0.9311801802747006,2.626008025173507,4.48471637086823,6027.660374444057,882.1332762509867,0.8676402097579999,0.9311801802747006,6.295413320714777,131.06640533447265,195.87624844637784,210.08284324645996,195.87624844637784,210.08284324645996,3.369491363451396,1.2322030111361046,0.48542655234653237,0.9278676699634034,88.3424147644043,485.4618387381639
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,50,5.074807043784342,0.7875476471583048,0.5999870773156484,nan,1.1155449481947082,1.2097074487805366,1000.0,nan,0.0,0,0,30411,605,43.214285714285715,152.055,8.790906213471795,190.18939202926833,0.6352050964321408,0.0,0.8277899532334535,0.0,2.67060986552772,0.0,5655.7665182847995,0.0,0.8277899532334535,0.0,6.175381251743862,133.60306404113769,186.72455487932478,0.0,186.72455487932478,0.0,2.67060986552772,1.0529821569347877,0.6352050964321408,0.8277899532334535,8.713812561035157,263.93577085329065
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.7878816473484039,0.5991817047198613,nan,0.9359051883220673,2.447937054038048,1000.0,nan,0.0,0,0,30384,530,48.18181818181818,151.92,8.809608765094621,188.9910664207508,0.6055606278506193,0.0,0.837354677897455,0.0,2.701738991804099,0.0,5806.574536638898,0.0,0.837354677897455,0.0,6.229913928292015,133.64930366516114,188.87491815740412,0.0,188.87491815740412,0.0,2.701738991804099,1.055437315830981,0.6055606278506193,0.837354677897455,6.925413665771484,212.90773301009295
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.7828786481420199,0.6203213649988174,0.2770028493685168,1.1280906681831067,6.993989722728729,1000.0,1.0,0.1454882198555039,76,0,30324,580,38.76923076923077,152.0,8.654651382063793,188.1394137354451,0.6710952933018024,0.0,0.7909393889151477,0.0,2.7479105907932495,0.0,5643.77170813905,0.0,0.7909393889151477,0.0,6.161270838517409,133.93698165893554,178.51310495229868,0.0,178.51310495229868,0.0,2.7479105907932495,1.0561794439684762,0.6710952933018024,0.7909393889151477,7.7355678812662765,244.56344068602547
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.7885806463162104,0.5975066641966502,1.0,0.7683421621719996,19.311745476722717,1000.0,1.0,1.0,455,0,29900,551,8.0,151.775,8.404842001848062,189.95554365486674,0.6226414007445177,0.0,0.8116887917567293,0.0,2.782342087194656,0.0,6083.958653933386,0.0,0.8116887917567293,0.0,6.0234536329905195,136.13443408966066,182.80751419067383,0.0,182.80751419067383,0.0,2.782342087194656,1.0604590630395012,0.6226414007445177,0.8116887917567293,7.312300567626953,243.35834615733543
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.7892289793491364,0.5957282173633576,1.0,1.079229423228432,51.734896411895754,1000.0,1.0,1.0,628,0,29900,766,8.117647058823529,152.64,8.709820885729348,209.17278346135646,0.5828947933281169,0.0,0.8258155826181213,0.0,2.8034587378968254,0.0,5819.092795025467,0.0,0.8258155826181213,0.0,6.283773730782902,150.90946865081787,186.2844265208525,0.0,186.2844265208525,0.0,2.8034587378968254,1.067487018132069,0.5828947933281169,0.8258155826181213,10.556117502848307,329.7485917181098
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,5.194253122102357,0.7893929795424144,0.5946403086185456,1.0,0.9760665114109333,153.21374881744384,1000.0,1.0,1.0,761,0,29553,498,6.461538461538462,149.835,8.458411774587875,332.1648268438356,0.5777291976488553,0.0,0.8205788697261954,0.0,2.8194724237890267,0.0,5884.856137753387,0.0,0.8205788697261954,0.0,6.143211034628061,241.24607360839843,184.90823364257812,0.0,184.90823364257812,0.0,2.8194724237890267,1.075392958297115,0.5777291976488553,0.8205788697261954,8.01269012451172,255.0104326359801
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,5.257769193933119,0.7900876474380493,0.5930435808499654,1.0,0.8080722182989121,476.368277053833,1000.0,1.0,1.0,2327,0,27881,358,5.0,140.945,8.232796613630637,857.0365719644402,0.6428131878376007,0.0,0.7781394092730766,0.0,2.8512812842943998,0.0,5495.861138764658,0.0,0.7781394092730766,0.0,6.019345808029175,626.6156858825684,175.69599304199218,0.0,175.69599304199218,0.0,2.8512812842943998,1.0730750806953282,0.6428131878376007,0.7781394092730766,5.85653310139974,183.19537129215527
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,5.263752378466449,0.7900293139616649,0.592590170900027,1.0,0.7669760537799448,1521.337846069336,1000.0,1.0,1.0,2435,0,27921,700,12.2,141.885,8.161499165714908,2656.4977330452148,0.6509410655125976,0.0,0.7698678724470441,0.0,2.9411960464359814,0.0,5479.825694827277,0.0,0.7698678724470441,0.0,6.007131576538086,1955.2696252441406,173.67646560668945,0.0,173.67646560668945,0.0,2.9411960464359814,1.06725580120897,0.6509410655125976,0.7698678724470441,11.578431040445963,365.32171298848516
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,5.263752378466449,0.7906376453240712,0.5913259963194529,1.0,0.9364014292756716,5213.8100231933595,1000.0,1.0,1.0,1849,0,28836,1091,12.75,148.105,8.16255455754896,8979.612906476696,0.6229297332465649,0.0,0.7743802851328444,0.0,3.0288696792068706,0.0,5653.396810606879,0.0,0.7743802851328444,0.0,6.048094908396403,6653.499307861328,174.6721019744873,0.0,174.6721019744873,0.0,3.0288696792068706,1.0677607627999028,0.6229297332465649,0.7743802851328444,13.973768157958984,452.27174484855027
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,5.263752378466449,0.7908483153581619,0.5906423181295395,1.0,0.659452490011851,18133.439521484375,1000.0,1.0,1.0,1149,0,29194,559,7.733333333333333,148.185,8.093234924472277,31122.068368879765,0.4980802098910014,0.0,0.835615238300986,0.0,3.0566146766293887,0.0,6233.31609719715,0.0,0.835615238300986,0.0,6.036843872070312,23214.3351171875,188.54085693359374,0.0,188.54085693359374,0.0,3.0566146766293887,1.0601694646704989,0.4980802098910014,0.835615238300986,9.427042846679688,311.6658048598575
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,5.263752378466449,0.7911319800217946,0.590009364883105,1.0,1.0936204095681508,67718.305859375,1000.0,1.0,1.0,626,0,29741,537,5.833333333333333,151.04,8.332471537590335,114991.64944970621,0.5140230283141136,0.0,0.8155214530289782,0.0,3.068640671838718,0.0,5873.9847812510225,0.0,0.8155214530289782,0.0,6.256867130597432,86347.42626953125,183.66131718953451,0.0,183.66131718953451,0.0,3.068640671838718,1.0628538639164224,0.5140230283141136,0.8155214530289782,7.3464526875813805,234.95939125004085
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,5.314815226718434,0.7912303141752879,0.589489027261734,1.0,1.086521165445447,260440.955078125,1000.0,1.0,1.0,378,0,29894,530,9.875,151.33,8.363622295949607,440048.1239505589,0.5959279909729958,0.0,0.7664586340400433,0.0,3.11532041175423,0.0,5629.89638695864,0.0,0.7664586340400433,0.0,6.322266548871994,332643.13421875,172.7747564315796,0.0,172.7747564315796,0.0,3.11532041175423,1.0614619865209212,0.5959279909729958,0.7664586340400433,9.214653676350911,300.2611406377941
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,5.37047640556939,0.7917589793602625,0.5882049796978632,1.0,0.8963041845709085,1077150.5984375,1000.0,1.0,1.0,592,0,29900,720,8.0,152.46,8.051263165291225,1790266.321899623,0.6260336395353079,0.0,0.746903140373242,0.0,3.177067372123814,0.0,5480.229007622915,0.0,0.746903140373242,0.0,6.126856505870819,1362358.258125,168.4810152053833,0.0,168.4810152053833,0.0,3.177067372123814,1.052757980270634,0.6260336395353079,0.746903140373242,8.985654144287109,292.27888040655546
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,5.37047640556939,0.7920366464058558,0.587648731470108,1.0,1.065168266233645,4347554.84875,1000.0,1.0,1.0,641,0,29900,829,9.894736842105264,152.705,8.110750319861054,7228105.105690417,0.5806964047645268,0.0,0.7562384842448354,0.0,3.227750698762146,0.0,5840.775449501667,0.0,0.7562384842448354,0.0,6.213410051245439,5537241.21,170.5995001541941,0.0,170.5995001541941,0.0,3.227750698762146,1.0703343487637118,0.5806964047645268,0.7562384842448354,10.804635009765626,369.9157784684389
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,5.37047640556939,0.7922756469249725,0.5871201954285303,1.0,1.3901599314477708,17970590.77,1000.0,1.0,1.0,1008,0,29900,1162,8.555555555555555,154.54,8.541756613532861,29516967.35245407,0.61822319858604,0.0,0.7326524751098015,0.0,3.292864120631894,0.0,5547.396882689483,0.0,0.7326524751098015,0.0,6.587361123826769,22763341.55,165.38206312391492,0.0,165.38206312391492,0.0,3.292864120631894,1.0717031935150532,0.61822319858604,0.7326524751098015,9.922923787434895,332.843812961369
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,5.4883469723266955,0.7926123120387395,0.5862372859319052,1.0,0.8708004273082081,70006673.42,1000.0,1.0,1.0,734,0,29900,914,9.473684210526315,153.17,8.055403331396585,115652350.17852722,0.4810990306891893,0.0,0.7929358363469223,0.0,3.320142330910159,0.0,5786.880521967823,0.0,0.7929358363469223,0.0,6.25384145033987,89787119.48,178.63225515265214,0.0,178.63225515265214,0.0,3.320142330910159,1.0821336337511858,0.4810990306891893,0.7929358363469223,11.31337615966797,366.5024330579622
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,5.4883469723266955,0.7930493142207463,0.585593923330307,1.0,1.0178988929837942,288310998.08,1000.0,1.0,1.0,554,0,29900,692,8.625,152.27,8.074711609585343,468720057.6450586,0.5360156847164035,0.0,0.7566622470292433,0.0,3.3527717392537095,0.0,5745.633729971067,0.0,0.7566622470292433,0.0,6.310763329267502,366326563.04,170.64544868469238,0.0,170.64544868469238,0.0,3.3527717392537095,1.1049476971106584,0.5360156847164035,0.7566622470292433,9.101090596516928,306.43379893179025
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,5.4883469723266955,0.79290931224823,0.585534793138504,1.0,0.9852453127503396,1098923108.48,1000.0,1.0,1.0,554,0,29900,776,11.1,152.27,8.074370478494167,1803669437.7450433,0.6046931788325309,0.0,0.7272685431895607,0.0,3.439520827328178,0.0,5611.622517223236,0.0,0.7272685431895607,0.0,6.352707242965698,1419080773.12,164.01945724487305,0.0,164.01945724487305,0.0,3.439520827328178,1.0746967866276493,0.6046931788325309,0.7272685431895607,10.934630482991537,374.1081678148824
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,5.4883469723266955,0.7932176450888316,0.5849923404057821,1.0,1.0326814708255587,4571541272.32,1000.0,1.0,1.0,798,0,29900,1018,10.476190476190476,153.49,8.319161636151614,7341094635.172934,0.5044611777578082,0.0,0.7621230981751523,0.0,3.489491948225056,0.0,5611.890243897846,0.0,0.7621230981751523,0.0,6.5890837623959495,5814418516.48,171.9127727690197,0.0,171.9127727690197,0.0,3.489491948225056,1.0622357025814273,0.5044611777578082,0.7621230981751523,12.03389409383138,392.83231707284915
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,5.547788374884739,0.7933496451377868,0.5845161668459574,1.0,0.7311964117818408,17495865395.2,1000.0,1.0,1.0,317,0,29900,345,3.111111111111111,151.085,7.641714821166748,28278350245.72129,0.5836325569285287,0.0,0.7232641457173316,0.0,3.52287309465436,0.0,5664.362818242062,0.0,0.7232641457173316,0.0,6.093005763159858,22547314974.72,163.2903120252821,0.0,163.2903120252821,0.0,3.52287309465436,1.0582296367111534,0.5836325569285287,0.7232641457173316,4.898709360758463,169.93088454726185
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,5.57859643854463,0.7936833133300145,0.5838384753465653,1.0,1.1958321630954742,72322975313.92,1000.0,1.0,1.0,147,0,29900,185,4.75,150.235,7.870473126511708,114681821550.7943,0.5432366691529751,0.0,0.725174714972685,0.0,3.5475298269539977,0.0,5968.9882815766305,0.0,0.725174714972685,0.0,6.317378520965576,92051451617.28,163.9461212158203,0.0,163.9461212158203,0.0,3.5475298269539977,1.0566804224991817,0.5432366691529751,0.725174714972685,4.3718965657552085,159.17302084204348
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,5.57859643854463,0.7938213123877843,0.5836337063709894,1.0,1.157647705078125,277586363678.72,1000.0,1.0,1.0,281,0,29900,339,5.8,150.905,7.91165773308574,443029882323.2413,0.6233516454696655,0.0,0.6768211754490244,0.0,3.5780456484717638,0.0,5432.011478233499,0.0,0.6768211754490244,0.0,6.392913770675659,357984626114.56,152.4888153076172,0.0,152.4888153076172,0.0,3.5780456484717638,1.0717903689780173,0.6233516454696655,0.6768211754490244,5.082960510253907,181.06704927444997
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,5.57859643854463,0.7940249798695246,0.583328917423884,1.0,1.271810265382131,1147894721413.12,1000.0,1.0,1.0,541,0,29900,649,7.2,152.205,7.980905019347198,1795365652599.6572,0.6321910401185353,0.0,0.6694663898682525,0.0,3.6414076920599854,0.0,5063.176724619708,0.0,0.6694663898682525,0.0,6.49200423558553,1460426028482.56,151.16834106445313,0.0,151.16834106445313,0.0,3.6414076920599854,1.0911056350214892,0.6321910401185353,0.6694663898682525,7.558417053222656,253.15883623098537
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,5.57859643854463,0.7940379800399144,0.5833483272790909,1.0,1.1921831309795379,4378490036551.68,1000.0,1.0,1.0,618,0,29900,824,10.3,152.59,8.100455956266277,6894042600881.805,0.5089958228170872,0.0,0.7185283172464908,0.0,3.69731923894593,0.0,5447.696567593016,0.0,0.7185283172464908,0.0,6.6333271026611325,5645415502315.52,161.99373474121094,0.0,161.99373474121094,0.0,3.69731923894593,1.098795730760575,0.5089958228170872,0.7185283172464908,10.799582316080729,363.17977117286773
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,5.57859643854463,0.7942459809780121,0.5828706838687261,1.0,1.1145466764767964,17947677672079.36,1000.0,1.0,1.0,646,0,29900,774,8.533333333333333,152.73,7.825979034569497,27725919951321.78,0.608847031990687,0.0,0.6724992243019543,0.0,3.757400521009822,0.0,5400.49628863322,0.0,0.6724992243019543,0.0,6.451429049173991,22856156986736.64,151.6781972249349,0.0,151.6781972249349,0.0,3.757400521009822,1.0943512426585789,0.608847031990687,0.6724992243019543,7.583909861246744,270.0248144316609
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,5.57859643854463,0.7943409786621729,0.5826007076104482,1.0,1.164636567234993,68340157513728.0,1000.0,1.0,1.0,544,0,29900,648,7.428571428571429,152.22,7.952981970085857,106248439131603.58,0.4851163136107581,0.0,0.7190528407701813,0.0,3.7933627163679997,0.0,5584.864871200155,0.0,0.7190528407701813,0.0,6.5999787875584195,88172895037030.4,162.31439099993025,0.0,162.31439099993025,0.0,3.7933627163679997,1.1035480288065054,0.4851163136107581,0.7190528407701813,7.574671579996745,260.627027322674
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,5.57859643854463,0.7948813134431839,0.5820568416515987,1.0,1.1126999408006668,280020375222353.9,1000.0,1.0,1.0,589,0,29900,711,7.625,152.445,8.119084066578475,427250405794086.4,0.5104533061385155,0.0,0.7139479647198423,0.0,3.852371110780688,0.0,5246.194980593113,0.0,0.7139479647198423,0.0,6.782891601324081,356935975210844.2,160.94426822662354,0.0,160.94426822662354,0.0,3.852371110780688,1.0985196388666771,0.5104533061385155,0.7139479647198423,8.583694305419922,279.7970656316327
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,5.57859643854463,0.7947496455907822,0.5823636176188787,1.0,1.2185143469011082,1065754883690332.1,1000.0,1.0,1.0,341,0,29900,527,10.941176470588236,151.205,7.980157364220876,1637069488239901.5,0.506175605689778,0.0,0.6916602163277377,0.0,3.9033638057288256,0.0,5638.874277985838,0.0,0.6916602163277377,0.0,6.711422667783849,1376798071848960.0,155.96167351217832,0.0,155.96167351217832,0.0,3.9033638057288256,1.103966300807538,0.506175605689778,0.6916602163277377,8.837828165690103,319.53620908586413
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,5.57859643854463,0.7950883142153422,0.5817238736152649,1.0,1.6070016893473538,4374383782044631.0,1000.0,1.0,1.0,613,0,29900,661,4.363636363636363,152.565,8.318987423644996,6594298131984220.0,0.6302931742234663,0.0,0.6421434420696855,0.0,3.9314787240639695,0.0,5409.720323755845,0.0,0.6421434420696855,0.0,7.043181809512052,5582992049931551.0,144.56696527654475,0.0,144.56696527654475,0.0,3.9314787240639695,1.120181413252819,0.6302931742234663,0.6421434420696855,5.3007887268066405,198.35641187104764
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,5.998288959532036,0.7951409800847371,0.5817347431182861,1.0,1.1986013688147068,1.6745236655987752e+16,1000.0,1.0,1.0,475,0,29900,623,9.25,151.875,7.7867986418786685,2.537007882408136e+16,0.6247407626360655,0.0,0.6425751788523084,0.0,3.9979464192710132,0.0,5338.767476731675,0.0,0.6425751788523084,0.0,6.636707425117493,2.162297989857542e+16,144.9954195022583,0.0,144.9954195022583,0.0,3.9979464192710132,1.1157529641275121,0.6247407626360655,0.6425751788523084,7.733089040120443,284.73426542568933
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,5.998288959532036,0.795084981918335,0.5820208640893301,1.0,1.1245542718097568,6.841536768966132e+16,1000.0,1.0,1.0,473,0,29900,625,9.5,151.865,7.800670003615695,1.0186046010364858e+17,0.5523591653909534,0.0,0.6630288484905875,0.0,4.03646086515816,0.0,5508.654878412672,0.0,0.6630288484905875,0.0,6.693001627922058,8.7396624261584e+16,149.5459909439087,0.0,149.5459909439087,0.0,4.03646086515816,1.1294893650281763,0.5523591653909534,0.6630288484905875,7.9757861836751305,293.7949268486758
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,5.998288959532036,0.7951546466350555,0.5816865040858586,1.0,1.028619948242392,2.6306094575357264e+17,1000.0,1.0,1.0,629,0,29900,715,6.142857142857143,152.645,7.475449778790706,3.933533668793262e+17,0.5440667032131127,0.0,0.6633943844839408,0.0,4.096524851223867,0.0,5376.632221103199,0.0,0.6633943844839408,0.0,6.456864152635847,3.397560453322454e+17,149.75115857805525,0.0,149.75115857805525,0.0,4.096524851223867,1.1262922694900621,0.5440667032131127,0.6633943844839408,6.988387400309245,250.90950365148265
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,5.998288959532036,0.7955073132117589,0.5813439893722534,1.0,0.8302700221538544,1.0751708568574387e+18,1000.0,1.0,1.0,112,0,29900,124,2.4,150.06,7.34654414555401,1.579469077473621e+18,0.41618975400924685,0.0,0.700426270935689,0.0,4.101551293821529,0.0,5228.611248808103,0.0,0.700426270935689,0.0,6.387967681884765,1.37338008477685e+18,158.100048828125,0.0,158.100048828125,0.0,4.101551293821529,1.126824142380724,0.41618975400924685,0.700426270935689,2.6350008138020833,87.14352081346837
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,5.998288959532036,0.795298312107722,0.5819305348396301,1.0,1.2903849919637045,4.1481435778522286e+18,1000.0,1.0,1.0,494,0,29900,608,7.6,151.97,7.803870407949356,6.122843190064013e+18,0.5400500098864237,0.0,0.6558878002665497,0.0,4.146936859753143,0.0,5397.85726417512,0.0,0.6558878002665497,0.0,6.831010659535726,5.359546598235162e+18,147.83477172851562,0.0,147.83477172851562,0.0,4.146936859753143,1.1347007132771134,0.5400500098864237,0.6558878002665497,7.391738586425781,269.892863208756
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,5.998288959532036,0.7956003127495448,0.5813706803321839,1.0,1.2137357752238,nan,1000.0,1.0,1.0,29243,547,1418,300,6.142857142857143,8.16,7.545009982416445,nan,0.5492617551769529,0.0,0.6454594227334101,0.0,4.185669978585686,0.0,5003.250640444302,0.0,0.6454594227334101,0.0,6.6485973085675925,nan,145.60333142961775,0.0,145.60333142961775,0.0,4.185669978585686,1.1391555639732527,0.5492617551769529,0.6454594227334101,6.794822133382161,233.48502988740074
