algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,eps_n_honest,eps_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,trust_honest,trust_attacker,sigma_dp_honest,sigma_dp_attacker,nsr_honest,nsr_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,37,4.2260609766754085,0.7792929783463478,0.6257067847251893,nan,0.9862740010023117,5.428659531871478,1000.0,0.0,nan,0,5404,0,45284,2.2137300016426864,3.8886459533208457,200.7612319946289,224.23310974121094,0.8912011469823715,0.9937793070776899,200.7612319946289,224.23310974121094,0.7097772508859634,0.5612712978074949,0.8912011469823715,0.9937793070776899,5636.9049619803745,547.5565368405997,3.218679572649582,1.0640032425222663,0.5660618124229293,0.9904703341713893,138.55509048461914,441.2720213439673
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,38,4.259691786020581,0.7801219803094864,0.6229280212521553,nan,0.7743780538439751,5.3301299905776975,1000.0,0.0,nan,0,9593,0,42247,2.240848385052465,3.9097357132121964,220.5173110961914,224.26898228963216,0.9774034869942623,0.9939812926707468,220.5173110961914,224.26898228963216,0.5707579433090157,0.5465164735416571,0.9774034869942623,0.9939812926707468,6257.883433375259,544.5344716521415,3.2421807819483037,1.0616008181889758,0.547888632207734,0.9930429263117004,142.50001257324217,552.0044865927943
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,39,4.311192766642636,0.780517980158329,0.6208109563589096,nan,0.8933606088161469,5.147770106395086,1000.0,0.0,nan,0,10029,0,40609,2.289864547277653,3.9301976102689196,192.9439926147461,225.51652297973632,0.8546807391324929,0.9995541807784603,192.9439926147461,225.51652297973632,0.7376529633998871,0.5236776725451151,0.8546807391324929,0.9995541807784603,5683.337808494538,546.3961060709261,3.2740643850724136,1.0482019332647445,0.5305801012823659,0.994880843951171,139.16879364013673,441.50441981244643
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,40,4.364480410100136,0.781391481757164,0.6186773952841759,nan,0.9564117954836951,5.159555814067523,1000.0,0.0,nan,0,8604,0,42602,2.2949300679244633,3.951316119550637,207.94088575575086,223.63744105021158,0.9230184734673306,0.9913539544451617,207.94088575575086,223.63744105021158,0.6230182449022929,0.521073686654369,0.9230184734673306,0.9913539544451617,5505.561595804198,541.8132551442224,3.288761698900168,1.055938824651646,0.5240429456324639,0.9893636006302733,137.92540057373046,424.18806181100894
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,41,4.4179267048619915,0.7819634801149369,0.6170410966873169,nan,1.2401405032724142,5.023549639383952,1000.0,0.0,nan,0,10057,0,41455,2.3139219991244335,3.972646841894485,200.52246284484863,224.11582646687825,0.8892877873478583,0.9933822081119736,200.52246284484863,224.11582646687825,0.6600053459405899,0.5031540214022001,0.8892877873478583,0.9933822081119736,5742.367187068028,534.978297573582,3.309156904786464,1.0607476326041796,0.5110958606193338,0.9881116045289806,140.8862146911621,504.74272853032613
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,42,4.460468042868283,0.7825479799509049,0.6148910748958588,nan,1.0305665532747905,4.87221005598704,1000.0,0.0,nan,0,11406,0,39090,2.3237045885443215,3.9935114563470315,196.95532735188803,224.59541880289714,0.8743495067489647,0.9954968045615571,196.95532735188803,224.59541880289714,0.6692736645539602,0.4848921347161134,0.8743495067489647,0.9954968045615571,5833.857189141002,537.2852552816228,3.325588709225947,1.0663569407141238,0.488507458830581,0.9931213673495455,137.12071520996093,392.37743943866576
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,43,4.4923220484579724,0.7832159808278084,0.6126397702097893,nan,0.7915426207085451,4.82245455811421,1000.0,0.0,nan,0,9332,0,41756,2.402608080431614,4.014272749435087,199.1894963582357,223.43358703613282,0.8831686491615952,0.9905831767598572,199.1894963582357,223.43358703613282,0.6423423495143652,0.4772185588255525,0.8831686491615952,0.9905831767598572,5700.240850515904,534.5724744918405,3.369606881833698,1.0411193477658072,0.48356947385204524,0.9864518487753086,138.84070013427734,457.54926510748595
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,44,4.5137712106437045,0.7838434791564941,0.6107839822769165,nan,0.9862746468612126,4.766174891789754,1000.0,0.0,nan,0,11308,0,38920,2.4512426555122295,4.035818943532717,180.05205644880022,222.40928990681965,0.8010649226179184,0.9858585586307337,180.05205644880022,222.40928990681965,0.7561807121549334,0.4692502995828787,0.8010649226179184,0.9858585586307337,5150.817918990973,527.7276069673762,3.401988428324522,1.0286131882801033,0.475792686840222,0.9816450229561744,135.966302734375,388.7480150462993
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,45,4.571028037902313,0.7842374792695046,0.6092408972978592,nan,1.0143963466672337,4.498690579732259,1000.0,0.0,nan,0,14701,0,37127,2.4745118275979,4.057419050301176,203.41815544577207,224.2155078125,0.901458454688967,0.9943843213732415,203.41815544577207,224.2155078125,0.5862317207981559,0.44049495172997316,0.901458454688967,0.9943843213732415,5831.918170414371,528.1977956219918,3.4242561612198656,1.0320010666664856,0.4483104882415161,0.9894009152734541,141.44552197265625,515.2038951672837
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,46,4.64728060327804,0.784789979159832,0.6079342383146286,nan,1.2483142358916146,4.30709054817756,1000.0,0.0,nan,0,13188,0,37522,2.48681509573575,4.077896036301279,190.11763218470983,225.16073974609375,0.8433712503150012,0.9982797662653401,190.11763218470983,225.16073974609375,0.6640375426837376,0.41865099251270294,0.8433712503150012,0.9982797662653401,5553.719494870935,528.5513607582997,3.441463660075067,1.0369095156201693,0.424246125578492,0.9947476502664724,137.7580906982422,394.8828893831728
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,47,4.7464023579153265,0.7850794783234596,0.606921466588974,nan,1.7527886591851711,4.199822555594146,1000.0,0.0,nan,0,14942,0,36090,2.528602372727991,4.098411191846663,175.35709762573242,224.6396969604492,0.7770190555034517,0.9956695826405743,175.35709762573242,224.6396969604492,0.7567740231752396,0.40693444941192863,0.7770190555034517,0.9956695826405743,5175.331748406288,530.4753737936272,3.470487664199194,1.0318508584928436,0.4160211915875991,0.98999034816948,137.58953173828124,401.09053225067686
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,48,4.793545135694713,0.7854869776964187,0.6053612288832665,nan,1.0452075813497816,4.114756730596224,1000.0,0.0,nan,0,14914,0,35690,2.5366577206099463,4.120105058157986,206.3429892403739,223.8627429707845,0.9139076904267437,0.9922376835635501,206.3429892403739,223.8627429707845,0.5230571755341121,0.39647007870177425,0.9139076904267437,0.9922376835635501,6275.596207155846,530.4442980705519,3.4867261231387707,1.0379148339984716,0.3993564294438797,0.9904516576614079,137.20644763183594,406.1249257425129
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,49,5.109192193008899,0.7860824811458588,0.6038554698228836,nan,1.2575294733047486,3.9610982754826547,1000.0,0.0,nan,0,15022,0,35406,2.5448407890950584,4.141219296872637,180.2930114746094,223.823195699056,0.7998279599117416,0.9923572540584816,180.2930114746094,223.823195699056,0.6944278478622437,0.38015915820995966,0.7998279599117416,0.9923572540584816,5283.916287211698,529.182550220385,3.502667893761605,1.0476563323490722,0.38531110394196433,0.9892010361216498,136.0968475341797,370.348693004348
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,50,5.109192193008899,0.7809449777007103,0.6207137796282768,0.21640707192644845,1.0229796809809548,8.544292078018188,1000.0,1.0,0.11108572229153187,364,0,49903,399,2.581123700902864,0.0,188.26361519949776,0.0,0.8361042404570788,0.0,188.26361519949776,0.0,0.6214971542358398,0.0,0.8361042404570788,0.0,5575.8414420180725,0.0,2.581123700902864,1.0912117377608122,0.6214971542358398,0.8361042404570788,6.589226531982422,195.15445047063255
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.7599639781564475,1.9849040630459784,0.19639918457592775,1.0699461288750172,11.020715872446695,1000.0,1.0,0.08882619278582012,236,0,50192,560,2.6198622562147547,0.0,188.30059242248535,0.0,0.8356311974940829,0.0,188.30059242248535,0.0,0.6084307245910168,0.0,0.8356311974940829,0.0,5429.202441496726,0.0,2.6198622562147547,1.098625191202169,0.6084307245910168,0.8356311974940829,7.532023696899414,217.16809765986906
