algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,noise_norm_honest,noise_norm_attacker,trust_honest,trust_attacker,sigma_n_honest,sigma_n_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,62,5.029758424761189,0.8833899790048599,0.3894400785565376,nan,1.4154491149462187,0.0,1000.0,0.0,nan,0,31,0,229,164.13848583514874,0.0,0.8047318298083085,0.0,0.727872466442131,0.0,0.727872466442131,0.0,3.0634938473464,0.0,7012.3050040842945,0.0,164.13848583514874,0.0,3.0634938473464,0.9077645268125989,0.8047318298083085,0.727872466442131,8.535201263427734,364.6398602123834
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,63,5.24305120960265,0.8833567776679992,0.38944859719276426,nan,1.563783261924982,0.0,1000.0,0.0,nan,0,66,0,324,169.56892204284668,0.0,0.7551756557077169,0.0,0.7520100663943675,0.0,0.7520100663943675,0.0,3.0979907972003784,0.0,6994.689000882088,0.0,169.56892204284668,0.0,3.0979907972003784,0.9209514461223431,0.7551756557077169,0.7520100663943675,10.852411010742188,447.66009605645365
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,64,5.24305120960265,0.88319677734375,0.38957756572961805,nan,1.6257191523909569,0.0,1000.0,0.0,nan,0,56,0,266,169.241516658238,0.0,0.748475792152541,0.0,0.7500665177319074,0.0,0.7500665177319074,0.0,3.1401035485097437,0.0,6843.577916971654,0.0,169.241516658238,0.0,3.1401035485097437,0.9231793606777478,0.748475792152541,0.7500665177319074,9.477524932861328,383.2403633504126
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,65,5.24305120960265,0.883287977218628,0.38922043734788897,nan,1.452825890137599,0.0,1000.0,0.0,nan,0,51,0,199,164.2273430457482,0.0,0.775700195477559,0.0,0.7278713906644836,0.0,0.7278713906644836,0.0,3.174629930370933,0.0,7109.694557547296,0.0,164.2273430457482,0.0,3.174629930370933,0.9427455588234043,0.775700195477559,0.7278713906644836,8.539821838378906,369.70411699245943
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,66,5.24305120960265,0.8833923794031143,0.38887482434511184,nan,1.3705402040481567,0.0,1000.0,0.0,nan,0,41,0,185,163.73079895019532,0.0,0.7695813322067261,0.0,0.7260982817420201,0.0,0.7260982817420201,0.0,3.2112035267460257,0.0,7149.003755201527,0.0,163.73079895019532,0.0,3.2112035267460257,0.9501794040053455,0.7695813322067261,0.7260982817420201,8.186539947509766,357.45018776007635
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,67,5.24305120960265,0.883315978050232,0.38894178116321565,nan,1.4234713644816959,0.0,1000.0,0.0,nan,0,69,0,267,160.12186616042564,0.0,0.7898877304175804,0.0,0.7095839631128448,0.0,0.7095839631128448,0.0,3.2771459661682965,0.0,6895.046098486752,0.0,160.12186616042564,0.0,3.2771459661682965,0.943468110661659,0.7898877304175804,0.7095839631128448,9.287068237304688,399.91267371223165
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,68,5.24305120960265,0.8831951773166656,0.38906108528375627,nan,1.570597033290302,0.0,1000.0,0.0,nan,0,91,0,353,163.29387664794922,0.0,0.7527909208746517,0.0,0.7244900457282217,0.0,0.7244900457282217,0.0,3.332691913269053,0.0,7116.845252351109,0.0,163.29387664794922,0.0,3.332691913269053,0.9459800178932839,0.7527909208746517,0.7244900457282217,11.103983612060548,483.94547715987545
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,69,5.333533236399576,0.8833527771234513,0.3885997974872589,nan,1.2218550004457172,0.0,1000.0,0.0,nan,0,8,0,104,158.55201721191406,0.0,0.7830186799952858,0.0,0.7033060612110669,0.0,0.7033060612110669,0.0,3.373910735330711,0.0,7313.7646468636785,0.0,158.55201721191406,0.0,3.373910735330711,0.9378252520120743,0.7830186799952858,0.7033060612110669,6.024976654052734,277.9230565808198
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,70,5.333533236399576,0.883387778878212,0.3883950152397156,nan,1.7698343396186829,0.0,1000.0,0.0,nan,0,5,0,83,160.20907389322917,0.0,0.7574705123901367,0.0,0.7097441054221775,0.0,0.7097441054221775,0.0,3.396508743057174,0.0,6953.65044381971,0.0,160.20907389322917,0.0,3.396508743057174,0.9430641245183158,0.7574705123901367,0.7097441054221775,4.806272216796875,208.60951331459128
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,71,5.345043535451636,0.8833481788635253,0.38836652809381483,nan,1.4506214288148014,0.0,1000.0,0.0,nan,0,26,0,152,159.15670360218394,0.0,0.7561223398555409,0.0,0.7048527561879465,0.0,0.7048527561879465,0.0,3.428058354002668,0.0,7152.596403753952,0.0,159.15670360218394,0.0,3.428058354002668,0.9634752392679216,0.7561223398555409,0.7048527561879465,7.002894958496094,314.7142417651738
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,72,5.345043535451636,0.8833895778656006,0.3883568730950355,nan,1.6280583786964415,0.0,1000.0,0.0,nan,0,34,0,188,155.70123718261718,0.0,0.7733671331405639,0.0,0.6910658642131654,0.0,0.6910658642131654,0.0,3.4833086042509573,0.0,7179.708735566278,0.0,155.70123718261718,0.0,3.4833086042509573,0.9667779045954955,0.7733671331405639,0.6910658642131654,7.78506185913086,358.98543677831395
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,73,5.345043535451636,0.8832293779850006,0.38873917257785795,nan,1.6584321921691298,0.0,1000.0,0.0,nan,0,79,0,317,157.5803303718567,0.0,0.7460973430424929,0.0,0.699255426247935,0.0,0.699255426247935,0.0,3.542779696221268,0.0,7218.650183571986,0.0,157.5803303718567,0.0,3.542779696221268,0.9806357946278935,0.7460973430424929,0.699255426247935,10.085141143798829,461.9936117486071
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,74,5.356727346941581,0.8832319784164429,0.38861426097154617,nan,1.539511252194643,0.0,1000.0,0.0,nan,0,27,0,215,152.8239491780599,0.0,0.779742993414402,0.0,0.6770289838273978,0.0,0.6770289838273978,0.0,3.5969209802904945,0.0,7302.99458487417,0.0,152.8239491780599,0.0,3.5969209802904945,0.981231477326307,0.779742993414402,0.6770289838273978,7.335549560546875,350.5437400739602
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,75,5.44743123993726,0.883181578040123,0.3888914821743965,nan,1.7108704390434117,0.0,1000.0,0.0,nan,0,43,0,215,156.55016620342548,0.0,0.7341401118498582,0.0,0.6947186362814806,0.0,0.6947186362814806,0.0,3.634909161244369,0.0,7084.34490220742,0.0,156.55016620342548,0.0,3.634909161244369,1.0030991386789399,0.7341401118498582,0.6947186362814806,8.140608642578124,368.38593491478576
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,76,5.596464676277302,0.88316097843647,0.38904074573516845,nan,1.6672903838611783,0.0,1000.0,0.0,nan,0,27,0,137,153.43878028506325,0.0,0.7608213481448945,0.0,0.6799701352878136,0.0,0.6799701352878136,0.0,3.6831713985987364,0.0,6937.591808900729,0.0,153.43878028506325,0.0,3.6831713985987364,0.9917437512797147,0.7608213481448945,0.6799701352878136,6.444428771972656,291.3788559738306
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,77,5.596464676277302,0.8830099769830704,0.389476072371006,nan,1.8826743786533673,0.0,1000.0,0.0,nan,0,38,0,198,151.74503580729166,0.0,0.7554667840401331,0.0,0.67217304287727,0.0,0.67217304287727,0.0,3.7302949756756294,0.0,6903.1922872303885,0.0,151.74503580729166,0.0,3.7302949756756294,1.011058566832482,0.7554667840401331,0.67217304287727,7.28376171875,331.35322978705864
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,78,5.598895133784027,0.8829687775373459,0.3895542801618576,nan,1.628981141667617,0.0,1000.0,0.0,nan,0,26,0,106,151.2072199771279,0.0,0.7489923207383407,0.0,0.6702861085670218,0.0,0.6702861085670218,0.0,3.766388636462709,0.0,6964.011060174452,0.0,151.2072199771279,0.0,3.766388636462709,1.0273896214113631,0.7489923207383407,0.6702861085670218,5.745874359130859,264.63242028662916
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,79,5.598895133784027,0.8829993789196015,0.3895708076953888,nan,1.622624404051087,0.0,1000.0,0.0,nan,0,32,0,166,145.15507021817294,0.0,0.7945271107283506,0.0,0.6443645905004778,0.0,0.6443645905004778,0.0,3.826016946062333,0.0,7360.936417848509,0.0,145.15507021817294,0.0,3.826016946062333,1.034654637342138,0.7945271107283506,0.6443645905004778,6.386823089599609,323.88120238533435
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,80,5.813977119329425,0.8828561786413193,0.390011946439743,nan,1.7050566737140929,0.0,1000.0,0.0,nan,0,60,0,254,148.25865282331193,0.0,0.7562955426318305,0.0,0.6573948222429703,0.0,0.6573948222429703,0.0,3.8772399112902116,0.0,7122.4560906145425,0.0,148.25865282331193,0.0,3.8772399112902116,1.054763342606592,0.7562955426318305,0.6573948222429703,8.30248455810547,398.85754107441437
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,81,5.813977119329425,0.8827819777727127,0.39028753560781476,nan,1.7213927459716798,0.0,1000.0,0.0,nan,0,62,0,168,146.77895629882812,0.0,0.7587918949127197,0.0,0.6508462355717053,0.0,0.6508462355717053,0.0,3.931842974373829,0.0,7276.037390223692,0.0,146.77895629882812,0.0,3.931842974373829,1.0663483896500714,0.7587918949127197,0.6508462355717053,7.338947814941406,363.8018695111845
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,82,5.813977119329425,0.882922777891159,0.3900380063056946,nan,1.4715003317052668,0.0,1000.0,0.0,nan,0,13,0,27,143.13938903808594,0.0,0.7957080060785467,0.0,0.6338189016885244,0.0,0.6338189016885244,0.0,3.965696268277389,0.0,7396.313147607758,0.0,143.13938903808594,0.0,3.965696268277389,1.0586307806589035,0.7957080060785467,0.6338189016885244,3.1490665588378906,162.71888924737067
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,83,5.813977119329425,0.882809378862381,0.39037439328432083,nan,1.8416744291782379,0.0,1000.0,0.0,nan,0,22,0,132,142.86894836425782,0.0,0.7821144431829452,0.0,0.6338862340910275,0.0,0.6338862340910275,0.0,4.013074429890382,0.0,6983.183255884929,0.0,142.86894836425782,0.0,4.013074429890382,1.0562119895986433,0.7821144431829452,0.6338862340910275,5.714757934570312,279.3273302353972
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,84,6.091188383621138,0.8827195785045624,0.3908778303861618,nan,1.6662510465830564,0.0,1000.0,0.0,nan,0,79,0,355,141.19680309295654,0.0,0.7812794167548418,0.0,0.6259736804815955,0.0,0.6259736804815955,0.0,4.076893744586684,0.0,7173.429375776673,0.0,141.19680309295654,0.0,4.076893744586684,1.0848119481440546,0.7812794167548418,0.6259736804815955,9.036595397949219,459.09948004970704
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,85,6.091188383621138,0.8826933763027192,0.39109480154514314,nan,1.6823926784775474,0.0,1000.0,0.0,nan,0,29,0,157,146.9779850352894,0.0,0.7203823300925168,0.0,0.6517617759433648,0.0,0.6517617759433648,0.0,4.115893231086791,0.0,7203.045584703268,0.0,146.9779850352894,0.0,4.115893231086791,1.0871646061416773,0.7203823300925168,0.6517617759433648,6.467031341552734,316.9340057269438
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,86,6.091188383621138,0.8825355772972107,0.3916287519931793,nan,1.9060034116973048,0.0,1000.0,0.0,nan,0,29,0,175,143.44905820100203,0.0,0.7401086117910303,0.0,0.6362474674945117,0.0,0.6362474674945117,0.0,4.156301564605928,0.0,7058.185290797663,0.0,143.44905820100203,0.0,4.156301564605928,1.099321587644312,0.7401086117910303,0.6362474674945117,6.598656677246094,324.67652337669244
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,87,6.091188383621138,0.8825793780088425,0.3917252626419067,nan,1.5041072331368923,0.0,1000.0,0.0,nan,0,16,0,70,145.7443561553955,0.0,0.7225701007992029,0.0,0.6460400798322852,0.0,0.6460400798322852,0.0,4.188043998953439,0.0,7417.8171730259255,0.0,145.7443561553955,0.0,4.188043998953439,1.096528131989478,0.7225701007992029,0.6460400798322852,4.663819396972657,237.37014953682962
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,88,6.091188383621138,0.8823057781457901,0.3924169959425926,nan,2.1204999051988125,0.0,1000.0,0.0,nan,0,23,0,203,137.02529589335123,0.0,0.8087171812852224,0.0,0.6077053392855443,0.0,0.6077053392855443,0.0,4.244840796447355,0.0,6895.239297249772,0.0,137.02529589335123,0.0,4.244840796447355,1.0988472759215198,0.8087171812852224,0.6077053392855443,6.577214202880859,330.971486267989
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,89,6.091188383621138,0.8823761785030365,0.39262454253435136,nan,1.6219288574324713,0.0,1000.0,0.0,nan,0,18,0,98,144.3269102308485,0.0,0.7049339645438724,0.0,0.6404963151813945,0.0,0.6404963151813945,0.0,4.278745804120334,0.0,7413.052984190047,0.0,144.3269102308485,0.0,4.278745804120334,1.099126944782121,0.7049339645438724,0.6404963151813945,5.195768768310547,266.8699074308417
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,90,6.148369053833885,0.8820761761665344,0.3936813803315163,nan,1.8828507324582653,0.0,1000.0,0.0,nan,0,106,0,436,139.96861186780427,0.0,0.7563521783602866,0.0,0.6204500288785129,0.0,0.6204500288785129,0.0,4.379385899080391,0.0,7300.433458254657,0.0,139.96861186780427,0.0,4.379385899080391,1.0814620398462544,0.7563521783602866,0.6204500288785129,10.637614501953125,554.8329428273539
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,91,6.148369053833885,0.882120177268982,0.39375027316808703,nan,1.6998693515425143,0.0,1000.0,0.0,nan,0,16,0,178,141.8399187170941,0.0,0.7247916485952295,0.0,0.6285371307897518,0.0,0.6285371307897518,0.0,4.41920724575425,0.0,7511.5068716643555,0.0,141.8399187170941,0.0,4.41920724575425,1.0828429197363176,0.7247916485952295,0.6285371307897518,6.524636260986328,345.5293160965603
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,92,6.148369053833885,0.8820465787649154,0.39410731649398806,nan,1.9295253902673721,0.0,1000.0,0.0,nan,0,3,0,219,138.4943002065023,0.0,0.7506235217054685,0.0,0.6137012059491442,0.0,0.6137012059491442,0.0,4.463207494396492,0.0,7378.684605030579,0.0,138.4943002065023,0.0,4.463207494396492,1.0906866743647845,0.7506235217054685,0.6137012059491442,6.647726409912109,354.1768610414678
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,93,6.56806157482129,0.8819139779806137,0.3949854366183281,nan,1.8216422635775347,0.0,1000.0,0.0,nan,0,57,0,197,138.41822991004358,0.0,0.7351765174132127,0.0,0.6139467465983122,0.0,0.6139467465983122,0.0,4.511072307805927,0.0,7245.772405930146,0.0,138.41822991004358,0.0,4.511072307805927,1.0977790568565458,0.7351765174132127,0.6139467465983122,7.197747955322265,376.78016510836767
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,94,6.56806157482129,0.8819611765146256,0.39510672056674956,nan,1.6467724680900573,0.0,1000.0,0.0,nan,0,15,0,131,138.23960800170897,0.0,0.7487494647502899,0.0,0.6135630664684972,0.0,0.6135630664684972,0.0,4.55212670374849,0.0,7398.886004478151,0.0,138.23960800170897,0.0,4.55212670374849,1.0824750187252494,0.7487494647502899,0.6135630664684972,5.529584320068359,295.95544017912613
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,95,6.56806157482129,0.8818111774921418,0.39558936965465546,nan,1.6803410001869858,0.0,1000.0,0.0,nan,0,61,0,269,141.25970616833916,0.0,0.7092713333409408,0.0,0.6261558957299503,0.0,0.6261558957299503,0.0,4.608771444151561,0.0,7609.3567441408095,0.0,141.25970616833916,0.0,4.608771444151561,1.0797456023502296,0.7092713333409408,0.6261558957299503,8.193062957763672,441.34269116016696
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,96,6.987754095808696,0.8816067780256271,0.39652811616659167,nan,1.6125716711793627,0.0,1000.0,0.0,nan,0,120,0,394,136.8155744280134,0.0,0.7381477679525102,0.0,0.6065989208102929,0.0,0.6065989208102929,0.0,4.681634424239738,0.0,7535.786575166763,0.0,136.8155744280134,0.0,4.681634424239738,1.0688474537064743,0.7381477679525102,0.6065989208102929,9.577090209960938,527.5050602616735
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,97,6.987754095808696,0.881616977930069,0.3966921342611313,nan,1.7000579301800047,0.0,1000.0,0.0,nan,0,37,0,255,137.127014705113,0.0,0.7437325194478035,0.0,0.6076511604779747,0.0,0.6076511604779747,0.0,4.737872637584156,0.0,7784.163089564718,0.0,137.127014705113,0.0,4.737872637584156,1.0660765329756503,0.7437325194478035,0.6076511604779747,7.679112823486328,435.9131330156242
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,98,6.987754095808696,0.8816489775180817,0.39690378606319426,nan,1.855964639357158,0.0,1000.0,0.0,nan,0,6,0,76,139.1017336164202,0.0,0.7276690304279327,0.0,0.6159540042181576,0.0,0.6159540042181576,0.0,4.758459810023536,0.0,7347.847543464013,0.0,139.1017336164202,0.0,4.758459810023536,1.0653461210426216,0.7276690304279327,0.6159540042181576,3.8948485412597655,205.73973121699237
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,99,6.987754095808696,0.881483777999878,0.39754749363660813,nan,1.8506262431973997,0.0,1000.0,0.0,nan,0,31,0,165,135.95724487304688,0.0,0.7473520636558533,0.0,0.603030488913539,0.0,0.603030488913539,0.0,4.793361559374883,0.0,7569.11449216454,0.0,135.95724487304688,0.0,4.793361559374883,1.0707925382664607,0.7473520636558533,0.603030488913539,6.254033264160157,348.1792666395688
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,100,6.987754095808696,0.8813651753664017,0.3982561886310577,nan,2.15857019631759,0.0,1000.0,0.0,nan,0,43,0,161,135.65579621688178,0.0,0.7768904359444327,0.0,0.6013872508199148,0.0,0.6013872508199148,0.0,4.833277480286816,0.0,7517.105580226121,0.0,135.65579621688178,0.0,4.833277480286816,1.0694747123892152,0.7768904359444327,0.6013872508199148,6.2401666259765625,345.7868566904016
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,101,6.987754095808696,0.8812547782659531,0.3987878960967064,nan,1.747376682360967,0.0,1000.0,0.0,nan,0,69,0,283,137.89755452473958,0.0,0.7263702273368835,0.0,0.6109308801677129,0.0,0.6109308801677129,0.0,4.886264424097222,0.0,7961.562628163139,0.0,137.89755452473958,0.0,4.886264424097222,1.0449915134307826,0.7263702273368835,0.6109308801677129,8.273853271484375,477.6937576897884
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,102,6.987754095808696,0.8810189775228501,0.3997600852251053,nan,1.908022893799676,0.0,1000.0,0.0,nan,0,47,0,235,136.25927960431133,0.0,0.7218898777608518,0.0,0.6040872451662502,0.0,0.6040872451662502,0.0,4.934977081096167,0.0,7633.551412390461,0.0,136.25927960431133,0.0,4.934977081096167,1.033244175046758,0.7218898777608518,0.6040872451662502,7.358001098632813,412.2117762690849
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,103,6.987754095808696,0.8809497776031494,0.4003347957134247,nan,1.8009730939354216,0.0,1000.0,0.0,nan,0,63,0,227,135.34000614711218,0.0,0.7793844491243362,0.0,0.600229072147166,0.0,0.600229072147166,0.0,4.993981266820567,0.0,8315.571885744812,0.0,135.34000614711218,0.0,4.993981266820567,1.0015800532074424,0.7793844491243362,0.600229072147166,7.579040344238281,465.67202560170944
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,104,7.145125228604692,0.8807481795549392,0.401190832734108,nan,1.9276987135410308,0.0,1000.0,0.0,nan,0,38,0,316,136.78233998616537,0.0,0.7377277473608653,0.0,0.6067185055959814,0.0,0.6067185055959814,0.0,5.045076597060608,0.0,7901.224271944969,0.0,136.78233998616537,0.0,5.045076597060608,0.9902102671695169,0.7377277473608653,0.6067185055959814,8.206940399169921,474.07345631669807
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,105,7.145125228604692,0.8806113795042038,0.40185276567935946,nan,2.03306275865306,0.0,1000.0,0.0,nan,0,58,0,214,135.41499593983525,0.0,0.7455588112706724,0.0,0.6008911391540872,0.0,0.6008911391540872,0.0,5.076897841839419,0.0,7776.487974068978,0.0,135.41499593983525,0.0,5.076897841839419,0.9892105776096639,0.7455588112706724,0.6008911391540872,6.229089813232422,357.71844680717294
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,106,7.145125228604692,0.8804251774549484,0.40275965362787247,nan,1.929666269210077,0.0,1000.0,0.0,nan,0,41,0,323,136.2410361997543,0.0,0.7220550342913596,0.0,0.6043690365747553,0.0,0.6043690365747553,0.0,5.109255812841186,0.0,7871.629928724649,0.0,136.2410361997543,0.0,5.109255812841186,0.9968200456913071,0.7220550342913596,0.6043690365747553,8.446944244384765,488.04105558092823
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,107,7.145125228604692,0.8802621775865554,0.40361444079875947,nan,2.143663476813923,0.0,1000.0,0.0,nan,0,15,0,179,135.9526374123313,0.0,0.7352930740876631,0.0,0.6025095010391784,0.0,0.6025095010391784,0.0,5.135296374486904,0.0,7590.625145575617,0.0,135.9526374123313,0.0,5.135296374486904,0.9982506770061781,0.7352930740876631,0.6025095010391784,5.981916046142578,333.98750640532717
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,108,7.145125228604692,0.8801197772026061,0.4044055634737015,nan,2.0940962822540947,0.0,1000.0,0.0,nan,0,37,0,161,135.46132427713147,0.0,0.7170701311982196,0.0,0.6004170102618324,0.0,0.6004170102618324,0.0,5.16992116709274,0.0,7880.466871601342,0.0,135.46132427713147,0.0,5.16992116709274,0.9925639302778372,0.7170701311982196,0.6004170102618324,6.231220916748047,362.5014760936618
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,109,7.191460735682177,0.8798015780448913,0.40591235816478727,nan,2.010564197050898,0.0,1000.0,0.0,nan,0,97,0,431,135.6706049065841,0.0,0.7533813762037378,0.0,0.6014471660490507,0.0,0.6014471660490507,0.0,5.225529350797784,0.0,8051.317307039703,0.0,135.6706049065841,0.0,5.225529350797784,0.979702177803897,0.7533813762037378,0.6014471660490507,10.31096597290039,611.9001153350176
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,110,7.191460735682177,0.8794651786088944,0.4072637636065483,nan,2.222859650850296,0.0,1000.0,0.0,nan,0,63,0,369,135.63550472259521,0.0,0.7444366104900837,0.0,0.6016865245443486,0.0,0.6016865245443486,0.0,5.279267610000194,0.0,8089.453971512829,0.0,135.63550472259521,0.0,5.279267610000194,0.963148100909558,0.7444366104900837,0.6016865245443486,8.680672302246094,517.7250541768211
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,111,7.191460735682177,0.8794077781438827,0.4078054133653641,nan,2.1206861996650694,0.0,1000.0,0.0,nan,0,34,0,186,135.48705688476562,0.0,0.7251584768295288,0.0,0.6004812101289128,0.0,0.6004812101289128,0.0,5.3153145914935065,0.0,8150.374322884338,0.0,135.48705688476562,0.0,5.3153145914935065,0.9536814471348594,0.7251584768295288,0.6004812101289128,6.774352844238281,407.5187161442169
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,112,7.4387661902843725,0.879353176832199,0.40840796571969984,nan,2.0692210765112016,0.0,1000.0,0.0,nan,0,19,0,173,136.02845764160156,0.0,0.7416096925735474,0.0,0.6025930470456311,0.0,0.6025930470456311,0.0,5.334454642070041,0.0,7542.530273141254,0.0,136.02845764160156,0.0,5.334454642070041,0.9638024869461504,0.7416096925735474,0.6025930470456311,5.713195220947266,316.78627147193265
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,113,7.4387661902843725,0.8788793787956238,0.41030119854211805,nan,2.212037084680615,0.0,1000.0,0.0,nan,0,61,0,331,135.45875919226444,0.0,0.7447265982627869,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5.380010153619048,0.0,8006.716644195192,0.0,135.45875919226444,0.0,5.380010153619048,0.9576033345242229,0.7447265982627869,0.6002290721471661,8.940278106689453,528.4432985168826
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,114,7.4387661902843725,0.878814379811287,0.4110540066361427,nan,2.099213026720902,0.0,1000.0,0.0,nan,0,47,0,309,135.67377077299972,0.0,0.7308523377467846,0.0,0.6012417121489635,0.0,0.6012417121489635,0.0,5.414626237967168,0.0,8190.657566845356,0.0,135.67377077299972,0.0,5.414626237967168,0.9542342357609555,0.7308523377467846,0.6012417121489635,7.869078704833984,475.0581388770307
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,115,7.4387661902843725,0.8786717780828476,0.4119008290171623,nan,2.0334056285875186,0.0,1000.0,0.0,nan,0,30,0,274,135.41814041137695,0.0,0.7278112832989011,0.0,0.600229072147166,0.0,0.600229072147166,0.0,5.448437921123203,0.0,8221.797857096519,0.0,135.41814041137695,0.0,5.448437921123203,0.9511713142936813,0.7278112832989011,0.600229072147166,7.58341586303711,460.42067999740516
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,116,7.4387661902843725,0.87833697783947,0.4135352540612221,nan,2.2374888947515776,0.0,1000.0,0.0,nan,0,49,0,365,135.48828587387547,0.0,0.7358205264264887,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5.484271435101093,0.0,7757.698303608743,0.0,135.48828587387547,0.0,5.484271435101093,0.9521605306269973,0.7358205264264887,0.6002290721471661,8.942226867675782,512.008088038177
noise-game,scale,mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,117,7.4387661902843725,0.8782499775886535,0.4142289966344833,nan,2.154735639691353,0.0,1000.0,0.0,nan,0,27,0,183,135.78406143188477,0.0,0.741288940111796,0.0,0.6013238795218213,0.0,0.6013238795218213,0.0,5.5164815268537835,0.0,8051.232386670376,0.0,135.78406143188477,0.0,5.5164815268537835,0.9370196626655066,0.741288940111796,0.6013238795218213,6.517634948730469,386.45915456017804
