algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_threshold_honest,balance_threshold_attacker,balance_local_norm_honest,balance_local_norm_attacker,balance_kept_honest,balance_kept_attacker
balance,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,0,0.0,0.4588569886982441,1.97255424618721,nan,0.2351820106804371,0.23519558623433112,,nan,nan,0,0,0,50158,9.905826490021425,9.906993123685758,4.9860429763793945,4.986630194981893,65.0,166.76
balance,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,1,0.0,0.573007985651493,1.7057252520322799,nan,0.20437070451676845,0.20508396541078885,,nan,nan,0,0,0,51210,9.886589938525713,9.88523742125897,5.009646932284038,5.008961596488953,58.5,168.36
balance,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,2,0.0,0.6227379831671714,1.4812082636356354,nan,0.1874699553847313,0.18867390910784404,,nan,nan,0,0,0,51100,9.880174982643688,9.87909858200013,5.039883878495958,5.039334805806478,68.88888888888889,168.26666666666668
balance,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,3,0.0,0.6515194842219353,1.3051158571243286,nan,0.16593183517456056,0.16715195884307227,,nan,nan,0,0,0,51242,9.88022712052647,9.879117744875062,5.073622124535697,5.073052446047465,53.07142857142857,168.33
balance,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,4,0.0,0.6738579827547073,1.175563564300537,nan,0.1427743110060692,0.14374985456466674,,nan,nan,0,0,0,50968,9.881243282651464,9.878473717396378,5.1080845726860895,5.106652852694194,61.44444444444444,168.05
balance,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,5,0.0,0.6910814818739891,1.081407346725464,nan,0.12286459565162659,0.12368861086666584,,nan,nan,0,0,0,50564,9.87606105205685,9.87409185287424,5.139555374781291,5.138530592918396,57.166666666666664,167.40333333333334
balance,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,6,0.0,0.7024359819293022,1.0112013551592827,nan,0.10715889453887939,0.1079164866109689,,nan,nan,0,0,0,50646,9.87056927142442,9.86520686749331,5.171056474958148,5.168247184753418,55.57142857142857,167.52333333333334
balance,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,7,0.0,0.7104244834184646,0.9573414489626885,nan,0.09532410111278296,0.09597577338417371,,nan,nan,0,0,0,51486,9.858895549805913,9.851979110812806,5.199488742010934,5.195841077168782,61.42857142857143,168.75333333333333
balance,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,8,0.0,0.7166984817385673,0.9143029096722602,nan,0.08628552563488484,0.08672470147411028,,nan,nan,0,0,0,51670,9.842429182417032,9.834956805259042,5.225525506337484,5.221558284759522,64.0,169.03333333333333
balance,scale,fashion_mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,9,0.0,0.7229009810090065,0.8792494323849678,nan,0.079191205650568,0.07954921536147594,,nan,nan,0,0,0,51628,9.819950112617587,9.814671520473713,5.248464345932007,5.245643099149068,75.16666666666667,169.08666666666667
