algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_dp_norm_honest,n_dp_norm_attacker,nsr_honest,nsr_attacker,eps_n_honest,eps_n_attacker,sigma_dp_honest,sigma_dp_attacker,sigma_n_honest,sigma_n_attacker,trust_honest,trust_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,5.207362122052123,0.5636219862351814,1.5042229629034723e+19,0.31350339713286124,50.12149450182915,9374537850.88,1000.0,0.42578920303299184,0.21563335603014303,9155,682,21337,38,206.66504573822021,0.0,1340.4217388970592,0.0,2.7942183613987104,0.0,0.9162532369579152,0.0,0.9162532369579152,0.0,0.31122399610467255,0.0,206.66504573822021,0.0,2.7942183613987104,1.0160945123651333,0.31122399610467255,0.9162532369579152,11.022135772705077,71.48915940784316
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,5.207362122052123,0.5510336530705293,8.972064871997353e+20,0.13690093701794048,37.79025430428354,69315400990.72,1000.0,0.1816730053572159,0.10596289454345721,3558,757,26983,72,216.28901752672698,0.0,973.4234662507591,0.0,2.803427001446027,0.0,0.9587050896338785,0.0,0.9587050896338785,0.0,0.19992518130885928,0.0,216.28901752672698,0.0,2.803427001446027,1.015014657500393,0.19992518130885928,0.9587050896338785,13.698304443359374,61.65015286254809
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,5.207362122052123,0.5353693184256554,4.146097902204791e+22,0.34689529348986187,35.07814414430565,402387996835.84,1000.0,0.5551181735245894,0.2369080002715189,9759,1130,21149,32,215.71885002983942,0.0,2426.75003125522,0.0,2.8306667728103343,0.0,0.9555639452384176,0.0,0.9555639452384176,0.0,0.19547585770936216,0.0,215.71885002983942,0.0,2.8306667728103343,1.0075568142212288,0.19547585770936216,0.9555639452384176,12.943131001790364,145.60500187531323
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,5.274378913709989,0.5272483189155658,1.7616600842163693e+24,0.2161973459194381,25.675270610212493,2942004584775.68,1000.0,0.3946033593916889,0.13941741926309598,6994,858,23640,56,218.44597424958883,0.0,2411.011538766767,0.0,2.8371247624963387,0.0,0.9696433579351844,0.0,0.9696433579351844,0.0,0.14260855829301852,0.0,218.44597424958883,0.0,2.8371247624963387,1.0081046111043384,0.14260855829301852,0.9696433579351844,13.834911702473958,152.69739745522858
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,5.274378913709989,0.5204456534733375,4.726885126099402e+25,0.34376423915366816,28.704517275094986,17008961105428.48,1000.0,0.4008792696703881,0.24163957358903465,9840,630,20614,62,215.02907466888428,0.0,1019.776094475134,0.0,2.84253470070001,0.0,0.9532114433062742,0.0,0.9532114433062742,0.0,0.15573380642672405,0.0,215.02907466888428,0.0,2.84253470070001,1.0094008594201858,0.15573380642672405,0.9532114433062742,11.468217315673828,54.388058372007144
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,5.290630282022176,0.5004476533085108,2.1660476560013628e+27,0.39058578014110723,59.08822231292724,124205887945441.28,1000.0,0.4309389691549135,0.2884655269286412,8708,650,21746,126,189.57343139648438,0.0,1889.4872668106732,0.0,2.9059558421000573,0.0,0.8405767609208384,0.0,0.8405767609208384,0.0,0.38326203100732525,0.0,189.57343139648438,0.0,2.9059558421000573,0.9950380445954824,0.38326203100732525,0.8405767609208384,12.638228759765624,125.96581778737821
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,5.3171333316623635,0.48546065414945283,1.1171736016358689e+29,0.4120709868461536,45.19035335417305,717579515844362.2,1000.0,0.47829477622024086,0.33787578249107775,9687,928,21011,90,200.08912731352308,0.0,1296.9488444046515,0.0,2.940819997124097,0.0,0.8870395519219881,0.0,0.8870395519219881,0.0,0.2666153138575499,0.0,200.08912731352308,0.0,2.940819997124097,0.996824686624532,0.2666153138575499,0.8870395519219881,14.006238911946614,90.7864191083256
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,5.382177232821739,0.4844169889142116,1.8818322240252575e+30,0.4667094017094017,44.1536023484336,5222764928691077.0,1000.0,0.4623144399460189,0.31214475179992424,10216,328,20001,17,193.3770005967882,0.0,3487.527985865079,0.0,2.9616403208553237,0.0,0.8566001795332555,0.0,0.8566001795332555,0.0,0.3140369190239451,0.0,193.3770005967882,0.0,2.9616403208553237,0.9929505650429885,0.3140369190239451,0.8566001795332555,5.801310017903646,104.62583957595237
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,5.382177232821739,0.48945098782579105,4.80799904376708e+31,0.25794967934927365,37.14209342002869,3.027997151432016e+16,1000.0,0.5057915057915058,0.1737891737891738,10570,159,19477,26,203.56132125854492,0.0,1676.0962441725578,0.0,2.96757491775716,0.0,0.9002699665532443,0.0,0.9002699665532443,0.0,0.1870789173990488,0.0,203.56132125854492,0.0,2.96757491775716,0.9900496674728938,0.1870789173990488,0.9002699665532443,5.428301900227865,44.69589984460154
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,5.382177232821739,0.48008165530860425,inf,0.41508525928107937,37.72291549539659,2.1914895728181773e+17,1000.0,0.5145833333333334,0.3812028462539713,11073,319,19108,20,196.33966217041015,0.0,755.2524586435326,0.0,2.9745515008705197,0.0,0.8716512842991554,0.0,0.8716512842991554,0.0,0.22706890714730435,0.0,196.33966217041015,0.0,2.9745515008705197,0.9899674319681218,0.22706890714730435,0.8716512842991554,6.544655405680339,25.175081954784417
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,5.382177232821739,0.4664819880326589,inf,0.4023569714063314,33.56685904761155,1.2696269948016655e+18,1000.0,0.705976025181006,0.2695776747340985,10509,583,19932,66,199.6087880452474,0.0,1604.8268010417062,0.0,2.9873788039407625,0.0,0.8840140667000264,0.0,0.8840140667000264,0.0,0.1838521426951047,0.0,199.6087880452474,0.0,2.9873788039407625,0.9866542756305805,0.1838521426951047,0.8840140667000264,9.98043940226237,80.2413400520853
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,5.382177232821739,0.4578109881778558,nan,0.35102337254799826,36.405243730545045,9.178267326601893e+18,1000.0,0.3500713502375796,0.25762508737025974,11121,740,19397,84,197.03999557495118,0.0,1099.7620720989974,0.0,3.0044397747473766,0.0,0.8740828600164481,0.0,0.8740828600164481,0.0,0.18620760767953354,0.0,197.03999557495118,0.0,3.0044397747473766,0.9845036463713305,0.18620760767953354,0.8740828600164481,13.135999704996745,73.3174714732665
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,5.382177232821739,0.4525623223185539,nan,0.4340597378903504,52.51811397473018,nan,1000.0,0.615705804088718,0.31757798278053867,11504,734,19042,40,188.25567016601562,0.0,2973.9654648601,0.0,3.0456638477233864,0.0,0.834674921080286,0.0,0.834674921080286,0.0,0.30064503211372845,0.0,188.25567016601562,0.0,3.0456638477233864,0.9921393588222478,0.30064503211372845,0.834674921080286,9.412783508300782,148.69827324300496
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,5.382177232821739,0.44594165610770387,nan,0.45773410293170413,nan,nan,1000.0,0.5396363910268248,0.32865615518830915,11535,605,18909,43,nan,0.0,nan,0.0,3.053712791022086,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.053712791022086,0.9918583368235973,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,5.382177232821739,0.44129132099449636,nan,0.458263695219816,45.46871519833803,nan,1000.0,0.4991980254680484,0.33120061343066365,11522,659,18967,52,187.5037431716919,0.0,2076.3886776623376,0.0,3.089893763622767,0.0,0.8319810192887478,0.0,0.8319810192887478,0.0,0.2540381142680407,0.0,187.5037431716919,0.0,3.089893763622767,0.9903793963767548,0.2540381142680407,0.8319810192887478,10.000199635823568,110.74072947532467
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,5.382177232821739,0.43835198928912483,nan,0.43093183465854273,nan,nan,1000.0,0.3028484639354204,0.3050634039017197,11579,412,18662,115,nan,0.0,nan,0.0,3.1117186937321764,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.1117186937321764,0.9859017327169641,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,5.382177232821739,0.4387039889146884,nan,0.4670305533317609,nan,nan,1000.0,0.6498230244971709,0.33119385486685954,11529,652,18984,9,nan,0.0,nan,0.0,3.1150996754005225,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.1150996754005225,0.9859702358113009,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,5.382177232821739,0.43056565629939236,nan,0.4856915685416286,nan,nan,1000.0,0.581937161602476,0.38032609277265284,11547,555,18828,68,nan,0.0,nan,0.0,3.141339638349659,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.141339638349659,0.9748158801576409,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,5.382177232821739,0.4169519907484452,nan,0.41948072128385877,nan,nan,1000.0,0.44167762480677586,0.3029097229003244,11545,544,18828,81,nan,0.0,nan,0.0,3.1525419593299073,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.1525419593299073,0.9743380324155466,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,5.382177232821739,0.409350990280509,nan,0.46153888753600986,nan,nan,1000.0,0.6087758888086778,0.35552213770940405,11508,695,19021,20,nan,0.0,nan,0.0,3.1691853581768745,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.1691853581768745,0.9757819030696062,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,5.382177232821739,0.40718565622965497,nan,0.42782331511839705,31.271585845947264,nan,1000.0,0.45907928388746805,0.2970494417862839,11650,121,18362,3,181.38590087890626,0.0,1067.369931096291,0.0,3.177125317806182,0.0,0.8036913414633824,0.0,0.8036913414633824,0.0,0.17521893978118896,0.0,181.38590087890626,0.0,3.177125317806182,0.9798048093248913,0.17521893978118896,0.8036913414633824,3.023098347981771,17.78949885160485
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,5.382177232821739,0.40241632173458736,nan,0.47648349102212595,nan,nan,1000.0,0.48331411498171534,0.36995579660806865,11537,562,18857,46,nan,0.0,nan,0.0,3.1940846079622247,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.1940846079622247,0.9761079009215688,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,5.382177232821739,0.39802032281955085,nan,0.41244444603894415,nan,nan,1000.0,0.6346690366966865,0.29778244821755556,11476,831,19185,16,nan,0.0,nan,0.0,3.204793299978829,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.204793299978829,0.9727887206449943,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,5.440846079988719,0.3887386571864287,nan,0.3564066030539844,nan,nan,1000.0,0.2430920060331825,0.25745454545454544,11605,296,18545,52,nan,0.0,nan,0.0,3.23231838892535,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.23231838892535,0.9759016568682135,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,86,5.440846079988719,0.38461699031293395,nan,0.36207551878923927,nan,nan,1000.0,0.45495226787571813,0.25482855191273046,11567,438,18732,17,nan,0.0,nan,0.0,3.238818469087337,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.238818469087337,0.9762646112426251,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,5.440846079988719,0.373153657540679,nan,0.42590975429676414,nan,nan,1000.0,0.6524165084357524,0.3047984982257839,11550,528,18838,10,nan,0.0,nan,0.0,3.2539054554394413,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.2539054554394413,0.9698613045813255,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,5.440846079988719,0.37151565581560136,nan,0.4332703228225616,nan,nan,1000.0,0.48527743550626845,0.3094283634821169,11600,317,18589,24,nan,0.0,nan,0.0,3.2709390831360317,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.2709390831360317,0.9738401713707973,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,5.440846079988719,0.3617929903169473,nan,0.4375742621982657,nan,nan,1000.0,0.6046699908118113,0.3169235570357864,11525,632,18950,19,nan,0.0,nan,0.0,3.2898499859798163,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.2898499859798163,0.9719307984723377,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,5.6579808593201575,0.3447909909983476,nan,0.3324382075037584,nan,nan,1000.0,0.3700828177064711,0.24926878205922792,11419,954,19261,102,nan,0.0,nan,0.0,3.3154339341767285,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.3154339341767285,0.9691529054946141,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,5.6579808593201575,0.3374816579123338,nan,0.33541997003490104,nan,nan,1000.0,0.32463369963369965,0.2453899835796388,11623,250,18506,31,nan,0.0,nan,0.0,3.3335907726338494,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.3335907726338494,0.97404079242628,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,5.6579808593201575,0.3205886586258809,nan,0.4104600139345902,nan,nan,1000.0,0.301414977887113,0.360812543068788,11567,452,18717,88,nan,0.0,nan,0.0,3.3607805810973885,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.3607805810973885,0.9814337362224778,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,5.6579808593201575,0.30443232563634715,nan,0.40021178262641455,nan,nan,1000.0,0.407777663735014,0.291148538426914,11533,586,18875,48,nan,0.0,nan,0.0,3.381193500155072,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.381193500155072,0.988908486471548,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,5.6579808593201575,0.2984456589818001,nan,0.45512977312097824,nan,nan,1000.0,0.48956894442787857,0.3243905433645247,11570,450,18746,20,nan,0.0,nan,0.0,3.402422817092312,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.402422817092312,0.9750395198100782,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,5.6579808593201575,0.28512432644764585,nan,0.3483069903013966,nan,nan,1000.0,0.36383901973520516,0.24980214144745008,11474,768,19082,80,nan,0.0,nan,0.0,3.4284370162413595,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.4284370162413595,0.983341295750999,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,96,5.707466772713628,0.2709673264871041,nan,0.2714521427684762,nan,nan,1000.0,0.2933536491886639,0.22026591846516738,11456,813,19083,102,nan,0.0,nan,0.0,3.449431754849775,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.449431754849775,0.995561911628243,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,97,5.707466772713628,0.2553793270140886,nan,0.428293173927977,nan,nan,1000.0,0.4154081841216344,0.3225411516619643,11496,750,19071,71,nan,0.0,nan,0.0,3.4804164944120064,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.4804164944120064,0.9954733665913226,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,98,5.707466772713628,0.25332199412087597,nan,0.367919508636194,nan,nan,1000.0,0.40591806841806843,0.2566994610709781,11618,257,18521,12,nan,0.0,nan,0.0,3.489582954088373,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.489582954088373,0.9951881035087145,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,99,5.707466772713628,0.24471599332988261,nan,0.41376502920294467,nan,nan,1000.0,0.43623046590961034,0.3025605505229652,11582,412,18698,38,nan,0.0,nan,0.0,3.5069170056568617,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.5069170056568617,1.0012897538804668,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,100,5.707466772713628,0.2425646608322859,nan,0.37012293616338077,nan,nan,1000.0,0.3393352999703455,0.2717228863785,11573,420,18680,45,nan,0.0,nan,0.0,3.523686960413009,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.523686960413009,1.0046371886495795,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,101,5.707466772713628,0.2367676593363285,nan,0.3784848159826772,nan,nan,1000.0,0.4120113417583843,0.2864454527353578,11578,424,18697,37,nan,0.0,nan,0.0,3.535842915689946,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.535842915689946,1.0009658111623359,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,102,5.707466772713628,0.23235799387097358,nan,0.4351620064262568,nan,nan,1000.0,0.5501028422118809,0.3135539143676229,11448,942,19305,31,nan,0.0,nan,0.0,3.5534950418129423,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.5534950418129423,0.9972978025076807,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,103,5.707466772713628,0.22329366132616996,nan,0.41364480227721645,nan,nan,1000.0,0.44657464871659247,0.32281778467818967,11511,707,19001,65,nan,0.0,nan,0.0,3.5972420589110077,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.5972420589110077,0.9750317386110687,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,104,5.707466772713628,0.21978399428228537,nan,0.41804609810262217,nan,nan,1000.0,0.5479239481345183,0.3067350762952451,11493,734,19067,30,nan,0.0,nan,0.0,3.6257203042506694,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.6257203042506694,0.9783220313874849,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,105,5.707466772713628,0.21866932774583497,nan,0.4761894345192805,nan,nan,1000.0,0.4469731800766283,0.3449860574860575,11639,182,18428,11,nan,0.0,nan,0.0,3.6315394125217964,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.6315394125217964,0.9763000900156158,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,106,5.707466772713628,0.21093599505722524,nan,0.40051832091576484,nan,nan,1000.0,0.33193266724024567,0.32915337446073034,11545,563,18817,81,nan,0.0,nan,0.0,3.6473169660553237,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.6473169660553237,0.9879226780501362,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,107,5.707466772713628,0.21077666096389294,nan,0.41031340961256474,nan,nan,1000.0,0.4578718919026706,0.31720891733545853,11532,589,18866,45,nan,0.0,nan,0.0,3.658218890247619,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.658218890247619,0.9899860471343384,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,108,5.707466772713628,0.20735499386986098,nan,0.4485764498277296,nan,nan,1000.0,0.5077345278958183,0.3190866474095127,11548,548,18857,21,nan,0.0,nan,0.0,3.665254348440428,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.665254348440428,0.9939338508390397,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,109,5.7518227199766105,0.19372266131142776,nan,0.3114980706598953,nan,nan,1000.0,0.3605853675259289,0.22862900234981023,11342,1253,19576,83,nan,0.0,nan,0.0,3.703403591162125,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.703403591162125,0.9981418057092641,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,110,5.7518227199766105,0.18038699589669704,nan,0.3219852812850901,nan,nan,1000.0,0.32265625537050663,0.25346456839135306,11432,952,19212,118,nan,0.0,nan,0.0,3.7432459739046537,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.7432459739046537,1.0073048174573587,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,111,5.7518227199766105,0.1773596616834402,nan,0.37598638842510534,nan,nan,1000.0,0.38521918121075915,0.2971085339189334,11564,486,18758,38,nan,0.0,nan,0.0,3.7550054741419254,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.7550054741419254,1.0037639845978978,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,112,5.7518227199766105,0.17827099618812403,nan,0.4782134616887429,nan,nan,1000.0,0.7259931385385106,0.3374044647770057,11593,365,18654,6,nan,0.0,nan,0.0,3.7550054741419254,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.7550054741419254,1.0037639845978978,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,113,5.7518227199766105,0.17469366257389388,nan,0.3654166095220331,nan,nan,1000.0,0.39076284127127514,0.3006139168691234,11562,444,18699,57,nan,0.0,nan,0.0,3.774835816207085,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.774835816207085,0.9982046007595634,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,114,5.7518227199766105,0.1729956621179978,nan,0.40658352360094735,nan,nan,1000.0,0.5887573494510492,0.29037490434394697,11459,855,19203,15,nan,0.0,nan,0.0,3.7789972127312965,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.7789972127312965,0.9966649661296537,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,115,5.7518227199766105,0.17103599525988103,nan,0.43700126947813195,nan,nan,1000.0,0.4343563764272764,0.3137319687967582,11543,590,18881,44,nan,0.0,nan,0.0,3.789648370141663,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.789648370141663,1.001019239684279,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,116,5.7518227199766105,0.16432399498919645,nan,0.2961571063487797,nan,nan,1000.0,0.2978626895008642,0.2588618622016915,11516,653,18879,128,nan,0.0,nan,0.0,3.810928305062991,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.810928305062991,1.0077740173309817,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,117,5.7518227199766105,0.16312232899169127,nan,0.4489907845073191,nan,nan,1000.0,0.41444518163683247,0.32598136027251884,11586,413,18700,27,nan,0.0,nan,0.0,3.830799716904374,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.830799716904374,1.003500692819427,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,118,5.7518227199766105,0.15879866234958173,nan,0.38352886578836715,nan,nan,1000.0,0.39018353464471367,0.3112336663426331,11397,1139,19446,124,nan,0.0,nan,0.0,3.846303813855212,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.846303813855212,1.0063159021713521,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,119,5.7518227199766105,0.15520066298544408,nan,0.3714150102502205,nan,nan,1000.0,0.3518419109463059,0.27621750958427055,11493,749,19023,81,nan,0.0,nan,0.0,3.8599437191044603,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.8599437191044603,1.0080230783304038,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,120,5.7518227199766105,0.1530599957704544,nan,0.37232069744552754,nan,nan,1000.0,0.41227353039642384,0.2852655020019418,11447,905,19217,81,nan,0.0,nan,0.0,3.8660205040225204,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.8660205040225204,1.0113089066030017,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,121,5.7518227199766105,0.1536026628812154,nan,0.3843426430534846,nan,nan,1000.0,0.3832689764388002,0.2909966567410194,11537,576,18844,65,nan,0.0,nan,0.0,3.8660205040225204,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.8660205040225204,1.0113089066030017,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,122,5.7518227199766105,0.15328532934188843,nan,0.3674928587169883,nan,nan,1000.0,0.4316336269189867,0.260782541618455,11560,481,18771,30,nan,0.0,nan,0.0,3.8660205040225204,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.8660205040225204,1.0113089066030017,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,123,5.7518227199766105,0.15342566271622976,nan,0.3885416643961571,nan,nan,1000.0,0.37436656002964247,0.2729862953138815,11611,289,18553,19,nan,0.0,nan,0.0,3.8660205040225204,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.8660205040225204,1.0113089066030017,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,124,5.7518227199766105,0.14952699606617292,nan,0.4774530060626052,nan,nan,1000.0,0.4610710344043677,0.3351381678563703,11600,328,18605,17,nan,0.0,nan,0.0,3.875805227445665,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.875805227445665,1.0147909208626151,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,125,5.7518227199766105,0.14927132909496627,nan,0.4204652645632914,nan,nan,1000.0,0.5644689429027241,0.29974314769083404,11492,702,19032,18,nan,0.0,nan,0.0,3.875805227445665,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.875805227445665,1.0147909208626151,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,126,5.7518227199766105,0.14929566288987794,nan,0.4191571110288261,nan,nan,1000.0,0.485369532428356,0.32256897562025993,11607,281,18543,9,nan,0.0,nan,0.0,3.875805227445665,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.875805227445665,1.0147909208626151,nan,nan,nan,nan
