algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,balance_kept_honest,balance_kept_attacker,eps_n_honest,eps_n_attacker,sigma_dp_honest,sigma_dp_attacker,n_dp_norm_honest,n_dp_norm_attacker,nsr_honest,nsr_attacker,balance_local_norm_honest,balance_local_norm_attacker,trust_honest,trust_attacker,balance_threshold_honest,balance_threshold_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,40,4.799006968729102,0.7821292302012444,0.6169092585146427,nan,0.8740872107446194,6.20548971414566,1000.0,nan,nan,0,0,0,11506,0.9088228028291625,0.9206486488925301,205.07849820454916,207.63155792236327,38.5,105.82,2.3703955471484024,4.16912665252474,0.9088228028291625,0.9206486488925301,205.07849820454916,207.63155792236327,5780.98027834779,903.6767655975389,5.8601475556691485,106.03931350708008,0.6441956969598929,0.6265536077320576,8.91725916294292,161.35771855922394,2.7301417682236697,1.1766489831562457,0.6299682056471225,0.9183597754609104,51.37007949829101,458.2224064802017
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,41,4.844814299535405,0.7831049798429013,0.6143896748125554,nan,1.0578469475110372,6.041197471618652,1000.0,nan,nan,0,0,0,11824,0.9015740703581894,0.9252881246344385,203.2825200398763,208.7052423095703,38.03333333333333,106.83,2.4068509332688324,4.2043266623737345,0.9015740703581894,0.9252881246344385,203.2825200398763,208.7052423095703,5888.570549138176,889.9154961033277,5.91067271232605,109.14220275878907,0.6414921561876933,0.6057593974471093,8.934380674084085,164.975804703514,2.7663460790898124,1.1751058272223056,0.6140054186949363,0.9198156505706887,53.93799966430664,531.297332168956
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,42,4.894884406092121,0.7833467310667038,0.6127701599895954,nan,0.782505741890739,5.634009838104248,1000.0,nan,nan,0,0,0,10904,0.8555118096473037,0.945329864513718,193.1067262537339,213.2384587097168,32.705882352941174,103.48,2.4458451261578738,4.236426224475246,0.8555118096473037,0.945329864513718,193.1067262537339,213.2384587097168,5711.8552941491025,900.9863437913259,5.817077047684613,112.16266891479492,0.6979439153390772,0.5612442888319492,8.734480111848045,168.41492606978946,2.803961345821348,1.1682210638459456,0.5811066277261473,0.9322793779091961,49.21332043457031,374.4003487593347
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,43,4.927715551859636,0.7841924814879895,0.6105791193246841,nan,0.9257218170166016,5.713141832351685,1000.0,nan,nan,0,0,0,11320,0.8426779429552882,0.9330476662441392,190.00615112304686,210.56948165893556,33.64,104.79,2.4902323681179324,4.269708465210069,0.8426779429552882,0.9330476662441392,190.00615112304686,210.56948165893556,5652.649888561207,904.0731103049108,5.941835823059082,114.98013076782226,0.704586992263794,0.5656654552370309,8.862527492531754,171.49827096705164,2.846127587536359,1.1637370367282425,0.5934497626423836,0.914973721586369,51.61420388793945,463.4471164890424
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,44,4.9711474529875295,0.784768230766058,0.608690093755722,nan,0.947634306218889,5.764489850997925,1000.0,nan,nan,0,0,0,11092,0.8582011560968134,0.9226139911163233,193.58295751501012,208.1905731201172,28.85185185185185,103.13,2.548209215990027,4.307032695989038,0.8582011560968134,0.9226139911163233,193.58295751501012,208.1905731201172,5753.555178047235,888.4222632409662,5.960518519083659,117.83704727172852,0.6674648699937044,0.5674505960941315,8.831321447295968,174.5916633804588,2.8999739119898296,1.1527095621311965,0.5887134732223871,0.9089199238287107,52.09159432983398,488.37643226274395
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,45,5.033945270251035,0.7851939795911312,0.6070767547190189,nan,1.0595228958129883,5.536628515720367,1000.0,nan,nan,0,0,0,11818,0.8842842360646014,0.9296739994737903,199.48371826171876,209.82288040161131,43.52,107.3,2.564248123584,4.341185846171469,0.8842842360646014,0.9296739994737903,199.48371826171876,209.82288040161131,5995.9183019405955,883.3980621911593,5.966373538970947,120.72026969909668,0.6131662571430206,0.5419809380918741,8.781259156954347,177.67509305292813,2.919635668101494,1.1609190444830646,0.5562180019021035,0.9205960467919524,51.9387619934082,476.4755275352616
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,46,5.107179875042649,0.7858972306549549,0.6052906237542629,nan,1.0198988173156978,5.445600538253784,1000.0,nan,nan,0,0,0,10822,0.857866077432514,0.9278164598514737,193.46298522949218,209.17475006103516,33.2,103.24,2.5890641787554727,4.375959209710919,0.857866077432514,0.9278164598514737,193.46298522949218,209.17475006103516,5834.134703642427,875.151565260654,5.986675262451172,123.48856605529785,0.641076664129893,0.5302700830996037,8.752593507013183,180.54181562596227,2.9464431849465624,1.1631756696897158,0.5447231154079023,0.9186924969272615,47.6388395690918,350.0543541614037
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,47,5.257561373992492,0.7863339795172215,0.6037848302721978,nan,1.078721253999642,5.23423868060112,1000.0,nan,nan,0,0,0,12214,0.8609998560652455,0.9329900491396659,194.29555674961634,210.5844953918457,47.25,108.91,2.644408668237907,4.410840777350156,0.8609998560652455,0.9329900491396659,194.29555674961634,210.5844953918457,5886.353395220712,883.0020963981015,6.101396271160671,126.21230140686035,0.6224052299346242,0.5072213390469551,8.86104605421666,183.2978822668922,2.997695090060357,1.1566708984356397,0.5324178151786327,0.9172421944046363,52.997450256347655,506.2362094119801
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,48,5.385191756388497,0.7869142299890518,0.6022796210646629,nan,1.1510976012796164,5.148178050518036,1000.0,nan,nan,0,0,0,10528,0.8539531037360899,0.9302918818515681,192.7524995803833,209.821111907959,23.1875,101.57,2.659976500919365,4.446355886017227,0.8539531037360899,0.9302918818515681,192.7524995803833,209.821111907959,5838.94292664601,878.7988786038779,6.025478690862656,128.82900230407714,0.6199482483789325,0.4965791031718254,8.692646521838068,185.85493970605611,3.0172523779389375,1.1654205314576278,0.5135955369934954,0.9197623952149504,48.13230236816406,362.60594937344786
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,49,5.462921670727785,0.7873524805903435,0.600863727927208,nan,1.1482917806133628,4.824577904939652,1000.0,nan,nan,0,0,0,10732,0.8400139881845017,0.9414265220371598,189.62020206451416,212.28521560668946,29.5,102.6,2.6737481662519222,4.476297529278205,0.8400139881845017,0.9414265220371598,189.62020206451416,212.28521560668946,5732.545807439134,883.1879413408559,6.140140175819397,131.40417007446288,0.6288315420970321,0.4632942181825638,8.7992053745733,188.31040439663195,3.034258038857179,1.1768315657029995,0.4861269525155939,0.927438586333345,48.52488958740234,360.0790541062234
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,50,5.095841962213759,0.7876839795708657,0.5997942917048931,nan,0.994580286599341,1.2157107931375504,1000.0,nan,0.0,0,0,10579,843,0.8541749853781194,0.0,192.65167744954428,0.0,40.142857142857146,105.79,2.714051131693316,0.0,0.8541749853781194,0.0,192.65167744954428,0.0,5723.498874521155,0.0,6.1261798313685825,133.85742835998536,0.5917035327071235,0.0,8.720865991750012,190.55148997591937,2.714051131693316,1.0324473255024085,0.5917035327071235,0.8541749853781194,10.114213066101074,300.4836909123606
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.7877089796960354,0.5997891153395176,nan,1.1009243989692015,2.458148025274277,1000.0,nan,0.0,0,0,10384,588,0.8407552861830176,0.0,189.67053940716912,0.0,34.588235294117645,103.84,2.7411537679058005,0.0,0.8407552861830176,0.0,189.67053940716912,0.0,5841.151603307072,0.0,6.1800711575676415,133.9037934112549,0.5998976248152116,0.0,8.73912700324299,189.35093577426346,2.7411537679058005,1.0323477174242626,0.5998976248152116,0.8407552861830176,8.060997924804688,248.24894314055055
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.7854157298803329,0.6099747714400291,0.27035723402965534,1.0514814503052656,7.051659617424011,1000.0,1.0,0.1367783454687339,43,0,10141,412,0.8175482935076458,0.0,184.49615747788374,0.0,21.705882352941178,101.84,2.7772875355289535,0.0,0.8175482935076458,0.0,184.49615747788374,0.0,5564.848499215431,0.0,6.142485955182244,134.19630310058594,0.6259908001212513,0.0,8.628264517928194,188.50367895478067,2.7772875355289535,1.0319143094367138,0.6259908001212513,0.8175482935076458,7.841086692810059,236.5060612166558
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.7888029819726944,0.5967241255939006,1.0,0.9059981182217598,19.25986530303955,1000.0,1.0,1.0,688,0,9900,818,0.8425555666253978,0.0,189.85796440972223,0.0,7.222222222222222,105.88,2.8086886253108423,0.0,0.8425555666253978,0.0,189.85796440972223,0.0,5820.299357463624,0.0,6.092081440819634,136.38940071105958,0.5696522684560882,0.0,8.500601995513112,190.31131200624347,2.8086886253108423,1.0324407802524207,0.5696522684560882,0.8425555666253978,8.5436083984375,261.9134710858631
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.7893622297048569,0.5953067572414875,1.0,0.9827685608313634,51.29706707000732,1000.0,1.0,1.0,801,0,9900,1065,0.874925400850246,0.0,197.60491121732272,0.0,10.153846153846153,107.01,2.828424952592438,0.0,0.874925400850246,0.0,197.60491121732272,0.0,5935.602360583528,0.0,6.260581750136155,150.96412902832031,0.49862200824113995,0.0,8.67767491643244,209.24854718519342,2.828424952592438,1.0363633410984672,0.49862200824113995,0.874925400850246,12.844319229125977,385.81415343792935
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,55,5.194253122102357,0.7893099799752236,0.5946910552680492,1.0,1.008181494474411,150.25797355651855,1000.0,1.0,1.0,327,0,9765,296,0.8285882391973823,0.0,186.7115966796875,0.0,6.933333333333334,99.57,2.8422430036548407,0.0,0.8285882391973823,0.0,186.7115966796875,0.0,5713.828235122938,0.0,6.1537832895914715,238.53409408569337,0.5638469338417054,0.0,8.472968410419263,328.4307797147386,2.8422430036548407,1.0385986591325995,0.5638469338417054,0.8285882391973823,7.001684875488281,214.2685588171102
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,56,5.230797496111827,0.790256230533123,0.5927366051077843,1.0,0.7273067869246006,458.9379238891602,1000.0,1.0,1.0,982,0,9144,286,0.8266258676646835,0.0,186.53472137451172,0.0,5.0,93.7,2.865277392439548,0.0,0.8266258676646835,0.0,186.53472137451172,0.0,5686.404399563783,0.0,6.0004210869471235,606.093713684082,0.5570825363198916,0.0,8.206912840774391,828.9682023094929,2.865277392439548,1.0362145383308263,0.5570825363198916,0.8266258676646835,5.5960416412353515,170.59213198691347
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,57,5.242245175248822,0.7901517300307751,0.592313339561224,1.0,0.7730239862203598,1440.947491455078,1000.0,1.0,1.0,1283,0,9136,799,0.7626844810913463,0.0,172.05369995117186,0.0,11.2,96.55,2.959734787580905,0.0,0.7626844810913463,0.0,172.05369995117186,0.0,5577.169121661314,0.0,6.018635540008545,1853.5467028808594,0.666097831428051,0.0,8.177128853040761,2518.2934111614486,2.959734787580905,1.0204901064157244,0.666097831428051,0.7626844810913463,10.753356246948242,348.5730701038321
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,58,5.242245175248822,0.790665479451418,0.5912134177982807,1.0,0.9520143336719937,4766.538649902343,1000.0,1.0,1.0,1204,0,9459,1085,0.7886010200337553,0.0,177.781734890408,0.0,11.925925925925926,102.22,3.021699558240824,0.0,0.7886010200337553,0.0,177.781734890408,0.0,5887.061326399566,0.0,6.087778939141168,6094.765861816406,0.5968639894768044,0.0,8.216112425096291,8225.54202869706,3.021699558240824,1.017149961307566,0.5968639894768044,0.7886010200337553,12.00026710510254,397.3766395319706
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,59,5.242245175248822,0.7909424790740013,0.5904563063383103,1.0,0.7806922040879727,16026.740693359376,1000.0,1.0,1.0,881,0,9597,722,0.8417493413873391,0.0,189.87905349731446,0.0,7.2,101.75,3.0526531748691093,0.0,0.8417493413873391,0.0,189.87905349731446,0.0,5949.390809001979,0.0,6.089538407325745,20531.685908203126,0.48563425410538913,0.0,8.163879331068774,27525.60128635201,3.0526531748691093,1.0106891793982067,0.48563425410538913,0.8417493413873391,9.493952674865723,297.4695404500989
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,60,5.242245175248822,0.7911692303419113,0.5898713277280331,1.0,1.032484166762408,56012.0298828125,1000.0,1.0,1.0,685,0,9794,683,0.8120336072160708,0.0,183.1786256677964,0.0,6.117647058823529,103.73,3.0756246171159436,0.0,0.8120336072160708,0.0,183.1786256677964,0.0,5982.999725866427,0.0,6.304769123301787,71916.965546875,0.5203782977426753,0.0,8.396264164550718,95774.13999392091,3.0756246171159436,1.020195360047368,0.5203782977426753,0.8120336072160708,7.785091590881348,254.2774883493231
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,61,5.319724231727695,0.7912722286581994,0.589407036602497,1.0,1.0640722889649241,203839.3396875,1000.0,1.0,1.0,528,0,9867,659,0.7575402687383187,0.0,170.96344475997122,0.0,8.631578947368421,103.62,3.124507265390763,0.0,0.7575402687383187,0.0,170.96344475997122,0.0,5591.648592065698,0.0,6.260394497921593,261946.81609375,0.6168180962926463,0.0,8.281772778719553,346525.1290022851,3.124507265390763,1.0156514596190689,0.6168180962926463,0.7575402687383187,8.120763626098633,265.60330812312066
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,62,5.319724231727695,0.791800729483366,0.5882626786828041,1.0,0.9636948596347462,778664.2315625,1000.0,1.0,1.0,455,0,9900,667,0.7670018839184987,0.0,173.18304165926847,0.0,9.636363636363637,103.55,3.177430985563218,0.0,0.7670018839184987,0.0,173.18304165926847,0.0,5639.78158056932,0.0,6.1722049496390605,998418.096875,0.5847243856300007,0.0,8.110855266814196,1312014.8707950402,3.177430985563218,1.0102449536332283,0.5847243856300007,0.7670018839184987,9.525067291259766,310.18798693131254
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,63,5.319724231727695,0.7921137315034866,0.5876338365674019,1.0,1.0678803269509916,3100145.98375,1000.0,1.0,1.0,527,0,9900,853,0.7757682218783714,0.0,175.02416766131367,0.0,12.074074074074074,104.27,3.2213056898754866,0.0,0.7757682218783714,0.0,175.02416766131367,0.0,5744.505212014209,0.0,6.295959507977521,3957322.66,0.5434093795440815,0.0,8.218507256401868,5165739.2262329105,3.2213056898754866,1.0242941271139536,0.5434093795440815,0.7757682218783714,11.814131317138672,387.754101810959
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,64,5.319724231727695,0.7923452308773995,0.5870587022602558,1.0,1.4342513667500538,12431186.21,1000.0,1.0,1.0,1007,0,9900,1205,0.7192278670706109,0.0,162.10854306428328,0.0,8.608695652173912,109.07,3.276666652043823,0.0,0.7192278670706109,0.0,162.10854306428328,0.0,5494.244641690362,0.0,6.587463088657545,15810755.11,0.6420121439125227,0.0,8.54188883017489,20501627.205058403,3.276666652043823,1.0354965753924186,0.6420121439125227,0.7192278670706109,9.321241226196289,315.9190668971958
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,65,5.328852152300738,0.7927419815957546,0.5862669277191163,1.0,1.1027250969409943,47615240.72,1000.0,1.0,1.0,780,0,9900,1018,0.7318499250986195,0.0,165.16178649902344,0.0,9.52,106.8,3.316788664250374,0.0,0.7318499250986195,0.0,165.16178649902344,0.0,5704.773228224491,0.0,6.2500230407714845,60949304.32,0.5981115877628327,0.0,8.050484941731279,78507143.6435201,3.316788664250374,1.0476824371641753,0.5981115877628327,0.7318499250986195,10.322611656188965,356.54832676403066
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,66,5.328852152300738,0.7929982291162014,0.585662690103054,1.0,1.041534165541331,187241886.72,1000.0,1.0,1.0,276,0,9900,422,0.7394844225493693,0.0,166.78325653076172,0.0,8.11111111111111,101.76,3.3385671817981826,0.0,0.7394844225493693,0.0,166.78325653076172,0.0,5831.979484576976,0.0,6.217067003250122,238838532.64,0.5692512078417672,0.0,7.9548258252525255,305597306.0153383,3.3385671817981826,1.0563145415094035,0.5692512078417672,0.7394844225493693,7.505246543884278,262.43907680596385
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,67,5.469611623626017,0.7929387298226357,0.5856151570379734,1.0,0.9092649031769146,717655408.64,1000.0,1.0,1.0,333,0,9900,571,0.7285603952015893,0.0,164.3872694535689,0.0,10.818181818181818,102.33,3.4103505514242713,0.0,0.7285603952015893,0.0,164.3872694535689,0.0,5463.910782621729,0.0,6.348199085755781,924043816.32,0.5998096381398764,0.0,8.068640554212129,1174471264.922664,3.4103505514242713,1.0410098272870871,0.5998096381398764,0.7285603952015893,9.041299819946289,300.5150930441951
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,68,5.469611623626017,0.7932709799706936,0.5849397070705891,1.0,1.169066932466295,2869137259.52,1000.0,1.0,1.0,528,0,9900,854,0.7217268599732428,0.0,162.75621936939382,0.0,12.074074074074074,104.28,3.4738775394719297,0.0,0.7217268599732428,0.0,162.75621936939382,0.0,5525.099907061351,0.0,6.510419969205503,3667924341.76,0.5822430815961626,0.0,8.219843303882278,4631001299.81969,3.4738775394719297,1.0417312673581727,0.5822430815961626,0.7217268599732428,10.986044807434082,372.94424372664116
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,69,5.469611623626017,0.7935472309589386,0.584432457536459,1.0,0.7835297385851542,11009873510.4,1000.0,1.0,1.0,139,0,9900,191,0.6851265196341813,0.0,154.7082951863607,0.0,4.333333333333333,100.39,3.5129846708320196,0.0,0.6851265196341813,0.0,154.7082951863607,0.0,5617.363891089445,0.0,6.12238351504008,14161761075.2,0.6673047244548798,0.0,7.678559756274642,17761371597.005478,3.5129846708320196,1.028921206900889,0.6673047244548798,0.6851265196341813,4.6412488555908205,168.52091673268336
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,70,5.469611623626017,0.7937299785017967,0.583821267336607,1.0,1.29394436111817,44077463265.28,1000.0,1.0,1.0,323,0,9900,393,0.6997990390511782,0.0,157.95645141601562,0.0,5.384615384615385,102.23,3.5448053113483375,0.0,0.6997990390511782,0.0,157.95645141601562,0.0,5403.8347382301445,0.0,6.495724054483267,56432354222.08,0.5920632412800422,0.0,8.092663980538584,70305954581.7407,3.5448053113483375,1.0382503209466218,0.5920632412800422,0.6997990390511782,5.1335846710205075,175.6246289924797
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,71,5.469611623626017,0.793878729045391,0.58372599452734,1.0,1.060034197919509,172528672276.48,1000.0,1.0,1.0,477,0,9900,595,0.7094859400342508,0.0,160.1147757137523,0.0,6.9411764705882355,103.77,3.5724291682070426,0.0,0.7094859400342508,0.0,160.1147757137523,0.0,5502.952563073379,0.0,6.457925207474652,221556300513.28,0.5569117998375612,0.0,7.9921137278230825,274190718215.256,3.5724291682070426,1.0452132795232576,0.5569117998375612,0.7094859400342508,6.804877967834472,233.87548393061866
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,72,5.469611623626017,0.794078478217125,0.5833099377155304,1.0,1.0285270527789467,688091227095.04,1000.0,1.0,1.0,321,0,9900,471,0.7364590010113814,0.0,166.18384993703742,0.0,7.894736842105263,102.21,3.609744739528604,0.0,0.7364590010113814,0.0,166.18384993703742,0.0,5803.318032013022,0.0,6.379190821396677,879320461475.84,0.48699417004459783,0.0,7.84221855044222,1080987138939.27,3.609744739528604,1.0456598949435207,0.48699417004459783,0.7364590010113814,7.893732872009277,275.6576065206186
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,73,5.469611623626017,0.7942844808101654,0.5831419737637042,1.0,1.0698039155939352,2674534569738.24,1000.0,1.0,1.0,477,0,9900,705,0.7324688320382089,0.0,165.23143602454144,0.0,9.91304347826087,103.77,3.658102994222347,0.0,0.7324688320382089,0.0,165.23143602454144,0.0,5620.847176493517,0.0,6.587845159613567,3438885247385.6,0.4809052633202594,0.0,8.044914525735221,4199482108145.3276,3.658102994222347,1.0497947922265212,0.4809052633202594,0.7324688320382089,9.500807571411134,323.19871264837724
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,74,5.469611623626017,0.7942769803106785,0.5828402598202228,1.0,0.8807697680435682,10682721820999.68,1000.0,1.0,1.0,416,0,9900,594,0.7271025426893121,0.0,163.83828655042146,0.0,9.368421052631579,103.16,3.7040086065863362,0.0,0.7271025426893121,0.0,163.83828655042146,0.0,5736.666559778612,0.0,6.348123776285272,13657139828490.24,0.4896210859480657,0.0,7.7006634039355175,16566948059923.734,3.7040086065863362,1.0386421743594965,0.4896210859480657,0.7271025426893121,7.782318611145019,272.4916615894841
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,75,5.469611623626017,0.7943547303974628,0.5828666570782661,1.0,1.3555007027952295,41129166178877.44,1000.0,1.0,1.0,445,0,9900,599,0.6854881745471388,0.0,154.58234847219367,0.0,8.105263157894736,103.45,3.7472783195545234,0.0,0.6854881745471388,0.0,154.58234847219367,0.0,5451.179496508969,0.0,6.600521388806794,52957757854187.52,0.5488615898709548,0.0,7.953635805209298,63814158643127.0,3.7472783195545234,1.0558219550969237,0.5488615898709548,0.6854881745471388,7.342661552429199,258.93102608417604
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,76,5.469611623626017,0.7947937306761742,0.5820837578177452,1.0,1.1959948879149225,164761912213504.0,1000.0,1.0,1.0,286,0,9900,430,0.703345030880367,0.0,158.58341640896268,0.0,8.0,101.86,3.795241571752781,0.0,0.703345030880367,0.0,158.58341640896268,0.0,5551.620643983447,0.0,6.651498317718506,210664459578900.47,0.5200286466214392,0.0,7.961807026330741,252164203365350.84,3.795241571752781,1.060961985253473,0.5200286466214392,0.703345030880367,7.136253738403321,249.8229289792551
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,77,5.5144485306896,0.7948814791440963,0.5821745936572552,1.0,1.3596237812723433,640704833388544.0,1000.0,1.0,1.0,469,0,9900,671,0.6711303065846889,0.0,151.2563178652809,0.0,9.619047619047619,103.69,3.8492818326377343,0.0,0.6711303065846889,0.0,151.2563178652809,0.0,5301.445004765167,0.0,6.771254675728934,823840732967075.9,0.5628503731318882,0.0,8.051300080520212,979580488007504.8,3.8492818326377343,1.0740527262716537,0.5628503731318882,0.6711303065846889,7.940956687927246,278.32586275017127
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,78,5.5144485306896,0.7951349787414074,0.5817168207466602,1.0,1.1947872170380183,2576680207704391.5,1000.0,1.0,1.0,557,0,9900,623,0.6861412047062192,0.0,154.68514469691686,0.0,4.714285714285714,104.57,3.870733741601075,0.0,0.6861412047062192,0.0,154.68514469691686,0.0,5111.412931415848,0.0,6.799334457942417,3287547914066329.5,0.5121294632554054,0.0,8.030969436056306,3883056052140001.5,3.870733741601075,1.0857295814008476,0.5121294632554054,0.6861412047062192,5.4139800643920895,178.8994525995547
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,79,5.796668017142411,0.7952779792249203,0.5818154636025429,1.0,1.0372794145031978,9839410532686234.0,1000.0,1.0,1.0,237,0,9900,413,0.6748342145571591,0.0,152.1643026251542,0.0,9.263157894736842,101.37,3.9209959105734074,0.0,0.6748342145571591,0.0,152.1643026251542,0.0,5498.176757314199,0.0,6.524418579904657,1.2659218858586932e+16,0.5341051958109203,0.0,7.655050988804154,1.4852965770680248e+16,3.9209959105734074,1.082320939671046,0.5341051958109203,0.6748342145571591,7.227804374694824,261.16339597242444
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,80,5.796668017142411,0.7952152293920517,0.5820200018584728,1.0,1.1645773720482122,3.975046473589981e+16,1000.0,1.0,1.0,826,0,9900,1036,0.6699780610928115,0.0,151.11828745966372,0.0,9.130434782608695,107.26,3.974432626971202,0.0,0.6699780610928115,0.0,151.11828745966372,0.0,5223.276712812096,0.0,6.653958403545877,5.0739457936483944e+16,0.5274529623920503,0.0,7.7551652620711655,5.913666087777916e+16,3.974432626971202,1.0945241479052121,0.5274529623920503,0.6699780610928115,8.689301528930663,300.3384109866955
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,81,5.796668017142411,0.7955172291398048,0.5815647855401039,1.0,1.0883536699571108,1.4990738380591987e+17,1000.0,1.0,1.0,487,0,9900,633,0.6796045302525768,0.0,153.22348424008018,0.0,7.684210526315789,103.87,4.012427097524313,0.0,0.6796045302525768,0.0,153.22348424008018,0.0,5375.883708841461,0.0,6.617260129828202,1.9309344824401856e+17,0.4852288028127269,0.0,7.661148601605806,2.2355439743492634e+17,4.012427097524313,1.1005866478417892,0.4852288028127269,0.6796045302525768,7.278115501403809,255.3544761699694
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,82,5.796668017142411,0.7956082312762738,0.581320890635252,1.0,0.8546159391601881,6.044361674712101e+17,1000.0,1.0,1.0,39,0,9900,55,0.6903927136201512,0.0,155.4485829671224,0.0,2.6666666666666665,99.39,4.033868086845086,0.0,0.6903927136201512,0.0,155.4485829671224,0.0,5249.303185188397,0.0,6.33837628364563,7.710339074906234e+17,0.5174691105882326,0.0,7.289511077362898,8.86735018269157e+17,4.033868086845086,1.085530275429646,0.5174691105882326,0.6903927136201512,2.3317287445068358,78.73954777782596
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,83,5.889304144613423,0.7955882312357425,0.5818222692608833,1.0,1.2020086331499948,2.3222574217670584e+18,1000.0,1.0,1.0,410,0,9900,548,0.6664058200855462,0.0,150.4600041707357,0.0,7.666666666666667,103.1,4.078787700693448,0.0,0.6664058200855462,0.0,150.4600041707357,0.0,5305.01618356602,0.0,6.737356265385945,2.997024212660603e+18,0.532525904269682,0.0,7.696877930334107,3.4238547896921887e+18,4.078787700693448,1.0771776292565254,0.532525904269682,0.6664058200855462,6.770700187683105,238.72572826047087
