algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_local_norm_honest,balance_local_norm_attacker,eps_n_honest,eps_n_attacker,balance_kept_honest,balance_kept_attacker,noise_norm_honest,noise_norm_attacker,sigma_dp_honest,sigma_dp_attacker,balance_threshold_honest,balance_threshold_attacker,n_dp_norm_honest,n_dp_norm_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,trust_honest,trust_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,41,5.479767587023992,0.8814179773628712,0.40705207757651807,nan,1.3762994190057118,7.128685894012452,1000.0,nan,nan,0,0,0,11824,6.128099314371744,119.22410026550293,2.567435618084939,4.813848310940941,38.03333333333333,106.83,173.695415242513,192.37542755126952,0.7702604578106903,0.8529239714380543,9.263035655656287,180.21527314070872,173.695415242513,192.37542755126952,5868.611923813379,676.3148928201872,0.7702604578106903,0.8529239714380543,0.8393578430016836,0.7147989904880524,3.0167181566561387,1.3370459889531396,0.7435433410681211,0.8338477759855856,48.896810424804684,487.37969399284026
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,42,5.557632884055413,0.8817779798805714,0.4050877712666988,nan,0.9635118684347939,7.036677141189575,1000.0,nan,nan,0,0,0,10904,6.004513992982752,122.78860382080079,2.6195112122786908,4.879796979969169,32.705882352941174,103.48,172.74499960506662,192.5302893066406,0.7653014280332792,0.8534948343895734,9.01592116162472,184.37002110213777,172.74499960506662,192.5302893066406,5940.090883403456,665.762603239747,0.7653014280332792,0.8534948343895734,0.8352406480733086,0.7010136741399765,3.0715683658167863,1.336304200994808,0.7205167387285804,0.8406804078249835,44.37938784790039,335.1156106836669
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,43,5.601279346598447,0.8819862265884876,0.40343436434865,nan,1.1590799272060395,6.927299861907959,1000.0,nan,nan,0,0,0,11320,6.147907848358154,126.30822120666504,2.676701196075756,4.946550077249704,33.64,104.79,169.8899053955078,192.91129196166992,0.7534543445402359,0.8548458305242539,9.169893606985326,188.39465046015633,169.8899053955078,192.91129196166992,5811.439297410506,663.9356482694915,0.7534543445402359,0.8548458305242539,0.8417466402053833,0.6858818155527114,3.1306709723105457,1.3384205429450893,0.7170547804832459,0.8345675333274503,47.076753662109375,423.3590945244236
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,44,5.661157317789831,0.8822647285461426,0.40191906787455084,nan,1.1868594973175615,6.80794620513916,1000.0,nan,nan,0,0,0,11092,6.200670154006393,129.7728928375244,2.745795044313996,5.014385010216561,28.85185185185185,103.13,172.45135498046875,193.27077270507812,0.7644602464655729,0.8564893965953315,9.1871388610505,192.27624712922815,172.45135498046875,193.27077270507812,5948.765827562131,665.986369823472,0.7644602464655729,0.8564893965953315,0.8130170570479499,0.6701227313280106,3.199513037494509,1.333018583825553,0.7005018399456354,0.8369241442055403,47.966527709960936,454.4306286530493
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,45,5.692830272020828,0.8825557290017605,0.40044155217707156,nan,1.3580680561065674,6.717332413196564,1000.0,nan,nan,0,0,0,11818,6.192845306396484,133.17850730895995,2.7776492812088374,5.076054422089445,43.52,107.3,175.05930297851563,193.18927307128905,0.7761095451307831,0.855986747962859,9.114578428452747,196.01102397923648,175.05930297851563,193.18927307128905,6098.345692425175,661.9930874750734,0.7761095451307831,0.855986747962859,0.7828179430961609,0.6575455525517464,3.237330309384959,1.3492897319181785,0.6826000306606292,0.8400113073964438,47.39081976318359,437.31590211627343
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,46,5.729379074931778,0.8827602273225784,0.3989184622466564,nan,1.3306825319925943,6.548924090862275,1000.0,nan,nan,0,0,0,10822,6.1949434598286945,136.53773124694825,2.8137460655968765,5.1336915384425446,33.2,103.24,167.61131286621094,193.88497497558595,0.7431192252385206,0.8599692085513159,9.057084195445395,199.61985702980118,167.61131286621094,193.88497497558595,6092.226792407894,663.9227869685192,0.7431192252385206,0.8599692085513159,0.8228441675504049,0.6377451488375664,3.27773516016601,1.357756671299909,0.6618884991044583,0.8447279063800818,43.80533438110351,315.55136116594065
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,47,5.763517493531505,0.8828719757497311,0.3977555687725544,nan,1.3841252933655466,6.378784980773926,1000.0,nan,nan,0,0,0,12214,6.394693051065717,139.81389999389648,2.877867669387988,5.187817367293329,47.25,108.91,170.4443484715053,194.93594421386717,0.7552702887661019,0.8636782057938334,9.287000402826385,203.05145770017052,170.4443484715053,194.93594421386717,6061.541422269397,663.2967577614161,0.7552702887661019,0.8636782057938334,0.791571923664638,0.6181198859214783,3.3398576089690555,1.3530176814278396,0.6560625191777945,0.8399639739440171,48.53207235717773,472.10567119936945
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,48,5.791794342547839,0.8831309781968594,0.3964559947699308,nan,1.376562736928463,6.194161577224731,1000.0,nan,nan,0,0,0,10528,6.256695717573166,143.00346618652344,2.9008194030765617,5.238744238530189,23.1875,101.57,174.16003513336182,195.74427307128906,0.7715687171528951,0.8678850712250734,9.026211369735172,206.30370576899367,174.16003513336182,195.74427307128906,6319.39779442329,670.8687277737548,0.7715687171528951,0.8678850712250734,0.7530875466763973,0.5974331523478031,3.3684043701672874,1.3652791166731504,0.6189027239793333,0.8546000568702898,44.72197573852539,336.3944749762962
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,49,5.818145594930909,0.8833209782838821,0.3952528764307499,nan,1.5576702281832695,6.159737012386322,1000.0,nan,nan,0,0,0,10732,6.459931463003159,146.10269729614257,2.9171252054425305,5.2913632526896315,29.5,102.6,166.57083702087402,194.56356246948243,0.7379274438426138,0.8628586436544922,9.257486314805018,209.3743143439413,166.57083702087402,194.56356246948243,6090.682931171987,671.8263833440519,0.7379274438426138,0.8628586436544922,0.7954690642654896,0.5915418404340744,3.3919728148919503,1.3842766338476789,0.6196697333763386,0.8456267540252673,44.242979278564455,329.267130466314
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,50,5.085692955964528,0.8833882276713848,0.3944428215175867,nan,1.3295549991584958,1.4610431730747222,1000.0,nan,0.0,0,0,10579,843,6.379694393702915,149.22331329345704,2.9706012916636353,0.0,40.142857142857146,105.79,167.91344996861048,0.0,0.7445337662870953,0.0,9.081754275465473,212.42545173317984,167.91344996861048,0.0,6273.120316703155,0.0,0.7445337662870953,0.0,0.7724713427679879,0.0,2.9706012916636353,1.115242244123539,0.7724713427679879,0.7445337662870953,8.815456123352051,329.3388166269157
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.88294672742486,0.39490523874759675,nan,1.4786486064686495,2.8033242797851563,1000.0,nan,0.0,0,0,10384,588,6.529902963077321,149.27399963378906,3.0117724774785914,0.0,34.588235294117645,103.84,163.69483947753906,0.0,0.7255367801561413,0.0,9.233817840965667,211.08566678626502,163.69483947753906,0.0,6259.5595533937685,0.0,0.7255367801561413,0.0,0.7917699883965885,0.0,3.0117724774785914,1.1222602730213473,0.7917699883965885,0.7255367801561413,6.9570306777954105,266.03128101923517
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.8781719782948494,0.4142005626112223,0.20323094755143434,1.4865035274449516,7.100384459495545,1000.0,1.0,0.09847922778231231,32,0,10152,412,6.418721339281867,149.53924285888672,3.065877550536032,0.0,22.352941176470587,101.84,155.52928879681755,0.0,0.689176402396662,0.0,9.016288516780355,210.0556928597646,155.52928879681755,0.0,5903.036217673649,0.0,0.689176402396662,0.0,0.8419158704140607,0.0,3.065877550536032,1.1365942472955375,0.8419158704140607,0.689176402396662,6.609994773864746,250.87903925113008
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.8835179783403874,0.3926519926637411,1.0,1.1856602711810007,19.304473171234132,1000.0,1.0,1.0,688,0,9900,818,6.347050640318129,151.49325897216798,3.1065985759278725,0.0,7.222222222222222,105.88,165.0711432562934,0.0,0.7324926798473772,0.0,8.856373944247872,211.3865206884588,165.0711432562934,0.0,6491.344398480931,0.0,0.7324926798473772,0.0,0.756641662783093,0.0,3.1065985759278725,1.1426307871657435,0.756641662783093,0.7324926798473772,7.428201446533203,292.1104979316419
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.8837709780037403,0.39150303848087786,1.0,1.5234826402022288,52.32966432571411,1000.0,1.0,1.0,801,0,9900,1065,6.548467966226431,165.0561393737793,3.1617310340819738,0.0,10.153846153846153,107.01,163.34635455791766,0.0,0.7231903300977301,0.0,9.07670859985953,228.78121836135622,163.34635455791766,0.0,6106.804684012924,0.0,0.7231903300977301,0.0,0.7590004308865621,0.0,3.1617310340819738,1.1666259850532923,0.7590004308865621,0.7231903300977301,10.617513046264648,396.9423044608401
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,55,5.277536467459891,0.8839594759047031,0.3905744343996048,1.0,1.387219391266505,163.2558807373047,1000.0,1.0,1.0,193,0,9899,296,6.384705607096354,259.897890625,3.1888353592071548,0.0,6.933333333333334,100.91,162.35460815429687,0.0,0.7205355981237002,0.0,8.790918752412791,357.8459808496791,162.35460815429687,0.0,6247.980324018074,0.0,0.7205355981237002,0.0,0.7511295000712077,0.0,3.1888353592071548,1.1760453263226265,0.7511295000712077,0.7205355981237002,6.088297805786133,234.29926215067778
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,56,5.530066195205597,0.8841374775767327,0.38964157044887543,1.0,1.0207710017760594,557.4433125305176,1000.0,1.0,1.0,480,0,9646,286,6.202141523361206,727.8147259521485,3.2222321598176507,0.0,5.0,98.72,158.12237040201822,0.0,0.7007874007421472,0.0,8.482810484600522,995.4488082702815,158.12237040201822,0.0,6399.93304560731,0.0,0.7007874007421472,0.0,0.7773844798405966,0.0,3.2222321598176507,1.173661010829864,0.7773844798405966,0.7007874007421472,4.743671112060547,191.9979913682193
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,57,5.530066195205597,0.8843102279305458,0.3888212160021067,1.0,0.98501060962677,2057.482164916992,1000.0,1.0,1.0,689,0,9730,799,6.230559692382813,2623.0576599121096,3.331215761085699,0.0,11.2,102.49,153.37462341308594,0.0,0.679932535524259,0.0,8.46505642225745,3563.7779246600535,153.37462341308594,0.0,6328.946943474005,0.0,0.679932535524259,0.0,0.8124253702163696,0.0,3.331215761085699,1.142586962833848,0.8124253702163696,0.679932535524259,9.585913963317871,395.5591839671253
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,58,5.530066195205597,0.884381727874279,0.3882107203453779,1.0,1.2981399959988065,8339.577155761719,1000.0,1.0,1.0,824,0,9839,1085,6.315481238894993,10530.894155273438,3.4281681321119675,0.0,11.925925925925926,106.02,153.4319944028501,0.0,0.6805856116807095,0.0,8.523421168224592,14212.574270760597,153.4319944028501,0.0,6384.209266689193,0.0,0.6805856116807095,0.0,0.7897836599085066,0.0,3.4281681321119675,1.1485593563761034,0.7897836599085066,0.6805856116807095,10.356659622192383,430.93412550152044
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,59,5.530066195205597,0.8845152281224727,0.3874766341596842,1.0,1.2125787273049355,34466.07830078125,1000.0,1.0,1.0,578,0,9900,722,6.324919438362121,43577.6,3.4820495376965193,0.0,7.2,104.78,157.79062271118164,0.0,0.6995280791218108,0.0,8.479440578189216,58421.87767624536,157.79062271118164,0.0,6601.853363541706,0.0,0.6995280791218108,0.0,0.7421997636556625,0.0,3.4820495376965193,1.148694835565482,0.7421997636556625,0.6995280791218108,7.889531135559082,330.0926681770853
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,60,5.530066195205597,0.8845797289907932,0.3869029651582241,1.0,1.5808754878885605,146397.263828125,1000.0,1.0,1.0,579,0,9900,683,6.6138006939607505,184113.26140625,3.5210704055261535,0.0,6.117647058823529,104.79,152.88322538488052,0.0,0.6775699677424446,0.0,8.80781146338025,245189.56185889515,152.88322538488052,0.0,6439.107804515543,0.0,0.6775699677424446,0.0,0.7653870231965009,0.0,3.5210704055261535,1.167391579427287,0.7653870231965009,0.6775699677424446,6.497537078857422,273.66208169191054
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,61,5.530066195205597,0.8847319777309894,0.3863817711919546,1.0,1.4282743899445784,563972.186875,1000.0,1.0,1.0,495,0,9900,659,6.577937778673674,723853.094375,3.5887097412081608,0.0,8.631578947368421,103.95,150.34727478027344,0.0,0.6661560798181042,0.0,8.70184555519889,957573.3373954338,150.34727478027344,0.0,6336.634476661264,0.0,0.6661560798181042,0.0,0.7853952363917702,0.0,3.5887097412081608,1.1646102738561055,0.7853952363917702,0.6661560798181042,7.141495552062988,300.99013764141006
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,62,5.594699206629563,0.8847407287359238,0.3859354304522276,1.0,1.3615124022418803,2336211.3925,1000.0,1.0,1.0,455,0,9900,667,6.424796754663641,2959730.29,3.6722400004925917,0.0,9.636363636363637,103.55,146.23838667436078,0.0,0.647792240240118,0.0,8.442784551219686,3889362.749109592,146.23838667436078,0.0,6343.797666691285,0.0,0.647792240240118,0.0,0.8077283799648285,0.0,3.6722400004925917,1.1660126000935458,0.8077283799648285,0.647792240240118,8.043111267089843,348.9088716680206
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,63,5.594699206629563,0.8847629763185978,0.38553517557680606,1.0,1.4514569010999467,8844779.11,1000.0,1.0,1.0,527,0,9900,853,6.616434468163384,11418257.95,3.730795475975355,0.0,12.074074074074074,104.27,153.07205426251446,0.0,0.6785398274440781,0.0,8.636843140304128,14904961.777253915,153.07205426251446,0.0,6483.175480176,0.0,0.6785398274440781,0.0,0.7279080009018933,0.0,3.730795475975355,1.1839500493868456,0.7279080009018933,0.6785398274440781,10.332363662719727,437.61434491188004
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,64,5.594699206629563,0.884792727380991,0.3851993322372437,1.0,1.773561515237974,36668660.04,1000.0,1.0,1.0,1007,0,9900,1205,6.980158059493355,46586169.0,3.8028906700895173,0.0,8.608695652173912,109.07,144.72133271590522,0.0,0.6421068779412418,0.0,9.051091954337192,60407758.08017991,144.72133271590522,0.0,6194.761074976058,0.0,0.6421068779412418,0.0,0.7900599370832029,0.0,3.8028906700895173,1.1895657179292047,0.7900599370832029,0.6421068779412418,8.32147663116455,356.1987618111234
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,65,5.759461443672921,0.8848999777436256,0.3847621477395296,1.0,1.4337874841690064,136335535.28,1000.0,1.0,1.0,780,0,9900,1018,6.53775110244751,176469067.84,3.8658773171270493,0.0,9.52,106.8,142.99660888671875,0.0,0.6336227778379873,0.0,8.421099643905313,227305013.76710337,142.99660888671875,0.0,6315.556123195298,0.0,0.6336227778379873,0.0,0.792878897190094,0.0,3.8658773171270493,1.2136386607285834,0.792878897190094,0.6336227778379873,8.937288055419922,394.7222576997061
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,66,5.759461443672921,0.8849584779143334,0.38437571316957475,1.0,1.4148386402262583,563601718.4,1000.0,1.0,1.0,276,0,9900,422,6.512103213204278,716620189.44,3.9043159374906495,0.0,8.11111111111111,101.76,144.02340698242188,0.0,0.6386320480384307,0.0,8.332328860220784,916925744.3863077,144.02340698242188,0.0,6516.178585217539,0.0,0.6386320480384307,0.0,0.7682099673483107,0.0,3.9043159374906495,1.2295709796406982,0.7682099673483107,0.6386320480384307,6.481053314208984,293.2280363347893
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,67,5.759461443672921,0.8850312267243862,0.3840829436480999,1.0,1.383938636292111,2127697077.76,1000.0,1.0,1.0,333,0,9900,571,6.60074240511114,2757460490.24,3.9981449701834206,0.0,10.818181818181818,102.33,140.04884407737038,0.0,0.620794071741124,0.0,8.389626276417685,3504766822.4695063,140.04884407737038,0.0,6326.3402926552135,0.0,0.620794071741124,0.0,0.8178783546794545,0.0,3.9981449701834206,1.202863059153166,0.8178783546794545,0.620794071741124,7.702686424255371,347.94871609603683
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,68,6.060769043005112,0.885014977157116,0.3839301506429911,1.0,1.6992037925455306,8867013058.56,1000.0,1.0,1.0,528,0,9900,854,6.888848269427264,11287218913.28,4.093379378456817,0.0,12.074074074074074,104.28,138.75068890606914,0.0,0.6152798082870461,0.0,8.697634497736242,14250873406.420242,138.75068890606914,0.0,6314.79378495494,0.0,0.6152798082870461,0.0,0.8110436024489226,0.0,4.093379378456817,1.2098256834354884,0.8110436024489226,0.6152798082870461,9.365671501159667,426.24858048445844
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,69,6.111332344457224,0.8851042267680168,0.3835127989947796,1.0,1.0413902600606282,33084434411.52,1000.0,1.0,1.0,139,0,9900,191,6.345255573590596,42907886223.36,4.140026944568673,0.0,4.333333333333333,100.39,140.2414296468099,0.0,0.6211796570458752,0.0,7.958081026933375,53814134245.61439,140.2414296468099,0.0,6495.767935502104,0.0,0.6211796570458752,0.0,0.8079808354377747,0.0,4.140026944568673,1.1882985558486943,0.8079808354377747,0.6211796570458752,4.207242889404297,194.87303806506307
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,70,6.111332344457224,0.8851739771664142,0.38329580292105675,1.0,1.7116507452267866,139065512919.04,1000.0,1.0,1.0,323,0,9900,393,6.864910675929143,177023156551.68,4.181203801650548,0.0,5.384615384615385,102.23,141.63931978665866,0.0,0.627496048339106,0.0,8.552613209972012,220543377571.32227,141.63931978665866,0.0,6651.013693137594,0.0,0.627496048339106,0.0,0.7512571123930124,0.0,4.181203801650548,1.1882120593259986,0.7512571123930124,0.627496048339106,4.603277893066406,216.1579450269718
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,71,6.117038294976321,0.8851892268657684,0.3831242561340332,1.0,1.5504851937294006,518047794462.72,1000.0,1.0,1.0,477,0,9900,595,6.79401232214535,673488816046.08,4.22035213754448,0.0,6.9411764705882355,103.77,137.8614699419807,0.0,0.6108135090436386,0.0,8.40804397733963,833487387872.9907,137.8614699419807,0.0,6463.940824247717,0.0,0.6108135090436386,0.0,0.7871821137035594,0.0,4.22035213754448,1.200596933037017,0.7871821137035594,0.6108135090436386,5.859112472534179,274.717485030528
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,72,6.117038294976321,0.8852129767835141,0.38290657103061676,1.0,1.6248588154190464,2175677287628.8,1000.0,1.0,1.0,321,0,9900,471,6.785430832913048,2766763170201.6,4.278206608527858,0.0,7.894736842105263,102.21,139.3471326326069,0.0,0.6175400926273324,0.0,8.341627181323718,3401303090865.1816,139.3471326326069,0.0,6642.630568582667,0.0,0.6175400926273324,0.0,0.7558599867318806,0.0,4.278206608527858,1.2071225802621528,0.7558599867318806,0.6175400926273324,6.618988800048828,315.5249520076767
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,73,6.195956549827843,0.8852277275919914,0.3828592091053724,1.0,1.6577609958856,8117187075112.96,1000.0,1.0,1.0,477,0,9900,705,6.995474960493005,10549802188144.64,4.3421134891746425,0.0,9.91304347826087,103.77,139.50991821289062,0.0,0.6183913065387067,0.0,8.542702015690422,12883159031627.35,139.50991821289062,0.0,6649.220056844221,0.0,0.6183913065387067,0.0,0.7460837778837784,0.0,4.3421134891746425,1.2119338321259556,0.7460837778837784,0.6183913065387067,8.021820297241211,382.3301532685427
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,74,6.195956549827843,0.8852952273190021,0.3826278120279312,1.0,1.5772848521408283,34140309076049.92,1000.0,1.0,1.0,416,0,9900,594,6.677042233316522,43397104827105.28,4.403889599470288,0.0,9.368421052631579,103.16,136.92097874691612,0.0,0.607654828842848,0.0,8.099661661405172,52643349240804.94,136.92097874691612,0.0,6624.866245061689,0.0,0.607654828842848,0.0,0.7955247006918255,0.0,4.403889599470288,1.196947793015935,0.7955247006918255,0.607654828842848,6.503746490478516,314.68114664043026
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,75,6.232165395557427,0.8852652265131473,0.382645912617445,1.0,1.7922797830481279,126790929355898.88,1000.0,1.0,1.0,445,0,9900,599,7.073622477682013,164827876535828.47,4.447798775633052,0.0,8.105263157894736,103.45,139.73860891241776,0.0,0.6196776064479655,0.0,8.523723157148275,198617779306821.53,139.73860891241776,0.0,6623.469868367956,0.0,0.6196776064479655,0.0,0.7211050940187353,0.0,4.447798775633052,1.20373840363736,0.7211050940187353,0.6196776064479655,6.637583923339844,314.61481874747795
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,76,6.3947823850346674,0.8852604775130749,0.3825607530772686,1.0,1.790618222620752,535324799606456.3,1000.0,1.0,1.0,286,0,9900,430,7.141622569825914,680105355425873.9,4.492631464808234,0.0,8.0,101.86,138.47667355007596,0.0,0.6142906718471859,0.0,8.548483069502675,814082382468708.8,138.47667355007596,0.0,6642.03383431379,0.0,0.6142906718471859,0.0,0.7690018432007896,0.0,4.492631464808234,1.1954783210062854,0.7690018432007896,0.6142906718471859,6.231450309753418,298.89152254412056
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,77,6.3947823850346674,0.885202227383852,0.3826444560289383,1.0,1.8284147438548861,2001463255918182.5,1000.0,1.0,1.0,469,0,9900,671,7.333796728224981,2599238640273981.5,4.5389498212203065,0.0,9.619047619047619,103.69,138.08518981933594,0.0,0.6126761278847604,0.0,8.72018569913267,3090601561441981.0,138.08518981933594,0.0,6664.696686988675,0.0,0.6126761278847604,0.0,0.7222398093768528,0.0,4.5389498212203065,1.199277671269156,0.7222398093768528,0.6126761278847604,7.249472465515137,349.8965760669054
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,78,6.429423056977482,0.8852527283132077,0.3825570976734161,1.0,1.8331283458641596,8432951239523697.0,1000.0,1.0,1.0,557,0,9900,623,7.3904945850372314,1.0708620248057118e+16,4.566175014878176,0.0,4.714285714285714,104.57,135.74999019077845,0.0,0.6021828605572263,0.0,8.729212615867514,1.2648385286301318e+16,135.74999019077845,0.0,6454.41134877729,0.0,0.6021828605572263,0.0,0.7826920832906451,0.0,4.566175014878176,1.2083307827030485,0.7826920832906451,0.6021828605572263,4.751249656677246,225.90439720720514
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,79,6.434750033456884,0.8852707289159298,0.3825127491354942,1.0,1.5295747989102413,3.1162301023340464e+16,1000.0,1.0,1.0,237,0,9900,413,6.906790030630011,4.047664131363307e+16,4.6204035941709485,0.0,9.263157894736842,101.37,135.9769680625514,0.0,0.6030537214459831,0.0,8.103684520837346,4.749093721021283e+16,135.9769680625514,0.0,6899.350087550141,0.0,0.6030537214459831,0.0,0.7552767992019653,0.0,4.6204035941709485,1.1908020754233655,0.7552767992019653,0.6030537214459831,6.458905982971191,327.7191291586317
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,80,6.434750033456884,0.8852687287330627,0.3825317779928446,1.0,1.6894621758357338,1.319790122028866e+17,1000.0,1.0,1.0,826,0,9900,1036,7.1636538920195205,1.677035310611746e+17,4.669711576339218,0.0,9.130434782608695,107.26,135.95345405910325,0.0,0.6027833151748309,0.0,8.34921357237301,1.9545787928569315e+17,135.95345405910325,0.0,6809.360178589658,0.0,0.6027833151748309,0.0,0.7634158963742463,0.0,4.669711576339218,1.1973437190824086,0.7634158963742463,0.6027833151748309,7.817323608398437,391.5382102689054
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,81,6.473172025208169,0.8853007285296917,0.3825026623904705,1.0,1.6385774267347235,4.8152203541845376e+17,1000.0,1.0,1.0,487,0,9900,633,6.98542961321379,6.264403528292867e+17,4.712508193010411,0.0,7.684210526315789,103.87,136.3982102243524,0.0,0.6048975805991855,0.0,8.087397693745798,7.252628034727323e+17,136.3982102243524,0.0,6895.319473419222,0.0,0.6048975805991855,0.0,0.7415772111792314,0.0,4.712508193010411,1.1926867961090961,0.7415772111792314,0.6048975805991855,6.478914985656738,327.52767498741304
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,82,6.473172025208169,0.8853567279875278,0.38236438743770124,1.0,1.4152331004540126,2.0533879129361508e+18,1000.0,1.0,1.0,39,0,9900,55,6.588258266448975,2.602496073243705e+18,4.735969917116434,0.0,2.6666666666666665,99.39,135.13750966389975,0.0,0.6002290721471661,0.0,7.576890273574123,2.9930258327597993e+18,135.13750966389975,0.0,7261.709279407933,0.0,0.6002290721471661,0.0,0.8436818619569143,0.0,4.735969917116434,1.1699419996393694,0.8436818619569143,0.6002290721471661,2.0270626449584963,108.92563919111899
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,83,6.473172025208169,0.8853082282841206,0.3824831091612577,1.0,1.7971251838737063,7.741413222391543e+18,1000.0,1.0,1.0,410,0,9900,548,7.189345836639404,1.0041733109821012e+19,4.784509450377943,0.0,7.666666666666667,103.1,136.1611760457357,0.0,0.6031549352331312,0.0,8.213239010064337,1.1471857938161017e+19,136.1611760457357,0.0,7054.39619403508,0.0,0.6031549352331312,0.0,0.7783933050102658,0.0,4.784509450377943,1.1465161717756491,0.7783933050102658,0.6031549352331312,6.127252922058106,317.44782873157857
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,84,6.473172025208169,0.885312727689743,0.38251299686729906,1.0,1.5069136762619018,nan,1000.0,1.0,1.0,10715,815,0,290,6.916025295257568,nan,4.829385897434625,0.0,11.6,0.0,135.86795166015625,0.0,0.6024047515237779,0.0,7.848494572549956,nan,135.86795166015625,0.0,7036.52018431521,0.0,0.6024047515237779,0.0,0.7535693645477295,0.0,4.829385897434625,1.1517735112791239,0.7535693645477295,0.6024047515237779,8.491746978759766,439.7825115197006
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,85,6.688863883721341,0.8853622272610664,0.3825430556386709,1.0,1.8339496068656445,nan,1000.0,1.0,1.0,10249,349,0,120,7.211480110883713,nan,4.866117100010431,0.0,7.5,0.0,135.33969402313232,0.0,0.6002290721471661,0.0,8.129407667603013,nan,135.33969402313232,0.0,6837.140180363356,0.0,0.6002290721471661,0.0,0.7642911747097969,0.0,4.866117100010431,1.1473999016868144,0.7642911747097969,0.6002290721471661,5.413587760925293,273.48560721453424
