algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_dp_honest,sigma_dp_attacker,noise_norm_honest,noise_norm_attacker,sigma_n_honest,sigma_n_attacker,trust_honest,trust_attacker,nsr_honest,nsr_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,45,4.65975596107121,0.7739323119322459,1.7548723898331324,nan,20.3308394863492,102.97471967697143,1000.0,0.0,nan,0,2280,0,29506,0.8856744176231669,0.936858000456181,200.0218549455915,211.29671669006348,0.8856744176231669,0.936858000456181,0.6109860184646788,0.5307141818106175,3293.5426706944627,211.29672082217894,200.0218549455915,211.29671669006348,2.4528538702377487,4.105496820994831,3.1139110505405814,1.1406783543318963,0.5383418223976549,0.9319944020874329,92.91960458374024,222.847480498039
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,46,4.703056368277136,0.7788579812645913,1.6598879245917002,nan,18.739263794638894,100.10498579025268,1000.0,0.0,nan,0,946,0,30032,0.8669648222413001,0.9385539464194406,195.23074202104047,211.77367568969726,0.8669648222413001,0.9385539464194406,0.6266635791821913,0.5132611099630594,3853.0579222373385,211.7736796667029,195.23074202104047,211.77367568969726,2.478436204076152,4.133199161388911,3.1403413870012553,1.141019705878322,0.5191730870313555,0.9348218119836131,89.0045466003418,169.4767461559026
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,47,4.7464023579153265,0.7757949804266294,1.8817359545826913,nan,23.03858238108018,98.18619194030762,1000.0,0.0,nan,0,1252,0,30504,0.8361972329000613,0.9368956932396121,188.5886625402114,211.28107360839843,0.8361972329000613,0.9368956932396121,0.6620892829754773,0.5009723311662674,3036.5394068028163,211.2810788445621,188.5886625402114,211.28107360839843,2.5223983236473195,4.160519868190606,3.1776469414646344,1.1356186762385947,0.513594396515376,0.9290068737660068,90.92444396972657,187.75477136912056
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,48,4.804656131812439,0.7795326472322146,1.7882252172629038,nan,17.23883932287043,94.57002349853515,1000.0,0.0,nan,0,1653,0,28943,0.931305538728867,0.9403928757904053,210.00958251953125,212.10120414733888,0.931305538728867,0.9403928757904053,0.49494095823981543,0.48025514543056486,4025.906277850774,212.1012086412129,210.00958251953125,212.10120414733888,2.5313665030345516,4.187448092301905,3.1937991387414932,1.1428437440287038,0.481020756524886,0.9399191283606569,89.46069247436523,173.4104215692022
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,49,4.854743232042256,0.7806226458152136,1.8888033733765284,nan,21.950487440282647,93.96117553710937,1000.0,0.0,nan,0,1430,0,29258,0.8799240926669892,0.9342141778574273,198.65451604669744,210.7623310852051,0.8799240926669892,0.9342141778574273,0.5636856312101538,0.47506704457104204,1801.8798888033018,210.76233574134355,198.65451604669744,210.7623310852051,2.537741740228317,4.215596436764127,3.2088836188426413,1.1525929909211754,0.47968697088872086,0.9313838890560301,88.67533178710937,123.94629185021006
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,50,5.074807043784342,0.763832647378246,6.308995743989945,0.15836271821610423,21.275408370154246,94.81744041442872,1000.0,0.8363636363636363,0.1412901602213108,53,7,30358,598,0.8128519749199999,0.0,183.33598000662667,0.0,0.8128519749199999,0.0,0.659833659018789,0.0,3194.3772970386153,0.0,183.33598000662667,0.0,2.5891641908179923,0.0,2.5891641908179923,1.0397428974431573,0.659833659018789,0.8128519749199999,8.55567906697591,149.0709405284687
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.7647069813807805,31.58646758466959,0.04474888671662865,21.19263809377497,103.5058399963379,1000.0,0.5357142857142857,0.016955759413612118,105,97,30279,433,0.8114856069504228,0.0,183.10334222966975,0.0,0.8114856069504228,0.0,0.6486401639201425,0.0,4068.844141554675,0.0,183.10334222966975,0.0,2.620833857158189,0.0,2.620833857158189,1.0434088186312704,0.6486401639201425,0.8114856069504228,6.713789215087891,149.19095185700473
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.7568186476826668,329.23736306567986,0.16203752357899592,23.25453468469473,178.4947102355957,1000.0,0.7272727272727273,0.094924279980552,126,5,30274,575,0.7561322142255403,0.0,170.65659977839545,0.0,0.7561322142255403,0.0,0.7296419235376211,0.0,3010.391526867919,0.0,170.65659977839545,0.0,2.671301888530371,0.0,2.671301888530371,1.0490726073800916,0.7296419235376211,0.7561322142255403,7.395119323730468,130.45029949760982
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.7483099800844987,4231.668962914049,0.3741666564573525,12.946317672729492,624.5355599975586,1000.0,0.8181818181818182,0.2762709359486145,577,3,29778,548,0.8589273219242813,0.0,193.45197677612305,0.0,0.8589273219242813,0.0,0.5423863356312116,0.0,4593.966580498806,0.0,193.45197677612305,0.0,2.6968295871185446,0.0,2.6968295871185446,1.0488071387123348,0.5423863356312116,0.8589273219242813,7.738079071044922,183.7586632199523
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.7304819812873999,362461.42929170607,0.09090909090909091,18.31529193765977,2140.1008441162107,1000.0,0.0625,0.07575757575757576,113,703,30415,63,0.8573270829595403,0.0,193.34740672392005,0.0,0.8573270829595403,0.0,0.5288208425045013,0.0,4279.94942352858,0.0,193.34740672392005,0.0,2.7193545749792998,0.0,2.7193545749792998,1.0500836755399998,0.5288208425045013,0.8573270829595403,10.956353047688802,242.53046733328623
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,5.194253122102357,0.7170379825433095,24789956.680212766,0.0,12.6310643691283,13480.99875,1000.0,0.0,0.0,136,468,30178,30,0.9276298972448127,0.0,209.0700883131761,0.0,0.9276298972448127,0.0,0.39218268113640636,0.0,2931.8232258579205,0.0,209.0700883131761,0.0,2.7317131875591834,0.0,2.7317131875591834,1.0511403041096687,0.39218268113640636,0.9276298972448127,9.059703826904297,127.04567312050989
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,5.246586707107419,0.7024223155279954,1540238408.6619508,0.0034843205574912888,12.795328664779664,112642.8844140625,1000.0,0.03125,0.0018315018315018315,2479,340,27729,18,0.8179461617518587,0.0,184.64691772460938,0.0,0.8179461617518587,0.0,0.5731246009469032,0.0,5121.601997014024,0.0,184.64691772460938,0.0,2.7616529075912792,0.0,2.7616529075912792,1.0495416189466793,0.5731246009469032,0.8179461617518587,6.154897257486979,170.72006656713415
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,5.246586707107419,0.686619982769092,128534647275.4924,0.13940097441594962,13.261160683631896,976031.349375,1000.0,0.11846847596847594,0.14752736712833936,4034,585,26322,115,0.8154709512546383,0.0,183.94568252563477,0.0,0.8154709512546383,0.0,0.5703026438131928,0.0,3707.1704174268,0.0,183.94568252563477,0.0,2.850107189514527,0.0,2.850107189514527,1.0401160289916753,0.5703026438131928,0.8154709512546383,12.263045501708984,247.14469449512
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,5.246586707107419,0.658772649616003,10660569911135.379,0.0739686256321644,14.276832546417912,7089637.01,1000.0,0.1559513403263403,0.0452789804863132,4225,968,26460,123,0.8391518303616105,0.0,189.27335675557455,0.0,0.8391518303616105,0.0,0.5072452642489225,0.0,4434.403751185146,0.0,189.27335675557455,0.0,2.918058263632159,0.0,2.918058263632159,1.0293059620573926,0.5072452642489225,0.8391518303616105,15.141868540445964,354.75230009481163
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,5.246586707107419,0.6519423199445009,378220811781209.06,0.015228818800247373,11.166116110483806,51160291.94,1000.0,0.05357142857142857,0.007366707366707367,1321,513,29022,46,0.8656460456848506,0.0,195.3287790934245,0.0,0.8656460456848506,0.0,0.4439049812654654,0.0,3609.3670954159365,0.0,195.3287790934245,0.0,2.9531169613182495,0.0,2.9531169613182495,1.0248098076832968,0.4439049812654654,0.8656460456848506,9.766438954671225,180.46835477079676
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,5.246586707107419,0.6503886478642623,1.5762478999984518e+16,0.14471511545365137,8.955996642510096,318639496.32,1000.0,0.3286663425700859,0.07662255516782956,6883,513,23484,24,0.9630404023849715,0.0,216.9150416056315,0.0,0.9630404023849715,0.0,0.24522597727870257,0.0,1917.734905278364,0.0,216.9150416056315,0.0,2.9591949132629725,0.0,2.9591949132629725,1.0237738259415239,0.24522597727870257,0.9630404023849715,8.676601664225261,76.70939621113456
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,5.2600213741440776,0.6389683157702287,5.1589218417591405e+17,0.12029363012076723,17.065439015626907,2133962744.32,1000.0,0.09226190476190477,0.11613869188337274,3277,454,26995,76,0.8171387000232819,0.0,184.19046688079834,0.0,0.8171387000232819,0.0,0.5026548062451184,0.0,3509.2010852769176,0.0,184.19046688079834,0.0,3.0000397240561,0.0,3.0000397240561,1.0206574907116621,0.5026548062451184,0.8171387000232819,9.823491566975912,187.15739121476895
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,5.276552078143879,0.6292863164593776,2.671698517231066e+19,0.17865190521552807,13.226751224137843,12946542842.88,1000.0,0.2674434072871573,0.11382367188710796,8767,684,21725,36,0.8124288505844337,0.0,183.29366874694824,0.0,0.8124288505844337,0.0,0.5042260593618266,0.0,3054.7351152693977,0.0,183.29366874694824,0.0,3.0528463142854707,0.0,3.0528463142854707,1.0115070259683394,0.5042260593618266,0.8124288505844337,9.775662333170573,162.9192061477012
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,5.276552078143879,0.6161606507748365,1.387483437135792e+21,0.10391329790277126,12.554155812059578,85804717547.52,1000.0,0.11982987772461455,0.09304627834039597,2269,756,28272,73,0.8843434878967765,0.0,199.53376288163034,0.0,0.8843434878967765,0.0,0.33954731142148376,0.0,3040.1824057804624,0.0,199.53376288163034,0.0,3.078298261262202,0.0,3.078298261262202,1.0108469426940394,0.33954731142148376,0.8843434878967765,12.637138315836589,192.5448856994293
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,5.276552078143879,0.6013813179483016,6.558395303348096e+22,0.1524659177143776,13.112197018331951,527996491202.56,1000.0,0.3938265724643434,0.09325495389247267,6210,1128,24698,34,0.8772705131491558,0.0,198.04871792263455,0.0,0.8772705131491558,0.0,0.3439578546418084,0.0,3320.5374221583206,0.0,198.04871792263455,0.0,3.118257140814652,0.0,3.118257140814652,0.9964709343134767,0.3439578546418084,0.8772705131491558,11.882923075358073,199.2322453294992
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,5.336201045276229,0.5914723180731137,2.4671135952284016e+24,0.09960235752540074,7.7800744619024425,3492579314237.44,1000.0,0.27610021557389974,0.06004947702355811,3751,853,26883,61,0.9271659934116638,0.0,208.8405432450144,0.0,0.9271659934116638,0.0,0.2239756843467292,0.0,2159.7962483978176,0.0,208.8405432450144,0.0,3.131089369584387,0.0,3.131089369584387,0.997851043769529,0.2239756843467292,0.9271659934116638,13.226567738850912,136.7870957318617
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,5.336201045276229,0.5881279836595058,6.435071734980721e+25,0.2617894096024677,11.80578474025242,20912337248583.68,1000.0,0.38530252465824155,0.1893528851717427,7925,626,22529,66,0.8383112025801486,0.0,189.1330804824829,0.0,0.8383112025801486,0.0,0.3780419114045799,0.0,2481.4601565946737,0.0,189.1330804824829,0.0,3.148349011533935,0.0,3.148349011533935,1.009943039821028,0.3780419114045799,0.8383112025801486,10.087097625732422,132.34454168504925
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,5.336201045276229,0.5748423188428085,2.6811899816986515e+27,0.21867391349233853,12.788793563842773,138952266534092.8,1000.0,0.34515075739533946,0.1636937550506181,5183,651,25271,125,0.7892334343040058,0.0,178.0077911376953,0.0,0.7892334343040058,0.0,0.4835990760475397,0.0,3234.2791808404068,0.0,178.0077911376953,0.0,3.223548037189508,0.0,3.223548037189508,0.9802369648846688,0.4835990760475397,0.7892334343040058,11.867186075846353,215.6186120560271
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,5.376979871618186,0.5587586529056231,1.3235460058576105e+29,0.2528766451051794,14.492055813471476,821065674402037.8,1000.0,0.3432482286519553,0.21363439786075836,7763,930,22935,88,0.8204476102049307,0.0,185.06017485119048,0.0,0.8204476102049307,0.0,0.3893357222190216,0.0,2832.697646692029,0.0,185.06017485119048,0.0,3.266342910892518,0.0,3.266342910892518,0.965798820109771,0.3893357222190216,0.8204476102049307,12.954212239583333,198.28883526844209
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,5.376979871618186,0.5637296524395545,2.0961090637554532e+30,0.3203161718899381,9.33435706794262,5479686720905544.0,1000.0,0.44535050862450243,0.19551380731337628,6284,328,23933,17,0.8062415190989755,0.0,182.04551696777344,0.0,0.8062415190989755,0.0,0.41443776256508297,0.0,2428.81834014211,0.0,182.04551696777344,0.0,3.2912146208345523,0.0,3.2912146208345523,0.960909539052809,0.41443776256508297,0.8062415190989755,5.461365509033203,72.86455020426328
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,5.376979871618186,0.5700819871077935,4.970648367354498e+31,0.14007452574525744,15.398669362068176,3.237277490288263e+16,1000.0,0.15476190476190474,0.08689458689458689,8514,163,21533,22,0.8135784109037798,0.0,183.91692352294922,0.0,0.8135784109037798,0.0,0.3616542723029852,0.0,2682.4364347369815,0.0,183.91692352294922,0.0,3.3094263252258345,0.0,3.3094263252258345,0.9612367305120998,0.3616542723029852,0.8135784109037798,4.904451293945312,71.53163825965284
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,5.466131297918625,0.5653939874718587,inf,0.20937782745924383,10.967975401878357,2.159041814733416e+17,1000.0,0.2842592592592592,0.2363712287995219,6271,317,23910,22,0.8109123478044182,0.0,182.65417022705077,0.0,0.8109123478044182,0.0,0.3506113730370998,0.0,2458.2140469125457,0.0,182.65417022705077,0.0,3.323959122718147,0.0,3.323959122718147,0.9659458173895303,0.3506113730370998,0.8109123478044182,6.088472340901693,81.94046823041819
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,5.466131297918625,0.5549246512850126,inf,0.27177974809620786,12.927391306559246,1.283532449638672e+18,1000.0,0.398720792664892,0.1692761137987381,8007,586,22434,63,0.7961228848780972,0.0,179.79016520182293,0.0,0.7961228848780972,0.0,0.3644187055528164,0.0,3424.39046916592,0.0,179.79016520182293,0.0,3.35256353116501,0.0,3.35256353116501,0.9739910061599657,0.3644187055528164,0.7961228848780972,8.989508260091146,171.219523458296
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,5.492359141159529,0.5485423204302787,nan,0.14391373803209515,14.83687276188284,8.49382004638517e+18,1000.0,0.21597964535464534,0.09377819283527072,5652,751,24866,73,0.8074862219258698,0.0,182.02863464355468,0.0,0.8074862219258698,0.0,0.3258976197335869,0.0,2312.0735378244012,0.0,182.02863464355468,0.0,3.388841737048797,0.0,3.388841737048797,0.979919790837304,0.3258976197335869,0.8074862219258698,12.135242309570312,154.13823585496007
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,5.492359141159529,0.5469669861346483,nan,0.4349902589821618,9.387357870737711,nan,1000.0,0.6193421677250817,0.31757798278053867,11504,733,19042,41,0.806630100843761,0.0,181.91411743164062,0.0,0.806630100843761,0.0,0.32655808652440704,0.0,2360.4431830009335,0.0,181.91411743164062,0.0,3.43131624013252,0.0,3.43131624013252,0.967324097271209,0.32655808652440704,0.806630100843761,9.095705871582032,118.02215915004669
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,5.492359141159529,0.5415986523032188,nan,0.45773410293170413,nan,nan,1000.0,0.5846060902790603,0.32865615518830915,11535,605,18909,43,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.4516560910475165,0.0,3.4516560910475165,0.9720546761241633,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,5.615334773588507,0.5322116523484389,nan,0.458263695219816,13.082516440190375,nan,1000.0,0.4679981488762953,0.33120061343066365,11522,663,18967,48,0.7827015082425931,0.0,176.43728828430176,0.0,0.7827015082425931,0.0,0.34408394916681573,0.0,1764.1108989854042,0.0,176.43728828430176,0.0,3.493117588847837,0.0,3.493117588847837,0.972570624804027,0.34408394916681573,0.7827015082425931,9.409988708496094,94.08591461255489
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,5.615334773588507,0.5266056515773138,nan,0.43093183465854273,nan,nan,1000.0,0.3028484639354204,0.3050634039017197,11579,405,18662,122,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.544718224979519,0.0,3.544718224979519,1.0002987876843865,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,5.615334773588507,0.5292059878756603,nan,0.4670305533317609,nan,nan,1000.0,0.6498230244971709,0.33119385486685954,11529,652,18984,9,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.5567480497713495,0.0,3.5567480497713495,1.0107475301227073,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,5.615334773588507,0.5190249871959289,nan,0.4812959641460242,nan,nan,1000.0,0.5712837525115669,0.38032609277265284,11547,559,18828,64,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.599849428355895,0.0,3.599849428355895,1.003356266719702,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,5.679713895131483,0.5060103195657333,nan,0.417749119552257,nan,nan,1000.0,0.4388998470289981,0.3029097229003244,11545,544,18828,81,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.6427163075870954,0.0,3.6427163075870954,1.0295247985823235,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,5.679713895131483,0.49115732103586196,nan,0.46153888753600986,nan,nan,1000.0,0.7102385369434575,0.35552213770940405,11508,693,19021,22,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.6832979459162054,0.0,3.6832979459162054,1.0347166536993135,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,5.679713895131483,0.49180698851744337,nan,0.42782331511839705,9.786999368667603,nan,1000.0,0.45907928388746805,0.2970494417862839,11650,120,18362,4,0.7666062466580021,0.0,173.00863647460938,0.0,0.7666062466580021,0.0,0.2594206415116787,0.0,2342.3689480797925,0.0,173.00863647460938,0.0,3.6893094149525663,0.0,3.6893094149525663,1.0371744248129,0.2594206415116787,0.7666062466580021,2.883477274576823,39.03948246799654
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,5.679713895131483,0.4820529870937268,nan,0.47648349102212595,nan,nan,1000.0,0.48331411498171534,0.36995579660806865,11537,561,18857,47,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.7179121041050727,0.0,3.7179121041050727,1.0453210082060915,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,5.679713895131483,0.4812976534664631,nan,0.41244444603894415,nan,nan,1000.0,0.6346690366966865,0.29778244821755556,11476,831,19185,16,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.7366131020525835,0.0,3.7366131020525835,1.046045591228542,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,5.756973474101538,0.47302898871401944,nan,0.3564066030539844,nan,nan,1000.0,0.2651912793089264,0.25745454545454544,11605,295,18545,53,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.7713981152754923,0.0,3.7713981152754923,1.053240415395768,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,86,5.756973474101538,0.46837432218094666,nan,0.36207551878923927,nan,nan,1000.0,0.45495226787571813,0.25482855191273046,11567,438,18732,17,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.7830618685835375,0.0,3.7830618685835375,1.0595167607629352,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,5.756973474101538,0.45974365445474785,nan,0.42590975429676414,nan,nan,1000.0,0.6524165084357524,0.3047984982257839,11550,528,18838,10,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.8144793589736743,0.0,3.8144793589736743,1.05542041919369,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,5.756973474101538,0.45377232347925506,nan,0.4332703228225616,nan,nan,1000.0,0.4367496919556416,0.3094283634821169,11600,318,18589,23,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.836137716597365,0.0,3.836137716597365,1.0630527640696308,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,5.756973474101538,0.44150565688808757,nan,0.4375742621982657,nan,nan,1000.0,0.6046699908118113,0.3169235570357864,11525,633,18950,18,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.861775967135324,0.0,3.861775967135324,1.0629322934031777,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,5.854649678299558,0.4172926563024521,nan,0.3324382075037584,nan,nan,1000.0,0.3700828177064711,0.24926878205922792,11419,954,19261,102,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.9060601128044423,0.0,3.9060601128044423,1.0594686243797649,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,5.854649678299558,0.41118165661891304,nan,0.33541997003490104,nan,nan,1000.0,0.32463369963369965,0.2453899835796388,11623,250,18506,31,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.9215153851624525,0.0,3.9215153851624525,1.0664085630061373,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,6.1766659950889435,0.3942076569298903,nan,0.4104600139345902,nan,nan,1000.0,0.301414977887113,0.360812543068788,11567,452,18717,88,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.9512953553206405,0.0,3.9512953553206405,1.0797484092374598,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,6.1766659950889435,0.37943198963999747,nan,0.40021178262641455,nan,nan,1000.0,0.407777663735014,0.291148538426914,11533,586,18875,48,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.974044676803262,0.0,3.974044676803262,1.0916871318936834,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,6.1766659950889435,0.3736523248255253,nan,0.45512977312097824,nan,nan,1000.0,0.48956894442787857,0.3243905433645247,11570,450,18746,20,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.9950816514991256,0.0,3.9950816514991256,1.0697173940852684,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,6.1766659950889435,0.35534332449237505,nan,0.3483069903013966,nan,nan,1000.0,0.36383901973520516,0.24980214144745008,11474,768,19082,80,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.03659205360947,0.0,4.03659205360947,1.074393689371419,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,96,6.1766659950889435,0.3399923251072566,nan,0.2714521427684762,nan,nan,1000.0,0.2933536491886639,0.22026591846516738,11456,812,19083,103,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.0638621381536355,0.0,4.0638621381536355,1.0800931058095489,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,97,6.1766659950889435,0.3160806588331858,nan,0.428293173927977,nan,nan,1000.0,0.4154081841216344,0.3225411516619643,11496,750,19071,71,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.089940336779897,0.0,4.089940336779897,1.081577135533875,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,98,6.1766659950889435,0.31303199181954067,nan,0.367919508636194,nan,nan,1000.0,0.40591806841806843,0.2566994610709781,11618,257,18521,12,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.1044661811408165,0.0,4.1044661811408165,1.0825873885102668,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,99,6.1766659950889435,0.3018586600571871,nan,0.4188670700192712,nan,nan,1000.0,0.44380622348536797,0.3025605505229652,11582,411,18698,39,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.114434904176025,0.0,4.114434904176025,1.083008551048843,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,100,6.1766659950889435,0.30010299329956375,nan,0.37012293616338077,nan,nan,1000.0,0.3393352999703455,0.2717228863785,11573,420,18680,45,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.129108567251669,0.0,4.129108567251669,1.082633891190469,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,101,6.1766659950889435,0.29377232514321805,nan,0.3784848159826772,nan,nan,1000.0,0.4120113417583843,0.2864454527353578,11578,423,18697,38,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.144244839836081,0.0,4.144244839836081,1.0800028877389245,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,102,6.1766659950889435,0.2865469927837451,nan,0.4351620064262568,nan,nan,1000.0,0.5501028422118809,0.3135539143676229,11448,942,19305,31,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.160967128048751,0.0,4.160967128048751,1.075003771405233,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,103,6.1766659950889435,0.27204432646433513,nan,0.41364480227721645,nan,nan,1000.0,0.44657464871659247,0.32281778467818967,11511,707,19001,65,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.203051639465621,0.0,4.203051639465621,1.0462371980167045,nan,nan,nan,nan
