algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_dp_honest,sigma_dp_attacker,sigma_n_honest,sigma_n_attacker,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,48,5.191612537737602,0.8815014764666558,0.4008623030781746,nan,1.2751537731715612,5.273528481324513,1000.0,0.0,nan,0,2533,0,48071,0.8202974126234217,0.9227353030095726,0.8202974126234217,0.9227353030095726,0.6743383492742266,0.5087910968065262,2.7387432517827683,4.523036506213734,185.21539742606026,208.18425069173176,6747.035782693494,397.98243852000684,185.21539742606026,208.18425069173176,3.809319204441348,1.1495235382802393,0.5125657898595356,0.9203995856392048,127.50356597900391,333.247964069713
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,49,5.233756598592212,0.8816609770059586,0.39980257749557496,nan,1.594909632205963,5.244017753601074,1000.0,0.0,nan,0,1518,0,48910,0.7265205475864945,0.9166559195290725,0.7265205475864945,0.9166559195290725,0.8140887260437012,0.5037276744345824,2.7496394954376795,4.5560408021713386,163.8036102294922,206.7558659362793,5328.615251484285,397.9939198155797,163.8036102294922,206.7558659362793,3.8334802794778753,1.16401125586757,0.5088155605265352,0.9135389462185385,125.6915556640625,292.0825044041906
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,50,5.1104876334703295,0.8751154771447182,0.42986710503697395,0.13526876267748478,1.3696407675743103,10.49551994005839,1000.0,1.0,0.04431025434037623,189,0,50078,399,0.7280778462575943,0.0,0.7280778462575943,0.0,0.7996025681495667,0.0,2.795514461958914,0.0,163.98179626464844,0.0,5732.460822753112,0.0,163.98179626464844,0.0,2.795514461958914,1.1790716541157524,0.7996025681495667,0.7280778462575943,5.7393628692626955,200.6361287963589
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.8528694781661034,1.6831184965372086,0.0735531922545142,1.3879768587648869,13.001320295333862,1000.0,1.0,0.024419953390851006,242,0,50186,560,0.7191493619876447,0.0,0.7191493619876447,0.0,0.8024068996310234,0.0,2.849067956347522,0.0,162.02141571044922,0.0,5954.170476970596,0.0,162.02141571044922,0.0,2.849067956347522,1.18533887597072,0.8024068996310234,0.7191493619876447,6.4808566284179685,238.16681907882383
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.8467844776809216,43.50682193443179,0.31633111392940183,1.0980985249791826,50.2648598353068,1000.0,1.0,0.16305538121929578,823,0,49422,375,0.7142393747138761,0.0,0.7142393747138761,0.0,0.8013730219432286,0.0,2.9139934541949817,0.0,161.21400233677454,0.0,5561.683659322689,0.0,161.21400233677454,0.0,2.9139934541949817,1.182426808381515,0.8013730219432286,0.7142393747138761,5.642490081787109,194.6589280762941
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.8143259813636541,7040.273133445382,0.013333333333333332,1.0425382879647342,269.4489387512207,1000.0,0.1,0.006493506493506493,1305,607,49135,25,0.7417507343588703,0.0,0.7417507343588703,0.0,0.7416110363873568,0.0,2.9710271815740925,0.0,167.38739013671875,0.0,6223.287056430403,0.0,167.38739013671875,0.0,2.9710271815740925,1.1856252251244597,0.7416110363873568,0.7417507343588703,9.206306457519531,342.2807881036722
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.7739214797317981,1715327.0324990458,0.1111111111111111,1.2209185307676143,2975.5274593098957,1000.0,0.1111111111111111,0.09090909090909091,2598,485,47720,29,0.7278959202192987,0.0,0.7278959202192987,0.0,0.7509256059473212,0.0,3.0144922163884127,0.0,164.04622303355825,0.0,6460.681198493161,0.0,164.04622303355825,0.0,3.0144922163884127,1.203221617022302,0.7509256059473212,0.7278959202192987,9.022542266845702,355.33746591712384
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,55,5.216667019606426,0.7535624814778566,303455721.9514576,0.27065325288364506,0.8884842675179243,43272.0731640625,1000.0,0.5844017094017094,0.2158335982751074,15567,311,34610,14,0.8130486351164303,0.0,0.8130486351164303,0.0,0.5907809995114803,0.0,3.043504306765032,0.0,183.63813591003418,0.0,4899.591373927311,0.0,183.63813591003418,0.0,3.043504306765032,1.214166257082916,0.5907809995114803,0.8130486351164303,7.345525436401367,195.98365495709243
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,56,5.216667019606426,0.7358094803243875,43770749106.4476,0.21695925108349612,0.7983645846446356,543803.9210416666,1000.0,0.5965622612681436,0.13521640713421534,16508,297,33670,5,0.7644289427974282,0.0,0.7644289427974282,0.0,0.661735271414121,0.0,3.0704926173260616,0.0,172.3296915690104,0.0,5845.805689252697,0.0,172.3296915690104,0.0,3.0704926173260616,1.2180359614427942,0.661735271414121,0.7644289427974282,5.169890747070313,175.3741706775809
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,57,5.2237441435836,0.6988274830579758,10505562079834.836,0.15664112675124617,0.7646387303248048,7152617.458333333,1000.0,0.35635789648947547,0.10338269972196543,15416,875,35230,15,0.7902304929436124,0.0,0.7902304929436124,0.0,0.6158111616303878,0.0,3.187247787926486,0.0,178.18242754255022,0.0,4823.258849391733,0.0,178.18242754255022,0.0,3.187247787926486,1.198062672791344,0.6158111616303878,0.7902304929436124,12.472769927978515,337.6281194574212
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,58,5.2237441435836,0.6440239844284952,2619371132483823.0,0.22910805069953719,0.9273443933772413,77894201.54666667,1000.0,0.4338298458322847,0.1791675543440091,16286,1248,34681,49,0.7705292458994389,0.0,0.7705292458994389,0.0,0.631387490607602,0.0,3.3074553702969878,0.0,173.60260250693872,0.0,5633.856784561576,0.0,173.60260250693872,0.0,3.3074553702969878,1.1769301594329429,0.631387490607602,0.7705292458994389,16.49224723815918,535.2163945333498
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,59,5.2237441435836,0.6185134845599533,2.7251226006749414e+17,0.13392658897642287,0.7110538283983866,988899127.4666667,1000.0,0.44768058452268983,0.0806167553411161,13059,856,37632,11,0.8026345356697394,0.0,0.8026345356697394,0.0,0.558957120248427,0.0,3.375272119416077,0.0,181.0854835510254,0.0,4908.163264489899,0.0,181.0854835510254,0.0,3.375272119416077,1.1662522869613288,0.558957120248427,0.8026345356697394,10.865129013061523,294.48979586939396
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,60,5.2237441435836,0.613374984525144,2.3993277015929946e+19,0.3518303483914116,0.3192148548033502,10238000508.586666,1000.0,0.7171717171717171,0.24343511553044728,14255,555,36162,14,1.0171889518477402,0.0,1.0171889518477402,0.0,0.1465608872887161,0.0,3.3812872309598117,0.0,229.2633514404297,0.0,1522.243299208918,0.0,229.2633514404297,0.0,3.3812872309598117,1.171398089562263,0.1465608872887161,1.0171889518477402,10.316850814819336,68.50094846440132
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,61,5.278470527821063,0.5940129844471812,3.7714943104752744e+21,0.13849313461185606,0.8617183812012329,126269808121.17334,1000.0,0.2221611721611722,0.17140315818491458,9853,730,40688,27,0.7981722049498592,0.0,0.7981722049498592,0.0,0.5390711532094463,0.0,3.4514606252073303,0.0,179.70276700533353,0.0,4778.3888350827365,0.0,179.70276700533353,0.0,3.4514606252073303,1.1656950432377602,0.5390711532094463,0.7981722049498592,11.68067985534668,310.595274280378
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,62,5.4232659257127604,0.5769174846634268,3.148295667058412e+23,0.185277176783683,0.7068675340463718,1250327687550.2932,1000.0,0.4854756717501815,0.1153655538198929,12703,502,37656,11,0.8354982086808864,0.0,0.8354982086808864,0.0,0.474346829785241,0.0,3.5241766506084433,0.0,188.61419847276477,0.0,3912.437155208381,0.0,188.61419847276477,0.0,3.5241766506084433,1.1424077772173644,0.474346829785241,0.8354982086808864,8.487638931274414,176.05967198437713
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,63,5.4232659257127604,0.5563669868931175,4.930941401736338e+25,0.14932561354589577,0.9019549580460245,15493842568478.72,1000.0,0.38191000918273643,0.09427032328422223,9478,506,40860,30,0.7855954631057824,0.0,0.7855954631057824,0.0,0.5272302477705207,0.0,3.5745437733899155,0.0,177.13881197842684,0.0,5078.815141011599,0.0,177.13881197842684,0.0,3.5745437733899155,1.1501288616879934,0.5272302477705207,0.7855954631057824,9.742634658813477,279.334832755638
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,64,5.4232659257127604,0.5250564870610833,8.116093384868097e+27,0.24567661321672055,1.0718855996217047,153604294785542.8,1000.0,0.5574998215865089,0.15906362830553342,9762,1019,41045,18,0.8188194433253306,0.0,0.8188194433253306,0.0,0.4481681409025831,0.0,3.6246997100703324,0.0,184.87496621268136,0.0,3630.961476998389,0.0,184.87496621268136,0.0,3.6246997100703324,1.153365737399906,0.4481681409025831,0.8188194433253306,12.941247634887695,254.1673033898873
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,65,5.430896839206271,0.5222034876421094,7.726485460753867e+29,0.1523397689413488,0.36244223836183664,1873670562322404.8,1000.0,0.3809494631185808,0.09548920622956313,9334,604,41086,36,0.941880922252225,0.0,0.941880922252225,0.0,0.1957886373565998,0.0,3.652132610003784,0.0,212.52918243408203,0.0,1791.6061385118317,0.0,212.52918243408203,0.0,3.652132610003784,1.1585537736644753,0.1957886373565998,0.941880922252225,12.751750946044922,107.49636831070991
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,66,5.430896839206271,0.5136084877327085,6.657782966213766e+31,0.31026996687996,0.2935852608643472,1.8453267308693424e+16,1000.0,0.6849587912087912,0.20537844476927458,11604,434,38696,6,0.9377664408462906,0.0,0.9377664408462906,0.0,0.18561667879112065,0.0,3.659581460152346,0.0,211.0374526977539,0.0,1485.645644717651,0.0,211.0374526977539,0.0,3.659581460152346,1.1647558254989523,0.18561667879112065,0.9377664408462906,8.441498107910157,59.42582578870604
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,67,5.430896839206271,0.5070529865846037,inf,0.18563392002956672,0.48140739902321783,2.2253859921617837e+17,1000.0,0.3706584032214284,0.14315045664061493,10526,818,40076,24,0.8241309587908828,0.0,0.8241309587908828,0.0,0.42652182046523585,0.0,3.766070072445874,0.0,185.72459302629744,0.0,2760.38710549062,0.0,185.72459302629744,0.0,3.766070072445874,1.093433442933082,0.42652182046523585,0.8241309587908828,13.00072151184082,193.22709738434344
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,68,5.430896839206271,0.4825499891489744,inf,0.27347880973903504,1.2725687040100722,2.1816188954139182e+18,1000.0,0.5777417027417028,0.18305861036308738,13005,633,37457,9,0.7703160794235067,0.0,0.7703160794235067,0.0,0.5034807803617283,0.0,3.8377266673368946,0.0,173.93889687278053,0.0,5671.110608913922,0.0,173.93889687278053,0.0,3.8377266673368946,1.0789944114344714,0.5034807803617283,0.7703160794235067,9.56663932800293,311.91108349026564
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,69,5.430896839206271,0.49283048674464225,nan,0.25479261859236185,0.2846095860004425,inf,1000.0,0.6545380545380546,0.15851054509822848,12723,356,37513,0,0.8733745404450342,0.0,0.8733745404450342,0.0,0.2587396123756965,0.0,3.845685846827952,0.0,196.7681630452474,0.0,1297.5797605789937,0.0,196.7681630452474,0.0,3.845685846827952,1.0845899971520154,0.2587396123756965,0.8733745404450342,5.903044891357422,38.92739281736981
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,70,5.437667087087727,0.4885614885762334,nan,0.4051982748367792,1.4291142702102662,nan,1000.0,0.6818942767774804,0.2910276765824048,19520,239,30599,0,0.6961420296919718,0.0,0.6961420296919718,0.0,0.6263309687376022,0.0,3.8840850257704638,0.0,156.76850280761718,0.0,5263.691512851843,0.0,156.76850280761718,0.0,3.8840850257704638,1.086470030781507,0.6263309687376022,0.6961420296919718,3.91921257019043,131.59228782129605
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,71,5.437667087087727,0.4852904862910509,nan,0.3898617511520737,0.4988787571589152,nan,1000.0,0.7322128851540617,0.2662037037037037,19554,85,30425,0,0.8559992780309656,0.0,0.8559992780309656,0.0,0.2720423399781187,0.0,3.8940703118741986,0.0,193.0401814778646,0.0,7109.461890906899,0.0,193.0401814778646,0.0,3.8940703118741986,1.0904381880664362,0.2720423399781187,0.8559992780309656,2.8956027221679688,106.64192836360347
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,72,5.437667087087727,0.47032598808407783,nan,0.4442207697090715,nan,nan,1000.0,0.747087996858273,0.31751086754297175,19436,582,31000,4,nan,0.0,nan,0.0,nan,0.0,3.9192909757332264,0.0,nan,0.0,nan,0.0,nan,0.0,3.9192909757332264,1.1031866112928626,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,73,5.437667087087727,0.4529499892517924,nan,0.32406552787205806,nan,nan,1000.0,0.48819261315596574,0.24578029748714744,19339,870,31271,0,nan,0.0,nan,0.0,nan,0.0,3.9657843691503154,0.0,nan,0.0,nan,0.0,nan,0.0,3.9657843691503154,1.1039423533743424,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,74,5.437667087087727,0.44565698839724066,nan,0.5290805490805491,0.4176831439050147,nan,1000.0,0.9421528631963415,0.3678277553595158,19499,364,30757,0,0.811639826749008,0.0,0.811639826749008,0.0,0.317894578166306,0.0,3.9868707237615615,0.0,183.69214782714843,0.0,2965.581402303553,0.0,183.69214782714843,0.0,3.9868707237615615,1.1078798160928143,0.317894578166306,0.811639826749008,4.592303695678711,74.13953505758883
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,75,5.437667087087727,0.4330004906281829,nan,0.418667646737638,nan,nan,1000.0,0.6812249866502067,0.3077286275441796,19443,535,30927,27,nan,0.0,nan,0.0,nan,0.0,4.023299983831277,0.0,nan,0.0,nan,0.0,nan,0.0,4.023299983831277,1.1096755314166802,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,76,5.437667087087727,0.421352989859879,nan,0.3944038747338862,nan,nan,1000.0,0.612978560164955,0.29503119778277886,19439,546,30939,18,nan,0.0,nan,0.0,nan,0.0,4.067116220708283,0.0,nan,0.0,nan,0.0,nan,0.0,4.067116220708283,1.0792196629462192,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,77,5.437667087087727,0.4047864895686507,nan,0.3895635409732326,nan,nan,1000.0,0.6121018153980382,0.2897563537919186,19330,929,31362,21,nan,0.0,nan,0.0,nan,0.0,4.1134182731053075,0.0,nan,0.0,nan,0.0,nan,0.0,4.1134182731053075,1.0853711235505523,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,78,5.50143661704917,0.40339048985391857,nan,0.4473837421681671,nan,nan,1000.0,0.7645609516539376,0.3165163983089738,19474,426,30822,2,nan,0.0,nan,0.0,nan,0.0,4.1163922872167555,0.0,nan,0.0,nan,0.0,nan,0.0,4.1163922872167555,1.0878083148949107,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,79,5.50143661704917,0.39123598858714104,nan,0.46239960460095536,nan,nan,1000.0,0.7956976887900136,0.3312858312858313,19519,257,30622,10,nan,0.0,nan,0.0,nan,0.0,4.159269034280037,0.0,nan,0.0,nan,0.0,nan,0.0,4.159269034280037,1.0557684177048463,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,80,5.50143661704917,0.3805059900134802,nan,0.33537087124816306,nan,nan,1000.0,0.5050469753235776,0.258481096963871,19384,706,31102,12,nan,0.0,nan,0.0,nan,0.0,4.188183402915944,0.0,nan,0.0,nan,0.0,nan,0.0,4.188183402915944,1.060979813139197,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,81,5.50143661704917,0.3719724898412824,nan,0.44199991044859227,nan,nan,1000.0,0.7587041609566637,0.3126060927323567,19457,495,30901,3,nan,0.0,nan,0.0,nan,0.0,4.203642574819056,0.0,nan,0.0,nan,0.0,nan,0.0,4.203642574819056,1.05509311102767,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,82,5.50143661704917,0.3741194891929627,nan,0.35773809523809524,nan,nan,1000.0,0.6975308641975309,0.24198506807202458,19554,96,30437,1,nan,0.0,nan,0.0,nan,0.0,4.20468793253232,0.0,nan,0.0,nan,0.0,nan,0.0,4.20468793253232,1.055654173124897,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,83,5.50143661704917,0.3615304923430085,nan,0.3870647261245723,nan,nan,1000.0,0.6316465789374531,0.2804333028807588,19433,544,30947,6,nan,0.0,nan,0.0,nan,0.0,4.226770744240283,0.0,nan,0.0,nan,0.0,nan,0.0,4.226770744240283,1.0540764122106918,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,84,5.50143661704917,0.35494449075311424,nan,0.46774120086476784,nan,nan,1000.0,0.8000756000756001,0.3307952833997305,19461,499,30909,1,nan,0.0,nan,0.0,nan,0.0,4.247827274023527,0.0,nan,0.0,nan,0.0,nan,0.0,4.247827274023527,1.054766963226238,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,85,5.50143661704917,0.3484514903277159,nan,0.4411667540220052,nan,nan,1000.0,0.7343580539145055,0.32059591144296823,19441,576,30996,3,nan,0.0,nan,0.0,nan,0.0,4.269515088343556,0.0,nan,0.0,nan,0.0,nan,0.0,4.269515088343556,1.0466171588542887,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,86,5.50143661704917,0.3522884900867939,nan,0.3154533917126721,nan,nan,1000.0,0.5047947454844006,0.23074047309341425,19542,134,30476,4,nan,0.0,nan,0.0,nan,0.0,4.277602857640718,0.0,nan,0.0,nan,0.0,nan,0.0,4.277602857640718,1.0491411287865031,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,87,5.50143661704917,0.3411404920369387,nan,0.4231871637746228,nan,nan,1000.0,0.7097783482653441,0.30476756059383175,19511,284,30655,6,nan,0.0,nan,0.0,nan,0.0,4.287543749822767,0.0,nan,0.0,nan,0.0,nan,0.0,4.287543749822767,1.0368728109911125,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,88,5.5406345986900165,0.3342199923470616,nan,0.5759678858162355,nan,nan,1000.0,0.8635538942444313,0.4623573609771777,19527,216,30577,4,nan,0.0,nan,0.0,nan,0.0,4.290404474442705,0.0,nan,0.0,nan,0.0,nan,0.0,4.290404474442705,1.0387695632067246,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,89,5.5406345986900165,0.3209329917281866,nan,0.4246017490936855,nan,nan,1000.0,0.6681799926070665,0.32057401111283346,19454,505,30902,9,nan,0.0,nan,0.0,nan,0.0,4.324057514034084,0.0,nan,0.0,nan,0.0,nan,0.0,4.324057514034084,1.0338438814736806,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,90,5.5406345986900165,0.30702299188822507,nan,0.21622338799740493,nan,nan,1000.0,0.33123498648923905,0.18150858886241197,19362,690,31075,13,nan,0.0,nan,0.0,nan,0.0,4.36247500671995,0.0,nan,0.0,nan,0.0,nan,0.0,4.36247500671995,1.0187015088170144,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,91,5.5406345986900165,0.3038119928911328,nan,0.39098728203740735,nan,nan,1000.0,0.6402307872751222,0.28397461328910106,19498,341,30719,8,nan,0.0,nan,0.0,nan,0.0,4.3727466282974365,0.0,nan,0.0,nan,0.0,nan,0.0,4.3727466282974365,1.0176976253175474,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,92,5.5406345986900165,0.2892989920824766,nan,0.42578814377219343,nan,nan,1000.0,0.6925195803328046,0.31317677427269675,19398,730,31161,5,nan,0.0,nan,0.0,nan,0.0,4.387588725944897,0.0,nan,0.0,nan,0.0,nan,0.0,4.387588725944897,1.0129639232953018,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,93,5.5406345986900165,0.27811499264091255,nan,0.35474071668216156,nan,nan,1000.0,0.5300450715332748,0.2737285932822784,19441,496,30878,19,nan,0.0,nan,0.0,nan,0.0,4.401055861061312,0.0,nan,0.0,nan,0.0,nan,0.0,4.401055861061312,1.0148471258600045,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,94,5.5406345986900165,0.2681699938327074,nan,0.42785868568161917,nan,nan,1000.0,0.7126601922703871,0.30649076091341887,19451,505,30906,2,nan,0.0,nan,0.0,nan,0.0,4.428153550027106,0.0,nan,0.0,nan,0.0,nan,0.0,4.428153550027106,0.9668833611566766,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,95,5.5406345986900165,0.26085249330848453,nan,0.3694841221637677,nan,nan,1000.0,0.5846311955305384,0.27503916165192555,19431,567,30971,23,nan,0.0,nan,0.0,nan,0.0,4.448711192772837,0.0,nan,0.0,nan,0.0,nan,0.0,4.448711192772837,0.9632787314741742,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,96,5.5406345986900165,0.25415099393576385,nan,0.38411801645165683,nan,nan,1000.0,0.6602847440620404,0.2710443151382823,19479,393,30785,5,nan,0.0,nan,0.0,nan,0.0,4.4719746351177,0.0,nan,0.0,nan,0.0,nan,0.0,4.4719746351177,0.954195860867805,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,97,5.696130960788393,0.24195349402725697,nan,0.3887896173756834,nan,nan,1000.0,0.6096140535447608,0.3101689583704234,19366,828,31264,12,nan,0.0,nan,0.0,nan,0.0,4.484480144527396,0.0,nan,0.0,nan,0.0,nan,0.0,4.484480144527396,0.957445018844167,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,98,5.696130960788393,0.23321249425411225,nan,0.35583640601822414,nan,nan,1000.0,0.6028571428571429,0.2525350067675649,19533,193,30544,2,nan,0.0,nan,0.0,nan,0.0,4.496040830701952,0.0,nan,0.0,nan,0.0,nan,0.0,4.496040830701952,0.9557718910325926,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,99,5.696130960788393,0.2267989944294095,nan,0.4323771081978955,nan,nan,1000.0,0.7277966550992867,0.308611503131198,19468,482,30888,6,nan,0.0,nan,0.0,nan,0.0,4.497069194670476,0.0,nan,0.0,nan,0.0,nan,0.0,4.497069194670476,0.9558725025194847,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,100,5.696130960788393,0.22618949480354786,nan,0.3435246248277095,nan,nan,1000.0,0.5390967273320215,0.2575264201979141,19491,318,30682,7,nan,0.0,nan,0.0,nan,0.0,4.501457713108149,0.0,nan,0.0,nan,0.0,nan,0.0,4.501457713108149,0.9493914500642286,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,101,5.696130960788393,0.22198299452662468,nan,0.35474133362118343,nan,nan,1000.0,0.5762923650088388,0.25854583248331653,19471,419,30804,14,nan,0.0,nan,0.0,nan,0.0,4.511432417246744,0.0,nan,0.0,nan,0.0,nan,0.0,4.511432417246744,0.949127497268959,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,102,5.696130960788393,0.2195169948413968,nan,0.4132747808559404,nan,nan,1000.0,0.6587034828450437,0.3045398675541778,19447,508,30907,16,nan,0.0,nan,0.0,nan,0.0,4.513168614673986,0.0,nan,0.0,nan,0.0,nan,0.0,4.513168614673986,0.9498968519883008,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,103,5.696130960788393,0.21290849521756172,nan,0.4444461052415598,nan,nan,1000.0,0.6955797383759873,0.33411155302733525,19393,769,31206,20,nan,0.0,nan,0.0,nan,0.0,4.55449808354669,0.0,nan,0.0,nan,0.0,nan,0.0,4.55449808354669,0.8840977458280846,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,104,5.696130960788393,0.2027944942936301,nan,0.45177592176631215,nan,nan,1000.0,0.7775400439040662,0.3185793577548209,19420,635,31071,4,nan,0.0,nan,0.0,nan,0.0,4.568065273288821,0.0,nan,0.0,nan,0.0,nan,0.0,4.568065273288821,0.8818714946769652,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,105,5.696130960788393,0.2032914948090911,nan,0.5091167416528535,nan,nan,1000.0,0.8985194902548725,0.3556378635549019,19537,186,30542,3,nan,0.0,nan,0.0,nan,0.0,4.568065273288821,0.0,nan,0.0,nan,0.0,nan,0.0,4.568065273288821,0.8818714946769652,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,106,5.696130960788393,0.20563549477607013,nan,0.37518379145359654,nan,nan,1000.0,0.5899901392419452,0.27755279437016955,19417,620,31023,20,nan,0.0,nan,0.0,nan,0.0,4.568065273288821,0.0,nan,0.0,nan,0.0,nan,0.0,4.568065273288821,0.8818714946769652,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,107,5.696130960788393,0.20515099477022886,nan,0.39360083959822634,nan,nan,1000.0,0.5753067522182964,0.3102734913799157,19446,520,30900,24,nan,0.0,nan,0.0,nan,0.0,4.568065273288821,0.0,nan,0.0,nan,0.0,nan,0.0,4.568065273288821,0.8818714946769652,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,108,5.696130960788393,0.20589349512010813,nan,0.5155506624994598,nan,nan,1000.0,0.9082748412479862,0.35995061714056625,19456,549,30975,0,nan,0.0,nan,0.0,nan,0.0,4.568065273288821,0.0,nan,0.0,nan,0.0,nan,0.0,4.568065273288821,0.8818714946769652,nan,nan,nan,nan
