algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_kept_honest,balance_kept_attacker,balance_local_norm_honest,balance_local_norm_attacker,balance_threshold_honest,balance_threshold_attacker
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,88,0.0,0.7969894796609879,0.5786985558271408,1.0,0.027632855786941947,nan,,1.0,1.0,10311,411,0,126,7.411764705882353,0.0,6.229629208059872,nan,6.88352352487329,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,89,0.0,0.797130228728056,0.5785531765222549,1.0,0.027460491112433375,nan,,1.0,1.0,10480,580,0,92,5.75,0.0,6.258980244398117,nan,6.87000237641664,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,90,0.0,0.7969962294399738,0.5787538586556912,1.0,0.027436957946047186,nan,,1.0,1.0,10469,569,0,400,13.333333333333334,0.0,6.24768640200297,nan,6.812040672050881,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,91,0.0,0.7974357293546199,0.5783242571353913,1.0,0.027219707681797444,nan,,1.0,1.0,10294,394,0,112,6.588235294117647,0.0,6.25324016458848,nan,6.772793309750541,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,92,0.0,0.797271980047226,0.5786030258238316,1.0,0.02740225652232766,nan,,1.0,1.0,10276,376,0,184,9.2,0.0,6.2612662553787235,nan,6.736426708760442,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,93,0.0,0.7975764785706997,0.5785474835336208,1.0,0.02715702010784298,nan,,1.0,1.0,10293,393,0,190,9.047619047619047,0.0,6.280131362733387,nan,6.7118284610737025,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,94,0.0,0.7976827317476273,0.5786669465899468,1.0,0.02692840561736375,nan,,1.0,1.0,10462,562,0,88,5.5,0.0,6.2988943457603455,nan,6.687151271529366,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,95,0.0,0.7974144794046879,0.5791239123046398,1.0,0.02734878515359014,nan,,1.0,1.0,10496,596,0,286,11.0,0.0,6.291265854468713,nan,6.634673645404137,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,96,0.0,0.7976237283647061,0.5792432345449925,1.0,0.027250719089061022,nan,,1.0,1.0,10169,269,0,336,14.0,0.0,6.288207769393921,nan,6.587386016243322,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,97,0.0,0.7979112289845943,0.5788556522130966,1.0,0.026655801716260613,nan,,1.0,1.0,10405,505,0,178,8.476190476190476,0.0,6.3097434270949595,nan,6.566026543485986,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,98,0.0,0.7979584795236587,0.579111803472042,1.0,0.026707113180309536,nan,,1.0,1.0,10237,337,0,82,5.857142857142857,0.0,6.309921571186611,nan,6.5225827692115175,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,99,0.0,0.7979969796538353,0.5794025564193725,1.0,0.026474700975231826,nan,,1.0,1.0,10510,610,0,154,7.7,0.0,6.328121972084046,nan,6.49793230358847,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,100,0.0,0.7982052291929722,0.5791637454926968,1.0,0.026059374921023847,nan,,1.0,1.0,10095,195,0,174,9.157894736842104,0.0,6.334925777033756,nan,6.461696791956192,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,101,0.0,0.7981032299995422,0.5798329435288906,1.0,0.02632577615324408,nan,,1.0,1.0,10575,675,0,188,8.545454545454545,0.0,6.343012116172097,nan,6.426955441667203,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,102,0.0,0.7981947293877601,0.5796397739648819,1.0,0.026432919828221203,nan,,1.0,1.0,10577,677,0,236,9.833333333333334,0.0,6.350301762421926,nan,6.391588616742555,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,103,0.0,0.7981932301819324,0.5802080747485161,1.0,0.026316210818476973,nan,,1.0,1.0,10618,718,0,216,9.0,0.0,6.377975165843964,nan,6.3767879985789095,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,104,0.0,0.7982052297890186,0.5803521797060966,1.0,0.026104774489067496,nan,,1.0,1.0,10689,789,0,176,8.0,0.0,6.382702870802446,nan,6.339112888215468,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,105,0.0,0.7982674795389175,0.5803026834130287,1.0,0.025986321619711816,nan,,1.0,1.0,10542,642,0,184,9.68421052631579,0.0,6.381041250730815,nan,6.2953533852883945,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,106,0.0,0.798331478536129,0.5805385625362396,1.0,0.025933695021085442,nan,,1.0,1.0,10535,635,0,232,9.666666666666666,0.0,6.398747007052104,nan,6.270875877543247,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,107,0.0,0.7985819810628891,0.580410286039114,1.0,0.025861921613104643,nan,,1.0,1.0,10367,467,0,156,8.210526315789474,0.0,6.401584198600368,nan,6.231971100772873,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,108,0.0,0.7984714798629284,0.5815350264310837,1.0,0.025796841611154378,nan,,1.0,1.0,10448,548,0,128,7.111111111111111,0.0,6.4145134290059405,nan,6.203065839899339,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,109,0.0,0.7985222275555134,0.5812913888692856,1.0,0.025759273627772927,nan,,1.0,1.0,10766,866,0,424,12.848484848484848,0.0,6.417908321727406,nan,6.165110777668022,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,110,0.0,0.7985852301120758,0.5815906596183776,1.0,0.025906471307389437,nan,,1.0,1.0,10442,542,0,390,13.448275862068966,0.0,6.42102233294783,nan,6.1271182138414915,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,111,0.0,0.7985767292976379,0.581827600300312,1.0,0.025717985616065562,nan,,1.0,1.0,10402,502,0,158,7.9,0.0,6.437489652633667,nan,6.102015781192733,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,112,0.0,0.798773228675127,0.5820212258398533,1.0,0.025305162919685244,nan,,1.0,1.0,10345,445,0,80,5.714285714285714,0.0,6.441861016409738,nan,6.065587004589065,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,113,0.0,0.7988737292587758,0.5823574103415012,1.0,0.02552353962790221,nan,,1.0,1.0,10535,635,0,240,9.6,0.0,6.455096855163574,nan,6.0376641645145,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,114,0.0,0.7986367298662662,0.5827743938565254,1.0,0.02555353760719299,nan,,1.0,1.0,10799,899,0,158,7.523809523809524,0.0,6.464901015872047,nan,6.006656165327559,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,115,0.0,0.7989457301795483,0.582848279029131,1.0,0.02550722419284284,nan,,1.0,1.0,10507,607,0,152,7.6,0.0,6.464477467536926,nan,5.966354064393301,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,116,0.0,0.798929979801178,0.583021552413702,1.0,0.025214018863625825,nan,,1.0,1.0,10393,493,0,310,11.923076923076923,0.0,6.465121654363779,nan,5.9273012603598545,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,117,0.0,0.7989772309362888,0.5834477332234382,1.0,0.02492235037032515,nan,,1.0,1.0,10363,463,0,110,6.470588235294118,0.0,6.490080805385814,nan,5.910648148990114,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,118,0.0,0.799058228880167,0.5839226832985878,1.0,0.024933909019455313,nan,,1.0,1.0,10492,592,0,378,13.03448275862069,0.0,6.49827294514097,nan,5.878786059180533,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,119,0.0,0.7988309802114963,0.5842528921365738,1.0,0.024932008646428586,nan,,1.0,1.0,10151,251,0,240,10.909090909090908,0.0,6.507714141498912,nan,5.848208907941401,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,120,0.0,0.7989919804036617,0.5845811593532563,1.0,0.024988331766799092,nan,,1.0,1.0,10708,808,0,256,9.846153846153847,0.0,6.524419087630052,nan,5.824262805360217,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,121,0.0,0.7990517283976079,0.5849224953353405,1.0,0.025155977909453214,nan,,1.0,1.0,10564,664,0,222,9.25,0.0,6.5332252979278564,nan,5.793372481670346,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,122,0.0,0.7991717299818992,0.5853656408190727,1.0,0.02462434065993875,nan,,1.0,1.0,10538,638,0,128,6.7368421052631575,0.0,6.532622437728079,nan,5.754347417023185,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,123,0.0,0.7991007302701473,0.5858425848186016,1.0,0.02453678219113499,nan,,1.0,1.0,10120,220,0,66,5.5,0.0,6.530458251635234,nan,5.714219006226112,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,124,0.0,0.7991709811985492,0.5862334841489791,1.0,0.02443856292869896,nan,,1.0,1.0,10372,472,0,106,6.625,0.0,6.535874575376511,nan,5.6809587629711835,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,125,0.0,0.7990654800832272,0.5866181156039239,1.0,0.024335243706591427,nan,,1.0,1.0,10569,669,0,162,7.714285714285714,0.0,6.564846106937954,nan,5.66822629811508,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,126,0.0,0.7991959778964519,0.5867094391584396,1.0,0.023905401336960494,nan,,1.0,1.0,10335,435,0,60,4.615384615384615,0.0,6.553602585425744,nan,5.620920414852835,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,127,0.0,0.7991657283902168,0.587537924349308,1.0,0.024044284760020674,nan,,1.0,1.0,10300,400,0,146,8.11111111111111,0.0,6.571031411488851,nan,5.5984213457353365,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,128,0.0,0.7992567303776741,0.5875647841393947,1.0,0.024188057389110326,nan,,1.0,1.0,10321,421,0,90,6.0,0.0,6.590225378672282,nan,5.577466988364475,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,129,0.0,0.7991649790108204,0.5883358350396156,1.0,0.024555961932055653,nan,,1.0,1.0,10729,829,0,318,11.357142857142858,0.0,6.592359781265259,nan,5.542201937748843,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,130,0.0,0.7991982300579548,0.5885793605446815,1.0,0.02426445276942104,nan,,1.0,1.0,10469,569,0,94,5.875,0.0,6.58433523774147,nan,5.498675397077567,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,131,0.0,0.799253979921341,0.5890817247331143,1.0,0.024168099905364216,nan,,1.0,1.0,10267,367,0,106,6.625,0.0,6.581733018159866,nan,5.459980770366304,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,132,0.0,0.7991724795103073,0.5893650487065315,1.0,0.023925159648060797,nan,,1.0,1.0,10768,868,0,350,12.068965517241379,0.0,6.612215436738113,nan,5.4488211144953285,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,133,0.0,0.7991944797337055,0.5901183453202248,1.0,0.023797155003994704,nan,,1.0,1.0,10349,449,0,198,9.0,0.0,6.6282995180650195,nan,5.425782537569368,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,134,0.0,0.7992969791591168,0.5905041505396366,1.0,0.024119616192765533,nan,,1.0,1.0,10441,541,0,132,6.947368421052632,0.0,6.63108293633712,nan,5.391994266276551,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,135,0.0,0.7993304786086083,0.5910115948319435,1.0,0.023908625808544456,nan,,1.0,1.0,10499,599,0,152,7.6,0.0,6.653673243522644,nan,5.374414207962234,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,136,0.0,0.7992852300405502,0.5910925622284412,1.0,0.023336234339512884,nan,,1.0,1.0,10586,686,0,262,11.391304347826088,0.0,6.634785465572191,nan,5.323548970920904,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,137,0.0,0.7992949777841568,0.5917245569825172,1.0,0.023366514383815228,nan,,1.0,1.0,10697,797,0,194,8.434782608695652,0.0,6.674507576486339,nan,5.31983671818532,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,138,0.0,0.799293229430914,0.5922921739518643,1.0,0.023670284277759492,nan,,1.0,1.0,10397,497,0,154,7.7,0.0,6.668081974983215,nan,5.27940167672477,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,139,0.0,0.7993252305686473,0.592602329403162,1.0,0.02350275799166411,nan,,1.0,1.0,10696,796,0,294,10.88888888888889,0.0,6.679512412459762,nan,5.2533125522528525,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,140,0.0,0.7993804802000523,0.5933579091727733,1.0,0.02322786508128047,nan,,1.0,1.0,10475,575,0,124,6.888888888888889,0.0,6.664306693606907,nan,5.206527395777938,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,141,0.0,0.7992449788749219,0.5937098561227322,1.0,0.02328669967595488,nan,,1.0,1.0,10275,375,0,212,9.636363636363637,0.0,6.704339222474531,nan,5.203000486459056,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,142,0.0,0.7993927302956582,0.5941993193328381,1.0,0.023402675734832883,nan,,1.0,1.0,10320,420,0,130,7.222222222222222,0.0,6.688625203238593,nan,5.156315118097058,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,143,0.0,0.7994104790687561,0.5946779032051563,1.0,0.023332688873633742,nan,,1.0,1.0,10461,561,0,124,6.888888888888889,0.0,6.695164203643799,nan,5.127061488020874,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,144,0.0,0.7993474791944027,0.5954493156075478,1.0,0.023145136483944954,nan,,1.0,1.0,10620,720,0,108,6.0,0.0,6.739451593822903,nan,5.126684067608076,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,145,0.0,0.7992992284893989,0.5958606992661953,1.0,0.02313766906969249,nan,,1.0,1.0,10475,575,0,244,10.166666666666666,0.0,6.724475681781769,nan,5.0813034033378095,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,146,0.0,0.799373729377985,0.5963149115443229,1.0,0.022992638759315013,nan,,1.0,1.0,10383,483,0,210,9.545454545454545,0.0,6.711682016199285,nan,5.037937505281862,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,147,0.0,0.799412477016449,0.5964981931447982,1.0,0.02282112950924784,nan,,1.0,1.0,10726,826,0,260,10.0,0.0,6.755771618623,nan,5.0373376982172395,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,148,0.0,0.7993827292323112,0.5972918210923672,1.0,0.022670502495020627,nan,,1.0,1.0,10654,754,0,116,6.105263157894737,0.0,6.754791761699476,nan,5.003141378642499,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,149,0.0,0.7993687282502652,0.597766270339489,1.0,0.022936258264817298,nan,,1.0,1.0,10482,582,0,152,7.6,0.0,6.771920561790466,nan,4.982500703857753,nan
