algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_kept_honest,balance_kept_attacker,balance_local_norm_honest,balance_local_norm_attacker,balance_threshold_honest,balance_threshold_attacker
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,73,0.0,0.7947827300429344,0.5815858590602875,1.0,0.029526317776180803,1294635245240.32,,1.0,1.0,477,0,9900,705,9.91304347826087,103.77,6.08013507594233,1660938192158.72,7.424911455227632,2028296880801.292
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,74,0.0,0.7948564806580544,0.5810873380303383,1.0,0.02916259312070906,5124107319377.92,,1.0,1.0,416,0,9900,594,9.368421052631579,103.16,6.086356388895135,6549140002570.24,7.383123511605535,7944508412618.651
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,75,0.0,0.7949177308380604,0.5809642082452774,1.0,0.02922703692689538,19893203889029.12,,1.0,1.0,445,0,9900,599,8.105263157894736,103.45,6.093372370067396,25510859967037.44,7.342520658932706,30740615370112.36
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,76,0.0,0.7954172301292419,0.5802604711055755,1.0,0.029065091884694992,78388157040558.08,,1.0,1.0,286,0,9900,430,8.0,101.86,6.111427386601766,100272048638525.44,7.315345082165785,120025092582241.86
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,77,0.0,0.7954967293143272,0.5801364183425903,1.0,0.02898332436103374,304302892976701.44,,1.0,1.0,469,0,9900,671,9.619047619047619,103.69,6.110882940746489,390880101840977.94,7.26609094902863,464772504674287.1
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,78,0.0,0.7957279804348946,0.5797758834064006,1.0,0.028498284332454205,1201872892120268.8,,1.0,1.0,557,0,9900,623,4.714285714285714,104.57,6.11783937045506,1537999215085486.0,7.226027974169504,1816593192382526.0
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,79,0.0,0.7958369788527488,0.5798700954020023,1.0,0.028447110881097616,4664624823245210.0,,1.0,1.0,237,0,9900,413,9.263157894736842,101.37,6.135705797295821,5981821274224067.0,7.198977220018758,7018425672616460.0
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,80,0.0,0.7959032291173935,0.5797305968403816,1.0,0.02848391125909984,1.851214986077012e+16,,1.0,1.0,826,0,9900,1036,9.130434782608695,107.26,6.153101900349492,2.369140712508752e+16,7.171418758215483,2.7612252196850884e+16
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,81,0.0,0.7961774794757366,0.579292631149292,1.0,0.02854271688964218,7.113881824174014e+16,,1.0,1.0,487,0,9900,633,7.684210526315789,103.87,6.167992993404991,9.126371506144674e+16,7.141008509418515,1.0566078245415838e+17
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,82,0.0,0.7962209798395634,0.5791035683453083,1.0,0.02802335056010634,2.815243246822962e+17,,1.0,1.0,39,0,9900,55,2.6666666666666665,99.39,6.155710538228353,3.5987774446290074e+17,7.079434566425916,4.138808880008355e+17
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,83,0.0,0.7962759774923325,0.5794071669876576,1.0,0.02831818220205605,1.1045840728007009e+18,,1.0,1.0,410,0,9900,548,7.666666666666667,103.1,6.1739080217149525,1.4178230587669192e+18,7.053184442744973,1.6197467642030303e+18
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,84,0.0,0.7964794808626174,0.5788880954682827,1.0,0.0277865322958678,4.3634848721645706e+18,,1.0,1.0,815,0,9900,1105,11.6,107.15,6.201880073547363,5.583797563746471e+18,7.038063051941082,6.336646122930315e+18
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,85,0.0,0.7966384795308113,0.5787021346390248,1.0,0.027461905097588897,nan,,1.0,1.0,6943,141,3306,328,7.5,35.14,6.193038523197174,nan,6.981331721383678,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,86,0.0,0.796678729057312,0.578775923550129,1.0,0.027807166697457433,nan,,1.0,1.0,10408,508,0,156,8.210526315789474,0.0,6.219260090275815,nan,6.964307131581647,nan
balance,scale,fashion_mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,87,0.0,0.796934978812933,0.5787142792344093,1.0,0.02771988270804286,nan,,1.0,1.0,10275,375,0,70,5.0,0.0,6.220732109887259,nan,6.919670246623839,nan
