algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_dp_norm_honest,n_dp_norm_attacker,trust_honest,trust_attacker,noise_norm_honest,noise_norm_attacker,sigma_dp_honest,sigma_dp_attacker,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,120,7.319849649266901,0.19191774547100068,nan,0.4210283702527784,nan,nan,1000.0,0.324002472524394,0.3018112736265723,3581,956,7127,108,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.2699880769555785,0.0,nan,0.0,5.2699880769555785,0.8894978180071832,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,121,7.319849649266901,0.19164349526166916,nan,0.4148090464476608,nan,nan,1000.0,0.3166626282028782,0.29670235324562017,3628,791,6936,95,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.2699880769555785,0.0,nan,0.0,5.2699880769555785,0.8894978180071832,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,122,7.319849649266901,0.19007474509999156,nan,0.3852194905784194,nan,nan,1000.0,0.41211235975242766,0.27340842391159953,3661,721,6877,45,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.271037308258046,0.0,nan,0.0,5.271037308258046,0.8898048283358617,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,123,7.319849649266901,0.18995924523100258,nan,0.3674692126746921,nan,nan,1000.0,0.26610037472106435,0.25795306024179265,3751,253,6369,33,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.271037308258046,0.0,nan,0.0,5.271037308258046,0.8898048283358617,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,124,7.319849649266901,0.1864964949339628,nan,0.40806596040304866,nan,nan,1000.0,0.41440703631880105,0.2969032024802843,3668,545,6704,33,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.275937540566028,0.0,nan,0.0,5.275937540566028,0.889228305903768,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,125,7.319849649266901,0.18477499505504966,nan,0.41181189893523906,nan,nan,1000.0,0.4197855934108909,0.29669432151331626,3634,777,6935,54,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.276986771868497,0.0,nan,0.0,5.276986771868497,0.8897332142189683,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,126,7.319849649266901,0.18475924456492065,nan,0.4042063512315542,nan,nan,1000.0,0.5291973097694891,0.2864432092866381,3704,484,6631,11,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.276986771868497,0.0,nan,0.0,5.276986771868497,0.8897332142189683,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,127,7.319849649266901,0.18072249559685588,nan,0.3821732679097582,nan,nan,1000.0,0.2527975398943141,0.27176247125250297,3701,472,6599,74,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.285940786532368,0.0,nan,0.0,5.285940786532368,0.8784446268057312,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,128,7.319849649266901,0.1787697453610599,nan,0.36344628763049813,nan,nan,1000.0,0.413418800354358,0.2573941700870172,3696,484,6625,27,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.291427459472451,0.0,nan,0.0,5.291427459472451,0.8748554430857848,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,129,7.319849649266901,0.17682649545371532,nan,0.3835276833465439,nan,nan,1000.0,0.32473961142941776,0.2820534719931876,3580,1016,7149,131,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.29247669077492,0.0,nan,0.0,5.29247669077492,0.8755327976964722,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,130,7.319849649266901,0.1748607454635203,nan,0.4329205544233215,nan,nan,1000.0,0.4557728034926698,0.3086646757643948,3714,633,6755,30,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.295630857370955,0.0,nan,0.0,5.295630857370955,0.873643211407557,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,131,7.319849649266901,0.17115924527868628,nan,0.3325471959353617,nan,nan,1000.0,0.3140453437315356,0.2374150586109614,3672,420,6595,53,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.2997454412810825,0.0,nan,0.0,5.2997454412810825,0.872068348598125,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,132,7.319849649266901,0.16539624612778425,nan,0.3440802131568675,nan,nan,1000.0,0.30811238612717384,0.26236019418336,3537,1098,7231,120,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.3086285613326,0.0,nan,0.0,5.3086285613326,0.8659653216227734,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,133,7.319849649266901,0.16134674578905106,nan,0.37766585848991,nan,nan,1000.0,0.2727868564877094,0.279689745360004,3700,560,6649,87,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.316286504372423,0.0,nan,0.0,5.316286504372423,0.858969012584632,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,134,7.319849649266901,0.1553997459821403,nan,0.41684580284268985,nan,nan,1000.0,0.36722031268252514,0.2980687287439824,3713,617,6728,56,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.324790025831144,0.0,nan,0.0,5.324790025831144,0.8496018742503858,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,135,7.319849649266901,0.15534849582239985,nan,0.4393398192864754,nan,nan,1000.0,0.33062857976651083,0.31503266839742355,3696,688,6803,63,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.324790025831144,0.0,nan,0.0,5.324790025831144,0.8496018742503858,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,136,7.319849649266901,0.1534632460772991,nan,0.38233965495304495,nan,nan,1000.0,0.3538669858696547,0.2991133487224643,3636,837,6950,111,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.3258392571336115,0.0,nan,0.0,5.3258392571336115,0.8498178050936971,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,137,7.319849649266901,0.14957849647849797,nan,0.42322774549904046,nan,nan,1000.0,0.3622573544205423,0.31196992871078355,3560,916,7137,75,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.328310749576572,0.0,nan,0.0,5.328310749576572,0.8501021871068407,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,138,7.319849649266901,0.14379524620249867,nan,0.43608821083245636,nan,nan,1000.0,0.3885558161232102,0.34131621566931464,3713,577,6684,74,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.331458443483978,0.0,nan,0.0,5.331458443483978,0.8524588376308969,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,139,7.319849649266901,0.13787224665284156,nan,0.3786401492692306,nan,nan,1000.0,0.3511172389714976,0.2942499331362952,3581,975,7115,115,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.334606137391383,0.0,nan,0.0,5.334606137391383,0.8542980201500826,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,140,7.319849649266901,0.13781849637627602,nan,0.42887360512854533,nan,nan,1000.0,0.3605869609909187,0.305915696461158,3686,649,6789,50,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.334606137391383,0.0,nan,0.0,5.334606137391383,0.8542980201500826,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,141,7.319849649266901,0.13777099624276162,nan,0.3196662083582624,nan,nan,1000.0,0.24030653958577694,0.25045180122589844,3678,483,6597,104,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.334606137391383,0.0,nan,0.0,5.334606137391383,0.8542980201500826,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,142,7.319849649266901,0.1358452462218702,nan,0.36610420312547975,nan,nan,1000.0,0.3443193884745467,0.2787191193727081,3656,496,6664,54,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.350975735350082,0.0,nan,0.0,5.350975735350082,0.8089189836369841,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,143,7.319849649266901,0.1357502463273704,nan,0.3619918108002941,nan,nan,1000.0,0.36220736902164474,0.2657844974518124,3690,633,6771,52,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.350975735350082,0.0,nan,0.0,5.350975735350082,0.8089189836369841,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,144,7.319849649266901,0.13159624667838216,nan,0.4319665757955997,nan,nan,1000.0,0.5013051639710606,0.3210891397123746,3617,803,7003,25,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.364443159356827,0.0,nan,0.0,5.364443159356827,0.7845335441106808,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,145,7.319849649266901,0.12978249650448562,nan,0.37879414975839104,nan,nan,1000.0,0.2775991303905559,0.2825334652186572,3680,709,6795,110,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.367593606336689,0.0,nan,0.0,5.367593606336689,0.7820600425994684,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,146,7.319849649266901,0.12442399660125375,nan,0.42524870690299965,nan,nan,1000.0,0.2812035617298776,0.3139236335543964,3666,583,6717,110,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.37359746097616,0.0,nan,0.0,5.37359746097616,0.7796140675910205,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,147,7.319849649266901,0.1224207467958331,nan,0.3939623916542708,nan,nan,1000.0,0.3416872816692583,0.2881091801638772,3529,980,7197,106,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.374714519475947,0.0,nan,0.0,5.374714519475947,0.7796764060856582,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,148,7.319849649266901,0.12246349673718214,nan,0.44384725141003156,nan,nan,1000.0,0.4693810689093291,0.31745404830748164,3592,839,7062,31,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.374714519475947,0.0,nan,0.0,5.374714519475947,0.7796764060856582,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,149,7.319849649266901,0.12238824661821127,nan,0.3967041079522678,nan,nan,1000.0,0.36063306241876714,0.28456970983592966,3681,684,6801,50,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.374714519475947,0.0,nan,0.0,5.374714519475947,0.7796764060856582,nan,nan,nan,nan
