algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_threshold_honest,balance_threshold_attacker,nsr_honest,nsr_attacker,balance_local_norm_honest,balance_local_norm_attacker,balance_kept_honest,balance_kept_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,sigma_n_honest,sigma_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,trust_honest,trust_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,2.1684706818340254,0.8842476433515549,0.38651821136474607,1.0,2.2440527860934916,nan,1000.0,1.0,1.0,30475,575,0,76,8.751731349211541,nan,14460.103755538237,0.0,7.9733471136826735,nan,5.846153846153846,0.0,1.1611287280701037,0.0,1.7463252735928896,0.0,261.71956341083234,0.0,1.1611287280701037,0.0,261.71956341083234,0.0,0.736265764786647,0.0,1.7463252735928896,0.2587611776468475,0.736265764786647,1.1611287280701037,11.341181081136067,626.6044960733237
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,2.1684706818340254,0.8841473082701365,0.38702262461185455,1.0,2.4455568116644155,nan,1000.0,1.0,1.0,30680,780,0,276,8.661673077875626,nan,14156.16035838817,0.0,7.9440830894138506,nan,12.0,0.0,1.1592146206318101,0.0,1.75216222906722,0.0,261.7339630126953,0.0,1.1592146206318101,0.0,261.7339630126953,0.0,0.7345583801684172,0.0,1.75216222906722,0.25899684455193395,0.7345583801684172,1.1592146206318101,20.066270497639973,1085.3056274764263
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,2.1684706818340254,0.8841469776630402,0.3871498343348503,1.0,2.3176783204078673,nan,1000.0,1.0,1.0,30129,229,0,52,8.343745049647517,nan,13742.361285652709,0.0,7.703681373596192,nan,5.2,0.0,1.143862587158177,0.0,1.7563122601985033,0.0,258.05153503417966,0.0,1.143862587158177,0.0,258.05153503417966,0.0,0.7475655555725098,0.0,1.7563122601985033,0.25757439218519235,0.7475655555725098,1.143862587158177,8.601717834472657,458.078709521757
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,2.1684706818340254,0.8840656433502833,0.38746262073516846,1.0,2.513202853500843,nan,1000.0,1.0,1.0,30284,384,0,156,8.320560599575089,nan,14078.040868516458,0.0,7.733661711215973,nan,9.75,0.0,1.1515765276385836,0.0,1.7609504141626275,0.0,260.09094429016113,0.0,1.1515765276385836,0.0,260.09094429016113,0.0,0.7353311106562614,0.0,1.7609504141626275,0.25749475426248436,0.7353311106562614,1.1515765276385836,13.871517028808594,750.8288463208778
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,2.1684706818340254,0.8840239787101746,0.38799999366203947,1.0,2.7488101944327354,nan,1000.0,1.0,1.0,30408,508,0,126,9.554772339582211,nan,13602.134115653713,0.0,8.940220355987549,nan,7.875,0.0,1.1373917355248246,0.0,1.7653079494333004,0.0,256.7980031967163,0.0,1.1373917355248246,0.0,256.7980031967163,0.0,0.7471560426056385,0.0,1.7653079494333004,0.25810404282553967,0.7471560426056385,1.1373917355248246,13.69589350382487,725.4471528348647
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,2.3803539875742468,0.8840329778194428,0.3880187690258026,1.0,2.126571313901381,nan,1000.0,1.0,1.0,30316,416,0,54,7.866165613792217,nan,14161.956010230822,0.0,7.409454952586781,nan,4.909090909090909,0.0,1.120205675879599,0.0,1.7753408625109335,0.0,252.79635481400922,0.0,1.120205675879599,0.0,252.79635481400922,0.0,0.762379294092005,0.0,1.7753408625109335,0.23990896313384844,0.762379294092005,1.120205675879599,9.269199676513672,519.2717203751301
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,2.3803539875742468,0.8839719788233439,0.3883621801932653,1.0,2.202163084557182,nan,1000.0,1.0,1.0,30556,656,0,192,8.010963710342958,nan,14225.639272235107,0.0,7.596319750735634,nan,10.105263157894736,0.0,1.164840212136489,0.0,1.7796298236304195,0.0,262.6503946404708,0.0,1.164840212136489,0.0,262.6503946404708,0.0,0.7091997642266122,0.0,1.7796298236304195,0.24047587323818473,0.7091997642266122,1.164840212136489,16.634524993896484,900.9571539082234
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,96,2.3803539875742468,0.8838429766893386,0.38890766084194184,1.0,2.158710652589798,nan,1000.0,1.0,1.0,30539,639,0,276,8.055294134859938,nan,13600.680334507386,0.0,7.689448142051697,nan,13.8,0.0,1.1257280856539906,0.0,1.7835353339381603,0.0,254.0779006958008,0.0,1.1257280856539906,0.0,254.0779006958008,0.0,0.7487932860851287,0.0,1.7835353339381603,0.24140752436510993,0.7487932860851287,1.1257280856539906,16.938526713053385,906.7120223004925
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,97,2.3803539875742468,0.8838156445821126,0.3891109891732534,1.0,2.308749599589242,nan,1000.0,1.0,1.0,30567,667,0,154,8.069896517460545,nan,14815.935441761985,0.0,7.7549148135715065,nan,8.555555555555555,0.0,1.1359526283632162,0.0,1.7871971913078255,0.0,256.27128261990015,0.0,1.1359526283632162,0.0,256.27128261990015,0.0,0.7336356706089444,0.0,1.7871971913078255,0.2418255336841979,0.7336356706089444,1.1359526283632162,15.37627695719401,888.9561265057191
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,98,2.3803539875742468,0.8837449773152669,0.38942842811346057,1.0,2.918025031685829,nan,1000.0,1.0,1.0,30139,239,0,30,9.244756772546324,nan,13740.832587788182,0.0,8.94334226846695,nan,3.75,0.0,1.0839019278684034,0.0,1.7901065857006786,0.0,244.20811462402344,0.0,1.0839019278684034,0.0,244.20811462402344,0.0,0.7880315333604813,0.0,1.7901065857006786,0.24204813773227155,0.7880315333604813,1.0839019278684034,6.5122163899739585,366.4222023410182
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,99,2.3803539875742468,0.8837746441364288,0.3896381754676501,1.0,2.315621922413508,nan,1000.0,1.0,1.0,30280,380,0,70,8.259396875563072,nan,14298.45079062013,0.0,8.043554226557413,nan,5.833333333333333,0.0,1.1324050058285018,0.0,1.7944655624825923,0.0,255.68411763509116,0.0,1.1324050058285018,0.0,255.68411763509116,0.0,0.7299933483203253,0.0,1.7944655624825923,0.241275689845189,0.7299933483203253,1.1324050058285018,10.227364705403646,571.9380316248053
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,100,2.3803539875742468,0.8837583120663961,0.3899926473697027,1.0,2.642040627343314,nan,1000.0,1.0,1.0,30253,353,0,112,8.029839649324595,nan,14833.862745569872,0.0,7.872303485870361,nan,8.0,0.0,1.0887092437792674,0.0,1.801133054764795,0.0,245.7025887625558,0.0,1.0887092437792674,0.0,245.7025887625558,0.0,0.7753301986626217,0.0,1.801133054764795,0.24001026029819078,0.7753301986626217,1.0887092437792674,11.466120808919271,692.2469281265941
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,101,2.3803539875742468,0.8837756435076396,0.39010645776987074,1.0,2.2518266439437866,nan,1000.0,1.0,1.0,30275,375,0,86,7.702706935714167,nan,14764.510953578205,0.0,7.602100849151611,nan,6.615384615384615,0.0,1.1487827575821006,0.0,1.8045468766169672,0.0,259.2230928861178,0.0,1.1487827575821006,0.0,259.2230928861178,0.0,0.7038720066730793,0.0,1.8045468766169672,0.24072061551224322,0.7038720066730793,1.1487827575821006,11.233000691731771,639.7954746550556
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,102,2.401632361888863,0.8835759780804316,0.3907047245899836,1.0,2.453438064631294,nan,1000.0,1.0,1.0,30753,853,0,120,8.458943148463128,nan,14646.464451665273,0.0,8.404302092159496,nan,7.0588235294117645,0.0,1.11340021375338,0.0,1.8089309327204826,0.0,250.96947075338926,0.0,1.11340021375338,0.0,250.96947075338926,0.0,0.740018508013557,0.0,1.8089309327204826,0.24169472120181157,0.740018508013557,1.11340021375338,14.221603342692058,829.9663189276987
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,103,2.447671887081042,0.8835873095194499,0.3910138449072838,1.0,2.302976169519954,nan,1000.0,1.0,1.0,30512,612,0,160,7.839347747317114,nan,15252.427838198188,0.0,7.840807199478149,nan,8.88888888888889,0.0,1.102988168652132,0.0,1.8220051777659612,0.0,248.81812795003256,0.0,1.102988168652132,0.0,248.81812795003256,0.0,0.7480511003070407,0.0,1.8220051777659612,0.22054179926110826,0.7480511003070407,1.102988168652132,14.929087677001952,915.1456702918913
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,104,2.447671887081042,0.8835673089822134,0.3913028531273206,1.0,2.3924951871236164,nan,1000.0,1.0,1.0,30560,660,0,104,7.813792884836781,nan,15238.562120139706,0.0,7.867523288726806,nan,6.933333333333334,0.0,1.1194519847282602,0.0,1.8251105280193065,0.0,252.4381113688151,0.0,1.1194519847282602,0.0,252.4381113688151,0.0,0.7255461812019348,0.0,1.8251105280193065,0.22131976063327943,0.7255461812019348,1.1194519847282602,12.621905568440756,761.9281060069852
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,105,2.447671887081042,0.8835566439231237,0.3915711627403895,1.0,2.7527157749448503,nan,1000.0,1.0,1.0,30067,167,0,26,8.248564690743597,nan,14137.500204221582,0.0,8.360838276999337,nan,3.7142857142857144,0.0,1.0543644216651291,0.0,1.828108830345545,0.0,238.02283804757255,0.0,1.0543644216651291,0.0,238.02283804757255,0.0,0.7960394450596401,0.0,1.828108830345545,0.22203952925014386,0.7960394450596401,1.0543644216651291,5.5538662211100265,329.8750047651703
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,106,2.447671887081042,0.8835379789272945,0.3919782907764117,1.0,2.3160284095340304,nan,1000.0,1.0,1.0,30362,462,0,182,7.956213962271611,nan,15460.987199146206,0.0,8.118451277414957,nan,10.11111111111111,0.0,1.1301202158988062,0.0,1.8321273288355595,0.0,255.05675082736545,0.0,1.1301202158988062,0.0,255.05675082736545,0.0,0.7056580024460951,0.0,1.8321273288355595,0.22322680412465234,0.7056580024460951,1.1301202158988062,15.303405049641928,927.6592319487725
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,107,2.4525878424361958,0.8833663101991017,0.3926736750205358,1.0,2.840907543897629,nan,1000.0,1.0,1.0,30398,498,0,136,8.669577732371039,nan,14726.559008819184,0.0,8.905534207820892,nan,8.5,0.0,1.0958852487422364,0.0,1.8371085884698308,0.0,247.42649936676025,0.0,1.0958852487422364,0.0,247.42649936676025,0.0,0.7410967238247395,0.0,1.8371085884698308,0.2237631003098231,0.7410967238247395,1.0958852487422364,13.196079966227213,785.4164804703564
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,108,2.4525878424361958,0.8832496438423793,0.3932566507657369,1.0,2.8697326680024466,nan,1000.0,1.0,1.0,30405,505,0,64,8.900575135995979,nan,15189.646832227016,0.0,9.20397432645162,nan,5.333333333333333,0.0,1.1044319285285367,0.0,1.8390279338162108,0.0,249.57832209269205,0.0,1.1044319285285367,0.0,249.57832209269205,0.0,0.727466806769371,0.0,1.8390279338162108,0.22448457501154254,0.727466806769371,1.1044319285285367,9.983132883707682,607.5858732890805
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,109,2.4525878424361958,0.883092312614123,0.39415681213140485,1.0,2.752253156441909,nan,1000.0,1.0,1.0,30918,1018,0,318,8.225616588335932,nan,14660.379954389073,0.0,8.562904229530922,nan,12.23076923076923,0.0,1.0685934763902463,0.0,1.8499376853683542,0.0,241.02039806659405,0.0,1.0685934763902463,0.0,241.02039806659405,0.0,0.7650608236973102,0.0,1.8499376853683542,0.22513088318538227,0.7650608236973102,1.0685934763902463,20.888434499104818,1270.5662627137194
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,110,2.4525878424361958,0.8829569762945175,0.39490284164746603,1.0,2.844753364721934,nan,1000.0,1.0,1.0,30644,744,0,326,8.285927060799066,nan,15423.805352787758,0.0,8.683384398619333,nan,13.583333333333334,0.0,1.0823856508853562,0.0,1.8612722667685242,0.0,244.27783393859863,0.0,1.0823856508853562,0.0,244.27783393859863,0.0,0.7453633807599545,0.0,1.8612722667685242,0.22470528598273637,0.7453633807599545,1.0823856508853562,19.542226715087892,1233.9044282230207
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,111,2.4525878424361958,0.8828669784466425,0.39533883303403855,1.0,2.898206962006433,nan,1000.0,1.0,1.0,30322,422,0,102,7.958549087480441,nan,15582.967700111276,0.0,8.396090609686715,nan,7.285714285714286,0.0,1.0465041315760635,0.0,1.867949679528443,0.0,236.10690198625838,0.0,1.0465041315760635,0.0,236.10690198625838,0.0,0.783310489995139,0.0,1.867949679528443,0.22450673170511984,0.783310489995139,1.0465041315760635,11.018322092692058,727.2051593385262
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,112,2.4525878424361958,0.8828039775292079,0.39562919388214746,1.0,2.8394067734479904,nan,1000.0,1.0,1.0,30247,347,0,24,8.115236128195983,nan,13596.70587209895,0.0,8.618658542633057,nan,3.0,0.0,1.061803738354226,0.0,1.871006079426123,0.0,239.10507011413574,0.0,1.061803738354226,0.0,239.10507011413574,0.0,0.7618138268589973,0.0,1.871006079426123,0.22661924120909993,0.7618138268589973,1.061803738354226,6.37613520304362,362.578823255972
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,113,2.4525878424361958,0.8826379766066869,0.39647030889987944,1.0,2.898385837674141,nan,1000.0,1.0,1.0,30261,361,0,140,9.219370635782234,nan,15383.144367801426,0.0,9.856780499219894,nan,8.75,0.0,1.103390406142101,0.0,1.8761352722705744,0.0,249.21696281433105,0.0,1.103390406142101,0.0,249.21696281433105,0.0,0.7094531152397394,0.0,1.8761352722705744,0.22454550524451466,0.7094531152397394,1.103390406142101,13.291571350097657,820.4343662827428
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,114,2.4525878424361958,0.8825299769639969,0.39703019549449287,1.0,2.759133235613505,nan,1000.0,1.0,1.0,30662,762,0,108,8.275943664172875,nan,15472.030271511403,0.0,8.907311344146729,nan,7.2,0.0,1.0864911638238217,0.0,1.8818425233281915,0.0,245.29690450032552,0.0,1.0864911638238217,0.0,245.29690450032552,0.0,0.7254007299741109,0.0,1.8818425233281915,0.22363978657457545,0.7254007299741109,1.0864911638238217,12.264845225016275,773.6015135755702
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,115,2.4525878424361958,0.8824546446402868,0.39749298761288326,1.0,2.5929757356643677,nan,1000.0,1.0,1.0,30424,524,0,110,8.079555243391516,nan,16015.843793112179,0.0,8.754107157389322,nan,7.333333333333333,0.0,1.0979007288718945,0.0,1.8852342101115993,0.0,248.04942321777344,0.0,1.0979007288718945,0.0,248.04942321777344,0.0,0.7081460316975912,0.0,1.8852342101115993,0.22621976989802933,0.7081460316975912,1.0979007288718945,12.402471160888672,800.7921896556091
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,116,2.4891272334173378,0.8822599772612254,0.3986465109388034,1.0,2.969278248873624,nan,1000.0,1.0,1.0,30395,495,0,286,8.716811670390012,nan,15310.57212467051,0.0,9.507741451263428,nan,13.0,0.0,1.0754876494581718,0.0,1.8925565541935225,0.0,242.3448618108576,0.0,1.0754876494581718,0.0,242.3448618108576,0.0,0.7307164222002029,0.0,1.8925565541935225,0.2267021145212979,0.7307164222002029,1.0754876494581718,17.771956532796224,1122.775289142504
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,117,2.4891272334173378,0.8822943125168482,0.39878537485996884,1.0,2.5081739100542935,nan,1000.0,1.0,1.0,30286,386,0,54,7.187903371164444,nan,16022.776588960662,0.0,7.892547910863703,nan,4.909090909090909,0.0,1.051600692072975,0.0,1.898559679418158,0.0,237.16211492365056,0.0,1.051600692072975,0.0,237.16211492365056,0.0,0.7551787874915383,0.0,1.898559679418158,0.22577720684038788,0.7551787874915383,1.051600692072975,8.695944213867188,587.5018082618909
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,118,2.4891272334173378,0.8818599778413773,0.400432252685229,1.0,3.1974028301239015,nan,1000.0,1.0,1.0,30843,943,0,320,9.264193857489083,nan,14387.360281142686,0.0,10.240423736572266,nan,12.8,0.0,1.055506844101197,0.0,1.9084310834961031,0.0,238.23771179199218,0.0,1.055506844101197,0.0,238.23771179199218,0.0,0.7468009579181671,0.0,1.9084310834961031,0.23235406337314995,0.7468009579181671,1.055506844101197,19.853142649332682,1198.9466900952239
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,119,2.4891272334173378,0.8818426450093587,0.40077385763327283,1.0,2.5065037429332735,nan,1000.0,1.0,1.0,30516,616,0,214,7.203328459969283,nan,15593.064808421934,0.0,8.015651154518128,nan,10.7,0.0,1.0422738313958089,0.0,1.9173529685559014,0.0,235.17255401611328,0.0,1.0422738313958089,0.0,235.17255401611328,0.0,0.7587944239377975,0.0,1.9173529685559014,0.23132371941078445,0.7587944239377975,1.0422738313958089,15.678170267740885,1039.5376538947958
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,120,2.4891272334173378,0.8815949795643488,0.40187670330206554,1.0,3.076771372840518,nan,1000.0,1.0,1.0,30664,764,0,222,8.671652684859687,nan,14706.841727391284,0.0,9.714104289100284,nan,10.571428571428571,0.0,1.0394726535544334,0.0,1.9285842911179536,0.0,234.53805687313988,0.0,1.0394726535544334,0.0,234.53805687313988,0.0,0.7584110583577838,0.0,1.9285842911179536,0.23758766053646627,0.7584110583577838,1.0394726535544334,16.41766398111979,1029.4789209173898
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,121,2.4891272334173378,0.8814669777949651,0.4027384784817696,1.0,3.140736467698041,nan,1000.0,1.0,1.0,30381,481,0,160,8.901075013088969,nan,14824.845085833176,0.0,10.037802443784827,nan,9.411764705882353,0.0,1.0614251662952283,0.0,1.933098244005241,0.0,239.27707447725183,0.0,1.0614251662952283,0.0,239.27707447725183,0.0,0.72838093252743,0.0,1.933098244005241,0.23988499462581545,0.72838093252743,1.0614251662952283,13.559034220377605,840.07455486388
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,122,2.4891272334173378,0.8813373120625814,0.4034163186947505,1.0,3.262027905537532,nan,1000.0,1.0,1.0,30331,431,0,80,8.600102354830069,nan,14915.703145244797,0.0,9.763265499701866,nan,6.153846153846154,0.0,1.0128899977159262,0.0,1.9440193743913408,0.0,228.49270864633414,0.0,1.0128899977159262,0.0,228.49270864633414,0.0,0.7828816313009995,0.0,1.9440193743913408,0.2418070061544423,0.7828816313009995,1.0128899977159262,9.901350708007813,646.3471362939412
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,123,2.4891272334173378,0.8813359781106314,0.4038799218336741,1.0,3.2870492272906833,nan,1000.0,0.8333333333333334,1.0,30164,265,0,43,9.833046707722948,nan,13798.296738259143,0.0,11.237633864084879,nan,4.777777777777778,0.0,1.0784940296889651,0.0,1.948260120381774,0.0,243.22199503580728,0.0,1.0784940296889651,0.0,243.22199503580728,0.0,0.7001562118530273,0.0,1.948260120381774,0.24540861464343122,0.7001562118530273,1.0784940296889651,7.296659851074219,413.94890214777433
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,124,2.4891272334173378,0.8813959757486979,0.4040406672159831,1.0,2.2893331580691867,nan,1000.0,1.0,1.0,30205,305,0,40,8.549444894418526,nan,15373.661621001653,0.0,9.836033291286892,nan,4.444444444444445,0.0,1.1212111546143835,0.0,1.9510877424056685,0.0,252.81719292534723,0.0,1.1212111546143835,0.0,252.81719292534723,0.0,0.6446117667688264,0.0,1.9510877424056685,0.24445008509956334,0.6446117667688264,1.1212111546143835,7.584515787760417,461.2098486300496
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,125,2.4891272334173378,0.8813086434205373,0.40461935579776764,1.0,2.9051788727442425,nan,1000.0,1.0,1.0,30524,624,0,96,7.091341377022558,nan,16684.42708759612,0.0,8.213074493408204,nan,6.4,0.0,0.9946465012008511,0.0,1.9624072859940869,0.0,224.44763590494793,0.0,0.9946465012008511,0.0,224.44763590494793,0.0,0.7939982334772746,0.0,1.9624072859940869,0.24820588027996315,0.7939982334772746,0.9946465012008511,11.222381795247395,834.2213543798058
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,126,2.540935097200642,0.8813119794925054,0.40496244847774504,1.0,3.2134245187044144,nan,1000.0,1.0,1.0,30150,250,0,40,8.572204670170658,nan,16335.226853780907,0.0,9.994594931602478,nan,5.0,0.0,1.0092863929746447,0.0,1.9661100943095804,0.0,227.52580070495605,0.0,1.0092863929746447,0.0,227.52580070495605,0.0,0.7725706994533539,0.0,1.9661100943095804,0.25127912641007094,0.7725706994533539,1.0092863929746447,6.067354685465495,435.6060494341575
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,127,2.636458023597578,0.8810689787069956,0.40621731132268907,0.9884700665188471,3.0957539677619934,nan,1000.0,0.8896103896103896,1.0,30356,459,0,131,9.137767534377542,nan,16539.688221173372,0.0,10.725265890359879,nan,8.1875,0.0,1.0517661060150276,0.0,1.9742527051922514,0.0,237.27503490447998,0.0,1.0517661060150276,0.0,237.27503490447998,0.0,0.7170665673911572,0.0,1.9742527051922514,0.253001974771353,0.7170665673911572,1.0517661060150276,12.654668528238933,882.1167051292465
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,128,2.636458023597578,0.8811963105201721,0.4062506848573685,1.0,2.1719670395056405,nan,1000.0,1.0,1.0,30273,373,0,78,6.505581123166162,nan,18281.831129147355,0.0,7.686866799990336,nan,6.5,0.0,1.0330977058036421,0.0,1.9807407221129776,0.0,233.07787704467773,0.0,1.0330977058036421,0.0,233.07787704467773,0.0,0.7360519270102183,0.0,1.9807407221129776,0.2564365187461684,0.7360519270102183,1.0330977058036421,9.32311508178711,731.2732451658942
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,129,2.636458023597578,0.8810016453266144,0.40712634205818177,1.0,2.937155650721656,nan,1000.0,1.0,1.0,30533,633,0,160,7.7450503436385,nan,16096.42795429434,0.0,9.212612417009142,nan,8.88888888888889,0.0,1.007333004902375,0.0,1.9913271540332065,0.0,227.22289360894098,0.0,1.007333004902375,0.0,227.22289360894098,0.0,0.7638710372977786,0.0,1.9913271540332065,0.2637205870149296,0.7638710372977786,1.007333004902375,13.633373616536458,965.7856772576606
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,130,2.636458023597578,0.88088964621226,0.4077915193637212,1.0,3.1140347610820425,nan,1000.0,1.0,1.0,30290,390,0,62,8.67076589026139,nan,15991.180596254533,0.0,10.38272406838157,nan,5.636363636363637,0.0,1.0227472116638774,0.0,1.9977859165690581,0.0,230.64447021484375,0.0,1.0227472116638774,0.0,230.64447021484375,0.0,0.7411850094795227,0.0,1.9977859165690581,0.2650189248083485,0.7411850094795227,1.0227472116638774,8.456963907877604,586.3432885293329
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,131,2.636458023597578,0.8808813109000524,0.40822549402713776,1.0,3.322539947249673,nan,1000.0,1.0,1.0,30355,455,0,52,8.848208027705546,nan,15984.653461452726,0.0,10.66607106815685,nan,4.7272727272727275,0.0,1.031646775319781,0.0,2.0017611327102545,0.0,233.01478854092684,0.0,1.031646775319781,0.0,233.01478854092684,0.0,0.7264162464575334,0.0,2.0017611327102545,0.26558309595664287,0.7264162464575334,1.031646775319781,8.543875579833985,586.1039602532667
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,132,2.636458023597578,0.8807183124621709,0.40898662914832434,1.0,2.90248142971712,nan,1000.0,1.0,1.0,30139,239,0,206,8.008698370529592,nan,16148.510498460688,0.0,9.718659849727855,nan,12.117647058823529,0.0,1.0358863414860253,0.0,2.0089105038278627,0.0,233.65357881433823,0.0,1.0358863414860253,0.0,233.65357881433823,0.0,0.7173402239294613,0.0,2.0089105038278627,0.2656270614582045,0.7173402239294613,1.0358863414860253,13.240369466145834,915.082261579439
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,133,2.6802461854408386,0.8805096443494161,0.4101787876089414,0.9936309559574596,3.4260488678427303,nan,1000.0,0.9055555555555556,1.0,30550,653,0,133,9.341814451527622,nan,15231.15911811967,0.0,11.412242160123938,nan,7.823529411764706,0.0,1.0086462929539812,0.0,2.018928915677685,0.0,227.51964075425093,0.0,1.0086462929539812,0.0,227.51964075425093,0.0,0.7473171002724591,0.0,2.018928915677685,0.2716290802613511,0.7473171002724591,1.0086462929539812,12.892779642740885,863.0990166934481
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,134,2.6802461854408386,0.880332310795784,0.41107205669085184,0.998029243483789,3.242637821038564,nan,1000.0,0.9194848866980014,1.0,30537,640,0,97,8.608773561184183,nan,16543.205832742235,0.0,10.587083117167156,nan,6.466666666666667,0.0,1.0007458208876037,0.0,2.0301216899113492,0.0,225.71426391601562,0.0,1.0007458208876037,0.0,225.71426391601562,0.0,0.7533948381741842,0.0,2.0301216899113492,0.2737319272205307,0.7533948381741842,1.0007458208876037,11.285713195800781,827.1602916371118
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,135,2.6802461854408386,0.880188310345014,0.41190116584300995,1.0,3.2372074524561563,nan,1000.0,1.0,1.0,30325,425,0,122,8.596870522175598,nan,15336.180135207695,0.0,10.643163172403971,nan,8.133333333333333,0.0,1.0188717232599411,0.0,2.0367143469929183,0.0,230.0741953531901,0.0,1.0188717232599411,0.0,230.0741953531901,0.0,0.7270025650660197,0.0,2.0367143469929183,0.2780770862460516,0.7270025650660197,1.0188717232599411,11.503709767659505,766.8090067603848
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,136,2.706861049998866,0.8801993107795716,0.4125153821706772,0.9994359842075577,2.7287429173787436,nan,1000.0,0.9988776655443322,1.0,30413,514,0,67,8.00033832221472,nan,17276.228210723402,0.0,9.9708913564682,nan,5.583333333333333,0.0,1.0384355651585782,0.0,2.042401972148567,0.0,234.23310343424478,0.0,1.0384355651585782,0.0,234.23310343424478,0.0,0.6986609672506651,0.0,2.042401972148567,0.280080911683557,0.6986609672506651,1.0384355651585782,9.36932413736979,691.049128428936
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,137,2.7743816515706055,0.8798086442550024,0.4143995389342308,0.9988496416348143,3.7348131572498993,nan,1000.0,0.9977172253034323,1.0,30686,788,0,128,10.28120949050854,nan,15528.59254118236,0.0,12.899270085727467,nan,7.529411764705882,0.0,0.9987445398808641,0.0,2.0502021585983146,0.0,225.60717414407168,0.0,0.9987445398808641,0.0,225.60717414407168,0.0,0.7446402381448185,0.0,2.0502021585983146,0.28176995035570407,0.7446402381448185,0.9987445398808641,12.78440653483073,879.953577333667
