algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_threshold_honest,balance_threshold_attacker,balance_kept_honest,balance_kept_attacker,balance_local_norm_honest,balance_local_norm_attacker
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,26,0.0,0.8743619781732559,0.456262384057045,nan,0.04005737694601218,0.042264974545687437,,nan,nan,0,0,0,30894,9.517949662380259,9.475182809507688,41.46153846153846,151.775,5.69752729856051,5.671926689147949
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,27,0.0,0.8751719778776169,0.4508960852026939,nan,0.039072229017814,0.04121734671294689,,nan,nan,0,0,0,31368,9.485277660106348,9.437419796641334,48.411764705882355,152.725,5.715949142680449,5.687109384536743
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,28,0.0,0.8759266432126364,0.4457291198770205,nan,0.03807412159939607,0.04038112537935376,,nan,nan,0,0,0,31238,9.44535370366917,9.399086249584897,43.64705882352941,152.48,5.729963162366082,5.701895308494568
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,29,0.0,0.8766529778639476,0.4409910229841868,nan,0.037070385900636514,0.039501628633588554,,nan,nan,0,0,0,31418,9.405871477182993,9.36018442981191,51.0,153.01,5.744178682565689,5.716277539730072
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,30,0.0,0.8772686435778936,0.43668311546246213,nan,0.03642297363529603,0.0387697721272707,,nan,nan,0,0,0,31504,9.371097085333282,9.320770345526466,42.36363636363637,152.86,5.761222319169478,5.730282127857208
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,31,0.0,0.8778069800138474,0.43269259164730706,nan,0.035595396993060906,0.03814655605703592,,nan,nan,0,0,0,30888,9.337347450432494,9.280901705968631,43.833333333333336,151.81,5.778871178627014,5.7439369869232175
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,32,0.0,0.8784129784504573,0.4289680287241936,nan,0.034790100529789925,0.037221690732985736,,nan,nan,0,0,0,30856,9.308297185617993,9.240627835252011,40.15384615384615,151.67,5.7994262621952934,5.757265660762787
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,33,0.0,0.8789556451638539,0.42555943061908086,nan,0.03408027805387974,0.03670906765386462,,nan,nan,0,0,0,30810,9.255161647895875,9.200015011875525,40.833333333333336,151.6,5.804891347885132,5.770303056240082
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,34,0.0,0.8794636440277099,0.42232456237077715,nan,0.03340343880156676,0.03597145020961762,,nan,nan,0,0,0,32356,9.218151081577961,9.159073661271547,58.69565217391305,155.03,5.820351393326469,5.783049840927124
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,35,0.0,0.8800046430031458,0.41932199567556383,nan,0.03281739658986529,0.03539524106308818,,nan,nan,0,0,0,30774,9.172988903628166,9.117871646330686,40.0,151.47,5.83057717482249,5.795543291568756
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,36,0.0,0.8803109782934189,0.4165538435180982,nan,0.03225520271807909,0.03489306787028909,,nan,nan,0,0,0,30930,9.146853577805985,9.076430628302385,45.666666666666664,151.91,5.852854172388713,5.807792201042175
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,37,0.0,0.8807863124211629,0.41399423211812975,nan,0.03173024129743377,0.03439921816810965,,nan,nan,0,0,0,30268,9.101794223160201,9.034747319193418,20.636363636363637,150.205,5.862978285009211,5.8197895979881284
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,38,0.0,0.8811726438999176,0.41159596780935925,nan,0.031187879803280034,0.033888236796483395,,nan,nan,0,0,0,31402,9.064294168767598,8.99287424007647,38.375,152.405,5.877877910931905,5.831564583778381
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,39,0.0,0.8814929775396982,0.40928253322839736,nan,0.030749487994859617,0.0333373305760324,,nan,nan,0,0,0,30658,9.018903097595972,8.950843064417114,33.07692307692308,151.14,5.887563265286959,5.843133499622345
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,40,0.0,0.8818356434504191,0.4070866695046425,nan,0.030066669825464486,0.03296122746542096,,nan,nan,0,0,0,31066,8.983315892430427,8.9086690107824,42.733333333333334,152.125,5.903557999928792,5.854502372741699
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,41,0.0,0.8822529774904251,0.40504555652538937,nan,0.029680179034670195,0.03271745474077761,,nan,nan,0,0,0,31426,8.936486978496566,8.866366804489843,39.43478260869565,152.595,5.912066169407057,5.865677123069763
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,42,0.0,0.8824866451819737,0.4031668640176455,nan,0.029304106732209522,0.03207065610215068,,nan,nan,0,0,0,31316,8.89924403806357,8.823927604758397,53.714285714285715,152.82,5.926808186939785,5.876648190021515
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,43,0.0,0.8827409770091375,0.40141432791948317,nan,0.028907860356072585,0.031781618017703295,,nan,nan,0,0,0,31224,8.860897687160893,8.781446628829567,41.388888888888886,152.395,5.940743128458659,5.887475576400757
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,44,0.0,0.883024978240331,0.3997930803894997,nan,0.028496725286046663,0.03152736430056393,,nan,nan,0,0,0,31312,8.816652441368456,8.738920318306857,43.833333333333336,152.615,5.95061797565884,5.898154280185699
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,45,0.0,0.8832899765173594,0.3982521711786588,nan,0.02806673587610324,0.030979485204443335,,nan,nan,0,0,0,31786,8.771083412512027,8.696294393144324,50.38095238095238,153.64,5.959459690820603,5.9086447429656985
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,46,0.0,0.8836069784561793,0.3966631648937861,nan,0.02768812091400226,0.03067648984491825,,nan,nan,0,0,0,30978,8.739981387212,8.653651916122845,50.72727272727273,152.1,5.978048714724454,5.919000329971314
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,47,0.0,0.8837709784507751,0.3953792307774226,nan,0.027361715622246267,0.030373256569728255,,nan,nan,0,0,0,31756,8.697040138851179,8.611014020655468,58.294117647058826,153.825,5.988467721378102,5.929233243465424
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,48,0.0,0.8840399793783824,0.39406186789274217,nan,0.027014488310863574,0.030004910184070466,,nan,nan,0,0,0,30596,8.639754342353207,8.568364805106533,34.54545454545455,151.08,5.9888154376636855,5.939330377578735
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,49,0.0,0.8842639772097269,0.3927478531996409,nan,0.026674367853750786,0.029813263509422542,,nan,nan,0,0,0,30688,8.610595603051005,8.525715506675853,38.81818181818182,151.305,6.008527105504816,5.949297246932983
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,50,0.0,0.8842919772863388,0.3919985821843147,nan,0.026178354906539122,0.2943692594766617,,nan,0.0,0,0,30411,605,8.575437209173641,8.325255001445697,43.214285714285715,152.055,6.024019922528948,5.848273477554321
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,51,0.0,0.8843506435553233,0.39133425762255986,nan,0.02599441119780143,0.5112417979538441,,nan,0.0,0,0,30384,530,8.53365541567314,8.148126871308413,48.18181818181818,151.92,6.034767280925404,5.7621320581436155
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,52,0.0,0.8811693116029103,0.39975850681463876,nan,0.02601323143268625,2.1448378419876097,,nan,0.0,0,0,30400,580,8.495194356934649,8.615770365169015,44.61538461538461,152.0,6.047752930567815,6.133591332435608
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,53,0.0,0.8682589783271154,0.5906677623589833,0.7952535960109095,0.029923148366312186,9.3981567466259,,1.0,0.6632664081810727,2432,0,27923,551,8.456365007565225,17.045528406751636,21.166666666666668,141.1,6.060378352801005,12.215928626060485
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,54,0.0,0.8842243113120397,0.39036720563968025,1.0,0.04653644771625598,48.4094770526886,,1.0,1.0,5257,0,25271,766,8.40363009311058,77.16409897377059,8.117647058823529,129.495,6.062869801240809,55.67068995475769
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,55,0.0,0.8846729785203934,0.3886342230439186,1.0,0.026002787873148917,277.8975037765503,,1.0,1.0,2615,0,27699,498,8.347662084348192,434.7456668874262,6.461538461538462,140.565,6.062775281759409,315.7489194488525
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,56,0.0,0.884859310388565,0.3877289314071337,1.0,0.02487800199538469,1584.931276550293,,1.0,1.0,1451,0,28757,358,8.331387998691106,2475.04288594932,5.0,145.325,6.091430139541626,1809.60853515625
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,57,0.0,0.8850416455666225,0.3867690735061963,1.0,0.024576603217671314,9869.15310546875,,1.0,1.0,631,0,29725,700,8.277540340901414,15239.669539414674,12.2,150.905,6.092541694641113,11216.897563476563
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,58,0.0,0.8851573113600413,0.38600882053375246,1.0,0.024290789477527143,58373.2959375,,1.0,1.0,793,0,29892,1091,8.240702990798793,90483.87629827403,12.75,153.385,6.10599946975708,67044.58361328125
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,59,0.0,0.8852659769852956,0.3853268024325371,1.0,0.02402140712365508,381621.2971875,,1.0,1.0,443,0,29900,559,8.19931830181393,581778.0882681841,7.733333333333333,151.715,6.115972773234049,433955.4603125
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,60,0.0,0.8854909763733546,0.3845379855235418,1.0,0.023758927180121344,2305163.44,,1.0,1.0,467,0,29900,537,8.157629845310302,3537803.3272713087,5.833333333333333,151.835,6.125578204790751,2656542.57
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,61,0.0,0.8856266425053279,0.38397608945767087,1.0,0.023444962836802006,15461421.81,,1.0,1.0,372,0,29900,530,8.123861081325451,23302370.088805553,9.875,151.36,6.141025185585022,17614831.195
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,62,0.0,0.8855969778696696,0.38349465827147167,1.0,0.02334324679027001,93269926.48,,1.0,1.0,592,0,29900,720,8.080815479518566,141595048.8397222,8.0,152.46,6.149345248937607,107751110.4
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,63,0.0,0.8858173108100891,0.3828881561756134,1.0,0.02302623777339856,629434386.24,,1.0,1.0,641,0,29900,829,8.037511323407061,936689318.4720322,9.894736842105264,152.705,6.157303785022936,717570458.56
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,64,0.0,0.8858473102251688,0.3823335659503937,1.0,0.022765823137015105,3786595301.12,,1.0,1.0,1008,0,29900,1162,8.000814873100644,5664044334.626273,8.555555555555555,154.54,6.170189486609565,4368083421.44
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,65,0.0,0.8859579769770304,0.38180439700682955,1.0,0.022506159245967865,25356424970.24,,1.0,1.0,734,0,29900,914,7.966519590195322,37194422360.19872,9.473684210526315,153.17,6.184836237054122,28876024043.52
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,66,0.0,0.8860963100194931,0.3813353168964386,1.0,0.02232268680507938,151864521359.36,,1.0,1.0,554,0,29900,692,7.910857493719096,223961204527.59348,8.625,152.27,6.1827037036418915,175036115845.12
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,67,0.0,0.8861613108714421,0.380996651550134,1.0,0.02207241429015994,1021778651054.08,,1.0,1.0,554,0,29900,776,7.887792544979819,1478031483376.144,11.1,152.27,6.205912518501282,1162877197025.28
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,68,0.0,0.8862183113892873,0.38060885697603225,1.0,0.021907065194100142,6117869622394.88,,1.0,1.0,798,0,29900,1018,7.846405380452586,8899869512988.682,10.476190476190476,153.49,6.214643319447835,7049025882685.44
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,69,0.0,0.8863066442807516,0.3801925978064537,1.0,0.021691630482673644,41157019104706.56,,1.0,1.0,317,0,29900,345,7.806444861950366,58684168348845.68,3.111111111111111,151.085,6.224350770314534,46790934276341.76
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,70,0.0,0.8863596437374751,0.3799296354254087,1.0,0.02143824808920423,246928177501306.88,,1.0,1.0,147,0,29900,185,7.758923445342368,354274822685969.7,4.75,150.235,6.227841138839722,284365135282176.0
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,71,0.0,0.8864326447248458,0.37966946492592496,1.0,0.02128824492916465,1673946104300830.8,,1.0,1.0,281,0,29900,339,7.7007590631779355,2354442987547559.5,5.8,150.905,6.222499799728394,1902477521799086.0
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,72,0.0,0.8865079766511917,0.37941832492748895,1.0,0.02114012215907375,1.0030612944561112e+16,,1.0,1.0,541,0,29900,649,7.674889776009106,1.4195009483266182e+16,7.2,152.205,6.243078549702962,1.154681849566462e+16
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,73,0.0,0.886550309062004,0.379128877222538,1.0,0.020858704820275308,6.75005217455997e+16,,1.0,1.0,618,0,29900,824,7.638227222746491,9.368406308570059e+16,10.3,152.59,6.254815769195557,7.671630314501832e+16
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,74,0.0,0.8865563104550044,0.37887355854113897,1.0,0.02061797252545754,4.0356643371946605e+17,,1.0,1.0,646,0,29900,774,7.594198501654615,5.632375242958953e+17,8.533333333333333,152.73,6.260358301798503,4.643108433815614e+17
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,75,0.0,0.8866079787413279,0.3787099841237068,1.0,0.020363795589655637,2.710827108386556e+18,,1.0,1.0,544,0,29900,648,7.563999570563824,3.7106695142190167e+18,7.428571428571429,152.22,6.277172122682844,3.079390871701024e+18
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,76,0.0,0.8866549768050511,0.3784853072961171,1.0,0.02020231030260523,1.6158461133805625e+19,,1.0,1.0,589,0,29900,711,7.531065279572376,inf,7.625,152.445,6.291645586490631,inf
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,77,0.0,0.8866723108291626,0.3783236132065455,1.0,0.02002942786862453,nan,,1.0,1.0,30241,341,0,186,7.4946897528307375,nan,10.941176470588236,0.0,6.303137695088106,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,78,0.0,0.8867269796133042,0.3781816926598549,1.0,0.01982190443823735,nan,,1.0,1.0,30513,613,0,48,7.450091361757327,nan,4.363636363636363,0.0,6.307540243322199,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,79,0.0,0.8867343109846115,0.3780928702155749,1.0,0.019604081679135563,nan,,1.0,1.0,30375,475,0,148,7.4123326032660914,nan,9.25,0.0,6.317549109458923,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,80,0.0,0.8868583110968272,0.3778915695349375,1.0,0.01953010624895493,nan,,1.0,1.0,30373,473,0,152,7.382888026317626,nan,9.5,0.0,6.3345432579517365,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,81,0.0,0.8868323115507761,0.3777788557608922,1.0,0.01938655120631059,nan,,1.0,1.0,30529,629,0,86,7.330534790840124,nan,6.142857142857143,0.0,6.331694909504482,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,82,0.0,0.886857978105545,0.37776374697685244,1.0,0.018989562684049208,nan,,1.0,1.0,30012,112,0,12,7.288125237973107,nan,2.4,0.0,6.337171268463135,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,83,0.0,0.8869293119510014,0.3776673116286596,1.0,0.019019302359471718,nan,,1.0,1.0,30394,494,0,114,7.247541083383554,nan,7.6,0.0,6.3440354347229,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,84,0.0,0.8869819768269857,0.37761486063400906,1.0,0.01882428570340077,nan,,1.0,1.0,30661,761,0,86,7.223120587656526,nan,6.142857142857143,0.0,6.364951167787824,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,85,0.0,0.8869413099686305,0.3776144606868426,1.0,0.01862366747111082,nan,,1.0,1.0,30150,250,0,98,7.189647781408449,nan,8.166666666666666,0.0,6.377832690874736,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,86,0.0,0.886961977481842,0.37759237468242646,1.0,0.01845783121883869,nan,,1.0,1.0,30299,399,0,56,7.135769865538861,nan,5.090909090909091,0.0,6.372379606420344,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,87,0.0,0.8870103114843368,0.3775677499175072,1.0,0.018314305543899536,nan,,1.0,1.0,30388,488,0,50,7.104488262003685,nan,4.545454545454546,0.0,6.386882131749934,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,88,0.0,0.8870013107856115,0.37755398025115333,1.0,0.01808841006519894,nan,,1.0,1.0,30189,289,0,52,7.05955213979521,nan,5.2,0.0,6.388936138153076,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,89,0.0,0.8870773110787074,0.37754216442505517,1.0,0.017961255398889382,nan,,1.0,1.0,30475,575,0,76,7.029257004993976,nan,5.846153846153846,0.0,6.404070670788105,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,90,0.0,0.88701664408048,0.37751603017250696,1.0,0.0177736918348819,nan,,1.0,1.0,30680,780,0,276,6.988632352770029,nan,12.0,0.0,6.409648065981657,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,91,0.0,0.8870563107728958,0.3776199342807134,1.0,0.017635421250015496,nan,,1.0,1.0,30129,229,0,52,6.947396483292982,nan,5.2,0.0,6.414449214935303,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,92,0.0,0.8870813113451004,0.37759504417578377,1.0,0.01749249474145472,nan,,1.0,1.0,30284,384,0,156,6.91031481545409,nan,9.75,0.0,6.422888994216919,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,93,0.0,0.8870759771267573,0.37765478521585466,1.0,0.01729176115244627,nan,,1.0,1.0,30408,508,0,126,6.863336756441318,nan,7.875,0.0,6.421894818544388,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,94,0.0,0.8871416433652242,0.37768787215153377,1.0,0.01715673931874335,nan,,1.0,1.0,30316,416,0,54,6.845067131838555,nan,4.909090909090909,0.0,6.447641589424827,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,95,0.0,0.8871606443325678,0.37777028769254684,1.0,0.01704378173686564,nan,,1.0,1.0,30556,656,0,192,6.810784553393359,nan,10.105263157894736,0.0,6.458261339288009,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,96,0.0,0.8871259760856628,0.37787272532780963,1.0,0.01684096848902603,nan,,1.0,1.0,30539,639,0,276,6.771233410935347,nan,13.8,0.0,6.463705396652221,nan
