algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,sigma_dp_honest,sigma_dp_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,22,1.0614988810948458,0.8674066452185313,0.49034647663434344,nan,1.721167410674848,12.98670479297638,1000.0,0.0,nan,0,126,0,31252,7995.8650120721995,510.9310761987392,0.46153452241904963,1.0020262522193908,0.8439551089939318,0.8313006961345673,1.6622162181139735,1.6804113335884603,374.91757844623766,379.05116119384763,1.6622162181139735,1.6804113335884603,374.91757844623766,379.05116119384763,0.6777312143391859,0.3804918317981271,0.8323985675698546,1.6788327619262902,165.8673324584961,508.2153009382393
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,23,1.099745552839373,0.8684429786602657,0.48259914805491766,nan,1.8280475873213549,13.049096531867981,1000.0,0.0,nan,0,48,0,30626,7969.179188610408,495.887494049356,0.4824896037452653,1.0207926353940373,0.8888031015029321,0.8171579968929291,1.573944520451833,1.6754255630741006,354.4813701923077,377.9281437683105,1.573944520451833,1.6754255630741006,354.4813701923077,377.9281437683105,0.697810816404774,0.38071387543072405,0.8215307028080936,1.6692318844164034,160.3877731323242,405.55365652361303
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,24,1.1435424519443214,0.8693036446968715,0.47553009003400804,nan,1.5416916767756144,13.129790148735047,1000.0,0.0,nan,0,71,0,30859,8449.457257787994,479.06332364870434,0.5004320158719473,1.0406648300817543,0.8421048919359843,0.8056045526266098,1.6156720099394437,1.6666028551988648,364.18845825195314,376.12091735839846,1.6156720099394437,1.6666028551988648,364.18845825195314,376.12091735839846,0.7165251415558701,0.3820828497483402,0.8081510879272639,1.663049540413324,161.37402069091797,445.1090471931215
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,25,1.1625035342941885,0.870490645368894,0.4687463137507439,nan,1.3667843689521153,13.16517201423645,1000.0,0.0,nan,0,35,0,30823,8024.317253456559,468.2672355872262,0.5255887685261046,1.0616251028590202,0.9254384239514669,0.7925654536485672,1.4770693012377736,1.659713637098362,333.16334279378253,374.4836259460449,1.4770693012377736,1.659713637098362,333.16334279378253,374.4836259460449,0.7400033022592708,0.3810184844233348,0.8000865651751464,1.6493752784647437,157.78937060546875,379.89050831784783
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,26,1.1790715987146891,0.8712296448151271,0.4629989270369212,nan,1.6951781603006215,13.225929923057556,1000.0,0.0,nan,0,42,0,30852,8333.704475118067,452.6989303538787,0.5456446906012886,1.0848439029420143,0.8470597037902245,0.7822241720557213,1.5612123068695576,1.649006991814736,352.3258244441106,371.9853765869141,1.5612123068695576,1.649006991814736,352.3258244441106,371.9853765869141,0.7613243755375788,0.3827451399060768,0.7861812702367004,1.6436486307617437,157.9546220703125,397.7558884946213
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,27,1.1940055132420184,0.8718926439682643,0.4580384382605553,nan,1.8194311261177063,13.200252685546875,1000.0,0.0,nan,0,51,0,31317,8866.068377165593,441.0409381695582,0.5640641543594811,1.1084856127258265,0.8270045974675346,0.7678967604041099,1.564721465465512,1.6435685787881231,353.26923684512866,370.6954667663574,1.564721465465512,1.6435685787881231,353.26923684512866,370.6954667663574,0.7818327377060192,0.3857461269395463,0.7725273282846548,1.637391615993264,160.28934075927734,477.8627000914534
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,28,1.209586048922339,0.8725266438722611,0.4532865230242411,nan,1.6784485999275656,13.136965537071228,1000.0,0.0,nan,0,101,0,31137,8487.702112601759,431.0043178505849,0.5833691271272198,1.1326407467157018,0.8773661992129158,0.7524660196900368,1.4752459372480873,1.6393764687477619,332.71242747587314,369.78709594726564,1.4752459372480873,1.6393764687477619,332.71242747587314,369.78709594726564,0.8030777749626125,0.3892562263249378,0.7622508263807692,1.6265183165104602,159.22706091308595,460.9835989686937
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,29,1.2425116833418186,0.8734293111165364,0.4483762321869532,nan,1.5583819821476936,13.141141104698182,1000.0,0.0,nan,0,52,0,31366,9155.261072015917,422.05981775957366,0.6016572971589915,1.154959380466233,0.826085988432169,0.7418768787384034,1.5196661237513847,1.6286772864531303,342.492151260376,367.4529513549805,1.5196661237513847,1.6286772864531303,342.492151260376,367.4529513549805,0.8229781304818883,0.393077395812615,0.7481145905675711,1.6206023855122604,157.9409293823242,461.79228140833885
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,30,1.2487398343261793,0.8736953127384186,0.4448372651139895,nan,1.626105855811726,13.107001662254333,1000.0,0.0,nan,0,170,0,31334,8971.748371909525,412.83589023379005,0.6314016960403681,1.1766443043169297,0.8259400752457705,0.7299735006690026,1.4972273194284753,1.6196092985581907,337.79754361239344,365.2444078063965,1.4972273194284753,1.6196092985581907,337.79754361239344,365.2444078063965,0.8494987393509927,0.3921204710931536,0.7394837017531868,1.6074813546804707,160.96085504150392,559.891284457535
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,31,1.2590121290011909,0.8741519778966904,0.4413420781493187,nan,2.1003837237755456,13.001459293365478,1000.0,0.0,nan,0,35,0,30853,9002.915334914871,403.8547552022999,0.643677477571673,1.1967500176498083,0.8229694068431854,0.7149449923634529,1.478668470887962,1.6143763247925147,333.0927251180013,364.2146115112305,1.478668470887962,1.6143763247925147,333.0927251180013,364.2146115112305,0.8649064936029272,0.39563315115780545,0.7210595818623057,1.6066947481564078,153.68007000732422,377.61187011887694
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,32,1.2871874174949336,0.874771977464358,0.43778109868367515,nan,1.881434270968804,12.927004580497742,1000.0,0.0,nan,0,44,0,30812,8543.666259435997,398.1714901808107,0.6657117870477105,1.2148757891384359,0.8996147696788495,0.702415759563446,1.361800210223006,1.6058471549030515,307.10045447716345,362.1989953613281,1.361800210223006,1.6058471549030515,307.10045447716345,362.1989953613281,0.8853773878840007,0.39545701971874797,0.714451379899128,1.5909522709554433,152.8642099609375,381.40391881766016
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,33,1.3146985126835093,0.8751456429560979,0.43469134310881297,nan,1.820513089497884,12.911997456550598,1000.0,0.0,nan,0,56,0,30754,8498.138177709143,390.1517480095761,0.6823797362999489,1.23312569860153,0.8114085992177328,0.6937708678841591,1.4490614771588755,1.5924785544014475,326.7002207438151,359.2543948364258,1.4490614771588755,1.5924785544014475,326.7002207438151,359.2543948364258,0.9026781212205812,0.39646535442006403,0.7004296073936066,1.5843606066329998,151.54256323242188,360.0160154688499
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,34,1.3384830070261786,0.8750989778836569,0.4330341325203578,nan,2.014392007952151,12.84725257396698,1000.0,0.0,nan,0,242,0,32114,8943.329980002884,381.96481802728954,0.7010282182420754,1.2499260386371283,0.7803718240364738,0.6830415844917297,1.4647626549219315,1.5816554119846467,330.6351265285326,356.7726773071289,1.4647626549219315,1.5816554119846467,330.6351265285326,356.7726773071289,0.9205873464000967,0.39839721062994643,0.6930801293775105,1.5695992083414068,157.91828674316406,564.1791062910486
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,35,1.3615529085155402,0.8756386454900106,0.4299583359559377,nan,1.9398536334435146,12.750182404518128,1000.0,0.0,nan,0,42,0,30732,9231.03529015,376.87911338214803,0.7181749069451688,1.2668887192732337,0.8059980571269989,0.671214061230421,1.4126365087418467,1.5721009003486772,318.42303466796875,354.57421142578124,1.4126365087418467,1.5721009003486772,318.42303466796875,354.57421142578124,0.9376604318763948,0.40017896281352616,0.6788433440170198,1.5630746140313094,149.47183740234374,372.2964923164592
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,36,1.4159243662899628,0.8761343121528625,0.42691199243068695,nan,1.4021044820547104,12.521370944976807,1000.0,0.0,nan,0,35,0,30895,9794.331556109557,372.5093942685791,0.7362325720113535,1.2837103172528215,0.8161619082093239,0.6530522853136063,1.3797591581695503,1.5698628535452703,310.90957895914715,354.2397880554199,1.3797591581695503,1.5698628535452703,310.90957895914715,354.2397880554199,0.9552236701079406,0.4004956295699382,0.6622849054775148,1.5591022670145689,149.1577451171875,384.06771505406095
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,37,1.483630745695872,0.8764986451466878,0.4245288555820783,nan,1.9629439549012617,12.312732348442077,1000.0,0.0,nan,0,26,0,30242,9207.798649153596,368.91121184074547,0.7573583536401587,1.3005110695169666,0.8089188933372498,0.6365586996078492,1.367533248340477,1.5654276606494626,308.37306906960225,353.29888565063476,1.367533248340477,1.5654276606494626,308.37306906960225,353.29888565063476,0.9746194399908819,0.4004162736419532,0.6455443021245477,1.5551108903395152,148.10376177978515,350.1360550176773
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,38,1.5631387292119578,0.8763666447003683,0.42343367954095207,nan,1.9738288298249245,12.228031373023986,1000.0,0.0,nan,0,360,0,31042,9755.130530378705,363.8822949982368,0.7762025241598701,1.318494423904875,0.7250945133467516,0.6269785596430302,1.4419829692800503,1.5529571048034914,325.54543113708496,350.20197677612305,1.4419829692800503,1.5529571048034914,325.54543113708496,350.20197677612305,0.9931192840578721,0.40366295919437073,0.6374909832541432,1.5410670188545514,155.7069714050293,613.7991834574726
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,39,1.6522750440183263,0.8768509779373804,0.4210435457030932,nan,1.7785114279160132,12.019188754558563,1000.0,0.0,nan,0,243,0,30415,8958.429188488495,362.1523055543208,0.795561088729827,1.3373117429700612,0.8407946549929105,0.6114812436699867,1.2916001854949062,1.5471038767751997,291.0727668175331,348.89938781738283,1.2916001854949062,1.5471038767751997,291.0727668175331,348.89938781738283,1.0122613504259204,0.4071796755714211,0.625476897882184,1.5315097547721772,147.127647064209,377.78008112242924
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,40,1.7490271608794918,0.8769163105885188,0.4196776113907496,nan,2.093762731552124,11.772113738059998,1000.0,0.0,nan,0,714,0,30352,9390.54863720064,359.20763554279597,0.8155006330296782,1.3572946939633241,0.8009342869122823,0.594524115473032,1.3161224315678413,1.5426830393558886,296.5597666422526,347.982957611084,1.3161224315678413,1.5426830393558886,296.5597666422526,347.982957611084,1.0322182574031364,0.41087486853467703,0.6089248251083286,1.5268764853241643,148.08997604370117,425.3995133331376
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,41,1.7490271608794918,0.876634645263354,0.419619474709034,nan,2.552794116994609,11.597412428855897,1000.0,0.0,nan,0,839,0,30587,9173.825295334076,357.08926135833406,0.8339793660884834,1.3779425920082908,0.7866995049559552,0.581641315817833,1.311919731839699,1.5336454177719818,295.91623853600544,345.9452032470703,1.311919731839699,1.5336454177719818,295.91623853600544,345.9452032470703,1.0515646564564065,0.4176010147055509,0.6027908151459801,1.5107768492677558,151.99022827148437,564.831668128701
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,42,1.8131810102388999,0.8770003102223078,0.41749294062455494,nan,1.7449668390410287,11.431275866031648,1000.0,0.0,nan,0,723,0,30593,9333.57926519904,354.9699167437128,0.8568523377259496,1.3994204222479567,0.8029090932437352,0.5695846782624722,1.2751216039965971,1.5236549447841004,287.14538029261996,343.80207427978513,1.2751216039965971,1.5236549447841004,287.14538029261996,343.80207427978513,1.0738795715347524,0.4206046167464959,0.5848488923266669,1.507395754265292,145.5609003601074,403.3281861230584
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,43,1.8257681869896183,0.8768723134199778,0.41695416579643885,nan,2.1546580692132316,11.306044771671296,1000.0,0.0,nan,0,698,0,30526,8474.958025228972,349.86574456406015,0.8853057198707059,1.4219970271063298,0.7973646289772458,0.5598689593374729,1.2619554619762077,1.511165625521229,284.270746866862,340.9451965332031,1.2619554619762077,1.511165625521229,284.270746866862,340.9451965332031,1.0999822427649555,0.42322618560149605,0.5794786935279129,1.4905886395404477,146.6118255004883,445.04478673386706
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,44,1.842994738729754,0.8770403097073237,0.41589114248752596,nan,1.994327273633745,10.954625244140624,1000.0,0.0,nan,0,901,0,30411,9306.353040241009,351.02584261765094,0.9180708571080246,1.4441925846401495,0.7843599253230624,0.5393240784108638,1.2566103897167287,1.5099045986664754,283.230584886339,340.66230575561525,1.2566103897167287,1.5099045986664754,283.230584886339,340.66230575561525,1.1285195481208745,0.42440681630607585,0.5595563960458161,1.4889903979275054,146.46122335815429,475.4390464957367
