algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,sigma_n_honest,sigma_n_attacker,balance_kept_honest,balance_kept_attacker,balance_threshold_honest,balance_threshold_attacker,noise_norm_honest,noise_norm_attacker,trust_honest,trust_attacker,balance_local_norm_honest,balance_local_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,0,1.8141026670642857,0.3800186559557915,2.095591790676117,nan,0.5636371799877712,0.5638625544309616,1000.0,nan,nan,0,0,0,30800,1288.099957924811,1288.9794921870032,1.0,1.0,225.45499093191964,225.54495796203614,0.0423290622315,1.8141026670642861,1.0,1.0,65.85714285714286,151.695,9.901476044941065,9.901447923900088,225.45499093191964,225.54495796203614,1.0,1.0,4.983853203909738,4.983839049339294,0.7510385041646146,0.8935335017419196,1.0,1.0,93.37435305786133,533.6251962857486
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,1,1.84456354566817,0.5540343201160431,1.8904570102691651,nan,0.6175785288214684,1.0229713463783263,1000.0,nan,nan,0,0,0,31168,1245.0287333066929,1332.8565409353466,0.9972054732934891,1.0589896152253724,224.68939113616943,238.919896774292,0.12758948178034887,1.840255863546796,0.9972054732934891,1.0589896152253724,43.625,152.35,9.870525608199806,9.883771327937588,224.68939113616943,238.919896774292,0.9927724450826645,0.9303673622012139,5.001506954431534,5.008218710422516,0.8126560344869278,0.9130964320394405,0.9349899609331731,1.054413012119307,102.75801922607423,572.9835358399528
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,2,1.8896325552459603,0.6505336503187815,1.6799152608712513,nan,0.6197285334269206,1.5577172583341599,1000.0,nan,nan,0,0,0,31306,1215.1379252137535,1254.694904403597,0.9822083439174617,1.0110966201699056,221.5334930419922,228.0407559967041,0.21331428602344135,1.8848368284821078,0.9822083439174617,1.0110966201699056,50.13333333333333,152.77,9.862402167818335,9.976287994092415,221.5334930419922,228.0407559967041,0.997949731349945,0.9684778732061387,5.030817953745524,5.088911190032959,0.8819233030069079,0.9366342306863815,0.9705340493557065,1.0090811590360143,97.8623071899414,538.3320995178515
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,3,1.9480570412182028,0.7096036469936371,1.4801250322659811,nan,0.5978783577680588,2.0367329716682434,1000.0,nan,nan,0,0,0,31382,1247.667068249697,1260.7643627433256,0.9728350130579348,0.9960211392592293,219.47941360473632,224.72496017456055,0.3245362280741312,1.9404095923039468,0.9728350130579348,0.9960211392592293,42.2,152.69,9.857309383955323,10.320504376341551,219.47941360473632,224.72496017456055,0.9975377500057221,0.9736455011367798,5.061853575706482,5.299710087776184,0.9708855737660574,0.9597905270785762,0.9758175237612291,0.9939133096045665,98.66916061401368,554.2124278273182
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,4,2.021803397008369,0.7507553160190582,1.2999800376097361,nan,0.5765125964369092,2.491774550676346,1000.0,nan,nan,0,0,0,31208,1302.7965898091643,1295.4451806223578,0.9625145820828485,0.9831422111672091,216.88858795166016,221.90452995300294,0.40554327087469494,2.008896059602934,0.9625145820828485,0.9831422111672091,49.357142857142854,152.585,9.864989386506595,11.067745313611463,216.88858795166016,221.90452995300294,0.9982044526508876,0.9767349940538407,5.09968216078622,5.721443898677826,1.0468843863659907,0.9833162655412415,0.9781395380742082,0.9817927401056155,94.83469244384766,554.6563767635997
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,5,2.111678132614731,0.7791783128182094,1.1459172042210897,nan,0.8101752797762553,2.9199251627922056,1000.0,nan,nan,0,0,0,30866,1398.5337038746084,1358.3179640817473,0.9632903654232732,0.9727241145601988,217.22472974989148,219.4843238067627,0.43795993235395353,2.0912382673527,0.9632903654232732,0.9727241145601988,55.333333333333336,151.84,9.900727060830677,12.332807729255379,217.22472974989148,219.4843238067627,0.9873206814130148,0.9774032536149025,5.152391698625353,6.41805958032608,1.099271266353452,1.0135901277425219,0.9778303198837207,0.9723178765590874,91.70377465820313,568.5007923024419
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,6,2.2176566959969777,0.799562646150589,1.019496167699496,nan,0.6792062997817994,3.318757303953171,1000.0,nan,nan,0,0,0,31172,1552.6275821557256,1445.6450796777685,0.9638735106321284,0.9647884562814971,217.6619893391927,217.65121795654298,0.5087038954084397,2.18686501085093,0.9638735106321284,0.9647884562814971,45.93333333333333,152.415,9.902659520455533,14.155969453201909,217.6619893391927,217.65121795654298,0.9765238801638285,0.9755523574352264,5.187868118286133,7.416119120121002,1.1799683415854358,1.0435478412723085,0.9756201380907104,0.9647246228640992,93.59034686279297,624.8368593357791
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,7,2.340591833959094,0.8138553124666214,0.9186337055762609,nan,0.6199517349402109,3.687936794757843,1000.0,nan,nan,0,0,0,31048,1717.6060568293317,1548.7622970498694,0.9548225756101307,0.9588658330241492,215.49283599853516,216.2953742980957,0.6000448784853224,2.294224991564408,0.9548225756101307,0.9588658330241492,36.94444444444444,151.915,9.908274540104578,16.510099210306674,215.49283599853516,216.2953742980957,0.975944976011912,0.9716085493564606,5.225530756844415,8.707270965576171,1.277716923716957,1.0717139992381086,0.9719666029335162,0.9585319860817073,94.27589181518555,681.3387368658036
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,8,2.4833099281668507,0.8241563129425049,0.8389564945300421,nan,0.7266884368398915,4.033287425041198,1000.0,nan,nan,0,0,0,31914,1924.4161045181738,1641.9822925430153,0.9641837142012643,0.9533318875241812,217.58834838867188,214.97055725097655,0.6887759194000896,2.4142484649722,0.9641837142012643,0.9533318875241812,49.608695652173914,153.865,9.92371335539288,19.334028772347175,217.58834838867188,214.97055725097655,0.9555122515429622,0.9672678950428962,5.268680759098219,10.264789171218872,1.3789649376289337,1.1021430111613109,0.9660554295698089,0.9544511342218175,95.99728692626954,745.3160578250422
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,9,2.522516888459598,0.8320853122075399,0.7753113257884979,nan,0.7723836998144785,4.343128602504731,1000.0,nan,nan,0,0,0,31738,2167.3391974604615,1714.4581129387097,0.9773385372184712,0.950687503364891,220.3144031100803,214.4139256286621,0.7448754866620629,2.5006121581598153,0.9773385372184712,0.950687503364891,54.94444444444444,153.745,9.92824624305401,22.56312333387697,220.3144031100803,214.4139256286621,0.9306213061014811,0.9597821819782257,5.306345330344306,12.059302439689636,1.447170155261164,1.1234094832740176,0.9573744032361092,0.9528880474445444,93.69688876342774,763.8074562840604
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,10,2.5647989323489977,0.8382736466328303,0.7244476705789566,nan,0.7710604918630499,4.636126413345337,1000.0,nan,nan,0,0,0,32034,2258.450090059976,1751.134724440553,0.9267639309406306,0.9470033475710465,209.1904706453022,213.5700128173828,0.8368262322428649,2.5407876297863696,0.9267639309406306,0.9470033475710465,60.10526315789474,154.46,9.963399020589897,26.128206870091,209.1904706453022,213.5700128173828,0.9757674556029471,0.9533994409441948,5.360752908807052,14.058140268325806,1.5184107912602667,1.1173605448661188,0.9553400449556847,0.9452474164478599,93.3772430114746,786.2749931985005
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,11,2.6078739782526483,0.8436159793535868,0.6827646507819494,nan,0.8838460312949287,4.916050710678101,1000.0,nan,nan,0,0,0,31680,2501.3372595891697,1744.252812056747,0.9322633200080644,0.9420480433387888,210.29856448703342,212.51576698303222,0.8977192831970747,2.577640731727415,0.9322633200080644,0.9420480433387888,53.5,153.585,9.98414487131388,29.98298662015367,210.29856448703342,212.51576698303222,0.9593348999818166,0.9484124279022217,5.407847510443793,16.240090827941895,1.569687862609211,1.1172993263052695,0.9493142833950323,0.9412401304032243,92.57705511474609,787.7492661679089
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,12,2.6582420436950938,0.8478313134113947,0.6485277942816416,nan,0.9096815586090088,5.18063460111618,1000.0,nan,nan,0,0,0,30700,2697.1517459749516,1701.0136563578521,0.9312343562979897,0.9366166894936285,209.852914983576,211.2109210205078,0.9363691112080835,2.617044910598926,0.9312343562979897,0.9366166894936285,39.0,151.355,9.958390368829022,34.0923006037591,209.852914983576,211.2109210205078,0.9500361951914701,0.9439676314592361,5.429977200248024,18.589391269683837,1.60863943096442,1.1223216942992016,0.9442840020803479,0.9363360939241876,89.10113253784179,739.7428009545898
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,13,2.7089459710422603,0.8513499762614568,0.6198985709746678,nan,0.8688288892016691,5.43635085105896,1000.0,nan,nan,0,0,0,30976,2944.0176576552717,1626.8113050958304,0.9425877357438606,0.9299593169817493,212.54019703584558,209.86897171020507,0.9858544102872656,2.660011088721948,0.9425877357438606,0.9299593169817493,37.0,151.735,10.020174687441465,38.424829048332555,212.54019703584558,209.86897171020507,0.9265543327612036,0.9409359344840049,5.50021224863389,21.09191925048828,1.6555170816611386,1.1268424662230492,0.939809265224615,0.9309486401105783,91.17395538330078,750.8211223986114
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,14,2.7726969021492036,0.8547096447149912,0.595413312514623,nan,0.9523765047391256,5.671397936344147,1000.0,nan,nan,0,0,0,30632,3097.2910746193,1537.395718311257,0.9196267529225365,0.9241063797496075,207.91099378797742,208.4122344970703,1.0192190201644227,2.7062658188737645,0.9196267529225365,0.9241063797496075,42.55555555555556,151.245,9.942195942564519,42.9580424504664,207.91099378797742,208.4122344970703,0.9421774413850572,0.9370246440172195,5.493912908766005,23.7379896068573,1.6940377396481594,1.1354107630763943,0.9372465348129637,0.9239134771589681,87.10729168701172,670.7095266676502
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,15,2.8503069250405737,0.8574953116973241,0.5745848272244135,nan,0.9323403108865023,5.90280377626419,1000.0,nan,nan,0,0,0,31250,3326.3499121696814,1435.9563140327873,0.9314717880637763,0.9167398660427141,209.7518129348755,206.8052660369873,1.0722263341856213,2.7575803216908947,0.9314717880637763,0.9167398660427141,45.8125,152.585,9.926794480822462,47.66288658957018,209.7518129348755,206.8052660369873,0.9177841804921627,0.9349002319574357,5.522093802690506,26.513990106582643,1.7463679291877303,1.1416720255180384,0.9336323762933413,0.9178311195257558,89.43416442871094,680.8257228025449
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,16,2.925794907195265,0.8599156457185745,0.5564424699544906,nan,1.0183330151167782,6.0922573280334475,1000.0,nan,nan,0,0,0,31002,3460.403307536449,1350.4214775585767,0.9119582285998448,0.9131461011570401,205.95779835094106,206.0000708770752,1.1009740612965022,2.812756364892664,0.9119582285998448,0.9131461011570401,53.09090909090909,152.09,9.890725404163243,52.5266808899222,205.95779835094106,206.0000708770752,0.929807104847648,0.9284131234884262,5.538831970908425,29.415078020095827,1.7856869827349668,1.1550080198477382,0.9284857955024141,0.9130841741516886,86.93109991455079,616.2974637892326
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,17,2.99345989967006,0.8619356443484624,0.540779793659846,nan,0.7701849471777678,6.277973763942718,1000.0,nan,nan,0,0,0,31054,3677.702455751047,1261.027479714034,0.9176677716371847,0.9081761709601262,207.1548547744751,204.86699172973633,1.16848502213263,2.8720896952384156,0.9176677716371847,0.9081761709601262,40.125,152.06,9.837933583518605,57.505834479967795,207.1548547744751,204.86699172973633,0.9122839383780956,0.923534378707409,5.546119570732117,32.4188236618042,1.8499268913749443,1.1562633024690243,0.9227010127570894,0.90887925249176,88.57575204467773,622.0974704696471
