algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,sigma_n_honest,sigma_n_attacker,balance_kept_honest,balance_kept_attacker,balance_threshold_honest,balance_threshold_attacker,noise_norm_honest,noise_norm_attacker,trust_honest,trust_attacker,balance_local_norm_honest,balance_local_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,18,3.0884692020329036,0.8640046453475952,0.5269031316041947,nan,0.8340717889368534,6.4821646118164065,1000.0,nan,nan,0,0,0,30858,3900.749499458457,1183.4792286047216,0.9307764417212301,0.8994537451917124,209.83509826660156,202.88281425476075,1.228942538597068,2.939976200778326,0.9307764417212301,0.8994537451917124,35.0,151.49,9.831201972626703,62.59101298652695,209.83509826660156,202.88281425476075,0.8856582827866077,0.9231583589315414,5.579396903514862,35.521608142852784,1.9133560034695714,1.1614538662979188,0.9203805755133982,0.9017739449346396,87.86784884643555,598.2156754245593
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,19,3.215775579204452,0.8656033128499985,0.5147458961606026,nan,0.9417090036652305,6.642258830070496,1000.0,nan,nan,0,0,0,31020,3971.8372934228387,1115.4704057853937,0.8924190071637838,0.8946543720794294,201.35541742498225,201.78853309631347,1.2729087568934545,3.014309307125444,0.8924190071637838,0.8946543720794294,53.81818181818182,152.14,9.84372009612177,67.79352282953857,201.35541742498225,201.78853309631347,0.9208426746455106,0.9181395605206489,5.623868942260742,38.73148401260376,1.9694689769862503,1.1736550014317673,0.9182804811622294,0.8945378364677133,85.145232421875,533.5685827694599
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,20,3.3466789520359517,0.8671573132276535,0.5038357884685198,nan,0.7797818561395009,6.7998860383033755,1000.0,nan,nan,0,0,0,30732,4114.850995987415,1054.5276908953188,0.89270184040002,0.8888298882633342,201.1309377034505,200.47037269592286,1.3193076074660814,3.096398025571689,0.89270184040002,0.8888298882633342,32.333333333333336,151.235,9.754054211875797,73.07042803533814,201.1309377034505,200.47037269592286,0.909651509920756,0.9143807229399681,5.609916496276855,42.025499420166014,2.030143774708324,1.1882110084443627,0.9140507778456045,0.889100024458917,86.22207720947266,545.2566062377499
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,21,3.4809093908684856,0.8685133115450541,0.4940817532936732,nan,0.9348542392253876,6.948313813209534,1000.0,nan,nan,0,0,0,30810,4334.308407525075,1002.2021935428534,0.9082661606734708,0.8828681539951155,204.8383903503418,199.16481025695802,1.3500309054342623,3.1870781629343683,0.9082661606734708,0.8828681539951155,40.833333333333336,151.6,9.755360314923433,78.41657756676639,204.8383903503418,199.16481025695802,0.8794919649759928,0.9108249285817146,5.648197094599406,45.40194019317627,2.0848498084343046,1.211824597691443,0.9090513646040322,0.8843057770146451,84.5820454711914,504.9042791977431
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,22,3.563247715495564,0.8698383108774821,0.48527286847432455,nan,0.9350068506441618,7.06326979637146,1000.0,nan,nan,0,0,0,31378,4548.687334465668,958.3104812336518,0.9143772693728114,0.8793512624671886,206.23794314735815,198.35649688720704,1.3995759023813639,3.283251315323052,0.9143772693728114,0.8793512624671886,43.68421052631579,152.74,9.76096057370034,83.82055149132573,206.23794314735815,198.35649688720704,0.8606157616565102,0.9042608538269996,5.689241685365376,48.8553736114502,2.153046067558039,1.2304695629768219,0.9004742933190577,0.8823900484544346,87.17964059448242,556.1743112031561
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,23,3.599919547825867,0.8708789799610773,0.4773714018861453,nan,0.9838805565467248,7.1597378015518185,1000.0,nan,nan,0,0,0,30674,4567.637017738158,923.95975096591,0.8716026793513432,0.8766027769283758,196.30638122558594,197.73639793395995,1.4585173711933692,3.381744736746758,0.8716026793513432,0.8766027769283758,33.07692307692308,151.22,9.793251314887899,89.2510571065301,196.30638122558594,197.73639793395995,0.90300085911384,0.8967077362537385,5.746243440187895,52.36854288101196,2.227808317414725,1.245119001605604,0.8970918235644488,0.8762976066537211,84.19852508544922,488.342462847556
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,24,3.6373548179207162,0.8718243112166723,0.4702171422044436,nan,0.8205784300963084,7.253122992515564,1000.0,nan,nan,0,0,0,30930,4794.663196396052,888.9877876455764,0.9067700297381098,0.8731129892191877,204.39366455078124,197.0463655090332,1.5091205301192387,3.470623769424644,0.9067700297381098,0.8731129892191877,38.13333333333333,151.79,9.689763162541356,94.6914065899736,204.39366455078124,197.0463655090332,0.8472693701585133,0.8900558543205261,5.723551305135091,55.93233959197998,2.2937218258414003,1.2584343380855039,0.8870707507743392,0.8754611548367869,84.95035614013672,499.4350109501122
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,25,3.6703064387417412,0.8728789766629537,0.46364581912755964,nan,0.7355416417121887,7.347210252285004,1000.0,nan,nan,0,0,0,30858,4568.53125156543,859.1201485130505,0.8348990551884136,0.8686524721561429,188.31680043538412,195.99465354919434,1.5776099855804075,3.5474966550846356,0.8348990551884136,0.8686524721561429,42.833333333333336,151.72,9.605344969448437,100.13683289679494,188.31680043538412,195.99465354919434,0.9279683927694956,0.884628147482872,5.71163809299469,59.54448810577392,2.365564653382099,1.2577578683705364,0.8870813689141903,0.8667419013843844,82.91746463012696,453.2928094427905
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,26,3.7062104330196113,0.8737616439660391,0.4575504465897878,nan,0.9250296308444097,7.4109030532836915,1000.0,nan,nan,0,0,0,30894,4850.654600531683,835.3782403562093,0.8762624210197646,0.8661926622951586,197.74895418607272,195.3970458984375,1.6296042708495069,3.6028493405338353,0.8762624210197646,0.8661926622951586,41.46153846153846,151.775,9.688129431132166,105.58697581103864,197.74895418607272,195.3970458984375,0.8635489023648776,0.8766086754202843,5.79939838556143,63.20528038024902,2.4189022987232383,1.2560149227167139,0.8758116000694848,0.8668072485083974,83.3002911682129,460.2683157563076
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,27,3.744620663187934,0.8744999792178472,0.45222044169902803,nan,0.9735430023249458,7.484248270988465,1000.0,nan,nan,0,0,0,31368,5130.283077871013,810.3523828474833,0.8852693224022543,0.8620504576365665,199.86578279383042,194.42817375183105,1.6776689117077817,3.6498092654962204,0.8852693224022543,0.8620504576365665,48.411764705882355,152.725,9.573540101581537,111.01533099674961,199.86578279383042,194.42817375183105,0.8403286583283368,0.8707445457577705,5.769137214211857,66.89925258636475,2.4665250532231573,1.2546678223073637,0.8683617343001652,0.8638694470421735,84.56670611572265,498.57057778660777
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,28,3.789905641617141,0.8753289783000946,0.4471261183420817,nan,0.9254944604985854,7.511261882781983,1000.0,nan,nan,0,0,0,31238,4954.92152764978,792.1871339551228,0.8349646690377114,0.8612416499121633,188.3110782398897,194.26531700134277,1.7290892142209207,3.689393034173164,0.8349646690377114,0.8612416499121633,43.64705882352941,152.48,9.556601796556318,116.42891928977464,188.3110782398897,194.26531700134277,0.8952333541477427,0.8604654973745346,5.7974511034348435,70.63085613250732,2.513210742201818,1.2505275109017961,0.8631892465226662,0.8591830845902018,84.10870346069336,485.3421855221417
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,29,3.8392541384192613,0.8760119773944219,0.4423700903852781,nan,0.8374589774757624,7.5349621891975405,1000.0,nan,nan,0,0,0,31418,5304.9420956737595,774.5934194866611,0.8724862755151122,0.8599318661184353,196.63340282440186,194.01585456848144,1.7699668750073563,3.726071760235288,0.8724862755151122,0.8599318661184353,51.0,153.01,9.460239096250685,121.78946677275844,196.63340282440186,194.01585456848144,0.8339853584766388,0.8507634162902832,5.777381062507629,74.37699531555175,2.552408829098529,1.2489821944997963,0.8495205971929762,0.8608618223700409,83.89861071777344,479.5955148562247
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,30,3.8881584868056285,0.8766303126017253,0.438145932952563,nan,0.9139815216714685,7.5889747834205625,1000.0,nan,nan,0,0,0,31504,5229.024965267788,760.6046284457968,0.8509074470531535,0.8554145614096106,191.9771964333274,192.910849609375,1.8475522827462476,3.7637038593444676,0.8509074470531535,0.8554145614096106,42.36363636363637,152.86,9.507702181042829,127.09420003611504,191.9771964333274,192.910849609375,0.8513950881632891,0.8453111201524734,5.845205263658003,78.13577590942383,2.6140129133855354,1.2317706897769907,0.845914035901293,0.8549679104373491,85.61133648681641,534.3189498501014
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,31,3.939754926057014,0.8771793123086293,0.4341987611850103,nan,1.1264073451360066,7.561275846958161,1000.0,nan,nan,0,0,0,30888,5383.240288405539,744.6590774823723,0.8530812473228861,0.8569639118686111,192.16903177897134,193.33807983398438,1.8793933547314758,3.8002371116161644,0.8530812473228861,0.8569639118686111,43.833333333333336,151.81,9.523926111521552,132.36790322459063,192.16903177897134,193.33807983398438,0.8368876030047735,0.8315938806533814,5.894344449043274,81.92230876922608,2.6477308574853513,1.2337256735033488,0.8318935253147809,0.8567441384037587,81.94728869628906,427.0613979146819
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,32,3.991945351314045,0.8778089781602224,0.43052382707595827,nan,1.0236916014781365,7.580615038871765,1000.0,nan,nan,0,0,0,30856,5118.532682103808,734.9893037587539,0.7900025319608509,0.854076763944364,178.1519552377554,192.6358348083496,1.9340562007055135,3.8378804772782416,0.7900025319608509,0.854076763944364,40.15384615384615,151.67,9.456944650452783,137.54515111544663,178.1519552377554,192.6358348083496,0.9120655793410081,0.8238271754980088,5.8920393356910115,85.6959061050415,2.695585911334605,1.2255013431747972,0.8292126179860791,0.8501661300674362,81.68628475952148,427.0775712382005
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,33,4.064829203837596,0.8782636465628942,0.42714048355817796,nan,1.0184034233291943,7.606351585388183,1000.0,nan,nan,0,0,0,30810,5389.461315230959,722.094315607065,0.838784032305062,0.8502048010971223,189.11173884073892,191.80155982971192,1.974010615083345,3.8773975450348597,0.838784032305062,0.8502048010971223,40.833333333333336,151.6,9.524503461332854,142.66420680186127,189.11173884073892,191.80155982971192,0.833278144399325,0.8173922190070152,5.973824103673299,89.47982231140136,2.735365387063951,1.2228682031823432,0.8182914223311082,0.8495583424862508,81.2593056640625,418.184797808369
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,34,4.13945478892712,0.8788359769185384,0.4240818969408671,nan,1.1384452218594758,7.549641010761261,1000.0,nan,nan,0,0,0,32356,5578.802101938418,710.6419159271447,0.8435908482296347,0.8521448147963815,190.40816862686822,192.2190347290039,2.0182017691104965,3.915621045808321,0.8435908482296347,0.8521448147963815,58.69565217391305,155.03,9.58822218914011,147.7303763590587,190.40816862686822,192.2190347290039,0.8147990703582764,0.8027811956405639,6.054014724233876,93.27713272094726,2.777169479789626,1.2237992035163674,0.8040207073827496,0.851262567123578,85.6463896484375,540.8816630600251
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,35,4.210183484942294,0.8793033111095429,0.42107404480377836,nan,1.0298874725898106,7.517707397937775,1000.0,nan,nan,0,0,0,30774,5715.452106168752,704.3033800604047,0.8371107858021385,0.8516054230257114,188.69146855672201,192.07134437561035,2.0534914735057654,3.9553637943253226,0.8371107858021385,0.8516054230257114,40.0,151.47,9.32495517893971,152.6780091448808,188.69146855672201,192.07134437561035,0.8120832492907842,0.79151437997818,5.9271706740061445,97.04589469909668,2.8142404018335885,1.2251257468872006,0.7926786555996481,0.8507849718621129,81.35713299560547,418.892202572212
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,36,4.276595674349815,0.8796446444590886,0.41830842514832817,nan,0.778454010685285,7.496320683956146,1000.0,nan,nan,0,0,0,30930,5898.454649656393,696.1862997274796,0.8199949265830417,0.8498123122583743,184.7748819986979,191.76150482177735,2.094445127574472,3.9954520738274106,0.8199949265830417,0.8498123122583743,45.666666666666664,151.91,9.23973501815222,157.53021292462995,184.7748819986979,191.76150482177735,0.8246771519382795,0.7819390159845352,5.912286798159282,100.79983856201171,2.8548479060756473,1.2216303185358501,0.7843581557555018,0.8481245357107139,81.13919909667969,420.03743148274526
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,37,4.34480594081067,0.8800806450843811,0.41578164279460905,nan,1.0884045281193473,7.431071443557739,1000.0,nan,nan,0,0,0,30268,5658.03939141582,688.573984311427,0.8089050916310757,0.8507343316855126,182.39981217817828,192.00136711120606,2.1375641833769277,4.034893819205165,0.8089050916310757,0.8507343316855126,20.636363636363637,150.205,9.410403791621022,162.2951624383837,182.39981217817828,192.00136711120606,0.8289200988682833,0.7683624601364136,6.0617710893804375,104.54345481872559,2.8964960377082223,1.2162361934613701,0.7715194934352314,0.8485536604030537,80.81334271240235,399.9064603357188
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,38,4.390906963725545,0.8804279766480128,0.4135181767741839,nan,1.0964188997944195,7.407609241008759,1000.0,nan,nan,0,0,0,31402,6119.132963323158,680.8815527029504,0.8512358627786925,0.8482421126392343,192.17852401733398,191.2837321472168,2.1707157486013333,4.0757069671573145,0.8512358627786925,0.8482421126392343,38.375,152.405,9.32011314038827,166.94048549489708,192.17852401733398,191.2837321472168,0.7552509158849716,0.7596286305785179,6.04376757144928,108.25506916046143,2.932712236023726,1.222640591368238,0.7591595897184951,0.8485628715827477,85.73806201171875,566.0710033206918
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,39,4.4426432140664645,0.8807249782482783,0.41122039407491684,nan,1.0113727404521062,7.303975429534912,1000.0,nan,nan,0,0,0,30658,5625.087416015119,677.7103916374715,0.76746156430582,0.8509349360996459,172.95918626051682,191.90065727233886,2.212393693860644,4.115546002825145,0.76746156430582,0.8509349360996459,33.07692307692308,151.14,9.153381667641792,171.4986718684929,172.95918626051682,191.90065727233886,0.8664740094771752,0.7431854425370693,5.97535122357882,111.9547764968872,2.9736546174464444,1.2227914280737744,0.7507100968573575,0.8458403171638725,81.25720175170899,417.33642947138173
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,40,4.488575250568002,0.8810743111371994,0.4091160956025124,nan,1.168456894159317,7.227320611476898,1000.0,nan,nan,0,0,0,31066,5872.864839651872,674.2436391733584,0.7895016421952346,0.8513080899945382,177.8933837890625,192.02983993530273,2.2513423844801763,4.155801170862791,0.7895016421952346,0.8513080899945382,42.733333333333334,152.125,9.290481163547218,175.91085191187855,177.8933837890625,192.02983993530273,0.8222019513448079,0.7299975660443306,6.105417537689209,115.60318367004395,3.013125899033222,1.2227798374435646,0.7364304301350616,0.8469960122410984,82.14873748779297,445.8834008588995
