algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,balance_threshold_honest,balance_threshold_attacker,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,sigma_n_honest,sigma_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,balance_local_norm_honest,balance_local_norm_attacker,balance_kept_honest,balance_kept_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,10,2.7439826000533083,0.7275936498244604,0.8501687230666478,nan,0.7409979355962653,4.4331131470203395,1000.0,nan,nan,0,0,0,32034,2905.1361746282564,2253.867457142637,9.851171247631456,25.50450586075018,0.9317618768491076,2.663182898025541,212.94022168611227,222.08570297241212,0.9433699531941343,0.9847731430599387,0.9574149627434579,0.9116573613882065,0.9433699531941343,0.9847731430599387,212.94022168611227,222.08570297241212,5.3003693630820825,13.722561316490173,60.10526315789474,154.46,1.6243302853196808,1.186544357734141,0.9156271989487078,0.9811810854916725,96.92600961303711,1011.9421574929285
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,11,2.7958115266203967,0.7321929800510406,0.8252366526921591,nan,0.8404198653168149,4.675400156974792,1000.0,nan,nan,0,0,0,31680,3177.315163871618,2231.678786991553,9.853599084130627,29.176625146722394,0.9986274578722362,2.710473848381325,217.5454584757487,221.90026473999023,0.9643949525192517,0.9836320043683514,0.9234670632415347,0.9019931641221046,0.9643949525192517,0.9836320043683514,217.5454584757487,221.90026473999023,5.337138228946262,15.80333034992218,53.5,153.585,1.6833660140758717,1.189325661631842,0.9037662383613236,0.982043623940444,96.59174240112304,1007.0548606959994
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,12,2.8673825444301992,0.7362043136358261,0.8039276339610417,nan,0.8850122527642683,4.908391671180725,1000.0,nan,nan,0,0,0,30700,3326.5806156075323,2173.14779455473,9.814880395823947,33.072344155082085,1.0416821539287333,2.760930539405267,214.08845242587003,221.138451461792,0.9499994214650019,0.9806175717186466,0.9288786432959817,0.8943567752838135,0.9499994214650019,0.9806175717186466,214.08845242587003,221.138451461792,5.351726011796431,18.033243131637573,39.0,151.355,1.7293815081193469,1.1975182192590828,0.8961564935214147,0.9790213648333855,93.16532653808594,942.4438913652575
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,13,2.9634162304535865,0.7398439798752466,0.7853300837675731,nan,0.826381562387242,5.12819255232811,1000.0,nan,nan,0,0,0,30976,3610.446635282461,2107.0981043185666,9.860377526048962,37.1658210868925,1.0931482801831054,2.8156015745430407,219.80867812212776,220.43946212768554,0.9747939492113611,0.9768062965801196,0.8898769827450023,0.8875852644443512,0.9747939492113611,0.9768062965801196,219.80867812212776,220.43946212768554,5.412497380200555,20.40083239555359,37.0,151.735,1.78212959792708,1.2042488979324537,0.8877647999794253,0.9766486472470832,95.64927990722656,965.5944273270303
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,14,3.0709074490076214,0.7431399800380071,0.7692029875516891,nan,0.9057370159361098,5.395366215705872,1000.0,nan,nan,0,0,0,30632,3709.241578723658,1980.129531035244,9.771306197228347,41.43121316611635,1.1290740506593337,2.876515667642741,214.7680918375651,217.3504273223877,0.9499620955698478,0.9637596654063205,0.9072834915584989,0.8914125084877014,0.9499620955698478,0.9637596654063205,214.7680918375651,217.3504273223877,5.399481720394558,22.894285945892335,42.55555555555556,151.245,1.8280506974526967,1.2168143441900456,0.8920959479500803,0.963165511681305,90.80599658203126,858.8181608311234
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,15,3.191941325882705,0.7461406491200129,0.7548811113834382,nan,0.8956321012228727,5.570926151275635,1000.0,nan,nan,0,0,0,31250,3879.736293991261,1878.4348718887381,9.741231114053686,45.89965264615985,1.1836760113229203,2.9428879099882796,216.53519344329834,217.01126991271974,0.9616169006705408,0.9619862067546552,0.8827605564147234,0.8823314839601517,0.9616169006705408,0.9619862067546552,216.53519344329834,217.01126991271974,5.41886830329895,25.533135385513305,45.8125,152.585,1.8873607707890638,1.2261451600778195,0.8823632671049347,0.9619588507484245,93.73363415527344,875.5255101632155
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,16,3.2836804655943013,0.7488656475146611,0.7422216693560283,nan,0.9802780503576453,5.740688092708588,1000.0,nan,nan,0,0,0,31002,3911.5749659815224,1768.0969270254445,9.695000451818142,50.48129808802103,1.2134995157360504,3.0140414926926384,211.12406227805397,216.30550735473633,0.9348732075124357,0.958815854784864,0.902916127985174,0.8748191711306572,0.9348732075124357,0.958815854784864,211.12406227805397,216.30550735473633,5.429225488142534,28.26965832710266,53.09090909090909,152.09,1.9337163065186853,1.2440375221137514,0.876283941393215,0.957567659903363,91.16693231201172,793.2934200617713
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,17,3.427710407779924,0.7516599796215693,0.7307759034633636,nan,0.7076666709035635,5.938588347434997,1000.0,nan,nan,0,0,0,31054,4102.741263310609,1663.792717565241,9.640640865427244,55.16477516215644,1.2854424844720915,3.0919001569110116,216.4532871246338,214.37041938781738,0.9588203662363187,0.9503026337329604,0.8635055683553219,0.8736016780138016,0.9588203662363187,0.9503026337329604,216.4532871246338,214.37041938781738,5.434896111488342,31.099055156707763,40.125,152.06,2.008025553447659,1.2499616427957247,0.8728538180390993,0.9509335768813574,92.67467294311524,796.8048074520358
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,18,3.5235120554580743,0.7542889813582102,0.7204574898878733,nan,0.7739099077880383,6.135231230258942,1000.0,nan,nan,0,0,0,30858,4441.637565469055,1554.731361189118,9.612045669401809,59.96873528573176,1.3497717045402595,3.1816544265162894,217.8506851196289,212.1943911743164,0.9663531513358787,0.9407291664192573,0.8430652283132076,0.8737427079677582,0.9663531513358787,0.9407291664192573,217.8506851196289,212.1943911743164,5.455021470785141,34.033414926528934,35.0,151.49,2.082524793330671,1.261246725475109,0.8714703020674212,0.9426272393760441,91.84897839355469,764.0249465706568
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,19,3.567811444199478,0.7561869798103968,0.7112067399422327,nan,0.8321106244217266,6.247520651817322,1000.0,nan,nan,0,0,0,31020,4360.5009431387925,1466.499120220522,9.615022360142826,64.88727536598493,1.3964334678762074,3.2678586664689417,214.90665089000356,211.969658203125,0.9525619655107824,0.9397840462280053,0.8481148264624856,0.8635665202140808,0.9525619655107824,0.9397840462280053,214.90665089000356,211.969658203125,5.493210402402011,37.071100063323975,53.81818181818182,152.14,2.1450035473133013,1.2760208782609972,0.8627609816772678,0.9404501936787661,89.51580960083008,682.530668837262
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,20,3.607704487273057,0.7584016478061676,0.7025976143280666,nan,0.6970419824123383,6.396491172313691,1000.0,nan,nan,0,0,0,30732,4512.107291930531,1388.1070425998403,9.526078602786674,69.84277998381842,1.4453264498462113,3.3574316618005957,215.41983235677083,210.47953002929688,0.9561453091721799,0.933239138449421,0.8321614821751913,0.8601391422748565,0.9561453091721799,0.933239138449421,215.41983235677083,210.47953002929688,5.478799311319987,40.16915992736816,32.333333333333336,151.235,2.210168534627965,1.291034886206209,0.8581872125004613,0.934837243383567,90.65440698242188,690.6060357978521
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,21,3.6552371215653676,0.7601863141854605,0.6951172331968943,nan,0.8468005458513895,6.4557273077964785,1000.0,nan,nan,0,0,0,30810,4816.867707628346,1331.7738279648463,9.516816053228675,74.8643890153403,1.4782322684099536,3.433829764373278,217.260134379069,210.97091537475586,0.9633803019947211,0.9352142562139204,0.8114988580346107,0.846246690750122,0.9633803019947211,0.9352142562139204,217.260134379069,210.97091537475586,5.510083794593811,43.34528001785279,40.833333333333336,151.6,2.260471266795283,1.3075272460056122,0.8442798322945271,0.9368085606920791,89.602609375,648.3143561690189
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,22,3.7004424942370906,0.7619949801762899,0.6876104611158371,nan,0.7744601980635994,6.585941648483276,1000.0,nan,nan,0,0,0,31378,4979.255975709983,1264.3300898351124,9.510699474760578,79.87220335302108,1.5300904629757288,3.5024814259657826,224.3937948126542,209.41665557861327,0.9947792866520585,0.928390983234292,0.760428678832556,0.8431535989046097,0.9947792866520585,0.928390983234292,224.3937948126542,209.41665557861327,5.543375316419099,46.55405227661133,43.68421052631579,152.74,2.31904684817175,1.3131341694363214,0.8359765510444772,0.9341506990559245,92.29362643432617,694.9437630110243
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,23,3.7344178035741225,0.7638413168986639,0.6811723355452219,nan,0.8507647124620584,6.652808821201324,1000.0,nan,nan,0,0,0,30674,4748.899551329022,1214.8800644707799,9.532090189890777,84.92465296648287,1.5931963497303476,3.555916925125992,209.91880680964545,209.1198885345459,0.9320499407916335,0.9270437802021172,0.8269219352648809,0.8332226890325546,0.9320499407916335,0.9270437802021172,209.91880680964545,209.1198885345459,5.593005730555608,49.830001735687254,33.07692307692308,151.22,2.3782845798886054,1.3084408945490056,0.8328381359857013,0.9273493205197872,89.10584439086914,609.4234141228665
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,24,3.786468966686236,0.7655079807837805,0.6749744443098704,nan,0.7598649442195893,6.7624608993530275,1000.0,nan,nan,0,0,0,30930,5046.10640304504,1170.8940424202526,9.440299035627895,89.96683941708383,1.6473402079997985,3.6059574983122316,213.71242980957032,207.73670600891114,0.9481272334444146,0.9204810203319256,0.794694060087204,0.8298392850160599,0.9481272334444146,0.9204810203319256,213.71242980957032,207.73670600891114,5.576197783152263,53.141631278991696,38.13333333333333,151.79,2.430787124124772,1.305762867324518,0.827387292579163,0.9224098258979133,89.50605529785156,619.7408090594523
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,25,3.835787310493866,0.7669273149967194,0.6695732915401459,nan,0.6892551134030024,6.83688711643219,1000.0,nan,nan,0,0,0,30858,4657.7997058781075,1130.5396402147726,9.36380794472684,95.03329484245454,1.7231127091122884,3.6490759306835048,193.7910525004069,206.79177558898925,0.859196902041289,0.9165132583887279,0.8967693398396174,0.8231736814975739,0.859196902041289,0.9165132583887279,193.7910525004069,206.79177558898925,5.568012634913127,56.509764995574955,42.833333333333336,151.72,2.4934979977407745,1.2910651894610476,0.827339473479199,0.9132689363313258,87.36769549560547,564.0030490269836
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,26,3.8713579818866224,0.7681859799226125,0.6641282631953558,nan,0.797341002867772,6.7979783129692075,1000.0,nan,nan,0,0,0,30894,5032.349056677714,1094.0918950258422,9.41879062650768,100.09319393361424,1.7789056567708035,3.68893307132921,213.4516836313101,208.01066398620605,0.9459755996358024,0.9221006598529655,0.7731357835806333,0.8040999113023282,0.9459755996358024,0.9221006598529655,213.4516836313101,208.01066398620605,5.638169838831975,59.9166548538208,41.46153846153846,151.775,2.5429166225941664,1.282541861453545,0.8022100819108632,0.9235578158021527,88.75400936889649,568.4778334839574
