algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,balance_threshold_honest,balance_threshold_attacker,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,sigma_n_honest,sigma_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,balance_local_norm_honest,balance_local_norm_attacker,balance_kept_honest,balance_kept_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,47,5.294810733398182,0.7862496467431387,0.603728537162145,nan,1.1834754277678097,5.21654328852892,1000.0,nan,nan,0,0,0,31756,5798.2465258789325,886.2877403831116,9.024413420366763,182.84284899927422,2.6083721511390707,4.415859020822818,187.6889621510225,210.60812187194824,0.8323303028915006,0.933933446219532,0.6682763485347524,0.5057119091972708,0.8323303028915006,0.933933446219532,187.6889621510225,210.60812187194824,6.213885139016544,125.89898193359375,58.294117647058826,153.825,3.3313668990125698,1.2076783841328005,0.5184473721868431,0.925973752963419,90.62467346191406,551.6554780331284
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,48,5.43170618701152,0.7869033149878184,0.6021826893091202,nan,1.125280965458263,5.12839561522007,1000.0,nan,nan,0,0,0,30596,6128.056185442573,880.603935161423,8.739896344470797,185.3868315288945,2.617940201084998,4.450744551255038,195.65320517800072,210.0726416015625,0.8675337213317917,0.9313774340244635,0.5980009599165483,0.49482477009296416,0.8675337213317917,0.9313774340244635,195.65320517800072,210.0726416015625,6.0582308335737745,128.50452392578126,34.54545454545455,151.08,3.351061941153014,1.21895598588657,0.5002036235908761,0.9280490888129973,88.33342715454101,487.0588101443058
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,49,5.523414371442982,0.7874213135242463,0.6007358650366466,nan,1.2447822757742621,4.996971489191055,1000.0,nan,nan,0,0,0,30688,6027.660374444057,882.1332762509867,9.021721514590899,187.82636637301036,2.626008025173507,4.48471637086823,195.87624844637784,210.08284324645996,0.8676402097579999,0.9311801802747006,0.5837368125265295,0.4800194880366325,0.8676402097579999,0.9311801802747006,195.87624844637784,210.08284324645996,6.295413320714777,131.06640533447265,38.81818181818182,151.305,3.369491363451396,1.2322030111361046,0.48542655234653237,0.9278676699634034,88.3424147644043,485.4618387381639
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,50,5.074807043784342,0.7873123137156168,0.6006826881567637,nan,1.1155449481947082,2.419414897561073,1000.0,nan,0.0,0,0,30411,605,5655.7665182847995,0.0,8.790906213471795,190.25464609547453,2.67060986552772,0.0,186.72455487932478,0.0,0.8277899532334535,0.0,0.6352050964321408,0.0,0.8277899532334535,0.0,186.72455487932478,0.0,6.175381251743862,133.6489033126831,43.214285714285715,152.055,2.67060986552772,1.0529821569347877,0.6352050964321408,0.8277899532334535,8.713812561035157,263.93577085329065
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.7850146468480428,0.6099258248011271,0.4896469743645613,0.9359051883220673,7.8473719167709355,1000.0,1.0,0.2782003910455291,127,0,30257,530,5806.574536638898,0.0,8.809608765094621,189.45186998308418,2.701738991804099,0.0,188.87491815740412,0.0,0.837354677897455,0.0,0.6055606278506193,0.0,0.837354677897455,0.0,188.87491815740412,0.0,6.229913928292015,133.9751713180542,36.63636363636363,151.92,2.701738991804099,1.055437315830981,0.6055606278506193,0.837354677897455,6.925413665771484,212.90773301009295
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.7882406479120254,0.5985785482327143,1.0,1.1280906681831067,34.73887481689453,1000.0,1.0,1.0,500,0,29900,580,5643.77170813905,0.0,8.654651382063793,196.46434437796597,2.7479105907932495,0.0,178.51310495229868,0.0,0.7909393889151477,0.0,0.6710952933018024,0.0,0.7909393889151477,0.0,178.51310495229868,0.0,6.161270838517409,139.86352336883544,6.153846153846154,152.0,2.7479105907932495,1.0561794439684762,0.6710952933018024,0.7909393889151477,7.7355678812662765,244.56344068602547
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.7887483131885529,0.5968279063701629,1.0,0.7673080017169317,142.54034591674804,1000.0,1.0,1.0,671,0,29684,551,6070.404512843877,0.0,8.403124385351257,299.042229907761,2.782212356869935,0.0,182.88019180297852,0.0,0.8120133851326186,0.0,0.6220899385710558,0.0,0.8120133851326186,0.0,182.88019180297852,0.0,6.022222677866618,214.31301216125487,8.0,150.695,2.782212356869935,1.0603997377631156,0.6220899385710558,0.8120133851326186,7.315207672119141,242.81618051375506
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.7892073128620783,0.5956167950232824,1.0,1.1085529520231134,652.5665003967285,1000.0,1.0,1.0,5565,0,24963,766,5928.125749639987,0.0,8.713187999849339,1057.1834383410996,2.8035327275769357,0.0,184.76490065630745,0.0,0.8190466811045329,0.0,0.5945102747748879,0.0,0.8190466811045329,0.0,184.76490065630745,0.0,6.286202963660745,762.7139071655273,8.117647058823529,127.955,2.8035327275769357,1.0675640635174237,0.5945102747748879,0.8190466811045329,10.470011037190755,335.9271258129326
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,5.194253122102357,0.7893523126840591,0.5946338466803233,1.0,0.9904960233431596,3347.963205566406,1000.0,1.0,1.0,2412,0,27902,498,5885.727884951915,0.0,8.459011905814448,5249.492182980745,2.8199971201793352,0.0,184.6736814058744,0.0,0.8195544525133927,0.0,0.5795047718745011,0.0,0.8195544525133927,0.0,184.6736814058744,0.0,6.14364690047044,3812.623358154297,6.461538461538462,141.58,2.8199971201793352,1.0754117245183341,0.5795047718745011,0.8195544525133927,8.002526194254557,255.04820834791636
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,5.257769193933119,0.7900419799486796,0.5931054971615474,1.0,0.8080722182989121,16286.621845703125,1000.0,1.0,1.0,2771,0,27437,358,5495.861138764658,0.0,8.232796613630637,25649.037683953225,2.851805980684708,0.0,175.69599304199218,0.0,0.7781394092730766,0.0,0.6428131878376007,0.0,0.7781394092730766,0.0,175.69599304199218,0.0,6.019345808029175,18753.09626953125,5.0,138.725,2.851805980684708,1.0730783341849692,0.6428131878376007,0.7781394092730766,5.85653310139974,183.19537129215527
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,5.296937421504916,0.7899789802233378,0.5925939905643464,1.0,0.7671953467186541,96178.59357421874,1000.0,1.0,1.0,753,0,29603,700,5468.574316748662,0.0,8.161857036756192,148371.72050720005,2.941482810132559,0.0,173.26918029785156,0.0,0.7680631685670413,0.0,0.6541322639212013,0.0,0.7680631685670413,0.0,173.26918029785156,0.0,6.0073949813842775,109206.46185546875,12.2,150.295,2.941482810132559,1.0675059067973007,0.6541322639212013,0.7680631685670413,11.551278686523437,364.5716211165774
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,5.296937421504916,0.7905989795923233,0.5913765307267507,1.0,0.9392420301834742,520978.025,1000.0,1.0,1.0,1041,0,29644,1091,5668.298335992497,0.0,8.16303153019085,808475.4949132623,3.0291368660080296,0.0,174.39499855041504,0.0,0.7731489147656846,0.0,0.6251290080447992,0.0,0.7731489147656846,0.0,174.39499855041504,0.0,6.048448324203491,599044.88109375,12.75,152.145,3.0291368660080296,1.0679580475464037,0.6251290080447992,0.7731489147656846,13.951599884033204,453.46386687939975
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,5.296937421504916,0.7908049821853638,0.5906963270902633,1.0,0.6590391675631205,3265014.06125,1000.0,1.0,1.0,443,0,29900,559,6233.089097037405,0.0,8.09326411766581,4976531.953947601,3.0568771093030396,0.0,188.56337178548176,0.0,0.8357151846543468,0.0,0.4978999078273773,0.0,0.8357151846543468,0.0,188.56337178548176,0.0,6.036865647633871,3712056.63875,7.733333333333333,151.715,3.0568771093030396,1.0603586194736234,0.4978999078273773,0.8357151846543468,9.428168589274089,311.65445485187024
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,5.296937421504916,0.7910923129320144,0.5900834902127584,1.0,1.0949342648188274,19418151.515,1000.0,1.0,1.0,467,0,29900,537,5868.295604098165,0.0,8.330830171180635,29664335.614576124,3.068910779925881,0.0,183.56355412801108,0.0,0.8150855134425671,0.0,0.5148173620303472,0.0,0.8150855134425671,0.0,183.56355412801108,0.0,6.255634625752767,22275000.355,5.833333333333333,151.835,3.068910779925881,1.0629875981512968,0.5148173620303472,0.8150855134425671,7.3425421651204426,234.7318241639266
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,5.314994581143231,0.7911739808320999,0.5895497812827428,1.0,1.0866296011954546,129499245.28,1000.0,1.0,1.0,372,0,29900,530,5629.589655246313,0.0,8.36366384990116,194412519.3175829,3.1156000715703636,0.0,172.76639556884766,0.0,0.7664215295348136,0.0,0.5959962792694569,0.0,0.7664215295348136,0.0,172.76639556884766,0.0,6.322297960519791,146961175.92,9.875,151.36,3.1156000715703636,1.0615923107205163,0.5959962792694569,0.7664215295348136,9.214207763671874,300.2447816131367
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,5.37047640556939,0.7917199792464574,0.5882555202643076,1.0,0.892535014078021,814166451.84,1000.0,1.0,1.0,592,0,29900,720,5468.503837572934,0.0,8.049620902275588,1227310173.2328215,3.1763726011963844,0.0,168.87229919433594,0.0,0.7486282379898308,0.0,0.6228268072009087,0.0,0.7486282379898308,0.0,168.87229919433594,0.0,6.1256067752838135,933959450.24,8.0,152.46,3.1763726011963844,1.0516939975633033,0.6228268072009087,0.7486282379898308,9.006522623697917,291.6535380038898
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,5.37047640556939,0.7920013129711151,0.5877084106206893,1.0,1.0647733211517334,5610034455.04,1000.0,1.0,1.0,641,0,29900,829,5840.058999067293,0.0,8.110823801152486,8300083277.038421,3.227029317435607,0.0,170.6215691817434,0.0,0.7563365740367399,0.0,0.580511665657947,0.0,0.7563365740367399,0.0,170.6215691817434,0.0,6.213466343126799,6358452526.08,9.894736842105264,152.705,3.227029317435607,1.0692835073979163,0.580511665657947,0.7563365740367399,10.80603271484375,369.8704032742619
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,5.37047640556939,0.7922403142849604,0.587176798582077,1.0,1.3839351534843445,35056561592.32,1000.0,1.0,1.0,1008,0,29900,1162,5512.988616889828,0.0,8.536421428287614,52258179481.703674,3.291788353219949,0.0,165.69177754720053,0.0,0.734025992152413,0.0,0.6156183497773277,0.0,0.734025992152413,0.0,165.69177754720053,0.0,6.583246654934353,40301253652.48,8.555555555555555,154.54,3.291788353219949,1.070258975312108,0.6156183497773277,0.734025992152413,9.94150665283203,330.7793170133897
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,5.473524808416409,0.7925719779729843,0.5862874950965246,1.0,0.8701846650556514,243781662965.76,1000.0,1.0,1.0,734,0,29900,914,5784.248702424179,0.0,8.054484389731028,356046360073.33923,3.318977320869205,0.0,178.67669035259047,0.0,0.7931329102338104,0.0,0.480721527612523,0.0,0.7931329102338104,0.0,178.67669035259047,0.0,6.25312802666112,276417876705.28,9.473684210526315,153.17,3.318977320869205,1.0806057575054402,0.480721527612523,0.7931329102338104,11.316190388997397,366.33575115353136
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,5.473524808416409,0.7930163141091665,0.5856338467200597,1.0,1.0259057972580194,1478245710561.28,1000.0,1.0,1.0,554,0,29900,692,5719.36672154322,0.0,8.072565016977611,2177978335156.49,3.3519254852521043,0.0,170.3656930923462,0.0,0.7554237217278,0.0,0.5384119739755988,0.0,0.7554237217278,0.0,170.3656930923462,0.0,6.309085667133331,1702191542435.84,8.625,152.27,3.3519254852521043,1.1032652245158088,0.5384119739755988,0.7554237217278,9.086170298258464,305.0328918156384
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,5.473524808416409,0.7928856460253397,0.5855671926339467,1.0,0.9849306903779507,10007587260989.44,1000.0,1.0,1.0,554,0,29900,776,5610.177067780318,0.0,8.074000960053453,14466328675644.36,3.4386370368580415,0.0,164.0252456665039,0.0,0.7272944493037369,0.0,0.6046425521373748,0.0,0.7272944493037369,0.0,164.0252456665039,0.0,6.352416515350342,11381735728087.04,11.1,152.27,3.4386370368580415,1.073001948445002,0.6046425521373748,0.7272944493037369,10.935016377766926,374.0118045186879
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,5.473524808416409,0.7932069782416026,0.5850183967749277,1.0,1.0347909742877597,59875764018872.32,1000.0,1.0,1.0,798,0,29900,1018,5626.488136106842,0.0,8.321045072157471,87106875760297.64,3.4886712487959373,0.0,171.7647893996466,0.0,0.7614681218444888,0.0,0.505754020952043,0.0,0.7614681218444888,0.0,171.7647893996466,0.0,6.590575513385591,68991867903016.96,10.476190476190476,153.49,3.4886712487959373,1.060535879404193,0.505754020952043,0.7614681218444888,12.02353525797526,393.854169527479
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,5.549948362480557,0.7933343138297398,0.5845558591683706,1.0,0.7313338253233168,397596957574430.75,1000.0,1.0,1.0,317,0,29900,345,5664.365971198944,0.0,7.641738609819437,567785173908467.1,3.522057885501891,0.0,163.27570088704428,0.0,0.7231995565011065,0.0,0.5837612897157669,0.0,0.7231995565011065,0.0,163.27570088704428,0.0,6.093024730682373,452714923001118.75,3.111111111111111,151.085,3.522057885501891,1.0565626307387883,0.5837612897157669,0.7231995565011065,4.8982710266113285,169.93097913596833
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,5.5646580041571365,0.7936689798037211,0.583839154044787,1.0,1.196316309273243,2370317969889689.5,1000.0,1.0,1.0,147,0,29900,185,5965.694937281879,0.0,7.869518241137737,3404705752281396.5,3.546713253351489,0.0,163.91239166259766,0.0,0.7250250653371682,0.0,0.5435380265116692,0.0,0.7250250653371682,0.0,163.91239166259766,0.0,6.316612064838409,2732849047818731.5,4.75,150.235,3.546713253351489,1.055038876023025,0.5435380265116692,0.7250250653371682,4.3709971110026045,159.08519832751676
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,5.5646580041571365,0.7938033119837443,0.5836638627449672,1.0,1.154143261909485,1.5859419585204716e+16,1000.0,1.0,1.0,281,0,29900,339,5403.591432987047,0.0,7.909313371989711,2.235391181018976e+16,3.577241262520609,0.0,152.6164794921875,0.0,0.6773849501920737,0.0,0.6222049325704575,0.0,0.6773849501920737,0.0,152.6164794921875,0.0,6.391019439697265,1.806279233266254e+16,5.8,150.905,3.577241262520609,1.0702557093907787,0.6222049325704575,0.6773849501920737,5.087215983072917,180.11971443290153
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,5.5646580041571365,0.7940146472056707,0.5833532965183258,1.0,1.2736698508262634,9.475425001529147e+16,1000.0,1.0,1.0,541,0,29900,649,5072.038258030904,0.0,7.982309937663404,1.3424266627644474e+17,3.6401357198440154,0.0,151.30816955566405,0.0,0.6700864927114634,0.0,0.6328028440475464,0.0,0.6700864927114634,0.0,151.30816955566405,0.0,6.493147055308024,1.09198637992845e+17,7.2,152.205,3.6401357198440154,1.089210731957862,0.6328028440475464,0.6700864927114634,7.565408477783203,253.6019129015452
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,5.5646580041571365,0.794004647731781,0.5833813593784968,1.0,1.1920189037919044,6.286892672839424e+17,1000.0,1.0,1.0,618,0,29900,824,5447.208702812228,0.0,8.100063048117931,8.74420380334907e+17,3.696042579068027,0.0,162.00050888061523,0.0,0.7185584002655795,0.0,0.5089333981275559,0.0,0.7185584002655795,0.0,162.00050888061523,0.0,6.633005356788635,7.160481384393972e+17,10.3,152.59,3.696042579068027,1.096974845725591,0.5089333981275559,0.7185584002655795,10.800033925374349,363.1472468541484
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,5.5646580041571365,0.7942366476853688,0.5828960724671681,1.0,1.1142830808957418,3.7164402754749624e+18,1000.0,1.0,1.0,646,0,29900,774,5398.510212828642,0.0,7.825632514812658,5.199656350136403e+18,3.7560262723508444,0.0,151.69512939453125,0.0,0.6725744698977,0.0,0.6086947699387868,0.0,0.6725744698977,0.0,151.69512939453125,0.0,6.451143391927084,4.2863920124004403e+18,8.533333333333333,152.73,3.7560262723508444,1.0925174464936347,0.6086947699387868,0.6725744698977,7.584756469726562,269.92551064143214
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,5.5646580041571365,0.7943323119481405,0.5826195561885834,1.0,1.1653140378849847,inf,1000.0,1.0,1.0,544,0,29900,648,5582.901633977046,0.0,7.952302271962696,inf,3.791946356815497,0.0,162.27737317766463,0.0,0.7188891416765003,0.0,0.4854361489415169,0.0,0.7188891416765003,0.0,162.27737317766463,0.0,6.599414723260062,inf,7.428571428571429,152.22,3.791946356815497,1.1017423974292513,0.4854361489415169,0.7188891416765003,7.572944081624349,260.53540958559546
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,5.5646580041571365,0.794830312927564,0.5820990194876988,1.0,1.1204726174473763,nan,1000.0,1.0,1.0,30489,589,0,122,5259.804642941642,0.0,8.123302495780477,nan,3.851018038784811,0.0,160.7308759689331,0.0,0.7130049408006128,0.0,0.5124063324183226,0.0,0.7130049408006128,0.0,160.7308759689331,0.0,6.786415785551071,nan,7.625,0.0,3.851018038784811,1.0967989981401378,0.5124063324183226,0.7130049408006128,8.572313385009766,280.5229142902209
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,5.5646580041571365,0.7947243130207062,0.5823845515648524,1.0,1.218380225055358,nan,1000.0,1.0,1.0,30241,341,0,186,5637.278920329062,0.0,7.979344716588061,nan,3.9019827451135054,0.0,155.98633171530332,0.0,0.6917691246793293,0.0,0.5059403891072554,0.0,0.6917691246793293,0.0,155.98633171530332,0.0,6.710739219889922,nan,10.941176470588236,0.0,3.9019827451135054,1.1022542771650707,0.5059403891072554,0.6917691246793293,8.839225463867187,319.4458054853135
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,5.61344746898654,0.7950606481234233,0.5817276682456335,1.0,1.5935165827924556,nan,1000.0,1.0,1.0,30513,613,0,48,5425.128781388399,0.0,8.3174237943934,nan,3.930015526452549,0.0,144.7329864501953,0.0,0.6428822404183231,0.0,0.6282837282527577,0.0,0.6428822404183231,0.0,144.7329864501953,0.0,7.041857979514382,nan,4.363636363636363,0.0,3.930015526452549,1.1183808897106455,0.6282837282527577,0.6428822404183231,5.3068761698404945,198.92138865090797
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,5.984350525144542,0.7951609806219737,0.5817449925343195,1.0,1.1990314647555351,nan,1000.0,1.0,1.0,30375,475,0,148,5341.14080474419,0.0,7.786666187490558,nan,3.996502595819334,0.0,144.98406982421875,0.0,0.6425248787291218,0.0,0.624933073297143,0.0,0.6425248787291218,0.0,144.98406982421875,0.0,6.636594533920288,nan,9.25,0.0,3.996502595819334,1.11403784998349,0.624933073297143,0.6425248787291218,7.7324837239583335,284.8608429196901
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,5.984350525144542,0.7950709807872772,0.5820341539382935,1.0,1.1255986662581563,nan,1000.0,1.0,1.0,30373,473,0,152,5506.467276630278,0.0,7.798609205577847,nan,4.035066523843346,0.0,149.53128337860107,0.0,0.6629639169792783,0.0,0.5527186633553356,0.0,0.6629639169792783,0.0,149.53128337860107,0.0,6.691233456134796,nan,9.5,0.0,4.035066523843346,1.1278627546381015,0.5527186633553356,0.6629639169792783,7.975001780192057,293.67825475361485
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,5.984350525144542,0.7951589798927308,0.5817146364847819,1.0,1.0287922184382166,nan,1000.0,1.0,1.0,30529,629,0,86,5385.113166339679,0.0,7.476666754195539,nan,4.095217732284648,0.0,149.71799251011439,0.0,0.6632476956477633,0.0,0.5442910779799733,0.0,0.6632476956477633,0.0,149.71799251011439,0.0,6.457915306091309,nan,6.142857142857143,0.0,4.095217732284648,1.1247473288175422,0.5442910779799733,0.6632476956477633,6.986839650472005,251.30528109585168
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,5.984350525144542,0.7954943124453226,0.581364951133728,1.0,0.9419505774974823,nan,1000.0,1.0,1.0,30012,112,0,12,5160.222415983694,0.0,7.372639121228663,nan,4.1026074543270035,0.0,154.35363159179687,0.0,0.6837820749995533,0.0,0.4539804458618164,0.0,0.6837820749995533,0.0,154.35363159179687,0.0,6.410657787322998,nan,2.4,0.0,4.1026074543270035,1.125405133010886,0.4539804458618164,0.6837820749995533,2.572560526529948,86.00370693306158
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,5.984350525144542,0.7952956461906433,0.5819500555594762,1.0,1.2909130146106085,nan,1000.0,1.0,1.0,30394,494,0,114,5396.954551725579,0.0,7.803789676382675,nan,4.14802406519023,0.0,147.8061289469401,0.0,0.6557608377750167,0.0,0.5402255065739154,0.0,0.6557608377750167,0.0,147.8061289469401,0.0,6.83093999226888,nan,7.6,0.0,4.14802406519023,1.1332831707668594,0.5402255065739154,0.6557608377750167,7.3903064473470055,269.84772758627895
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,5.984350525144542,0.795586979786555,0.5814108387629191,1.0,1.2157365999051504,nan,1000.0,1.0,1.0,30661,761,0,86,5022.0804431683155,0.0,7.5466768880839235,nan,4.186643008585595,0.0,145.66700308663505,0.0,0.6457431772434522,0.0,0.5525875261851719,0.0,0.6457431772434522,0.0,145.66700308663505,0.0,6.6500661713736395,nan,6.142857142857143,0.0,4.186643008585595,1.1376653865488675,0.5525875261851719,0.6457431772434522,6.7977934773763025,234.36375401452145
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,5.984350525144542,0.7957573135693868,0.5812995831171671,1.0,1.4290298111736774,nan,1000.0,1.0,1.0,30150,250,0,98,5258.7019929171465,0.0,7.624311781559172,nan,4.222895086098796,0.0,143.4796142578125,0.0,0.6360035860005985,0.0,0.5586395139495531,0.0,0.6360035860005985,0.0,143.4796142578125,0.0,6.763416846593221,nan,8.166666666666666,0.0,4.222895086098796,1.1443773038389349,0.5586395139495531,0.6360035860005985,5.7391845703125,210.3480797166859
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,86,6.094732892046409,0.7956643118460973,0.5814230448007583,1.0,1.3657734177329324,nan,1000.0,1.0,1.0,30299,399,0,56,5221.359115246568,0.0,7.98564932324245,nan,4.246426442627417,0.0,145.9968358820135,0.0,0.6470928418430869,0.0,0.5148248076438904,0.0,0.6470928418430869,0.0,145.9968358820135,0.0,7.131338292902166,nan,5.090909090909091,0.0,4.246426442627417,1.1519380840363649,0.5148248076438904,0.6470928418430869,5.353217315673828,191.4498342257075
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,6.094732892046409,0.7959693147738774,0.581658560236295,1.0,0.9112962105057456,nan,1000.0,1.0,1.0,30388,488,0,50,5099.994018992563,0.0,7.315002204382775,nan,4.294689525104778,0.0,148.10247802734375,0.0,0.6563842906811103,0.0,0.4620512656190179,0.0,0.6563842906811103,0.0,148.10247802734375,0.0,6.576132600957697,nan,4.545454545454546,0.0,4.294689525104778,1.1433683271859074,0.4620512656190179,0.6563842906811103,5.430424194335938,186.99978069639397
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,6.094732892046409,0.7961323132117589,0.5812606022755304,1.0,1.2056904494762422,nan,1000.0,1.0,1.0,30189,289,0,52,5389.0119706043315,0.0,8.08592940216721,nan,4.330620601807674,0.0,144.91592559814453,0.0,0.6429779029295866,0.0,0.477180864661932,0.0,0.6429779029295866,0.0,144.91592559814453,0.0,7.317813587188721,nan,5.2,0.0,4.330620601807674,1.1443349062703896,0.477180864661932,0.6429779029295866,4.830530853271484,179.63373235347774
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,6.094732892046409,0.7960473136107127,0.581479922135671,1.0,1.1081178293635066,nan,1000.0,1.0,1.0,30475,575,0,76,4883.940570624925,0.0,7.659640364073805,nan,4.381716939540458,0.0,143.8159696138822,0.0,0.6380901287986249,0.0,0.5039256640638297,0.0,0.6380901287986249,0.0,143.8159696138822,0.0,6.978387355804443,nan,5.846153846153846,0.0,4.381716939540458,1.1382181595806276,0.5039256640638297,0.6380901287986249,6.232025349934895,211.63742472708012
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,6.094732892046409,0.7960969791809718,0.5817099845409394,1.0,1.1522511490013287,nan,1000.0,1.0,1.0,30680,780,0,276,5448.538358184013,0.0,7.59574637529105,nan,4.452518673651461,0.0,146.81666962996772,0.0,0.6502170161398666,0.0,0.4553389821363532,0.0,0.6502170161398666,0.0,146.81666962996772,0.0,6.966464768285337,nan,12.0,0.0,4.452518673651461,1.1339857946999834,0.4553389821363532,0.6502170161398666,11.255944671630859,417.72127412744106
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,6.094732892046409,0.796350646018982,0.5815112433830897,1.0,0.9627677381038666,nan,1000.0,1.0,1.0,30129,229,0,52,5146.5022974507365,0.0,7.548073597113766,nan,4.476362649638699,0.0,149.25643463134764,0.0,0.6616621394857246,0.0,0.38970727659761906,0.0,0.6616621394857246,0.0,149.25643463134764,0.0,6.96904730796814,nan,5.2,0.0,4.476362649638699,1.1325361058020735,0.38970727659761906,0.6616621394857246,4.975214487711589,171.5500765816912
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,6.148054766754666,0.796245979865392,0.5817671352624894,1.0,1.1961875844281167,nan,1000.0,1.0,1.0,30284,384,0,156,5389.464686003943,0.0,7.224791186648817,nan,4.52591000866247,0.0,143.47000885009766,0.0,0.6352071739115177,0.0,0.4904709403635934,0.0,0.6352071739115177,0.0,143.47000885009766,0.0,6.715183466672897,nan,9.75,0.0,4.52591000866247,1.1343540779147168,0.4904709403635934,0.6352071739115177,7.651733805338542,287.43811658687696
