algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_local_norm_honest,balance_local_norm_attacker,balance_kept_honest,balance_kept_attacker,balance_threshold_honest,balance_threshold_attacker
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,77,0.0,0.8864744746685028,0.3790309639275074,1.0,0.02012733676470816,nan,,1.0,1.0,50692,792,0,158,6.300077374776205,nan,10.533333333333333,0.0,7.491050906213145,nan
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,78,0.0,0.8864939793944359,0.3788917115330696,1.0,0.019933959059417247,nan,,1.0,1.0,50296,396,0,32,6.313216618129185,nan,4.571428571428571,0.0,7.456795958047521,nan
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,79,0.0,0.8865689775347709,0.3788115905225277,1.0,0.019661162002012133,nan,,1.0,1.0,50141,241,0,26,6.321390310923259,nan,4.333333333333333,0.0,7.4168394559009485,nan
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,80,0.0,0.8866394782066345,0.37863705441355705,1.0,0.019561632145196198,nan,,1.0,1.0,50486,586,0,132,6.3430166978102465,nan,10.153846153846153,0.0,7.392763790855911,nan
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,81,0.0,0.8866374778747559,0.3784963490068913,1.0,0.019448997415602208,nan,,1.0,1.0,50358,458,0,40,6.322746515274048,nan,5.0,0.0,7.320174766207559,nan
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,82,0.0,0.8866524776816368,0.37853106275200843,1.0,0.019020801871083678,nan,,1.0,1.0,49991,91,0,6,6.3379332224528,nan,2.0,0.0,7.289001530543877,nan
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,83,0.0,0.8867489770054817,0.37842629685997964,1.0,0.01908358795568347,nan,,1.0,1.0,50380,480,0,70,6.357638502120972,nan,7.0,0.0,7.263081474171403,nan
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,84,0.0,0.8867884796857833,0.3784202292561531,1.0,0.018984014857560395,nan,,1.0,1.0,50370,470,0,30,6.385585103716169,nan,4.285714285714286,0.0,7.246536542230175,nan
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,85,0.0,0.8867579767107964,0.37835225895047186,1.0,0.018673884412273765,nan,,1.0,1.0,50437,537,0,42,6.366392254829407,nan,5.25,0.0,7.176751126758142,nan
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,86,0.0,0.8867814767360688,0.3783626551926136,1.0,0.018538047606125475,nan,,1.0,1.0,50018,118,0,20,6.360749816894531,nan,4.0,0.0,7.122746865220856,nan
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,87,0.0,0.8868294778466225,0.37823660045862195,1.0,0.01831961386837065,nan,,1.0,1.0,50166,266,0,24,6.388326803843181,nan,4.0,0.0,7.106095252036881,nan
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,88,0.0,0.8868474733829498,0.37825985670089723,1.0,0.018147761262953283,nan,,1.0,1.0,50104,204,0,16,6.392101860046386,nan,3.2,0.0,7.063050152341063,nan
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,89,0.0,0.8869079777598381,0.3782356680929661,1.0,0.01805518699809909,nan,,1.0,1.0,50356,456,0,58,6.417576048109266,nan,6.444444444444445,0.0,7.044080821441366,nan
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,90,0.0,0.8868669775128365,0.3781439845263958,1.0,0.017856181175448002,nan,,1.0,1.0,50437,537,0,166,6.410591397966657,nan,11.857142857142858,0.0,6.989660896047586,nan
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,91,0.0,0.8868549758195877,0.3783100341260433,1.0,0.017712580016814174,nan,,1.0,1.0,50217,317,0,32,6.420213086264474,nan,4.571428571428571,0.0,6.953639248347415,nan
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,92,0.0,0.8869019785523414,0.3783371774852276,1.0,0.017525101997889578,nan,,1.0,1.0,50559,659,0,76,6.429880575700239,nan,6.909090909090909,0.0,6.917836980191973,nan
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,93,0.0,0.8869504788517952,0.3783288289606571,1.0,0.017341226036660374,nan,,1.0,1.0,50319,419,0,96,6.427501938559792,nan,8.727272727272727,0.0,6.869329310661978,nan
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,94,0.0,0.8869724774360657,0.37839118093252183,1.0,0.017217298704199493,nan,,1.0,1.0,50357,457,0,50,6.434338357713488,nan,5.555555555555555,0.0,6.83094390354313,nan
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,95,0.0,0.8870059782266617,0.37842090949416163,1.0,0.017145362948067486,nan,,1.0,1.0,50402,502,0,88,6.4729977521029385,nan,8.0,0.0,6.826325351063125,nan
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,96,0.0,0.8869894766807556,0.37862394273281097,1.0,0.01693221218883991,nan,,1.0,1.0,50264,364,0,34,6.457305908203125,nan,4.857142857142857,0.0,6.764529449764426,nan
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,97,0.0,0.8869429779052734,0.37861715763807297,1.0,0.0168507992150262,nan,,1.0,1.0,50630,730,0,110,6.462404324458196,nan,8.461538461538462,0.0,6.724888074992173,nan
