algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_n_honest,sigma_n_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,balance_kept_honest,balance_kept_attacker,balance_local_norm_honest,balance_local_norm_attacker,noise_norm_honest,noise_norm_attacker,trust_honest,trust_attacker,balance_threshold_honest,balance_threshold_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,21,3.739568524790789,0.8685894763469696,0.493724175542593,nan,0.8287794632571084,6.960502378145853,1000.0,nan,nan,0,0,0,50626,0.9085669235729688,0.8816580896614978,4362.695120638596,1001.9186460417144,0.9085669235729688,0.8816580896614978,1.590346749232544,3.652435695546739,54.142857142857146,167.49,5.635367665972028,45.42313701629639,204.69595336914062,198.84050811767577,0.8791209203856332,0.912317758401235,9.733201793044952,78.45318794767293,204.69595336914062,198.84050811767577,2.8276001170210607,1.240053807243755,0.9115608272412701,0.8822716461350494,122.17004821777344,662.2289193139691
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,22,3.7980384311021327,0.8698604771494866,0.4848877614736557,nan,1.0513704373286321,7.077791210810344,1000.0,nan,nan,0,0,0,51354,0.9200983110633874,0.8779397863065549,4577.214185588422,958.5950726004795,0.9200983110633874,0.8779397863065549,1.628768190060345,3.69624451375357,60.23076923076923,168.57,5.730978598961463,48.88177597045898,207.5888214111328,198.02405278523764,0.8534869047311636,0.9060196614265442,9.832568072662335,83.86584968739295,207.5888214111328,198.02405278523764,2.86925398427628,1.243828775548217,0.9038377897427105,0.8796907793475736,124.21174102783203,694.1646123855866
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,23,3.8581531741803685,0.8709149780869484,0.47710067525506017,nan,1.1580898612737656,7.16838636080424,1000.0,nan,nan,0,0,0,50496,0.9284643852229593,0.8758222583891961,4701.6410875097645,923.3104761792238,0.9284643852229593,0.8758222583891961,1.6622025573372126,3.7416053319945117,40.5,167.24,5.853206396102905,52.40130936940511,209.3499813079834,197.58227584838866,0.831434715539217,0.8976900968949,9.975546951952785,89.30690062567102,209.3499813079834,197.58227584838866,2.909844222131592,1.2482900877372405,0.8959691778986485,0.8771895863589044,121.89896520996093,629.2125431076905
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,24,3.9191791627392147,0.8719174778461456,0.46993410021066667,nan,0.9615602530539036,7.267973621686299,1000.0,nan,nan,0,0,0,50612,0.8688551608669838,0.8717570720805503,4610.223267134806,888.9063526153607,0.8688551608669838,0.8717570720805503,1.6985912308967677,3.78890100689419,47.5,167.44,5.74787563085556,55.96848617553711,195.74140739440918,196.61869517008464,0.8954686149954796,0.891779562830925,9.730943356926684,94.75260143477028,195.74140739440918,196.61869517008464,2.9527770964952214,1.2531050202042915,0.8918753823676666,0.8716816977633148,121.10307962036133,607.1073838433733
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,25,3.9717689379764307,0.8728764790296555,0.4634704698622227,nan,0.8468599518140157,7.335857585271199,1000.0,nan,nan,0,0,0,50990,0.8485879559325942,0.8697907259628201,4634.159960721669,860.6708043811024,0.8485879559325942,0.8697907259628201,1.7689174961376504,3.8380411267173984,63.333333333333336,168.06666666666666,5.72083494398329,59.58718448638916,191.6969231499566,196.28519694010416,0.9103914962874519,0.8831666006644567,9.620811447705604,100.20863602193678,191.6969231499566,196.28519694010416,3.0103916744854997,1.243655583699054,0.8839595587893982,0.8691731695541728,121.22166278076172,599.8173619216515
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,26,4.030636722395821,0.8738074779510498,0.4573168225586414,nan,0.954111302892367,7.397149192492167,1000.0,nan,nan,0,0,0,50498,0.9013743243104978,0.8675220861158681,5004.441907710242,837.0200195722699,0.9013743243104978,0.8675220861158681,1.8035228578912876,3.8890261532710535,51.666666666666664,167.29333333333332,5.828794876734416,63.24129267374674,203.1507771809896,195.67113677978514,0.8309805194536845,0.8748845056692759,9.737237457925788,105.64713580304515,203.1507771809896,195.67113677978514,3.0548248351191467,1.2493724984056616,0.8740236431944604,0.8681858554922335,119.84049139404297,562.2653146358847
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,27,4.097019996092524,0.8746064788103104,0.45202405005693436,nan,0.9188259707556831,7.469525299072266,1000.0,nan,nan,0,0,0,51068,0.8973162268143331,0.8634282112678717,5125.7698225791355,813.4672827201673,0.8973162268143331,0.8634282112678717,1.8409976787160445,3.9424004768444365,67.88888888888889,168.19,5.767273637983534,66.92753929138183,202.60770161946616,194.74738169352213,0.8245476418071322,0.868939737478892,9.5704476076623,111.0622711014425,202.60770161946616,194.74738169352213,3.1018393575930796,1.2552198568525679,0.8676467638185494,0.864415240846895,120.49536764526367,580.3442264385249
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,28,4.177144882683026,0.8753224760293961,0.4469697247445583,nan,1.1171032667160035,7.501902508735657,1000.0,nan,nan,0,0,0,50792,0.8538231407902404,0.8621194236666584,5003.730295427762,794.4909520986374,0.8538231407902404,0.8621194236666584,1.8720413461309122,3.99706721299871,48.5,167.69,5.853834104537964,70.650924021403,191.97905731201172,194.47409495035808,0.8702811479568482,0.859304088751475,9.649544346657013,116.46199948651142,191.97905731201172,194.47409495035808,3.1470568662515905,1.2686072305240474,0.8596581874355194,0.8618518016383868,120.52403811645507,576.7691771677377
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,29,4.2587772457206965,0.8760249790549278,0.4421523384749889,nan,0.808472540229559,7.535400808652242,1000.0,nan,nan,0,0,0,50692,0.8696442307255112,0.8599636140224814,5207.41718442843,776.8075140826808,0.8696442307255112,0.8599636140224814,1.9170444085055514,4.053338425331278,52.375,167.57666666666665,5.769105672836304,74.39156277974446,195.83037185668945,194.00257558186848,0.837783545255661,0.8507209875186285,9.446688464215448,121.8133204346163,195.83037185668945,194.00257558186848,3.198820818600987,1.2735148461888324,0.8503849500572527,0.8602150586121706,119.53483129882812,549.4031834004633
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,30,4.347206416085266,0.8766584780812263,0.4379522183537483,nan,0.9133871266475091,7.586613100369771,1000.0,nan,nan,0,0,0,51220,0.8787685864732502,0.8556756664809234,5465.461647015652,762.5448717538045,0.8787685864732502,0.8556756664809234,1.983069926893403,4.112872570679074,55.46153846153846,168.33,5.866398701300988,78.14987330118815,198.35511427659256,193.05774943033853,0.8137864837279687,0.844958665172259,9.542175032587467,127.1171305913956,198.35511427659256,193.05774943033853,3.2609515131648057,1.271043806891361,0.8436639739301639,0.8566347973432245,120.99188262939452,599.6289258746896
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,31,4.439098509466038,0.8772864770889283,0.43389873668551443,nan,0.9864063858985901,7.578576471010844,1000.0,nan,nan,0,0,0,50610,0.8398572362655073,0.855640866865786,5309.960495183027,746.2344757273682,0.8398572362655073,0.855640866865786,2.028131814817703,4.173684876829607,52.857142857142854,167.46666666666667,5.841206959315708,81.9343586730957,189.596675327846,192.987525583903,0.854917551789965,0.8333977534373601,9.438067958797001,132.38737314106692,189.596675327846,192.987525583903,3.3154636520248455,1.2766977263765273,0.8338884328786247,0.8552809795231087,118.44686880493164,522.0801323689833
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,32,4.5298276489064575,0.8778044775128364,0.4302950845658779,nan,1.0224081307649613,7.6079416211446125,1000.0,nan,nan,0,0,0,50790,0.8037221673065658,0.8519949338224986,5208.0122993490695,735.9557696352323,0.8037221673065658,0.8519949338224986,2.091790640754384,4.237536805345352,48.2,167.69333333333333,5.8967818260192875,85.71570508321126,181.38919677734376,192.18211578369142,0.893171888589859,0.826694121559461,9.464556525727977,137.57692921977,181.38919677734376,192.18211578369142,3.3792383395089645,1.2746496824510587,0.8288385656572157,0.8504377478058556,118.93705340576172,545.7337077681208
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,33,4.661698666182811,0.8783464780449868,0.426937852948904,nan,0.8900875210762024,7.607170928319295,1000.0,nan,nan,0,0,0,50220,0.828991481107594,0.8502112478449664,5298.160527434031,720.9671486080313,0.828991481107594,0.8502112478449664,2.1306089756698254,4.303335273011836,33.8,166.83666666666667,5.974359226226807,89.51227437337239,187.0015899658203,191.75323618570962,0.8468992710113525,0.817383251786232,9.525356646248357,142.7159474911093,187.0015899658203,191.75323618570962,3.434244754075032,1.2832268865443661,0.8178671209538569,0.8498633828164847,116.92195761108398,485.56189443915906
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,34,4.796852501476151,0.878753477036953,0.4238156504929066,nan,0.9969974343593304,7.5665305169423425,1000.0,nan,nan,0,0,0,51432,0.8496844536374175,0.8509260627882209,5689.360988135245,711.250147460107,0.8496844536374175,0.8509260627882209,2.162281467842283,4.367729901515232,63.38461538461539,168.69333333333333,5.982564999507024,93.30919100443522,191.43234135554388,191.96817204793294,0.8062378741227664,0.8044934783379237,9.475061606082452,147.78114959947627,191.43234135554388,191.96817204793294,3.4855505280460526,1.298890791024705,0.8045659292810641,0.8508744943570373,120.15814410400391,574.6734741675805
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,35,4.925743857217437,0.8793059775233268,0.42086407482624055,nan,1.0125914974646135,7.517074805895487,1000.0,nan,nan,0,0,0,51080,0.84184115058381,0.8517132933368103,5704.963025525873,703.1653456094717,0.84184115058381,0.8517132933368103,2.2123946568333945,4.4338670201146275,57.36363636363637,168.16333333333333,5.957786603407427,97.08587720235188,190.10344487970525,192.11196736653645,0.8053705421361056,0.7913613047202428,9.373121865058701,152.74091184691224,190.10344487970525,192.11196736653645,3.5452780748021344,1.3037976878529027,0.7918568082944373,0.8513641178696625,119.44945620727539,547.4083939272523
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,36,5.045972270899305,0.8797209802269935,0.4180688214302063,nan,0.7092242936293284,7.461770497957866,1000.0,nan,nan,0,0,0,50464,0.8124769531235496,0.8523854791156814,5685.344431254914,698.427459097035,0.8124769531235496,0.8523854791156814,2.2546305946371485,4.498656764179487,49.0,167.23333333333332,5.898896376291911,100.83839823404948,183.2645467122396,192.28832885742187,0.8354528844356537,0.778250820239385,9.218808436939298,157.59047406624552,183.2645467122396,192.28832885742187,3.6010462963625516,1.3111168498826278,0.7793724293412726,0.8516029589981887,117.572171875,487.28060863328
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,37,5.168153158965564,0.8800629779696465,0.4156892667710781,nan,1.117939978837967,7.410877579053243,1000.0,nan,nan,0,0,0,50688,0.8321537910617739,0.8522387606732041,5956.211793810946,691.032544234272,0.8321537910617739,0.8522387606732041,2.3071823908043756,4.563812864944025,43.5,167.51,6.17170033454895,104.56381546020508,187.44027252197264,192.2988246154785,0.7952621519565582,0.7661844462156295,9.581059953044884,162.32677066887496,187.44027252197264,192.2988246154785,3.6611606752881656,1.3155982138533329,0.7671224367234015,0.8515908584276741,119.12810021972656,533.7437624167821
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,38,5.2469689607276715,0.8803729763627053,0.41340431168675423,nan,1.0214046935240428,7.375980267524719,1000.0,nan,nan,0,0,0,51840,0.8749685346099223,0.850522169629435,6342.280616640681,684.1696757397962,0.8749685346099223,0.850522169629435,2.353454802972235,4.631086084830409,60.611111111111114,169.16333333333333,6.04219913482666,108.26404141743978,197.41386922200522,191.90079584757487,0.7205469956000646,0.7562945383787155,9.317694449298067,166.95432164083982,197.41386922200522,191.90079584757487,3.720033572087139,1.327821204392434,0.7542710925610561,0.8519059261377645,122.24737680053711,638.8239076429422
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,39,5.33669431946617,0.880690976679325,0.41111878380179406,nan,1.0140297561883926,7.290092190901438,1000.0,nan,nan,0,0,0,50638,0.7985222236307387,0.8519477785733643,5861.4587601610565,681.7955323827479,0.7985222236307387,0.8519477785733643,2.4127149511688497,4.696820802683971,41.1,167.42333333333335,6.019458818435669,111.94678461710612,180.27938385009764,192.20521377563477,0.8205980122089386,0.7416894936561584,9.220948181317727,171.48642945409063,180.27938385009764,192.20521377563477,3.7831784620779225,1.3298650653052018,0.7442349297385062,0.8502243735752152,118.92871594238281,526.30649463287
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,40,5.511216159188446,0.8810879775881767,0.40899019613862037,nan,1.2489483025338914,7.211567171414694,1000.0,nan,nan,0,0,0,51206,0.8003641631476923,0.8524346436796807,5865.435949730552,675.3755956346996,0.8003641631476923,0.8524346436796807,2.424445771906146,4.763721168400465,74.55555555555556,168.45,6.1890979872809515,115.58724347432454,180.32673814561633,192.30010599772135,0.8059969743092855,0.7283169454336167,9.417815884864817,175.88659606251852,180.32673814561633,192.30010599772135,3.8280110098027373,1.357100865582672,0.7305794705465002,0.8509180277418557,118.6259448852539,510.80320447596966
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,41,5.603548601193294,0.8814354771375656,0.40715917482972147,nan,1.5432527735829353,7.13988095442454,1000.0,nan,nan,0,0,0,51512,0.7823639194375926,0.8520698080229372,5859.6842467214,675.6505526569739,0.7823639194375926,0.8520698080229372,2.459066972945452,4.83150566223598,56.3125,168.70333333333335,6.318019717931747,119.18856127421061,176.3795404434204,192.23848546346028,0.8211201317608356,0.7160860591133436,9.550113162019006,180.16155355709577,176.3795404434204,192.23848546346028,3.882530186519769,1.3791593618010534,0.7214042400068874,0.8485403959426665,120.98723657226563,592.9002274892691
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,42,5.6285761913501275,0.8816054779291153,0.40530084937810895,nan,1.1827117204666138,7.048197836875915,1000.0,nan,nan,0,0,0,50496,0.8080606792720518,0.8526480882939423,6036.047352333045,670.0817348522913,0.8080606792720518,0.8526480882939423,2.476131052465168,4.898215099868776,51.666666666666664,167.28666666666666,6.093987862269084,122.75414431254069,182.00877380371094,192.36879552205403,0.7701627115408579,0.7023023891448975,9.150268313193328,184.31827932751548,182.00877380371094,192.36879552205403,3.929381480907333,1.4028059840847058,0.703632983701681,0.8517738253719443,117.60538259887696,474.48160913937136
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,43,5.669041676915066,0.8819249776005745,0.40358361437916757,nan,1.164400373895963,6.991029114723205,1000.0,nan,nan,0,0,0,51088,0.7547271428811921,0.8506623408577327,5745.80645132895,663.987450742825,0.7547271428811921,0.8506623408577327,2.5667732798718363,4.966516277409501,53.75,168.14333333333335,6.281815767288208,126.27435994466146,170.18154780069986,191.87412831624349,0.8397900213797888,0.6923129165172577,9.369623563908695,188.34414479585072,170.18154780069986,191.87412831624349,4.0066190783944355,1.3915162425812038,0.6979851128581243,0.8469725255509426,119.20883413696289,536.2918252775897
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,44,5.706623236502057,0.8821629786491394,0.40207207947969437,nan,1.2326069005898066,6.907939284642538,1000.0,nan,nan,0,0,0,50228,0.7241221434802616,0.8500493129975789,5667.369059662414,663.739950962854,0.7241221434802616,0.8500493129975789,2.6209013619632198,5.035407133722006,26.428571428571427,166.81,6.4738295418875555,129.7659942626953,162.77445547921317,191.76899653116863,0.8756503207342965,0.6801222956180573,9.591861764435759,192.2660259493679,162.77445547921317,191.76899653116863,4.069604825018493,1.397088777482768,0.6845805893503494,0.8471780094580963,117.34024029541015,477.58713741298624
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,45,5.7445937260623445,0.8823304763436317,0.4006959749758244,nan,1.4019092040903427,6.75249903122584,1000.0,nan,nan,0,0,0,51828,0.7715689988129225,0.8536745765405429,6072.61831775445,660.4366814732949,0.7715689988129225,0.8536745765405429,2.673911956721564,5.099855460809519,62.64705882352941,169.21,6.233390471514533,133.2165385691325,174.10853935690488,192.4894489034017,0.7899389372152441,0.661171759168307,9.174252466649913,196.06699807295672,174.10853935690488,192.4894489034017,4.129478059174337,1.41111395661833,0.6680772545209819,0.849271438302784,121.41335968017579,602.7310316876283
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,46,5.780122080250173,0.8826699775457382,0.39927199348807335,nan,1.4761844532830375,6.62760274251302,1000.0,nan,nan,0,0,0,50710,0.7580432147814632,0.8550364803400767,5859.866711966824,662.217041558563,0.7580432147814632,0.8550364803400767,2.6936462361708187,5.1605422438585995,59.57142857142857,167.64333333333335,6.369525500706264,136.58908213297525,170.90331813267298,192.8580485534668,0.7992034639630999,0.6455589552720388,9.312325305149496,199.6949326622542,170.90331813267298,192.8580485534668,4.173783840783487,1.431362632643118,0.6490622502584799,0.85282490750975,118.1074755859375,479.3683589026733
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,47,5.805959410356326,0.8826824778318405,0.3982586218416691,nan,1.89420897513628,6.479738467534383,1000.0,nan,nan,0,0,0,51032,0.7444834067970278,0.8574592988353271,5952.3044293346875,660.7131381559077,0.7444834067970278,0.8574592988353271,2.733636469728799,5.220544790245453,72.875,168.16333333333333,6.995214283466339,139.8996268717448,168.01889038085938,193.45722763061522,0.8088308721780777,0.6280701009432474,10.159136232126421,203.17595867977226,168.01889038085938,193.45722763061522,4.225781462038792,1.4422270890287752,0.6327651859103859,0.8545248600810854,118.7626388244629,491.6647537628996
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,48,5.8479655745960875,0.8829264774918556,0.39692105606198314,nan,1.2828178405761719,6.341019070943196,1000.0,nan,nan,0,0,0,50604,0.8181581064079788,0.8590100045366287,6822.333213959488,666.8279883149551,0.8181581064079788,0.8590100045366287,2.751579605494446,5.277434131466729,52.42857142857143,167.45666666666668,6.394177981785366,143.13635396321615,184.73196411132812,193.80917037963866,0.677795627287456,0.6117759204407534,9.224549922924464,206.49541609262565,184.73196411132812,193.80917037963866,4.267092321077817,1.4599055638084222,0.6132812557760201,0.8580785280320666,118.8717497253418,495.6094579844059
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,49,5.883788912416105,0.8831609785556793,0.39563304767012597,nan,1.605335247516632,6.307936505476634,1000.0,nan,nan,0,0,0,50428,0.7252936600776564,0.8540549565821274,5772.095868026328,664.8718237367691,0.7252936600776564,0.8540549565821274,2.762592776997684,5.334198065177235,54.2,167.19,6.774776840209961,146.30396825154622,163.53048400878907,192.63217880249024,0.8160913944244385,0.6059122416377067,9.708679456321196,209.66274822685295,163.53048400878907,192.63217880249024,4.305555949905414,1.483475054770549,0.6093578015194565,0.8519441156558246,117.21461212158204,456.64405292232465
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,50,5.130052890615561,0.8830474749207496,0.39568974778056143,nan,1.3725285530090332,2.9206614327430724,1000.0,nan,0.0,0,0,50267,399,0.7263200615490616,0.0,5999.097290338823,0.0,0.7263200615490616,0.0,2.8086194389568213,0.0,57.0,167.55666666666667,6.70916257585798,149.54192591349283,163.58642360142298,0.0,0.8025006651878357,0.0,9.550765624170513,212.87900974797813,163.58642360142298,0.0,2.8086194389568213,1.186083174125165,0.8025006651878357,0.7263200615490616,5.725524826049805,209.96840516185884
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.8750369775295258,0.41876580491662024,0.546676148389133,1.3717377595603466,8.439337439537049,1000.0,1.0,0.33286479376942213,171,0,50257,560,0.720348199091526,0.0,6207.874097908976,0.0,0.720348199091526,0.0,2.8617945496592405,0.0,48.625,168.09333333333333,6.633358538150787,149.8795954386393,162.29420852661133,0.0,0.8004104867577553,0.0,9.380112501125602,211.942028876002,162.29420852661133,0.0,2.8617945496592405,1.1908870391828923,0.8004104867577553,0.720348199091526,6.4917683410644536,248.31496391635903
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.8830039790272712,0.39527611300349236,1.0,1.239295142037528,33.81942604064941,1000.0,1.0,1.0,345,0,49900,375,0.683954562196874,0.0,5986.495726116914,0.0,0.683954562196874,0.0,2.929271800590687,0.0,4.285714285714286,167.48333333333332,6.365079198564802,154.89095703125,154.3719700404576,0.0,0.8523129139627729,0.0,8.940938148412922,217.5731712618989,154.3719700404576,0.0,2.929271800590687,1.1900143419519251,0.8523129139627729,0.683954562196874,5.403018951416016,209.52735041409198
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.8833449792861938,0.3939263740181923,1.0,1.0875126909125934,136.06733594258625,1000.0,1.0,1.0,540,0,49900,632,0.7281918899773717,0.0,6366.064597824766,0.0,0.7281918899773717,0.0,2.9897018408789453,0.0,8.363636363636363,168.13333333333333,6.270287080244585,219.2899168395996,164.33152216131037,0.0,0.7646465951746161,0.0,8.749261707111389,305.98676705014753,164.33152216131037,0.0,2.9897018408789453,1.1951536624346106,0.7646465951746161,0.7281918899773717,9.038233718872071,350.1335528803622
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.8835619771480561,0.3927851448953152,1.0,1.2441426949067549,636.1521456400553,1000.0,1.0,1.0,6633,0,43685,514,0.724088969792872,0.0,6573.506947192539,0.0,0.724088969792872,0.0,3.034480143324788,0.0,8.727272727272727,147.01,6.534268422560259,747.7406079101562,163.19199163263494,0.0,0.757458359003067,0.0,9.057026878764828,1036.4292291397348,163.19199163263494,0.0,3.034480143324788,1.2128452143383017,0.757458359003067,0.724088969792872,8.975559539794922,361.54288209558973
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,55,5.298128112150794,0.8837899771332741,0.39183713495731354,1.0,1.2494523078203201,3466.4820294189453,1000.0,1.0,1.0,2520,0,47657,325,0.6905065326203198,0.0,6142.856838868911,0.0,0.6905065326203198,0.0,3.069271283107929,0.0,6.0,159.78,6.241075932979584,3938.308697509766,155.96979904174805,0.0,0.8031774684786797,0.0,8.593159157327833,5422.544736165863,155.96979904174805,0.0,3.069271283107929,1.2306606455343634,0.8031774684786797,0.6905065326203198,6.2387919616699214,245.71427355475643
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,56,5.298128112150794,0.8839724773168564,0.39079807996749877,1.0,0.8632169514894485,17500.881948242186,1000.0,1.0,1.0,3235,0,46943,302,0.7089779261293355,0.0,6393.15173443596,0.0,0.7089779261293355,0.0,3.096896096078282,0.0,4.0,157.40333333333334,6.148663679758708,20148.070708007814,159.8768742879232,0.0,0.7588118414084116,0.0,8.409667617625239,27556.97605457682,159.8768742879232,0.0,3.096896096078282,1.234773235557626,0.7588118414084116,0.7089779261293355,4.796306228637695,191.79455203307884
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,57,5.488870226095065,0.8841289779543877,0.3898843039572239,1.0,1.0387330566133772,109621.92152994791,1000.0,1.0,1.0,1219,0,49427,890,0.6688738621847732,0.0,6127.262319491456,0.0,0.6688738621847732,0.0,3.219795932711709,0.0,10.285714285714286,167.24333333333334,6.2274841240474155,124112.20436848958,150.82604435512,0.0,0.8304020932742527,0.0,8.4608778474945,168623.18387775758,150.82604435512,0.0,3.219795932711709,1.2186483509133441,0.8304020932742527,0.6688738621847732,10.557823104858398,428.9083623644019
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,58,5.488870226095065,0.8841859787702561,0.38916587114334106,1.0,1.1476977216570001,636944.0499739583,1000.0,1.0,1.0,1678,0,49289,1297,0.694798886469628,0.0,6496.987077165085,0.0,0.694798886469628,0.0,3.357372071418604,0.0,12.105263157894736,167.85333333333332,6.281954087709126,729918.1470052083,156.5264723928351,0.0,0.7666448229237607,0.0,8.478172671820559,985103.0428116684,156.5264723928351,0.0,3.357372071418604,1.2002931905176701,0.7666448229237607,0.694798886469628,14.870014877319337,617.213772330683
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,59,5.488870226095065,0.8843144756555558,0.3884401611983776,1.0,1.0572288582722347,4334937.7053125,1000.0,1.0,1.0,911,0,49780,867,0.6997690257928513,0.0,6446.213721219672,0.0,0.6997690257928513,0.0,3.4336199894317794,0.0,6.333333333333333,168.57,6.271545847256978,4895207.6215625,157.91724141438803,0.0,0.7445253084103266,0.0,8.407885802095839,6562711.596479575,157.91724141438803,0.0,3.4336199894317794,1.1935894145639405,0.7445253084103266,0.6997690257928513,9.475034484863281,386.77282327318034
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,60,5.488870226095065,0.8844984793663024,0.38774668544530866,1.0,1.6274155841933355,25825461.975,1000.0,1.0,1.0,637,0,49780,569,0.6816602804505814,0.0,6236.661165572863,0.0,0.6816602804505814,0.0,3.467896643896496,0.0,5.777777777777778,167.65666666666667,6.530939261118571,29810160.469583333,153.62959967719183,0.0,0.7579339875115289,0.0,8.697462223687273,39699151.10217246,153.62959967719183,0.0,3.467896643896496,1.222231484992239,0.7579339875115289,0.6816602804505814,6.913331985473633,280.64975245077875
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,61,5.488870226095065,0.8845904758572578,0.3872139066457748,1.0,1.3796409024642065,184867143.20333335,1000.0,1.0,1.0,761,0,49780,757,0.6565602219266591,0.0,6360.206797138798,0.0,0.6565602219266591,0.0,3.551454495983062,0.0,8.923076923076923,168.07,6.538829069871169,208979951.76833335,147.82827993539664,0.0,0.7996982932090759,0.0,8.65010928840628,276456136.4986977,147.82827993539664,0.0,3.551454495983062,1.2260591395250406,0.7996982932090759,0.6565602219266591,9.60883819580078,413.41344181402195
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,62,5.6051224144662415,0.8845754757523536,0.3867866568267345,1.0,1.2036441465218861,1088866022.2133334,1000.0,1.0,1.0,579,0,49780,513,0.6267254950940717,0.0,6309.945500977105,0.0,0.6267254950940717,0.0,3.6374449347521374,0.0,6.0,167.46333333333334,6.418556849161784,1260383598.2133334,141.55580478244357,0.0,0.8640011151631674,0.0,8.434584731087803,1656262069.9062576,141.55580478244357,0.0,3.6374449347521374,1.208190258060434,0.8640011151631674,0.6267254950940717,6.370011215209961,283.94754754396973
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,63,5.6051224144662415,0.8847484776377678,0.3861581370234489,1.0,1.3144732280211016,7758461924.266666,1000.0,1.0,1.0,558,0,49780,536,0.6646559426749679,0.0,6522.6236558711835,0.0,0.6646559426749679,0.0,3.700786942281099,0.0,8.909090909090908,167.39333333333335,6.557817589152943,8786891201.466667,149.90677018599078,0.0,0.7548315064473585,0.0,8.560326884936773,11470075213.947096,149.90677018599078,0.0,3.700786942281099,1.220612855067085,0.7548315064473585,0.6646559426749679,8.244872360229492,358.7443010729151
