algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_n_honest,sigma_n_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,balance_kept_honest,balance_kept_attacker,balance_local_norm_honest,balance_local_norm_attacker,noise_norm_honest,noise_norm_attacker,trust_honest,trust_attacker,balance_threshold_honest,balance_threshold_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,11,2.9228388195785384,0.8437389802932739,0.6820572239160537,nan,0.8107276329627404,4.918186842600504,1000.0,nan,nan,0,0,0,51594,0.9362529482351621,0.9417717976415095,2506.948083253614,1745.78727418758,0.9362529482351621,0.9417717976415095,1.037890976496898,2.846876372595953,69.15384615384616,168.98333333333332,5.380629942967341,16.241977151234945,211.2033174954928,212.46781962076824,0.9548813654826238,0.9487207949161529,9.93389490842109,29.98646921188644,211.2033174954928,212.46781962076824,2.123282214156331,1.1260852069059253,0.9489766652591693,0.9415425802540256,132.97197802734374,1112.6530146771418
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,12,3.0312120584006434,0.8479754805564881,0.6478666758537293,nan,1.0287434943020344,5.1810724401474,1000.0,nan,nan,0,0,0,50592,0.9209824254871029,0.9366355554516429,2689.8473378113476,1697.0464512837477,0.9209824254871029,0.9366355554516429,1.0787824102026689,2.9270430221939012,46.125,167.41,5.447491526603699,18.591744937896728,207.71498107910156,211.28290222167968,0.9615952149033546,0.943946360150973,9.9905110375657,34.096617149850964,207.71498107910156,211.28290222167968,2.1877387773974077,1.1454064128896937,0.9444047719627232,0.9362289806473689,130.09318103027343,1061.26542817523
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,13,3.140859578653169,0.851400978565216,0.6192128714919091,nan,0.7005398362874985,5.433193051020305,1000.0,nan,nan,0,0,0,50896,0.9337881717493186,0.9305313983589361,2945.452942678228,1626.589360215362,0.9337881717493186,0.9305313983589361,1.1434779142292846,3.015610780132501,53.8,167.86,5.426862621307373,21.093822854359946,210.30525970458984,209.8578271484375,0.9365755259990692,0.9402844319740932,9.886547829813747,38.42829699510761,210.30525970458984,209.8578271484375,2.2667576337712143,1.1586896234689612,0.9401647898458665,0.9306364555650776,130.1208014831543,1034.8626749827818
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,14,3.283469250881173,0.8547864788770676,0.5947995916008949,nan,0.815327878509249,5.673844920794169,1000.0,nan,nan,0,0,0,50650,0.9113211542717536,0.9238492037456266,3089.758871899793,1536.268196527721,0.9113211542717536,0.9238492037456266,1.1953142590385952,3.114355631019626,55.714285714285715,167.53333333333333,5.490656920841762,23.7376158396403,205.58878871372767,208.41815434773764,0.9517311538968768,0.9373204668362936,9.936303663151463,42.95736605333925,205.58878871372767,208.41815434773764,2.346739082227214,1.1794750019014082,0.9376490492774143,0.923563547894431,127.92913565063476,965.0175421232298
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,15,3.461693107510734,0.857475478053093,0.5740306600928307,nan,0.8557468685838912,5.910012601216634,1000.0,nan,nan,0,0,0,50698,0.9382718592134047,0.9158462516083242,3379.332273322536,1433.7444268501197,0.9382718592134047,0.9158462516083242,1.2488625136222862,3.2265748397417777,47.77777777777778,167.56,5.516491307152642,26.514003823598227,211.68763902452258,206.5683255513509,0.9098836249775357,0.935938463807106,9.916723152125183,47.662911247969596,211.68763902452258,206.5683255513509,2.4354899092939815,1.204908956415013,0.9351795850062448,0.9164994246453653,127.75137283325195,921.0746370298775
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,16,3.5067305025406648,0.8599064785242081,0.5559266832470894,nan,1.0241854041814804,6.09881694316864,1000.0,nan,nan,0,0,0,51270,0.9090786950204466,0.9123811171243245,3471.9908506008987,1348.116109136775,0.9090786950204466,0.9123811171243245,1.2947658520764913,3.3444955448404268,71.6,168.51333333333332,5.545993852615356,29.41800537109375,205.10136871337892,205.82335998535157,0.9331862688064575,0.929310840566953,9.90351441919609,52.531908278121385,205.10136871337892,205.82335998535157,2.5246036677348527,1.236449144741137,0.9294358543811306,0.9122745873790382,127.59604336547852,878.309482494083
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,17,3.5414704352750563,0.8618594759702682,0.5403059256076813,nan,0.905814070593227,6.294732128779094,1000.0,nan,nan,0,0,0,50992,0.9091083805569142,0.9061803557576127,3678.7169540755767,1261.4462991180503,0.9091083805569142,0.9061803557576127,1.3517139072685365,3.449588388651957,53.63636363636363,168.00666666666666,5.557837529615923,32.424093907674155,205.02829256924716,204.46521372477213,0.9224294261498884,0.925900028149287,9.858719377939924,57.51518305750497,205.02829256924716,204.46521372477213,2.6104385960985885,1.2565041803247334,0.9257772737377327,0.906283919335723,127.18975067138672,837.7995524604928
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,18,3.5835530306259007,0.8640524789690971,0.5264658859372139,nan,0.8352641974176679,6.489563374519348,1000.0,nan,nan,0,0,0,51174,0.8947785982446032,0.8986561777070242,3780.037859372268,1181.7319949372586,0.8947785982446032,0.8986561777070242,1.4510955710878062,3.5193994296830584,50.857142857142854,168.20666666666668,5.578523669924055,35.53433294932047,201.89178139822823,202.71372024536132,0.9287555260317666,0.9241132205724716,9.829663287362152,62.613434790282774,201.89178139822823,202.71372024536132,2.6920778862449573,1.2435892798647856,0.924320202344542,0.8984832919985085,127.28120202636718,814.8802570247785
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,19,3.634996941627998,0.8656174808740615,0.5143734402954578,nan,1.0476001368628607,6.646235809326172,1000.0,nan,nan,0,0,0,50870,0.9097555815518648,0.8942826767994524,3994.9003320344377,1115.1612625519326,0.9097555815518648,0.8942826767994524,1.4952546740263728,3.566865554280163,57.333333333333336,167.84666666666666,5.6463919215732155,38.746900965372724,205.29800923665366,201.72656667073568,0.8998784290419685,0.9185890328884124,9.883143117241033,67.82050784098726,205.29800923665366,201.72656667073568,2.738221202178647,1.2441179690458113,0.9180440638443413,0.8947333439281635,124.73130416870117,741.0049635077794
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,20,3.6859277240176755,0.8672184792160987,0.5034260514378548,nan,0.8052114775547614,6.81137087504069,1000.0,nan,nan,0,0,0,51138,0.8959351970713804,0.8876485689861653,4128.554306471355,1055.373404934138,0.8959351970713804,0.8876485689861653,1.5585398040629377,3.610147628590703,52.23076923076923,168.19666666666666,5.619147300720215,42.04206672668457,202.16577735314002,200.24985682169597,0.905702279164241,0.9158235895633697,9.770103963600178,73.0992338840587,202.16577735314002,200.24985682169597,2.7895044987795967,1.2361277495597927,0.9154032156490289,0.887992742037628,125.40622430419921,740.566454928738
