algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_dp_norm_honest,n_dp_norm_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,trust_honest,trust_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,124,6.138660015393071,0.16130732595920563,nan,0.4774530060626052,nan,nan,1000.0,0.4610710344043677,0.3351381678563703,11600,328,18605,17,nan,0.0,nan,0.0,4.445985407171772,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.445985407171772,0.9973715988702127,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,125,6.138660015393071,0.16123899281024934,nan,0.4204652645632914,nan,nan,1000.0,0.5644689429027241,0.29974314769083404,11492,702,19032,18,nan,0.0,nan,0.0,4.445985407171772,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.445985407171772,0.9973715988702127,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,126,6.138660015393071,0.16092532654603323,nan,0.4191571110288261,nan,nan,1000.0,0.485369532428356,0.32256897562025993,11607,281,18543,9,nan,0.0,nan,0.0,4.445985407171772,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.445985407171772,0.9973715988702127,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,127,6.138660015393071,0.1573789926369985,nan,0.3948401281165409,nan,nan,1000.0,0.38571891696891697,0.29775928710819166,11550,535,18806,55,nan,0.0,nan,0.0,4.460379659531748,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.460379659531748,0.9922857266010743,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,128,6.138660015393071,0.15530465970436733,nan,0.4044130226333616,nan,nan,1000.0,0.48097901714846425,0.3661589679492493,11571,425,18702,26,nan,0.0,nan,0.0,4.469284758424759,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.469284758424759,0.9875982638371583,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,129,6.138660015393071,0.15535265932480494,nan,0.3668124485977943,nan,nan,1000.0,0.4033863706728982,0.2640345156215655,11495,740,19038,53,nan,0.0,nan,0.0,4.469284758424759,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.469284758424759,0.9875982638371583,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,130,6.138660015393071,0.1525689931710561,nan,0.4523062700733081,nan,nan,1000.0,0.48032246957557095,0.32400791412888186,11575,430,18715,22,nan,0.0,nan,0.0,4.4739998631397535,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.4739998631397535,0.98851879800114,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,131,6.138660015393071,0.151058325668176,nan,0.3605361532997882,nan,nan,1000.0,0.5457549214707221,0.25951214677994866,11560,497,18795,10,nan,0.0,nan,0.0,4.479516404890064,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.479516404890064,0.9887611044519344,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,132,6.138660015393071,0.14404965976874035,nan,0.3666824793195206,nan,nan,1000.0,0.22959994026786223,0.32946770662287905,11601,340,18538,105,nan,0.0,nan,0.0,4.494949221725498,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.494949221725498,0.9852012811095786,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,133,6.138660015393071,0.14182465980450312,nan,0.41282662406566106,nan,nan,1000.0,0.4431132262583613,0.29650363922261025,11496,743,19054,43,nan,0.0,nan,0.0,4.502801256345157,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.502801256345157,0.9819435441911594,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,134,6.138660015393071,0.13973865985870362,nan,0.41167526570602786,nan,nan,1000.0,0.5459378445856247,0.29543067640326254,11500,711,19037,26,nan,0.0,nan,0.0,4.511341334816869,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.511341334816869,0.9771983560087533,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,135,6.138660015393071,0.13965966045856476,nan,0.42526760321823787,nan,nan,1000.0,0.3616921207577492,0.31487594398778607,11566,496,18759,51,nan,0.0,nan,0.0,4.511341334816869,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.511341334816869,0.9771983560087533,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,136,6.138660015393071,0.13981365998586018,nan,0.42066745055327837,nan,nan,1000.0,0.5461267451463528,0.2960964815701391,11532,567,18881,14,nan,0.0,nan,0.0,4.511341334816869,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.511341334816869,0.9771983560087533,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,137,6.138660015393071,0.13516599317391714,nan,0.43745124525057144,nan,nan,1000.0,0.524131300410825,0.3411157559971825,11461,875,19225,41,nan,0.0,nan,0.0,4.523558238343117,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.523558238343117,0.9713740148550999,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,138,6.138660015393071,0.1333069931467374,nan,0.4124979401199843,nan,nan,1000.0,0.4718292829747938,0.2961547174980651,11574,433,18711,30,nan,0.0,nan,0.0,4.527045048155884,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.527045048155884,0.972682198796645,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,139,6.138660015393071,0.13329066028197606,nan,0.4097244793286436,nan,nan,1000.0,0.4733767556933124,0.29623293260788863,11490,746,19061,39,nan,0.0,nan,0.0,4.527045048155884,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.527045048155884,0.972682198796645,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,140,6.138660015393071,0.1330979934334755,nan,0.4217806412753647,nan,nan,1000.0,0.3430047317194653,0.2927186173126451,11596,378,18658,30,nan,0.0,nan,0.0,4.527045048155884,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.527045048155884,0.972682198796645,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,141,6.138660015393071,0.13281899323066076,nan,0.36776711666798323,nan,nan,1000.0,0.3111996779388084,0.2914569546837753,11589,389,18622,76,nan,0.0,nan,0.0,4.527045048155884,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.527045048155884,0.972682198796645,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,142,6.138660015393071,0.1306633267800013,nan,0.3939205503148674,nan,nan,1000.0,0.521838525410269,0.29359357300100447,11574,431,18714,25,nan,0.0,nan,0.0,4.544359225229559,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.544359225229559,0.9375398542361597,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,143,6.138660015393071,0.13065466026465097,nan,0.3630560122525886,nan,nan,1000.0,0.45214273015860024,0.27030499662242097,11555,531,18816,38,nan,0.0,nan,0.0,4.544359225229559,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.544359225229559,0.9375398542361597,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,144,6.138660015393071,0.12880332638820013,nan,0.42352460040036294,nan,nan,1000.0,0.6348302878737662,0.3051387011507719,11555,514,18815,10,nan,0.0,nan,0.0,4.553569232000152,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.553569232000152,0.9308033337762921,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,145,6.138660015393071,0.1258059940735499,nan,0.39360762569307894,nan,nan,1000.0,0.29691597653554175,0.3065234335693342,11591,390,18622,83,nan,0.0,nan,0.0,4.560225763383778,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.560225763383778,0.9289288748607273,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,146,6.138660015393071,0.12420232663551967,nan,0.387586017151397,nan,nan,1000.0,0.39655386101388906,0.29789864852397635,11519,670,18958,73,nan,0.0,nan,0.0,4.566631951267433,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.566631951267433,0.9274287483242943,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,147,6.138660015393071,0.12179566025733948,nan,0.4015632959686999,nan,nan,1000.0,0.36988282866736827,0.2963580344172067,11507,719,19009,85,nan,0.0,nan,0.0,4.568121362600484,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.568121362600484,0.9287932713351036,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,148,6.138660015393071,0.12211332698663076,nan,0.4575469118601136,nan,nan,1000.0,0.602230724894202,0.3274871082806169,11493,762,19109,18,nan,0.0,nan,0.0,4.568121362600484,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.568121362600484,0.9287932713351036,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,149,6.138660015393071,0.12213799357414246,nan,0.39183797120526603,nan,nan,1000.0,0.4665739982625547,0.2800164082546166,11537,561,18852,22,nan,0.0,nan,0.0,4.568121362600484,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.568121362600484,0.9287932713351036,nan,nan,nan,nan
