algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,noise_norm_honest,noise_norm_attacker,balance_threshold_honest,balance_threshold_attacker,sigma_dp_honest,sigma_dp_attacker,balance_kept_honest,balance_kept_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,sigma_n_honest,sigma_n_attacker,balance_local_norm_honest,balance_local_norm_attacker,trust_honest,trust_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,40,4.846753353477158,0.782004981637001,0.617247799038887,nan,0.9606636166572571,6.163837807973226,1000.0,nan,nan,0,0,0,51206,5563.400153614169,908.5215499565719,207.61282857259116,208.30062540690105,9.115216946224201,161.07280758505829,0.9215626449533851,0.9233718184193731,74.55555555555556,168.45,207.61282857259116,208.30062540690105,2.297166518713007,4.177123581553013,0.9215626449533851,0.9233718184193731,5.990239302317302,105.85207880655925,0.6251900858349271,0.6224911161760489,3.4251407564170107,1.1469513120971115,0.6225697269428123,0.9233191240465772,128.71740615844726,645.2541327389982
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,41,4.900229649474624,0.7826704829931259,0.6152578976750374,nan,1.2549177575856447,5.975510195096334,1000.0,nan,nan,0,0,0,51512,5807.315589343112,898.7991894272832,199.62689781188965,209.75943669637044,9.211545910953017,164.65498436926487,0.8853091189494644,0.9297365099225581,56.3125,168.70333333333335,199.62689781188965,209.75943669637044,2.316921279703587,4.213500794850227,0.8853091189494644,0.9297365099225581,6.094035506248474,108.92995928446452,0.6660004742443562,0.5990564913799366,3.4548689887915716,1.1579254265854362,0.6024460601325654,0.9274870217720217,132.24372274780274,725.1136125153494
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,42,4.946894044978083,0.7831764799356461,0.6132447385787964,nan,1.032477746407191,5.818630297978719,1000.0,nan,nan,0,0,0,50496,5834.453120315658,900.9892215468509,196.81131998697916,210.59613983154296,8.836181162307282,168.0410202520521,0.8737122914149422,0.9334328825302136,51.666666666666664,167.28666666666666,196.81131998697916,210.59613983154296,2.3266933387834463,4.2497128913347995,0.8737122914149422,0.9334328825302136,5.884808937708537,111.9136513519287,0.670243481794993,0.5793510380387307,3.4805050703142575,1.1703648945487457,0.5811332428182652,0.932261890547561,128.71941973876955,610.6069703718983
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,43,4.991698594744057,0.7838604810833931,0.6109471413493156,nan,0.8048322920997938,5.739275553474823,1000.0,nan,nan,0,0,0,51088,5844.428563805319,897.760266653094,198.3401133219401,210.06403650919597,9.005083154251043,171.25838883365606,0.8794057414875841,0.9312979609844634,53.75,168.14333333333335,198.3401133219401,210.06403650919597,2.4057848827972776,4.283837752876016,0.8794057414875841,0.9312979609844634,6.037411530812581,114.81930302937826,0.648126907646656,0.5683552028114597,3.5326166048445202,1.1498494789268248,0.5714233453051211,0.9293021063884297,130.79858462524413,678.9224455231841
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,44,5.049084658813895,0.7844879806041718,0.6090912145376205,nan,0.9865863919258118,5.732187112967173,1000.0,nan,nan,0,0,0,50228,5325.2626232433095,886.2054754697162,179.58150809151786,208.5935957845052,9.229562256891153,174.36685051460105,0.799027689213277,0.9246045497102888,26.428571428571427,166.81,179.58150809151786,208.5935957845052,2.454508787570756,4.320392045123994,0.799027689213277,0.9246045497102888,6.229302951267788,117.68531445821127,0.7593439391681126,0.5643598413964113,3.574038742102699,1.1434020248613774,0.5688057328765478,0.9217412336728978,127.67029858398438,606.2769620072362
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,45,5.168200186555717,0.7849624827504158,0.607327541410923,nan,1.0090925851288963,5.4937236738204955,1000.0,nan,nan,0,0,0,51828,5922.010964612447,887.413233880408,203.5969004911535,210.21132954915365,8.822343010380354,177.42170911599538,0.9022499425364823,0.932265304367491,62.64705882352941,169.21,203.5969004911535,210.21132954915365,2.4775915436164273,4.356942763637484,0.9022499425364823,0.932265304367491,5.994287715238683,120.5481095123291,0.5849904207622304,0.5379169630507629,3.605202275629061,1.152962888737763,0.5404414071551633,0.9306556477393297,133.0490923461914,733.7963131250681
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,46,5.262771381836867,0.7855569797754288,0.6059437975287437,nan,1.2517905064991541,5.3303127797444665,1000.0,nan,nan,0,0,0,50710,5629.564320593447,885.1087045808232,190.16405596051897,210.85835983276368,8.98687340068068,180.2535793014984,0.8435774486721886,0.9348588968652103,59.57142857142857,167.64333333333335,190.16405596051897,210.85835983276368,2.489984382423232,4.391201116924013,0.8435774486721886,0.9348588968652103,6.14692006792341,123.29141565958659,0.6637109092303685,0.5191143418351809,3.6307144231237,1.163874554307343,0.5224113319712276,0.9327775609129265,129.17731268310547,609.879123236802
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,47,5.3015491129208625,0.7859294795989991,0.6045224985480309,nan,1.7479715682566166,5.227655359009901,1000.0,nan,nan,0,0,0,51032,5430.756900775782,882.7673815917769,175.58128929138184,210.5797383626302,9.587281902326055,182.92166890057453,0.7779979256480551,0.933346194688472,72.875,168.16333333333333,175.58128929138184,210.5797383626302,2.5316961283990764,4.426220328886088,0.7779979256480551,0.933346194688472,6.601456046104431,125.9532544708252,0.7552078366279602,0.5066515082369248,3.6684106486912826,1.1646367675846878,0.5131075167665621,0.9293111747133962,129.15714364624023,616.5525393674786
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,48,5.418567425604789,0.7863859793543816,0.6030951327085495,nan,1.0395894008023399,5.050709094603857,1000.0,nan,nan,0,0,0,50604,6289.609862957472,887.896910907548,206.65006365094865,211.20218688964843,8.862191075771428,185.4722847099136,0.9152623190736137,0.9361060434330994,52.42857142857143,167.45666666666668,206.65006365094865,211.20218688964843,2.5399023215299716,4.460935191900994,0.9152623190736137,0.9361060434330994,6.14300182887486,128.56375747680664,0.5208679948534284,0.4871829854696989,3.6925220437525854,1.176672399003871,0.48795104757291097,0.9356307793597564,129.61441302490235,620.7926846259332
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,49,5.502828581318026,0.7869744792580604,0.601533477306366,nan,1.2750471472740172,4.988151320417722,1000.0,nan,nan,0,0,0,50428,5438.922976290449,889.5641104906107,179.5555633544922,210.14900731404623,9.158211733551767,187.85440824831625,0.7965462278964908,0.9317175379997515,54.2,167.19,179.5555633544922,210.14900731404623,2.5481525594632672,4.4961212531842145,0.7965462278964908,0.9317175379997515,6.390657043457031,131.08597312927247,0.6997846722602844,0.4791423503061136,3.7169337756958356,1.192537963381544,0.4827594375512639,0.9295016148833046,127.88496002197266,588.127696057271
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,50,5.105412490458198,0.7872144791483879,0.600506542623043,nan,1.0257042263235365,1.2045004520813625,1000.0,nan,0.0,0,0,50267,399,5767.6907060746325,0.0,188.27161734444755,0.0,9.139736248958197,190.20994339814885,0.8361466726281866,0.0,57.0,167.55666666666667,188.27161734444755,0.0,2.584519844717347,0.0,0.8361466726281866,0.0,6.42042521068028,133.6175008392334,0.621427195412772,0.0,2.584519844717347,1.0926408004327965,0.621427195412772,0.8361466726281866,6.5895066070556645,201.86917471261214
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.7869814783334732,0.6011510184407234,nan,1.0661943964660168,2.4352462152640024,1000.0,nan,0.0,0,0,50428,560,5556.474225148515,0.0,188.44906616210938,0.0,9.008547511354218,189.01116164222083,0.8362852865864554,0.0,70.0,168.09333333333333,188.44906616210938,0.0,2.6231775953413354,0.0,0.8362852865864554,0.0,6.370597958564758,133.66351445515951,0.6073414757847786,0.0,2.6231775953413354,1.0998052692785993,0.6073414757847786,0.8362852865864554,7.537962646484375,222.2589690059406
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.779646979868412,0.6344677379727364,0.2844653428491291,0.8337965863091605,6.965721979935964,1000.0,1.0,0.1431301875186208,57,0,50188,375,5391.064906592707,0.0,179.93568856375558,0.0,8.564547360432389,188.15814327613177,0.79721067577983,0.0,45.42857142857143,167.48333333333332,179.93568856375558,0.0,2.679674501152092,0.0,0.79721067577983,0.0,6.09712553024292,133.95031527201334,0.6618129994188037,0.0,2.679674501152092,1.0992468217130151,0.6618129994188037,0.79721067577983,6.297749099731445,188.68727173074475
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.7882094800472259,0.598537460565567,1.0,0.8677847629243677,19.40370228767395,1000.0,1.0,1.0,540,0,49900,632,5956.915417983807,0.0,181.1482266512784,0.0,8.450011921390315,190.004950950507,0.802744777347926,0.0,8.363636363636363,168.13333333333333,181.1482266512784,0.0,2.728468641362923,0.0,0.802744777347926,0.0,6.055825320157138,136.16984255472818,0.6379862861199812,0.0,2.728468641362923,1.1026438955972395,0.6379862861199812,0.802744777347926,9.963152465820313,327.6303479891094
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.7887309816479683,0.5964905571937561,1.0,1.0554845739494672,52.405609111785886,1000.0,1.0,1.0,418,0,49900,514,5577.913621087286,0.0,178.5850830078125,0.0,8.657823136289862,209.712868890709,0.7924270274356576,0.0,8.727272727272727,167.72666666666666,178.5850830078125,0.0,2.7553397270510156,0.0,0.7924270274356576,0.0,6.246259515935725,151.29911783854166,0.6401897831396623,0.0,2.7553397270510156,1.1076059924589272,0.6401897831396623,0.7924270274356576,9.822179565429687,306.7852491598007
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,55,5.230311800845048,0.7891534820199013,0.595366213619709,1.0,0.955932654440403,156.51514035542806,1000.0,1.0,1.0,864,0,49313,325,5884.523343704384,0.0,177.81308555603027,0.0,8.307106618281583,336.9421183108091,0.7871688429153172,0.0,6.0,165.3,177.81308555603027,0.0,2.7743123041538253,0.0,0.7871688429153172,0.0,6.033320486545563,244.7157450358073,0.6356372274458408,0.0,2.7743123041538253,1.1145319178209707,0.6356372274458408,0.7871688429153172,7.112523422241211,235.38093374817538
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,56,5.258973479638661,0.7896569785475731,0.5939932361245155,1.0,0.7809300720691681,494.9792713928223,1000.0,1.0,1.0,3179,0,46999,302,5763.63851134428,0.0,169.9251708984375,0.0,8.151266306890074,888.5430815675389,0.7534860198712803,0.0,4.0,157.59,169.9251708984375,0.0,2.796537501747409,0.0,0.7534860198712803,0.0,5.95973555246989,649.6514276123047,0.6808927456537882,0.0,2.796537501747409,1.1210003876323322,0.6808927456537882,0.7534860198712803,5.097755126953125,172.90915534032837
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,57,5.305008990481348,0.7897314795851708,0.5932861998677254,1.0,0.7362632027694157,1615.193667195638,1000.0,1.0,1.0,3576,0,47070,890,5450.381680354281,0.0,172.6006142752511,0.0,8.186275960224904,2820.5509878838916,0.7653428370100883,0.0,10.285714285714286,159.38666666666666,172.6006142752511,0.0,2.8959627010909124,0.0,0.7653428370100883,0.0,6.025368111474173,2076.018211669922,0.6598191836050579,0.0,2.8959627010909124,1.1063990041402079,0.6598191836050579,0.7653428370100883,12.082042999267578,381.5267176247998
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,58,5.305008990481348,0.7905039823055268,0.5918869340419769,1.0,0.8715775358049493,5750.8392757161455,1000.0,1.0,1.0,2534,0,48433,1297,5568.958882191042,0.0,176.23991313733552,0.0,8.19282562488344,9885.71760096885,0.7823123205118174,0.0,12.105263157894736,165.0,176.23991313733552,0.0,2.9945185789461686,0.0,0.7823123205118174,0.0,6.070524441568475,7324.883143717448,0.6103424665174986,0.0,2.9945185789461686,1.0953277811114166,0.6103424665174986,0.7823123205118174,16.742791748046876,529.0510938081491
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,59,5.305008990481348,0.7905509796738625,0.5913313376903534,1.0,0.7936559543013573,20823.148209635416,1000.0,1.0,1.0,1813,0,48878,867,5686.636734625998,0.0,179.33973439534506,0.0,8.07408949543068,35682.35425242325,0.7946872388469536,0.0,6.333333333333333,165.56333333333333,179.33973439534506,0.0,3.0524014587537223,0.0,0.7946872388469536,0.0,6.022563060124715,26615.908671875,0.5732939516504606,0.0,3.0524014587537223,1.0850424361724238,0.5732939516504606,0.7946872388469536,10.760384063720704,341.19820407755986
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,60,5.305008990481348,0.7908729803562164,0.5905777513980865,1.0,1.0638784244656563,81407.4833984375,1000.0,1.0,1.0,991,0,49426,569,5615.362063257714,0.0,187.3758578830295,0.0,8.294123297762152,137624.157822998,0.8315733383838957,0.0,5.777777777777778,166.47666666666666,187.3758578830295,0.0,3.0649475088115334,0.0,0.8315733383838957,0.0,6.228071371714274,103342.21552083333,0.48477458622720504,0.0,3.0649475088115334,1.096107402910878,0.48477458622720504,0.8315733383838957,8.431913604736328,252.69129284659712
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,61,5.305008990481348,0.7911744785308837,0.5898811516165733,1.0,1.0780621789968932,313273.71677083336,1000.0,1.0,1.0,976,0,49565,757,5579.297647189426,0.0,166.9778817983774,0.0,8.242154900563879,530288.3268496623,0.7416197274064439,0.0,8.923076923076923,167.35333333333332,166.9778817983774,0.0,3.131855764937294,0.0,0.7416197274064439,0.0,6.230446375333345,400857.90958333336,0.6431521085592417,0.0,3.131855764937294,1.1037585623695976,0.6431521085592417,0.7416197274064439,10.853562316894532,362.6543470673127
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,62,5.320953886533068,0.7915304794907569,0.5892016431689262,1.0,0.939856710533301,1272329.8479166667,1000.0,1.0,1.0,581,0,49778,513,5613.895290736816,0.0,162.6496090359158,0.0,8.130703612494262,2121758.5860903966,0.720365456651033,0.0,6.0,167.45666666666668,162.6496090359158,0.0,3.2028320822743126,0.0,0.720365456651033,0.0,6.187309159172906,1614617.4991666668,0.6866219308641222,0.0,3.2028320822743126,1.0845648203981728,0.6866219308641222,0.720365456651033,7.319232406616211,252.6252880831567
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,63,5.320953886533068,0.7917409801483154,0.5884264561533928,1.0,1.0126344073902478,4947727.3025,1000.0,1.0,1.0,463,0,49875,536,5892.433359157429,0.0,174.6011269309304,0.0,8.227078959444896,8293217.534109195,0.7742153902050476,0.0,8.909090909090908,167.71,174.6011269309304,0.0,3.230432251233929,0.0,0.7742153902050476,0.0,6.302526040510698,6353192.88,0.546324992721731,0.0,3.230432251233929,1.0922579349498815,0.546324992721731,0.7742153902050476,9.603061981201172,324.08383475365855
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,64,5.320953886533068,0.7919839784502983,0.5880246588587761,1.0,1.3588455745152064,20565237.883333333,1000.0,1.0,1.0,907,0,49900,1037,5747.085104542511,0.0,170.84866441999162,0.0,8.696671335975674,33820445.44323364,0.7568584573705369,0.0,9.285714285714286,169.35666666666665,170.84866441999162,0.0,3.278282016602932,0.0,0.7568584573705369,0.0,6.706830603735788,26082162.906666666,0.5646324072565351,0.0,3.278282016602932,1.095767811332418,0.5646324072565351,0.7568584573705369,11.959406509399415,402.2959573179757
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,65,5.390212063227104,0.7924039813876153,0.5869425651431084,1.0,0.7807520205775896,79099561.97333333,1000.0,1.0,1.0,520,0,49900,640,6196.4035424829635,0.0,173.88938649495444,0.0,8.086485010392678,131214962.33870476,0.7703434341825708,0.0,10.0,168.06666666666666,173.88938649495444,0.0,3.2968574624760434,0.0,0.7703434341825708,0.0,6.277971824010213,101869209.6,0.5243756994605064,0.0,3.2968574624760434,1.1065488903664644,0.5243756994605064,0.7703434341825708,10.433363189697266,371.7842125489778
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,66,5.400464517555243,0.7928719788789749,0.5864781299233437,1.0,0.8150796350091696,330963034.4533333,1000.0,1.0,1.0,400,0,49900,440,5447.662018657687,0.0,167.9011993408203,0.0,7.872635119240778,537393435.0731285,0.746187524550254,0.0,5.0,167.66666666666666,167.9011993408203,0.0,3.312443426480817,0.0,0.746187524550254,0.0,6.152831137180328,419998007.04,0.5562820974737406,0.0,3.312443426480817,1.1170646286749697,0.5562820974737406,0.746187524550254,6.716047973632812,217.9064807463075
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,67,5.400464517555243,0.7928914800286293,0.585974492430687,1.0,1.0688064715691976,1266664190.08,1000.0,1.0,1.0,702,0,49900,842,5440.893856349438,0.0,157.66121346609933,0.0,8.174205921272439,2078901968.9209435,0.6997937213948914,0.0,10.0,168.67333333333335,157.66121346609933,0.0,3.4338888897795448,0.0,0.6997937213948914,0.0,6.431255204336984,1635626657.28,0.6695062901292529,0.0,3.4338888897795448,1.0826427468763455,0.6695062901292529,0.6997937213948914,11.036284942626953,380.8625699444606
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,68,5.407805422860317,0.7929699805378914,0.5857636094093323,1.0,1.3616054410284215,5308449884.16,1000.0,1.0,1.0,562,0,49900,642,5194.26941613248,0.0,164.66548711603338,0.0,8.80538671615691,8513953207.991722,0.7293990900534482,0.0,7.2727272727272725,168.20666666666668,164.66548711603338,0.0,3.498948716913281,0.0,0.7293990900534482,0.0,6.974192012440074,6743365893.12,0.5792118426073681,0.0,3.498948716913281,1.0734479135185437,0.5792118426073681,0.7293990900534482,9.056601791381835,285.68481788728633
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,69,5.454211806259451,0.793187980055809,0.5852710083127022,1.0,0.6785156242549419,20352605293.226665,1000.0,1.0,1.0,336,0,49900,356,5717.094924035984,0.0,176.10169728597006,0.0,7.701618635559899,32949385779.203114,0.7814143501044387,0.0,3.3333333333333335,167.45333333333335,176.10169728597006,0.0,3.509989034178019,0.0,0.7814143501044387,0.0,6.140769163767497,26271694527.146667,0.44208207229773205,0.0,3.509989034178019,1.081667111437418,0.44208207229773205,0.7814143501044387,5.283050918579102,171.51284772107954
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,70,5.454211806259451,0.7932634797692298,0.5847951784729958,1.0,1.432681179046631,85528809048.74667,1000.0,1.0,1.0,219,0,49900,239,5193.724942955423,0.0,156.29358520507813,0.0,8.112728236489122,135366223543.90604,0.6938702117950253,0.0,4.0,167.06333333333333,156.29358520507813,0.0,3.538186709547126,0.0,0.6938702117950253,0.0,6.511828994750976,108654163394.56,0.6027169823646545,0.0,3.538186709547126,1.0786558056118491,0.6027169823646545,0.6938702117950253,3.907339630126953,129.84312357388558
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,71,5.454211806259451,0.7935644778609275,0.5843959331512452,1.0,0.834419826666514,328936362420.9067,1000.0,1.0,1.0,79,0,49900,85,4814.781461270129,0.0,161.86695353190103,0.0,7.638882710727342,525214464533.4278,0.7176467777343234,0.0,2.0,166.59666666666666,161.86695353190103,0.0,3.548812982593524,0.0,0.7176467777343234,0.0,6.172501405080159,424392825896.96,0.5403127272923788,0.0,3.548812982593524,1.0813216552566223,0.5403127272923788,0.7176467777343234,2.4280043029785157,72.22172191905193
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,72,5.454211806259451,0.7938314798474312,0.5839792922139168,1.0,1.1833850766221683,1385468353358.5066,1000.0,1.0,1.0,536,0,49900,586,5660.2195601691565,0.0,161.00603739420572,0.0,7.966191023887808,2162159255357.852,0.712808755811499,0.0,5.555555555555555,168.12,161.00603739420572,0.0,3.5930472316182063,0.0,0.712808755811499,0.0,6.4800352520412865,1758791391423.1467,0.5355820192231072,0.0,3.5930472316182063,1.0892558673712955,0.5355820192231072,0.712808755811499,7.245271682739258,254.70988020761203
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,73,5.454211806259451,0.7939439785480499,0.5838545367121697,1.0,1.2104246507088343,5299856662855.68,1000.0,1.0,1.0,710,0,49900,870,5501.83340997813,0.0,160.02557474772135,0.0,8.357896750885248,8346172836144.562,0.7089697225680729,0.0,10.666666666666666,168.7,160.02557474772135,0.0,3.6603513204546956,0.0,0.7089697225680729,0.0,6.84414103825887,6834540521717.76,0.5288306772708893,0.0,3.6603513204546956,1.0971176357614019,0.5288306772708893,0.7089697225680729,12.001918106079101,412.6375057483597
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,74,5.454211806259451,0.7940989801287651,0.5834252455830574,1.0,1.0717167496681212,22217448866447.36,1000.0,1.0,1.0,356,0,49900,364,4733.749089819137,0.0,151.40553283691406,0.0,7.598071725658228,34187994737099.312,0.6688866542123659,0.0,1.6,167.52,151.40553283691406,0.0,3.68846296008456,0.0,0.6688866542123659,0.0,6.263551235198975,28183237062819.84,0.6075381100177765,0.0,3.68846296008456,1.1056167482312143,0.6075381100177765,0.6688866542123659,3.7851383209228517,118.34372724547843
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,75,5.454211806259451,0.7940404802560806,0.583231994509697,1.0,0.9557030458341945,84605603469940.05,1000.0,1.0,1.0,470,0,49900,562,5516.154296205218,0.0,167.30712058327416,0.0,7.996448040289385,131610513171911.1,0.7422716672622602,0.0,8.363636363636363,167.9,167.30712058327416,0.0,3.7307564196895826,0.0,0.7422716672622602,0.0,6.636050180955366,109220239455027.2,0.4286108680746772,0.0,3.7307564196895826,1.1177514053331226,0.4286108680746772,0.7422716672622602,9.201891632080079,303.388486291287
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,76,5.454211806259451,0.7945869788527489,0.5827242276072502,1.0,1.2231794487346301,355616884442617.2,1000.0,1.0,1.0,478,0,49900,564,5401.26726879467,0.0,150.61944580078125,0.0,7.882809401772599,540213831460498.1,0.6683878270641248,0.0,7.818181818181818,167.92666666666668,150.61944580078125,0.0,3.802536187259224,0.0,0.6683878270641248,0.0,6.585501670837402,451308525725941.75,0.6033161147074266,0.0,3.802536187259224,1.110731980960724,0.6033161147074266,0.6683878270641248,8.28406951904297,297.0696997837069
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,77,5.457378153513132,0.7944284790754318,0.5832523375749588,1.0,1.3980334083239236,1355871839371045.5,1000.0,1.0,1.0,792,0,49900,950,5288.94792323098,0.0,150.54543863932292,0.0,8.035909349788001,2081029451699579.8,0.6675381636106131,0.0,10.533333333333333,168.97333333333333,150.54543863932292,0.0,3.8724295453225563,0.0,0.6675381636106131,0.0,6.75831085840861,1750174538798203.0,0.5692527929941813,0.0,3.8724295453225563,1.1267742296620953,0.5692527929941813,0.6675381636106131,11.290907897949218,396.6710942423235
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,78,5.503435633775216,0.7947264781594277,0.5826089084148407,1.0,1.2814462440354484,5690319755416699.0,1000.0,1.0,1.0,396,0,49900,428,5304.584738140489,0.0,154.9662824358259,0.0,8.6277227143439,8528473948442066.0,0.6875861500625466,0.0,4.571428571428571,167.65333333333334,154.9662824358259,0.0,3.8938926602021375,0.0,0.6875861500625466,0.0,7.304569244384766,7220541337258776.0,0.5043269906725202,0.0,3.8938926602021375,1.1378378867633785,0.5043269906725202,0.6875861500625466,5.423819885253907,185.66046583491712
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,79,5.503435633775216,0.7948459812998772,0.5824559608101845,1.0,0.6305547306934992,2.1708897748646188e+16,1000.0,1.0,1.0,241,0,49900,267,5439.325498323898,0.0,163.0346654256185,0.0,7.518520414375671,3.2875054536552108e+16,0.7240063459904585,0.0,4.333333333333333,167.13666666666666,163.0346654256185,0.0,3.9416321261862346,0.0,0.7240063459904585,0.0,6.4080532391866045,2.8019488955378784e+16,0.47542047997315723,0.0,3.9416321261862346,1.1121912467287396,0.47542047997315723,0.7240063459904585,4.891039962768555,163.17976494971694
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,80,5.9231281547626216,0.7950089803338051,0.5824277132749558,1.0,1.1035933907215412,9.14850006528024e+16,1000.0,1.0,1.0,586,0,49900,718,5266.385049600362,0.0,148.86593745304987,0.0,8.056057443064816,1.3529335299738334e+17,0.6602085293545219,0.0,10.153846153846153,168.28666666666666,148.86593745304987,0.0,3.991235742899694,0.0,0.6602085293545219,0.0,6.912124927227314,1.1608216107575411e+17,0.5501762949503385,0.0,3.991235742899694,1.1357109429886898,0.5501762949503385,0.6602085293545219,9.676285934448241,342.31502822402365
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,81,5.9231281547626216,0.7949784791469574,0.5824564772844315,1.0,0.7280242219567299,3.4991109624347757e+17,1000.0,1.0,1.0,458,0,49900,498,5281.33761517275,0.0,161.93054389953613,0.0,7.504756155003438,5.222095572379013e+17,0.7184875598458463,0.0,5.0,167.86,161.93054389953613,0.0,4.012529028308101,0.0,0.7184875598458463,0.0,6.482177317142487,4.510546214703753e+17,0.3849060758948326,0.0,4.012529028308101,1.1347994521799818,0.3849060758948326,0.7184875598458463,6.477221755981446,211.25350460690998
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,82,5.9231281547626216,0.7953794798254967,0.5818667462468148,1.0,1.028915802637736,1.4675761482151493e+18,1000.0,1.0,1.0,91,0,49900,97,5042.256714270886,0.0,148.74837748209634,0.0,7.416973185907392,2.1414729107650918e+18,0.6610437736151568,0.0,2.0,166.63666666666666,148.74837748209634,0.0,4.023049079177311,0.0,0.6610437736151568,0.0,6.449207146962483,1.8620537050577416e+18,0.5010418146848679,0.0,4.023049079177311,1.1411724451309369,0.5010418146848679,0.6610437736151568,2.2312256622314455,75.63385071406329
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,83,5.9231281547626216,0.79540147960186,0.5824610674381256,1.0,1.3868474245071412,5.631863385256792e+18,1000.0,1.0,1.0,480,0,49900,550,5262.076890312606,0.0,147.00863189697264,0.0,7.829353819060197,8.295041578617495e+18,0.6515497648373894,0.0,7.0,167.93333333333334,147.00863189697264,0.0,4.083719222385718,0.0,0.6515497648373894,0.0,6.853317213058472,7.260950590249204e+18,0.5495611190795898,0.0,4.083719222385718,1.141151726176986,0.5495611190795898,0.6515497648373894,7.350431594848633,263.1038445156304
