algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,noise_norm_honest,noise_norm_attacker,sigma_dp_honest,sigma_dp_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,26,3.6819308333390395,0.8467696458101273,0.5249221383531888,nan,6.754919125483586,7.019498984813691,1000.0,nan,nan,0,0,0,30894,209.3174555851863,227.57474388122557,0.9275686111076451,1.0088341080823724,4386.926782473993,397.9035360353075,0.9275686111076451,1.0088341080823724,209.3174555851863,227.57474388122557,0.7970083608077123,0.6916126927733421,1.757327121505289,3.33769757370481,2.3894753023850974,1.1661975406183132,0.6980452922308389,1.0038742420698303,96.47215139770508,273.2215107584468
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,27,3.711735382890658,0.846764978369077,0.5229144568244616,nan,6.557812802931842,6.905258605480194,1000.0,nan,nan,0,0,0,31368,215.87634815889245,227.20617950439453,0.9561667317904347,1.0073815304451572,4822.144431534598,396.4371150212431,0.9561667317904347,1.0073815304451572,215.87634815889245,227.20617950439453,0.7474555723807391,0.6803660067915916,1.8047266094235075,3.374439082327998,2.432611598585304,1.1608535331729926,0.6856218713769165,1.0033693111957087,98.22226763916015,322.5277566806736
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,28,3.733986021333606,0.8470366444190344,0.5201648759841919,nan,6.390891776365392,6.692324638366699,1000.0,0.0,nan,0,42,0,31196,210.40536499023438,228.54382369995116,0.9329643586300196,1.0132138338535777,4603.368820408091,398.3057376801487,0.9329643586300196,1.0132138338535777,210.40536499023438,228.54382369995116,0.7655670432483449,0.6593865701556205,1.8525566654495362,3.408596986185962,2.474972793744106,1.154044164854429,0.6677048560661105,1.0069270086056492,98.57131188964844,315.83683496593454
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,29,3.7588070647602754,0.8474413104852041,0.5165702393651008,nan,6.272680833935738,6.512082211971283,1000.0,0.0,nan,0,208,0,31210,213.5471897125244,229.31900466918944,0.9474692518072876,1.0164233232203492,5119.192775198713,399.5359647315755,0.9474692518072876,1.0164233232203492,213.5471897125244,229.31900466918944,0.7337760478258133,0.6416239313781261,1.8916423956434498,3.44125723984405,2.51148833332369,1.1502266904270106,0.6484500140779548,1.0113156142267892,98.56111193847656,323.62855469898903
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,30,3.7854666963551162,0.8463893133401871,0.5185014894604683,nan,6.111092795025218,6.376312770843506,1000.0,0.0,nan,0,141,0,31363,211.31053230979225,229.16994590759276,0.9365681210388636,1.0162238987385144,4809.965793771319,401.8773366530417,0.9365681210388636,1.0162238987385144,211.31053230979225,229.16994590759276,0.7357652729207819,0.628241219818592,1.9663823900416606,3.47295340799651,2.5690107972236,1.130052207246511,0.6388967566125028,1.008330082930441,100.96564178466797,372.3894295871547
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,31,3.810451474059459,0.847006980975469,0.516247134009997,nan,6.625379761060079,6.228204462528229,1000.0,0.0,nan,0,103,0,30785,205.06222915649414,229.4002970123291,0.9103254743735025,1.0168144800479992,4557.723617145999,401.73660537787623,0.9103254743735025,1.0168144800479992,205.06222915649414,229.4002970123291,0.7588393862048785,0.6136496014893055,1.9953164685974354,3.5041281822760793,2.5988411540688925,1.129039929745307,0.621867891190187,1.0107868004815184,96.6816123046875,270.0800089626545
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,32,3.838891435214655,0.8472476462523143,0.5146048660079638,nan,6.911001682281494,6.049377164840698,1000.0,0.0,nan,0,215,0,30641,190.0220466026893,229.94251113891602,0.842606812936139,1.0194834415039935,4492.981958629435,403.59234657606737,0.842606812936139,1.0194834415039935,190.0220466026893,229.94251113891602,0.8396227634870089,0.596041047424078,2.048593965893782,3.5338907728058597,2.6427126886586128,1.1166123585842478,0.610907537136839,1.0086881543144062,96.91757766723633,278.25446955479225
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,33,3.8687754120100717,0.847969977458318,0.5131503869096438,nan,6.2974386016527815,5.969175055027008,1000.0,0.0,nan,0,329,0,30481,200.52381134033203,228.98368118286132,0.8894579846526222,1.0150332307168988,4186.770466789645,404.50154359488954,0.8894579846526222,1.0150332307168988,200.52381134033203,228.98368118286132,0.7627922917405764,0.5881211267411709,2.0891818676758347,3.5625530767525517,2.6785303513065215,1.1088165778029737,0.598008173816609,1.0079251979208077,96.4060439453125,262.28310864090736
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,34,3.894853430832719,0.8457883111635844,0.5201257267594337,nan,6.099378668743631,5.809184854030609,1000.0,0.0,nan,0,545,0,31811,208.3546839175017,229.21238388061522,0.9230436060483952,1.0161634356607498,4707.072428271432,404.2558361560109,0.9230436060483952,1.0161634356607498,208.3546839175017,229.21238388061522,0.703172109697176,0.5723436294496059,2.126230288647265,3.591040150039561,2.712154233204183,1.1057994079079203,0.5858371498338845,1.006559148301628,101.26926901245118,378.2276661628902
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,35,3.927790330590267,0.8471836459636688,0.5156677824258804,nan,6.393730799357097,5.588699584007263,1000.0,0.0,nan,0,1192,0,29582,201.00406138102213,230.35414390563966,0.8917482682184666,1.0213471674137562,5055.846304364524,405.6573060584106,0.8917482682184666,1.0213471674137562,201.00406138102213,230.35414390563966,0.7345489710569382,0.550639378875494,2.1588784471624733,3.617096609651463,2.7421657121580694,1.1015677731425475,0.5610493557914248,1.014011380666853,96.96575503540039,283.60323372811285
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,36,3.9526376057255677,0.8482129774490992,0.5111380737026533,nan,5.737746238708496,5.3716495168209075,1000.0,0.0,nan,0,1049,0,29881,199.32763544718424,231.54155197143555,0.8845741869670208,1.0261003441421161,5375.862841277744,410.07493708459197,0.8845741869670208,1.0261003441421161,199.32763544718424,231.54155197143555,0.732113798459371,0.5292601944506168,2.200732960916069,3.6419155255642526,2.7772059867753423,1.0909826229628028,0.5407424739228105,1.0180894295850353,97.40048403930665,293.05068302450263
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,37,3.9743813726805337,0.8489693105220795,0.5093746869762739,nan,6.161913850090721,5.221638845205307,1000.0,0.0,nan,0,1119,0,29149,195.38334517045453,231.57688758850097,0.8664505298437085,1.0260974670018936,5061.148934994764,412.4687965887462,0.8664505298437085,1.0260974670018936,195.38334517045453,231.57688758850097,0.7456095760518854,0.5144831790030002,2.243114118846469,3.6661775919402477,2.812339508083981,1.0794339592775555,0.5265324224510464,1.017774640894121,96.92918862915039,276.33279520538326
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,38,4.001996179416028,0.8469529789686203,0.5158021280169487,nan,5.573558976252873,5.134298802614212,1000.0,0.0,nan,0,1852,0,29550,210.98861757914224,230.41751258850098,0.9345331829441369,1.0217848783339896,5226.155333637443,414.1729163078786,0.9345331829441369,1.0217848783339896,210.98861757914224,230.41751258850098,0.6334465282658736,0.5058597186952829,2.269892280239633,3.6902963008029213,2.838053888464948,1.0794914137576315,0.5195297340064177,1.0124364823993626,102.29445867919922,416.52462253774866
