algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,noise_norm_honest,noise_norm_attacker,sigma_dp_honest,sigma_dp_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,10,2.728038724769443,0.8091869805256525,0.769396271109581,nan,8.20495565314042,9.365477313995362,1000.0,nan,nan,0,0,0,32034,221.92819695723685,219.82370613098144,0.9832483940811402,0.9747287861080309,2218.234955080691,445.48010142035184,0.9832483940811402,0.9747287861080309,221.92819695723685,219.82370613098144,0.9133424696169401,0.9227580925822259,0.9203486679269022,2.6512811911082053,1.6127216771994235,1.179035565932975,0.921941212050991,0.9754679301787573,96.36275393676758,262.484968861207
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,11,2.7898826152450704,0.8138936465978622,0.7331583897272745,nan,7.881439129511516,9.251704826354981,1000.0,nan,nan,0,0,0,31680,228.87891048855252,219.96620613098145,1.0146380921990683,0.9750727419193598,2371.4674147294627,433.9706174912792,1.0146380921990683,0.9750727419193598,228.87891048855252,219.96620613098145,0.8673817482259538,0.9115476810932159,0.9857787918880204,2.699512327843047,1.671272206270031,1.1819873590157555,0.9079009526913319,0.9783396057039229,96.22612322998047,258.9610739267723
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,12,2.8601794657383874,0.8209739794333776,0.6947439444065094,nan,7.929377122358843,9.073012721538543,1000.0,nan,nan,0,0,0,30700,225.17409723455256,221.2170110321045,0.9991962786767931,0.9809856355249059,2579.85023335715,427.5092671970937,0.9991962786767931,0.9809856355249059,225.17409723455256,221.2170110321045,0.8734093416820873,0.8939417845010758,1.027266215880155,2.746189223355542,1.7148354188703099,1.1887097331236178,0.8928713727901332,0.9819350055470422,93.44063455200195,227.76041201269476
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,13,2.9480552137434217,0.8228423116604487,0.6719866873820622,nan,7.484640626346364,8.945998151302337,1000.0,nan,nan,0,0,0,30976,232.09577852136948,221.66270072937013,1.0293416647564353,0.9822197655553159,2801.2235870120435,423.2345635426887,1.0293416647564353,0.9822197655553159,232.09577852136948,221.66270072937013,0.8277564960367539,0.8814202523231507,1.0782018719651485,2.7923369559792195,1.763855905570777,1.1926331081528,0.8772161792500228,0.9859113429120855,96.55633676147461,264.53542737548497
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,14,2.9948452215550754,0.8289546463886897,0.6440996497869491,nan,8.091412014431423,8.817642569541931,1000.0,nan,nan,0,0,0,30632,218.5460934109158,221.7928758239746,0.9666869202347093,0.9834417477447398,2977.2160427534986,418.07830314202795,0.9666869202347093,0.9834417477447398,218.5460934109158,221.7928758239746,0.8880453639560275,0.8687727248668671,1.1134890703272593,2.8378719030975335,1.803242203435369,1.199915920642729,0.869602647124295,0.9827202479955043,92.65098001098633,220.82121002637413
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,15,3.0784535641172255,0.8303879781564076,0.6284791100025177,nan,7.396071344614029,8.661981506347656,1000.0,nan,nan,0,0,0,31250,227.67963409423828,222.62212829589845,1.0109787182619603,0.986849870603657,3067.991652314967,413.9105209711989,1.0109787182619603,0.986849870603657,227.67963409423828,222.62212829589845,0.8254103064537048,0.8534440279006958,1.1657052345691725,2.8825706679374377,1.8524514079164784,1.2015306221402626,0.8513674559416594,0.9886371926524203,96.334599609375,263.73994126255843
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,16,3.1481494433876054,0.8337373125553131,0.6087538103262583,nan,7.78765192898837,8.529873361587525,1000.0,nan,nan,0,0,0,31002,221.51748795942828,222.9170869445801,0.9808924245504058,0.9881161989457189,3319.210170255566,409.80995094947264,0.9808924245504058,0.9881161989457189,221.51748795942828,222.9170869445801,0.848912076516585,0.8404348987340927,1.1938518255903208,2.9269465450109307,1.8870897133585647,1.209787560430564,0.840876836912327,0.9877396040720295,94.04021951293946,236.94660412541148
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,17,3.2068868561998927,0.8352179781595865,0.5949267703294754,nan,7.095566242933273,8.426515231132507,1000.0,nan,nan,0,0,0,31054,224.89487743377686,222.6200698852539,0.9961411101687416,0.9868773023452573,3598.949527621493,406.1100623699851,0.9961411101687416,0.9868773023452573,224.89487743377686,222.6200698852539,0.8192691095173359,0.8302495458722114,1.2646904021435426,2.9724764842673825,1.9478048349930785,1.204668321225056,0.8294361802162947,0.9875635103321819,96.24466403198242,277.61040983188184
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,18,3.2975043473177417,0.837527644832929,0.5818441114823023,nan,7.17660091817379,8.272344772815705,1000.0,nan,nan,0,0,0,30858,223.02121925354004,223.2524794769287,0.9892947678024978,0.9897538440520367,3810.538549956852,404.3403696413539,0.9892947678024978,0.9897538440520367,223.02121925354004,223.2524794769287,0.8155991267412901,0.8150495126843452,1.328796084980733,3.016156845321632,2.0037403891170924,1.2000317703294203,0.8150902248367116,0.9897198384039227,96.43767080688477,283.6733814551608
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,19,3.408511799857382,0.840123312274615,0.5696262885133425,nan,7.1790095242587,8.08595059633255,1000.0,nan,nan,0,0,0,31020,217.7618768865412,224.44509735107422,0.9651798048593799,0.995101186252871,3628.3100113048454,402.29815462919703,0.9651798048593799,0.995101186252871,217.7618768865412,224.44509735107422,0.8328567093068903,0.796674290895462,1.3755575937280538,3.0589301870386727,2.048906631052301,1.1999289137414275,0.7985605781112237,0.9935413038105563,94.5688002319336,240.74208210038543
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,20,3.510840758829392,0.8410413144032161,0.5604320965210596,nan,6.789301665623983,8.005103139877319,1000.0,nan,nan,0,0,0,30732,223.77125040690103,223.678854598999,0.9931674334299144,0.9917290198857829,3877.6895146386814,399.2754189653026,0.9931674334299144,0.9917290198857829,223.77125040690103,223.678854598999,0.7869425574938457,0.7886994397640228,1.4240060159196994,3.1031345999942594,2.0956574495495235,1.19965407108698,0.7885768665823826,0.9918293743190943,96.18467935180664,276.0408530252815
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,21,3.557604462745678,0.8427913125356038,0.5509270570675532,nan,6.814545234044393,7.848370649814606,1000.0,nan,nan,0,0,0,30810,225.79914728800455,224.319635848999,1.0012442920924267,0.9943742420470801,4120.703342888337,397.57059460941235,1.0012442920924267,0.9943742420470801,225.79914728800455,224.319635848999,0.764786884188652,0.7732623142004013,1.4554635547514059,3.1458389117282284,2.131613697542135,1.2047186994311592,0.7727825728789816,0.9947631128043638,95.14703387451172,257.92511807308506
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,22,3.580847284476297,0.842140313188235,0.5499084762732188,nan,6.567206947427047,7.632789106369018,1000.0,nan,nan,0,0,0,31378,226.22744269120065,225.91118453979493,1.0030221405675714,1.0015162121189047,4153.6059667094805,397.4208130800403,1.0030221405675714,1.0015162121189047,226.22744269120065,225.91118453979493,0.7501574503748041,0.7520339527726173,1.506615852252341,3.1848046022379912,2.177891352246601,1.2014895260160892,0.7518711511947248,1.0016468634455014,98.9611166381836,316.80535196697645
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,23,3.604098149391987,0.8440083128213882,0.5412676564852397,nan,7.209588124201848,7.4075043940544125,1000.0,nan,nan,0,0,0,30674,207.17593501164362,227.64345359802246,0.9198778675589131,1.0091881948350683,4222.339223017751,399.953254561244,0.9198778675589131,1.0091881948350683,207.17593501164362,227.64345359802246,0.842241706756445,0.7298357279598713,1.5704902221023316,3.2238249882278738,2.2318241285525486,1.1938846756315076,0.7366961867596622,1.0037373297900447,96.44395574951172,269.76212162295917
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,24,3.6263773155286794,0.8448116449515025,0.5354934826493263,nan,6.486772871017456,7.34863203048706,1000.0,nan,nan,0,0,0,30930,219.63421630859375,226.51643478393555,0.974344811312315,1.0037053006734482,4665.45420045128,397.1027346331455,0.974344811312315,1.0037053006734482,219.63421630859375,226.51643478393555,0.7613649864991506,0.7240404893457889,1.6244006274335832,3.2627498337187615,2.279740309947654,1.1887716407181361,0.7266445240309072,1.0016568944389506,97.19560040283203,298.80471986679663
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,25,3.6468624183184146,0.8460206451018651,0.528840571641922,nan,7.200566371281941,7.191407992839813,1000.0,nan,nan,0,0,0,30858,195.6085294087728,226.9362939453125,0.8672586033506468,1.005778819115011,4422.868741634818,398.79835110610804,0.8672586033506468,1.005778819115011,195.6085294087728,226.9362939453125,0.8864179104566574,0.7085544326901436,1.700253150792134,3.3005419272274734,2.34036866136627,1.1744011043260678,0.7186221767146632,0.9979380521849525,95.46912228393555,265.6681902416789
