algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,balance_kept_honest,balance_kept_attacker,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,balance_threshold_honest,balance_threshold_attacker,noise_norm_honest,noise_norm_attacker,balance_local_norm_honest,balance_local_norm_attacker,sigma_n_honest,sigma_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,21,2.8349123014486786,0.8684993118047715,0.49411278088887534,nan,1.0186507850885391,6.9482389831542966,1000.0,nan,nan,0,0,0,30810,5347.964640604835,1236.3922234507263,1.1207207292318344,1.089184948205948,40.833333333333336,151.6,0.8792792707681656,0.9108150517940521,252.7525494893392,245.70746948242189,1.2270459314470017,2.785162297619455,9.759696098213173,78.4167435008132,252.7525494893392,245.70746948242189,5.650707443555196,45.4020362663269,1.1207207292318344,1.089184948205948,1.8502924779159828,1.0520160540214911,0.9090300075850397,1.0909699924149603,104.3490489807129,622.9080407548066
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,22,2.8573233935760407,0.8698369791110356,0.4853181051214536,nan,1.036346634751872,7.063278665542603,1000.0,nan,nan,0,0,0,31378,5666.685690304806,1194.145348766897,1.1397486705529063,1.0957380011677742,43.68421052631579,152.74,0.8602513294470938,0.9042619988322258,257.0704233269942,247.16715446472168,1.2599153663619027,2.8033291533607945,9.7757857722177,83.82065316523234,257.0704233269942,247.16715446472168,5.697882652282715,48.85543287277222,1.1397486705529063,1.0957380011677742,1.8772808811614596,1.041959365312825,0.9004437215796345,1.0995562784203656,108.63553787231446,692.9921957383415
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,23,2.878591875670922,0.8708749777078628,0.4774207584063212,nan,1.0778994147594159,7.1598230075836184,1000.0,nan,nan,0,0,0,30674,5744.274242245528,1162.8889445071522,1.0975137994839594,1.103281607031822,33.07692307692308,151.22,0.9024862005160406,0.8967183929681778,247.1868168757512,248.8686223602295,1.2986392160284372,2.820871655983124,9.813466547593567,89.25116600399458,247.1868168757512,248.8686223602295,5.7581048378577595,52.36860677719116,1.0975137994839594,1.103281607031822,1.9075321920103119,1.0274658555505491,0.8970704187809582,1.1029295812190418,105.97430618286133,614.5067081012446
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,24,2.8988137278387955,0.8718256449699402,0.4702660658955574,nan,0.9159987489382426,7.253411164283753,1000.0,nan,nan,0,0,0,30930,6095.206968713188,1130.100744587788,1.1527789771556853,1.10990877866745,38.13333333333333,151.79,0.8472210228443146,0.89009122133255,259.84632771809896,250.48706481933593,1.3310173433836276,2.837778788233428,9.696334592176578,94.69158609405947,259.84632771809896,250.48706481933593,5.727432918548584,55.93244562149048,1.1527789771556853,1.10990877866745,1.9337219213235475,1.0154466556021295,0.8871002772519755,1.1128997227480246,107.99021575927735,634.8965068965109
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,25,2.9161596947313035,0.8728446451822917,0.46369313637415566,nan,0.8491726418336233,7.347434325218201,1000.0,nan,nan,0,0,0,30858,5865.857254994034,1103.1117574575896,1.0720312694708507,1.1153448447585106,42.833333333333336,151.72,0.9279687305291494,0.8846551552414894,241.8034578959147,251.6560217285156,1.3759322881165086,2.854275643602349,9.610786689951409,100.13725312656393,241.8034578959147,251.6560217285156,5.714873909950256,59.54473798751831,1.0720312694708507,1.1153448447585106,1.9672696303108446,0.9948561088588306,0.8871068670502249,1.112893132949775,106.46569168090821,582.0252771028928
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,26,2.9335113119553005,0.8737406438589096,0.45760339856147764,nan,1.0264104650570796,7.410940618515014,1000.0,nan,nan,0,0,0,30894,6287.67772604349,1083.409121267081,1.1366699017011201,1.1233868250250816,41.46153846153846,151.775,0.8633300982988797,0.8766131749749184,256.5159959059495,253.41528549194337,1.408240957369771,2.870202273979265,9.699646323295049,105.58758044389432,256.5159959059495,253.41528549194337,5.806292497194731,63.20564231872559,1.1366699017011201,1.1233868250250816,1.9930254840135684,0.9807327250373897,0.8758024707646437,1.1241975292353563,108.03553009033203,596.8432693839632
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,27,2.9506172394740298,0.8744753112395605,0.4522736540436745,nan,1.0643738438101376,7.484176907539368,1000.0,nan,nan,0,0,0,31368,6719.810800256041,1061.5424949627002,1.159721644485698,1.1292636796832085,48.411764705882355,152.725,0.840278355514302,0.8707363203167915,261.82831797880283,254.69585990905762,1.4345894020552385,2.885686556160643,9.580245432921117,111.01596263041596,261.82831797880283,254.69585990905762,5.77317793229047,66.89963321685791,1.159721644485698,1.1292636796832085,2.0150282636974004,0.9698296872465189,0.8683502124751219,1.131649787524878,110.78050677490235,653.0905651937854
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,28,2.964877544127026,0.8752936454614003,0.44718581904967625,nan,1.0674092243699467,7.511331460475922,1000.0,nan,nan,0,0,0,31238,6555.636775357404,1048.1575556841553,1.1049342471010544,1.139526480436325,43.64705882352941,152.48,0.8950657528989455,0.8604735195636749,249.19770723230698,257.03640327453616,1.4612549633904792,2.900511383202197,9.563430275158625,116.42948893798005,249.19770723230698,257.03640327453616,5.801593556123621,70.63120170593261,1.1049342471010544,1.139526480436325,2.036957531315166,0.9581349786731896,0.863183510193627,1.136816489806373,111.28728335571289,642.1546726358137
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,29,2.9800466376931274,0.8759923102458318,0.44242723772923154,nan,0.9514720477163792,7.534828429222107,1000.0,nan,nan,0,0,0,31418,7089.510077556284,1035.1873183273628,1.166200514882803,1.1492516309022904,51.0,153.01,0.833799485117197,0.8507483690977097,262.82823276519775,259.2915299987793,1.4812576566141553,2.914739210834654,9.464733200189768,121.79008872879086,262.82823276519775,259.2915299987793,5.780125617980957,74.37737514495849,1.166200514882803,1.1492516309022904,2.0546502783023546,0.9501210371270021,0.8494928962102642,1.1505071037897356,112.12711544799805,640.9392498127463
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,30,2.9968322994662837,0.8766053134202957,0.43821506420771283,nan,1.038586818359115,7.588637609481811,1000.0,nan,nan,0,0,0,31504,7060.479015704608,1026.7251762550459,1.14895830235698,1.1547264456748962,42.36363636363637,152.86,0.85104169764302,0.8452735543251038,259.2216519442472,260.41087295532225,1.5205607057131003,2.9286069623006563,9.516138504203715,127.09471125911394,259.2216519442472,260.41087295532225,5.850391799753362,78.13609020233154,1.14895830235698,1.1547264456748962,2.0837792083481226,0.9278862792546924,0.8458451721313838,1.1541548278686162,115.57010186767579,721.3511471930211
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,31,3.012167075963609,0.877145977417628,0.4342697685956955,nan,1.2427960336208344,7.561184031963348,1000.0,nan,nan,0,0,0,30888,7336.291178200253,1015.3352052386498,1.1633860617876053,1.168416392803192,43.833333333333336,151.81,0.8366139382123947,0.8315836071968079,262.06986236572266,263.60431869506834,1.5339774902752126,2.9417705794868283,9.537532707634613,132.3681380610695,262.06986236572266,263.60431869506834,5.902765552202861,81.92245410919189,1.1633860617876053,1.168416392803192,2.0970947259598587,0.9232717931762175,0.8318683429146713,1.1681316570853286,111.73140417480468,582.205070372266
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,32,3.0245640715036,0.8777563138802846,0.430599310696125,nan,1.1721377051793611,7.580688059329987,1000.0,nan,nan,0,0,0,30856,7046.5837434957075,1012.1719712494361,1.08790188569289,1.1761649432778358,40.15384615384615,151.67,0.9120981143071101,0.8238350567221642,245.33080115685095,265.28238891601563,1.5602433116430767,2.9545765135883197,9.46866868241339,137.5453126943581,245.33080115685095,265.28238891601563,5.8993438573984,85.69600677490234,1.08790188569289,1.1761649432778358,2.117976592421174,0.9086799261994071,0.8292220038987101,1.1707779961012899,112.49155639648437,588.0799658306628
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,33,3.035513833712171,0.8782289773225784,0.42722334186236066,nan,1.1704128285249074,7.606460144519806,1000.0,nan,nan,0,0,0,30810,7483.397669720066,1004.4082559321137,1.1674611816803615,1.1825959551334382,40.833333333333336,151.6,0.8325388183196386,0.8174040448665619,263.2149264017741,266.78721809387207,1.5798693105158368,2.9670792419203287,9.553799176009516,142.6644252082793,263.2149264017741,266.78721809387207,5.992198546727498,89.47995929718017,1.1674611816803615,1.1825959551334382,2.1347532830776337,0.8983925281815864,0.8182607301563587,1.1817392698436413,113.03204547119141,581.3648464461271
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,34,3.0482854559826205,0.8787756437063217,0.4241843256354332,nan,1.275684426660123,7.549723536968231,1000.0,nan,nan,0,0,0,32356,7830.703278248474,998.4285108875916,1.1857706424982652,1.1972101756930351,58.69565217391305,155.03,0.8142293575017349,0.8027898243069649,267.6421920112942,270.0557350158691,1.5940494587960443,2.9788642800938434,9.61015208708469,147.73068109927576,267.6421920112942,270.0557350158691,6.067861287490182,93.27732513427735,1.1857706424982652,1.1972101756930351,2.147975387315164,0.8924776071906446,0.8039696864750353,1.1960303135249646,120.33383483886719,759.5837551544665
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,35,3.060161803286606,0.879264978170395,0.4211779495080312,nan,1.1488167593876522,7.517598700523377,1000.0,nan,nan,0,0,0,30774,8087.637637866719,999.457757012297,1.18799822529157,1.2084970769286156,40.0,151.47,0.8120017747084299,0.7915029230713845,267.78448994954425,272.564797668457,1.6074838564979381,2.990289147551636,9.347468346953216,152.67837703648146,267.78448994954425,272.564797668457,5.9414805968602495,97.04612854003906,1.18799822529157,1.2084970769286156,2.160605972919417,0.8863510008583888,0.7926632354281983,1.2073367645718016,115.45274682617188,593.88640611372
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,36,3.074752135437029,0.8796019786596299,0.41841258615255356,nan,0.943444753686587,7.496414003372192,1000.0,nan,nan,0,0,0,30930,8456.739660048506,997.8723928784294,1.1757587045431137,1.2180510106682778,45.666666666666664,151.91,0.8242412954568863,0.7819489893317223,264.94166056315106,274.85517379760745,1.6271156920628618,3.0012893663501177,9.247981487534789,157.5304936571938,264.94166056315106,274.85517379760745,5.917563517888387,100.80001819610595,1.1757587045431137,1.2180510106682778,2.1767851617777643,0.8746140219711515,0.7843428934520146,1.2156571065479855,116.30066937255859,602.1107089925359
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,37,3.088276699486126,0.880027644832929,0.41589112480481466,nan,1.2305994900790127,7.430631709098816,1000.0,nan,nan,0,0,0,30268,8187.888823967182,996.9168956225267,1.1717392748052424,1.2316827809810638,20.636363636363637,150.205,0.8282607251947577,0.7683172190189361,264.21529041637075,277.9772296142578,1.6466249525315546,3.0117796922511637,9.457394635926036,162.29551462004963,264.21529041637075,277.9772296142578,6.092040538787842,104.54368167877197,1.1717392748052424,1.2316827809810638,2.1926868484193984,0.8623076479261557,0.7714422359285762,1.2285577640714238,117.00362823486329,578.9003123762888
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,38,3.1014339071926047,0.8803973118464152,0.41364089598258336,nan,1.2212618763248126,7.407032074928284,1000.0,nan,nan,0,0,0,31402,8941.555185977779,995.73096177962,1.2455015008648236,1.2404305833578109,38.375,152.405,0.7544984991351763,0.759569416642189,281.1892840067546,279.72461624145507,1.654367223593423,3.021991773144428,9.34043018231261,166.94049490714787,281.1892840067546,279.72461624145507,6.056942462921143,108.25507526397705,1.2455015008648236,1.2404305833578109,2.201417043413825,0.8604656925802633,0.759026104052152,1.240973895947848,125.38693212890625,827.4870336387814
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,39,3.1133721998088792,0.8806953104337056,0.4113493753472964,nan,1.1944565910559435,7.303738120794296,1000.0,nan,nan,0,0,0,30658,8305.244937617144,1000.9812418438794,1.1343291264313917,1.2568387107551098,33.07692307692308,151.14,0.8656708735686082,0.7431612892448902,255.63851928710938,283.43903144836423,1.6679257882082439,3.0317000221584864,9.172381640475987,171.4982405546299,255.63851928710938,283.43903144836423,5.987754454979529,111.95449493408204,1.1343291264313917,1.2568387107551098,2.213435481788341,0.8528711369655643,0.750638400025211,1.249361599974789,120.02221408081054,616.3288651155976
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,40,3.123215948901704,0.881019977927208,0.4092519164085388,nan,1.3455148895581563,7.2273490166664125,1000.0,nan,nan,0,0,0,31066,8757.426637335971,1005.847332911912,1.178844698270162,1.2699996471405028,42.733333333333334,152.125,0.8211553017298381,0.730000352859497,265.6219126383464,286.4742084503174,1.6815426509388376,3.0410569655945814,9.323584977842659,175.9102422398352,265.6219126383464,286.4742084503174,6.1271723429361975,115.60278301239013,1.178844698270162,1.2699996471405028,2.225348376801135,0.8449420388385284,0.7363600004551023,1.2636399995448977,122.55834075927734,665.061732284844
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,41,3.1347150293519546,0.8813766467571259,0.4074234361449877,nan,1.5717893009600432,7.195971205234527,1000.0,nan,nan,0,0,0,31426,8972.471171981708,1011.8732749403824,1.1917545976846113,1.278212432861328,39.43478260869565,152.595,0.8082454023153886,0.7217875671386719,268.8145519754161,288.3293051147461,1.6830344559749102,3.0501722398825764,9.379380314636908,180.19844819941173,268.8145519754161,288.3293051147461,6.20506885777349,119.21296947479249,1.1917545976846113,1.278212432861328,2.2298895695379763,0.8481986999584172,0.7307047429640732,1.2692952570359268,127.69719143676758,817.4829838873115
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,42,3.145638421551745,0.881596309542656,0.40557734509309135,nan,1.1383647280079978,7.106818964481354,1000.0,nan,nan,0,0,0,31316,9045.681732642057,1009.7147390845051,1.1804203348500388,1.2917824280261994,53.714285714285715,152.82,0.8195796651499612,0.7082175719738006,265.82107325962613,291.4823359680176,1.6964623835492156,3.0589500114879113,9.076664932343522,184.3984980125728,265.82107325962613,291.4823359680176,6.044968741280692,122.80756916046143,1.1804203348500388,1.2917824280261994,2.241457434724694,0.839873186475134,0.7155029425554187,1.2844970574445813,124.03592443847656,657.1649841477796
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,43,3.154793466472385,0.881778978506724,0.40398465385039645,nan,1.4307749304506514,7.000314989089966,1000.0,nan,nan,0,0,0,31224,8826.478105449047,1014.9920941214523,1.1612234248055353,1.3066907262802123,41.388888888888886,152.395,0.8387765751944648,0.6933092737197876,261.58589426676434,294.8170199584961,1.7164963024270783,3.067405285356686,9.343012051692472,188.46858304279274,261.58589426676434,294.8170199584961,6.263974216249254,126.3577889251709,1.1612234248055353,1.3066907262802123,2.2568598955989208,0.8251775182947715,0.7053203353094398,1.29467966469056,127.34390017700196,723.7500494447467
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,44,3.1642922157276807,0.8820833106835683,0.40241276601950327,nan,1.2648183107376099,6.904250049591065,1000.0,nan,nan,0,0,0,31312,9529.724359116391,1028.5531707329155,1.1992116769154866,1.3201687823235988,43.833333333333336,152.615,0.8007883230845133,0.6798312176764011,270.2900153266059,297.8535777282715,1.7363932986464434,3.075598165571754,9.248693097533655,192.3977669887789,270.2900153266059,297.8535777282715,6.242214918136597,129.8549101638794,1.1992116769154866,1.3201687823235988,2.2720752454165676,0.8098858812132683,0.689818501609181,1.3101814983908189,128.8718716430664,754.4913452213563
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,45,3.1755947577859365,0.8822849772373835,0.4010480147600174,nan,1.4785540047146024,6.765884027481079,1000.0,nan,nan,0,0,0,31786,9700.950496215763,1030.6502708811438,1.2231725653012593,1.3374662901461125,50.38095238095238,153.64,0.7768274346987406,0.6625337098538876,276.25039963495163,301.652511138916,1.737679525607263,3.083405123002692,9.141683797048197,196.195945885921,276.25039963495163,301.652511138916,6.211261885506766,133.3041513824463,1.2231725653012593,1.3374662901461125,2.2759697645654344,0.8126876556866672,0.6733941995450274,1.3266058004549726,132.26352124023438,819.7000291935195
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,46,3.1834555924462586,0.8825533111890157,0.39950250774621965,nan,1.4646162715825168,6.619915044307708,1000.0,nan,nan,0,0,0,30978,9800.763860035397,1045.957909177109,1.191907974806699,1.355120021700859,50.72727272727273,152.1,0.8080920251933011,0.6448799782991409,268.40875521573156,305.7671531677246,1.7446256338665949,3.0908834706070003,9.109272187197247,199.8339949101783,268.40875521573156,305.7671531677246,6.230639457702637,136.68419914245607,1.191907974806699,1.355120021700859,2.2831287685627566,0.8093019062521216,0.6533886632083151,1.3466113367916848,128.21185388183594,633.9999685916223
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,47,3.191567979788712,0.8826566449801128,0.39837505340576174,nan,1.6651418384383707,6.476486372947693,1000.0,nan,nan,0,0,0,31756,9311.546973022401,1052.102448654432,1.1872357024865992,1.3721816690266133,58.294117647058826,153.825,0.8127642975134008,0.6278183309733868,267.7620580336627,309.4404588317871,1.7583246708752331,3.0980539054465894,9.539049794182542,203.30961744440273,267.7620580336627,309.4404588317871,6.568245158475988,139.99165946960449,1.1872357024865992,1.3721816690266133,2.294216364703776,0.7993061741715088,0.6423071854949547,1.3576928145050453,132.88009350585938,737.4335765445344
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,48,3.199190292222063,0.8829529800017675,0.3970504007736842,nan,1.417242413217371,6.329104480743408,1000.0,nan,nan,0,0,0,30596,10490.303410919007,1072.986079064177,1.302238185297359,1.3893089318275451,34.54545454545455,151.08,0.6977618147026409,0.6106910681724549,293.70596590909093,313.354136505127,1.7587982230436827,3.1049583387784834,9.085612232783255,206.6265905583316,293.70596590909093,313.354136505127,6.297870592637495,143.2272801208496,1.302238185297359,1.3893089318275451,2.2972622693376024,0.8019788580595649,0.6152303014038863,1.3847696985961138,131.80318585205077,659.9811066658889
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,49,3.2052444123461123,0.8831426431735356,0.395837616622448,nan,1.847408576445146,6.297870730161667,1000.0,nan,nan,0,0,0,30688,9821.861452977295,1083.1805286313504,1.2027725414796309,1.394973995834589,38.81818181818182,151.305,0.7972274585203691,0.605026004165411,271.5565268776634,314.7226173400879,1.7594991384482115,3.1117668753998284,9.616506246574737,209.78579318563723,271.5565268776634,314.7226173400879,6.710457801818848,146.389829788208,1.2027725414796309,1.394973995834589,2.300406233228858,0.8045550358974946,0.6150459851981339,1.384954014801866,131.86329052734374,649.3531634180406
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,50,2.29338921821908,0.8829003131389618,0.3958991107344627,nan,1.5560502111911774,2.9404622662067412,1000.0,nan,0.0,0,0,30411,605,10022.946401199617,0.0,1.191834807395935,0.0,43.214285714285715,152.055,0.8081651926040649,0.0,268.8309871128627,0.0,1.7729160321089117,0.0,9.24320039021666,212.99677199003625,268.8309871128627,0.0,6.493106058665684,149.6246508026123,1.191834807395935,0.0,1.7729160321089117,0.5710305211312291,0.8081651926040649,1.191834807395935,12.545446065266928,467.73749872264887
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,51,2.29338921821908,0.8781013121207555,0.4104848619302114,0.6052535784331026,1.510074713013389,8.520765872001649,1000.0,1.0,0.3735830995734957,173,0,30211,530,10217.118887787088,0.0,1.1969366832212969,0.0,32.45454545454545,151.92,0.8030633167787031,0.0,270.03257751464844,0.0,1.7798445906606621,0.0,9.271473777469426,212.06748664448043,270.03257751464844,0.0,6.556532209569758,149.96831573486327,1.1969366832212969,0.0,1.7798445906606621,0.5620003684454841,0.8030633167787031,1.1969366832212969,9.901194508870443,374.6276925521933
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,52,2.29338921821908,0.8831873124837876,0.3947000186642011,1.0,1.6493819676912749,34.31705146789551,1000.0,1.0,1.0,500,0,29900,580,9859.562284565542,0.0,1.1603599511660063,0.0,6.153846153846154,152.0,0.8396400488339938,0.0,261.8867880014273,0.0,1.793281264360306,0.0,9.146087291213668,217.89922910988003,261.8867880014273,0.0,6.5111254545358515,155.1230785369873,1.1603599511660063,0.0,1.793281264360306,0.5430717215407428,0.8396400488339938,1.1603599511660063,11.348427480061849,427.24769899784013
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,2.29338921821908,0.8834509772062301,0.39340259253978727,1.0,1.2282722691694896,139.6681982421875,1000.0,1.0,1.0,455,0,29900,551,10901.666299037484,0.0,1.224915273487568,0.0,8.0,151.775,0.7750847265124321,0.0,275.8813959757487,0.0,1.8002368249958538,0.0,8.758466957684984,310.13191370371226,275.8813959757487,0.0,6.276884158452352,222.26059715270995,1.224915273487568,0.0,1.8002368249958538,0.5332744336124243,0.7750847265124321,1.224915273487568,11.035255839029947,436.06665196149936
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,2.29338921821908,0.8836063110828399,0.3923799034953117,1.0,1.6407617435735815,660.4537191009522,1000.0,1.0,1.0,3817,0,26711,766,10885.407354598457,0.0,1.2204881170216728,0.0,8.117647058823529,136.695,0.7795118829783272,0.0,275.3269339168773,0.0,1.8012179088038556,0.0,9.126053785617046,1073.7403705847503,275.3269339168773,0.0,6.584068466635311,774.6590455627442,1.2204881170216728,0.0,1.8012179088038556,0.5335873953692225,0.7795118829783272,1.2204881170216728,15.601859588623046,616.8397500939126
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,2.29338921821908,0.8837783104181289,0.3915290727217992,1.0,1.5348830956679125,3659.543995666504,1000.0,1.0,1.0,1364,0,28950,498,10488.880899665559,0.0,1.2313061471168811,0.0,6.461538461538462,146.82,0.7686938528831189,0.0,277.443360548753,0.0,1.8019671885765751,0.0,8.91970163435296,5720.79433883083,277.443360548753,0.0,6.478238582611084,4154.922678833008,1.2313061471168811,0.0,1.8019671885765751,0.5338091335757279,0.7686938528831189,1.2313061471168811,12.022545623779298,454.5181723188409
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,2.29338921821908,0.8839399788777034,0.3906076744198799,1.0,1.2023788332939147,19031.863719482422,1000.0,1.0,1.0,1072,0,29136,358,11245.102140254226,0.0,1.2033267438411712,0.0,5.0,147.22,0.7966732561588288,0.0,271.689143371582,0.0,1.8088222646270673,0.0,8.551744001087052,29928.681072063027,271.689143371582,0.0,6.252541732788086,21882.124556884766,1.2033267438411712,0.0,1.8088222646270673,0.5236980155390009,0.7966732561588288,1.2033267438411712,9.056304779052734,374.8367380084742
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,2.29338921821908,0.8840409789482753,0.3897328269481659,1.0,1.306681263446808,122090.8561767578,1000.0,1.0,1.0,598,0,29758,700,10755.942297864027,0.0,1.1574999541044235,0.0,12.2,151.07,0.8425000458955765,0.0,261.10346069335935,0.0,1.8352670273928242,0.0,8.480776724033964,187732.29376255252,261.10346069335935,0.0,6.2421303510665895,138177.13717773437,1.1574999541044235,0.0,1.8352670273928242,0.47995378741106154,0.8425000458955765,1.1574999541044235,17.406897379557293,717.0628198576018
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,2.29338921821908,0.8841949768861135,0.38905153473218285,1.0,1.3910507609446843,709971.4452734375,1000.0,1.0,1.0,905,0,29780,1091,11293.726788686028,0.0,1.2034058595697086,0.0,12.75,152.825,0.7965941404302915,0.0,271.46940358479816,0.0,1.849238330951213,0.0,8.483105244262719,1102367.9467066051,271.46940358479816,0.0,6.285608907540639,816806.297421875,1.2034058595697086,0.0,1.849238330951213,0.4561147678182052,0.7965941404302915,1.2034058595697086,21.717552286783853,903.4981430948823
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,2.29338921821908,0.8842739776770274,0.38834709068139395,1.0,1.273786437511444,4973090.7184375,1000.0,1.0,1.0,563,0,29780,559,11806.47758542593,0.0,1.2455840706825256,0.0,7.733333333333333,151.115,0.7544159293174744,0.0,281.0786173502604,0.0,1.8562669142520147,0.0,8.406748897678925,7523204.400034539,281.0786173502604,0.0,6.270697816212972,5611651.0646875,1.2455840706825256,0.0,1.8562669142520147,0.44353869783595395,0.7544159293174744,1.2455840706825256,14.05393086751302,590.3238792712966
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,2.29338921821908,0.8844463123877844,0.3876954753200213,1.0,1.831954111655553,29563993.5103125,1000.0,1.0,1.0,587,0,29780,537,11550.27802677003,0.0,1.2262062579393387,0.0,5.833333333333333,151.235,0.7737937420606613,0.0,276.17359415690106,0.0,1.8569666920091565,0.0,8.872434094945541,45615439.39421861,276.17359415690106,0.0,6.662325938542684,34252711.468125,1.2262062579393387,0.0,1.8569666920091565,0.4437186466342399,0.7737937420606613,1.2262062579393387,11.046943766276042,462.01112107080115
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,2.29338921821908,0.8844809758663178,0.38726762622594835,1.0,1.6268695630133152,217255957.3,1000.0,1.0,1.0,492,0,29780,530,11799.399767259163,0.0,1.224585197865963,0.0,9.875,150.76,0.775414802134037,0.0,276.01677227020264,0.0,1.8640834967964026,0.0,8.8053601586126,324748808.03144747,276.01677227020264,0.0,6.656186997890472,245485562.7325,1.224585197865963,0.0,1.8640834967964026,0.4307207644928197,0.775414802134037,1.224585197865963,14.720894521077474,629.3013209204887
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,2.29338921821908,0.8845073113838832,0.3868091387550036,1.0,1.5246818773448467,1288992825.03,1000.0,1.0,1.0,712,0,29780,720,11180.111656341822,0.0,1.1798387989401817,0.0,8.0,151.86,0.8201612010598183,0.0,266.1277389526367,0.0,1.8775855484908917,0.0,8.468172117997668,1965873262.8393128,266.1277389526367,0.0,6.4441162049770355,1495991764.63,1.1798387989401817,0.0,1.8775855484908917,0.40290894358282153,0.8201612010598183,1.1798387989401817,14.193479410807292,596.2726216715638
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,2.29338921821908,0.8846286435921987,0.38636501868565876,1.0,1.5180125346309261,9305591078.64,1000.0,1.0,1.0,761,0,29780,829,12283.05144126041,0.0,1.273821074711649,0.0,9.894736842105264,152.105,0.7261789252883509,0.0,287.3552189877159,0.0,1.8785338215309708,0.0,8.50176851416236,13766023109.295544,287.3552189877159,0.0,6.512957723517167,10545750143.92,1.273821074711649,0.0,1.8785338215309708,0.4031013360460136,0.7261789252883509,1.273821074711649,18.199163869222005,777.9265912798259
