algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,sigma_dp_honest,sigma_dp_attacker,nsr_honest,nsr_attacker,noise_norm_honest,noise_norm_attacker,sigma_n_honest,sigma_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,133,7.319849649266901,0.1565309958346188,nan,0.37766585848991,nan,nan,1000.0,0.2727868564877094,0.279689745360004,3700,560,6649,87,5.267784491165653,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.267784491165653,0.8527726850231222,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,134,7.319849649266901,0.15243874585255981,nan,0.41684580284268985,nan,nan,1000.0,0.36722031268252514,0.2980687287439824,3713,618,6728,55,5.275238781321905,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.275238781321905,0.8431641220170869,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,135,7.319849649266901,0.15259599586948752,nan,0.4393398192864754,nan,nan,1000.0,0.33062857976651083,0.31503266839742355,3696,688,6803,63,5.275238781321905,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.275238781321905,0.8431641220170869,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,136,7.319849649266901,0.15054374612867832,nan,0.38233965495304495,nan,nan,1000.0,0.3538669858696547,0.2991133487224643,3636,837,6950,111,5.276288012624374,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.276288012624374,0.8434433444013749,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,137,7.319849649266901,0.14661224614828824,nan,0.42322774549904046,nan,nan,1000.0,0.3622573544205423,0.31196992871078355,3560,916,7137,75,5.278763203581343,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.278763203581343,0.8438727511800413,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,138,7.319849649266901,0.14078899623826147,nan,0.43608821083245636,nan,nan,1000.0,0.3885558161232102,0.34131621566931464,3713,577,6684,74,5.281910897488748,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.281910897488748,0.8464310252372705,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,139,7.319849649266901,0.13489149667322636,nan,0.3786401492692306,nan,nan,1000.0,0.3511172389714976,0.2942499331362952,3581,975,7115,115,5.285058591396153,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.285058591396153,0.8484671112535005,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,140,7.319849649266901,0.13491449661552907,nan,0.42887360512854533,nan,nan,1000.0,0.3605869609909187,0.305915696461158,3686,649,6789,50,5.285058591396153,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.285058591396153,0.8484671112535005,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,141,7.319849649266901,0.1349082463234663,nan,0.3196662083582624,nan,nan,1000.0,0.24030653958577694,0.25045180122589844,3678,483,6597,104,5.285058591396153,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.285058591396153,0.8484671112535005,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,142,7.319849649266901,0.1310689964517951,nan,0.36610420312547975,nan,nan,1000.0,0.3443193884745467,0.2787191193727081,3656,496,6664,54,5.301428189354854,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.301428189354854,0.8037682505239706,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,143,7.319849649266901,0.1311777466163039,nan,0.3619918108002941,nan,nan,1000.0,0.36220736902164474,0.2657844974518124,3690,633,6771,52,5.301428189354854,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.301428189354854,0.8037682505239706,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,144,7.319849649266901,0.12725774690508843,nan,0.4319665757955997,nan,nan,1000.0,0.5013051639710606,0.3210891397123746,3617,803,7003,25,5.314895613361597,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.314895613361597,0.7800775063529017,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,145,7.319849649266901,0.12529974656179546,nan,0.37879414975839104,nan,nan,1000.0,0.2775991303905559,0.2825334652186572,3680,709,6795,110,5.318046060341459,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.318046060341459,0.7777905490213023,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,146,7.319849649266901,0.12328149667009711,nan,0.42524870690299965,nan,nan,1000.0,0.2812035617298776,0.3139236335543964,3666,584,6717,109,5.3229992373329935,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.3229992373329935,0.7747906235356866,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,147,7.319849649266901,0.12132199667394161,nan,0.3939623916542708,nan,nan,1000.0,0.3416872816692583,0.2881091801638772,3529,980,7197,106,5.3241162958327815,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.3241162958327815,0.7749262910053056,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,148,7.319849649266901,0.12139424689114094,nan,0.44384725141003156,nan,nan,1000.0,0.4693810689093291,0.31745404830748164,3592,839,7062,31,5.3241162958327815,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.3241162958327815,0.7749262910053056,nan,nan,nan,nan
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,149,7.319849649266901,0.12139849685132503,nan,0.3967041079522678,nan,nan,1000.0,0.36063306241876714,0.28456970983592966,3681,684,6801,50,5.3241162958327815,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.3241162958327815,0.7749262910053056,nan,nan,nan,nan
