algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_dp_norm_honest,n_dp_norm_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,sigma_n_honest,sigma_n_attacker,trust_honest,trust_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,101,6.7347557286579915,0.48283748667687176,nan,0.3848651806672739,nan,nan,1000.0,0.4102898508610527,0.2942417556795622,3615,792,6960,71,nan,0.0,nan,0.0,nan,0.0,4.569004653073268,0.0,nan,0.0,nan,0.0,nan,0.0,4.569004653073268,1.0645453526525508,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,102,6.7347557286579915,0.47455173606052997,nan,0.3701158289289577,nan,nan,1000.0,0.3186752064651426,0.27213072022544477,3620,808,6957,105,nan,0.0,nan,0.0,nan,0.0,4.604949230772657,0.0,nan,0.0,nan,0.0,nan,0.0,4.604949230772657,1.0569739826813378,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,103,6.7347557286579915,0.4673704872280359,nan,0.4333646461024569,nan,nan,1000.0,0.38399933043985096,0.3141175519717472,3608,835,7010,99,nan,0.0,nan,0.0,nan,0.0,4.650651224053355,0.0,nan,0.0,nan,0.0,nan,0.0,4.650651224053355,1.0254452361099813,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,104,6.7347557286579915,0.45618973661214113,nan,0.4440245617484553,nan,nan,1000.0,0.45547983210746307,0.319044282222588,3615,888,7074,77,nan,0.0,nan,0.0,nan,0.0,4.6884053792072855,0.0,nan,0.0,nan,0.0,nan,0.0,4.6884053792072855,1.0175312590168657,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,105,6.7347557286579915,0.4515002365037799,nan,0.354528785722315,nan,nan,1000.0,0.3657150263501105,0.2718444734530914,3595,774,6947,52,nan,0.0,nan,0.0,nan,0.0,4.710417444915245,0.0,nan,0.0,nan,0.0,nan,0.0,4.710417444915245,1.0149127653904553,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,106,6.7347557286579915,0.44299473736435174,nan,0.43667705796682277,nan,nan,1000.0,0.2973559180757323,0.31976343227736437,3667,725,6868,142,nan,0.0,nan,0.0,nan,0.0,4.726774479432944,0.0,nan,0.0,nan,0.0,nan,0.0,4.726774479432944,1.0239195449829483,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,107,6.7347557286579915,0.4350019872933626,nan,0.37987447170731103,nan,nan,1000.0,0.30756063227076175,0.29429168300874986,3694,550,6673,73,nan,0.0,nan,0.0,nan,0.0,4.742828360496394,0.0,nan,0.0,nan,0.0,nan,0.0,4.742828360496394,1.0280828835518965,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,108,6.7347557286579915,0.4302472367137671,nan,0.4587496364971332,nan,nan,1000.0,0.37283501153682114,0.3389524412406887,3726,605,6722,71,nan,0.0,nan,0.0,nan,0.0,4.769145450870631,0.0,nan,0.0,nan,0.0,nan,0.0,4.769145450870631,1.0253607326742156,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,109,6.7347557286579915,0.4033477384038269,nan,0.3194396762347284,nan,nan,1000.0,0.2332978607802587,0.23306952905606168,3476,1078,7290,212,nan,0.0,nan,0.0,nan,0.0,4.81263567252992,0.0,nan,0.0,nan,0.0,nan,0.0,4.81263567252992,1.0124622909335184,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,110,6.736010340477898,0.3921772371418774,nan,0.4108110371658979,nan,nan,1000.0,0.22791881748306173,0.3037349172385132,3678,661,6764,271,nan,0.0,nan,0.0,nan,0.0,4.85699082712204,0.0,nan,0.0,nan,0.0,nan,0.0,4.85699082712204,1.0111861107586977,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,111,6.736010340477898,0.380436738897115,nan,0.37421731126196767,nan,nan,1000.0,0.30840674342342866,0.27021102042761114,3710,577,6692,83,nan,0.0,nan,0.0,nan,0.0,4.878745561780269,0.0,nan,0.0,nan,0.0,nan,0.0,4.878745561780269,1.0028014634998077,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,112,6.736010340477898,0.38126923808827995,nan,0.41907046078463545,nan,nan,1000.0,0.43888736841223736,0.3040221286161578,3735,498,6610,27,nan,0.0,nan,0.0,nan,0.0,4.879883577817739,0.0,nan,0.0,nan,0.0,nan,0.0,4.879883577817739,1.0029942968452772,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,113,6.821353417650214,0.3692844880372286,nan,0.3810492652782796,nan,nan,1000.0,0.330811148918291,0.28381256768293567,3620,763,6915,112,nan,0.0,nan,0.0,nan,0.0,4.9031044171498275,0.0,nan,0.0,nan,0.0,nan,0.0,4.9031044171498275,0.9974250781211765,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,114,6.821353417650214,0.360818487778306,nan,0.4137306266227656,nan,nan,1000.0,0.47683933166413306,0.3026780495957023,3527,1009,7272,48,nan,0.0,nan,0.0,nan,0.0,4.919241446794191,0.0,nan,0.0,nan,0.0,nan,0.0,4.919241446794191,0.9965585154970817,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,115,6.821353417650214,0.3486399884521961,nan,0.4499503756596915,nan,nan,1000.0,0.3618998677453151,0.31932652071242246,3677,679,6830,80,nan,0.0,nan,0.0,nan,0.0,4.933937003728086,0.0,nan,0.0,nan,0.0,nan,0.0,4.933937003728086,0.9988549610114552,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,116,6.821353417650214,0.3303937393426895,nan,0.37585575972710045,nan,nan,1000.0,0.245189217951884,0.2847999029041834,3640,613,6753,190,nan,0.0,nan,0.0,nan,0.0,4.95309482676498,0.0,nan,0.0,nan,0.0,nan,0.0,4.95309482676498,0.9998252081683464,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,117,7.24104593863762,0.31909823961555955,nan,0.42288902140367646,nan,nan,1000.0,0.35307314126279643,0.3038337303041577,3718,511,6645,62,nan,0.0,nan,0.0,nan,0.0,4.9832288498267,0.0,nan,0.0,nan,0.0,nan,0.0,4.9832288498267,0.9777931730186057,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,118,7.24104593863762,0.3111939899623394,nan,0.41583434664781516,nan,nan,1000.0,0.228153314375233,0.30522092734069317,3678,782,6814,188,nan,0.0,nan,0.0,nan,0.0,4.997909904546978,0.0,nan,0.0,nan,0.0,nan,0.0,4.997909904546978,0.9703660313939644,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,119,7.24104593863762,0.2931077396124601,nan,0.3042656551145515,nan,nan,1000.0,0.1742654174524364,0.22332376189563294,3757,342,6394,149,nan,0.0,nan,0.0,nan,0.0,5.019061110837426,0.0,nan,0.0,nan,0.0,nan,0.0,5.019061110837426,0.9694237842447753,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,120,7.24104593863762,0.28320223949849604,nan,0.4210283702527784,nan,nan,1000.0,0.324002472524394,0.3018112736265723,3581,944,7127,120,nan,0.0,nan,0.0,nan,0.0,5.031233689942708,0.0,nan,0.0,nan,0.0,nan,0.0,5.031233689942708,0.9683334797887125,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,121,7.24104593863762,0.27726999059319496,nan,0.4102635919022063,nan,nan,1000.0,0.31345749999775,0.29333534987861676,3627,798,6937,88,nan,0.0,nan,0.0,nan,0.0,5.039380537138402,0.0,nan,0.0,nan,0.0,nan,0.0,5.039380537138402,0.9670799271102302,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,122,7.24104593863762,0.2723389908671379,nan,0.42057302593195484,nan,nan,1000.0,0.432789051481751,0.3206306461338218,3663,715,6875,51,nan,0.0,nan,0.0,nan,0.0,5.053512220048847,0.0,nan,0.0,nan,0.0,nan,0.0,5.053512220048847,0.9594068824602867,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,123,7.24104593863762,0.268729240372777,nan,0.3674692126746921,nan,nan,1000.0,0.26610037472106435,0.25795306024179265,3751,250,6369,36,nan,0.0,nan,0.0,nan,0.0,5.055610682653785,0.0,nan,0.0,nan,0.0,nan,0.0,5.055610682653785,0.9614242735291246,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,124,7.24104593863762,0.2614292397350073,nan,0.40806596040304866,nan,nan,1000.0,0.41440703631880105,0.2969032024802843,3668,544,6704,34,nan,0.0,nan,0.0,nan,0.0,5.069711518660474,0.0,nan,0.0,nan,0.0,nan,0.0,5.069711518660474,0.953311692140491,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,125,7.24104593863762,0.2551002412289381,nan,0.41181189893523906,nan,nan,1000.0,0.4197855934108909,0.29669432151331626,3634,776,6935,55,nan,0.0,nan,0.0,nan,0.0,5.075951451507745,0.0,nan,0.0,nan,0.0,nan,0.0,5.075951451507745,0.9547693962373304,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,126,7.24104593863762,0.2533534912019968,nan,0.4042063512315542,nan,nan,1000.0,0.5291973097694891,0.2864432092866381,3704,483,6631,12,nan,0.0,nan,0.0,nan,0.0,5.077000682810212,0.0,nan,0.0,nan,0.0,nan,0.0,5.077000682810212,0.9562520057177321,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,127,7.24104593863762,0.24245174117386342,nan,0.3821732679097582,nan,nan,1000.0,0.2527975398943141,0.27176247125250297,3701,463,6599,83,nan,0.0,nan,0.0,nan,0.0,5.092872494424464,0.0,nan,0.0,nan,0.0,nan,0.0,5.092872494424464,0.9482220462900253,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,128,7.24104593863762,0.2354247412085533,nan,0.36344628763049813,nan,nan,1000.0,0.413418800354358,0.2573941700870172,3696,480,6625,31,nan,0.0,nan,0.0,nan,0.0,5.104988447255649,0.0,nan,0.0,nan,0.0,nan,0.0,5.104988447255649,0.9449206214317516,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,129,7.24104593863762,0.22995399095118046,nan,0.36187686968903837,nan,nan,1000.0,0.3087287254696827,0.2650486410753132,3573,1028,7156,119,nan,0.0,nan,0.0,nan,0.0,5.108671426721656,0.0,nan,0.0,nan,0.0,nan,0.0,5.108671426721656,0.9465956245773527,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,130,7.24104593863762,0.22615424141287804,nan,0.4329205544233215,nan,nan,1000.0,0.4557728034926698,0.3086646757643948,3714,632,6755,31,nan,0.0,nan,0.0,nan,0.0,5.119325993466328,0.0,nan,0.0,nan,0.0,nan,0.0,5.119325993466328,0.9400379269168346,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,131,7.24104593863762,0.22141624100506305,nan,0.3240001873883532,nan,nan,1000.0,0.30710089928709117,0.23087911089854307,3671,419,6596,54,nan,0.0,nan,0.0,nan,0.0,5.127673539059559,0.0,nan,0.0,nan,0.0,nan,0.0,5.127673539059559,0.9378062355077585,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,132,7.24104593863762,0.21606649167835712,nan,0.3440802131568675,nan,nan,1000.0,0.30811238612717384,0.26236019418336,3537,1098,7231,120,nan,0.0,nan,0.0,nan,0.0,5.139233063783045,0.0,nan,0.0,nan,0.0,nan,0.0,5.139233063783045,0.9270005320883902,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,133,7.24104593863762,0.20919874154031276,nan,0.36814204896610053,nan,nan,1000.0,0.26579384949470247,0.272793193635866,3698,566,6651,81,nan,0.0,nan,0.0,nan,0.0,5.149956261713125,0.0,nan,0.0,nan,0.0,nan,0.0,5.149956261713125,0.9227202673497881,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,134,7.24104593863762,0.2037744913995266,nan,0.4088458028426899,nan,nan,1000.0,0.36137235946615087,0.29181872874398235,3712,617,6729,56,nan,0.0,nan,0.0,nan,0.0,5.1608880178131145,0.0,nan,0.0,nan,0.0,nan,0.0,5.1608880178131145,0.9150135547718438,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,135,7.24104593863762,0.20203774198889732,nan,0.4393398192864754,nan,nan,1000.0,0.33062857976651083,0.31503266839742355,3696,687,6803,64,nan,0.0,nan,0.0,nan,0.0,5.161937249115583,0.0,nan,0.0,nan,0.0,nan,0.0,5.161937249115583,0.9163481793298525,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,136,7.24104593863762,0.1989447423070669,nan,0.3607427893732601,nan,nan,1000.0,0.3365461844278702,0.28160018142504506,3630,842,6956,106,nan,0.0,nan,0.0,nan,0.0,5.164035711720519,0.0,nan,0.0,nan,0.0,nan,0.0,5.164035711720519,0.9171980116514918,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,137,7.24104593863762,0.1937304925918579,nan,0.4194398667111616,nan,nan,1000.0,0.3593588036959046,0.3090963654923928,3559,918,7138,73,nan,0.0,nan,0.0,nan,0.0,5.172328773511044,0.0,nan,0.0,nan,0.0,nan,0.0,5.172328773511044,0.913248938130573,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,138,7.24104593863762,0.18646474197506904,nan,0.4186380683823139,nan,nan,1000.0,0.3756770282444223,0.32607812043121936,3711,574,6686,77,nan,0.0,nan,0.0,nan,0.0,5.182934533123935,0.0,nan,0.0,nan,0.0,nan,0.0,5.182934533123935,0.909202033470567,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,139,7.24104593863762,0.17950199231505393,nan,0.3751799416567738,nan,nan,1000.0,0.3477502356044942,0.291692388379262,3580,974,7116,116,nan,0.0,nan,0.0,nan,0.0,5.189229719327261,0.0,nan,0.0,nan,0.0,nan,0.0,5.189229719327261,0.911157239827117,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,140,7.24104593863762,0.1779787427932024,nan,0.42887360512854533,nan,nan,1000.0,0.3605869609909187,0.305915696461158,3686,648,6789,51,nan,0.0,nan,0.0,nan,0.0,5.190278950629729,0.0,nan,0.0,nan,0.0,nan,0.0,5.190278950629729,0.911951649864726,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,141,7.24104593863762,0.1725602428615093,nan,0.3373182532830346,nan,nan,1000.0,0.2436970884308713,0.27656962279826547,3677,485,6598,102,nan,0.0,nan,0.0,nan,0.0,5.193426644537135,0.0,nan,0.0,nan,0.0,nan,0.0,5.193426644537135,0.9166003581718749,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,142,7.24104593863762,0.16818999238312243,nan,0.36610420312547975,nan,nan,1000.0,0.3443193884745467,0.2787191193727081,3656,497,6664,53,nan,0.0,nan,0.0,nan,0.0,5.2133356484853115,0.0,nan,0.0,nan,0.0,nan,0.0,5.2133356484853115,0.8742919079549074,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,143,7.24104593863762,0.16469024263322354,nan,0.4106931095015928,nan,nan,1000.0,0.38998514679942253,0.31881480048211547,3692,629,6769,56,nan,0.0,nan,0.0,nan,0.0,5.215434111090249,0.0,nan,0.0,nan,0.0,nan,0.0,5.215434111090249,0.8756900852633532,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,144,7.24104593863762,0.16147274300456047,nan,0.4319665757955997,nan,nan,1000.0,0.5013051639710606,0.3210891397123746,3617,803,7003,25,nan,0.0,nan,0.0,nan,0.0,5.2292822143836055,0.0,nan,0.0,nan,0.0,nan,0.0,5.2292822143836055,0.8540606711983528,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,145,7.24104593863762,0.1596469920128584,nan,0.37879414975839104,nan,nan,1000.0,0.2775991303905559,0.2825334652186572,3680,709,6795,110,nan,0.0,nan,0.0,nan,0.0,5.233389247120129,0.0,nan,0.0,nan,0.0,nan,0.0,5.233389247120129,0.8505789925540039,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,146,7.24104593863762,0.15621974341571332,nan,0.42524870690299965,nan,nan,1000.0,0.2812035617298776,0.3139236335543964,3666,583,6717,110,nan,0.0,nan,0.0,nan,0.0,5.2405476508157305,0.0,nan,0.0,nan,0.0,nan,0.0,5.2405476508157305,0.8475006058505117,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,147,7.24104593863762,0.15464924305677413,nan,0.3939623916542708,nan,nan,1000.0,0.3416872816692583,0.2881091801638772,3529,980,7197,106,nan,0.0,nan,0.0,nan,0.0,5.241664709315518,0.0,nan,0.0,nan,0.0,nan,0.0,5.241664709315518,0.8477332891779622,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,148,7.24104593863762,0.15461699314415456,nan,0.44384725141003156,nan,nan,1000.0,0.4693810689093291,0.31745404830748164,3592,839,7062,31,nan,0.0,nan,0.0,nan,0.0,5.241664709315518,0.0,nan,0.0,nan,0.0,nan,0.0,5.241664709315518,0.8477332891779622,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,149,7.24104593863762,0.15301924280822277,nan,0.3967041079522678,nan,nan,1000.0,0.36063306241876714,0.28456970983592966,3681,683,6801,51,nan,0.0,nan,0.0,nan,0.0,5.242713940617986,0.0,nan,0.0,nan,0.0,nan,0.0,5.242713940617986,0.8484954582099312,nan,nan,nan,nan
