algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,trust_honest,trust_attacker,noise_norm_honest,noise_norm_attacker,balance_local_norm_honest,balance_local_norm_attacker,balance_threshold_honest,balance_threshold_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,sigma_n_honest,sigma_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,balance_kept_honest,balance_kept_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,27,3.6667060553066713,0.8744999792178472,0.45222044169902803,nan,0.9735430023249458,7.484248270988465,1000.0,nan,nan,0,0,0,31368,0.8403286583283368,0.8707445457577705,199.86578279383042,194.42817375183105,5.769137214211857,66.89925258636475,9.573540101581537,111.01533099674961,5130.283077871013,810.3523828474833,0.8852693224022543,0.8620504576365665,1.619839197023479,3.5079072109406626,0.8852693224022543,0.8620504576365665,199.86578279383042,194.42817375183105,48.411764705882355,152.725,2.3750664025903525,1.2064967695679814,0.8683617343001652,0.8638694470421735,84.56670611572265,498.57057778660777
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,28,3.704801299751712,0.8753289783000946,0.4471261183420817,nan,0.9254944604985854,7.511261882781983,1000.0,nan,nan,0,0,0,31238,0.8952333541477427,0.8604654973745346,188.3110782398897,194.26531700134277,5.7974511034348435,70.63085613250732,9.556601796556318,116.42891928977464,4954.92152764978,792.1871339551228,0.8349646690377114,0.8612416499121633,1.6690523552090513,3.572216382908306,0.8349646690377114,0.8612416499121633,188.3110782398897,194.26531700134277,43.64705882352941,152.48,2.4303179662887526,1.211731266908167,0.8631892465226662,0.8591830845902018,84.10870346069336,485.3421855221417
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,29,3.746571831900824,0.8760119773944219,0.4423700903852781,nan,0.8374589774757624,7.5349621891975405,1000.0,nan,nan,0,0,0,31418,0.8339853584766388,0.8507634162902832,196.63340282440186,194.01585456848144,5.777381062507629,74.37699531555175,9.460239096250685,121.78946677275844,5304.9420956737595,774.5934194866611,0.8724862755151122,0.8599318661184353,1.7083246282518398,3.6240484493323675,0.8724862755151122,0.8599318661184353,196.63340282440186,194.01585456848144,51.0,153.01,2.4746141566840505,1.2158668543875575,0.8495205971929762,0.8608618223700409,83.89861071777344,479.5955148562247
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,30,3.7881962682939845,0.8766303126017253,0.438145932952563,nan,0.9139815216714685,7.5889747834205625,1000.0,nan,nan,0,0,0,31504,0.8513950881632891,0.8453111201524734,191.9771964333274,192.910849609375,5.845205263658003,78.13577590942383,9.507702181042829,127.09420003611504,5229.024965267788,760.6046284457968,0.8509074470531535,0.8554145614096106,1.7824537468555837,3.6695741339339962,0.8509074470531535,0.8554145614096106,191.9771964333274,192.910849609375,42.36363636363637,152.86,2.5373019016869485,1.2021279772764737,0.845914035901293,0.8549679104373491,85.61133648681641,534.3189498501014
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,31,3.83089598630188,0.8771793123086293,0.4341987611850103,nan,1.1264073451360066,7.561275846958161,1000.0,nan,nan,0,0,0,30888,0.8368876030047735,0.8315938806533814,192.16903177897134,193.33807983398438,5.894344449043274,81.92230876922608,9.523926111521552,132.36790322459063,5383.240288405539,744.6590774823723,0.8530812473228861,0.8569639118686111,1.8128627288378185,3.7073317414339453,0.8530812473228861,0.8569639118686111,192.16903177897134,193.33807983398438,43.833333333333336,151.81,2.5706503338762694,1.2047247039319857,0.8318935253147809,0.8567441384037587,81.94728869628906,427.0613979146819
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,32,3.875060047717837,0.8778089781602224,0.43052382707595827,nan,1.0236916014781365,7.580615038871765,1000.0,nan,nan,0,0,0,30856,0.9120655793410081,0.8238271754980088,178.1519552377554,192.6358348083496,5.8920393356910115,85.6959061050415,9.456944650452783,137.54515111544663,5118.532682103808,734.9893037587539,0.7900025319608509,0.854076763944364,1.8665234949438168,3.743904575637262,0.7900025319608509,0.854076763944364,178.1519552377554,192.6358348083496,40.15384615384615,151.67,2.617475927221195,1.1970486685031627,0.8292126179860791,0.8501661300674362,81.68628475952148,427.0775712382005
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,33,3.9356735893559893,0.8782636465628942,0.42714048355817796,nan,1.0184034233291943,7.606351585388183,1000.0,nan,nan,0,0,0,30810,0.833278144399325,0.8173922190070152,189.11173884073892,191.80155982971192,5.973824103673299,89.47982231140136,9.524503461332854,142.66420680186127,5389.461315230959,722.094315607065,0.838784032305062,0.8502048010971223,1.9051479724773648,3.780499607938217,0.838784032305062,0.8502048010971223,189.11173884073892,191.80155982971192,40.833333333333336,151.6,2.6552886266617057,1.1941957958524436,0.8182914223311082,0.8495583424862508,81.2593056640625,418.184797808369
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,34,3.997669492590896,0.8788359769185384,0.4240818969408671,nan,1.1384452218594758,7.549641010761261,1000.0,nan,nan,0,0,0,32356,0.8147990703582764,0.8027811956405639,190.40816862686822,192.2190347290039,6.054014724233876,93.27713272094726,9.58822218914011,147.7303763590587,5578.802101938418,710.6419159271447,0.8435908482296347,0.8521448147963815,1.9471193851039164,3.8150980716854423,0.8435908482296347,0.8521448147963815,190.40816862686822,192.2190347290039,58.69565217391305,155.03,2.694310859736527,1.1942901532307997,0.8040207073827496,0.851262567123578,85.6463896484375,540.8816630600251
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,35,4.056577163737085,0.8793033111095429,0.42107404480377836,nan,1.0298874725898106,7.517707397937775,1000.0,nan,nan,0,0,0,30774,0.8120832492907842,0.79151437997818,188.69146855672201,192.07134437561035,5.9271706740061445,97.04589469909668,9.32495517893971,152.6780091448808,5715.452106168752,704.3033800604047,0.8371107858021385,0.8516054230257114,1.980865046301741,3.849710836706271,0.8371107858021385,0.8516054230257114,188.69146855672201,192.07134437561035,40.0,151.47,2.728403362463553,1.1944972655456065,0.7926786555996481,0.8507849718621129,81.35713299560547,418.892202572212
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,36,4.112061029879795,0.8796446444590886,0.41830842514832817,nan,0.778454010685285,7.496320683956146,1000.0,nan,nan,0,0,0,30930,0.8246771519382795,0.7819390159845352,184.7748819986979,191.76150482177735,5.912286798159282,100.79983856201171,9.23973501815222,157.53021292462995,5898.454649656393,696.1862997274796,0.8199949265830417,0.8498123122583743,2.021378598534148,3.8843257321524494,0.8199949265830417,0.8498123122583743,184.7748819986979,191.76150482177735,45.666666666666664,151.91,2.7665574519814684,1.1898238775959278,0.7843581557555018,0.8481245357107139,81.13919909667969,420.03743148274526
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,37,4.168971567306367,0.8800806450843811,0.41578164279460905,nan,1.0884045281193473,7.431071443557739,1000.0,nan,nan,0,0,0,30268,0.8289200988682833,0.7683624601364136,182.39981217817828,192.00136711120606,6.0617710893804375,104.54345481872559,9.410403791621022,162.2951624383837,5658.03939141582,688.573984311427,0.8089050916310757,0.8507343316855126,2.063661287439275,3.918500696519418,0.8089050916310757,0.8507343316855126,182.39981217817828,192.00136711120606,20.636363636363637,150.205,2.805597051071332,1.1830706247369145,0.7715194934352314,0.8485536604030537,80.81334271240235,399.9064603357188
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,38,4.208258659695073,0.8804279766480128,0.4135181767741839,nan,1.0964188997944195,7.407609241008759,1000.0,nan,nan,0,0,0,31402,0.7552509158849716,0.7596286305785179,192.17852401733398,191.2837321472168,6.04376757144928,108.25506916046143,9.32011314038827,166.94048549489708,6119.132963323158,680.8815527029504,0.8512358627786925,0.8482421126392343,2.0981186466050366,3.953407088858267,0.8512358627786925,0.8482421126392343,192.17852401733398,191.2837321472168,38.375,152.405,2.8402340235063286,1.1876810887914724,0.7591595897184951,0.8485628715827477,85.73806201171875,566.0710033206918
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,39,4.252059774925129,0.8807249782482783,0.41122039407491684,nan,1.0113727404521062,7.303975429534912,1000.0,nan,nan,0,0,0,30658,0.8664740094771752,0.7431854425370693,172.95918626051682,191.90065727233886,5.97535122357882,111.9547764968872,9.153381667641792,171.4986718684929,5625.087416015119,677.7103916374715,0.76746156430582,0.8509349360996459,2.138632248991075,3.987516986725689,0.76746156430582,0.8509349360996459,172.95918626051682,191.90065727233886,33.07692307692308,151.14,2.8781861440849212,1.1863652458644285,0.7507100968573575,0.8458403171638725,81.25720175170899,417.33642947138173
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,40,4.290423529786373,0.8810743111371994,0.4091160956025124,nan,1.168456894159317,7.227320611476898,1000.0,nan,nan,0,0,0,31066,0.8222019513448079,0.7299975660443306,177.8933837890625,192.02983993530273,6.105417537689209,115.60318367004395,9.290481163547218,175.91085191187855,5872.864839651872,674.2436391733584,0.7895016421952346,0.8513080899945382,2.176554868695067,4.021948317697887,0.7895016421952346,0.8513080899945382,177.8933837890625,192.02983993530273,42.733333333333334,152.125,2.914712248296195,1.1847408365937477,0.7364304301350616,0.8469960122410984,82.14873748779297,445.8834008588995
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,41,4.340252718136072,0.8814356448252996,0.4072570569316546,nan,1.3977122436399045,7.196102857589722,1000.0,nan,nan,0,0,0,31426,0.8087876154028851,0.7218007755279541,178.3180442478346,191.3478510284424,6.166702788809071,119.21335563659667,9.321387412343153,180.1990319090381,5963.560533514328,671.5342026867595,0.7905483970033569,0.8482772350449227,2.2071819650215447,4.05727850640252,0.7905483970033569,0.8482772350449227,178.3180442478346,191.3478510284424,39.43478260869565,152.595,2.947220581573935,1.1941185243526242,0.7307725123760411,0.8423231396415325,84.74177044677734,542.9374656163628
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,42,4.40626274410214,0.8816623125473658,0.40540606250365574,nan,0.9666699320077896,7.107580304145813,1000.0,nan,nan,0,0,0,31316,0.8200668266841343,0.7082933479547501,174.58490208217077,191.5062850189209,6.029686995915005,122.80802131652833,9.053719026714843,184.3991769357057,5946.477398348246,663.3808919080362,0.7752713391214776,0.8487117478602856,2.2512128462010157,4.092620848581881,0.7752713391214776,0.8487117478602856,174.58490208217077,191.5062850189209,53.714285714285715,152.82,2.987776047153362,1.1901133029397857,0.7156056316099434,0.8439072351390551,81.49089126586914,431.8537239169654
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,43,4.48430875756355,0.8818259783585867,0.4037885641058286,nan,1.2358124024338193,7.000237498283386,1000.0,nan,nan,0,0,0,31224,0.8395136959022946,0.6933014485239982,170.05605231391058,191.78230476379395,6.23128326733907,126.35862133026123,9.2942519643893,188.46982461412145,5759.430022715027,660.2129812007403,0.7549068951174057,0.8500192917969228,2.310312241966621,4.128220438502163,0.7549068951174057,0.8500192917969228,170.05605231391058,191.78230476379395,41.388888888888886,152.395,3.037475520580838,1.1797639844251366,0.7053740194084448,0.8421659746398986,82.83493978881836,471.42467329803713
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,44,4.527133513266835,0.8821216440200805,0.40220954577128093,nan,1.0962601403395336,6.9034046626091,1000.0,nan,nan,0,0,0,31312,0.8004191252920363,0.6797479310631752,174.12996673583984,191.84061065673828,6.200635062323676,129.85570533752443,9.187086867934598,192.3989451470286,6152.375675330568,662.4431058283734,0.7725737733467013,0.8502904174056856,2.3698043576954473,4.164214554249234,0.7725737733467013,0.8502904174056856,174.12996673583984,191.84061065673828,43.833333333333336,152.615,3.087568436316962,1.1686265570233871,0.6897116076508794,0.8438734467953107,83.00492306518555,486.46276664324984
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,45,4.578488580545682,0.8823829772075017,0.40081846992174786,nan,1.307565981433505,6.766280450820923,1000.0,nan,nan,0,0,0,31786,0.7775847571236747,0.6625722879171372,176.03603181384858,192.33662307739257,6.180024033501034,133.30452167510987,9.09570818520003,196.19649087959624,6193.996432153966,657.1541917785627,0.7794463718295125,0.8527815599831331,2.40065729194154,4.198561127190256,0.7794463718295125,0.8527815599831331,176.03603181384858,192.33662307739257,50.38095238095238,153.64,3.1198188260410262,1.17720920387677,0.6735010745838217,0.8458130579413863,84.32816256713868,523.0095268618916
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,46,4.6373102402719875,0.8826496436198552,0.39926830689112347,nan,1.277767230163921,6.619618350267411,1000.0,nan,nan,0,0,0,30978,0.8076066374778748,0.644851063489914,169.5110432017933,193.0299294281006,6.19879640232433,136.6847686767578,9.0627172451753,199.83482757639337,6213.343810278652,660.3039985233332,0.7527384287712288,0.8554833608449209,2.435756684050989,4.232134033856375,0.7527384287712288,0.8554833608449209,169.5110432017933,193.0299294281006,50.72727272727273,152.1,3.1543076239731436,1.1779154218791874,0.6533359512333622,0.8501269899785199,80.94121472167969,400.8151632354637
