algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_dp_honest,sigma_dp_attacker,noise_norm_honest,noise_norm_attacker,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,nsr_honest,nsr_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_n_honest,sigma_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,57,5.230305745052937,0.7245307295955717,2993489761170.52,0.09345644305542189,0.7266203813999891,5694191.845,1000.0,0.13153271848924022,0.045960159237981565,784,633,9635,166,0.7895703138654886,0.0,178.12259460449218,0.0,2.946093474406506,0.0,0.6185564991831779,0.0,5199.804851418504,0.0,178.12259460449218,0.0,0.7895703138654886,0.0,2.946093474406506,1.0159933708934035,0.6185564991831779,0.7895703138654886,11.132662162780761,324.9878032136565
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,58,5.230305745052937,0.7119789814576507,496205503924173.94,0.05191208636600568,0.8609282860049495,61719245.92,1000.0,0.0977483164983165,0.024393611454364788,602,914,10061,171,0.8102920089694484,0.0,182.67817179361978,0.0,3.0057592653726295,0.0,0.5581230496366819,0.0,5377.838442037814,0.0,182.67817179361978,0.0,0.8102920089694484,0.0,3.0057592653726295,1.0131804840082737,0.5581230496366819,0.8102920089694484,12.330776596069336,363.0040948375523
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,59,5.230305745052937,0.7065352326259017,4.9944975420206184e+16,0.09799255782483694,0.625787691026926,652252632.96,1000.0,0.1985144485144485,0.04589177381029131,992,654,9486,68,0.8822512550657778,0.0,199.00787582397462,0.0,3.0349371014940227,0.0,0.41256927102804186,0.0,5052.124055996205,0.0,199.00787582397462,0.0,0.8822512550657778,0.0,3.0349371014940227,1.0070401616698132,0.41256927102804186,0.8822512550657778,9.95039379119873,252.60620279981026
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,60,5.230305745052937,0.7001782316714525,5.649223438813053e+18,0.023328379020471735,0.6083851233124733,6812755230.72,1000.0,0.09988662131519274,0.012907788510354838,422,640,10057,43,0.9189117048825912,0.0,207.2881227381089,0.0,3.049968449427989,0.0,0.3256337066345355,0.0,3968.3040412010187,0.0,207.2881227381089,0.0,0.9189117048825912,0.0,3.049968449427989,1.011004152806931,0.3256337066345355,0.9189117048825912,8.80974521636963,168.65292175104324
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,61,5.316636154546632,0.6955322328396142,4.503507389521449e+20,0.22947380285933872,1.0142652910006673,70982980034.56,1000.0,0.30327452153110046,0.17999832418771586,1377,560,9018,99,0.7711352251048916,0.0,174.02623628315172,0.0,3.098511073649344,0.0,0.5917975117305392,0.0,5238.987574270797,0.0,174.02623628315172,0.0,0.7711352251048916,0.0,3.098511073649344,1.0065608507942945,0.5917975117305392,0.7711352251048916,8.266246223449707,248.85190977786283
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,62,5.316636154546632,0.6902472326532006,5.080390379302464e+22,0.06425140266250251,0.7576074750077996,737193690398.72,1000.0,0.11441336441336443,0.03655648819968069,954,542,9401,125,0.811217777366619,0.0,183.1495229547674,0.0,3.146815454909411,0.0,0.5025302214039997,0.0,4865.773091939889,0.0,183.1495229547674,0.0,0.811217777366619,0.0,3.146815454909411,0.9991648672472007,0.5025302214039997,0.811217777366619,10.073223762512207,267.6175200566939
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,63,5.316636154546632,0.6852857308089733,7.280178252187971e+24,0.20553884567402145,0.8860701753033532,7791259418624.0,1000.0,0.1737620404287071,0.16662493774589537,1172,686,9255,167,0.8369480165321564,0.0,188.80370472095632,0.0,3.185865298930628,0.0,0.42853754986491466,0.0,4272.970494737086,0.0,188.80370472095632,0.0,0.8369480165321564,0.0,3.185865298930628,1.0093032261406611,0.42853754986491466,0.8369480165321564,12.74425006866455,288.42550839475325
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,64,5.316636154546632,0.6751642324402929,1.1607718730923216e+27,0.06397302973280049,0.9944804738397184,80417761116815.36,1000.0,0.22065901934322985,0.03696472684861241,652,1139,10255,66,0.817350737725014,0.0,184.2187161652938,0.0,3.226302265321674,0.0,0.4559239958939345,0.0,3720.9589206600563,0.0,184.2187161652938,0.0,0.817350737725014,0.0,3.226302265321674,1.0045951542256206,0.4559239958939345,0.817350737725014,10.592576179504395,213.95513793795325
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,65,5.316636154546632,0.6665577333047986,1.0130693424185734e+29,0.099433334405836,0.8252349893376231,846871070370693.1,1000.0,0.19908780108780108,0.058085297976060116,812,907,9868,111,0.8276008191694139,0.0,186.74744506835938,0.0,3.256548704900189,0.0,0.41469684075564145,0.0,3948.557956127801,0.0,186.74744506835938,0.0,0.8276008191694139,0.0,3.256548704900189,1.0123813938617465,0.41469684075564145,0.8276008191694139,11.671715316772461,246.78487225798756
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,66,5.316636154546632,0.6700864816829563,3.661015901932627e+30,0.11421911421911421,0.8768276893016365,8668663506125455.0,1000.0,0.15444444444444444,0.063448314108252,737,309,9439,113,0.7888997356193576,0.0,177.91554345024957,0.0,3.274510321081243,0.0,0.47364283891187775,0.0,4847.082740391616,0.0,177.91554345024957,0.0,0.7888997356193576,0.0,3.274510321081243,1.019327592228735,0.47364283891187775,0.7888997356193576,8.00619945526123,218.11872331762277
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,67,5.454078689797123,0.6693424844369292,inf,0.21979377352755944,0.8468266847458753,9.11219281407823e+16,1000.0,0.1988034188034188,0.18214600959834076,1479,413,8754,158,0.7457132045991522,0.0,168.26070126620206,0.0,3.3442555541037593,0.0,0.5662889778614044,0.0,4813.863635463239,0.0,168.26070126620206,0.0,0.7457132045991522,0.0,3.3442555541037593,1.0045053412545248,0.5662889778614044,0.7457132045991522,9.254338569641114,264.7624999504782
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,68,5.454078689797123,0.6626629826426506,inf,0.16908325897002452,1.0463185768436503,9.291002873384219e+17,1000.0,0.1781052281052281,0.13439782702598366,560,656,9868,198,0.757902260644781,0.0,170.9168904622396,0.0,3.3974123000580687,0.0,0.5109617443824256,0.0,4440.938773046868,0.0,170.9168904622396,0.0,0.757902260644781,0.0,3.3974123000580687,1.005184139439839,0.5109617443824256,0.757902260644781,11.536890106201172,299.7633671806636
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,69,5.454078689797123,0.6678897328302265,nan,0.41941391941391937,0.6835802048444748,9.896554199220863e+18,1000.0,0.2727272727272727,0.33333333333333337,922,153,9117,38,0.7317367240233846,0.0,165.23173014322916,0.0,3.435468034787241,0.0,0.574597216832141,0.0,4430.180260982007,0.0,165.23173014322916,0.0,0.7317367240233846,0.0,3.435468034787241,0.9942733374683448,0.574597216832141,0.7317367240233846,4.956951904296875,132.9054078294602
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,70,5.454078689797123,0.6683797324448824,nan,0.4442477160643544,0.9356496253838906,nan,1000.0,0.31369057594547795,0.3152640311359328,3737,356,6486,37,0.752036910158772,0.0,169.7143061711238,0.0,3.460451878025189,0.0,0.4855836360500409,0.0,4600.576132226608,0.0,169.7143061711238,0.0,0.752036910158772,0.0,3.460451878025189,0.9992691131251845,0.4855836360500409,0.752036910158772,5.515714950561524,149.51872429736474
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,71,5.454078689797123,0.664369732029736,nan,0.4310026461037536,0.8605109738076434,nan,1000.0,0.43797328954890885,0.31266624252357944,3689,537,6688,58,0.7580445161178282,0.0,171.04160712747012,0.0,3.4856907939759765,0.0,0.4581440805512316,0.0,3947.5779744206607,0.0,171.04160712747012,0.0,0.7580445161178282,0.0,3.4856907939759765,1.0067929560777702,0.4581440805512316,0.7580445161178282,7.269268302917481,167.77206391287808
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,72,5.454078689797123,0.6621764835342765,nan,0.4901401534369571,0.9685625386865515,nan,1000.0,0.3133352534562212,0.35030111121883273,3691,358,6530,113,0.7527249461139832,0.0,169.8726493433902,0.0,3.5216257972293206,0.0,0.45357687222330195,0.0,5377.146312886819,0.0,169.8726493433902,0.0,0.7527249461139832,0.0,3.5216257972293206,1.0103545236999198,0.45357687222330195,0.7527249461139832,8.068950843811034,255.41444986212394
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,73,5.454078689797123,0.6537122341245413,nan,0.3895280715692326,0.8562510382869969,nan,1000.0,0.26728801164790644,0.2967222056315293,3645,590,6732,115,0.7790833820256006,0.0,175.74566185992697,0.0,3.5605341084572912,0.0,0.3841860508951156,0.0,4430.914687262169,0.0,175.74566185992697,0.0,0.7790833820256006,0.0,3.5605341084572912,1.0139106727942149,0.3841860508951156,0.7790833820256006,10.1053755569458,254.77759451757473
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,74,5.454078689797123,0.6513912342488766,nan,0.5495482628555035,0.6675872014541375,nan,1000.0,0.3135814331129986,0.4281929440769746,3695,470,6621,124,0.7778792228869609,0.0,175.25666327225534,0.0,3.5980641002974814,0.0,0.38319643861369085,0.0,4423.49219846697,0.0,175.25666327225534,0.0,0.7778792228869609,0.0,3.5980641002974814,1.0064001477989906,0.38319643861369085,0.7778792228869609,8.32469150543213,210.11587942718106
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,75,5.454078689797123,0.6441157326847314,nan,0.4944177533629556,nan,nan,1000.0,0.45743492193317953,0.379172986806875,3685,517,6660,82,nan,0.0,nan,0.0,3.6227303038084404,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.6227303038084404,1.0150047608208677,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,76,5.454078689797123,0.6395227327942848,nan,0.4332096548685244,0.9956214080254236,nan,1000.0,0.26857509058365336,0.3167015042425082,3712,354,6474,76,0.7438873780589508,0.0,167.75145636664496,0.0,3.6646037675780914,0.0,0.4332741659341587,0.0,4227.156070667455,0.0,167.75145636664496,0.0,0.7438873780589508,0.0,3.6646037675780914,1.0215636946465307,0.4332741659341587,0.7438873780589508,7.548815536499023,190.22202318003554
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,77,5.5078961546179395,0.6327922330051661,nan,0.4465402577360344,nan,nan,1000.0,0.3314918965730427,0.31419436662416783,3681,539,6688,132,nan,0.0,nan,0.0,3.7067240520780183,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.7067240520780183,1.034494116956513,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,78,5.5078961546179395,0.6305452331900596,nan,0.4650510546812437,nan,nan,1000.0,0.4555831437587928,0.32856817968701846,3718,600,6739,23,nan,0.0,nan,0.0,3.7196617022658307,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.7196617022658307,1.0457074720611377,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,79,5.791472754346312,0.6257767346501351,nan,0.4703677621619249,nan,nan,1000.0,0.2572074797120169,0.3327062858312858,3743,276,6394,137,nan,0.0,nan,0.0,3.7639664373756823,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.7639664373756823,1.048219944712311,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,80,5.791472754346312,0.6139107332378626,nan,0.41565073847531364,nan,nan,1000.0,0.411724816670366,0.3026750445170224,3560,948,7166,88,nan,0.0,nan,0.0,3.79823312436404,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.79823312436404,1.0586377135484364,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,81,5.791472754346312,0.6063612323254347,nan,0.4164665572467714,nan,nan,1000.0,0.4124124568699545,0.32063886377853595,3691,560,6696,73,nan,0.0,nan,0.0,3.827587314668059,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.827587314668059,1.0626411282046753,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,82,5.791472754346312,0.6061467348784209,nan,0.36410256410256414,0.8548816591501236,nan,1000.0,0.26363636363636367,0.25162337662337664,3872,48,6067,7,0.6873942318110746,0.0,154.77494049072266,0.0,3.8494692010095344,0.0,0.5201515679558119,0.0,4409.333733272477,0.0,154.77494049072266,0.0,0.6873942318110746,0.0,3.8494692010095344,1.0506326503782861,0.5201515679558119,0.6873942318110746,2.3216241073608397,66.14000599908715
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,83,5.873771210784529,0.5974484850466252,nan,0.38670092935564576,nan,nan,1000.0,0.28671421608252534,0.2764981141660908,3712,476,6598,72,nan,0.0,nan,0.0,3.8857981184370884,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.8857981184370884,1.047189254326316,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,84,5.873771210784529,0.5751899839937686,nan,0.33837238425578775,nan,nan,1000.0,0.394475609561682,0.26238382877474126,3560,1001,7155,104,nan,0.0,nan,0.0,3.920967392193607,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.920967392193607,1.0632935574660607,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,85,5.873771210784529,0.5724524841457606,nan,0.5181250633424546,nan,nan,1000.0,0.28426165295730516,0.37829030053138707,3692,382,6557,87,nan,0.0,nan,0.0,3.9590459506626017,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.9590459506626017,1.0746410560021196,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,86,5.873771210784529,0.5583684826642275,nan,0.278886503555163,nan,nan,1000.0,0.2444962815333876,0.19979727948306683,3623,606,6785,58,nan,0.0,nan,0.0,3.9745883037374186,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.9745883037374186,1.0809187230764379,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,87,5.873771210784529,0.548190234452486,nan,0.42242462456237334,nan,nan,1000.0,0.43578633382944293,0.30393313010357215,3703,410,6572,35,nan,0.0,nan,0.0,4.001087144346209,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.001087144346209,1.074461071757653,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,88,5.873771210784529,0.5393549861013889,nan,0.4102608971328731,nan,nan,1000.0,0.31008797035342583,0.30093256410803626,3697,471,6614,66,nan,0.0,nan,0.0,4.016165740268964,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.016165740268964,1.0775077869567897,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,89,5.873771210784529,0.5308862368017435,nan,0.4231707473099503,nan,nan,1000.0,0.4401141540699004,0.30396973567939484,3691,644,6789,28,nan,0.0,nan,0.0,4.045434525096396,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.045434525096396,1.0775198319483408,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,90,5.873771210784529,0.5034397350996733,nan,0.3028815298199444,nan,nan,1000.0,0.20142600396708102,0.2723484608391559,3652,761,6817,208,nan,0.0,nan,0.0,4.103792794183245,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.103792794183245,1.072551928821018,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,91,6.159934006301519,0.4911419855803251,nan,0.35266075863634727,nan,nan,1000.0,0.33213399807620425,0.25776546589597726,3690,459,6604,47,nan,0.0,nan,0.0,4.133603126324698,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.133603126324698,1.0756085450047688,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,92,6.159934006301519,0.4847357363253832,nan,0.4589986405975258,nan,nan,1000.0,0.26127527156938923,0.3387868491461653,3683,428,6593,132,nan,0.0,nan,0.0,4.158998371947112,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.158998371947112,1.0813426026153936,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,93,6.159934006301519,0.4666567373275757,nan,0.36227952330295754,nan,nan,1000.0,0.254634820904552,0.28658643869090117,3672,494,6621,89,nan,0.0,nan,0.0,4.183310773595602,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.183310773595602,1.0907763276948432,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,94,6.159934006301519,0.45661273747682574,nan,0.43896135328052016,nan,nan,1000.0,0.5199528330070201,0.3153683299421652,3712,618,6750,32,nan,0.0,nan,0.0,4.20782218382779,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.20782218382779,1.0713865892775565,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,95,6.159934006301519,0.4377999880164862,nan,0.4031024218725357,nan,nan,1000.0,0.2685257288055172,0.30167201537611743,3656,721,6840,161,nan,0.0,nan,0.0,4.244644833551076,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.244644833551076,1.0710593328517564,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,96,6.262046582166577,0.4144102381914854,nan,0.3042535052874064,nan,nan,1000.0,0.12764957264957263,0.2171146846519981,3710,358,6459,247,nan,0.0,nan,0.0,4.274979073234468,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.274979073234468,1.0769532117708978,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,97,6.262046582166577,0.3933809880912304,nan,0.42690060164293264,nan,nan,1000.0,0.2884279129603066,0.3246375181544422,3721,577,6684,106,nan,0.0,nan,0.0,4.301872051942112,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.301872051942112,1.076772446827092,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,98,6.262046582166577,0.38644523777067663,nan,0.34982565419101186,nan,nan,1000.0,0.35863448292598094,0.25050343971575123,3710,380,6527,39,nan,0.0,nan,0.0,4.323451590826824,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.323451590826824,1.071425594361085,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,99,6.262046582166577,0.3709869888424873,nan,0.42091795490468004,nan,nan,1000.0,0.36062518471600874,0.3175028260753571,3660,686,6850,78,nan,0.0,nan,0.0,4.346054487589244,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.346054487589244,1.0750648567868901,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,100,6.262046582166577,0.3567599890381098,nan,0.24562424611660025,nan,nan,1000.0,0.1542053311029504,0.17389743837914567,3757,250,6338,119,nan,0.0,nan,0.0,4.363715553954982,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.363715553954982,1.0723649208347787,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,101,6.39085159188934,0.3435882393270731,nan,0.37056177071168994,nan,nan,1000.0,0.38237252339271555,0.2887472501850567,3614,790,6961,73,nan,0.0,nan,0.0,4.384815475783347,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.384815475783347,1.0693198541467843,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,102,6.39085159188934,0.3298932396620512,nan,0.3446329910400816,nan,nan,1000.0,0.2990779177889065,0.2519597800545046,3611,812,6966,101,nan,0.0,nan,0.0,4.410596744453946,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.410596744453946,1.0670235366211847,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,103,6.39085159188934,0.3146414904296398,nan,0.41123239239125575,nan,nan,1000.0,0.35498147329699375,0.3071245449787401,3607,825,7011,109,nan,0.0,nan,0.0,4.4443229055934115,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.4443229055934115,1.0382749493722483,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,104,6.39085159188934,0.3005169897526503,nan,0.4312040489279425,nan,nan,1000.0,0.4174601860592883,0.319044282222588,3615,895,7074,70,nan,0.0,nan,0.0,4.472356587546657,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.472356587546657,1.0340528068517292,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,105,6.39085159188934,0.2971412403136492,nan,0.3689801238578637,nan,nan,1000.0,0.3807658112069895,0.28188103521379104,3599,775,6943,51,nan,0.0,nan,0.0,4.479835898094991,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.479835898094991,1.0298666903645628,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,106,6.39085159188934,0.2861197400838137,nan,0.43667705796682277,nan,nan,1000.0,0.2973559180757323,0.31976343227736437,3667,731,6868,136,nan,0.0,nan,0.0,4.488773571846408,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.488773571846408,1.0350549907325992,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,107,6.39085159188934,0.28141149014234546,nan,0.4141370512330484,nan,nan,1000.0,0.33351494111980734,0.31657739729446416,3697,553,6670,70,nan,0.0,nan,0.0,4.495355050983751,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.495355050983751,1.0377829313170148,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,108,6.39085159188934,0.274271240234375,nan,0.46211663986413654,nan,nan,1000.0,0.4236060546455904,0.3389524412406887,3726,613,6722,63,nan,0.0,nan,0.0,4.5095543310637,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.5095543310637,1.0345078776036498,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,109,6.39085159188934,0.26192649096250537,nan,0.32131509126803814,nan,nan,1000.0,0.23533425031664823,0.23374292972946234,3476,1114,7290,176,nan,0.0,nan,0.0,4.536545804801054,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.536545804801054,1.0274134938363202,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,110,6.39085159188934,0.24060224123299123,nan,0.37311872947359015,nan,nan,1000.0,0.21490883895584184,0.266555430059026,3676,673,6766,259,nan,0.0,nan,0.0,4.565677495282154,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.565677495282154,1.0288247084436408,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,111,6.39085159188934,0.22866474106907844,nan,0.371878129975418,nan,nan,1000.0,0.30483531485200005,0.27021102042761114,3710,583,6692,77,nan,0.0,nan,0.0,4.585885693956408,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.585885693956408,1.0260790415216967,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,112,6.39085159188934,0.2281522409617901,nan,0.41907046078463545,nan,nan,1000.0,0.43888736841223736,0.3040221286161578,3735,498,6610,27,nan,0.0,nan,0.0,4.585885693956408,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.585885693956408,1.0260790415216967,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,113,6.39085159188934,0.22223199144005776,nan,0.3810492652782796,nan,nan,1000.0,0.330811148918291,0.28381256768293567,3620,785,6915,90,nan,0.0,nan,0.0,4.601581623625748,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.601581623625748,1.0193575602251865,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,114,6.39085159188934,0.21755899153649808,nan,0.4209599035187092,nan,nan,1000.0,0.48265943748423884,0.308864918282571,3529,1011,7270,46,nan,0.0,nan,0.0,4.608738884341375,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.608738884341375,1.0202481754518757,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,115,6.39085159188934,0.2082657416164875,nan,0.4584973842067,nan,nan,1000.0,0.34936042991360494,0.3258624684248408,3678,690,6829,69,nan,0.0,nan,0.0,4.62078546090001,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.62078546090001,1.023265613322728,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,116,6.39085159188934,0.20056924186646938,nan,0.3812619490393207,nan,nan,1000.0,0.2515247627489673,0.2847999029041834,3640,653,6753,150,nan,0.0,nan,0.0,4.630795266360694,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.630795266360694,1.0234603431378826,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,117,6.39085159188934,0.19387949250638484,nan,0.4379989115135666,nan,nan,1000.0,0.3593231412627964,0.3194587303041577,3719,515,6644,58,nan,0.0,nan,0.0,4.648599833889036,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.648599833889036,1.0115991211383115,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,118,6.39085159188934,0.1906192421168089,nan,0.41583434664781516,nan,nan,1000.0,0.228153314375233,0.30522092734069317,3678,772,6814,198,nan,0.0,nan,0.0,4.660133194701908,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.660133194701908,1.0046004907320842,nan,nan,nan,nan
