algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_dp_norm_honest,n_dp_norm_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,sigma_n_honest,sigma_n_attacker,nsr_honest,nsr_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,1.8172355242838145,0.8204603133598963,4392.521539865136,0.09090909090909091,2.34191434173023,222.7660333251953,1000.0,0.0625,0.07575757575757576,20,700,30508,66,304.15601842543657,0.0,1.34855163763194,0.0,0.9690218137538053,0.0,0.7143756310072016,0.0,1.34855163763194,0.0,10340.236199037676,0.0,304.15601842543657,0.0,0.9690218137538053,0.3674073303751956,0.7143756310072016,1.34855163763194,17.23550771077474,585.9467179454682
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,1.8172355242838145,0.8028219796220462,310253.5636781953,0.0,1.8362522628874733,1461.3627404785157,1000.0,0.0,0.0,152,468,30162,30,321.806887113131,0.0,1.4278639440693668,0.0,0.9764070606828845,0.0,0.6250836165765157,0.0,1.4278639440693668,0.0,9010.157086989137,0.0,321.806887113131,0.0,0.9764070606828845,0.36956442697981057,0.6250836165765157,1.4278639440693668,13.944965108235676,390.4401404361959
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,1.850579477951605,0.7871269801010689,19781434.457393058,0.0,1.8065559804439544,12156.6241796875,1000.0,0.0,0.0,2340,340,27868,18,281.97671661376955,0.0,1.2489097148327126,0.0,0.9915262168860369,0.0,0.7853156149387359,0.0,1.2489097148327126,0.0,11373.884453356008,0.0,281.97671661376955,0.0,0.9915262168860369,0.3710411526786111,0.7853156149387359,1.2489097148327126,9.39922388712565,379.1294817785336
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,1.8671594723245926,0.7742383144423366,1582743204.1862223,0.13977256042947184,1.715562790632248,103991.20046875,1000.0,0.11013888888888887,0.14133014703933527,2318,580,28038,120,292.6283149719238,0.0,1.2971682164047693,0.0,1.0290450732235055,0.0,0.7257001015357674,0.0,1.2971682164047693,0.0,9141.53062311805,0.0,292.6283149719238,0.0,1.0290450732235055,0.3721778652859474,0.7257001015357674,1.2971682164047693,19.50855433146159,609.4353748745366
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,1.8873920394821384,0.744658648421367,141117511079.08737,0.04397864734813326,1.9495435855351388,781966.3565625,1000.0,0.1085449272949273,0.025450106526571196,3340,964,27345,127,293.4918162027995,0.0,1.3012656565169867,0.0,1.063570385579974,0.0,0.7088275160252427,0.0,1.3012656565169867,0.0,10516.755850955431,0.0,293.4918162027995,0.0,1.063570385579974,0.3715258813817462,0.7088275160252427,1.3012656565169867,23.479345296223958,841.3404680764344
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,1.9118497715272944,0.7368256480743488,4320140431270.305,0.06008647437218866,1.3314587732156118,5422136.7175,1000.0,0.15,0.03453639757987584,1984,513,28359,46,326.5888987223307,0.0,1.4474766878313112,0.0,1.0800238691921569,0.0,0.5493160131076972,0.0,1.4474766878313112,0.0,8627.254962959067,0.0,326.58888142903646,0.0,1.0800238691921569,0.37041048372997243,0.5493160131076972,1.4474766878313112,16.329444936116538,431.3627481479533
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,1.9118497715272944,0.7301439815262953,183492911030422.8,0.14618659276493817,1.4858041872891288,34512189.55,1000.0,0.38829754123871774,0.0783872676609818,6263,510,24104,27,354.0643539428711,0.0,1.571953172687664,0.0,1.0849269239354602,0.0,0.4087303170623879,0.0,1.571953172687664,0.0,5817.201507026792,0.0,354.0643539428711,0.0,1.0849269239354602,0.37152389615547954,0.4087303170623879,1.571953172687664,14.162574157714843,232.68806028107167
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,1.97539815988882,0.7194699817399184,5781316200044062.0,0.1336006336006336,2.1578105092048645,227506893.28,1000.0,0.12222222222222223,0.12370249136206583,2676,461,27596,69,297.95286655426025,0.0,1.3218785757557519,0.0,1.1029578218765457,0.0,0.6484295354457572,0.0,1.3218785757557519,0.0,9615.462284747784,0.0,297.95287704467773,0.0,1.1029578218765457,0.37126313522773324,0.6484295354457572,1.3218785757557519,15.890819549560547,512.8246551865485
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,2.015129565549102,0.7053326483567556,3.2093085230341965e+17,0.1477431864229188,1.6134559228084981,1448368655.36,1000.0,0.276017070304996,0.09198580825261367,6821,682,23671,38,295.2623643875122,0.0,1.3088626805569197,0.0,1.1260507115856335,0.0,0.6482880334369838,0.0,1.3088626805569197,0.0,8656.073775265286,0.0,295.26236057281494,0.0,1.1260507115856335,0.3708227744318838,0.6482880334369838,1.3088626805569197,15.747326100667317,461.6572680141486
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,2.0182793977482896,0.6905143160621325,1.595822239463631e+19,0.0813188323736847,1.5681296038000208,9241284920.32,1000.0,0.08931419457735248,0.07047798606622135,2971,752,27570,77,335.11996861508015,0.0,1.4851452356953696,0.0,1.1400525378594648,0.0,0.4508197742857431,0.0,1.4851452356953696,0.0,7676.548685701313,0.0,335.11996861508015,0.0,1.1400525378594648,0.3737397335924135,0.4508197742857431,1.4851452356953696,21.224264678955077,486.181416761083
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,2.110725214064083,0.6689446479827166,7.819633892885037e+20,0.1209831112889325,1.939022470265627,58702149550.08,1000.0,0.35916617023883457,0.07217805558194339,5609,1127,25299,35,323.46897888183594,0.0,1.4325937465601668,0.0,1.1611974967041325,0.0,0.49061852879822254,0.0,1.4325937465601668,0.0,7851.150585422367,0.0,323.4689882066515,0.0,1.1611974967041325,0.3703304441643008,0.49061852879822254,1.4325937465601668,19.408138732910157,471.069035125342
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,2.110725214064083,0.6567919833709797,2.8146867146616144e+22,0.06123749722059416,1.1837770492818795,369439249367.04,1000.0,0.19040710751237067,0.03613257899715099,3057,853,27577,61,347.28316778885693,0.0,1.5419275323093025,0.0,1.169170120581995,0.0,0.3590971424893819,0.0,1.5419275323093025,0.0,5843.969334074084,0.0,347.28316778885693,0.0,1.169170120581995,0.3722101227590441,0.3590971424893819,1.5419275323093025,21.994600626627605,370.11805782469196
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,2.110725214064083,0.6520639836291472,7.971795839481212e+23,0.21083652008388362,1.379545459523797,2344581133762.56,1000.0,0.29732714634675417,0.15659562235184876,7864,630,22590,62,321.9380111694336,0.0,1.426944989576938,0.0,1.1792705676326818,0.0,0.46619876252952963,0.0,1.426944989576938,0.0,6767.656310454238,0.0,321.9380111694336,0.0,1.1792705676326818,0.3789688153662353,0.46619876252952963,1.426944989576938,17.170027262369793,360.9416698908927
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,2.290256130587336,0.639493984679381,3.0837711825462707e+25,0.14999278126269916,1.7455656975507736,14687659480842.24,1000.0,0.19312169312169314,0.10688386572924173,3854,653,26600,123,283.6551795959473,0.0,1.2576002590568212,0.0,1.2170032312299195,0.0,0.6346392440609634,0.0,1.2576002590568212,0.0,8879.544291578017,0.0,283.6551795959473,0.0,1.2170032312299195,0.38122715702602405,0.6346392440609634,1.2576002590568212,18.910345306396483,591.9696194385344
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,2.358076456414292,0.6187903167679906,1.660169938132635e+27,0.23638897347809357,2.160891592369548,93265755226767.36,1000.0,0.33359259787831214,0.20812183619789043,7106,930,23592,88,295.6388586135138,0.0,1.310717360022684,0.0,1.241432552083449,0.0,0.5626689943351916,0.0,1.310717360022684,0.0,7993.391573306331,0.0,295.6388586135138,0.0,1.241432552083449,0.3821599452529575,0.5626689943351916,1.310717360022684,20.694720102945965,559.5374101314432
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,2.385472823132534,0.6240783164650202,2.449382520804183e+28,0.19061228043986664,1.0667472283045452,583198514998149.1,1000.0,0.39942002442002444,0.10836056902867248,5356,328,24861,17,306.8108266194661,0.0,1.358637535179314,0.0,1.2522737020349257,0.0,0.4951462455921703,0.0,1.358637535179314,0.0,7225.929188822579,0.0,306.8108215332031,0.0,1.2522737020349257,0.38353757572178165,0.4951462455921703,1.358637535179314,9.204324798583984,216.77787566467737
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,2.385472823132534,0.6290693180511395,6.335116727440872e+29,0.14470284237726097,1.9786524344235659,3676852230994002.0,1000.0,0.13333333333333333,0.09427609427609428,8320,165,21727,20,309.56738090515137,0.0,1.3696066816597672,0.0,1.2623279432891474,0.0,0.4677504647988826,0.0,1.3696066816597672,0.0,6754.681831765964,0.0,309.56738090515137,0.0,1.2623279432891474,0.38645709942718126,0.4677504647988826,1.3696066816597672,8.255130157470703,180.12484884709235
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,2.385472823132534,0.6232643175621827,5.033112138985819e+31,0.2794322423692127,1.5898167669773102,2.304448883230507e+16,1000.0,0.33904931669637556,0.30664327359327653,4877,318,25304,21,297.18706970214845,0.0,1.3198352476332527,0.0,1.2724706431795108,0.0,0.5085925797000528,0.0,1.3198352476332527,0.0,7302.934758859461,0.0,297.18706970214845,0.0,1.2724706431795108,0.38984409347130794,0.5085925797000528,1.3198352476332527,9.906235656738282,243.43115862864866
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,2.385472823132534,0.6124493189404409,inf,0.27545138343964787,2.0431354800860086,1.4405111785826811e+17,1000.0,0.6308674078696962,0.17183253397033027,7460,582,22981,67,280.51812744140625,0.0,1.2419742195997283,0.0,1.2920391085615752,0.0,0.5824705091615517,0.0,1.2419742195997283,0.0,9173.193432093607,0.0,280.5181182861328,0.0,1.2920391085615752,0.39657820801889493,0.5824705091615517,1.2419742195997283,14.025906372070313,458.65967160468045
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,2.3890034391848007,0.6000553175310294,inf,0.08511739791741402,2.051667197793722,9.082357406285746e+17,1000.0,0.1499175824175824,0.053897368191701066,4358,745,26160,79,296.1153732299805,0.0,1.3134766082557776,0.0,1.3124132085016675,0.0,0.485794534208253,0.0,1.3134766082557776,0.0,6880.939976493652,0.0,296.1153732299805,0.0,1.3124132085016675,0.4010733590904616,0.485794534208253,1.3134766082557776,19.741024881998698,458.72933176624343
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,2.541769272151146,0.5975646516929071,nan,0.22179904175027676,0.9640120492627223,5.684183929188758e+18,1000.0,0.47971063155845767,0.14400826004198228,7208,730,23338,44,320.1306142171224,0.0,1.4194242783090243,0.0,1.331846875089262,0.0,0.3472101360869904,0.0,1.4194242783090243,0.0,4082.6831539937,0.0,320.1306111653646,0.0,1.331846875089262,0.40027315209594094,0.3472101360869904,1.4194242783090243,16.00653071085612,204.13415769968503
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,2.541769272151146,0.591831984942158,nan,0.45661365475243243,1.5513531863689423,nan,1000.0,0.5825227569457269,0.32865615518830915,11535,607,18909,41,306.8819808959961,0.0,1.359919145827687,0.0,1.3427939032988059,0.0,0.40058396982827355,0.0,1.359919145827687,0.0,7226.145629358522,0.0,306.8819808959961,0.0,1.3427939032988059,0.4017740845433283,0.40058396982827355,1.359919145827687,14.321159108479817,337.2201293700643
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,2.638618770877701,0.5884613185872635,nan,0.458263695219816,1.480450900271535,nan,1000.0,0.4679981488762953,0.33120061343066365,11522,658,18967,53,300.6542167663574,0.0,1.3337661742553144,0.0,1.3596125984356833,0.0,0.4155775032704696,0.0,1.3337661742553144,0.0,4703.610220659539,0.0,300.65418910980225,0.0,1.3596125984356833,0.40554591616213337,0.4155775032704696,1.3337661742553144,16.034891560872396,250.85921176850874
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,2.638618770877701,0.5846236516038577,nan,0.4380985809557238,2.219982276068014,nan,1000.0,0.3249072874648322,0.3050634039017197,11579,409,18662,118,275.48726339901197,0.0,1.2217599983856282,0.0,1.3810933059100199,0.0,0.5340466584791156,0.0,1.2217599983856282,0.0,7929.250106427215,0.0,275.4872741699219,0.0,1.3810933059100199,0.4122822614380739,0.5340466584791156,1.2217599983856282,15.610944925944011,449.3241726975421
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,2.638618770877701,0.5866773187120755,nan,0.45874202286581117,1.1999914774840528,nan,1000.0,0.636599884001303,0.32590284957585425,11528,656,18985,5,310.77594687721944,0.0,1.3798492025376006,0.0,1.3871129057141394,0.0,0.3277206856080077,0.0,1.3798492025376006,0.0,3532.091759114519,0.0,310.77594271573156,0.0,1.3871129057141394,0.4160398763921056,0.3277206856080077,1.3798492025376006,11.395118052164714,129.51003116753236
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,2.820341760504479,0.5754919857531786,nan,0.4845120682565827,nan,nan,1000.0,0.5753195145436525,0.38032609277265284,11547,554,18828,69,nan,0.0,nan,0.0,1.4091594691974358,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.4091594691974358,0.41949217791993926,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,2.820341760504479,0.5708103191355864,nan,0.4333046751078126,nan,nan,1000.0,0.4388998470289981,0.3171954371860387,11546,547,18827,78,nan,0.0,nan,0.0,1.4297140641430772,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.4297140641430772,0.4310543068484458,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,2.820341760504479,0.559168318559726,nan,0.46153888753600986,nan,nan,1000.0,0.6087758888086778,0.35552213770940405,11508,695,19021,20,nan,0.0,nan,0.0,1.4441900634799962,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.4441900634799962,0.4326231839063098,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,2.820341760504479,0.5584926527490218,nan,0.42782331511839705,1.472284397482872,nan,1000.0,0.45907928388746805,0.2970494417862839,11650,121,18362,3,272.7657501220703,0.0,1.2087397668763094,0.0,1.4484903438120496,0.0,0.47530919760465623,0.0,1.2087397668763094,0.0,6915.003303285121,0.0,272.76575927734376,0.0,1.4484903438120496,0.43419467374156034,0.47530919760465623,1.2087397668763094,4.546095835367838,115.25005505475198
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,2.820341760504479,0.555036653627952,nan,0.47648349102212595,nan,nan,1000.0,0.48331411498171534,0.36995579660806865,11537,561,18857,47,nan,0.0,nan,0.0,1.4672557351238167,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.4672557351238167,0.4484552257700585,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,2.820341760504479,0.5467313189804553,nan,0.40578483430343104,nan,nan,1000.0,0.6236996489415845,0.2941194445545519,11475,833,19186,14,nan,0.0,nan,0.0,1.4752370694833643,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.4752370694833643,0.4494777932687615,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,2.820341760504479,0.5491656528910002,nan,0.39734579587256436,nan,nan,1000.0,0.2597916666666667,0.2947878787878788,11610,302,18540,46,nan,0.0,nan,0.0,1.4943384905173278,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.4943384905173278,0.46197706033584535,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,86,2.820341760504479,0.5408409867684046,nan,0.36207551878923927,nan,nan,1000.0,0.45495226787571813,0.25482855191273046,11567,437,18732,18,nan,0.0,nan,0.0,1.5008747421672763,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.5008747421672763,0.46393922723636744,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,2.820341760504479,0.5297526529928048,nan,0.42590975429676414,nan,nan,1000.0,0.6524165084357524,0.3047984982257839,11550,528,18838,10,nan,0.0,nan,0.0,1.5131875187093482,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.5131875187093482,0.46239181275565316,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,2.820341760504479,0.5280833193659782,nan,0.4332703228225616,nan,nan,1000.0,0.4367496919556416,0.3094283634821169,11600,318,18589,23,nan,0.0,nan,0.0,1.5205326349537376,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.5205326349537376,0.4659942460492004,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,2.820341760504479,0.5132196537901957,nan,0.43625673914161217,nan,nan,1000.0,0.6012511873930079,0.3169235570357864,11525,634,18950,17,nan,0.0,nan,0.0,1.5368244551674686,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.5368244551674686,0.4676846698390741,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,2.820341760504479,0.48424532150228816,nan,0.3556342904490557,nan,nan,1000.0,0.40460627797363846,0.25839932559312895,11423,946,19257,110,nan,0.0,nan,0.0,1.5625454628585314,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.5625454628585314,0.4715948521561377,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,2.8867409837067597,0.4773836554586887,nan,0.33541997003490104,nan,nan,1000.0,0.32463369963369965,0.2453899835796388,11623,250,18506,31,nan,0.0,nan,0.0,1.5741955810821442,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.5741955810821442,0.4808701925677366,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,2.8867409837067597,0.4568546558419863,nan,0.4104600139345902,nan,nan,1000.0,0.301414977887113,0.360812543068788,11567,452,18717,88,nan,0.0,nan,0.0,1.5929180055481493,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.5929180055481493,0.4984206206426519,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,2.8867409837067597,0.438736654818058,nan,0.40021178262641455,nan,nan,1000.0,0.407777663735014,0.291148538426914,11533,586,18875,48,nan,0.0,nan,0.0,1.6104799262479361,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.6104799262479361,0.511889656793732,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,3.6999613182242435,0.4326499891032775,nan,0.45512977312097824,nan,nan,1000.0,0.48956894442787857,0.3243905433645247,11570,450,18746,20,nan,0.0,nan,0.0,1.6267958116035837,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.6267958116035837,0.5217214570761963,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,3.6999613182242435,0.4089896566917499,nan,0.3483069903013966,nan,nan,1000.0,0.36383901973520516,0.24980214144745008,11474,769,19082,79,nan,0.0,nan,0.0,1.6520840934726497,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.6520840934726497,0.5309582204534671,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,96,3.6999613182242435,0.3955213246742884,nan,0.2714521427684762,nan,nan,1000.0,0.2933536491886639,0.22026591846516738,11456,815,19083,100,nan,0.0,nan,0.0,1.6799612436017501,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.6799612436017501,0.5515579612931368,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,97,3.6999613182242435,0.371761655981342,nan,0.428293173927977,nan,nan,1000.0,0.4154081841216344,0.3225411516619643,11496,750,19071,71,nan,0.0,nan,0.0,1.6973737464042733,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.6973737464042733,0.5603639667620033,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,98,3.6999613182242435,0.365115657299757,nan,0.367919508636194,nan,nan,1000.0,0.4639063639063639,0.2566994610709781,11618,254,18521,15,nan,0.0,nan,0.0,1.712491187645841,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.712491187645841,0.57368802165057,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,99,3.6999613182242435,0.3550259914745887,nan,0.4188670700192712,nan,nan,1000.0,0.44380622348536797,0.3025605505229652,11582,411,18698,39,nan,0.0,nan,0.0,1.720417157195269,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.720417157195269,0.5819288100788316,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,100,3.6999613182242435,0.3506346582869689,nan,0.37012293616338077,nan,nan,1000.0,0.3393352999703455,0.2717228863785,11573,422,18680,43,nan,0.0,nan,0.0,1.7355417936101238,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.7355417936101238,0.5905676053837192,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,101,3.6999613182242435,0.3431423247108857,nan,0.3784848159826772,nan,nan,1000.0,0.4120113417583843,0.2864454527353578,11578,423,18697,38,nan,0.0,nan,0.0,1.744013849204901,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.744013849204901,0.588815178758523,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,102,3.6999613182242435,0.331987658093373,nan,0.4351620064262568,nan,nan,1000.0,0.5501028422118809,0.3135539143676229,11448,942,19305,31,nan,0.0,nan,0.0,1.7554072543519064,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.7554072543519064,0.5914720295757402,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,103,4.462099218714386,0.3178466587513685,nan,0.4170290024225502,nan,nan,1000.0,0.4505429026848464,0.32281778467818967,11511,699,19001,73,nan,0.0,nan,0.0,1.790069013459685,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.790069013459685,0.6156265654643036,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,104,4.462099218714386,0.3047709916780392,nan,0.41804609810262217,nan,nan,1000.0,0.5479239481345183,0.3067350762952451,11493,735,19067,29,nan,0.0,nan,0.0,1.7989582929599495,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.7989582929599495,0.6193170976586252,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,105,4.462099218714386,0.3026779920856158,nan,0.4761894345192805,nan,nan,1000.0,0.4469731800766283,0.3449860574860575,11639,182,18428,11,nan,0.0,nan,0.0,1.8056365542935513,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.8056365542935513,0.6195901088444524,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,106,4.462099218714386,0.2961599925905466,nan,0.40051832091576484,nan,nan,1000.0,0.33193266724024567,0.32915337446073034,11545,563,18817,81,nan,0.0,nan,0.0,1.8137150648309004,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.8137150648309004,0.6262466698989705,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,107,4.462099218714386,0.29037499174475667,nan,0.4013498241783911,nan,nan,1000.0,0.45029613432691307,0.3096331597597009,11531,590,18867,44,nan,0.0,nan,0.0,1.8179386065658643,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.8179386065658643,0.6298953856010704,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,108,4.462099218714386,0.28367699377238753,nan,0.4416320053832851,nan,nan,1000.0,0.5001587703200607,0.3140866474095127,11547,547,18858,22,nan,0.0,nan,0.0,1.8237875491662854,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.8237875491662854,0.6366593759753638,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,109,4.462099218714386,0.26695932596921923,nan,0.3114980706598953,nan,nan,1000.0,0.3605853675259289,0.22862900234981023,11342,1250,19576,86,nan,0.0,nan,0.0,1.851105639062242,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.851105639062242,0.6542502950674454,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,110,4.462099218714386,0.24907232691844305,nan,0.3219852812850901,nan,nan,1000.0,0.32265625537050663,0.25346456839135306,11432,952,19212,118,nan,0.0,nan,0.0,1.8751775682419285,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.8751775682419285,0.6723701252628113,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,111,4.462099218714386,0.2418803272396326,nan,0.37598638842510534,nan,nan,1000.0,0.38521918121075915,0.2971085339189334,11564,485,18758,39,nan,0.0,nan,0.0,1.886286904954579,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.886286904954579,0.6781275069003322,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,112,4.462099218714386,0.24197399434943995,nan,0.4782134616887429,nan,nan,1000.0,0.7259931385385106,0.3374044647770057,11593,365,18654,6,nan,0.0,nan,0.0,1.886286904954579,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.886286904954579,0.6781275069003322,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,113,4.462099218714386,0.23592366004983584,nan,0.3654166095220331,nan,nan,1000.0,0.39076284127127514,0.3006139168691234,11562,445,18699,56,nan,0.0,nan,0.0,1.895150186304035,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.895150186304035,0.6837584261585726,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,114,4.462099218714386,0.22929266147315502,nan,0.40658352360094735,nan,nan,1000.0,0.5887573494510492,0.29037490434394697,11459,853,19203,17,nan,0.0,nan,0.0,1.9025736041635908,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.9025736041635908,0.6945347299822894,nan,nan,nan,nan
