algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,noise_norm_honest,noise_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,22,2.8304972117558482,0.8692673126856486,0.48651092539230983,nan,1.0257815969617743,6.825070645809173,1000.0,0.0,nan,0,116,0,31262,258.2844374807257,254.0455686187744,258.2844374807257,254.0455686187744,1.1451264368860345,1.1262329795956612,0.8548735631139655,0.8737670204043388,5634.260294539399,648.6352715424732,1.1451264368860345,1.1262329795956612,1.2589959296136783,2.7767546088220825,1.8660994012970396,1.0324455700750532,0.8721278620092836,1.1278721379907164,111.43303607177734,473.5559998094863
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,23,2.847923676721219,0.8703163129091263,0.47865505983432133,nan,1.0652628174194922,6.865870201587677,1000.0,0.0,nan,0,45,0,30629,248.3651639498197,257.17236877441405,248.3651639498197,257.17236877441405,1.102757949095506,1.1400951409339906,0.897242050904494,0.8599048590660096,5703.988220169814,638.7517005152281,1.102757949095506,1.1400951409339906,1.2976691199917685,2.7914387064978734,1.89517695459421,1.0169529391804066,0.8621836548120203,1.1378163451879797,109.32644177246094,403.80437393050636
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,24,2.8638154065519923,0.8712286462386449,0.4715175210436185,nan,0.9140405615170797,6.9244842529296875,1000.0,0.0,nan,0,71,0,30859,260.1519276936849,259.59470069885253,260.1519276936849,259.59470069885253,1.1541315237681071,1.1502690851688384,0.8458684762318929,0.8497309148311615,6083.613526183199,625.3173269611146,1.1541315237681071,1.1502690851688384,1.3300396051653,2.805456852801894,1.9202065042199377,1.0039102751944702,0.8494614423707474,1.1505385576292526,111.64243811035156,432.63533656994184
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,25,2.879967616489326,0.8723166441917419,0.46488655229409537,nan,0.8489943196376165,6.951379044055939,1000.0,0.0,nan,0,31,0,30827,241.8575871785482,262.41544593811034,241.8575871785482,262.41544593811034,1.0722684959570568,1.1630304339528084,0.9277315040429434,0.8369695660471916,5854.568339298169,619.5754981167996,1.0722684959570568,1.1630304339528084,1.3749501775092803,2.818758619552442,1.9524735543265452,0.9821926810271129,0.8421070342356304,1.1578929657643695,110.7707604675293,388.33983938987586
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,26,2.894200882745349,0.8731539785861969,0.4588489822546641,nan,1.0159628849763136,6.989709825515747,1000.0,0.0,nan,0,39,0,30855,257.5986797626202,264.65476730346677,257.5986797626202,264.65476730346677,1.141465961933136,1.1732140052318574,0.858534038066864,0.8267859947681427,6247.603698938778,611.1780541192493,1.141465961933136,1.1732140052318574,1.407233001867945,2.8315647009392184,1.9769656814964542,0.9669360683385556,0.82872366877229,1.17127633122771,112.55947259521484,406.90891782010794
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,27,2.9079327853672003,0.873893978993098,0.4535979250073433,nan,1.0554668938412386,7.016571412086487,1000.0,0.0,nan,0,45,0,31323,262.88123276654414,266.9649210357666,262.88123276654414,266.9649210357666,1.164379011182224,1.1836605015397073,0.8356209888177759,0.8163394984602929,6704.928911181508,602.3621300942062,1.164379011182224,1.1836605015397073,1.4335137230925605,2.843863366214886,1.9976535803414908,0.9548636872901677,0.8178500299629528,1.1821499700370472,115.72393032836914,468.91243501785374
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,28,2.921297520542015,0.8746519788106283,0.4486240291595459,nan,1.0614397630972021,6.972705709934234,1000.0,0.0,nan,0,97,0,31141,250.007298189051,270.9542381286621,250.007298189051,270.9542381286621,1.108524452237522,1.2012251350283623,0.8914755477624781,0.7987748649716377,6530.9102465805745,598.7500681687228,1.108524452237522,1.2012251350283623,1.4601186528574783,2.855437191505769,2.0182460683167944,0.9419672539106997,0.8060371304437313,1.1939628695562687,116.88194338989258,461.5509756512286
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,29,2.934726760378963,0.8754506427049636,0.4438094797730446,nan,0.948741964995861,6.931458985805511,1000.0,0.0,nan,0,51,0,31367,263.27544021606445,274.6599319458008,263.27544021606445,274.6599319458008,1.1681818515062332,1.217376836836338,0.8318181484937668,0.782623163163662,7085.909214567131,596.6954937165855,1.1681818515062332,1.217376836836338,1.4800999455372172,2.866422694747664,2.0346290452213958,0.9327356726374535,0.7862672361510771,1.2137327638489228,118.28878686523437,465.42729235278233
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,30,2.9475073849035143,0.875949644446373,0.43978898018598556,nan,1.021093413233757,6.934774031639099,1000.0,0.0,nan,0,155,0,31349,261.09614008123225,276.83373123168946,261.09614008123225,276.83373123168946,1.1572637368332257,1.227558585703373,0.8427362631667744,0.772441414296627,7060.129273350786,595.1603243351622,1.1572637368332257,1.227558585703373,1.5193190982742173,2.876980346367634,2.0623835975115834,0.909235387737482,0.779407570490966,1.220592429509034,122.22172265625,548.7098177614993
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,31,2.9591776181329834,0.8765073128541311,0.435943839152654,nan,1.234819809595744,6.879669942855835,1000.0,0.0,nan,0,32,0,30856,263.0107561747233,280.5144662475586,263.0107561747233,280.5144662475586,1.1675635625918706,1.2433766666054726,0.8324364374081293,0.7566233333945275,7291.471960707474,590.6378491921819,1.1675635625918706,1.2433766666054726,1.5327087630243557,2.8870385625837325,2.074440682848106,0.9034205436288187,0.7609146411688823,1.2390853588311177,118.5180446472168,411.2504667338522
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,32,2.9686330212827645,0.8770726450284322,0.4322875066598256,nan,1.165243080029121,6.861977362632752,1000.0,0.0,nan,0,33,0,30823,246.16130770169772,282.90013778686523,246.16130770169772,282.90013778686523,1.0915818489514864,1.2542652997374535,0.9084181510485135,0.7457347002625465,7014.059536509566,589.5812316548287,1.0915818489514864,1.2542652997374535,1.5589418892102709,2.8967738430030137,2.094074670727368,0.8876055559263651,0.7556637371649765,1.2443362628350236,119.56024911499023,418.19804061118026
