algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,sigma_dp_honest,sigma_dp_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,42,4.460468042868283,0.7825479799509049,0.6148910748958588,nan,1.0305665532747905,4.87221005598704,1000.0,0.0,nan,0,11406,0,39090,5833.857189141002,537.2852552816228,0.6692736645539602,0.4848921347161134,196.95532735188803,224.59541880289714,0.8743495067489647,0.9954968045615571,2.3237045885443215,3.9935114563470315,0.8743495067489647,0.9954968045615571,196.95532735188803,224.59541880289714,3.325588709225947,1.0663569407141238,0.488507458830581,0.9931213673495455,137.12071520996093,392.37743943866576
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,43,4.4923220484579724,0.7832159808278084,0.6126397702097893,nan,0.7915426207085451,4.82245455811421,1000.0,0.0,nan,0,9332,0,41756,5700.240850515904,534.5724744918405,0.6423423495143652,0.4772185588255525,199.1894963582357,223.43358703613282,0.8831686491615952,0.9905831767598572,2.402608080431614,4.014272749435087,0.8831686491615952,0.9905831767598572,199.1894963582357,223.43358703613282,3.369606881833698,1.0411193477658072,0.48356947385204524,0.9864518487753086,138.84070013427734,457.54926510748595
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,44,4.5137712106437045,0.7838434791564941,0.6107839822769165,nan,0.9862746468612126,4.766174891789754,1000.0,0.0,nan,0,11308,0,38920,5150.817918990973,527.7276069673762,0.7561807121549334,0.4692502995828787,180.05205644880022,222.40928990681965,0.8010649226179184,0.9858585586307337,2.4512426555122295,4.035818943532717,0.8010649226179184,0.9858585586307337,180.05205644880022,222.40928990681965,3.401988428324522,1.0286131882801033,0.475792686840222,0.9816450229561744,135.966302734375,388.7480150462993
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,45,4.571028037902313,0.7842374792695046,0.6092408972978592,nan,1.0143963466672337,4.498690579732259,1000.0,0.0,nan,0,14701,0,37127,5831.918170414371,528.1977956219918,0.5862317207981559,0.44049495172997316,203.41815544577207,224.2155078125,0.901458454688967,0.9943843213732415,2.4745118275979,4.057419050301176,0.901458454688967,0.9943843213732415,203.41815544577207,224.2155078125,3.4242561612198656,1.0320010666664856,0.4483104882415161,0.9894009152734541,141.44552197265625,515.2038951672837
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,46,4.64728060327804,0.784789979159832,0.6079342383146286,nan,1.2483142358916146,4.30709054817756,1000.0,0.0,nan,0,13188,0,37522,5553.719494870935,528.5513607582997,0.6640375426837376,0.41865099251270294,190.11763218470983,225.16073974609375,0.8433712503150012,0.9982797662653401,2.48681509573575,4.077896036301279,0.8433712503150012,0.9982797662653401,190.11763218470983,225.16073974609375,3.441463660075067,1.0369095156201693,0.424246125578492,0.9947476502664724,137.7580906982422,394.8828893831728
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,47,4.7464023579153265,0.7850794783234596,0.606921466588974,nan,1.7527886591851711,4.199822555594146,1000.0,0.0,nan,0,14942,0,36090,5175.331748406288,530.4753737936272,0.7567740231752396,0.40693444941192863,175.35709762573242,224.6396969604492,0.7770190555034517,0.9956695826405743,2.528602372727991,4.098411191846663,0.7770190555034517,0.9956695826405743,175.35709762573242,224.6396969604492,3.470487664199194,1.0318508584928436,0.4160211915875991,0.98999034816948,137.58953173828124,401.09053225067686
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,48,4.793545135694713,0.7854869776964187,0.6053612288832665,nan,1.0452075813497816,4.114756730596224,1000.0,0.0,nan,0,14914,0,35690,6275.596207155846,530.4442980705519,0.5230571755341121,0.39647007870177425,206.3429892403739,223.8627429707845,0.9139076904267437,0.9922376835635501,2.5366577206099463,4.120105058157986,0.9139076904267437,0.9922376835635501,206.3429892403739,223.8627429707845,3.4867261231387707,1.0379148339984716,0.3993564294438797,0.9904516576614079,137.20644763183594,406.1249257425129
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,49,5.109192193008899,0.7860824811458588,0.6038554698228836,nan,1.2575294733047486,3.9610982754826547,1000.0,0.0,nan,0,15022,0,35406,5283.916287211698,529.182550220385,0.6944278478622437,0.38015915820995966,180.2930114746094,223.823195699056,0.7998279599117416,0.9923572540584816,2.5448407890950584,4.141219296872637,0.7998279599117416,0.9923572540584816,180.2930114746094,223.823195699056,3.502667893761605,1.0476563323490722,0.38531110394196433,0.9892010361216498,136.0968475341797,370.348693004348
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,50,5.109192193008899,0.7853514775633812,0.6060002422332764,0.15096922719366826,1.0229796809809548,4.272146039009094,1000.0,1.0,0.07164613693357914,334,0,49933,399,5575.8414420180725,0.0,0.6214971542358398,0.0,188.26361519949776,0.0,0.8361042404570788,0.0,2.581123700902864,0.0,0.8361042404570788,0.0,188.26361519949776,0.0,2.581123700902864,1.0912117377608122,0.6214971542358398,0.8361042404570788,6.589226531982422,195.15445047063255
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.7740114775300025,0.6750154516100884,0.14073972556810083,1.0699461288750172,4.719817976156871,1000.0,0.9791666666666666,0.059739966727544364,354,1,50074,559,5429.202441496726,0.0,0.6084307245910168,0.0,188.30059242248535,0.0,0.8356311974940829,0.0,2.6198622562147547,0.0,0.8356311974940829,0.0,188.30059242248535,0.0,2.6198622562147547,1.098625191202169,0.6084307245910168,0.8356311974940829,7.532023696899414,217.16809765986906
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.7655119812488556,1.777143494784832,0.36603624901497245,0.8203661058630262,8.441562746365864,1000.0,1.0,0.15004436557231587,33,0,50212,375,5261.66043793039,0.0,0.6557853732790265,0.0,180.74409920828683,0.0,0.8007942233754095,0.0,2.67612592290794,0.0,0.8007942233754095,0.0,180.74409920828683,0.0,2.67612592290794,1.0979918157072974,0.6557853732790265,0.8007942233754095,6.326043472290039,184.15811532756365
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.744237979054451,19.179605053067206,0.41289950289831384,0.8438591144301675,30.678080336252847,1000.0,1.0,0.31778568911070443,126,0,50314,632,5882.44068141396,0.0,0.6265271197665822,0.0,182.66860961914062,0.0,0.8094896996119079,0.0,2.724127771433408,0.0,0.8094896996119079,0.0,182.66860961914062,0.0,2.724127771433408,1.1011551561296713,0.6265271197665822,0.8094896996119079,10.046773529052734,323.5342374777678
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.7159099835157394,786.6601182365417,0.35294117647058826,1.0658792365681042,104.39218955993653,1000.0,0.5,0.1875,15,435,50303,79,5525.019887939959,0.0,0.6429126560688019,0.0,178.22968222878197,0.0,0.7908402779947651,0.0,2.750968603442476,0.0,0.7908402779947651,0.0,178.22968222878197,0.0,2.750968603442476,1.1064025020619157,0.6429126560688019,0.7908402779947651,9.802632522583007,303.8760938366977
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,55,5.2167359371988224,0.7018704833090306,59963.59615859151,0.14285714285714285,0.8251004926860332,650.3959995524089,1000.0,0.14285714285714285,0.125,113,311,50064,14,5282.058360288205,0.0,0.5665399646386504,0.0,186.81868743896484,0.0,0.8270344955897364,0.0,2.7690149781563957,0.0,0.8270344955897364,0.0,186.81868743896484,0.0,2.7690149781563957,1.1126830976182607,0.5665399646386504,0.8270344955897364,7.4727474975585935,211.2823344115282
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,56,5.245485356469764,0.6873829822987318,3481843.7306975867,0.04079306384643537,0.7647598733504614,4981.755641276041,1000.0,0.2542857142857143,0.018482743368588118,8511,297,41667,5,5673.203186973674,0.0,0.6622142990430196,0.0,172.32342274983725,0.0,0.7641553178739674,0.0,2.7905826116177788,0.0,0.7641553178739674,0.0,172.32342274983725,0.0,2.7905826116177788,1.1187266794612734,0.6622142990430196,0.7641553178739674,5.169702682495117,170.19609560921023
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,57,5.245485356469764,0.6538839844241738,538463006.1471934,0.004807692307692308,0.6227042015109744,38688.29911458334,1000.0,0.04615384615384615,0.0023547880690737836,7748,876,42898,14,4515.33804065196,0.0,0.536647317931056,0.0,188.31178828648157,0.0,0.8349996603808185,0.0,2.8891156306774706,0.0,0.8349996603808185,0.0,188.31178828648157,0.0,2.8891156306774706,1.1028071496914436,0.536647317931056,0.8349996603808185,13.18182518005371,316.0736628456372
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,58,5.245485356469764,0.6077399832755327,26653512699.840256,0.1048120125225774,0.7145127563884384,251580.64484375,1000.0,0.2392212498830146,0.08020804466130128,8772,1246,42195,51,4952.725211355173,0.0,0.5151212787941882,0.0,188.2566102680407,0.0,0.8356265079805163,0.0,2.9764787248835707,0.0,0.8356265079805163,0.0,188.2566102680407,0.0,2.9764787248835707,1.0880135454275286,0.5151212787941882,0.8356265079805163,17.884377975463867,470.5088950787415
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,59,5.245485356469764,0.5902534844726324,878995451763.0078,0.0,0.619607113301754,1729563.1879166667,1000.0,0.0,0.0,3294,856,47397,11,4113.045025479944,0.0,0.48700345975036424,0.0,190.11469141642252,0.0,0.8425204129203387,0.0,3.0306302473963456,0.0,0.8425204129203387,0.0,190.11469141642252,0.0,3.0306302473963456,1.0789496218225203,0.48700345975036424,0.8425204129203387,11.406881484985352,246.78270152879665
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,60,5.245485356469764,0.5885649844631553,23928344252888.31,0.23491026763936057,0.43320856615900993,10680295.59,1000.0,0.6369047619047619,0.16018639130858064,8223,553,42194,16,1570.7455902817585,0.0,0.20778834571441016,0.0,221.65911526150174,0.0,0.9835866102152563,0.0,3.038183195323786,0.0,0.9835866102152563,0.0,221.65911526150174,0.0,3.038183195323786,1.0876342211189711,0.20778834571441016,0.9835866102152563,9.974660186767577,70.68355156267914
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,61,5.245485356469764,0.5739384844526648,1269171346390577.0,0.1346145009317901,0.7978882101865915,70834238.74666667,1000.0,0.20042735042735046,0.16996274180167217,3262,733,47279,24,4157.474408806965,0.0,0.47747708140657497,0.0,187.24339177058295,0.0,0.8316393973937865,0.0,3.0990020872561517,0.0,0.8316393973937865,0.0,187.24339177058295,0.0,3.0990020872561517,1.0902718810158356,0.47747708140657497,0.8316393973937865,12.17082046508789,270.2358365724527
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,62,5.245485356469764,0.5605264869332314,3.733475160808792e+16,0.12607040735554792,0.6436799565951029,425500935.8933333,1000.0,0.37643946467475886,0.07642505308435761,9647,506,40712,7,3498.0048592410944,0.0,0.4942169405726923,0.0,185.98865424262152,0.0,0.8238686509437652,0.0,3.165860034252144,0.0,0.8238686509437652,0.0,185.98865424262152,0.0,3.165860034252144,1.0711202955789871,0.4942169405726923,0.8238686509437652,8.369489440917969,157.41021866584924
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,63,5.245485356469764,0.5448309847712517,1.7041323316779814e+18,0.06290224650880388,0.6855916826223786,2845746949.12,1000.0,0.13333333333333333,0.03390374331550802,5459,506,44879,30,4661.999119800272,0.0,0.3964883630925959,0.0,192.57221568714488,0.0,0.8540171506360322,0.0,3.1853755621609663,0.0,0.8540171506360322,0.0,192.57221568714488,0.0,3.1853755621609663,1.0719269505285551,0.3964883630925959,0.8540171506360322,10.591471862792968,256.4099515890149
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,64,5.245485356469764,0.5208429879695177,9.005543601162399e+19,0.09838646575840294,0.8334117574351174,16584826586.453333,1000.0,0.3461756497470783,0.057747377760721634,7750,1017,43057,20,3541.6500677308145,0.0,0.3417442323906081,0.0,197.42621394566126,0.0,0.8743857033861225,0.0,3.216098667321253,0.0,0.8743857033861225,0.0,197.42621394566126,0.0,3.216098667321253,1.06345597195226,0.3417442323906081,0.8743857033861225,13.819834976196288,247.91550474115698
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,65,5.249894987478109,0.5230704859271645,2.924507377013441e+21,0.14312619270254864,0.21073800748369345,111897707233.28,1000.0,0.36783519510792234,0.08225482515070318,5983,603,44437,37,2229.168194356829,0.0,0.12831503742684922,0.0,220.4970817565918,0.0,0.9771052301384137,0.0,3.223333005401007,0.0,0.9771052301384137,0.0,220.4970817565918,0.0,3.223333005401007,1.0637557347237352,0.12831503742684922,0.9771052301384137,13.229824905395509,133.75009166140975
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,66,5.249894987478109,0.5247784840688109,8.946163344839129e+22,0.12233708700871652,0.2509819814004004,681057463391.5734,1000.0,0.40176979882862235,0.0632031446458852,7814,434,42486,6,1758.8770799926938,0.0,0.1721118246205151,0.0,212.58550453186035,0.0,0.9447464427464838,0.0,3.228141499184586,0.0,0.9447464427464838,0.0,212.58550453186035,0.0,3.228141499184586,1.0688958506117334,0.1721118246205151,0.9447464427464838,8.503420181274414,70.35508319970775
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,67,5.263663523109234,0.5152849859371781,6.077715201165176e+24,0.19660900641688092,0.42526260267810095,4552770346024.96,1000.0,0.4112383414904424,0.15117505076591561,7293,817,43309,25,2222.0580229103407,0.0,0.38895713488039163,0.0,190.04359327043807,0.0,0.8433531306265021,0.0,3.323264064391186,0.0,0.8433531306265021,0.0,190.04359327043807,0.0,3.323264064391186,1.022443693095425,0.38895713488039163,0.8433531306265021,13.303051528930665,155.54406160372386
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,68,5.309712701961079,0.5042284873127937,1.772992813723711e+26,0.10561687813783185,1.0394177797504447,26927758472205.652,1000.0,0.36639118457300274,0.06221257607127172,10359,633,40103,9,3226.3745531059108,0.0,0.40634513705630193,0.0,184.4581562389027,0.0,0.8170089129638138,0.0,3.382652016987685,0.0,0.8170089129638138,0.0,184.4581562389027,0.0,3.382652016987685,1.0104456203272834,0.40634513705630193,0.8170089129638138,10.145198593139648,177.45060042082514
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,69,5.315282157269495,0.5137984868139028,5.162324914822828e+27,0.08698741877516568,0.2799296776453654,180195563178120.53,1000.0,0.4380952380952381,0.048704529739076685,5381,356,44855,0,1141.0455235132904,0.0,0.18940837805469832,0.0,204.64525604248047,0.0,0.908149428419258,0.0,3.3838487811720115,0.0,0.908149428419258,0.0,204.64525604248047,0.0,3.3838487811720115,1.0117519319382149,0.18940837805469832,0.908149428419258,6.139357681274414,34.23136570539871
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,70,5.315282157269495,0.5101189883425832,1.493577245927335e+29,0.05553772070626004,1.1294773027300835,1099099872616775.6,1000.0,0.24,0.03140608963393774,10057,239,40062,0,4096.464678284772,0.0,0.4980732619762421,0.0,167.97438049316406,0.0,0.7458347454739684,0.0,3.410843953112766,0.0,0.7458347454739684,0.0,167.97438049316406,0.0,3.410843953112766,1.0103313151662727,0.4980732619762421,0.7458347454739684,4.199359512329101,102.4116169571193
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,71,5.315282157269495,0.5155604872107505,3.905950299899448e+30,0.04,0.6305835644404093,7355920454838299.0,1000.0,0.19999999999999998,0.022222222222222223,6591,85,43388,0,1654.6893298904918,0.0,0.3846513666212559,0.0,179.08525594075522,0.0,0.7941767824771594,0.0,3.4216571054556333,0.0,0.7941767824771594,0.0,179.08525594075522,0.0,3.4216571054556333,1.015532419061712,0.3846513666212559,0.7941767824771594,2.686278839111328,24.82033994835738
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,72,5.315282157269495,0.5097824868932367,4.193219772853765e+32,0.17234995601288677,0.45572249922487473,4.3496396784675064e+16,1000.0,0.5448374542124542,0.09109508707288932,9528,578,40908,8,2639.117547147407,0.0,0.21635855770566398,0.0,196.106204562717,0.0,0.8681914958604657,0.0,3.4416303083216273,0.0,0.8681914958604657,0.0,196.106204562717,0.0,3.4416303083216273,1.0157911417254017,0.21635855770566398,0.8681914958604657,8.824779205322265,118.7602896216333
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,73,5.315282157269495,0.49412298783659936,inf,0.1393465862257769,0.45140857875036694,2.935151686544943e+17,1000.0,0.3376382876382877,0.09047023097534455,5603,844,45007,26,2022.0044199799572,0.0,0.20278654045735797,0.0,195.4990488688151,0.0,0.8660933232647134,0.0,3.4759493071761085,0.0,0.8660933232647134,0.0,195.4990488688151,0.0,3.4759493071761085,1.0157300437790335,0.20278654045735797,0.8660933232647134,14.662428665161134,151.65033149849683
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,74,5.315282157269495,0.4948109875246882,inf,0.2923446960714041,0.2843390226364136,1.788250580877008e+18,1000.0,0.8808982683982685,0.17597418243516247,11437,364,38819,0,2200.1458365706762,0.0,0.20393795166164636,0.0,193.95470275878907,0.0,0.8569261964014412,0.0,3.4859671674203865,0.0,0.8569261964014412,0.0,193.95470275878907,0.0,3.4859671674203865,1.0161219163218074,0.20393795166164636,0.8569261964014412,4.848867568969727,55.00364591426691
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,75,5.315282157269495,0.4908629873394966,nan,0.10458100360061146,0.5877126517959617,1.2069058084599898e+19,1000.0,0.37394179894179896,0.05209369192261222,5662,525,44708,37,2676.2557645310394,0.0,0.28212716261094267,0.0,182.8911757035689,0.0,0.8114656702448947,0.0,3.5150499349222923,0.0,0.8114656702448947,0.0,182.8911757035689,0.0,3.5150499349222923,1.023021987304994,0.28212716261094267,0.8114656702448947,10.059014663696288,147.19406704920715
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,76,5.315282157269495,0.48419948630034926,nan,0.4076179844693393,nan,nan,1000.0,0.6642284540619078,0.29806150081308186,19440,542,30938,22,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.554193016541276,0.0,nan,0.0,nan,0.0,3.554193016541276,1.0003433669282877,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,77,5.315282157269495,0.4575104884803295,nan,0.417779546953891,0.4443064466739694,nan,1000.0,0.6770892675594034,0.30340118500291485,19337,915,31355,35,1525.2825410224707,0.0,0.19820284970725577,0.0,188.2299031575521,0.0,0.8345846165615318,0.0,3.591702961614849,0.0,0.8345846165615318,0.0,188.2299031575521,0.0,3.591702961614849,1.0089688142355242,0.19820284970725577,0.8345846165615318,14.117242736816406,114.39619057668526
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,78,5.315282157269495,0.4604874869436026,nan,0.4384248530097873,0.2879185660609177,nan,1000.0,0.7450804321734182,0.31122539301796853,19473,428,30823,0,761.7851037330935,0.0,0.11371543697480645,0.0,194.86344691685267,0.0,0.8646841827229954,0.0,3.5961801980832466,0.0,0.8646841827229954,0.0,194.86344691685267,0.0,3.5961801980832466,1.0083542844803868,0.11371543697480645,0.8646841827229954,6.8202206420898435,26.662478630658274
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,79,5.315282157269495,0.4477104886621237,nan,0.47188890756851926,0.3808992641667525,nan,1000.0,0.8419939850863098,0.3312858312858313,19519,257,30622,10,3292.3567814121943,0.0,0.33833348006010056,0.0,175.3678944905599,0.0,0.7785360810471366,0.0,3.629344146698959,0.0,0.7785360810471366,0.0,175.3678944905599,0.0,3.629344146698959,0.9795175038120292,0.33833348006010056,0.7785360810471366,5.261036834716797,98.77070344236581
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,80,5.315282157269495,0.43252548642456534,nan,0.35075019912684025,nan,nan,1000.0,0.5294086430675983,0.2667716952544693,19387,702,31099,16,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.649721687596756,0.0,nan,0.0,nan,0.0,3.649721687596756,0.9880126640114625,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,81,5.315282157269495,0.42760648697614667,nan,0.43856584451452635,nan,nan,1000.0,0.7460778983304011,0.3126060927323567,19457,497,30901,1,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.6608580480210655,0.0,nan,0.0,nan,0.0,3.6608580480210655,0.9852010817971925,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,82,5.315282157269495,0.43093298956751824,nan,0.3640873015873016,nan,nan,1000.0,0.7530864197530863,0.24198506807202458,19554,95,30437,2,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.6628474315637765,0.0,nan,0.0,nan,0.0,3.6628474315637765,0.9856101668597462,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,83,5.315282157269495,0.41763448894023897,nan,0.3870647261245723,nan,nan,1000.0,0.6316465789374531,0.2804333028807588,19433,544,30947,6,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.690327539365768,0.0,nan,0.0,nan,0.0,3.690327539365768,0.9849648179046182,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,84,5.315282157269495,0.40903548896312714,nan,0.4585246110030167,nan,nan,1000.0,0.7857898857898858,0.3239925623112952,19460,500,30910,0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.71648646064145,0.0,nan,0.0,nan,0.0,3.71648646064145,0.9927717009469739,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,85,5.350162523311024,0.39666048884391786,nan,0.4456310397362909,nan,nan,1000.0,0.7447747205811721,0.32059591144296823,19441,575,30996,4,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.7316809256408936,0.0,nan,0.0,nan,0.0,3.7316809256408936,0.992879647366263,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,86,5.350162523311024,0.3980294884741306,nan,0.3154533917126721,nan,nan,1000.0,0.5047947454844006,0.23074047309341425,19542,134,30476,4,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.7415671824831325,0.0,nan,0.0,nan,0.0,3.7415671824831325,0.9991087957219777,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,87,5.350162523311024,0.38952248767018316,nan,0.43429827488573397,nan,nan,1000.0,0.7653339038208996,0.30476756059383175,19511,282,30655,8,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.7509000871392586,0.0,nan,0.0,nan,0.0,3.7509000871392586,0.9911061120613704,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,88,5.350162523311024,0.3834924891591072,nan,0.3759678858162355,nan,nan,1000.0,0.6635538942444312,0.26235736097717777,19526,217,30578,3,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.7596438422339316,0.0,nan,0.0,nan,0.0,3.7596438422339316,0.9961453710475829,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,89,5.350162523311024,0.36660098895430565,nan,0.4413635702033327,nan,nan,1000.0,0.7175627086564492,0.32057401111283346,19454,504,30902,10,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.7970455048637417,0.0,nan,0.0,nan,0.0,3.7970455048637417,0.9981057441959919,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,90,5.350162523311024,0.3523189887404442,nan,0.22564559215645116,nan,nan,1000.0,0.3396860592260261,0.1791276364814596,19361,692,31076,11,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.8279495842468494,0.0,nan,0.0,nan,0.0,3.8279495842468494,0.9866878998659622,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,91,5.350162523311024,0.3422549903392792,nan,0.3792989703490957,nan,nan,1000.0,0.6188022158465508,0.2778521643095092,19498,343,30719,6,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.8522575839617827,0.0,nan,0.0,nan,0.0,3.8522575839617827,0.98923823820805,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,92,5.350162523311024,0.3259239889681339,nan,0.4176712606553103,nan,nan,1000.0,0.6887317015449258,0.30181313790906034,19397,729,31162,6,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.87010852771813,0.0,nan,0.0,nan,0.0,3.87010852771813,0.9889749141264386,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,93,5.395639604969923,0.31614748820662497,nan,0.35474071668216156,nan,nan,1000.0,0.5300450715332748,0.2737285932822784,19441,496,30878,19,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.8846153251343543,0.0,nan,0.0,nan,0.0,3.8846153251343543,0.9963565694365166,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,94,5.395639604969923,0.3101209904253483,nan,0.42785868568161917,nan,nan,1000.0,0.7126601922703871,0.30649076091341887,19451,505,30906,2,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.912177894375591,0.0,nan,0.0,nan,0.0,3.912177894375591,0.9615244904306509,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,95,5.395639604969923,0.2969989900290966,nan,0.3755780282576737,nan,nan,1000.0,0.591124702024045,0.2820321686449325,19432,566,30970,24,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.934789129523067,0.0,nan,0.0,nan,0.0,3.934789129523067,0.9645754822532674,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,96,5.395639604969923,0.2892409910261631,nan,0.38411801645165683,nan,nan,1000.0,0.6602847440620404,0.2710443151382823,19479,393,30785,5,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.960089357631536,0.0,nan,0.0,nan,0.0,3.960089357631536,0.9636743663326107,nan,nan,nan,nan
