algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_local_norm_honest,balance_local_norm_attacker,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,nsr_honest,nsr_attacker,noise_norm_honest,noise_norm_attacker,sigma_dp_honest,sigma_dp_attacker,sigma_n_honest,sigma_n_attacker,balance_kept_honest,balance_kept_attacker,balance_threshold_honest,balance_threshold_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,24,2.7539126969650387,0.7659107799530029,0.6748090993165969,nan,0.8506787486374379,0.0,1000.0,nan,nan,0,0,0,146,5.578466081619263,0.0,1.5861676308628971,0.0,0.7957244545221329,0.0,224.51545791625978,0.0,5312.7088872968325,0.0,224.51545791625978,0.0,0.993896879239451,0.0,0.993896879239451,0.0,7.3,0.0,10.26487312118586,0.0,1.5861676308628971,1.0654757200228826,0.7957244545221329,0.993896879239451,8.980618316650391,212.5083554918733
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,25,2.805573360266809,0.7672525812387466,0.6694584956169128,nan,0.6780630726563303,0.0,1000.0,nan,nan,0,0,0,142,5.551989254198577,0.0,1.637709739122849,0.0,0.8616582437565452,0.0,210.14373939915708,0.0,4896.116503479956,0.0,210.14373939915708,0.0,0.9319954033493162,0.0,0.9319954033493162,0.0,7.473684210526316,0.0,10.18215625552312,0.0,1.637709739122849,1.0563196135158393,0.8616582437565452,0.9319954033493162,7.985462097167969,186.05242713223834
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,26,2.8598836781838877,0.7686005795001983,0.6640257560014725,nan,0.7659358368678526,0.0,1000.0,nan,nan,0,0,0,184,5.601776925000277,0.0,1.6732109847016525,0.0,0.7305258417671378,0.0,232.9249662919478,0.0,5593.718434538764,0.0,232.9249662919478,0.0,1.0310758442406962,0.0,1.0310758442406962,0.0,8.363636363636363,0.0,10.23927724938104,0.0,1.6732109847016525,1.049608663245344,0.7305258417671378,1.0310758442406962,10.248698516845703,246.12361111970563
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,27,2.9166645221071055,0.7700709803104401,0.6591684014797211,nan,0.8466251905147846,0.0,1000.0,nan,nan,0,0,0,314,5.5966147642869215,0.0,1.7166678764701984,0.0,0.7826725725944226,0.0,221.32454211895282,0.0,5594.3739978094245,0.0,221.32454211895282,0.0,0.9808436821994994,0.0,0.9808436821994994,0.0,12.076923076923077,0.0,10.19579882765389,0.0,1.7166678764701984,1.04181827260847,0.7826725725944226,0.9808436821994994,11.508876190185546,290.9074478860901
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,28,2.975742680111634,0.7715081802606583,0.6545042053461075,nan,0.7450433561095485,0.0,1000.0,nan,nan,0,0,0,292,5.606729772355822,0.0,1.7604944950392951,0.0,0.7706417706277635,0.0,221.75048997667102,0.0,5649.935355726571,0.0,221.75048997667102,0.0,0.9826446382987539,0.0,0.9826446382987539,0.0,10.814814814814815,0.0,10.180235405631604,0.0,1.7604944950392951,1.0331380092286873,0.7706417706277635,0.9826446382987539,11.974526458740234,305.09650920923485
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,29,3.104407554235841,0.7726767815351486,0.6501368001699448,nan,0.7249692472673598,0.0,1000.0,nan,nan,0,0,0,162,5.602492332458496,0.0,1.7880363710331968,0.0,0.7674385252453032,0.0,220.2892143612816,0.0,5575.447506345463,0.0,220.2892143612816,0.0,0.9773548431439055,0.0,0.9773548431439055,0.0,7.714285714285714,0.0,10.138689393336014,0.0,1.7880363710331968,1.0297702036185588,0.7674385252453032,0.9773548431439055,9.252147003173828,234.16879526650945
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,30,3.104407554235841,0.7738569808006287,0.6460097037553787,nan,0.8952131480909884,0.0,1000.0,nan,nan,0,0,0,394,5.656426593661308,0.0,1.8313229442648327,0.0,0.7411223882809281,0.0,223.4849100112915,0.0,5806.082554325991,0.0,223.4849100112915,0.0,0.9902682030511447,0.0,0.9902682030511447,0.0,12.3125,0.0,10.202228697567424,0.0,1.8313229442648327,1.023696258609073,0.7411223882809281,0.9902682030511447,14.303034240722656,371.5892834768634
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,31,3.1652297784304424,0.7749033806324005,0.6421909730434417,nan,1.0126254277096853,0.0,1000.0,nan,nan,0,0,0,126,5.688657787111071,0.0,1.8474813730080706,0.0,0.7479122943348355,0.0,220.42826165093317,0.0,5763.319086709398,0.0,220.42826165093317,0.0,0.9770790909719919,0.0,0.9770790909719919,0.0,7.0,0.0,10.226218304525755,0.0,1.8474813730080706,1.022271226741621,0.7479122943348355,0.9770790909719919,7.935417419433594,207.47948712153834
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,32,3.2320514254157566,0.7758381823301316,0.6388035218715667,nan,0.9213272053748369,0.0,1000.0,nan,nan,0,0,0,224,5.688029030958812,0.0,1.8981863427279668,0.0,0.7791814518471559,0.0,213.15080769856772,0.0,5797.475626452743,0.0,213.15080769856772,0.0,0.9450868744051371,0.0,0.9450868744051371,0.0,9.333333333333334,0.0,10.191061136981071,0.0,1.8981863427279668,1.0133286626697922,0.7791814518471559,0.9450868744051371,10.23123876953125,278.27883006973167
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,33,3.2870351876750656,0.7769637811183929,0.6353166824579239,nan,0.9506932210922241,0.0,1000.0,nan,nan,0,0,0,234,5.727349967956543,0.0,1.9346746570745583,0.0,0.7494064927101135,0.0,216.55779418945312,0.0,5723.849313344526,0.0,216.55779418945312,0.0,0.9604227224651087,0.0,0.9604227224651087,0.0,9.36,0.0,10.227363119901709,0.0,1.9346746570745583,1.0066629513729972,0.7494064927101135,0.9604227224651087,10.827889709472656,286.1924656672263
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,34,3.309881583599814,0.7779131795167923,0.6320814837217331,nan,0.9336706227377841,0.0,1000.0,nan,nan,0,0,0,562,5.772607439442685,0.0,1.9800655671913574,0.0,0.7059740447684338,0.0,222.38835344816508,0.0,6155.1964892822725,0.0,222.38835344816508,0.0,0.9858591879540161,0.0,0.9858591879540161,0.0,14.789473684210526,0.0,10.273876262859796,0.0,1.9800655671913574,0.9970542103480252,0.7059740447684338,0.9858591879540161,16.901514862060548,467.7949331854526
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,35,3.335308650633853,0.7787197802066803,0.6291432838439941,nan,0.9538098748992471,0.0,1000.0,nan,nan,0,0,0,114,5.770342097562902,0.0,2.003546146042883,0.0,0.7040210664272308,0.0,221.01927903119255,0.0,5887.637656403957,0.0,221.01927903119255,0.0,0.9794798072634286,0.0,0.9794798072634286,0.0,6.705882352941177,0.0,10.235668666355776,0.0,2.003546146042883,0.9918783974033338,0.7040210664272308,0.9794798072634286,7.514655487060547,200.17968031773458
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,36,3.3634836398847234,0.7793361800909042,0.6264935687780381,nan,0.8006692964297074,0.0,1000.0,nan,nan,0,0,0,288,5.730950153790987,0.0,2.0482691345284554,0.0,0.7252067728684499,0.0,215.65220994215744,0.0,6053.633447398175,0.0,215.65220994215744,0.0,0.9557909997496967,0.0,0.9557909997496967,0.0,11.076923076923077,0.0,10.131964061586133,0.0,2.0482691345284554,0.9797578686955185,0.7252067728684499,0.9557909997496967,11.213914916992188,314.7889392647051
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,37,3.3945518422428416,0.7802827804088592,0.6239218052625656,nan,0.9158866301178932,0.0,1000.0,nan,nan,0,0,0,158,5.79841947555542,0.0,2.0869372165473923,0.0,0.7511202022433281,0.0,209.59571075439453,0.0,6017.970774976848,0.0,209.59571075439453,0.0,0.9289010926797971,0.0,0.9289010926797971,0.0,7.9,0.0,10.217131702941893,0.0,2.0869372165473923,0.9687359099206017,0.7511202022433281,0.9289010926797971,8.38382843017578,240.71883099907387
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,38,3.4286304979433204,0.7809581804275513,0.6212769070863724,nan,0.9566584438891024,0.0,1000.0,nan,nan,0,0,0,530,5.814938493677087,0.0,2.107508722041656,0.0,0.63155785001613,0.0,228.04792496964737,0.0,6457.443538194911,0.0,228.04792496964737,0.0,1.009719910474608,0.0,1.009719910474608,0.0,14.324324324324325,0.0,10.212141844763885,0.0,2.107508722041656,0.9664735411755342,0.63155785001613,1.009719910474608,16.875546447753905,477.8508218264234
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,39,3.4658038977209533,0.7817463794946671,0.618729357123375,nan,0.7508372405300969,0.0,1000.0,nan,nan,0,0,0,200,5.767673824144446,0.0,2.1320265740224404,0.0,0.6155986572089402,0.0,228.73557447350544,0.0,6532.306993168665,0.0,228.73557447350544,0.0,1.0133562105775282,0.0,1.0133562105775282,0.0,8.695652173913043,0.0,10.095428487667247,0.0,2.1320265740224404,0.9596438021072919,0.6155986572089402,1.0133562105775282,10.52183642578125,300.4861216857585
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,40,3.5061202247651524,0.7824613798856735,0.6166476799249649,nan,0.9975933502117793,0.0,1000.0,nan,nan,0,0,0,358,5.8402669111887615,0.0,2.161026644733938,0.0,0.6865646163622539,0.0,215.2162063598633,0.0,6358.457952576371,0.0,215.2162063598633,0.0,0.953749839087063,0.0,0.953749839087063,0.0,11.933333333333334,0.0,10.188473310248959,0.0,2.161026644733938,0.9539045077134998,0.6865646163622539,0.953749839087063,12.912972381591796,381.50747715458226
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,41,3.549590509425555,0.7831907806396484,0.6143024426698684,nan,1.0216077026483175,0.0,1000.0,nan,nan,0,0,0,508,5.883813832257245,0.0,2.1992721121788734,0.0,0.6681672922662787,0.0,216.6365500785209,0.0,6127.892168381969,0.0,216.6365500785209,0.0,0.9594030310853515,0.0,0.9594030310853515,0.0,13.72972972972973,0.0,10.230284021252487,0.0,2.1992721121788734,0.9459459535293174,0.6681672922662787,0.9594030310853515,16.031104705810545,453.4640204602657
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,42,3.596189817008292,0.783573980808258,0.6125915961265564,nan,0.6668647644312485,0.0,1000.0,nan,nan,0,0,0,186,5.781969878984534,0.0,2.233388095703176,0.0,0.6223105762315833,0.0,221.95164622431216,0.0,6247.646442401271,0.0,221.95164622431216,0.0,0.9845286948633201,0.0,0.9845286948633201,0.0,8.08695652173913,0.0,10.019751363846012,0.0,2.233388095703176,0.9346421333547755,0.6223105762315833,0.9845286948633201,10.209775726318359,287.3917363504585
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,43,3.6458605126423596,0.7843837785720825,0.6104095836877823,nan,0.9914128626215046,0.0,1000.0,nan,nan,0,0,0,324,5.892359618482919,0.0,2.2709025712777895,0.0,0.6994941214035297,0.0,208.14798394564926,0.0,5994.813937233802,0.0,208.14798394564926,0.0,0.9219662384354828,0.0,0.9219662384354828,0.0,11.172413793103448,0.0,10.177068933796212,0.0,2.2709025712777895,0.9247006681367972,0.6994941214035297,0.9219662384354828,12.072583068847656,347.6992083595606
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,44,3.6985172032984486,0.784910181760788,0.6086123268604279,nan,0.9116581716772282,0.0,1000.0,nan,nan,0,0,0,438,5.931173151189631,0.0,2.3209685570014704,0.0,0.6766780944484653,0.0,209.8953418153705,0.0,6192.404647717829,0.0,209.8953418153705,0.0,0.9306659911502473,0.0,0.9306659911502473,0.0,13.272727272727273,0.0,10.210016081574121,0.0,2.3209685570014704,0.9047678028533499,0.6766780944484653,0.9306659911502473,13.853092559814453,408.6987067493767
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,45,3.7093198684149735,0.7854253801107407,0.606909552693367,nan,0.8752298906997398,0.0,1000.0,nan,nan,0,0,0,288,5.918199963039822,0.0,2.324620528504036,0.0,0.5283104606248714,0.0,231.66391612865306,0.0,6799.327738019366,0.0,231.66391612865306,0.0,1.0267629509484077,0.0,1.0267629509484077,0.0,10.666666666666666,0.0,10.153781417847528,0.0,2.324620528504036,0.9054351571350162,0.5283104606248714,1.0267629509484077,12.509851470947266,367.1636978530458
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,46,3.8123450255896953,0.7861651797294616,0.6050508278608322,nan,1.017115803141343,0.0,1000.0,nan,nan,0,0,0,122,5.920304022337261,0.0,2.3406613910633696,0.0,0.6344704675047022,0.0,213.21978679456208,0.0,6486.4920510543125,0.0,213.21978679456208,0.0,0.945106451543375,0.0,0.945106451543375,0.0,6.421052631578948,0.0,10.123589722200883,0.0,2.3406613910633696,0.9050797337928602,0.6344704675047022,0.945106451543375,8.10235189819336,246.4866979400639
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,47,3.873262932880725,0.7865505802631378,0.6035526365041732,nan,1.1626383869936971,0.0,1000.0,nan,nan,0,0,0,442,6.055692152543501,0.0,2.3861400330580036,0.0,0.6883992516633236,0.0,203.2352188572739,0.0,6348.625401828739,0.0,203.2352188572739,0.0,0.9005481338279899,0.0,0.9005481338279899,0.0,13.393939393939394,0.0,10.320640911362744,0.0,2.3861400330580036,0.8954700590420106,0.6883992516633236,0.9005481338279899,13.413524444580078,419.0092765206968
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,48,3.873262932880725,0.7870937795639038,0.6020689834356308,nan,1.1328135088086129,0.0,1000.0,nan,nan,0,0,0,148,5.9846638441085815,0.0,2.3953685464835828,0.0,0.6398469597101212,0.0,209.13786697387695,0.0,6562.91926324785,0.0,209.13786697387695,0.0,0.9264429815152452,0.0,0.9264429815152452,0.0,7.4,0.0,10.165646221594667,0.0,2.3953685464835828,0.8988646447742878,0.6398469597101212,0.9264429815152452,8.365514678955078,262.51677052991397
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,49,4.002442722571478,0.7875041800737381,0.6007074084281921,nan,1.1989224458282643,0.0,1000.0,nan,nan,0,0,0,186,6.088264638727361,0.0,2.41020704269865,0.0,0.6504720056598837,0.0,205.674128445712,0.0,6466.554789440329,0.0,205.674128445712,0.0,0.9118816176806491,0.0,0.9118816176806491,0.0,8.454545454545455,0.0,10.30720950596094,0.0,2.41020704269865,0.8984734164282256,0.6504720056598837,0.9118816176806491,9.049661651611329,284.52841073537456
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,50,4.070447429980684,0.7878781801462174,0.5994342479705811,nan,1.0908649933338166,0.0,1000.0,nan,nan,0,0,0,232,6.069804859161377,0.0,2.447955948694603,0.0,0.6693115913867951,0.0,201.18620727539061,0.0,6408.221550999845,0.0,201.18620727539061,0.0,0.8919871153206951,0.0,0.8919871153206951,0.0,9.28,0.0,10.241761606560445,0.0,2.447955948694603,0.8928199616765242,0.6693115913867951,0.8919871153206951,10.059310363769532,320.4110775499922
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,51,4.140570287900334,0.788292979478836,0.5980533053874969,nan,1.1824443326755003,0.0,1000.0,nan,nan,0,0,0,172,6.1318157802928575,0.0,2.475016759413404,0.0,0.6518851572817023,0.0,201.94489288330078,0.0,6256.589895205147,0.0,201.94489288330078,0.0,0.8964678966346523,0.0,0.8964678966346523,0.0,7.818181818181818,0.0,10.311963905951787,0.0,2.475016759413404,0.8878704342440443,0.6518851572817023,0.8964678966346523,8.885575286865235,275.28995538902643
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,52,4.212705617951665,0.7886885808706283,0.5970498161315918,nan,1.0873888092381614,0.0,1000.0,nan,nan,0,0,0,164,6.048743633996873,0.0,2.506506900198492,0.0,0.6450660711243039,0.0,201.7280745733352,0.0,6264.002211419858,0.0,201.7280745733352,0.0,0.8938231806891951,0.0,0.8938231806891951,0.0,7.809523809523809,0.0,10.138409183194819,0.0,2.506506900198492,0.8788952806703034,0.6450660711243039,0.8938231806891951,8.472579132080078,263.0880928796341
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,53,4.286759633999154,0.7891397817134858,0.5957750869989396,nan,0.8125856640664014,0.0,1000.0,nan,nan,0,0,0,196,5.993184999986128,0.0,2.5223349132083044,0.0,0.5807512131604281,0.0,209.5442914095792,0.0,6636.214115274849,0.0,209.5442914095792,0.0,0.9287903004779906,0.0,0.9287903004779906,0.0,8.909090909090908,0.0,10.011857803930555,0.0,2.5223349132083044,0.8769953104768385,0.5807512131604281,0.9287903004779906,9.219948822021484,291.9934210720934
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,54,4.286759633999154,0.7895407783985138,0.5946677358150482,nan,1.1251349030062556,0.0,1000.0,nan,nan,0,0,0,378,6.229646101593971,0.0,2.5333190320264967,0.0,0.5666344482451677,0.0,209.88636684417725,0.0,6479.671829666971,0.0,209.88636684417725,0.0,0.9305543564167171,0.0,0.9305543564167171,0.0,11.8125,0.0,10.372243798938896,0.0,2.5333190320264967,0.8785605544251108,0.5666344482451677,0.9305543564167171,13.432727478027344,414.6989970986861
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,55,4.286759633999154,0.7896027799844741,0.5939418531656265,nan,1.0678748418303097,0.0,1000.0,nan,nan,0,0,0,112,6.1206620721256035,0.0,2.5403029750578825,0.0,0.5707402965601753,0.0,207.66043898638557,0.0,6954.998751244675,0.0,207.66043898638557,0.0,0.9204953042017368,0.0,0.9204953042017368,0.0,6.588235294117647,0.0,10.156874697203522,0.0,2.5403029750578825,0.8783117447164368,0.5707402965601753,0.9204953042017368,7.060454925537109,236.46995754231898
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,56,4.519677752526062,0.7903791803121567,0.5922751311063766,nan,0.7938592838389533,0.0,1000.0,nan,nan,0,0,0,72,5.969897065843854,0.0,2.553734262744533,0.0,0.5864182247647217,0.0,203.83368573869978,0.0,6610.975359807541,0.0,203.83368573869978,0.0,0.9031440174599705,0.0,0.9031440174599705,0.0,5.142857142857143,0.0,9.873721814602508,0.0,2.553734262744533,0.875777045507449,0.5864182247647217,0.9031440174599705,5.707343200683594,185.1073100746112
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,57,4.695486309511666,0.7904089803695679,0.5917615928649902,nan,0.8286359799759728,0.0,1000.0,nan,nan,0,0,0,318,6.019366332462856,0.0,2.6175582374119295,0.0,0.6837383689624923,0.0,188.36208561488561,0.0,6004.038409388835,0.0,188.36208561488561,0.0,0.8342648349934774,0.0,0.8342648349934774,0.0,11.357142857142858,0.0,9.922410052387196,0.0,2.6175582374119295,0.8615796572718943,0.6837383689624923,0.8342648349934774,10.548276794433594,336.22615092577473
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,58,4.695486309511666,0.7908917808532715,0.5907654575109482,nan,1.023944444488734,0.0,1000.0,nan,nan,0,0,0,426,6.052612990140915,0.0,2.65654163711563,0.0,0.617968481965363,0.0,196.00129222869873,0.0,6438.862225226125,0.0,196.00129222869873,0.0,0.8689710496650181,0.0,0.8689710496650181,0.0,13.3125,0.0,9.944012307525902,0.0,2.65654163711563,0.8596390359209317,0.617968481965363,0.8689710496650181,12.544082702636718,412.087182414472
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,59,4.767613229501504,0.7911289794445038,0.5899160468578338,nan,0.7778490613336149,0.0,1000.0,nan,nan,0,0,0,182,6.0672015521837315,0.0,2.680996745090896,0.0,0.46559154307064804,0.0,215.94292085067084,0.0,6936.716795764042,0.0,215.94292085067084,0.0,0.9570926652603906,0.0,0.9570926652603906,0.0,7.913043478260869,0.0,9.934808991790575,0.0,2.680996745090896,0.8536006867652967,0.46559154307064804,0.9570926652603906,9.933374359130859,319.088972605146
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,60,4.767613229501504,0.7912703807353973,0.5895808426141739,nan,0.8460342970987161,0.0,1000.0,nan,nan,0,0,0,232,6.194707632064819,0.0,2.687764245261219,0.0,0.4319769758731127,0.0,219.21013768513998,0.0,6874.23817829381,0.0,219.21013768513998,0.0,0.9702666052993575,0.0,0.9702666052993575,0.0,9.666666666666666,0.0,10.109839595843235,0.0,2.687764245261219,0.853235383878163,0.4319769758731127,0.9702666052993575,10.522086608886719,329.9634325581029
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,61,4.940822386719835,0.7914427802562713,0.5890483367443085,nan,1.076863339314094,0.0,1000.0,nan,nan,0,0,0,276,6.201351459209736,0.0,2.722946786445878,0.0,0.6065233579048743,0.0,192.847777733436,0.0,6331.56478959618,0.0,192.847777733436,0.0,0.8553896402681502,0.0,0.8553896402681502,0.0,10.615384615384615,0.0,10.087002959626306,0.0,2.722946786445878,0.8495690629951845,0.6065233579048743,0.8553896402681502,10.028084442138672,329.24136905900133
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,62,5.133620280626042,0.791944981098175,0.5879487597942352,nan,1.0220066022414427,0.0,1000.0,nan,nan,0,0,0,260,6.131545195212731,0.0,2.7600689779356764,0.0,0.6100630553869101,0.0,190.8733403132512,0.0,6262.684812814939,0.0,190.8733403132512,0.0,0.8464182827794353,0.0,0.8464182827794353,0.0,10.0,0.0,9.94026787738727,0.0,2.7600689779356764,0.8503498640416022,0.6100630553869101,0.8464182827794353,9.925413696289063,325.6596102663769
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,63,5.142803003755582,0.7922025796175003,0.5873222991228103,nan,1.0545413331128657,0.0,1000.0,nan,nan,0,0,0,390,6.297623470425606,0.0,2.7763273959283223,0.0,0.5200132518075407,0.0,201.6170334815979,0.0,6720.375618996525,0.0,201.6170334815979,0.0,0.8940738810854046,0.0,0.8940738810854046,0.0,12.1875,0.0,10.175533705067506,0.0,2.7763273959283223,0.8545623785966178,0.5200132518075407,0.8940738810854046,12.903490142822266,430.1040396157776
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,64,5.194253122102357,0.7925267796516419,0.5866343430280685,nan,1.1328501025480884,0.0,1000.0,nan,nan,0,0,0,322,6.5428898845400125,0.0,2.799518323505219,0.0,0.5189671782510621,0.0,200.24104963030135,0.0,6499.212163693236,0.0,200.24104963030135,0.0,0.8876100633173315,0.0,0.8876100633173315,0.0,11.5,0.0,10.53664793853281,0.0,2.799518323505219,0.8526052025973869,0.5189671782510621,0.8876100633173315,11.213498779296875,363.95588116682126
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,65,5.194253122102357,0.7928195796012878,0.5859079642295837,nan,1.0142749708432417,0.0,1000.0,nan,nan,0,0,0,250,6.248181012960581,0.0,2.8128518742935795,0.0,0.5537656981211442,0.0,193.97937305157,0.0,6433.5651746585045,0.0,193.97937305157,0.0,0.8598160096463089,0.0,0.8598160096463089,0.0,9.615384615384615,0.0,10.028565431946213,0.0,2.8128518742935795,0.8586645587415991,0.5537656981211442,0.8598160096463089,10.08692739868164,334.54538908224214
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,66,5.194253122102357,0.7931475800275802,0.5852873346805573,nan,1.1242906260490417,0.0,1000.0,nan,nan,0,0,0,226,6.2241462707519535,0.0,2.8447215959711274,0.0,0.6345032238960266,0.0,181.68429809570313,0.0,6387.978225330897,0.0,181.68429809570313,0.0,0.8057651020014966,0.0,0.8057651020014966,0.0,9.04,0.0,9.956744242858377,0.0,2.8447215959711274,0.8682924251436697,0.6345032238960266,0.8057651020014966,9.084214904785156,319.3989112665448
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,67,5.194253122102357,0.7930851799249649,0.5851923075914383,nan,0.9589385991466457,0.0,1000.0,nan,nan,0,0,0,336,6.299863124715871,0.0,2.8893739018162905,0.0,0.567070700099756,0.0,189.54367854677398,0.0,6485.9893237963515,0.0,189.54367854677398,0.0,0.8399506232260793,0.0,0.8399506232260793,0.0,11.586206896551724,0.0,10.044331251799612,0.0,2.8893739018162905,0.8621400431095815,0.567070700099756,0.8399506232260793,10.993533355712891,376.1873807801884
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,68,5.194253122102357,0.7934395802021027,0.5845786230564117,nan,1.1905547660939835,0.0,1000.0,nan,nan,0,0,0,444,6.448229677536908,0.0,2.9271133710666843,0.0,0.5661694258451462,0.0,187.71138135124656,0.0,6517.544849821689,0.0,187.71138135124656,0.0,0.832809251279676,0.0,0.832809251279676,0.0,13.058823529411764,0.0,10.246670310924625,0.0,2.9271133710666843,0.8663205452342231,0.5661694258451462,0.832809251279676,12.764373931884766,443.19304978787494
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,69,5.212234700146845,0.7935889806747437,0.5841908965110779,nan,0.9545211635137859,0.0,1000.0,nan,nan,0,0,0,112,6.173594324212325,0.0,2.9598914188851313,0.0,0.6197220494872645,0.0,179.74300986842104,0.0,6275.870859115392,0.0,179.74300986842104,0.0,0.7973317816007915,0.0,0.7973317816007915,0.0,5.894736842105263,0.0,9.777609864279428,0.0,2.9598914188851313,0.860380321220705,0.6197220494872645,0.7973317816007915,6.830234375,238.48309264638485
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,70,5.212234700146845,0.7939819799661636,0.5834034314155578,nan,1.1547979712486267,0.0,1000.0,nan,nan,0,0,0,88,6.455553118387858,0.0,2.972766825079285,0.0,0.5344003180662791,0.0,188.99681091308594,0.0,6263.984071457611,0.0,188.99681091308594,0.0,0.8371638222944815,0.0,0.8371638222944815,0.0,5.866666666666666,0.0,10.190146488925821,0.0,2.972766825079285,0.8592750218333151,0.5344003180662791,0.8371638222944815,5.669904327392578,187.91952214372833
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,71,5.212234700146845,0.7940667794942856,0.583318097114563,nan,1.0905434584075755,0.0,1000.0,nan,nan,0,0,0,178,6.393030816858465,0.0,2.9880309123059043,0.0,0.5823553177443418,0.0,181.40906316583806,0.0,6245.166472576159,0.0,181.40906316583806,0.0,0.8033191636121508,0.0,0.8033191636121508,0.0,8.090909090909092,0.0,10.057872314395869,0.0,2.9880309123059043,0.87275225144889,0.5823553177443418,0.8033191636121508,7.981998779296875,274.787324793351
