algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_dp_honest,sigma_dp_attacker,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,balance_kept_honest,balance_kept_attacker,balance_threshold_honest,balance_threshold_attacker,balance_local_norm_honest,balance_local_norm_attacker,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,nsr_honest,nsr_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,10,2.8532880093945345,0.8382489800453186,0.7243224898974101,nan,14.667238386053787,88.79945919036865,1000.0,0.0,nan,0,32034,0,0,0.9262993874987558,0.9400214844530879,0.9262993874987558,0.9400214844530879,0.9386984655654883,2.8012317200671926,209.08576724403784,211.99521743774415,0.0,0.0,9.909587541514806,9.908730537864527,5.331799933784886,5.331338827610016,0.97628085550509,0.9611155930161476,209.08576724403784,211.99521743774415,2258.7806090365434,2303.8759494528977,1.6837117673661701,1.2375767924590857,0.9624313007206677,0.9388309828908399,92.7433461303711,1007.3840429245478
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,11,2.948514279550512,0.843663646976153,0.682553937236468,nan,16.816959646013046,93.9729288482666,1000.0,0.0,nan,0,31680,0,0,0.9318969709068625,0.9368822377467234,0.9318969709068625,0.9368822377467234,1.0072287083610956,2.8808192384936926,210.2151124742296,211.35041046142578,0.0,0.0,9.904116049614537,9.902330032337824,5.3645004166497126,5.36353303194046,0.9597438474496206,0.954178903400898,210.2151124742296,211.35041046142578,2508.081856717177,2514.252566420854,1.7566649204141345,1.2515352083339413,0.9546383941939117,0.9364706102094872,92.10790823364258,1095.9919734101597
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,12,3.0796408570678473,0.8478923132022221,0.6483107139666875,nan,17.298059810291637,98.97641666412353,1000.0,0.0,nan,0,30700,0,0,0.9308249970386058,0.9319881242673699,0.9308249970386058,0.9319881242673699,1.050680127086188,2.9668943689812806,209.76046752929688,210.16763298034667,0.0,0.0,9.890588969983435,9.892095426363937,5.393007365140048,5.393828785419464,0.9504977464675903,0.9491863241791725,209.76046752929688,210.16763298034667,2702.070396322704,2721.3793805000796,1.817165823844225,1.2723581256558218,0.9492546921657725,0.9319274873028371,88.6817834777832,1147.9973009191315
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,13,3.173672310796357,0.8514569773276647,0.6196191318829855,nan,16.52222953123205,103.71186408996581,1000.0,0.0,nan,0,30976,0,0,0.9423367446100921,0.9265885803760051,0.9423367446100921,0.9265885803760051,1.1034469534427092,3.061133267917669,212.4836291144876,209.10833976745604,0.0,0.0,9.878487459485127,9.878464088342774,5.422438172733083,5.422425343990326,0.9268401685883018,0.9447746250033379,212.4836291144876,209.10833976745604,2955.13087348374,2922.2652293517062,1.886521479232693,1.2932230414659955,0.9433696215053857,0.9278223075279842,90.867779296875,1269.3805414391295
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,14,3.322237772473613,0.8548339802026749,0.5951394047339758,nan,18.10828145345052,107.58729877471924,1000.0,0.0,nan,0,30632,0,0,0.9192495712378359,0.9253885277659992,0.9192495712378359,0.9253885277659992,1.1399156414744323,3.1584086121632713,207.82560051812067,208.69927612304687,0.0,0.0,9.860101357596632,9.861789771721302,5.448548634847005,5.449481627941132,0.9426113035943773,0.9355498227477074,207.82560051812067,208.69927612304687,3104.998112147036,3122.01179840693,1.947312829749968,1.3192911668011635,0.9358539056549803,0.9251241707863176,87.22057125854492,1304.6946853814188
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,15,3.45981713287148,0.8576386443773906,0.5742580483357111,nan,17.783693313598633,111.28962913513183,1000.0,0.0,nan,0,31250,0,0,0.9298213516194298,0.922943044311673,0.9298213516194298,0.922943044311673,1.19446946500036,3.262267647732648,209.3787441253662,208.20478309631346,0.0,0.0,9.843586204928638,9.84240447256632,5.475806564092636,5.475149188041687,0.9197017140686512,0.9276931670308113,209.3787441253662,208.20478309631346,3332.788133205686,3322.5624606851884,2.0215887380932753,1.3422646596110817,0.9271012075521328,0.9234525485566919,89.98203305053711,1435.6742045366573
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,16,3.506674678192582,0.859988312125206,0.5561294627189636,nan,19.378248128024016,114.97687301635742,1000.0,0.0,nan,0,31002,0,0,0.9110964869104705,0.9184455622358214,0.9110964869104705,0.9184455622358214,1.225762110092203,3.368919781806802,205.76347905939275,207.1951781463623,0.0,0.0,9.821178873076919,9.820656156705397,5.499885732477361,5.499593009948731,0.9308183680881154,0.9221941483020782,205.76347905939275,207.1951781463623,3463.9199243522103,3502.5469822317104,2.0830251787780427,1.373976038586026,0.9226437521771798,0.9180624350861587,87.40486779785157,1477.225031228433
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,17,3.546600555955753,0.8620873111486435,0.5404498000939687,nan,14.681269466876984,117.56406867980957,1000.0,0.0,nan,0,31054,0,0,0.916518335867233,0.9193925781974015,0.916518335867233,0.9193925781974015,1.2985273433624893,3.4525219608479163,206.89492225646973,207.39669181823731,0.0,0.0,9.79556600792556,9.796844814744587,5.522234916687012,5.522955842018128,0.9136463701725006,0.9102395167946815,206.89492225646973,207.39669181823731,3679.5921945876503,3688.2899219656724,2.16012519035666,1.380485301486658,0.9104918763041496,0.9191796713581297,89.57931423950195,1593.062919013074
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,18,3.5858615156805453,0.8641669768095016,0.5265881937742233,nan,15.874035358428955,119.973648147583,1000.0,0.0,nan,0,30858,0,0,0.9301180111889371,0.9194094395987844,0.9301180111889371,0.9194094395987844,1.3642819449940369,3.510708383551803,209.68633842468262,207.38158836364747,0.0,0.0,9.775441177233311,9.771175971927653,5.547751575708389,5.545330989360809,0.8864465672522783,0.8992670550942421,209.68633842468262,207.38158836364747,3904.9119234707323,3869.090361063338,2.222852520417143,1.3788033251895921,0.8983173893281707,0.9202026671239809,89.66259817504883,1672.5933259763988
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,19,3.6362928190616817,0.8657589797178904,0.5144075656930606,nan,17.959608944979582,122.96200393676757,1000.0,0.0,nan,0,31020,0,0,0.890414277583898,0.9141433397029646,0.890414277583898,0.9141433397029646,1.4124791079294932,3.558808676965356,200.9031455300071,206.18413528442383,0.0,0.0,9.743358456171459,9.743858318923817,5.566530791195956,5.566816370487214,0.923266893083399,0.894572534263134,200.9031455300071,206.18413528442383,3977.5367267618135,4040.3297533444334,2.271010935543838,1.3793207009169723,0.8960684487040009,0.9129062795924919,86.89352331542969,1703.6377093265335
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,20,3.6677596605915013,0.8673236467440923,0.5034888335069021,nan,14.830912653605143,126.09651805877685,1000.0,0.0,nan,0,30732,0,0,0.8920539955596447,0.9067960384189149,0.8920539955596447,0.9067960384189149,1.464498562529277,3.5965419168401316,200.98474527994793,204.52158126831054,0.0,0.0,9.716332740885319,9.71509245378325,5.5882214864095054,5.587508151531219,0.9104427893956503,0.892436817586422,200.98474527994793,204.52158126831054,4116.664305118285,4170.7449322749,2.317315904253619,1.3757901826596504,0.8936930481777635,0.9057675238008264,87.83817486572265,1791.7979020635082
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,21,3.7313145125121503,0.8686983112494151,0.49372929920752845,nan,17.775833527247112,127.28256973266602,1000.0,0.0,nan,0,30810,0,0,0.9078622024195773,0.9093539358778344,0.9078622024195773,0.9093539358778344,1.498625863080221,3.631382748024673,204.74718475341797,205.13724098205566,0.0,0.0,9.686490643928485,9.685004630472475,5.608322660128276,5.607462282180786,0.8799903194109598,0.8781500005722046,204.74718475341797,205.13724098205566,4339.113000897543,4343.805258697396,2.351728617058002,1.3776333983841793,0.8782541695630776,0.909269498134914,86.9688288269043,1841.6608155004994
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,22,3.776321285369531,0.8700129789113998,0.48483994096517563,nan,17.89600578107332,130.0082520675659,1000.0,0.0,nan,0,31378,0,0,0.911242947679099,0.9020318481395626,0.911242947679099,0.9020318481395626,1.5550922362163526,3.667751414590776,205.53083239103617,203.46971343994142,0.0,0.0,9.655345862390597,9.653754602801243,5.627683438752827,5.626755962371826,0.8645213669852206,0.8759991037845611,205.53083239103617,203.46971343994142,4554.068426545162,4473.415631616901,2.4001559075661216,1.372304974726871,0.8750033184001434,0.902830984629294,89.19805700683594,1962.4208528554764
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,23,3.8216886443096776,0.8710973125696182,0.47689853290716805,nan,18.774896695063664,132.02452045440674,1000.0,0.0,nan,0,30674,0,0,0.8700845965863582,0.8976024075979973,0.8700845965863582,0.8976024075979973,1.6203936789367217,3.7061411531172554,195.96541419396033,202.47605667114257,0.0,0.0,9.625570348937357,9.62146004820984,5.647855721987211,5.645443980693817,0.9049115180969238,0.8702776008844375,195.96541419396033,202.47605667114257,4575.411177352075,4606.882388287142,2.4546926686089354,1.362365150773641,0.8723914080382513,0.8959229167850803,86.0855234375,1961.7136459260107
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,24,3.8861472141539206,0.8720853118101756,0.4697555943330129,nan,15.57952626546224,133.38538749694825,1000.0,0.0,nan,0,30930,0,0,0.906919474760659,0.8955952585236533,0.906919474760659,0.8955952585236533,1.6752434008984114,3.7455016838066295,204.42740580240886,202.1205103302002,0.0,0.0,9.585407966557543,9.58818902324155,5.6619107564290365,5.663553471565247,0.8470793883005778,0.8614752885699272,204.42740580240886,202.1205103302002,4799.379884015237,4748.208123760546,2.5033467140616987,1.3557680920574091,0.8604709234348563,0.8963853201215839,86.98102630615234,2043.2646460246754
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,25,3.928212837026436,0.8731176447868347,0.46320747941732404,nan,13.971922397613525,134.76840240478515,1000.0,0.0,nan,0,30858,0,0,0.8349030511891451,0.8924963555315253,0.8349030511891451,0.8924963555315253,1.7533880150779748,3.786552292501532,188.31715138753256,201.37519622802733,0.0,0.0,9.551860512414349,9.55407716216457,5.6798345645268755,5.681152653694153,0.9279632618029913,0.8540119951963425,188.31715138753256,201.37519622802733,4573.833761426723,4872.610397070041,2.566653726047398,1.3398303751537468,0.8581979159476623,0.8892363571725226,85.06969012451172,2058.8161691022574
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,26,3.981309430439783,0.8740039779742559,0.45706139753262204,nan,17.668139164264385,137.38936145782472,1000.0,0.0,nan,0,30894,0,0,0.8745148053113486,0.8826071586920538,0.8745148053113486,0.8826071586920538,1.8143144044286328,3.831805957956324,197.35491473858173,199.1029598236084,0.0,0.0,9.520463349065288,9.519201963709136,5.699032013232891,5.698276937007904,0.8658154377570519,0.8553202211856842,197.35491473858173,199.1029598236084,4869.01593710845,4974.445970332075,2.6213110258397094,1.3327501941350397,0.8559607743097583,0.8821132591899449,84.77241171264649,2116.3728024976494
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,27,4.056659422195167,0.8747796461979548,0.4517194796601931,nan,18.543933026930866,139.32580783843994,1000.0,0.0,nan,0,31368,0,0,0.8842722009035338,0.8754782353985013,0.8842722009035338,0.8754782353985013,1.867182230755124,3.880120073673294,199.64052177877988,197.45469635009766,0.0,0.0,9.488256654060619,9.483633460106585,5.717744322384105,5.714958326816559,0.8416348520447227,0.8531546342372894,199.64052177877988,197.45469635009766,5141.761622384672,5071.90676552155,2.672357367922392,1.3303763169259866,0.8522521628212819,0.8761671635717067,85.76965628051758,2203.582601369699
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,28,4.164421582249193,0.8755529781182607,0.4465840345621109,nan,17.621723511639765,140.28141361236572,1000.0,0.0,nan,0,31238,0,0,0.8339937049726602,0.8723362864844504,0.8339937049726602,0.8723362864844504,1.9253151615842539,3.931135668782957,188.09191355985755,196.7693505859375,0.0,0.0,9.448039783067365,9.447504236566607,5.731592655181885,5.7312677693367,0.8965180656489204,0.8457858529686928,188.09191355985755,196.7693505859375,4966.3203704729385,5170.558550497721,2.7276433644637343,1.3290287056289354,0.8497602659436415,0.8693324897761534,85.10286529541015,2237.0783127951686
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,29,4.291670499499212,0.8762659760316213,0.4418550252914429,nan,15.919293731451035,141.92315929412842,1000.0,0.0,nan,0,31418,0,0,0.872173484676315,0.8654475526245073,0.872173484676315,0.8654475526245073,1.9715853424312695,3.9888658876971603,196.56285858154297,195.25654693603516,0.0,0.0,9.408149175650315,9.410815797694557,5.745569676160812,5.747198185920715,0.8344033807516098,0.8433921012282372,196.56285858154297,195.25654693603516,5306.792132496303,5264.575206998274,2.778497560537626,1.3331857323971117,0.8427262700818203,0.8659457698135301,84.39263024902344,2275.647431039191
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,30,4.328442156529032,0.8769269778331121,0.4375567518671354,nan,17.622128638354216,142.43312278747558,1000.0,0.0,nan,0,31504,0,0,0.8458784826011058,0.8630508071132829,0.8458784826011058,0.8630508071132829,2.0557056459475582,4.050192352701469,190.84295584938744,194.63551231384278,0.0,0.0,9.37379724603405,9.373612202052929,5.762882341038097,5.762768578529358,0.8581834801218726,0.8350032666325569,190.84295584938744,194.63551231384278,5218.276377478288,5352.358466310725,2.853500328649123,1.321163260955104,0.8373004049062729,0.8613490452246887,86.25129498291015,2370.547547133334
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,31,4.395528433176188,0.8774629791577657,0.43356965214014054,nan,21.49081254005432,141.07007396697998,1000.0,0.0,nan,0,30888,0,0,0.8511754260248664,0.8679903372136485,0.8511754260248664,0.8679903372136485,2.0902354259928173,4.111299750418209,191.73960749308267,195.8248959350586,0.0,0.0,9.341271600353382,9.335958444280994,5.781299829483032,5.778011524677277,0.8394860476255417,0.8165601754188537,191.73960749308267,195.8248959350586,5401.292663401232,5479.7114454595885,2.898661155762974,1.3308493911383523,0.8178578662984776,0.8670385497878684,82.93170895385742,2321.515602105465
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,32,4.522648199221837,0.8780316440264384,0.42987452119588854,nan,19.485096124502327,143.16012969970703,1000.0,0.0,nan,0,30856,0,0,0.7891374708342896,0.8577295904503158,0.7891374708342896,0.8577295904503158,2.1498842493176435,4.178152784968129,177.9567671555739,193.4589224243164,0.0,0.0,9.311733451504702,9.29790481177577,5.801567187676063,5.792951414585113,0.9132568790362432,0.8187967666983604,177.9567671555739,193.4589224243164,5132.959807984052,5572.33200182711,2.9611916635778375,1.3304495140443668,0.824561937873912,0.8535432169526241,82.01044491577149,2362.38975573843
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,33,4.722830206161347,0.8785473116238912,0.4264749418695768,nan,19.67923132578532,144.8860817718506,1000.0,0.0,nan,0,30810,0,0,0.8333095066286434,0.8487453912095207,0.8333095066286434,0.8487453912095207,2.193254704601217,4.253411345891581,187.8785057067871,191.47396926879884,0.0,0.0,9.259179348804889,9.2595032053002,5.807411273320516,5.807614398002625,0.8408930351336797,0.8194222116470337,187.8785057067871,191.47396926879884,5467.590895397386,5601.039839915442,3.0173173611173625,1.3388298038819781,0.8206375412783533,0.8478716618936223,81.09867184448242,2371.6381174557146
