algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_kept_honest,balance_kept_attacker,balance_threshold_honest,balance_threshold_attacker,balance_local_norm_honest,balance_local_norm_attacker
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,66,0.0,0.8862129762768746,0.38067222721874716,1.0,0.022330143973231315,41595875.84,,1.0,1.0,276,0,9900,422,8.11111111111111,101.76,7.9192171579863135,67869570.14711648,6.189237170749241,53043231.16
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,67,0.0,0.8862974765896797,0.3802913463115692,1.0,0.02203426944091916,155685537.44,,1.0,1.0,333,0,9900,571,10.818181818181818,102.33,7.8812635695080475,257292876.53456843,6.200775688344782,202431424.8
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,68,0.0,0.8863577280938625,0.3799159140884876,1.0,0.021895330040715633,649034398.08,,1.0,1.0,528,0,9900,854,12.074074074074074,104.28,7.845966739297398,1045134306.6061195,6.214295899426496,827785032.96
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,69,0.0,0.8864182282984256,0.3795762663334608,1.0,0.0216617678059265,2417226165.76,,1.0,1.0,139,0,9900,191,4.333333333333333,100.39,7.801014420874662,3940167837.8981323,6.220020890235901,3141633246.72
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,70,0.0,0.8864889775216579,0.37925397664308547,1.0,0.0214423423493281,10157651394.56,,1.0,1.0,323,0,9900,393,5.384615384615385,102.23,7.766159500867924,16134819614.220243,6.233649290524996,12950906664.96
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,71,0.0,0.886593976020813,0.3789948859065771,1.0,0.021251736325211823,37758611824.64,,1.0,1.0,477,0,9900,595,6.9411764705882355,103.77,7.719869289660755,60869174484.71456,6.237941573647892,49184557383.68
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,72,0.0,0.8866319777071476,0.378714751675725,1.0,0.021095468630082905,158114136555.52,,1.0,1.0,321,0,9900,471,7.894736842105263,102.21,7.682910470205393,247699764934.24722,6.2496029201306795,201489419960.32
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,73,0.0,0.886702979505062,0.3784366354346275,1.0,0.020816160668618976,590311472496.64,,1.0,1.0,477,0,9900,705,9.91304347826087,103.77,7.64449481058887,938246213387.1375,6.2599481914354405,768314039336.96
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,74,0.0,0.8867002266645432,0.3782000620663166,1.0,0.020620808410458265,2482354585600.0,,1.0,1.0,416,0,9900,594,9.368421052631579,103.16,7.613934146814759,3831888826972.1826,6.276627590781764,3158858307993.6
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,75,0.0,0.8867804764211178,0.37803238809108736,1.0,0.02037931192666292,9253954450882.56,,1.0,1.0,445,0,9900,599,8.105263157894736,103.45,7.562450345991074,14493082007102.168,6.275886460354454,12027442558402.56
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,76,0.0,0.8868147264420986,0.3777933490276337,1.0,0.020174462283030152,38740687595765.76,,1.0,1.0,286,0,9900,430,8.0,101.86,7.5176813467001375,59035260311803.11,6.2804643048180475,49319574482452.48
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,77,0.0,0.8868474780023098,0.37764548234641554,1.0,0.020004884358495473,145111844514693.12,,1.0,1.0,469,0,9900,671,9.619047619047619,103.69,7.478752343827453,224230755481263.75,6.289734113784063,188581165316177.9
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,78,0.0,0.886894976645708,0.37749550633132456,1.0,0.019761507376097144,606813973915893.8,,1.0,1.0,557,0,9900,623,4.714285714285714,104.57,7.448708600259465,912440251668030.5,6.3063695430755615,772507789175029.8
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,79,0.0,0.886906727552414,0.37737772695720195,1.0,0.019586299709044398,2252461325890355.0,,1.0,1.0,237,0,9900,413,9.263157894736842,101.37,7.408347907378562,3434567687498135.0,6.314152943460565,2927290395194818.5
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,80,0.0,0.8869957269728184,0.37721799142658713,1.0,0.01950975164305419,9446270593872692.0,,1.0,1.0,826,0,9900,1036,9.130434782608695,107.26,7.36527770751107,1.4034890409452772e+16,6.319433543993079,1.2041984126316708e+16
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,81,0.0,0.8870194762945175,0.3771104485541582,1.0,0.01928757964633405,3.4777366019902012e+16,,1.0,1.0,487,0,9900,633,7.684210526315789,103.87,7.335027007769961,5.236738131288365e+16,6.335575028469688,4.523193616067199e+16
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,82,0.0,0.8869972267746925,0.3770501612126827,1.0,0.019014316643588245,1.4617388701890643e+17,,1.0,1.0,39,0,9900,55,2.6666666666666665,99.39,7.280096480118048,2.1388543745561443e+17,6.330190102259318,1.8597768352336182e+17
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,83,0.0,0.8870607274770737,0.37698435731232166,1.0,0.01896791882812977,5.5247372794806144e+17,,1.0,1.0,410,0,9900,548,7.666666666666667,103.1,7.256143256370231,8.201486019755359e+17,6.351565228568183,7.179058018174317e+17
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,84,0.0,0.8871197275817394,0.37690391913056376,1.0,0.018798043997958303,2.3099562519766344e+18,,1.0,1.0,815,0,9900,1105,11.6,107.15,7.213579685913475,3.338715905154629e+18,6.356543807983399,2.9420474767845934e+18
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,85,0.0,0.8871199780702591,0.3768782513588667,1.0,0.018560970085673034,8.469853133815467e+18,,1.0,1.0,349,0,9900,469,7.5,102.49,7.176735135171558,1.242577004215437e+19,6.36637806892395,1.1022721111467176e+19
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,86,0.0,0.8871447262167931,0.3768561864644289,1.0,0.018441023188643157,nan,,1.0,1.0,10408,508,0,156,8.210526315789474,0.0,7.1336029661863405,nan,6.37044452366076,nan
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,87,0.0,0.8871309772133827,0.37684847466647625,1.0,0.018296577597502618,nan,,1.0,1.0,10275,375,0,70,5.0,0.0,7.103458885762227,nan,6.385956730161395,nan
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,88,0.0,0.8871499770879745,0.37680823288857934,1.0,0.018096102494746448,nan,,1.0,1.0,10311,411,0,126,7.411764705882353,0.0,7.069557553463973,nan,6.397991096272188,nan
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,89,0.0,0.8872384782135486,0.3768159914016724,1.0,0.0179345132317394,nan,,1.0,1.0,10480,580,0,92,5.75,0.0,7.028762114375063,nan,6.403619796037674,nan
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,90,0.0,0.8872079779207707,0.37679254315793514,1.0,0.017781032875645905,nan,,1.0,1.0,10469,569,0,400,13.333333333333334,0.0,6.986012547045053,nan,6.407245302200318,nan
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,91,0.0,0.8872497268021107,0.37685169115662576,1.0,0.017566053853370248,nan,,1.0,1.0,10294,394,0,112,6.588235294117647,0.0,6.958536547322224,nan,6.424734704634723,nan
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,92,0.0,0.8872587276995182,0.37683627612888815,1.0,0.017426659704651685,nan,,1.0,1.0,10276,376,0,184,9.2,0.0,6.920068552077529,nan,6.431954741477966,nan
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,93,0.0,0.8872694782912731,0.3768771780282259,1.0,0.017258968516252936,nan,,1.0,1.0,10293,393,0,190,9.047619047619047,0.0,6.885095720288304,nan,6.4422542708260675,nan
