algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_n_honest,sigma_n_attacker,balance_kept_honest,balance_kept_attacker,noise_norm_honest,noise_norm_attacker,eps_n_honest,eps_n_attacker,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,nsr_honest,nsr_attacker,balance_threshold_honest,balance_threshold_attacker,n_dp_norm_honest,n_dp_norm_attacker,balance_local_norm_honest,balance_local_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,10,0.8728592013287241,0.8380989811817805,0.724851347009341,nan,1.3842803333934985,8.30335836648941,1000.0,nan,nan,0,0,0,32034,1.670178418753992,1.7123578369581554,60.10526315789474,154.46,376.9945325349507,386.17478378295897,0.31967032074135804,0.8660359053339981,1.670178418753992,1.7123578369581554,0.9745374353308427,0.9486399540305137,4064.8066988341416,2251.2962578829947,10.076753998777734,44.29428222299548,376.9945325349507,386.17478378295897,5.4217429412038705,23.832298774719238,0.5382165545784141,0.3900195078304655,0.950886767476661,1.7086984353787988,168.7957057495117,1054.9811577088951
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,11,0.8894951907141959,0.8433619797229767,0.6833220547437668,nan,1.5853963924778833,8.849345555305481,1000.0,nan,nan,0,0,0,31680,1.6801655458502802,1.6956093803460626,53.5,153.585,379.0123121473524,382.51131622314455,0.3404263818384473,0.8812636948029708,1.6801655458502802,1.6956093803460626,0.9580378035704294,0.9484602403640747,4488.725946325085,2054.448070907121,10.143719250180544,51.51905439546318,379.0123121473524,382.51131622314455,5.494279940923055,27.904962682723998,0.5567613070242566,0.39005310358595197,0.9492510483352417,1.6943342013509983,166.6489697265625,983.3733624305513
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,12,0.90975568745845,0.8476229804754257,0.6490948230028153,nan,1.6320892680775037,9.347220315933228,1000.0,nan,nan,0,0,0,30700,1.6789339758278685,1.6823390281947253,39.0,151.355,378.34680730646306,379.3751820373535,0.35342326611396996,0.8974922823390861,1.6789339758278685,1.6823390281947253,0.9483373490246859,0.9462044680118561,4838.519877731549,1869.072107648374,10.102040182790626,59.17848892153225,378.34680730646306,379.3751820373535,5.508304639296099,32.26805072784424,0.5710508726040163,0.39198678227054,0.9463156608608662,1.6821615136163584,160.0737025756836,854.0762803694437
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,13,0.9298190799320304,0.85103697737058,0.6206200567881266,nan,1.5601982754819534,9.8117635679245,1000.0,0.0,nan,0,215,0,30761,1.698389715133619,1.6699258566884612,24.352941176470587,151.735,382.9625674977022,376.86176330566406,0.3693782710079871,0.9148744683608596,1.698389715133619,1.6699258566884612,0.9254586591440088,0.9434672424197197,5274.493977990507,1700.5635023501045,10.26912787818631,67.2116974581435,382.9625674977022,376.86176330566406,5.636866092681885,36.893428821563724,0.5875767499491362,0.39336612545054417,0.9420564317483506,1.6721557442164228,163.7654326171875,859.558196191719
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,14,0.9563238262281405,0.8543456447124481,0.5962228232622147,nan,1.7108393907546997,10.230343828201294,1000.0,0.0,nan,0,312,0,30320,1.6569381443222484,1.6602565368110032,7.888888888888889,151.245,374.6034240722656,374.4347496032715,0.3802663495269336,0.9331830418032325,1.6569381443222484,1.6602565368110032,0.9411485923661126,0.939028003513813,5554.554401309462,1558.7343164144213,10.110909690780966,75.57315534216542,374.6034240722656,374.4347496032715,5.587141672770183,41.760626735687254,0.6014330264374532,0.3963668019682217,0.9391193207371178,1.6601136395267986,156.51676147460938,723.4757057893389
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,15,0.9855729654949971,0.8570976454019547,0.5753532322247823,nan,1.65324130281806,10.623138618469238,1000.0,0.0,nan,0,504,0,30746,1.68762302120319,1.6503851802195533,14.3125,152.585,380.0347900390625,372.3059434509277,0.39671990278154945,0.9529137614269416,1.68762302120319,1.6503851802195533,0.9107009917497635,0.9347366577386856,5928.20197777115,1439.8637181984598,10.147431724193567,84.21043173945327,380.0347900390625,372.3059434509277,5.644830256700516,46.84471952438354,0.6191974462397063,0.3980128599027371,0.9329562380358025,1.653143538810934,161.08349066162108,765.6479505680608
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,16,1.0081285330572478,0.8595513115326564,0.5571567459901174,nan,1.8309982744130222,10.955140681266785,1000.0,0.0,nan,0,508,0,30494,1.642546320857727,1.6450754698635854,6.909090909090909,152.09,370.95400446111506,371.1211152648926,0.40600763936150824,0.9737845975496277,1.642546320857727,1.6450754698635854,0.9291411313143644,0.9274922513961792,6218.261590746554,1348.2702864856553,10.037198183735555,93.08994066028295,370.95400446111506,371.1211152648926,5.620857108723033,52.130609073638915,0.633118422636756,0.40258891863189733,0.9275782119606344,1.6449436184936117,156.60943420410158,676.1098695906865
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,17,1.0289836639488716,0.8615916438897451,0.5414762224753698,nan,1.3671490140259266,11.2504532289505,1000.0,0.0,nan,0,508,0,30546,1.6598545287889916,1.6409030796390431,8.375,152.06,374.69925689697266,370.1540734863281,0.42889958137603573,0.9957690515404406,1.6598545287889916,1.6409030796390431,0.9069813191890717,0.9194608995318413,6618.140370180628,1268.5052681249726,9.92037134589246,102.15068916610582,374.69925689697266,370.1540734863281,5.592593729496002,57.58729021072388,0.6556473694417977,0.4026748000912699,0.9185364861731176,1.6423068906871876,160.05200561523438,719.1825990957692
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,18,1.0662555591174443,0.8636273107926051,0.527574241956075,nan,1.4977619722485542,11.562596831321716,1000.0,0.0,nan,0,394,0,30464,1.6771467578211754,1.6315384628330678,10.375,151.49,378.0973320007324,368.0151234436035,0.4500958659429904,1.0198844210373763,1.6771467578211754,1.6315384628330678,0.8844948783516884,0.9148299020528793,7019.591793663647,1200.5308255643001,9.941735000179177,111.35346061507451,378.0973320007324,368.0151234436035,5.642126530408859,63.195238494873045,0.6780112879807448,0.40404589904707616,0.9125828632601986,1.6349168550544093,159.30516400146485,704.8392676229568
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,19,1.1222783376745826,0.8652959781885147,0.5153985956311226,nan,1.685599527575753,11.800466547012329,1000.0,0.0,nan,0,528,0,30492,1.6114549113908732,1.6281693978106915,5.818181818181818,152.14,363.5904069380327,367.231031036377,0.4658049757625726,1.045993982549639,1.6114549113908732,1.6281693978106915,0.9174159981987693,0.906187117099762,7138.592543637235,1145.4279911275123,10.048434502321722,120.707980897493,363.5904069380327,367.231031036377,5.740825436332009,68.9623291015625,0.6978805784773993,0.40793934532791226,0.9067725090053974,1.6272980264807486,154.8914013671875,615.2202324110242
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,20,1.1407761263241802,0.8668229788541794,0.5044654808441797,nan,1.4008387486139933,12.047330589294434,1000.0,0.0,nan,0,347,0,30385,1.608917041896753,1.6210979159279801,9.2,151.235,362.4994608561198,365.6279293823242,0.4821979475193528,1.0737587570020193,1.608917041896753,1.6210979159279801,0.9082579374313354,0.8999925190210343,7405.6657005954185,1095.6491049105869,9.821281422714842,130.14388725592448,362.4994608561198,365.6279293823242,5.648581345876058,74.85055179595948,0.7188222713124194,0.4122476304309527,0.9005691761194273,1.620248087507197,157.1261555786133,660.4296129820973
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,21,1.1551349534952924,0.868143980105718,0.49471991797288256,nan,1.677864521741867,12.245760083198547,1000.0,0.0,nan,0,420,0,30390,1.6375415755996166,1.6169253008650764,5.833333333333333,151.6,369.3089065551758,364.7598078918457,0.49277470792507283,1.100568968174787,1.6375415755996166,1.6169253008650764,0.8776671588420868,0.8917970731854439,7798.408109441049,1054.9838163497964,9.876948443792244,139.6660891439511,369.3089065551758,364.7598078918457,5.718594670295715,80.86442462921143,0.7358924120249585,0.418181556505671,0.8909972667131784,1.6180922598123149,154.7673369140625,609.1553211665037
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,22,1.1701504452602853,0.8694399787982305,0.48606097638607026,nan,1.6622420204313177,12.380190649032592,1000.0,0.0,nan,0,645,0,30733,1.6549175567866383,1.6171143084760007,9.736842105263158,152.74,373.2693015650699,364.7744171142578,0.5095239744987357,1.1249189973894593,1.6549175567866383,1.6171143084760007,0.8543587452486942,0.8805286052823067,8163.798736855647,1019.5795627041149,9.952233996931932,149.22868713138695,373.2693015650699,364.7744171142578,5.800726689790425,86.97894649505615,0.755681983655025,0.4206026392021314,0.8782581608045047,1.6203940423476997,160.09400030517577,718.0561770821606
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,23,1.185041684039377,0.8705153133471807,0.47818294902642566,nan,1.755598613849053,12.467813692092896,1000.0,0.0,nan,0,334,0,30340,1.5746598031529144,1.6196428074391063,7.384615384615385,151.22,354.6495032677284,365.3437042236328,0.5296789986592556,1.1460881120445163,1.5746598031529144,1.6196428074391063,0.8989628645089957,0.8675097480416298,8179.110432046442,992.424400704821,10.130147938380912,158.77420169680173,354.6495032677284,365.3437042236328,5.943919365222637,93.16162586212158,0.77624264401336,0.420112174837222,0.8694294218166333,1.616897365862954,155.35836877441406,609.6266315151358
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,24,1.1999969351571185,0.8714333115021388,0.4710148904720942,nan,1.474072019259135,12.573610754013062,1000.0,0.0,nan,0,457,0,30473,1.6337036626453811,1.6181222046240953,7.666666666666667,151.79,368.251503499349,365.1804376220703,0.5463397133548574,1.1644889434133894,1.6337036626453811,1.6181222046240953,0.8461975594361623,0.857201956808567,8620.852239001273,961.2145231949174,9.883506969461132,168.26312191394143,368.251503499349,365.1804376220703,5.837991937001546,99.3896955871582,0.7935994053782701,0.4195792697777747,0.8564342081546783,1.619209283090697,157.1197201538086,643.1113764480052
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,25,1.2159234296139898,0.8725126447280248,0.4644111769398053,nan,1.3222787479559581,12.623281149864196,1000.0,0.0,nan,0,444,0,30414,1.5037530849894634,1.6199920062784416,5.833333333333333,151.72,339.1812388102214,365.5208441162109,0.569569697917957,1.180958070963542,1.5037530849894634,1.6199920062784416,0.9273015658060709,0.8443828272819519,8216.157346009888,943.4647533776188,9.698402987632157,177.7090645718541,339.1812388102214,365.5208441162109,5.7669732968012495,105.67135963439941,0.8141250471361909,0.4149810744493437,0.8490763407833172,1.6134124446960465,154.34868737792968,574.5736776552849
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,26,1.2305495134988929,0.8733569767077763,0.45834625671307244,nan,1.6556589649273799,12.709929995536804,1000.0,0.0,nan,0,453,0,30441,1.580283358220454,1.6165771272948666,6.615384615384615,151.775,356.6294673039363,364.6694551086426,0.5873994635733902,1.1958475581781256,1.580283358220454,1.6165771272948666,0.8613794262592609,0.8352291589975357,8684.344483750248,920.5443079366472,9.955344748637977,187.0649316359811,356.6294673039363,364.6694551086426,5.959355794466459,111.97869209289551,0.8307787014152843,0.4123362918904612,0.8368251846989555,1.6143620146283533,155.14014819335938,594.0106797521654
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,27,1.2442307896148301,0.8741056454181672,0.45309166332085926,nan,1.7326078099362991,12.778783736228943,1000.0,0.0,nan,0,645,0,30723,1.600933256480517,1.6132195328813868,10.470588235294118,152.725,361.4426538803998,363.84835708618164,0.6024630728546895,1.210458036146872,1.600933256480517,1.6132195328813868,0.8349079700077281,0.8259665337204933,9223.75049074783,898.1788826733376,9.730827174899915,196.3616003963903,361.4426538803998,363.84835708618164,5.863920408136704,118.3300016784668,0.8456610581715625,0.410833483023778,0.826667014904286,1.61225701353201,157.82839306640625,672.8790697547614
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,28,1.2595019188718002,0.8748596437772115,0.4480393652121226,nan,1.657645369277281,12.71987515926361,1000.0,0.0,nan,0,594,0,30644,1.506641479506597,1.619520727000979,8.705882352941176,152.48,339.79487699620864,365.3074591064453,0.6180335855957246,1.2238136234019423,1.506641479506597,1.619520727000979,0.8925098566447988,0.8095354691147805,8935.87639878247,882.8883990906527,9.690953529058046,205.5835004186361,339.79487699620864,365.3074591064453,5.878954719094669,124.71591018676757,0.8603456007182119,0.408808025791279,0.8160357667553809,1.6106776523124793,157.67600946044922,656.975157194865
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,29,1.276948141467331,0.875651643673579,0.4432216124733289,nan,1.5063231997191906,12.657344136238098,1000.0,0.0,nan,0,702,0,30716,1.5709106165811875,1.624381710028282,7.125,153.01,354.0387306213379,366.4874627685547,0.6316494622146094,1.2367410078492949,1.5709106165811875,1.624381710028282,0.8336621504276991,0.793962017595768,9538.148781922324,868.6483767680583,9.534611363146077,214.62662763021325,354.0387306213379,366.4874627685547,5.822800308465958,131.0727774810791,0.8736860804684835,0.40804942083410506,0.796902768175911,1.6204208882914601,157.92422448730468,652.6801117287376
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,30,1.2913494134660426,0.8761626456181208,0.4391104809443156,nan,1.6131202361800454,12.644434289932251,1000.0,0.0,nan,0,667,0,30837,1.5421685094558855,1.6235624029134874,12.045454545454545,152.86,347.93721147017044,366.13877212524415,0.6569166335575337,1.249512644360403,1.5421685094558855,1.6235624029134874,0.8434945859692313,0.7824555504322052,9444.24755686178,860.2384313904433,9.682387584344877,223.48996468794948,347.93721147017044,366.13877212524415,5.952599460428411,137.39857360839844,0.8939550378786814,0.4017104582383644,0.7885044638638024,1.6154963413996712,161.76474615478514,759.6422650580955
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,31,1.3053578915811332,0.8767533123493194,0.4352348664402962,nan,2.0212542911370597,12.559069390296935,1000.0,0.0,nan,0,459,0,30429,1.5380664207632657,1.6273369950326027,5.583333333333333,151.81,346.4720815022786,367.138468170166,0.6671698566380578,1.2621169763468982,1.5380664207632657,1.6273369950326027,0.8349786748488744,0.7673599287867546,9664.94339267427,844.5305757869078,9.763038391479851,232.2160990817978,346.4720815022786,367.138468170166,6.042330702145894,143.71821647644043,0.905148704521594,0.4023341368165595,0.7711874049789501,1.6222839436588665,155.1707172241211,569.7708717389455
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,32,1.3265376264738211,0.8773729779322942,0.43155331939458846,nan,1.836804632957165,12.528552813529968,1000.0,0.0,nan,0,433,0,30423,1.4244448970750538,1.6254392111099287,6.846153846153846,151.67,321.2242455115685,366.61706909179685,0.6860760015309487,1.2746556622232816,1.4244448970750538,1.6254392111099287,0.9101985463729272,0.7564236295223236,9197.12865354003,834.7707269177126,9.620122066046603,240.74882723653246,321.2242455115685,366.61706909179685,5.993705125955435,149.99575576782226,0.9215078658078819,0.3992868507663926,0.7658089530859755,1.6131719525068609,154.99865802001952,573.0336357591259
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,33,1.3412371742174063,0.877829312880834,0.4282280205686887,nan,1.8226641515890758,12.491554050445556,1000.0,0.0,nan,0,414,0,30396,1.5133100238379915,1.6230625469054083,6.333333333333333,151.6,341.1894276936849,366.1537014770508,0.6999803372442532,1.2872958838001591,1.5133100238379915,1.6230625469054083,0.8305744379758835,0.7457620704174042,9620.452579195551,825.602446262545,9.790151443027067,249.1340196570752,341.1894276936849,366.1537014770508,6.140440066655477,156.25830970764162,0.9349065558666155,0.39798010386863186,0.7505627704678841,1.6168501399393282,154.65002685546875,561.1318404057112
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,34,1.3587412777731878,0.8783086440960566,0.425277445713679,nan,1.9895977092825847,12.419287037849426,1000.0,0.0,nan,0,1002,0,31354,1.536564639896462,1.6224177447362325,15.130434782608695,155.03,346.8301073157269,365.9637840270996,0.7125320239337236,1.2999666605124873,1.536564639896462,1.6224177447362325,0.8006706730179165,0.7336600548028946,9972.461371029442,811.2899125113623,10.00418321427477,257.3682373106494,346.8301073157269,365.9637840270996,6.316653002863345,162.5026065826416,0.947505878565229,0.39813190126144327,0.7405714638564619,1.613562940201189,162.33969854736327,783.2491880718992
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,35,1.3764362574511657,0.8787356440226237,0.4223081530133883,nan,1.8544582227865856,12.278146719932556,1000.0,0.0,nan,0,384,0,30390,1.5071678682818532,1.6259148162289472,8.0,151.47,339.7292938232422,366.7120362854004,0.7243947938847126,1.3126394465861815,1.5071678682818532,1.6259148162289472,0.811792771021525,0.7181761375069619,10125.096509451616,805.1787560892164,9.510024196443927,265.4235916661585,339.7292938232422,366.7120362854004,6.04480508963267,168.70975769042968,0.9596926549653001,0.39817438982510595,0.7234751922342012,1.6191932908734517,154.83831756591798,565.0738186625254
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,36,1.3966928517231991,0.8791736435890197,0.4195576645930608,nan,1.397120714187622,12.156937170028687,1000.0,0.0,nan,0,469,0,30461,1.4779828906729755,1.6269174855385236,6.583333333333333,151.91,333.04379018147785,367.1176678466797,0.7387508327765631,1.3252594540053158,1.4779828906729755,1.6269174855385236,0.8230909158786138,0.7044951738417149,10611.632901290006,799.1550820802289,9.385827433593079,273.25217920283876,333.04379018147785,367.1176678466797,6.005767862002055,174.84757392883301,0.9733542812680641,0.3961606508531091,0.7112081403721053,1.6184872254517946,154.84011810302735,574.3412224630516
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,37,1.4140295505410596,0.8795673110087713,0.41711375455061594,nan,1.9370879964395002,11.993846530914306,1000.0,0.0,nan,0,79,0,30189,1.462403118955875,1.630032677581901,13.454545454545455,150.205,329.7589416503906,367.88122314453125,0.7543547587187261,1.337630129719388,1.462403118955875,1.630032677581901,0.8237935467199846,0.6889695942401886,10137.4251318951,792.3843585263248,9.947541600001015,280.8711740185043,329.7589416503906,367.88122314453125,6.407771804115989,180.9249422454834,0.9876649071189908,0.39348487957842565,0.6959983310993249,1.6212936958525825,154.4071859741211,539.9770963122221
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,38,1.4279460083952187,0.8798569770654042,0.4150286125143369,nan,1.9451048125823338,11.904408955574036,1000.0,0.0,nan,0,511,0,30891,1.5412379316933922,1.6270667060680515,17.083333333333332,152.405,347.95406341552734,366.9121174621582,0.764703337543147,1.3501776406560273,1.5412379316933922,1.6270667060680515,0.7479286243518194,0.6782030165195465,10929.422751145654,784.1943510549047,9.671007549157764,288.2519434116431,347.95406341552734,366.9121174621582,6.271310329437256,186.92130897521972,0.9988930587882991,0.39509551252566155,0.6856736173587186,1.6178707659564806,163.4666420288086,838.2900324769531
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,39,1.4397215614170191,0.8801766441265741,0.412681400179863,nan,1.7996287941932678,11.675058882236481,1000.0,0.0,nan,0,323,0,30335,1.388753429585883,1.6330867490485435,8.23076923076923,151.14,312.97371262770434,368.28905609130857,0.777221146034856,1.3625315743436064,1.388753429585883,1.6330867490485435,0.8604654761461111,0.6599790205061435,10075.612284984825,781.1146738665853,9.305552037593525,295.45265850385164,312.97371262770434,368.28905609130857,6.07468843460083,192.87225952148438,1.0113453173583562,0.3944695732260764,0.6722152830569397,1.6181743868278173,155.45293896484375,574.4117889562395
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,40,1.4616834318642193,0.8804756446679434,0.410707458058993,nan,2.0481136957804362,11.534086470603944,1000.0,0.0,nan,0,415,0,30651,1.4362198260354346,1.6322239747166618,15.066666666666666,152.125,323.61521809895834,368.18072509765625,0.789472403806804,1.3750733928264218,1.4362198260354346,1.6322239747166618,0.8096732179323832,0.6472266457974911,10605.88226856697,779.1654358843388,9.796136246728244,302.3711545825297,323.61521809895834,368.18072509765625,6.4377184549967446,198.7089923095703,1.023712799414651,0.3940363275393129,0.658560127574344,1.618549266669134,156.98074658203126,629.8426424107446
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,41,1.478660260880901,0.8807099769512813,0.40915820171435674,nan,2.508017094238945,11.37329219341278,1000.0,0.0,nan,0,579,0,30847,1.4254282145518018,1.632053271197368,14.26086956521739,152.595,321.51941050653875,368.1486317443848,0.7997200710596181,1.3876476183411797,1.4254282145518018,1.632053271197368,0.8067441193953805,0.6337739470601081,10599.578834093785,774.468490529065,9.898756505463162,309.0778123872528,321.51941050653875,368.1486317443848,6.5486699187237285,204.47503395080565,1.0348910899722426,0.39730314267341205,0.6516139199915488,1.610742166700292,162.0493455810547,797.3680225799402
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,42,1.4942609127968773,0.880976979136467,0.407275711496671,nan,1.7179105537278312,11.195189793109893,1000.0,0.0,nan,0,625,0,30691,1.4054174114966853,1.6323594936773147,9.071428571428571,152.82,316.4870387486049,368.33134170532225,0.8149553207590053,1.4000943424681926,1.4054174114966853,1.6323594936773147,0.8116715167249952,0.6197842253744602,10657.400332596162,770.5627333998626,9.178297403924534,315.56093348677246,316.4870387486049,368.33134170532225,6.112654958452497,210.16044914245606,1.0490109294426802,0.3958325157424193,0.6323375995749625,1.6175128154038156,156.19417376708984,606.6323026726376
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,43,1.5275600816606185,0.8811136448383331,0.40579027275244395,nan,2.1862366464402943,11.02756994485855,1000.0,0.0,nan,0,477,0,30747,1.3718526772821797,1.6313781539026453,14.88888888888889,152.395,309.0214097764757,368.07253341674806,0.8364348755442775,1.4126299015144008,1.3718526772821797,1.6313781539026453,0.8283939725822873,0.6067509217560292,10142.348668686205,763.6898366964455,9.777246786008545,321.81147487766526,309.0214097764757,368.07253341674806,6.555104653040568,215.75684265136718,1.066912885932327,0.3922014511089159,0.6250517241178303,1.6099494448238914,158.35378411865236,670.6004867512816
