algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_dp_honest,sigma_dp_attacker,noise_norm_honest,noise_norm_attacker,eps_n_honest,eps_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_n_honest,sigma_n_attacker,trust_honest,trust_attacker,nsr_honest,nsr_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,5.535000063865907,0.5765113170693318,7.559287005654645e+25,0.08058732285326178,0.7103266971451896,22553055220203.52,1000.0,0.31062409812409814,0.04663548674268358,1763,607,28681,41,0.8043610540946782,0.0,181.5217274257115,0.0,3.6216352113796075,0.0,181.5217274257115,0.0,0.8043610540946782,0.0,0.2996286980009505,0.0,3545.5794632786883,0.0,3.6216352113796075,1.0483207086131128,0.2996286980009505,0.8043610540946782,8.471013946533203,165.46037495300547
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,5.535000063865907,0.5744119852532943,1.2522615442669178e+27,0.2051247258573662,0.6451652736868709,86469079078010.88,1000.0,0.325566813647309,0.14136968258057064,5571,658,24918,53,0.7867935190191924,0.0,177.3634729385376,0.0,3.6620759376976117,0.0,177.3634729385376,0.0,0.7867935190191924,0.0,0.33533409982919693,0.0,2833.5631783865065,0.0,3.6620759376976117,1.037044658009741,0.33533409982919693,0.7867935190191924,9.459385223388672,151.123369513947
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,5.535000063865907,0.5735513186703126,1.420034160156933e+28,0.12450967683691672,1.1047170819605099,371826678499901.44,1000.0,0.13269300144300145,0.06690574782579876,2355,407,27886,120,0.723246553502373,0.0,163.06410845588235,0.0,3.712496576879262,0.0,163.06410845588235,0.0,0.723246553502373,0.0,0.4379565005793291,0.0,4148.22785529688,0.0,3.712496576879262,1.047754570441791,0.4379565005793291,0.723246553502373,9.240299479166667,235.06624513348987
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,5.535000063865907,0.5751706513514121,3.263999806855196e+29,0.17334043974118432,0.46082345404746855,1405269296640163.8,1000.0,0.44741532976827086,0.10312405372600034,5198,655,25315,6,0.8086697410970859,0.0,182.11171098188922,0.0,3.723257728564498,0.0,182.11171098188922,0.0,0.8086697410970859,0.0,0.25111167526549916,0.0,1635.9357707153395,0.0,3.723257728564498,1.0536297137483257,0.25111167526549916,0.8086697410970859,6.67742940266927,59.98431159289579
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,5.535000063865907,0.5646916527921955,5.0962038444031e+30,0.23557422486419888,0.4813393722724868,6052128068867195.0,1000.0,0.3586868686868686,0.17062038917692574,3197,544,27178,79,0.7826148171511309,0.0,176.57284355163574,0.0,3.7709544527376284,0.0,176.57284355163574,0.0,0.7826148171511309,0.0,0.2957482207857538,0.0,2741.132500658405,0.0,3.7709544527376284,1.0429467264056056,0.2957482207857538,0.7826148171511309,9.417218322753905,146.19373336844828
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,5.726395907954679,0.5582556526611249,7.1875695235010555e+31,0.23053414469235972,0.6641381999943405,2.280824281401131e+16,1000.0,0.3334967320261438,0.15076479076479077,5174,547,25199,78,0.7468507383343967,0.0,168.46832847595215,0.0,3.7979287735313103,0.0,168.46832847595215,0.0,0.7468507383343967,0.0,0.351557127898559,0.0,3525.754494639792,0.0,3.7979287735313103,1.0546407735200738,0.351557127898559,0.7468507383343967,8.984977518717448,188.04023971412224
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,5.726395907954679,0.5474079855034749,inf,0.1434314930035174,0.7152070175590259,9.8235499808188e+16,1000.0,0.3117063492063492,0.12138850339592779,2641,694,27888,21,0.731949537517858,0.0,165.22224971226282,0.0,3.842440520967531,0.0,165.22224971226282,0.0,0.731949537517858,0.0,0.3689023668744734,0.0,2982.110665709238,0.0,3.842440520967531,1.0613210266512045,0.3689023668744734,0.731949537517858,7.710371653238933,139.16516439976442
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,5.726395907954679,0.5543839866667986,inf,0.17628560858305586,0.8188192546367645,3.7275813869682426e+17,1000.0,0.3191919191919192,0.10566188197767146,6234,121,23778,3,0.7024831077972522,0.0,158.564013671875,0.0,3.8472562588493564,0.0,158.564013671875,0.0,0.7024831077972522,0.0,0.40911024808883667,0.0,3992.6190201249483,0.0,3.8472562588493564,1.063091494919447,0.40911024808883667,0.7024831077972522,2.642733561197917,66.5436503354158
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,5.726395907954679,0.5547836511085431,inf,0.15269895449263743,0.7460873868316412,1.5906020930413082e+18,1000.0,0.20214285714285712,0.13113456047161093,2379,578,28015,30,0.7432997294485099,0.0,167.55380350748698,0.0,3.8763118743348213,0.0,167.55380350748698,0.0,0.7432997294485099,0.0,0.3225499302148819,0.0,2535.848886507716,0.0,3.8763118743348213,1.0728759368407836,0.3225499302148819,0.7432997294485099,8.37769017537435,126.79244432538577
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,5.726395907954679,0.5470743192732335,nan,0.21192878854768085,0.46232222619333435,6.052285861885431e+18,1000.0,0.4578459499273979,0.14732355854976129,5405,827,25256,20,0.7809275562072352,0.0,176.20271628243583,0.0,3.899250159849562,0.0,176.20271628243583,0.0,0.7809275562072352,0.0,0.1936688703218741,0.0,1412.1501348797171,0.0,3.899250159849562,1.0725346712127568,0.1936688703218741,0.7809275562072352,8.222793426513672,65.90033962772013
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,5.726395907954679,0.5507909855991602,nan,0.39734579587256436,0.9577375298055509,nan,1000.0,0.2597916666666667,0.2947878787878788,11610,300,18540,48,0.7126096291618991,0.0,160.78442764282227,0.0,3.927383248155687,0.0,160.78442764282227,0.0,0.7126096291618991,0.0,0.3488335165505608,0.0,3075.3407228500528,0.0,3.927383248155687,1.076180047345548,0.3488335165505608,0.7126096291618991,6.43137710571289,123.01362891400211
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,86,6.0945150968835184,0.5490646530936162,nan,0.4333255187892393,nan,nan,1000.0,0.50690031982377,0.324681493089201,11569,438,18730,17,nan,0.0,nan,0.0,3.9468967364956007,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.9468967364956007,1.0802898775684346,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,6.0945150968835184,0.5467826531579097,nan,0.46035419874120853,nan,nan,1000.0,0.7584771144963584,0.3190842125114982,11551,524,18837,14,nan,0.0,nan,0.0,3.9772443593272615,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.9772443593272615,1.0731141512501141,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,6.0945150968835184,0.5472683183352153,nan,0.4275600671123059,0.8634872436523438,nan,1000.0,0.44123687144282114,0.3024839190376724,11599,318,18590,23,0.7069572070382296,0.0,159.36443634033202,0.0,4.005649127335193,0.0,159.36443634033202,0.0,0.7069572070382296,0.0,0.32327680215239524,0.0,2466.1315861660755,0.0,4.005649127335193,1.0808099023672295,0.32327680215239524,0.7069572070382296,5.312147878011068,82.20438620553584
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,6.0945150968835184,0.5339466524124146,nan,0.4423173452022182,nan,nan,1000.0,0.6217640079058283,0.3169235570357864,11525,629,18950,22,nan,0.0,nan,0.0,4.044036363622929,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.044036363622929,1.0797200620035052,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,6.0945150968835184,0.5234336526195208,nan,0.39701926642156476,nan,nan,1000.0,0.44256637186488057,0.290680073555592,11436,954,19244,102,nan,0.0,nan,0.0,4.093569611119958,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.093569611119958,1.0770699562079507,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,6.0945150968835184,0.5179573178788026,nan,0.3738731290762954,nan,nan,1000.0,0.3874908424908424,0.2691995073891626,11624,248,18505,33,nan,0.0,nan,0.0,4.11524015783331,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.11524015783331,1.0765903586521868,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,6.130244227204767,0.4993426528573036,nan,0.4104600139345902,nan,nan,1000.0,0.301414977887113,0.360812543068788,11567,451,18717,89,nan,0.0,nan,0.0,4.151232522175918,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.151232522175918,1.086435914055051,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,6.130244227204767,0.4897206535438697,nan,0.4033447087150795,nan,nan,1000.0,0.4090368212441715,0.2947199669983426,11534,587,18874,47,nan,0.0,nan,0.0,4.177438232074608,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.177438232074608,1.095105756988155,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,6.130244227204767,0.4791779867808024,nan,0.45512977312097824,nan,nan,1000.0,0.48956894442787857,0.3243905433645247,11570,450,18746,20,nan,0.0,nan,0.0,4.2125171778360855,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.2125171778360855,1.0718539141916448,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,6.130244227204767,0.4638276536266009,nan,0.4038625458569522,nan,nan,1000.0,0.39015480920888934,0.3331354747807834,11475,768,19081,80,nan,0.0,nan,0.0,4.253212088211009,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.253212088211009,1.067913653057852,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,96,6.143482691249439,0.4444683215022087,nan,0.37201171448405806,nan,nan,1000.0,0.3870698358228072,0.30163723532035525,11460,797,19079,118,nan,0.0,nan,0.0,4.288015663128437,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.288015663128437,1.0685918014348355,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,97,6.454943701096658,0.43065665394067765,nan,0.44703349158133815,nan,nan,1000.0,0.42746856382907295,0.3393153452103514,11501,760,19066,61,nan,0.0,nan,0.0,4.322536971890513,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.322536971890513,1.0663735557066656,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,98,6.454943701096658,0.4234556538860003,nan,0.367919508636194,nan,nan,1000.0,0.4639063639063639,0.2566994610709781,11618,254,18521,15,nan,0.0,nan,0.0,4.338113279127557,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.338113279127557,1.066030807257699,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,99,6.454943701096658,0.418299320936203,nan,0.41376502920294467,nan,nan,1000.0,0.43623046590961034,0.3025605505229652,11582,412,18698,38,nan,0.0,nan,0.0,4.3483955263531415,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.3483955263531415,1.0661375347700202,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,100,6.454943701096658,0.4017883212864399,nan,0.36417055521099984,nan,nan,1000.0,0.33015162650095775,0.2717228863785,11573,413,18680,52,nan,0.0,nan,0.0,4.38566382057986,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.38566382057986,1.0629775405561905,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,101,6.454943701096658,0.38885032206773756,nan,0.4398604773583386,nan,nan,1000.0,0.45596738571442824,0.35054801683792186,11580,417,18695,44,nan,0.0,nan,0.0,4.411625075102792,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.411625075102792,1.0584780941636416,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,102,6.454943701096658,0.3727113217115402,nan,0.4249055961698464,nan,nan,1000.0,0.5740676031834568,0.3050069058206144,11447,941,19306,32,nan,0.0,nan,0.0,4.435855986398175,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.435855986398175,1.0536435585490693,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,103,6.454943701096658,0.3556939888000488,nan,0.42867029965565495,nan,nan,1000.0,0.47265489563017277,0.32981079167119665,11512,696,19000,76,nan,0.0,nan,0.0,4.484842201682808,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.484842201682808,1.0136970436063881,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,104,6.454943701096658,0.340690988500913,nan,0.4185226776233193,nan,nan,1000.0,0.546495376705947,0.3067350762952451,11493,734,19067,30,nan,0.0,nan,0.0,4.51546776096563,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.51546776096563,1.0105235532889894,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,105,6.454943701096658,0.33831732263167696,nan,0.45894805520893567,nan,nan,1000.0,0.4311001642036124,0.3324860574860575,11638,182,18429,11,nan,0.0,nan,0.0,4.523169372854131,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.523169372854131,1.0059056218903246,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,106,6.454943701096658,0.3272839894890785,nan,0.37829609869354264,nan,nan,1000.0,0.32267340798098637,0.2958200411273969,11544,543,18818,101,nan,0.0,nan,0.0,4.535830553920681,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.535830553920681,1.009099402560408,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,107,6.454943701096658,0.32151332328716914,nan,0.3734595857618368,nan,nan,1000.0,0.42882177535255406,0.28249030261684377,11528,594,18870,40,nan,0.0,nan,0.0,4.551175415370197,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.551175415370197,1.0044818949532788,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,108,6.454943701096658,0.3121949896216393,nan,0.44305245992873965,nan,nan,1000.0,0.6047359789295274,0.3140866474095127,11547,543,18858,26,nan,0.0,nan,0.0,4.571291719630063,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.571291719630063,1.0031124759512804,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,109,6.454943701096658,0.2907969906926155,nan,0.28906159231200085,nan,nan,1000.0,0.33838296585520145,0.21077478686578585,11334,1264,19584,72,nan,0.0,nan,0.0,4.608316870779014,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.608316870779014,0.9802480559644913,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,110,6.454943701096658,0.271281991203626,nan,0.2996293241968967,nan,nan,1000.0,0.2990000504643017,0.24401158229363012,11424,936,19220,134,nan,0.0,nan,0.0,4.652683106710224,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.652683106710224,0.968804239293559,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,111,6.454943701096658,0.2662123241027196,nan,0.37598638842510534,nan,nan,1000.0,0.38521918121075915,0.2971085339189334,11564,485,18758,39,nan,0.0,nan,0.0,4.666175457080115,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.666175457080115,0.964133250732331,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,112,6.454943701096658,0.26629299104213716,nan,0.4782134616887429,nan,nan,1000.0,0.7259931385385106,0.3374044647770057,11593,365,18654,6,nan,0.0,nan,0.0,4.666175457080115,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.666175457080115,0.964133250732331,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,113,6.454943701096658,0.2566883248090744,nan,0.3612186145345644,nan,nan,1000.0,0.38897712698556086,0.3006139168691234,11562,444,18699,57,nan,0.0,nan,0.0,4.681441628772487,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.681441628772487,0.9630268744845322,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,114,6.454943701096658,0.2527213246623675,nan,0.40658352360094735,nan,nan,1000.0,0.5887573494510492,0.29037490434394697,11459,854,19203,16,nan,0.0,nan,0.0,4.68899480547607,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.68899480547607,0.9638777272953447,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,115,6.454943701096658,0.24410432438055674,nan,0.43700126947813195,nan,nan,1000.0,0.4343563764272764,0.3137319687967582,11543,589,18881,45,nan,0.0,nan,0.0,4.701961911856599,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.701961911856599,0.9614422022404533,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,116,6.454943701096658,0.23417865733305612,nan,0.29711864481031813,nan,nan,1000.0,0.30038794202611674,0.2588618622016915,11516,657,18879,124,nan,0.0,nan,0.0,4.717228248235163,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.717228248235163,0.9584318392481155,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,117,6.454943701096658,0.2263753248254458,nan,0.4443611548776895,nan,nan,1000.0,0.45088969980051574,0.32598136027251884,11586,411,18700,29,nan,0.0,nan,0.0,4.744421337075289,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.744421337075289,0.9376445585489579,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,118,6.454943701096658,0.22105132500330607,nan,0.38352886578836715,nan,nan,1000.0,0.39018353464471367,0.3112336663426331,11397,1139,19446,124,nan,0.0,nan,0.0,4.759679557749199,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.759679557749199,0.9261181114833763,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,119,6.454943701096658,0.21530732562144597,nan,0.35964150597671624,nan,nan,1000.0,0.34120842678341,0.26740070910080344,11490,753,19026,77,nan,0.0,nan,0.0,4.768917807114595,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.768917807114595,0.9255902396738356,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,120,6.454943701096658,0.21236365854740144,nan,0.38371670884153897,nan,nan,1000.0,0.4165470346699281,0.3049236216600614,11447,905,19217,81,nan,0.0,nan,0.0,4.773125562114808,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.773125562114808,0.9279784197922523,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,121,6.454943701096658,0.21304265777269998,nan,0.3843426430534846,nan,nan,1000.0,0.3832689764388002,0.2909966567410194,11537,576,18844,65,nan,0.0,nan,0.0,4.773125562114808,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.773125562114808,0.9279784197922523,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,122,6.454943701096658,0.20684965868790944,nan,0.4093399005640301,nan,nan,1000.0,0.45800725329261316,0.32374550458141793,11562,479,18769,32,nan,0.0,nan,0.0,4.776580183423798,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.776580183423798,0.9303323370150492,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,123,6.454943701096658,0.20731932590405147,nan,0.3885416643961571,nan,nan,1000.0,0.37436656002964247,0.2729862953138815,11611,289,18553,19,nan,0.0,nan,0.0,4.776580183423798,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.776580183423798,0.9303323370150492,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,124,6.514207617870924,0.20081332524617512,nan,0.4774530060626052,nan,nan,1000.0,0.5187049137049137,0.3351381678563703,11600,326,18605,19,nan,0.0,nan,0.0,4.786694382564854,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.786694382564854,0.92906861969325,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,125,6.514207617870924,0.1971453258395195,nan,0.4204652645632914,nan,nan,1000.0,0.5644689429027241,0.29974314769083404,11492,702,19032,18,nan,0.0,nan,0.0,4.791950422506646,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.791950422506646,0.9301203145463209,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,126,6.514207617870924,0.197759992480278,nan,0.4191571110288261,nan,nan,1000.0,0.485369532428356,0.32256897562025993,11607,281,18543,9,nan,0.0,nan,0.0,4.791950422506646,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.791950422506646,0.9301203145463209,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,127,6.514207617870924,0.19226465890804925,nan,0.3948401281165409,nan,nan,1000.0,0.38571891696891697,0.29775928710819166,11550,538,18806,52,nan,0.0,nan,0.0,4.80774364993658,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.80774364993658,0.9202723808259009,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,128,6.514207617870924,0.1857346581419309,nan,0.3510796893000283,nan,nan,1000.0,0.4482409219103691,0.24887501733196535,11569,427,18704,24,nan,0.0,nan,0.0,4.82215370503781,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.82215370503781,0.9142631401206875,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,129,6.514207617870924,0.18303632537523906,nan,0.38162726341260916,nan,nan,1000.0,0.4089419262284537,0.28903451562156557,11495,739,19038,54,nan,0.0,nan,0.0,4.823552680107768,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.823552680107768,0.9156645878449235,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,130,6.514207617870924,0.1823206587632497,nan,0.4523062700733081,nan,nan,1000.0,0.48032246957557095,0.32400791412888186,11575,430,18715,22,nan,0.0,nan,0.0,4.828267784822763,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.828267784822763,0.9148332634993465,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,131,6.514207617870924,0.18000065902868906,nan,0.4176790104426454,nan,nan,1000.0,0.5912094669252675,0.3261788134466153,11562,495,18793,12,nan,0.0,nan,0.0,4.835181809421996,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.835181809421996,0.9139507479775024,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,132,6.514207617870924,0.17265065918366115,nan,0.3666824793195206,nan,nan,1000.0,0.22959994026786223,0.32946770662287905,11601,340,18538,105,nan,0.0,nan,0.0,4.850614626257429,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.850614626257429,0.9040481316528131,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,133,6.514207617870924,0.17122365921735763,nan,0.41282662406566106,nan,nan,1000.0,0.4431132262583613,0.29650363922261025,11496,743,19054,43,nan,0.0,nan,0.0,4.858466660877089,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.858466660877089,0.8973902104908891,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,134,6.514207617870924,0.16720432658990225,nan,0.41167526570602786,nan,nan,1000.0,0.5459378445856247,0.29543067640326254,11500,711,19037,26,nan,0.0,nan,0.0,4.86886115046396,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.86886115046396,0.8897076839436919,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,135,6.874636222084064,0.16466499298810958,nan,0.42526760321823787,nan,nan,1000.0,0.3616921207577492,0.31487594398778607,11566,495,18759,52,nan,0.0,nan,0.0,4.8702601255339175,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.8702601255339175,0.8925260360379256,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,136,6.874636222084064,0.16474765926599502,nan,0.42066745055327837,nan,nan,1000.0,0.5461267451463528,0.2960964815701391,11532,567,18881,14,nan,0.0,nan,0.0,4.8702601255339175,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.8702601255339175,0.8925260360379256,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,137,6.874636222084064,0.1604363265633583,nan,0.43745124525057144,nan,nan,1000.0,0.524131300410825,0.3411157559971825,11461,875,19225,41,nan,0.0,nan,0.0,4.882323023106461,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.882323023106461,0.8816428776379328,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,138,6.874636222084064,0.1547056594491005,nan,0.4124979401199843,nan,nan,1000.0,0.4718292829747938,0.2961547174980651,11574,431,18711,32,nan,0.0,nan,0.0,4.891797268639174,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.891797268639174,0.8822058161490702,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,139,6.874636222084064,0.1466979933778445,nan,0.3962168540563124,nan,nan,1000.0,0.458759999900086,0.2862087780185167,11487,750,19064,35,nan,0.0,nan,0.0,4.904213864612827,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.904213864612827,0.8776235746266294,nan,nan,nan,nan
