algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_kept_honest,balance_kept_attacker,balance_local_norm_honest,balance_local_norm_attacker,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,nsr_honest,nsr_attacker,balance_threshold_honest,balance_threshold_attacker,noise_norm_honest,noise_norm_attacker,sigma_n_honest,sigma_n_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,39,4.684838377894713,0.7814784799516201,0.6188539278507232,nan,0.716638620197773,6.138851625919342,1000.0,nan,nan,0,0,0,11194,36.4,104.66,5.77340190410614,102.96973533630371,0.6499461278319358,0.6243848276138305,2.330402129114554,4.130809152067827,206.3066207885742,210.06759094238282,5808.880266471921,924.2183765681664,8.84402425424663,157.73487657596553,206.3066207885742,210.06759094238282,0.9140632550942541,0.931369709128034,0.9140632550942541,0.931369709128034,2.6904835337052084,1.1804485362862898,0.6286450443168481,0.9284853001224038,50.26578302001953,417.1988859725101
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,40,4.799006968729102,0.7821292302012444,0.6169092585146427,nan,0.8740872107446194,6.20548971414566,1000.0,nan,nan,0,0,0,11506,38.5,105.82,5.8601475556691485,106.03931350708008,0.6441956969598929,0.6265536077320576,2.3703955471484024,4.16912665252474,205.07849820454916,207.63155792236327,5780.98027834779,903.6767655975389,8.91725916294292,161.35771855922394,205.07849820454916,207.63155792236327,0.9088228028291625,0.9206486488925301,0.9088228028291625,0.9206486488925301,2.7301417682236697,1.1766489831562457,0.6299682056471225,0.9183597754609104,51.37007949829101,458.2224064802017
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,41,4.844814299535405,0.7831049798429013,0.6143896748125554,nan,1.0578469475110372,6.041197471618652,1000.0,nan,nan,0,0,0,11824,38.03333333333333,106.83,5.91067271232605,109.14220275878907,0.6414921561876933,0.6057593974471093,2.4068509332688324,4.2043266623737345,203.2825200398763,208.7052423095703,5888.570549138176,889.9154961033277,8.934380674084085,164.975804703514,203.2825200398763,208.7052423095703,0.9015740703581894,0.9252881246344385,0.9015740703581894,0.9252881246344385,2.7663460790898124,1.1751058272223056,0.6140054186949363,0.9198156505706887,53.93799966430664,531.297332168956
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,42,4.894884406092121,0.7833467310667038,0.6127701599895954,nan,0.782505741890739,5.634009838104248,1000.0,nan,nan,0,0,0,10904,32.705882352941174,103.48,5.817077047684613,112.16266891479492,0.6979439153390772,0.5612442888319492,2.4458451261578738,4.236426224475246,193.1067262537339,213.2384587097168,5711.8552941491025,900.9863437913259,8.734480111848045,168.41492606978946,193.1067262537339,213.2384587097168,0.8555118096473037,0.945329864513718,0.8555118096473037,0.945329864513718,2.803961345821348,1.1682210638459456,0.5811066277261473,0.9322793779091961,49.21332043457031,374.4003487593347
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,43,4.927715551859636,0.7841924814879895,0.6105791193246841,nan,0.9257218170166016,5.713141832351685,1000.0,nan,nan,0,0,0,11320,33.64,104.79,5.941835823059082,114.98013076782226,0.704586992263794,0.5656654552370309,2.4902323681179324,4.269708465210069,190.00615112304686,210.56948165893556,5652.649888561207,904.0731103049108,8.862527492531754,171.49827096705164,190.00615112304686,210.56948165893556,0.8426779429552882,0.9330476662441392,0.8426779429552882,0.9330476662441392,2.846127587536359,1.1637370367282425,0.5934497626423836,0.914973721586369,51.61420388793945,463.4471164890424
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,44,4.9711474529875295,0.784768230766058,0.608690093755722,nan,0.947634306218889,5.764489850997925,1000.0,nan,nan,0,0,0,11092,28.85185185185185,103.13,5.960518519083659,117.83704727172852,0.6674648699937044,0.5674505960941315,2.548209215990027,4.307032695989038,193.58295751501012,208.1905731201172,5753.555178047235,888.4222632409662,8.831321447295968,174.5916633804588,193.58295751501012,208.1905731201172,0.8582011560968134,0.9226139911163233,0.8582011560968134,0.9226139911163233,2.8999739119898296,1.1527095621311965,0.5887134732223871,0.9089199238287107,52.09159432983398,488.37643226274395
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,45,5.033945270251035,0.7851939795911312,0.6070767547190189,nan,1.0595228958129883,5.536628515720367,1000.0,nan,nan,0,0,0,11818,43.52,107.3,5.966373538970947,120.72026969909668,0.6131662571430206,0.5419809380918741,2.564248123584,4.341185846171469,199.48371826171876,209.82288040161131,5995.9183019405955,883.3980621911593,8.781259156954347,177.67509305292813,199.48371826171876,209.82288040161131,0.8842842360646014,0.9296739994737903,0.8842842360646014,0.9296739994737903,2.919635668101494,1.1609190444830646,0.5562180019021035,0.9205960467919524,51.9387619934082,476.4755275352616
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,46,5.107179875042649,0.7858972306549549,0.6052906237542629,nan,1.0198988173156978,5.445600538253784,1000.0,nan,nan,0,0,0,10822,33.2,103.24,5.986675262451172,123.48856605529785,0.641076664129893,0.5302700830996037,2.5890641787554727,4.375959209710919,193.46298522949218,209.17475006103516,5834.134703642427,875.151565260654,8.752593507013183,180.54181562596227,193.46298522949218,209.17475006103516,0.857866077432514,0.9278164598514737,0.857866077432514,0.9278164598514737,2.9464431849465624,1.1631756696897158,0.5447231154079023,0.9186924969272615,47.6388395690918,350.0543541614037
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,47,5.257561373992492,0.7863339795172215,0.6037848302721978,nan,1.078721253999642,5.23423868060112,1000.0,nan,nan,0,0,0,12214,47.25,108.91,6.101396271160671,126.21230140686035,0.6224052299346242,0.5072213390469551,2.644408668237907,4.410840777350156,194.29555674961634,210.5844953918457,5886.353395220712,883.0020963981015,8.86104605421666,183.2978822668922,194.29555674961634,210.5844953918457,0.8609998560652455,0.9329900491396659,0.8609998560652455,0.9329900491396659,2.997695090060357,1.1566708984356397,0.5324178151786327,0.9172421944046363,52.997450256347655,506.2362094119801
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,48,5.385191756388497,0.7869142299890518,0.6022796210646629,nan,1.1510976012796164,5.148178050518036,1000.0,nan,nan,0,0,0,10528,23.1875,101.57,6.025478690862656,128.82900230407714,0.6199482483789325,0.4965791031718254,2.659976500919365,4.446355886017227,192.7524995803833,209.821111907959,5838.94292664601,878.7988786038779,8.692646521838068,185.85493970605611,192.7524995803833,209.821111907959,0.8539531037360899,0.9302918818515681,0.8539531037360899,0.9302918818515681,3.0172523779389375,1.1654205314576278,0.5135955369934954,0.9197623952149504,48.13230236816406,362.60594937344786
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,49,5.462921670727785,0.7873524805903435,0.600863727927208,nan,1.1482917806133628,4.824577904939652,1000.0,nan,nan,0,0,0,10732,29.5,102.6,6.140140175819397,131.40417007446288,0.6288315420970321,0.4632942181825638,2.6737481662519222,4.476297529278205,189.62020206451416,212.28521560668946,5732.545807439134,883.1879413408559,8.7992053745733,188.31040439663195,189.62020206451416,212.28521560668946,0.8400139881845017,0.9414265220371598,0.8400139881845017,0.9414265220371598,3.034258038857179,1.1768315657029995,0.4861269525155939,0.927438586333345,48.52488958740234,360.0790541062234
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,50,5.095841962213759,0.7875727297365666,0.6001980546116829,nan,0.994580286599341,2.4314215862751007,1000.0,nan,0.0,0,0,10579,843,40.142857142857146,105.79,6.1261798313685825,133.9033154296875,0.5917035327071235,0.0,2.714051131693316,0.0,192.65167744954428,0.0,5723.498874521155,0.0,8.720865991750012,190.61681208474437,192.65167744954428,0.0,0.8541749853781194,0.0,0.8541749853781194,0.0,2.714051131693316,1.0324473255024085,0.5917035327071235,0.8541749853781194,10.114213066101074,300.4836909123606
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.7842694801092148,0.6132202215492726,0.4424751929166349,1.1009243989692015,7.920448632240295,1000.0,1.0,0.2948932693900292,132,0,10252,588,26.823529411764707,103.84,6.1800711575676415,134.23465278625488,0.5998976248152116,0.0,2.7411537679058005,0.0,189.67053940716912,0.0,5841.151603307072,0.0,8.73912700324299,189.81879804067088,189.67053940716912,0.0,0.8407552861830176,0.0,0.8407552861830176,0.0,2.7411537679058005,1.0323477174242626,0.5998976248152116,0.8407552861830176,8.060997924804688,248.24894314055055
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.7883094803988934,0.5982782697677612,1.0,1.0443489691790413,34.741398067474364,1000.0,1.0,1.0,284,0,9900,412,7.529411764705882,101.84,6.141065148746266,140.1464845275879,0.6210779521395179,0.0,2.7772044893454284,0.0,185.15401144588694,0.0,5548.111304064908,0.0,8.626268730905181,196.86181597885027,185.15401144588694,0.0,0.8204690825818401,0.0,0.8204690825818401,0.0,2.7772044893454284,1.0318426639764477,0.6210779521395179,0.8204690825818401,7.8690454864501955,235.7947304227586
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.7888457319140434,0.596635115891695,1.0,0.8970516531003846,142.42067794799806,1000.0,1.0,1.0,800,0,9788,818,7.222222222222222,104.76,6.0914896329243975,214.5888673400879,0.5652254629466269,0.0,2.8081181058548,0.0,190.44666629367404,0.0,5725.744375586765,0.0,8.499776214796935,299.4271451631527,190.44666629367404,0.0,0.8451612063480662,0.0,0.8451612063480662,0.0,2.8081181058548,1.0318489999621994,0.5652254629466269,0.8451612063480662,8.570099983215332,257.6584969014044
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.7893629807233811,0.5953756681084633,1.0,0.9945725569358239,649.2588024902344,1000.0,1.0,1.0,2493,0,8208,1065,10.153846153846153,90.09,6.260675540337195,758.6521047973633,0.5043355197860644,0.0,2.8279315612952205,0.0,196.85552919827975,0.0,6063.879320180287,0.0,8.677804917270617,1051.5534502772973,196.85552919827975,0.0,0.8715958619825226,0.0,0.8715958619825226,0.0,2.8279315612952205,1.0358358558115188,0.5043355197860644,0.8715958619825226,12.795609397888184,394.15215581171867
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,55,5.194253122102357,0.7893092289566994,0.5947803232073784,1.0,1.0356902023156485,3229.8884423828126,1000.0,1.0,1.0,902,0,9190,296,6.933333333333334,93.82,6.153649425506591,3681.6975048828126,0.5721678694089254,0.0,2.843726134779688,0.0,185.63876647949218,0.0,5711.832622462103,0.0,8.472784096785015,5069.224115895445,185.63876647949218,0.0,0.8237874769996867,0.0,0.8237874769996867,0.0,2.843726134779688,1.0402905227110704,0.5721678694089254,0.8237874769996867,6.961453742980957,214.1937233423289
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,56,5.230797496111827,0.7902434813976288,0.5928265431523323,1.0,0.7270915346841017,15210.131513671875,1000.0,1.0,1.0,1194,0,8932,286,5.0,91.58,6.000411868095398,17542.35982421875,0.5569564178586006,0.0,2.866753314053658,0.0,186.55106099446616,0.0,5687.163125110256,0.0,8.206900231940528,23993.0858206009,186.55106099446616,0.0,0.8266979076728916,0.0,0.8266979076728916,0.0,2.866753314053658,1.0378735915950046,0.5569564178586006,0.8266979076728916,5.596531829833984,170.61489375330768
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,57,5.260621960380233,0.7901582296192646,0.5924014109373092,1.0,0.7770567321777344,87231.9040234375,1000.0,1.0,1.0,688,0,9731,799,11.2,102.5,6.019194412231445,99175.475390625,0.6724627557396888,0.0,2.961254891573711,0.0,171.2396667480469,0.0,5590.1112467705425,0.0,8.177888156399248,134743.27128463442,171.2396667480469,0.0,0.759084954477718,0.0,0.759084954477718,0.0,2.961254891573711,1.0221842884116377,0.6724627557396888,0.759084954477718,10.70247917175293,349.38195292315885
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,58,5.260621960380233,0.790642228871584,0.5912966395914555,1.0,0.9512696972599736,465082.045625,1000.0,1.0,1.0,889,0,9774,1085,11.925925925925926,105.37,6.087017288914433,534135.8271875,0.5965442878228647,0.0,3.023195691044876,0.0,177.82211134168836,0.0,5881.831656814473,0.0,8.215084496199067,720873.745632987,177.82211134168836,0.0,0.7887800204675843,0.0,0.7887800204675843,0.0,3.023195691044876,1.0187451108622527,0.5965442878228647,0.7887800204675843,12.002992515563966,397.0236368349769
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,59,5.260621960380233,0.7909392288327217,0.5905300228297711,1.0,0.7977663077414036,2814318.98875,1000.0,1.0,1.0,586,0,9892,722,7.2,104.7,6.091915798187256,3203566.1975,0.4931796444579959,0.0,3.054693816015905,0.0,188.93366088867188,0.0,5944.218485228548,0.0,8.167066556572241,4294829.281972836,188.93366088867188,0.0,0.8375667256409166,0.0,0.8375667256409166,0.0,3.054693816015905,1.0126371266761642,0.4931796444579959,0.8375667256409166,9.446683044433593,297.2109242614274
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,60,5.260621960380233,0.7911587311327457,0.5899503375589847,1.0,1.0328023521339191,16490119.89,1000.0,1.0,1.0,582,0,9897,683,6.117647058823529,104.76,6.30412556143368,18913875.17,0.520606642260271,0.0,3.0777748702269845,0.0,183.15035651711855,0.0,5976.327097701527,0.0,8.395407112477095,25188216.919113852,183.15035651711855,0.0,0.8119082890877759,0.0,0.8119082890877759,0.0,3.0777748702269845,1.022242428749971,0.520606642260271,0.8119082890877759,7.783890151977539,253.9939016523149
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,61,5.319464629769187,0.7912499788403511,0.5894737805426121,1.0,1.0639756776784595,105902951.44,1000.0,1.0,1.0,495,0,9900,659,8.631578947368421,103.95,6.260427625555741,120392142.8,0.6167258408508802,0.0,3.1266387019050264,0.0,170.9747997083162,0.0,5591.877981001548,0.0,8.281816602721188,159264782.9691522,170.9747997083162,0.0,0.7575903958127791,0.0,0.7575903958127791,0.0,3.1266387019050264,1.0175757073178506,0.6167258408508802,0.7575903958127791,8.12130298614502,265.6142040975735
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,62,5.319464629769187,0.7917969791591167,0.5883297750353813,1.0,0.9650493047454141,626983815.68,1000.0,1.0,1.0,455,0,9900,667,9.636363636363637,103.55,6.171227064999667,722589120.64,0.5850891423496333,0.0,3.179555302865733,0.0,173.13859696821734,0.0,5635.802025836595,0.0,8.109570234829276,949549767.4989407,173.13859696821734,0.0,0.7668056650700968,0.0,0.7668056650700968,0.0,3.179555302865733,1.0120187776206775,0.5850891423496333,0.7668056650700968,9.522622833251953,309.96911142101277
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,63,5.319464629769187,0.7921054810285568,0.5876804959774017,1.0,1.0794758046114887,4216026928.64,1000.0,1.0,1.0,527,0,9900,853,12.074074074074074,104.27,6.299250178866917,4787515048.96,0.5465510388215383,0.0,3.2234214238049277,0.0,174.64633800365306,0.0,5746.846831473558,0.0,8.222802773637747,6249440950.208757,174.64633800365306,0.0,0.7740949999056407,0.0,0.7740949999056407,0.0,3.2234214238049277,1.025919912273858,0.5465510388215383,0.7740949999056407,11.788627815246581,387.91216112446523
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,64,5.319464629769187,0.7923247309029102,0.5871121610701084,1.0,1.4085339424402818,25009713664.0,1000.0,1.0,1.0,1007,0,9900,1205,8.608695652173912,109.07,6.592331492382547,28842751713.28,0.6345987643884576,0.0,3.277019162014759,0.0,162.99102915888247,0.0,5483.9302866076,0.0,8.548201634184522,37400069704.43337,162.99102915888247,0.0,0.7231368859302063,0.0,0.7231368859302063,0.0,3.277019162014759,1.0350558846049962,0.6345987643884576,0.7231368859302063,9.371984176635742,315.32599147993693
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,65,5.328613927269264,0.7927332314848899,0.5863198290765286,1.0,1.1029479670524598,164170475765.76,1000.0,1.0,1.0,780,0,9900,1018,9.52,106.8,6.249537487030029,186822587842.56,0.5981876683235169,0.0,3.317172984932721,0.0,165.15278259277343,0.0,5702.615947605797,0.0,8.049859513143499,240641101703.2263,165.15278259277343,0.0,0.7318102075632207,0.0,0.7318102075632207,0.0,3.317172984932721,1.0472460016379503,0.5981876683235169,0.7318102075632207,10.32204891204834,356.4134967253624
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,66,5.328613927269264,0.7929767300188542,0.5857132557034492,1.0,1.0427210595872667,992005345116.16,1000.0,1.0,1.0,276,0,9900,422,8.11111111111111,101.76,6.215415875116984,1140771414999.04,0.5697342488500807,0.0,3.338957703533384,0.0,166.72703128390842,0.0,5812.970337434435,0.0,7.95271318327723,1459633281738.8394,166.72703128390842,0.0,0.7392347621596085,0.0,0.7392347621596085,0.0,3.338957703533384,1.0558326062468313,0.5697342488500807,0.7392347621596085,7.502716407775879,261.58366518454955
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,67,5.469611928400658,0.7929079796373845,0.5856689818203449,1.0,0.910290776328607,6590381943685.12,1000.0,1.0,1.0,333,0,9900,571,10.818181818181818,102.33,6.347726518457586,7506716938731.52,0.6004144935445352,0.0,3.41077707851957,0.0,164.3173918290572,0.0,5471.932172245253,0.0,8.06803991525684,9541131256697.07,164.3173918290572,0.0,0.7282508855027051,0.0,0.7282508855027051,0.0,3.41077707851957,1.0405466464518764,0.6004144935445352,0.7282508855027051,9.037456550598144,300.95626947348893
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,68,5.469611928400658,0.7932684798538685,0.5849726764857769,1.0,1.168006749064834,39515542729523.2,1000.0,1.0,1.0,528,0,9900,854,12.074074074074074,104.28,6.510526480498137,45504347064238.08,0.5818475771833349,0.0,3.474206086974748,0.0,162.80129665798611,0.0,5519.045855396858,0.0,8.21997778155648,57452300202249.19,162.80129665798611,0.0,0.721927229229337,0.0,0.721927229229337,0.0,3.474206086974748,1.041245064497663,0.5818475771833349,0.721927229229337,10.989087524414062,372.53559523928794
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,69,5.469611928400658,0.7935314799845219,0.584479714334011,1.0,0.7833424285054207,260116790703554.56,1000.0,1.0,1.0,139,0,9900,191,4.333333333333333,100.39,6.122415105501811,296195140605706.25,0.6671905045708021,0.0,3.5133033035340735,0.0,154.72125116984049,0.0,5617.20764681936,0.0,7.6785993763421425,371481479569513.1,154.72125116984049,0.0,0.6851838095946462,0.0,0.6851838095946462,0.0,3.5133033035340735,1.0284110354849565,0.6671905045708021,0.6851838095946462,4.641637535095215,168.5162294045808
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,70,5.469611928400658,0.7936982281506062,0.5838656674325466,1.0,1.2946625374830687,1551237555200983.0,1000.0,1.0,1.0,323,0,9900,393,5.384615384615385,102.23,6.4950361251831055,1789138413656473.5,0.5922992252386533,0.0,3.5451445080102917,0.0,157.93773709810696,0.0,5401.932184736739,0.0,8.09180692740303,2228988773992413.0,157.93773709810696,0.0,0.6997160508727329,0.0,0.6997160508727329,0.0,3.5451445080102917,1.037753070737072,0.5922992252386533,0.6997160508727329,5.1329764556884765,175.56279600394402
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,71,5.469611928400658,0.7938747300207615,0.5837595234811306,1.0,1.0568701905362747,1.03812599023403e+16,1000.0,1.0,1.0,477,0,9900,595,6.9411764705882355,103.77,6.471404440262738,1.1816084072206172e+16,0.5547464735367719,0.0,3.5724603929015926,0.0,160.35366641773896,0.0,5537.312421397554,0.0,8.008795178590196,1.46231931601325e+16,160.35366641773896,0.0,0.7105505101456435,0.0,0.7105505101456435,0.0,3.5724603929015926,1.0445850079942736,0.5547464735367719,0.7105505101456435,6.815030822753906,235.33577790939606
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,72,5.469611928400658,0.7940637291967869,0.5833491325378418,1.0,1.026944361234966,6.1571416223509384e+16,1000.0,1.0,1.0,321,0,9900,471,7.894736842105263,102.21,6.378604462272243,7.0949806523568616e+16,0.4861337064128173,0.0,3.6095385081428746,0.0,166.27808339972245,0.0,5791.905665350897,0.0,7.841497713500419,8.722170326104083e+16,166.27808339972245,0.0,0.7368778336253219,0.0,0.7368778336253219,0.0,3.6095385081428746,1.0449671860491083,0.4861337064128173,0.7368778336253219,7.898208961486817,275.1155191041677
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,73,5.469611928400658,0.794272730499506,0.5831697499752044,1.0,1.0702164425798084,4.1399021403426e+17,1000.0,1.0,1.0,477,0,9900,705,9.91304347826087,103.77,6.587900141011113,4.708259550360869e+17,0.4810597352359606,0.0,3.6578892773667717,0.0,165.21518408733866,0.0,5620.183349755701,0.0,8.044981667666013,5.7496107953228794e+17,165.21518408733866,0.0,0.7323967647355307,0.0,0.7323967647355307,0.0,3.6578892773667717,1.0491338443428513,0.4810597352359606,0.7323967647355307,9.499873085021973,323.1605426109528
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,74,5.469611928400658,0.794274729937315,0.5828764720261097,1.0,0.8807308077812195,2.437226007945921e+18,1000.0,1.0,1.0,416,0,9900,594,9.368421052631579,103.16,6.348106334083958,2.810710722137041e+18,0.48960409195799576,0.0,3.703770829936269,0.0,163.84000356573807,0.0,5736.568439250914,0.0,7.70064224547578,3.4095644571183037e+18,163.84000356573807,0.0,0.7271106507584546,0.0,0.7271106507584546,0.0,3.703770829936269,1.0379618710551133,0.48960409195799576,0.7271106507584546,7.782400169372559,272.48700086441835
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,75,5.469611928400658,0.7943494792282582,0.5829005111753941,1.0,1.3407775947922154,1.6421392242182445e+19,1000.0,1.0,1.0,445,0,9900,599,8.105263157894736,103.45,6.602089982283743,inf,0.5430162337265516,0.0,3.746966110408423,0.0,155.20429109272203,0.0,5480.815151505383,0.0,7.955525962138906,inf,155.20429109272203,0.0,0.6882489666697603,0.0,0.6882489666697603,0.0,3.746966110408423,1.0553753182310126,0.5430162337265516,0.6882489666697603,7.372203826904297,260.33871969650573
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,76,5.469611928400658,0.7947839795053006,0.5821124927699566,1.0,1.1958135805196233,nan,1000.0,1.0,1.0,10186,286,0,144,8.0,0.0,6.651473389731513,nan,0.5198218151926994,0.0,3.7949423122511416,0.0,158.59444851345486,0.0,5552.91131636369,0.0,7.961777187666954,nan,158.59444851345486,0.0,0.7033934452680289,0.0,0.7033934452680289,0.0,3.7949423122511416,1.0605267851901785,0.5198218151926994,0.7033934452680289,7.136750183105469,249.88100923636608
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,77,5.514427300956391,0.7948869790136814,0.5821971492469311,1.0,1.359570982910338,nan,1000.0,1.0,1.0,10369,469,0,202,9.619047619047619,0.0,6.771013555072603,nan,0.5628975260825384,0.0,3.8489804056940575,0.0,151.2527044387091,0.0,5300.678275052906,0.0,8.051013378150756,nan,151.2527044387091,0.0,0.6711142657329828,0.0,0.6711142657329828,0.0,3.8489804056940575,1.0736432297505236,0.5628975260825384,0.6711142657329828,7.940766983032226,278.2856094402776
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,78,5.514427300956391,0.7951484781503677,0.5817371751368046,1.0,1.1921290457248688,nan,1000.0,1.0,1.0,10457,557,0,66,4.714285714285714,0.0,6.78986474445888,nan,0.5108684237514224,0.0,3.871139140301679,0.0,154.8253457205636,0.0,5084.182920663092,0.0,8.019784373749854,nan,154.8253457205636,0.0,0.6867659426487035,0.0,0.6867659426487035,0.0,3.871139140301679,1.0858195957424952,0.5108684237514224,0.6867659426487035,5.4188871002197265,177.94640222320825
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,79,5.796668437797,0.7952762287855148,0.581839346140623,1.0,1.0376125385886745,nan,1000.0,1.0,1.0,10137,237,0,176,9.263157894736842,0.0,6.524394813336824,nan,0.5341881639079044,0.0,3.921406917190252,0.0,152.16577710603414,0.0,5497.975048376841,0.0,7.655023103669814,nan,152.16577710603414,0.0,0.6748409738122344,0.0,0.6748409738122344,0.0,3.921406917190252,1.0824113210679394,0.5341881639079044,0.6748409738122344,7.227874412536621,261.15381479789994
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,80,5.796668437797,0.7952147279679775,0.5820410124957561,1.0,1.1648468601962794,nan,1000.0,1.0,1.0,10726,826,0,210,9.130434782608695,0.0,6.652397632598877,nan,0.5275878119079963,0.0,3.9750841767273015,0.0,151.08681123153022,0.0,5219.814836802914,0.0,7.753346188987721,nan,151.08681123153022,0.0,0.6698386041858223,0.0,0.6698386041858223,0.0,3.9750841767273015,1.0947759021551902,0.5275878119079963,0.6698386041858223,8.687491645812988,300.13935311616757
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,81,5.796668437797,0.7955039794743061,0.5815843117237091,1.0,1.0933821436605955,nan,1000.0,1.0,1.0,10387,487,0,146,7.684210526315789,0.0,6.625514306520161,nan,0.4867152818723729,0.0,4.013613522362556,0.0,153.07421232524672,0.0,5365.701074744223,0.0,7.67070489423755,nan,153.07421232524672,0.0,0.6789431352434947,0.0,0.6789431352434947,0.0,4.013613522362556,1.1009876875308529,0.4867152818723729,0.6789431352434947,7.271025085449219,254.87080105035065
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,82,5.796668437797,0.7955974811315536,0.5813559286296368,1.0,0.8511216367284457,nan,1000.0,1.0,1.0,9939,39,0,16,2.6666666666666665,0.0,6.338467836380005,nan,0.5161691134174665,0.0,4.035037218067612,0.0,155.4871037801107,0.0,5248.890152927036,0.0,7.289616368472406,nan,155.4871037801107,0.0,0.6905639364297783,0.0,0.6905639364297783,0.0,4.035037218067612,1.0859183298388193,0.5161691134174665,0.6905639364297783,2.3323065567016603,78.73335229390554
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,83,5.889304449388064,0.7955814810097217,0.5818526603281498,1.0,1.201586999826961,nan,1000.0,1.0,1.0,10310,410,0,138,7.666666666666667,0.0,6.737740675608317,nan,0.5324023167292277,0.0,4.079936981296634,0.0,150.47772471110025,0.0,5301.265409556134,0.0,7.697317087540617,nan,150.47772471110025,0.0,0.666484258430939,0.0,0.666484258430939,0.0,4.079936981296634,1.0775125810915351,0.5324023167292277,0.666484258430939,6.771497611999512,238.55694343002608
