algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_threshold_honest,balance_threshold_attacker,balance_local_norm_honest,balance_local_norm_attacker,balance_kept_honest,balance_kept_attacker
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,0,0.0,0.3791194884479046,2.0957978487014772,nan,0.17500371396541595,0.17517175450921058,,nan,nan,0,0,0,50158,9.901744885828023,9.901522270957557,4.983988523483276,4.98387647151947,65.0,166.76
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,1,0.0,0.5556184864044189,1.890738245844841,nan,0.17934906728565692,0.18030826846758524,,nan,nan,0,0,0,51210,9.868584961765938,9.867309224202005,5.000523606936137,4.99987717628479,58.5,168.36
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,2,0.0,0.6529204827547074,1.6801618760824204,nan,0.18125126957893373,0.18238758345444997,,nan,nan,0,0,0,51100,9.852987333835795,9.851918369968402,5.026015440622966,5.025470161437989,68.88888888888889,168.26666666666668
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,3,0.0,0.7114524820446968,1.4801760250329972,nan,0.1762281972169876,0.1775602221985658,,nan,nan,0,0,0,51242,9.85354075234555,9.850838252458896,5.059918335505894,5.058530567487081,53.07142857142857,168.33
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,4,0.0,0.7520029830932617,1.2997321951389313,nan,0.16717647045850753,0.16876000826557477,,nan,nan,0,0,0,50968,9.86403676479302,9.85893568331512,5.099189705318874,5.0965527137120565,61.44444444444444,168.05
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,5,0.0,0.780062981247902,1.1453046959638595,nan,0.1548784840106964,0.15630274916688602,,nan,nan,0,0,0,50564,9.878175979498577,9.871202665599448,5.140655994415283,5.137027044296264,57.166666666666664,167.40333333333334
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,6,0.0,0.8001544782519341,1.0186152574419975,nan,0.14053513005375862,0.14198287730415662,,nan,nan,0,0,0,50646,9.892355106870154,9.883469196299997,5.182469776698521,5.1778145694732665,55.57142857142857,167.52333333333334
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,7,0.0,0.8143944776058197,0.9175564762949944,nan,0.12619699902832507,0.12759430448214212,,nan,nan,0,0,0,51486,9.900491221689695,9.893053527188183,5.221425907952445,5.217503337860108,61.42857142857143,168.75333333333333
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,8,0.0,0.8247324794530868,0.8378095972537994,nan,0.11324694454669952,0.11458594111104806,,nan,nan,0,0,0,51670,9.909297132366115,9.89855372656796,5.261026922861735,5.255323052406311,64.0,169.03333333333333
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,9,0.0,0.8325989779829979,0.7740875804424285,nan,0.10190002642571926,0.1033278286208709,,nan,nan,0,0,0,51628,9.913552095967871,9.899455097408996,5.298491756121318,5.290957339604696,75.16666666666667,169.08666666666667
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,10,0.0,0.8387419793009758,0.7231782990694046,nan,0.09224098697304725,0.09369250573217869,,nan,nan,0,0,0,51156,9.90937622604754,9.895757398341816,5.331686236641624,5.324358700116475,60.90909090909091,168.28666666666666
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,11,0.0,0.8441739809513092,0.6813721558451653,nan,0.08424149706959724,0.08567613944411277,,nan,nan,0,0,0,51594,9.905686184367163,9.88778202340285,5.365350869985727,5.355653196970621,69.15384615384616,168.98333333333332
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,12,0.0,0.8483884787559509,0.6471194052696227,nan,0.0774731871113181,0.07895055182278156,,nan,nan,0,0,0,50592,9.895079273830056,9.875920558886692,5.395455777645111,5.38500917116801,46.125,167.41
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,13,0.0,0.8518849790096283,0.6184765276312828,nan,0.07178958009928466,0.07332289261122545,,nan,nan,0,0,0,50896,9.875900877282172,9.860594702682471,5.421018362045288,5.412616591453553,53.8,167.86
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,14,0.0,0.8552709802985191,0.594042994081974,nan,0.06699702102690935,0.06857867675522963,,nan,nan,0,0,0,50650,9.862684242139254,9.842199355944429,5.449975899287632,5.438656249046326,55.714285714285715,167.53333333333333
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,15,0.0,0.8579529774188995,0.5732559835910798,nan,0.0628918021172285,0.06441515809545914,,nan,nan,0,0,0,50698,9.845345229089904,9.821034995035646,5.476785076989068,5.4632617394129435,47.77777777777778,167.56
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,16,0.0,0.8604284781217575,0.5551024073362351,nan,0.05925412453711033,0.0609395682066679,,nan,nan,0,0,0,51270,9.824126425173676,9.797460838848744,5.5015363693237305,5.486603571573894,71.6,168.51333333333332
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,17,0.0,0.8623774772882462,0.5394569781422615,nan,0.05627222660928965,0.05794270089517037,,nan,nan,0,0,0,50992,9.792392210922811,9.771758866921754,5.520445693622936,5.5088136784235635,53.63636363636363,168.00666666666666
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,18,0.0,0.8645889782905578,0.5255806365609169,nan,0.05367968121543527,0.05537029510984818,,nan,nan,0,0,0,51174,9.772142117976175,9.744172689148064,5.5458792958940775,5.530006105105082,50.857142857142854,168.20666666666668
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,19,0.0,0.8661229795217514,0.5134542462229729,nan,0.05111109979450703,0.05291861707965533,,nan,nan,0,0,0,50870,9.746047668774546,9.714885603381573,5.568067179785834,5.550263811747233,57.333333333333336,167.84666666666666
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,20,0.0,0.8677224779129028,0.502495246231556,nan,0.049100336078554394,0.050922456197440624,,nan,nan,0,0,0,51138,9.719389877754251,9.684086624875821,5.589979758629432,5.569675555229187,52.23076923076923,168.19666666666666
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,21,0.0,0.869004477262497,0.49279780849814414,nan,0.0471668247692287,0.04908743059883515,,nan,nan,0,0,0,50626,9.688924006399848,9.651944481575859,5.609731537955148,5.58832098642985,54.142857142857146,167.49
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,22,0.0,0.8704069784283638,0.4838604116439819,nan,0.04548976035788655,0.047462065170208616,,nan,nan,0,0,0,51354,9.654889012844498,9.61861764798345,5.6274171609144945,5.606276151339213,60.23076923076923,168.57
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,23,0.0,0.8714644780755043,0.47594768077135086,nan,0.04382061067968607,0.04596694931387901,,nan,nan,0,0,0,50496,9.61906124836079,9.584205479309198,5.6440364718437195,5.623584659894307,40.5,167.24
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,24,0.0,0.8724379777908325,0.46884368374943736,nan,0.04245557174086571,0.04470403891056776,,nan,nan,0,0,0,50612,9.585483674830256,9.548820333943357,5.66195547580719,5.640299166043599,47.5,167.44
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,25,0.0,0.8734504780173302,0.4623335413634777,nan,0.04120297042652964,0.04341337518145641,,nan,nan,0,0,0,50990,9.549296669419899,9.512558328941335,5.678310023413764,5.656464258829753,63.333333333333336,168.06666666666666
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,26,0.0,0.8743959802389145,0.4561279265582561,nan,0.04005037076771259,0.0422444832076629,,nan,nan,0,0,0,50498,9.510436543751409,9.475523409365966,5.693029880523682,5.672130575180054,51.666666666666664,167.29333333333332
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,27,0.0,0.8751784798502922,0.45077465623617174,nan,0.039001905620098115,0.04126029108961423,,nan,nan,0,0,0,51068,9.480244609509136,9.437779258001946,5.712916162278917,5.687326000531514,67.88888888888889,168.19
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,28,0.0,0.8759454765915871,0.4456818135082722,nan,0.03795108186081052,0.040379963119824724,,nan,nan,0,0,0,50792,9.445203646828897,9.399444719011575,5.729872131347657,5.7021127716700235,48.5,167.69
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,29,0.0,0.8766129785776138,0.4409092815220356,nan,0.037052933163940906,0.03948728936413924,,nan,nan,0,0,0,50692,9.41359688343201,9.360551335409241,5.748896598815918,5.716501609484355,52.375,167.57666666666665
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,30,0.0,0.8772969776391983,0.4366236458718777,nan,0.03639234533533454,0.03876729571570953,,nan,nan,0,0,0,51220,9.372635318631257,9.321131379835203,5.76216800396259,5.730504086812338,55.46153846153846,168.33
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,31,0.0,0.8777874755859375,0.43260292559862135,nan,0.035619760174304245,0.03808290336281061,,nan,nan,0,0,0,50610,9.334205428379382,9.281257327600985,5.776926585606167,5.7441570806503295,52.857142857142854,167.46666666666667
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,32,0.0,0.8784819781780243,0.42890491530299185,nan,0.0348270720615983,0.037166501320898535,,nan,nan,0,0,0,50790,9.300894813765645,9.240982661633295,5.7948143005371096,5.757486731211344,48.2,167.69333333333333
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,33,0.0,0.8788999786973,0.42556803300976753,nan,0.034146392326802014,0.03660757149259249,,nan,nan,0,0,0,50220,9.249929336245925,9.20037409484459,5.80160961151123,5.770528275171916,33.8,166.83666666666667
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,34,0.0,0.8794129776954651,0.42233020707964897,nan,0.03338549580425024,0.03597302330036958,,nan,nan,0,0,0,51432,9.214025029316542,9.15941950476527,5.817746199094332,5.783268206914266,63.38461538461539,168.69333333333333
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,35,0.0,0.879951477944851,0.41932946130633353,nan,0.03278263689018786,0.03539833875993888,,nan,nan,0,0,0,51080,9.1812808943725,9.118222912541833,5.835847767916593,5.7957665650049845,57.36363636363637,168.16333333333333
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,36,0.0,0.88029247879982,0.4165911193192005,nan,0.032261078534647825,0.03487373838822047,,nan,nan,0,0,0,50464,9.147596047574256,9.076779549349357,5.853329261144002,5.808015467325847,49.0,167.23333333333332
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,37,0.0,0.8807409772276878,0.41407166823744773,nan,0.03173516158014536,0.03435450571278731,,nan,nan,0,0,0,50688,9.097702830705714,9.035091231025435,5.860342788696289,5.820011130968729,43.5,167.51
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,38,0.0,0.881129479110241,0.41163657024502753,nan,0.03118628801777959,0.03385135091220339,,nan,nan,0,0,0,51840,9.061737766316899,8.993228574552607,5.876220173305935,5.831794357299804,60.611111111111114,169.16333333333333
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,39,0.0,0.8814919766783714,0.40934769824147227,nan,0.03075301761738956,0.03335979017118613,,nan,nan,0,0,0,50638,9.022802893586883,8.951194997041041,5.890109062194824,5.843363242149353,41.1,167.42333333333335
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,40,0.0,0.8817789793014527,0.407152861058712,nan,0.030043980106711388,0.032938083379218976,,nan,nan,0,0,0,51206,8.970862447498373,8.909010946360844,5.895373980204265,5.854727082252502,74.55555555555556,168.45
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,41,0.0,0.8822404772043229,0.40505140870809553,nan,0.02969744966365397,0.032613545469939706,,nan,nan,0,0,0,51512,8.938428635185213,8.866705281209,5.913350701332092,5.8659010473887125,56.3125,168.70333333333335
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,42,0.0,0.8824534767866135,0.4032724921405315,nan,0.02934841505251825,0.03207078882182638,,nan,nan,0,0,0,50496,8.902410606521027,8.82428038001724,5.9289170900980634,5.876883134841919,51.666666666666664,167.28666666666666
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,43,0.0,0.8828109788894654,0.40141692385077477,nan,0.028909741872921585,0.0317590113915503,,nan,nan,0,0,0,51088,8.860510010245054,8.781803052146376,5.940483212471008,5.887714538574219,53.75,168.14333333333335
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,44,0.0,0.8830299764871598,0.39983235761523245,nan,0.02847558104433119,0.03147472814346353,,nan,nan,0,0,0,50228,8.823755411611847,8.73925059613688,5.955411979130337,5.898377194404602,26.428571428571427,166.81
balance,scale,mnist,42,500,300,1.0,0.1,0.05,iid,1.0,50,45,0.0,0.8832934778928757,0.39827677950263024,nan,0.027998235486447812,0.031027070085207623,,nan,nan,0,0,0,51828,8.782946403461008,8.69663143264659,5.967519928427303,5.908873742421468,62.64705882352941,169.21
