algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,trust_honest,trust_attacker,sigma_n_honest,sigma_n_attacker,balance_local_norm_honest,balance_local_norm_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,balance_threshold_honest,balance_threshold_attacker,noise_norm_honest,noise_norm_attacker,balance_kept_honest,balance_kept_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,41,5.603548601193294,0.8814354771375656,0.40715917482972147,nan,1.5432527735829353,7.13988095442454,1000.0,nan,nan,0,0,0,51512,0.8211201317608356,0.7160860591133436,0.7823639194375926,0.8520698080229372,6.318019717931747,119.18856127421061,0.7823639194375926,0.8520698080229372,2.459066972945452,4.83150566223598,5859.6842467214,675.6505526569739,9.550113162019006,180.16155355709577,176.3795404434204,192.23848546346028,56.3125,168.70333333333335,176.3795404434204,192.23848546346028,3.882530186519769,1.3791593618010534,0.7214042400068874,0.8485403959426665,120.98723657226563,592.9002274892691
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,42,5.6285761913501275,0.8816054779291153,0.40530084937810895,nan,1.1827117204666138,7.048197836875915,1000.0,nan,nan,0,0,0,50496,0.7701627115408579,0.7023023891448975,0.8080606792720518,0.8526480882939423,6.093987862269084,122.75414431254069,0.8080606792720518,0.8526480882939423,2.476131052465168,4.898215099868776,6036.047352333045,670.0817348522913,9.150268313193328,184.31827932751548,182.00877380371094,192.36879552205403,51.666666666666664,167.28666666666666,182.00877380371094,192.36879552205403,3.929381480907333,1.4028059840847058,0.703632983701681,0.8517738253719443,117.60538259887696,474.48160913937136
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,43,5.669041676915066,0.8819249776005745,0.40358361437916757,nan,1.164400373895963,6.991029114723205,1000.0,nan,nan,0,0,0,51088,0.8397900213797888,0.6923129165172577,0.7547271428811921,0.8506623408577327,6.281815767288208,126.27435994466146,0.7547271428811921,0.8506623408577327,2.5667732798718363,4.966516277409501,5745.80645132895,663.987450742825,9.369623563908695,188.34414479585072,170.18154780069986,191.87412831624349,53.75,168.14333333333335,170.18154780069986,191.87412831624349,4.0066190783944355,1.3915162425812038,0.6979851128581243,0.8469725255509426,119.20883413696289,536.2918252775897
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,44,5.706623236502057,0.8821629786491394,0.40207207947969437,nan,1.2326069005898066,6.907939284642538,1000.0,nan,nan,0,0,0,50228,0.8756503207342965,0.6801222956180573,0.7241221434802616,0.8500493129975789,6.4738295418875555,129.7659942626953,0.7241221434802616,0.8500493129975789,2.6209013619632198,5.035407133722006,5667.369059662414,663.739950962854,9.591861764435759,192.2660259493679,162.77445547921317,191.76899653116863,26.428571428571427,166.81,162.77445547921317,191.76899653116863,4.069604825018493,1.397088777482768,0.6845805893503494,0.8471780094580963,117.34024029541015,477.58713741298624
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,45,5.7445937260623445,0.8823304763436317,0.4006959749758244,nan,1.4019092040903427,6.75249903122584,1000.0,nan,nan,0,0,0,51828,0.7899389372152441,0.661171759168307,0.7715689988129225,0.8536745765405429,6.233390471514533,133.2165385691325,0.7715689988129225,0.8536745765405429,2.673911956721564,5.099855460809519,6072.61831775445,660.4366814732949,9.174252466649913,196.06699807295672,174.10853935690488,192.4894489034017,62.64705882352941,169.21,174.10853935690488,192.4894489034017,4.129478059174337,1.41111395661833,0.6680772545209819,0.849271438302784,121.41335968017579,602.7310316876283
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,46,5.780122080250173,0.8826699775457382,0.39927199348807335,nan,1.4761844532830375,6.62760274251302,1000.0,nan,nan,0,0,0,50710,0.7992034639630999,0.6455589552720388,0.7580432147814632,0.8550364803400767,6.369525500706264,136.58908213297525,0.7580432147814632,0.8550364803400767,2.6936462361708187,5.1605422438585995,5859.866711966824,662.217041558563,9.312325305149496,199.6949326622542,170.90331813267298,192.8580485534668,59.57142857142857,167.64333333333335,170.90331813267298,192.8580485534668,4.173783840783487,1.431362632643118,0.6490622502584799,0.85282490750975,118.1074755859375,479.3683589026733
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,47,5.805959410356326,0.8826824778318405,0.3982586218416691,nan,1.89420897513628,6.479738467534383,1000.0,nan,nan,0,0,0,51032,0.8088308721780777,0.6280701009432474,0.7444834067970278,0.8574592988353271,6.995214283466339,139.8996268717448,0.7444834067970278,0.8574592988353271,2.733636469728799,5.220544790245453,5952.3044293346875,660.7131381559077,10.159136232126421,203.17595867977226,168.01889038085938,193.45722763061522,72.875,168.16333333333333,168.01889038085938,193.45722763061522,4.225781462038792,1.4422270890287752,0.6327651859103859,0.8545248600810854,118.7626388244629,491.6647537628996
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,48,5.8479655745960875,0.8829264774918556,0.39692105606198314,nan,1.2828178405761719,6.341019070943196,1000.0,nan,nan,0,0,0,50604,0.677795627287456,0.6117759204407534,0.8181581064079788,0.8590100045366287,6.394177981785366,143.13635396321615,0.8181581064079788,0.8590100045366287,2.751579605494446,5.277434131466729,6822.333213959488,666.8279883149551,9.224549922924464,206.49541609262565,184.73196411132812,193.80917037963866,52.42857142857143,167.45666666666668,184.73196411132812,193.80917037963866,4.267092321077817,1.4599055638084222,0.6132812557760201,0.8580785280320666,118.8717497253418,495.6094579844059
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,49,5.883788912416105,0.8831609785556793,0.39563304767012597,nan,1.605335247516632,6.307936505476634,1000.0,nan,nan,0,0,0,50428,0.8160913944244385,0.6059122416377067,0.7252936600776564,0.8540549565821274,6.774776840209961,146.30396825154622,0.7252936600776564,0.8540549565821274,2.762592776997684,5.334198065177235,5772.095868026328,664.8718237367691,9.708679456321196,209.66274822685295,163.53048400878907,192.63217880249024,54.2,167.19,163.53048400878907,192.63217880249024,4.305555949905414,1.483475054770549,0.6093578015194565,0.8519441156558246,117.21461212158204,456.64405292232465
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,50,5.130052890615561,0.8832419747114182,0.39500599101185796,nan,1.3725285530090332,1.4603307163715362,1000.0,nan,0.0,0,0,50267,399,0.8025006651878357,0.0,0.7263200615490616,0.0,6.70916257585798,149.49391998291014,0.7263200615490616,0.0,2.8086194389568213,0.0,5999.097290338823,0.0,9.550765624170513,212.8106713545674,163.58642360142298,0.0,57.0,167.55666666666667,163.58642360142298,0.0,2.8086194389568213,1.186083174125165,0.8025006651878357,0.7263200615490616,5.725524826049805,209.96840516185884
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.882608477473259,0.3959512710571289,nan,1.3717377595603466,2.804660299619039,1000.0,nan,0.0,0,0,50428,560,0.8004104867577553,0.0,0.720348199091526,0.0,6.633358538150787,149.54455154418946,0.720348199091526,0.0,2.8617945496592405,0.0,6207.874097908976,0.0,9.380112501125602,211.46824935621876,162.29420852661133,0.0,70.0,168.09333333333333,162.29420852661133,0.0,2.8617945496592405,1.1908870391828923,0.8004104867577553,0.720348199091526,6.4917683410644536,248.31496391635903
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.873728479295969,0.42818684846162797,0.18521637864903598,1.2419068132128035,7.000472230911255,1000.0,1.0,0.08858094539581128,37,0,50208,375,0.8532396980694362,0.0,0.6834035700019305,0.0,6.369220120566232,149.80318588256836,0.6834035700019305,0.0,2.929407305315196,0.0,6044.400961232807,0.0,8.946754843906755,210.42644995104712,154.24744960239954,0.0,48.285714285714285,167.48333333333332,154.24744960239954,0.0,2.929407305315196,1.1901800859450757,0.8532396980694362,0.6834035700019305,5.3986607360839844,211.55403364314824
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.8831464791297913,0.3941041043400764,1.0,1.0911391350356014,18.64406881014506,1000.0,1.0,1.0,540,0,49900,632,0.7665782191536643,0.0,0.727054926503754,0.0,6.273057157343084,151.6262414042155,0.727054926503754,0.0,2.9904249301677894,0.0,6387.843174803822,0.0,8.753126941537419,211.57207807770462,164.07544084028765,0.0,8.363636363636363,168.13333333333333,164.07544084028765,0.0,2.9904249301677894,1.1958191515916052,0.7665782191536643,0.727054926503754,9.02414924621582,351.33137461421023
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.8835304760932923,0.3925032003223896,1.0,1.2441426949067549,49.31287095387777,1000.0,1.0,1.0,418,0,49900,514,0.757458359003067,0.0,0.724088969792872,0.0,6.534268422560259,163.7878315226237,0.724088969792872,0.0,3.035203232613633,0.0,6573.506947192539,0.0,9.057026878764828,227.02324064210552,163.19199163263494,0.0,8.727272727272727,167.72666666666666,163.19199163263494,0.0,3.035203232613633,1.2134743190541704,0.757458359003067,0.724088969792872,8.975559539794922,361.54288209558973
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,55,5.326126005298538,0.8838144761323928,0.3915566167235374,1.0,1.231214165687561,150.37877248128254,1000.0,1.0,1.0,280,0,49897,325,0.8034342601895332,0.0,0.6903583766914356,0.0,6.238565564155579,247.15245330810546,0.6903583766914356,0.0,3.0720747089212415,0.0,6129.957407222644,0.0,8.589702702210168,340.2971523191582,155.94534301757812,0.0,6.0,167.24666666666667,155.94534301757812,0.0,3.0720747089212415,1.2333665540561107,0.8034342601895332,0.6903583766914356,6.237813720703125,245.19829628890577
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,56,5.3747695003067015,0.8840004768967629,0.3905488082766533,1.0,0.8743579487005869,485.26662673950193,1000.0,1.0,1.0,2423,0,47755,302,0.7756924231847128,0.0,0.6993355848156712,0.0,6.154325564702352,639.7719445800781,0.6993355848156712,0.0,3.1001371007760814,0.0,6507.595700408639,0.0,8.417411506857954,875.0306871901228,157.7114715576172,0.0,4.0,160.11,157.7114715576172,0.0,3.1001371007760814,1.23819628728823,0.7756924231847128,0.6993355848156712,4.7313441467285156,195.22787101225921
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,57,5.509081869144265,0.884146978855133,0.3896660540997982,1.0,1.0486130118370056,1638.3653731282552,1000.0,1.0,1.0,2944,0,47702,890,0.8291153992925372,0.0,0.6696015203632548,0.0,6.226977075849261,2097.063828938802,0.6696015203632548,0.0,3.2253894970430816,0.0,6134.553773388311,0.0,8.460188954069496,2849.144299948634,150.9930681501116,0.0,10.285714285714286,161.49333333333334,150.9930681501116,0.0,3.2253894970430816,1.22399473580797,0.8291153992925372,0.6696015203632548,10.569514770507812,429.4187641371817
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,58,5.509081869144265,0.8842164793610573,0.3889709435403347,1.0,1.1386985559212535,5930.277079264323,1000.0,1.0,1.0,2048,0,48919,1297,0.762730062007904,0.0,0.6969907547119101,0.0,6.279341070275557,7541.635585123698,0.6969907547119101,0.0,3.3607365733576375,0.0,6466.995972865305,0.0,8.474646123761314,10178.248332588859,157.022316380551,0.0,12.105263157894736,166.62,157.022316380551,0.0,3.3607365733576375,1.2028484881519304,0.762730062007904,0.6969907547119101,14.917120056152344,614.364617422204
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,59,5.509081869144265,0.8843049758672714,0.3882739107310772,1.0,1.0570943752924602,22629.674147135418,1000.0,1.0,1.0,1263,0,49428,867,0.7444246411323547,0.0,0.6998248284117109,0.0,6.271536032358806,28752.136044921874,0.6998248284117109,0.0,3.436955817374484,0.0,6446.9714611137215,0.0,8.40787264384985,38546.266314509994,157.92979049682617,0.0,6.333333333333333,167.39666666666668,157.92979049682617,0.0,3.436955817374484,1.195933096813148,0.7444246411323547,0.6998248284117109,9.47578742980957,386.8182876668233
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,60,5.509081869144265,0.8845009782910347,0.38759125024080276,1.0,1.627237273587121,93942.0284765625,1000.0,1.0,1.0,533,0,49884,569,0.7578344543774923,0.0,0.6817149053927174,0.0,6.533516724904378,118318.13606770833,0.6817149053927174,0.0,3.4712210094146037,0.0,6254.579022293296,0.0,8.700894715249923,157568.07369997387,153.64185248480902,0.0,5.777777777777778,168.00333333333333,153.64185248480902,0.0,3.4712210094146037,1.2245112983493258,0.7578344543774923,0.6817149053927174,6.913883361816406,281.45605600319834
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,61,5.509081869144265,0.8845914769172668,0.38708866238594053,1.0,1.373299009524859,385430.53770833334,1000.0,1.0,1.0,641,0,49900,757,0.7977665571066049,0.0,0.6576098324167593,0.0,6.5293480799748345,488855.409375,0.6576098324167593,0.0,3.5566132743493255,0.0,6252.03378873461,0.0,8.63756704301506,646698.770091211,148.06455641526443,0.0,8.923076923076923,168.47,148.06455641526443,0.0,3.5566132743493255,1.229402953616082,0.7977665571066049,0.6576098324167593,9.624196166992187,406.3821962677497
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,62,5.605738179067559,0.8845924752950668,0.38666123390197754,1.0,1.1978513962692685,1622119.4958333333,1000.0,1.0,1.0,459,0,49900,513,0.8555272221565247,0.0,0.6312839787017676,0.0,6.412907229529487,2043812.9708333334,0.6312839787017676,0.0,3.642060504904133,0.0,6247.029608215655,0.0,8.427160601862672,2685761.62556561,142.5846964518229,0.0,6.0,167.86333333333334,142.5846964518229,0.0,3.642060504904133,1.2104706215143906,0.8555272221565247,0.6312839787017676,6.416311340332031,281.1163323697045
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,63,5.605738179067559,0.8847589772939682,0.38605748400092127,1.0,1.3144680749286304,6195474.27,1000.0,1.0,1.0,438,0,49900,536,0.7548107044263319,0.0,0.664667021660811,0.0,6.5578154217113145,7981543.596666667,0.664667021660811,0.0,3.705401928469688,0.0,6523.1968793301485,0.0,8.560324055640502,10418804.930904752,149.90927124023438,0.0,8.909090909090908,167.79333333333332,149.90927124023438,0.0,3.705401928469688,1.2226301062731735,0.7548107044263319,0.664667021660811,8.24500991821289,358.7758283631582
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,64,5.605738179067559,0.884641979932785,0.3858786457777023,1.0,1.8278384336403437,25851983.32,1000.0,1.0,1.0,907,0,49900,1037,0.7489214752401624,0.0,0.6608100223828279,0.0,7.060984952109201,32795573.08,0.6608100223828279,0.0,3.775437255624471,0.0,6476.1353778464045,0.0,9.155899271193634,42525648.432638906,149.16703578404017,0.0,9.285714285714286,169.35666666666665,149.16703578404017,0.0,3.775437255624471,1.2360758326212447,0.7489214752401624,0.6608100223828279,10.441692504882813,453.3294764492482
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,65,5.842875470506136,0.8848424783349037,0.38527833119034766,1.0,1.2257783909638722,96894815.36,1000.0,1.0,1.0,520,0,49900,640,0.7967947572469711,0.0,0.632063504775238,0.0,6.523357470830281,125323333.33333333,0.632063504775238,0.0,3.8267871324225764,0.0,6357.011860444316,0.0,8.402559597919016,161425582.15641913,142.67192840576172,0.0,10.0,168.06666666666666,142.67192840576172,0.0,3.8267871324225764,1.2582703022615085,0.7967947572469711,0.632063504775238,8.560315704345703,381.42071162665894
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,66,5.842875470506136,0.8849554795026779,0.3849197092652321,1.0,1.1967824287712574,400763176.53333336,1000.0,1.0,1.0,400,0,49900,440,0.7581183463335037,0.0,0.6455528234063268,0.0,6.412587821483612,509939697.92,0.6455528234063268,0.0,3.8563576436695914,0.0,6381.530670885343,0.0,8.204997498397624,652475110.2432809,145.2692928314209,0.0,5.0,167.66666666666666,145.2692928314209,0.0,3.8563576436695914,1.2794075003673964,0.7581183463335037,0.6455528234063268,5.810771713256836,255.26122683541374
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,67,6.060769043005112,0.8849679782986641,0.3847024200856686,1.0,1.3289802925927299,1508683933.8666666,1000.0,1.0,1.0,702,0,49900,842,0.8143588602542877,0.0,0.6292552084259341,0.0,6.7388419423784525,1952178886.8266666,0.6292552084259341,0.0,3.989437717283371,0.0,6372.893318097165,0.0,8.565152518090416,2481243817.741902,141.7467269897461,0.0,10.0,168.67333333333335,141.7467269897461,0.0,3.989437717283371,1.2172552272817674,0.8143588602542877,0.6292552084259341,9.922270889282226,446.1025322668015
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,68,6.060769043005112,0.8849939781427384,0.38460649460554125,1.0,1.8681351813403042,6193102946.986667,1000.0,1.0,1.0,562,0,49900,642,0.8194255341183055,0.0,0.6152144883079663,0.0,7.392597285183993,7889922478.08,0.6152144883079663,0.0,4.079148614472444,0.0,6185.991435802071,0.0,9.33365152791111,9961558049.458763,138.90710310502485,0.0,7.2727272727272725,168.20666666666668,138.90710310502485,0.0,4.079148614472444,1.1997088489923906,0.8194255341183055,0.6152144883079663,7.639890670776367,340.2295289691139
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,69,6.480461563992518,0.8851074773073196,0.38412307754158975,1.0,0.9983310252428055,23300622602.24,1000.0,1.0,1.0,336,0,49900,356,0.7451200385888418,0.0,0.6322587739926974,0.0,6.397933880488078,30155497274.02667,0.6322587739926974,0.0,4.098602481104292,0.0,6457.379568783735,0.0,8.024149009505527,37820366403.04703,142.47845458984375,0.0,3.3333333333333335,167.45333333333335,142.47845458984375,0.0,4.098602481104292,1.2138440006976547,0.7451200385888418,0.6322587739926974,4.274353637695312,193.721387063512
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,70,6.480461563992518,0.8851614767313003,0.3838610208034515,1.0,1.912936544418335,95844097064.96,1000.0,1.0,1.0,219,0,49900,239,0.8022454023361206,0.0,0.6123189559703756,0.0,6.861653900146484,122156465111.04,0.6123189559703756,0.0,4.1384619388503125,0.0,6596.881254480575,0.0,8.548555772825985,152187995811.14166,137.9292724609375,0.0,4.0,167.06333333333333,137.9292724609375,0.0,4.1384619388503125,1.2101770917929942,0.8022454023361206,0.6123189559703756,3.4482318115234376,164.9220313620144
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,71,6.480461563992518,0.8852254778146744,0.3835825799405575,1.0,1.2290160059928894,362521690876.5867,1000.0,1.0,1.0,79,0,49900,85,0.8127518892288208,0.0,0.605632786494081,0.0,6.397774696350098,468913766727.68,0.605632786494081,0.0,4.153199215401014,0.0,6937.853184001796,0.0,7.917673453238032,580312102080.6947,136.64078267415366,0.0,2.0,166.59666666666666,136.64078267415366,0.0,4.153199215401014,1.216739750938369,0.8127518892288208,0.605632786494081,2.049611740112305,104.06779776002693
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,72,6.480461563992518,0.8852449756860733,0.3834340354800224,1.0,1.6466141011979845,1492371404226.56,1000.0,1.0,1.0,536,0,49900,586,0.7896193795733981,0.0,0.6080417729194216,0.0,6.85650618871053,1901814239286.6133,0.6080417729194216,0.0,4.206725448399451,0.0,6469.590679472236,0.0,8.429003227803586,2337983503613.5864,137.33233812120227,0.0,5.555555555555555,168.12,137.33233812120227,0.0,4.206725448399451,1.232553705738369,0.7896193795733981,0.6080417729194216,6.179955215454101,291.1315805762506
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,73,6.480461563992518,0.8851719760894775,0.3834425859153271,1.0,1.7433645367622375,5639946399034.026,1000.0,1.0,1.0,710,0,49900,870,0.741889750957489,0.0,0.6250869470868705,0.0,7.208139101664226,7288905531392.0,0.6250869470868705,0.0,4.291610765657886,0.0,6488.79427794262,0.0,8.802402235862521,8901032213945.805,141.0934580485026,0.0,10.666666666666666,168.7,141.0934580485026,0.0,4.291610765657886,1.2398648474787686,0.741889750957489,0.6250869470868705,10.582009353637694,486.6595708456965
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,74,6.480461563992518,0.8853514781594276,0.38315553560853005,1.0,1.287736415863037,23038759370315.094,1000.0,1.0,1.0,356,0,49900,364,0.7868651032447815,0.0,0.6002290721471661,0.0,6.460413646697998,29357275216172.375,0.6002290721471661,0.0,4.325753346903597,0.0,6743.963864922257,0.0,7.836877902296473,35612175008460.75,135.85298767089844,0.0,1.6,167.52,135.85298767089844,0.0,4.325753346903597,1.2442166675426007,0.7868651032447815,0.6002290721471661,3.396324691772461,168.59909662305643
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,75,6.480461563992518,0.8852779790759087,0.383103589117527,1.0,1.6847640790722587,86980943703354.03,1000.0,1.0,1.0,470,0,49900,562,0.7285313308238983,0.0,0.6288472708592517,0.0,6.9972663359208545,112468804267322.03,0.6288472708592517,0.0,4.3807390940729825,0.0,6901.72447885005,0.0,8.431713919197911,135525037477586.0,141.73249539462003,0.0,8.363636363636363,167.9,141.73249539462003,0.0,4.3807390940729825,1.245801379666345,0.7285313308238983,0.6288472708592517,7.795287246704102,379.59484633675277
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,76,6.480461563992518,0.8852509763836861,0.3831171354651451,1.0,1.7806981666521593,355597625988218.9,1000.0,1.0,1.0,478,0,49900,564,0.8156948306343772,0.0,0.6028696845609793,0.0,7.058517195961692,453333637255222.6,0.6028696845609793,0.0,4.447760237064479,0.0,6299.169062704582,0.0,8.449006392526687,542637878860462.3,135.86664511940697,0.0,7.818181818181818,167.92666666666668,135.86664511940697,0.0,4.447760237064479,1.2233159316529243,0.8156948306343772,0.6028696845609793,7.4726654815673825,346.454298448752
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,77,6.480461563992518,0.8852314773201942,0.3831445094943047,1.0,1.8674341281255087,1338140887183523.8,1000.0,1.0,1.0,792,0,49900,950,0.7661784569422404,0.0,0.6017347028843557,0.0,7.128059991200765,1731550454648668.2,0.6017347028843557,0.0,4.524036109548787,0.0,6672.676478883621,0.0,8.475556263866196,2058884650271531.0,135.71075541178385,0.0,10.533333333333333,168.97333333333333,135.71075541178385,0.0,4.524036109548787,1.2304015229045855,0.7661784569422404,0.6017347028843557,10.17830665588379,500.4507359162715
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,78,6.480461563992518,0.8851999759674072,0.3831283564865589,1.0,2.1323650053569247,5475493696447884.0,1000.0,1.0,1.0,396,0,49900,428,0.7958578297070095,0.0,0.6002290721471661,0.0,7.849173750196185,6977079716641505.0,0.6002290721471661,0.0,4.550766654907311,0.0,6668.5299312158,0.0,9.270977163432084,8240911563310961.0,135.2710222516741,0.0,4.571428571428571,167.65333333333334,135.2710222516741,0.0,4.550766654907311,1.2384599825183782,0.7958578297070095,0.6002290721471661,4.734485778808594,233.398547592553
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,79,6.480461563992518,0.885255478322506,0.3829775629937649,1.0,1.2983974268039067,2.066991524171743e+16,1000.0,1.0,1.0,241,0,49900,267,0.7802210847536722,0.0,0.6017716307024777,0.0,6.861607392628987,2.672479785027895e+16,0.6017716307024777,0.0,4.606230981131652,0.0,7143.8447949597185,0.0,8.050672073295765,3.1356003252071944e+16,135.5827891031901,0.0,4.333333333333333,167.13666666666666,135.5827891031901,0.0,4.606230981131652,1.1966036070817965,0.7802210847536722,0.6017716307024777,4.067483673095703,214.3153438487916
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,80,6.480461563992518,0.8852684786915779,0.38308796226978303,1.0,1.5463239229642427,8.467733638465018e+16,1000.0,1.0,1.0,586,0,49900,718,0.7560384273529053,0.0,0.6028812560647632,0.0,7.307342529296875,1.0794670466156637e+17,0.6028812560647632,0.0,4.655706098957063,0.0,6856.039980344534,0.0,8.516682176891766,1.25811506982118e+17,135.93204909104568,0.0,10.153846153846153,168.28666666666666,135.93204909104568,0.0,4.655706098957063,1.2063476325079452,0.7560384273529053,0.6028812560647632,8.83558319091797,445.6425987223948
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,81,6.480461563992518,0.8852884766459465,0.38295487225055697,1.0,1.5537551194429398,3.1918565801192326e+17,1000.0,1.0,1.0,458,0,49900,498,0.7577018439769745,0.0,0.6019215638454045,0.0,6.798326194286346,4.126890000907449e+17,0.6019215638454045,0.0,4.684884220890714,0.0,7019.901394367528,0.0,7.870778266951575,4.777916681394528e+17,135.66664123535156,0.0,5.0,167.86,135.66664123535156,0.0,4.684884220890714,1.207142826549848,0.7577018439769745,0.6019215638454045,5.426665649414063,280.79605577470113
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,82,6.480461563992518,0.8853074765205383,0.3829388664662838,1.0,1.5471279223759968,1.3070224811089165e+18,1000.0,1.0,1.0,91,0,49900,97,0.7710845271746317,0.0,0.6002290721471661,0.0,6.720150947570801,1.6656768299073554e+18,0.6002290721471661,0.0,4.692521885586412,0.0,6858.363158757413,0.0,7.728574729819069,1.9156277821885181e+18,135.021728515625,0.0,2.0,166.63666666666666,135.021728515625,0.0,4.692521885586412,1.2126323494929292,0.7710845271746317,0.6002290721471661,2.025325927734375,102.8754473813612
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,83,6.480461563992518,0.8853389796614647,0.3830274014174938,1.0,1.8999872922897338,4.954732499136369e+18,1000.0,1.0,1.0,480,0,49900,550,0.7669807016849518,0.0,0.6019274177197159,0.0,7.3989269733428955,6.403635643667647e+18,0.6019274177197159,0.0,4.746628359721401,0.0,7003.1840974203715,0.0,8.452668299857882,7.315629442496599e+18,135.80711517333984,0.0,7.0,167.93333333333334,135.80711517333984,0.0,4.746628359721401,1.2092999002709044,0.7669807016849518,0.6019274177197159,6.790355758666992,350.1592048710186
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,84,6.480461563992518,0.8853114768862724,0.38299349397420884,1.0,1.5804366384233748,nan,1000.0,1.0,1.0,47920,466,2450,34,0.715651273727417,0.0,0.6002290721471661,0.0,7.019698347364153,nan,0.6002290721471661,0.0,4.78367184913789,0.0,7162.995374580905,0.0,7.966145586252318,nan,135.62902178083147,0.0,4.285714285714286,8.18,135.62902178083147,0.0,4.78367184913789,1.2055199362519147,0.715651273727417,0.6002290721471661,4.747015762329101,250.7048381103317
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,85,6.900154084979923,0.8852659773826599,0.38314411327242853,1.0,2.037707507610321,nan,1000.0,1.0,1.0,50437,537,0,42,0.7818416953086853,0.0,0.6002290721471661,0.0,7.482737421989441,nan,0.6002290721471661,0.0,4.827421526399657,0.0,7013.114397578143,0.0,8.435192503848794,nan,135.4021396636963,0.0,5.25,0.0,135.4021396636963,0.0,4.827421526399657,1.1964845130571147,0.7818416953086853,0.6002290721471661,5.416085586547852,280.5245759031257
