algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,noise_norm_honest,noise_norm_attacker,balance_threshold_honest,balance_threshold_attacker,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,nsr_honest,nsr_attacker,balance_local_norm_honest,balance_local_norm_attacker,sigma_n_honest,sigma_n_attacker,balance_kept_honest,balance_kept_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,6.9815192596714475,0.8852376445134481,0.383208998243014,1.0,1.4849820326675067,nan,1000.0,1.0,1.0,30388,488,0,50,137.6883212002841,0.0,7.721715356888964,nan,4.918381283739947,0.0,0.7221584265882318,0.0,137.6883212002841,0.0,7226.616286960614,0.0,6.941764701496471,nan,0.6102098127463537,0.0,4.545454545454546,0.0,0.6102098127463537,0.0,4.918381283739947,1.15382843308714,0.7221584265882318,0.6102098127463537,5.04857177734375,264.97593052188927
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,6.9815192596714475,0.8852293109893798,0.3833454681436221,1.0,2.1049112915992736,nan,1000.0,1.0,1.0,30189,289,0,52,135.2835693359375,0.0,8.68672962755992,nan,4.94084129646984,0.0,0.7638546764850617,0.0,135.2835693359375,0.0,7412.372320881934,0.0,7.861541318893432,nan,0.6002290721471661,0.0,5.2,0.0,0.6002290721471661,0.0,4.94084129646984,1.1572393571218518,0.7638546764850617,0.6002290721471661,4.509452311197917,247.0790773627312
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,6.9815192596714475,0.885186976591746,0.38348238547643027,1.0,1.7213242329083955,nan,1000.0,1.0,1.0,30475,575,0,76,135.29766845703125,0.0,8.237968965108054,nan,4.984401792294168,0.0,0.7396319508552551,0.0,135.29766845703125,0.0,7581.984457121473,0.0,7.505279064178467,nan,0.6002290721471661,0.0,5.846153846153846,0.0,0.6002290721471661,0.0,4.984401792294168,1.1427657195445358,0.7396319508552551,0.6002290721471661,5.862898966471354,328.5526598085971
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,6.996501198618383,0.8851103111108144,0.3837632066011429,1.0,1.8641590916592141,nan,1000.0,1.0,1.0,30680,780,0,276,135.51773801057234,0.0,8.07875932484302,nan,5.058114813066461,0.0,0.7390958770461704,0.0,135.51773801057234,0.0,7484.951432559027,0.0,7.4094617470451025,nan,0.6002290721471659,0.0,12.0,0.0,0.6002290721471659,0.0,5.058114813066461,1.118518193016083,0.7390958770461704,0.6002290721471659,10.389693247477213,573.8462764961921
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,6.996501198618383,0.8851433106263479,0.38391384094953535,1.0,1.8716644287109374,nan,1000.0,1.0,1.0,30129,229,0,52,135.40508880615235,0.0,7.948510683298461,nan,5.084907987401871,0.0,0.7525258004665375,0.0,135.40508880615235,0.0,7308.803261852912,0.0,7.338766145706177,nan,0.6002290721471661,0.0,5.2,0.0,0.6002290721471661,0.0,5.084907987401871,1.1144967439027995,0.7525258004665375,0.6002290721471661,4.513502960205078,243.62677539509713
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,6.996501198618383,0.8850999774535497,0.3840930293003718,1.0,1.881782691925764,nan,1000.0,1.0,1.0,30284,384,0,156,135.75618743896484,0.0,7.779157708266556,nan,5.1176961287876415,0.0,0.7363175954669714,0.0,135.75618743896484,0.0,7587.212923858149,0.0,7.230447202920914,nan,0.6010656002300395,0.0,9.75,0.0,0.6010656002300395,0.0,5.1176961287876415,1.1187789240928137,0.7363175954669714,0.6010656002300395,7.240329996744792,404.6513559391013
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,7.3414848699662265,0.8850523112217585,0.38442317853371305,1.0,2.117064941674471,nan,1000.0,1.0,1.0,30408,508,0,126,135.60361289978027,0.0,8.698030580477083,nan,5.146707883608535,0.0,0.7481462322175503,0.0,135.60361289978027,0.0,7421.824366445171,0.0,8.138583242893219,nan,0.6006024811896274,0.0,7.875,0.0,0.6006024811896274,0.0,5.146707883608535,1.1281671154369464,0.7481462322175503,0.6006024811896274,7.232192687988281,395.8306328770758
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,7.3414848699662265,0.8851313116153081,0.3844470804929733,1.0,1.5642684671011837,nan,1000.0,1.0,1.0,30316,416,0,54,135.4480341131037,0.0,7.500577059569986,nan,5.182090486987677,0.0,0.7685396888039329,0.0,135.4480341131037,0.0,7780.6079514398125,0.0,7.065092520280317,nan,0.6002290721471661,0.0,4.909090909090909,0.0,0.6002290721471661,0.0,5.182090486987677,1.093300448325319,0.7685396888039329,0.6002290721471661,4.966427917480469,285.2889582194598
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,7.3414848699662265,0.8851019777854283,0.3846954107284546,1.0,1.6465324555572711,nan,1000.0,1.0,1.0,30556,656,0,192,135.33554398386102,0.0,7.588492910806082,nan,5.232177148025083,0.0,0.7158875951641485,0.0,135.33554398386102,0.0,7529.0719895963175,0.0,7.195715854042454,nan,0.600229072147166,0.0,10.105263157894736,0.0,0.600229072147166,0.0,5.232177148025083,1.0786990964667906,0.7158875951641485,0.600229072147166,8.571251118977864,476.8412260077667
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,96,7.473488314093678,0.8850299777587255,0.38502096563577654,1.0,1.5386168837547303,nan,1000.0,1.0,1.0,30539,639,0,276,135.46642608642577,0.0,7.575970202284807,nan,5.277478721189252,0.0,0.7508785933256149,0.0,135.46642608642577,0.0,7475.870781063988,0.0,7.231893587112427,nan,0.6002290721471659,0.0,13.8,0.0,0.6002290721471659,0.0,5.277478721189252,1.0708249914841368,0.7508785933256149,0.6002290721471659,9.031095072428386,498.3913854042659
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,97,7.473488314093678,0.8849799789985021,0.38517095188299816,1.0,1.7188120914830103,nan,1000.0,1.0,1.0,30567,667,0,154,135.41342078314887,0.0,7.572456921052425,nan,5.318679256011788,0.0,0.7401543723212348,0.0,135.41342078314887,0.0,8038.419260622406,0.0,7.276891125573052,nan,0.600229072147166,0.0,8.555555555555555,0.0,0.600229072147166,0.0,5.318679256011788,1.0621069775373067,0.7401543723212348,0.600229072147166,8.124805246988933,482.3051556373444
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,98,7.473488314093678,0.8849986451864242,0.3854243802030881,1.0,2.1711126416921616,nan,1000.0,1.0,1.0,30139,239,0,30,135.23431396484375,0.0,8.379123663433067,nan,5.335129461586541,0.0,0.7896196246147156,0.0,135.23431396484375,0.0,7947.962415926422,0.0,8.105932116508484,nan,0.6002290721471661,0.0,3.75,0.0,0.6002290721471661,0.0,5.335129461586541,1.0618506297148154,0.7896196246147156,0.6002290721471661,3.606248372395833,211.9456644247046
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,99,7.473488314093678,0.8850023126602173,0.3856064166625341,1.0,1.7688286552826564,nan,1000.0,1.0,1.0,30280,380,0,70,135.53145472208658,0.0,7.729989290357188,nan,5.351917162426037,0.0,0.7352702468633652,0.0,135.53145472208658,0.0,7741.931560948571,0.0,7.527981638908386,nan,0.6002290721471661,0.0,5.833333333333333,0.0,0.6002290721471661,0.0,5.351917162426037,1.0678968423553594,0.7352702468633652,0.6002290721471661,5.4212581888834634,309.67726243794283
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,100,7.473488314093678,0.8850136440992356,0.38585816403230033,1.0,2.008909966264452,nan,1000.0,1.0,1.0,30253,353,0,112,135.46146937779017,0.0,7.52474823468328,nan,5.38091629742098,0.0,0.7733983142035348,0.0,135.46146937779017,0.0,8334.958601500413,0.0,7.377121380397251,nan,0.6002290721471661,0.0,8.0,0.0,0.6002290721471661,0.0,5.38091629742098,1.0637591972407043,0.7733983142035348,0.6002290721471661,6.321535237630209,388.96473473668595
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,101,7.473488314093678,0.8850289765993754,0.3859391863147418,1.0,1.6496734000169313,nan,1000.0,1.0,1.0,30275,375,0,86,135.4409907414363,0.0,7.248328309343052,nan,5.407549159477791,0.0,0.7078943023314843,0.0,135.4409907414363,0.0,7913.3864697685,0.0,7.15365692285391,nan,0.6002290721471661,0.0,6.615384615384615,0.0,0.6002290721471661,0.0,5.407549159477791,1.0613592250042667,0.7078943023314843,0.6002290721471661,5.869109598795573,342.91341368996837
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,102,7.473488314093678,0.88489497701327,0.38636957506338754,1.0,1.8541836773647982,nan,1000.0,1.0,1.0,30753,853,0,120,135.29143299775964,0.0,7.823312889765019,nan,5.441088571994661,0.0,0.7462158799171448,0.0,135.29143299775964,0.0,8123.982114248723,0.0,7.772777725668514,nan,0.6002290721471661,0.0,7.0588235294117645,0.0,0.6002290721471661,0.0,5.441088571994661,1.0575979866768084,0.7462158799171448,0.6002290721471661,7.666514536539713,460.35898647409425
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,103,7.473488314093678,0.8848909771442414,0.3866065600514412,1.0,1.71499688592222,nan,1000.0,1.0,1.0,30512,612,0,160,135.39944203694662,0.0,7.3515576140497485,nan,5.492094362404564,0.0,0.752231220404307,0.0,135.39944203694662,0.0,8469.838415726417,0.0,7.352926254272461,nan,0.600229072147166,0.0,8.88888888888889,0.0,0.600229072147166,0.0,5.492094362404564,1.0038300046516884,0.752231220404307,0.600229072147166,8.123966522216797,508.1903049435851
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,104,7.473488314093678,0.8848906433582306,0.3868218976259232,1.0,1.759599208831787,nan,1000.0,1.0,1.0,30560,660,0,104,135.35872395833334,0.0,7.307606049084407,nan,5.520466182886157,0.0,0.7342435240745544,0.0,135.35872395833334,0.0,8401.958537264589,0.0,7.357855733235677,nan,0.6002290721471663,0.0,6.933333333333334,0.0,0.6002290721471663,0.0,5.520466182886157,1.0026824711455433,0.7342435240745544,0.6002290721471663,6.767936197916667,420.09792686322953
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,105,7.473488314093678,0.8849259754021962,0.38705756425857546,1.0,2.0621457866259982,nan,1000.0,1.0,1.0,30067,167,0,26,135.49627031598772,0.0,7.6348026257388,nan,5.537069420347648,0.0,0.7970922929900033,0.0,135.49627031598772,0.0,8336.789919686053,0.0,7.7387221200125555,nan,0.6002290721471661,0.0,3.7142857142857144,0.0,0.6002290721471661,0.0,5.537069420347648,0.9947538310698851,0.7970922929900033,0.6002290721471661,3.16157964070638,194.5250981260079
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,106,7.473488314093678,0.8848536437749863,0.3873597750067711,1.0,1.7174223396513197,nan,1000.0,1.0,1.0,30362,462,0,182,135.8237508138021,0.0,7.403037860583329,nan,5.5616764073280605,0.0,0.7114844015902944,0.0,135.8237508138021,0.0,8592.899738904745,0.0,7.5539952119191485,nan,0.6018480611779791,0.0,10.11111111111111,0.0,0.6018480611779791,0.0,5.5616764073280605,1.005911978464939,0.7114844015902944,0.6018480611779791,8.149425048828125,515.5739843342847
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,107,7.473488314093678,0.8847883105278015,0.3878126576542854,1.0,2.1668089851737022,nan,1000.0,1.0,1.0,30398,498,0,136,135.51004314422607,0.0,7.9057152141242835,nan,5.584107062529628,0.0,0.7427738718688488,0.0,135.51004314422607,0.0,8333.545348641313,0.0,8.12088194489479,nan,0.6002290721471661,0.0,8.5,0.0,0.6002290721471661,0.0,5.584107062529628,1.016029094895575,0.7427738718688488,0.6002290721471661,7.2272023010253905,444.4557519275367
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,108,7.473488314093678,0.8846359777450562,0.3882928717136383,1.0,2.256810943285624,nan,1000.0,1.0,1.0,30405,505,0,64,135.63997650146484,0.0,8.068930483110893,nan,5.600578958893573,0.0,0.7404066771268845,0.0,135.63997650146484,0.0,8550.978761198383,0.0,8.34398090839386,nan,0.6002290721471661,0.0,5.333333333333333,0.0,0.6002290721471661,0.0,5.600578958893573,1.0241452197072054,0.7404066771268845,0.6002290721471661,5.425599060058594,342.0391504479353
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,109,7.473488314093678,0.8845783106486003,0.3888526842991511,1.0,2.0712688129681807,nan,1000.0,1.0,1.0,30918,1018,0,318,135.38893655630258,0.0,7.559483463829328,nan,5.652696872299528,0.0,0.7703562424733088,0.0,135.38893655630258,0.0,8532.571000006563,0.0,7.869456621316763,nan,0.600229072147166,0.0,12.23076923076923,0.0,0.600229072147166,0.0,5.652696872299528,1.0109224823606018,0.7703562424733088,0.600229072147166,11.733707834879556,739.4894866672354
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,110,7.473488314093678,0.8845249785979589,0.3893404107292493,1.0,2.1503801494836807,nan,1000.0,1.0,1.0,30644,744,0,326,135.46997197469076,0.0,7.558321772299909,nan,5.700661740659099,0.0,0.7541371198991934,0.0,135.46997197469076,0.0,8865.080663688785,0.0,7.920877516269684,nan,0.6002290721471661,0.0,13.583333333333334,0.0,0.6002290721471661,0.0,5.700661740659099,0.9977564517620969,0.7541371198991934,0.6002290721471661,10.83759775797526,709.2064530951027
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,111,7.473488314093678,0.8844489773114522,0.38969688018163046,1.0,2.2287953751427785,nan,1000.0,1.0,1.0,30322,422,0,102,135.4213420322963,0.0,7.366532890749066,nan,5.728691977240745,0.0,0.7870804114001138,0.0,135.4213420322963,0.0,9154.280412903394,0.0,7.77152681350708,nan,0.6002290721471661,0.0,7.285714285714286,0.0,0.6002290721471661,0.0,5.728691977240745,0.9879400391709467,0.7870804114001138,0.6002290721471661,6.319662628173828,427.19975260215836
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,112,7.473488314093678,0.8844363113244375,0.3899313493569692,1.0,2.076991692185402,nan,1000.0,1.0,1.0,30247,347,0,24,135.1713161468506,0.0,7.3171828207411505,nan,5.739452591711825,0.0,0.7596150487661362,0.0,135.1713161468506,0.0,8205.88530757041,0.0,7.771098613739014,nan,0.6002290721471661,0.0,3.0,0.0,0.6002290721471661,0.0,5.739452591711825,0.99525316483798,0.7596150487661362,0.6002290721471661,3.6045684305826824,218.8236082018776
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,113,7.473488314093678,0.8843116456270218,0.390535131196181,1.0,2.2565871328115463,nan,1000.0,1.0,1.0,30261,361,0,140,135.5589780807495,0.0,8.282462030728844,nan,5.765348831428133,0.0,0.7131940331310034,0.0,135.5589780807495,0.0,8738.031552892291,0.0,8.85509580373764,nan,0.6002290721471661,0.0,8.75,0.0,0.6002290721471661,0.0,5.765348831428133,0.997429443001657,0.7131940331310034,0.6002290721471661,7.22981216430664,466.02834948758886
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,114,7.473488314093678,0.8842779765526454,0.39096967001756033,1.0,2.081825049718221,nan,1000.0,1.0,1.0,30662,762,0,108,135.51789042154948,0.0,7.561590246310667,nan,5.789644361777713,0.0,0.7281609455744426,0.0,135.51789042154948,0.0,8770.985880922875,0.0,8.138460254669189,nan,0.6002290721471663,0.0,7.2,0.0,0.6002290721471663,0.0,5.789644361777713,0.9973085935567759,0.7281609455744426,0.6002290721471663,6.775894521077474,438.54929404614376
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,115,7.473488314093678,0.8842433128754298,0.39131697922945025,1.0,1.930888330936432,nan,1000.0,1.0,1.0,30424,524,0,110,135.61760355631512,0.0,7.434764923668627,nan,5.813485965533733,0.0,0.7082735459009807,0.0,135.61760355631512,0.0,9044.861487977576,0.0,8.055484104156495,nan,0.6002290721471663,0.0,7.333333333333333,0.0,0.6002290721471663,0.0,5.813485965533733,1.001300096891685,0.7082735459009807,0.6002290721471663,6.780880177815755,452.2430743988788
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,116,7.54745242805571,0.884114644130071,0.39208974530299506,1.0,2.253949934786016,nan,1000.0,1.0,1.0,30395,495,0,286,135.25557708740234,0.0,7.814823726133349,nan,5.848277219083727,0.0,0.7335305566137488,0.0,135.25557708740234,0.0,8946.300839057441,0.0,8.523910609158603,nan,0.6002290721471659,0.0,13.0,0.0,0.6002290721471659,0.0,5.848277219083727,1.0042668065937144,0.7335305566137488,0.6002290721471659,9.918742319742838,656.062061530879
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,117,7.54745242805571,0.8841389777263006,0.3922403436899185,1.0,1.8645648035136135,nan,1000.0,1.0,1.0,30286,386,0,54,135.37337424538353,0.0,6.717407827901101,nan,5.879246843151337,0.0,0.7584126754240557,0.0,135.37337424538353,0.0,9495.60895640283,0.0,7.375928748737682,nan,0.6002290721471661,0.0,4.909090909090909,0.0,0.6002290721471661,0.0,5.879246843151337,0.9685610853587989,0.7584126754240557,0.6002290721471661,4.963690388997396,348.1723284014371
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,118,7.549310940139067,0.883892643849055,0.39327391068140666,1.0,2.4731518268585204,nan,1000.0,1.0,1.0,30843,943,0,320,135.46704833984376,0.0,8.205806882790965,nan,5.9223087861970924,0.0,0.752820395231247,0.0,135.46704833984376,0.0,8639.331031731317,0.0,9.070507469177246,nan,0.6002290721471661,0.0,12.8,0.0,0.6002290721471661,0.0,5.9223087861970924,0.9588653038960797,0.752820395231247,0.6002290721471661,11.28892069498698,719.9442526442765
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,119,7.549310940139067,0.8838763103882472,0.39357687185208,1.0,1.8702837884426118,nan,1000.0,1.0,1.0,30516,616,0,214,135.43055572509766,0.0,6.7412547118293205,nan,5.954420417240899,0.0,0.7614847034215927,0.0,135.43055572509766,0.0,9252.583695932944,0.0,7.501469135284424,nan,0.6002290721471659,0.0,10.7,0.0,0.6002290721471659,0.0,5.954420417240899,0.95142718557736,0.7614847034215927,0.6002290721471659,9.028703715006511,616.8389130621964
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,120,7.549310940139067,0.8837249777714411,0.39426607380310696,1.0,2.3179334742682323,nan,1000.0,1.0,1.0,30664,764,0,222,135.43089149111793,0.0,7.747694151313654,nan,5.982150375403668,0.0,0.7633843705767677,0.0,135.43089149111793,0.0,9017.93832147685,0.0,8.67907326562064,nan,0.6002290721471659,0.0,10.571428571428571,0.0,0.6002290721471659,0.0,5.982150375403668,0.960198884634145,0.7633843705767677,0.6002290721471659,9.480162404378255,631.2556825033794
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,121,7.598194322769867,0.8836833131313324,0.394902267853419,1.0,2.4121358955607697,nan,1000.0,1.0,1.0,30381,481,0,160,135.31995705997244,0.0,7.87292319199902,nan,6.003762332869469,0.0,0.7429832816123962,0.0,135.31995705997244,0.0,9036.262092117722,0.0,8.878348687115837,nan,0.6002290721471661,0.0,9.411764705882353,0.0,0.6002290721471661,0.0,6.003762332869469,0.9704478972293097,0.7429832816123962,0.6002290721471661,7.668130900065104,512.0548518866709
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,122,7.598194322769867,0.8835629765192667,0.3954546621441841,1.0,2.6116937490609975,nan,1000.0,1.0,1.0,30331,431,0,80,135.40400578425482,0.0,7.826248539494221,nan,6.021149830019842,0.0,0.7859053290807284,0.0,135.40400578425482,0.0,9132.46372375782,0.0,8.884748018704927,nan,0.6002290721471661,0.0,6.153846153846154,0.0,0.6002290721471661,0.0,6.021149830019842,0.9717303023870765,0.7859053290807284,0.6002290721471661,5.867506917317709,395.7400946961722
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,123,7.598194322769867,0.8835053114096324,0.3958512871464093,1.0,2.5912430816226535,nan,1000.0,1.0,1.0,30164,264,0,44,135.37514411078558,0.0,8.660114866293554,nan,6.030788008667493,0.0,0.7134411003854539,0.0,135.37514411078558,0.0,8496.357658454674,0.0,9.897156291537815,nan,0.6002290721471661,0.0,4.888888888888889,0.0,0.6002290721471661,0.0,6.030788008667493,0.9749695041994662,0.7134411003854539,0.6002290721471661,4.061254323323568,254.8907297536402
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,124,7.598194322769867,0.8835726455847422,0.3959965403874715,1.0,1.7203538748953078,nan,1000.0,1.0,1.0,30205,305,0,40,135.3251020643446,0.0,7.555737113751288,nan,6.046160003159257,0.0,0.6593093772729238,0.0,135.3251020643446,0.0,8921.008089359331,0.0,8.692784468332926,nan,0.6002290721471661,0.0,4.444444444444445,0.0,0.6002290721471661,0.0,6.046160003159257,0.9712237015977863,0.6593093772729238,0.6002290721471661,4.059753061930339,267.63024268077993
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,125,7.598194322769867,0.8835239783922831,0.39645135790109637,1.0,2.187747017542521,nan,1000.0,1.0,1.0,30524,624,0,96,135.44275410970053,0.0,6.597798824689375,nan,6.067144629208627,0.0,0.7956519405047099,0.0,135.44275410970053,0.0,10386.147643059197,0.0,7.641461658477783,nan,0.6002290721471663,0.0,6.4,0.0,0.6002290721471663,0.0,6.067144629208627,0.9739934740054902,0.7956519405047099,0.6002290721471663,6.772137705485026,519.3073821529598
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,126,7.598194322769867,0.8835373139381408,0.39673476547002795,1.0,2.423057273030281,nan,1000.0,1.0,1.0,30150,250,0,40,135.30488395690918,0.0,7.603777483458731,nan,6.076546164406634,0.0,0.7763107270002365,0.0,135.30488395690918,0.0,10149.314216830924,0.0,8.865476131439209,nan,0.6002290721471661,0.0,5.0,0.0,0.6002290721471661,0.0,6.076546164406634,0.975285275546037,0.7763107270002365,0.6002290721471661,3.6081302388509116,270.6483791154913
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,127,7.629303397123509,0.8833136435349782,0.39767374445994697,1.0,2.49183065071702,nan,1000.0,1.0,1.0,30356,456,0,134,135.4249963760376,0.0,8.186910059812774,nan,6.10665712048997,0.0,0.7269574459642172,0.0,135.4249963760376,0.0,9763.09396594666,0.0,9.609216570854187,nan,0.6002290721471661,0.0,8.375,0.0,0.6002290721471661,0.0,6.10665712048997,0.9562477935830317,0.7269574459642172,0.6002290721471661,7.222666473388672,520.6983448504885
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,128,7.629303397123509,0.8834343105554581,0.397789208094279,1.0,1.539482240875562,nan,1000.0,1.0,1.0,30273,373,0,78,135.43261082967123,0.0,6.168281692891017,nan,6.124601594169438,0.0,0.7432227780421575,0.0,135.43261082967123,0.0,10805.81924594366,0.0,7.288320422172546,nan,0.6002290721471661,0.0,6.5,0.0,0.6002290721471661,0.0,6.124601594169438,0.9535721970499832,0.7432227780421575,0.6002290721471661,5.417304433186849,432.23276983774633
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,129,7.714783338337382,0.8832973096768061,0.39834655622641246,1.0,2.106397867202759,nan,1000.0,1.0,1.0,30533,633,0,160,135.40364922417535,0.0,6.978339042299193,nan,6.147375004300525,0.0,0.764755775531133,0.0,135.40364922417535,0.0,10027.480004067333,0.0,8.300621694988674,nan,0.600229072147166,0.0,8.88888888888889,0.0,0.600229072147166,0.0,6.147375004300525,0.9586971797085575,0.764755775531133,0.600229072147166,8.124218953450521,601.64880024404
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,130,7.714783338337382,0.8832486448685328,0.39885539005200066,1.0,2.3934540965340356,nan,1000.0,1.0,1.0,30290,390,0,62,135.35839150168678,0.0,7.691588028640163,nan,6.163377805633983,0.0,0.7550357742743059,0.0,135.35839150168678,0.0,9912.806289333523,0.0,9.210217085751621,nan,0.6002290721471661,0.0,5.636363636363637,0.0,0.6002290721471661,0.0,6.163377805633983,0.9567988694248122,0.7550357742743059,0.6002290721471661,4.963141021728515,363.4695639422291
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,131,7.714783338337382,0.8832346443335215,0.399151363770167,1.0,2.489010149782354,nan,1000.0,1.0,1.0,30355,455,0,52,135.58178433504972,0.0,7.685624489483415,nan,6.176633821942172,0.0,0.728552823716944,0.0,135.58178433504972,0.0,9987.487763159417,0.0,9.26463491266424,nan,0.6002290721471661,0.0,4.7272727272727275,0.0,0.6002290721471661,0.0,6.176633821942172,0.9616314882423449,0.728552823716944,0.6002290721471661,4.971332092285156,366.2078846491787
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,132,7.715520184837645,0.8831173104047775,0.39968521912892657,1.0,2.162741415640887,nan,1000.0,1.0,1.0,30139,239,0,206,135.38102273380056,0.0,7.082822443579118,nan,6.204784040546179,0.0,0.7202386084724876,0.0,135.38102273380056,0.0,10015.066835287394,0.0,8.595097345464369,nan,0.6002290721471661,0.0,12.117647058823529,0.0,0.6002290721471661,0.0,6.204784040546179,0.9500127652091058,0.7202386084724876,0.6002290721471661,7.671591288248698,567.520453999619
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,133,7.743342141948482,0.8829923093318939,0.4004412066936493,1.0,2.5837408234091366,nan,1000.0,1.0,1.0,30550,650,0,136,135.3892561968635,0.0,8.071180379788164,nan,6.226955262905921,0.0,0.7491752049502205,0.0,135.3892561968635,0.0,9641.238329404468,0.0,9.859997272491455,nan,0.6002290721471661,0.0,8.0,0.0,0.6002290721471661,0.0,6.226955262905921,0.9508760115167154,0.7491752049502205,0.6002290721471661,7.672057851155599,546.3368386662532
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,134,7.753736219913895,0.8828629779815674,0.4011173568169276,1.0,2.5282284140586855,nan,1000.0,1.0,1.0,30537,637,0,100,135.3819844563802,0.0,7.693684327030268,nan,6.253047087243753,0.0,0.7643513957659404,0.0,135.3819844563802,0.0,10357.86485955032,0.0,9.461704953511555,nan,0.6002290721471663,0.0,6.666666666666667,0.0,0.6002290721471663,0.0,6.253047087243753,0.9337411376249525,0.7643513957659404,0.6002290721471663,6.76909922281901,517.8932429775159
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,135,7.753736219913895,0.8828033123413722,0.40170353253682456,1.0,2.4176488002141316,nan,1000.0,1.0,1.0,30325,425,0,122,135.54149068196614,0.0,7.469373236624631,nan,6.2691219349620395,0.0,0.7448308149973552,0.0,135.54149068196614,0.0,9843.034367065413,0.0,9.247290388743084,nan,0.6002290721471663,0.0,8.133333333333333,0.0,0.6002290721471663,0.0,6.2691219349620395,0.939498618091513,0.7448308149973552,0.6002290721471663,6.777074534098308,492.15171835327055
