algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,trust_honest,trust_attacker,sigma_dp_honest,sigma_dp_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,45,4.601774247410503,0.7846474808454513,0.6085578905045986,nan,1.0497148907184601,4.543819689452648,1000.0,0.0,nan,0,3578,0,8240,2.5581159593112464,4.058998734711558,200.18138732910157,223.81200393676758,200.18138732910157,223.81200393676758,0.6083138024806977,0.4448086804524064,0.8873782977617668,0.9916337665013587,5943.992649539101,523.816593675484,0.8873782977617668,0.9916337665013587,2.858292514391309,1.0930607659182485,0.47750970485806465,0.9707826727534404,54.77147015380859,401.9629512120519
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,46,4.6418344701202585,0.7853677292168141,0.6067177525162697,nan,1.0169454654057821,4.434911490678787,1000.0,0.0,nan,0,3255,0,7567,2.582729268464484,4.079874236141432,193.81298217773437,223.18288146972657,193.81298217773437,223.18288146972657,0.6386103592813015,0.4318781341612339,0.859423015348264,0.9899296880658188,5773.965526853929,524.3243008558167,0.859423015348264,0.9899296880658188,2.8821582619998733,1.0918208475464708,0.45884320700298187,0.9729070785809204,50.450965759277345,278.0838259767811
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,47,4.7464023579153265,0.7857357288897038,0.6054453933238984,nan,1.0521097023572241,4.20096129655838,1000.0,0.0,nan,0,4218,0,7996,2.637608470072455,4.100547901647748,195.98190689086914,224.7073840332031,195.98190689086914,224.7073840332031,0.6104604048388345,0.4070879855006933,0.8684653988443543,0.9955736222368329,5790.688449130617,526.7666471653193,0.8684653988443543,0.9955736222368329,2.9301963563875133,1.0821390946427436,0.4515757022309117,0.9677686983697283,55.9164635925293,429.6318825843784
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,48,4.817790508240018,0.78623998016119,0.6039230275154114,nan,1.1471138913184404,4.22924288034439,1000.0,0.0,nan,0,2949,0,7579,2.65307384059592,4.123381175587791,193.14422607421875,222.21455169677733,193.14422607421875,222.21455169677733,0.617132168263197,0.40773164816200735,0.8556956473417027,0.9852692114158867,5798.036747609104,524.5451945874498,0.8556956473417027,0.9852692114158867,2.9471353075942943,1.0874707461159812,0.4366144785207921,0.9673969956815165,50.62352557373047,290.44621484098127
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,49,5.094688819491828,0.7866922296583653,0.6025592704117299,nan,1.1446177791804075,3.8944335512816908,1000.0,0.0,nan,0,3216,0,7516,2.6667476714122644,4.143521623405237,189.8022289276123,224.6232275390625,189.8022289276123,224.6232275390625,0.627514326479286,0.3739604840241373,0.8408209492387648,0.9961547254736661,5624.192270789648,524.6161932301632,0.8408209492387648,0.9961547254736661,2.962102461810859,1.0964408157706704,0.4089334278110543,0.9747293770274726,50.99831683349609,284.89739131130136
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,50,5.094688819491828,0.7863404813408852,0.6040917874872684,0.2290948353774282,0.9673292416901815,4.308914539813995,1000.0,0.6111111111111112,0.15578208494340673,241,24,10338,819,2.706174940372697,0.0,193.6974596296038,0.0,193.6974596296038,0.0,0.5840753146580288,0.0,0.8588017335038688,0.0,5654.029436729289,0.0,0.8588017335038688,0.0,2.706174940372697,1.029491871218408,0.5840753146580288,0.8588017335038688,10.1691166305542,296.8365454282877
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.7819384797662496,0.6283279649913311,0.32586528635545875,1.1042156131828533,4.7072896695137025,1000.0,0.7222222222222222,0.2216008668255654,115,4,10269,584,2.733793629919842,0.0,189.6961239085478,0.0,189.6961239085478,0.0,0.5996866997550515,0.0,0.8408819457491045,0.0,5743.651188880634,0.0,0.8408819457491045,0.0,2.733793629919842,1.030170634012066,0.5996866997550515,0.8408819457491045,8.06208526611328,244.10517552742698
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.7769894796982407,0.9458856874704361,0.3083260011731456,1.044393201084698,7.914958109855652,1000.0,0.375,0.22440474734663596,117,21,10067,391,2.7697453812115236,0.0,185.57156102797563,0.0,185.57156102797563,0.0,0.6179513352758744,0.0,0.8223279205529063,0.0,5416.628259443462,0.0,0.8223279205529063,0.0,2.7697453812115236,1.029683380011228,0.6179513352758744,0.8223279205529063,7.886791343688965,230.20670102634713
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.759562978670001,10.700114950686693,0.35431171569006653,0.8887504521343443,27.077422542572023,1000.0,0.8333333333333334,0.3117105306368611,197,5,10391,813,2.799348280598218,0.0,191.1085968017578,0.0,191.1085968017578,0.0,0.5602552890777588,0.0,0.8480866753874475,0.0,5752.311915318332,0.0,0.8480866753874475,0.0,2.799348280598218,1.0287994565722767,0.5602552890777588,0.8480866753874475,8.599886856079102,258.8540361893249
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.7488647302985192,436.62510826319453,0.020408163265306124,0.871718464132685,83.3611085510254,1000.0,0.058823529411764705,0.005494505494505495,2,873,10699,192,2.818425002998768,0.0,203.86154174804688,0.0,203.86154174804688,0.0,0.45088354111290896,0.0,0.9027449091402358,0.0,5345.604562848399,0.0,0.9027449091402358,0.0,2.818425002998768,1.0328943143601188,0.45088354111290896,0.9027449091402358,13.251000213623048,347.4642965851459
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,55,5.194253122102357,0.7452952299639583,13289.185628448873,0.0,0.9076606551806132,454.7119482421875,1000.0,0.0,0.0,0,223,10092,73,2.8318883337465195,0.0,192.98724568684895,0.0,192.98724568684895,0.0,0.5154153784116109,0.0,0.8565308159192078,0.0,5341.170635943389,0.0,0.8565308159192078,0.0,2.8318883337465195,1.0346147121692661,0.5154153784116109,0.8565308159192078,7.237021713256836,200.29389884787707
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,56,5.230305745052937,0.7391004803404212,791350.1602934995,0.0,0.6314945720757047,3483.5814306640623,1000.0,0.0,0.0,58,245,10068,41,2.8537857838599052,0.0,193.72594451904297,0.0,193.72594451904297,0.0,0.5015596481971443,0.0,0.8583410446114605,0.0,5331.717834131979,0.0,0.8583410446114605,0.0,2.8537857838599052,1.0320261138114282,0.5015596481971443,0.8583410446114605,5.811778335571289,159.95153502395934
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,57,5.230305745052937,0.7303524797037244,77094009.14996459,0.0027210884353741495,0.7383405262976885,27240.96080078125,1000.0,0.008695652173913044,0.00125,61,633,10358,166,2.947724191901925,0.0,176.2786199951172,0.0,176.2786199951172,0.0,0.632984631806612,0.0,0.7814108378340059,0.0,5166.867447295345,0.0,0.7814108378340059,0.0,2.947724191901925,1.0166894452795594,0.632984631806612,0.7814108378340059,11.017413749694825,322.92921545595914
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,58,5.230305745052937,0.7182679813168943,4402885256.658375,0.12493382715724721,0.8476519584655762,170725.494375,1000.0,0.22049417945315777,0.07386960344506921,1507,915,9156,170,3.0074183035483113,0.0,183.94689206723814,0.0,183.94689206723814,0.0,0.5480879713539724,0.0,0.8159106329082934,0.0,5410.350463417776,0.0,0.8159106329082934,0.0,3.0074183035483113,1.0139549525146985,0.5480879713539724,0.8159106329082934,12.416415214538574,365.1986562806998
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,59,5.230305745052937,0.7107004822418094,190863423790.41388,0.01884057971014493,0.6474297503009439,1219741.5725,1000.0,0.06315789473684211,0.009309394889332193,101,654,10377,68,3.0366230925038633,0.0,197.7853904724121,0.0,197.7853904724121,0.0,0.4223251170478761,0.0,0.8768433234313152,0.0,5061.565100607197,0.0,0.8768433234313152,0.0,3.0366230925038633,1.0077854342113204,0.4223251170478761,0.8768433234313152,9.889269523620605,253.07825503035983
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,60,5.230305745052937,0.7020484810881317,7672284778396.568,0.10159792187810454,0.6260549474288436,7429410.12,1000.0,0.2776883373037219,0.05378506913967292,1204,639,9275,44,3.051668578523412,0.0,206.26991631002988,0.0,206.26991631002988,0.0,0.33388736734495444,0.0,0.9143819998443412,0.0,4301.496198813583,0.0,0.9143819998443412,0.0,3.051668578523412,1.0117291471849044,0.33388736734495444,0.9143819998443412,8.76647144317627,182.81358844957725
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,61,5.3157366660828576,0.6956352328136564,229789076941964.4,0.15650183356235609,1.0107173653025376,50026419.72,1000.0,0.20612824675324673,0.13722404537308142,320,563,10075,96,3.1001788065785725,0.0,174.60744114925987,0.0,174.60744114925987,0.0,0.5870494562152185,0.0,0.7737150851955551,0.0,5239.198112837879,0.0,0.7737150851955551,0.0,3.1001788065785725,1.0071687733670764,0.5870494562152185,0.7737150851955551,8.293853454589843,248.86191035979928
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,62,5.3157366660828576,0.6888029832020401,9195779423603578.0,0.13997998091780817,0.7627400166609071,298549280.8,1000.0,0.16749273453818908,0.08460507140725206,1668,543,8687,124,3.1486854750959123,0.0,182.8971932151101,0.0,182.8971932151101,0.0,0.5046085376207802,0.0,0.8100997587182391,0.0,4908.316857010818,0.0,0.8100997587182391,0.0,3.1486854750959123,0.9996646525891406,0.5046085376207802,0.8100997587182391,10.059345626831055,269.95742713559497
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,63,5.3157366660828576,0.6823814807459712,5.215287069472417e+17,0.16461529418373172,0.8681996746195687,2010883360.0,1000.0,0.14282322615655949,0.1348945623489803,1006,686,9421,167,3.1876703989128816,0.0,189.08493381076389,0.0,189.08493381076389,0.0,0.42619801064332324,0.0,0.8381940359397101,0.0,4434.774383505534,0.0,0.8381940359397101,0.0,3.1876703989128816,1.009675205755068,0.42619801064332324,0.8381940359397101,12.763233032226562,299.34727088662356
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,64,5.3157366660828576,0.6662324829772115,2.921773284918546e+19,0.08178735031924811,0.9435455414426067,12134746255.36,1000.0,0.19306139122315594,0.045633723021312425,1165,1142,9742,63,3.228946970189009,0.0,187.06860218877378,0.0,187.06860218877378,0.0,0.43194019608199596,0.0,0.8299972136656142,0.0,3968.682068244642,0.0,0.8299972136656142,0.0,3.228946970189009,1.0056073015571616,0.43194019608199596,0.8299972136656142,10.756444625854492,228.19921892406688
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,65,5.3157366660828576,0.6613872338086366,9.753322551667121e+20,0.0946783038578221,0.7901236203312874,81031144325.12,1000.0,0.1524848484848485,0.05889219817854902,509,910,10171,108,3.2589702095030533,0.0,188.63149291992187,0.0,188.63149291992187,0.0,0.3986819548159838,0.0,0.8359613227395215,0.0,4197.878777293839,0.0,0.8359613227395215,0.0,3.2589702095030533,1.01330883681609,0.3986819548159838,0.8359613227395215,11.789468307495117,262.36742358086497
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,66,5.3157366660828576,0.663348481580615,1.302851106180704e+22,0.13885887956684417,0.8924919327514039,487198974935.04,1000.0,0.15722222222222224,0.07883022774327123,989,309,9187,113,3.2770258505523837,0.0,176.6437462700738,0.0,176.6437462700738,0.0,0.48456862061801886,0.0,0.7832527307641735,0.0,5013.615622705739,0.0,0.7832527307641735,0.0,3.2770258505523837,1.0202393172556252,0.48456862061801886,0.7832527307641735,7.94896858215332,225.61270302175825
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,67,5.454078831529283,0.6602222336083651,8.241730155270725e+23,0.19799503886870579,0.8537827543702654,3313481752248.32,1000.0,0.17292429792429792,0.16850114668086727,616,413,9617,158,3.3472152082981386,0.0,166.94859591397372,0.0,166.94859591397372,0.0,0.5776459070938554,0.0,0.7399017664935923,0.0,4868.953766313151,0.0,0.7399017664935923,0.0,3.3472152082981386,1.0060795712149018,0.5776459070938554,0.7399017664935923,9.182172775268555,267.79245714722333
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,68,5.454078831529283,0.6504972325451672,4.4951718608087e+25,0.19447660659659483,1.0653061552180185,19687760849797.12,1000.0,0.2209461070603605,0.14918306597270328,1314,652,9114,202,3.402909556619535,0.0,169.63491482204861,0.0,169.63491482204861,0.0,0.522219434639232,0.0,0.7522005697466527,0.0,4517.24286873385,0.0,0.7522005697466527,0.0,3.402909556619535,1.0076845186320396,0.522219434639232,0.7522005697466527,11.45035675048828,304.9138936395349
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,69,5.454078831529283,0.6558549836836756,5.532196815844083e+26,0.41569363358354183,0.6860714256763458,135873072233185.28,1000.0,0.2987012987012987,0.2973676801801801,1398,153,8641,38,3.441037259282124,0.0,166.65190760294595,0.0,166.65190760294595,0.0,0.5620667499800523,0.0,0.7380217063306179,0.0,4430.675380743331,0.0,0.7380217063306179,0.0,3.441037259282124,0.996642564928544,0.5620667499800523,0.7380217063306179,4.999557228088379,132.9202614222999
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,70,5.454078831529283,0.6554332332499325,4.452288932292446e+28,0.1598529376882753,1.0116159319877625,817663551282872.4,1000.0,0.1984126984126984,0.09618250945515697,1829,356,8394,37,3.4660830256886923,0.0,167.22721628042368,0.0,167.22721628042368,0.0,0.5078585640742228,0.0,0.740975508258952,0.0,4728.734159380086,0.0,0.740975508258952,0.0,3.4660830256886923,1.001327905950169,0.5078585640742228,0.740975508258952,5.43488452911377,153.6838601798528
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,71,5.454078831529283,0.6512664828822017,2.940938214799097e+30,0.1208883018928043,0.8354007610503364,5637252986343260.0,1000.0,0.23047508047508047,0.07666822767754444,1101,537,9276,58,3.4912490189967507,0.0,172.21808848661536,0.0,172.21808848661536,0.0,0.4475007894284585,0.0,0.7632772284402275,0.0,4178.581338919693,0.0,0.7632772284402275,0.0,3.4912490189967507,1.0086493132906154,0.4475007894284585,0.7632772284402275,7.319268760681152,177.58970690408697
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,72,5.454078831529283,0.6486224836856127,7.167653910851966e+31,0.31089301568511396,0.9835812637680456,3.3625312468056144e+16,1000.0,0.2756781660032434,0.15984329781798137,1951,353,8270,118,3.5276289236922334,0.0,168.4022401508532,0.0,168.4022401508532,0.0,0.46689781781874207,0.0,0.7462409457938828,0.0,5412.980726592251,0.0,0.7462409457938828,0.0,3.5276289236922334,1.0119259447728601,0.46689781781874207,0.7462409457938828,7.999106407165527,257.11658451313195
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,73,5.454078831529283,0.6436859834939241,inf,0.07718210612661655,0.8319224009047383,2.354642066853593e+17,1000.0,0.10992441901532811,0.04976146527806534,682,590,9695,115,3.5663685367279583,0.0,177.4097668191661,0.0,177.4097668191661,0.0,0.36875537776833645,0.0,0.7864598986045006,0.0,4482.935109158627,0.0,0.7864598986045006,0.0,3.5663685367279583,1.0153957774542524,0.36875537776833645,0.7864598986045006,10.20106159210205,257.7687687766211
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,74,5.454078831529283,0.6424209848977626,inf,0.36171383674908963,0.6682640361158472,1.4029985620175514e+18,1000.0,0.2702339628036223,0.2773726187389656,1938,470,8378,124,3.603911819389942,0.0,176.38877868652344,0.0,176.38877868652344,0.0,0.3726307718377364,0.0,0.782920249532527,0.0,4423.9864818407805,0.0,0.782920249532527,0.0,3.603911819389942,1.0077878628568875,0.3726307718377364,0.782920249532527,8.378466987609864,210.139357887437
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,75,5.454078831529283,0.6366019839793444,nan,0.20169952995434426,0.9059546723177558,1.0022856276380934e+19,1000.0,0.23576388888888888,0.13609770020431966,758,513,9587,86,3.631143307454487,0.0,172.45212434467516,0.0,172.45212434467516,0.0,0.3810915754813897,0.0,0.7647181916932432,0.0,3721.954384066828,0.0,0.7647181916932432,0.0,3.631143307454487,1.015724512696226,0.3810915754813897,0.7647181916932432,8.19147590637207,176.79283324317433
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,76,5.454078831529283,0.6368404829502106,nan,0.4332096548685244,1.0203789254236553,nan,1000.0,0.26857509058365336,0.3167015042425082,3712,357,6474,73,3.6735313971700254,0.0,166.770267062717,0.0,166.770267062717,0.0,0.4424323114669985,0.0,0.7395382701707897,0.0,4229.713400760351,0.0,0.7395382701707897,0.0,3.6735313971700254,1.0217440951033014,0.4424323114669985,0.7395382701707897,7.504662017822266,190.3371030342158
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,77,5.508050119378083,0.6318109838105738,nan,0.44036741822986153,1.0034018024092628,nan,1000.0,0.3435210368562402,0.3097499221797234,3680,538,6689,133,3.716405161914314,0.0,165.27841985793341,0.0,165.27841985793341,0.0,0.4266815045405002,0.0,0.733259534143138,0.0,3763.3616542650284,0.0,0.733259534143138,0.0,3.716405161914314,1.0344629833627157,0.4266815045405002,0.733259534143138,8.677117042541504,197.576486848914
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,78,5.508050119378083,0.6305109841004014,nan,0.4637909740360824,0.7877939834226189,nan,1000.0,0.45233639051203955,0.32856817968701846,3718,601,6739,22,3.732861632010219,0.0,173.52746909005302,0.0,173.52746909005302,0.0,0.3288438812430416,0.0,0.7697122548724942,0.0,2493.782832929772,0.0,0.7697122548724942,0.0,3.732861632010219,1.048764741631497,0.3288438812430416,0.7697122548724942,6.073461418151855,87.282399152542
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,79,5.7914956380627265,0.6270529839396477,nan,0.4703677621619249,0.9531564555670086,nan,1000.0,0.2714967841404623,0.3327062858312858,3743,275,6394,138,3.77873379408167,0.0,155.94784545898438,0.0,155.94784545898438,0.0,0.4974102023988962,0.0,0.691633590639625,0.0,5092.160246773549,0.0,0.691633590639625,0.0,3.77873379408167,1.049469885444227,0.4974102023988962,0.691633590639625,7.407522659301758,241.8776117217436
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,80,5.7914956380627265,0.6178927320614457,nan,0.41565073847531364,nan,nan,1000.0,0.411724816670366,0.3026750445170224,3560,949,7166,87,3.8132599641402947,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.8132599641402947,1.0593034729486124,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,81,5.7914956380627265,0.6096994822844863,nan,0.46803567778140914,nan,nan,1000.0,0.4833271243132155,0.3660934092330814,3692,559,6695,74,3.8446766135389314,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.8446766135389314,1.0632658402939734,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,82,5.7914956380627265,0.6105464841797947,nan,0.36410256410256414,0.8517678827047348,nan,1000.0,0.26363636363636367,0.25162337662337664,3872,48,6067,7,3.8664552010849627,0.0,154.97183736165366,0.0,154.97183736165366,0.0,0.5184126943349838,0.0,0.6882697798274896,0.0,4411.543550259328,0.0,0.6882697798274896,0.0,3.8664552010849627,1.050920404986266,0.5184126943349838,0.6882697798274896,2.324577560424805,66.17315325388992
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,83,5.873771352516688,0.6034939840808511,nan,0.38670092935564576,nan,nan,1000.0,0.28671421608252534,0.2764981141660908,3712,476,6598,72,3.903065492250793,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.903065492250793,1.0471979607906514,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,84,5.873771352516688,0.5895534832030535,nan,0.3829666846164111,nan,nan,1000.0,0.4362340566886021,0.3024888054425267,3573,1002,7142,103,3.9403754116726155,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.9403754116726155,1.0623654701362608,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,85,5.873771352516688,0.5900092338770628,nan,0.5181250633424546,nan,nan,1000.0,0.28426165295730516,0.37829030053138707,3692,382,6557,87,3.978331254989285,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.978331254989285,1.0731372533551602,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,86,5.873771352516688,0.5814967337995768,nan,0.3499103098924172,nan,nan,1000.0,0.32070827715459294,0.2623351039774131,3638,607,6770,57,3.9968538985007998,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.9968538985007998,1.0783016077778254,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,87,5.873771352516688,0.5741694828122854,nan,0.42242462456237334,nan,nan,1000.0,0.40465873855591133,0.30393313010357215,3703,412,6572,33,4.025669523009538,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.025669523009538,1.073000262119823,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,88,5.873771352516688,0.5674632343649865,nan,0.4102608971328731,nan,nan,1000.0,0.31008797035342583,0.30093256410803626,3697,471,6614,66,4.040898326454481,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.040898326454481,1.0757423887028579,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,89,5.873771352516688,0.556575235798955,nan,0.42172147194763143,nan,nan,1000.0,0.4373363762921226,0.30396973567939484,3691,645,6789,27,4.0742046818390385,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.0742046818390385,1.0773489931047728,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,90,5.873771352516688,0.5335992339998483,nan,0.31580438237854497,nan,nan,1000.0,0.20923302151094064,0.28278336773504287,3656,760,6813,209,4.135577988152706,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.135577988152706,1.070372786920749,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,91,6.159934006301519,0.5198182354867459,nan,0.356590698428356,nan,nan,1000.0,0.33302526367335217,0.2619321325626439,3691,460,6603,46,4.165478906098279,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.165478906098279,1.0724020015565439,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,92,6.159934006301519,0.5168487360328435,nan,0.43702061861950386,nan,nan,1000.0,0.25294193823605593,0.3183786858808592,3682,432,6594,128,4.191334208784996,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.191334208784996,1.0775934330315955,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,93,6.2352732238962885,0.4987347362190485,nan,0.38450174552517974,nan,nan,1000.0,0.2832062494759806,0.28658643869090117,3672,484,6621,99,4.217627657875622,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.217627657875622,1.088539095341259,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,94,6.2352732238962885,0.48602398552000525,nan,0.43896135328052016,nan,nan,1000.0,0.48528931080655213,0.3153683299421652,3712,619,6750,31,4.242279468896622,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.242279468896622,1.0686256214322756,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,95,6.2352732238962885,0.47250248700380326,nan,0.40158727035738423,nan,nan,1000.0,0.26706885234864075,0.30167201537611743,3656,720,6840,162,4.2805584587525205,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.2805584587525205,1.0657072631440176,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,96,6.2352732238962885,0.4472937363386154,nan,0.313497202766398,nan,nan,1000.0,0.1303968253968254,0.22505119258850603,3711,358,6458,247,4.310830361931511,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.310830361931511,1.0721049738877315,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,97,6.2352732238962885,0.43436123684048655,nan,0.39920597468836116,nan,nan,1000.0,0.2770333551371773,0.29562915495253056,3722,581,6683,102,4.340174611819032,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.340174611819032,1.0734132261111,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,98,6.2352732238962885,0.42699423789978025,nan,0.34982565419101186,nan,nan,1000.0,0.35863448292598094,0.25050343971575123,3710,380,6527,39,4.3641492966753574,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.3641492966753574,1.0688460408713742,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,99,6.2352732238962885,0.40923148922622204,nan,0.41532354931027443,nan,nan,1000.0,0.3543751847160087,0.3175028260753571,3660,688,6850,76,4.388426126088264,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.388426126088264,1.0720664420974477,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,100,6.2352732238962885,0.39181223794817926,nan,0.24562424611660025,nan,nan,1000.0,0.1627722939420032,0.17389743837914567,3757,249,6338,120,4.411585228064341,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.411585228064341,1.0683417982170402,nan,nan,nan,nan
