algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,trust_honest,trust_attacker,sigma_dp_honest,sigma_dp_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,101,6.392423913026051,0.375279738381505,nan,0.388248845541622,nan,nan,1000.0,0.4175625781337799,0.2942417556795622,3615,787,6960,76,4.434818466169761,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.434818466169761,1.0659628043758766,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,102,6.392423913026051,0.3594912385195494,nan,0.35908586466580783,nan,nan,1000.0,0.30914736223335093,0.26375465184937635,3615,812,6962,101,4.464740873467243,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.464740873467243,1.0581077793149396,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,103,6.392423913026051,0.34392699003219607,nan,0.4120806669237408,nan,nan,1000.0,0.35498147329699375,0.3071245449787401,3607,827,7011,107,4.499860549040124,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.499860549040124,1.0270085313163957,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,104,6.392423913026051,0.3289352397620678,nan,0.4312040489279425,nan,nan,1000.0,0.4174601860592883,0.319044282222588,3615,891,7074,74,4.527653562536795,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.527653562536795,1.018850729929438,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,105,6.392423913026051,0.3210809885710478,nan,0.35923986411760384,nan,nan,1000.0,0.391588083369561,0.27449699334699057,3596,774,6946,52,4.539431500868116,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.539431500868116,1.0159526633743368,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,106,6.392423913026051,0.3093512392044067,nan,0.43667705796682277,nan,nan,1000.0,0.2973559180757323,0.31976343227736437,3667,726,6868,141,4.549439208481263,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.549439208481263,1.0215885241981604,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,107,6.392423913026051,0.3026857399940491,nan,0.42425850872292703,nan,nan,1000.0,0.3382382879484173,0.32686311158017844,3697,552,6670,71,4.5583544154701094,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.5583544154701094,1.0230466099596462,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,108,6.392423913026051,0.29198573969304564,nan,0.46211663986413654,nan,nan,1000.0,0.4236060546455904,0.3389524412406887,3726,607,6722,69,4.578098530360823,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.578098530360823,1.015004490766177,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,109,6.392423913026051,0.27783874049782753,nan,0.31789628784923474,nan,nan,1000.0,0.23331404829644622,0.23096515195168457,3475,1118,7291,172,4.603791049238965,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.603791049238965,1.0066843631852984,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,110,6.392423913026051,0.25200949095189573,nan,0.37311872947359015,nan,nan,1000.0,0.21490883895584184,0.266555430059026,3676,664,6766,268,4.638399670317105,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.638399670317105,1.0093737586184026,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,111,6.392423913026051,0.24016649156808853,nan,0.371878129975418,nan,nan,1000.0,0.30483531485200005,0.27021102042761114,3710,583,6692,77,4.659607702120855,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.659607702120855,1.005054293067577,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,112,6.392423913026051,0.24019749142229557,nan,0.41907046078463545,nan,nan,1000.0,0.43888736841223736,0.3040221286161578,3735,498,6610,27,4.659607702120855,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.659607702120855,1.005054293067577,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,113,6.392423913026051,0.2341854914277792,nan,0.3810492652782796,nan,nan,1000.0,0.330811148918291,0.28381256768293567,3620,785,6915,90,4.674522434449513,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.674522434449513,0.9972008492853339,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,114,6.392423913026051,0.22778549171984197,nan,0.41906395995609896,nan,nan,1000.0,0.4821303369551383,0.30684471626236903,3528,1010,7271,47,4.687625985857794,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.687625985857794,0.9957552582200382,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,115,6.392423913026051,0.21838524140417576,nan,0.4584973842067,nan,nan,1000.0,0.34936042991360494,0.3258624684248408,3678,690,6829,69,4.699221614697512,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.699221614697512,0.9974984103989696,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,116,6.392423913026051,0.21080924183130265,nan,0.3812619490393207,nan,nan,1000.0,0.2515247627489673,0.2847999029041834,3640,653,6753,150,4.708244581572879,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.708244581572879,0.9965847536798528,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,117,6.392423913026051,0.20373924218118192,nan,0.4132736367882919,nan,nan,1000.0,0.346128696818352,0.2964807891276871,3717,515,6646,58,4.732494527587492,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.732494527587492,0.9784083438741225,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,118,6.392423913026051,0.20066649205982684,nan,0.41583434664781516,nan,nan,1000.0,0.228153314375233,0.30522092734069317,3678,772,6814,198,4.744027888400364,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.744027888400364,0.97017373490959,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,119,6.392423913026051,0.19471424236893653,nan,0.31265240725130367,nan,nan,1000.0,0.1711574143444333,0.24011402500942547,3760,369,6391,122,4.752047003199664,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.752047003199664,0.9696036585673966,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,120,6.392423913026051,0.1901617418974638,nan,0.4210283702527784,nan,nan,1000.0,0.324002472524394,0.3018112736265723,3581,956,7127,108,4.761072056356695,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.761072056356695,0.9684448001038239,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,121,6.392423913026051,0.1899527420848608,nan,0.4148090464476608,nan,nan,1000.0,0.3166626282028782,0.29670235324562017,3628,791,6936,95,4.761072056356695,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.761072056356695,0.9684448001038239,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,122,6.392423913026051,0.18814199224114417,nan,0.3852194905784194,nan,nan,1000.0,0.41211235975242766,0.27340842391159953,3661,721,6877,45,4.764513943549985,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.764513943549985,0.9681258937622486,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,123,6.392423913026051,0.18756399258971215,nan,0.3674692126746921,nan,nan,1000.0,0.26610037472106435,0.25795306024179265,3751,253,6369,33,4.764513943549985,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.764513943549985,0.9681258937622486,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,124,6.392423913026051,0.18368474178016186,nan,0.40806596040304866,nan,nan,1000.0,0.41440703631880105,0.2969032024802843,3668,545,6704,33,4.776540787744895,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.776540787744895,0.9620731829982259,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,125,6.392423913026051,0.18176274225115777,nan,0.41181189893523906,nan,nan,1000.0,0.4197855934108909,0.29669432151331626,3634,777,6935,54,4.777590019047363,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.777590019047363,0.962731003179627,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,126,6.392423913026051,0.18215049237012862,nan,0.4042063512315542,nan,nan,1000.0,0.5291973097694891,0.2864432092866381,3704,484,6631,11,4.777590019047363,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.777590019047363,0.962731003179627,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,127,6.392423913026051,0.17847249254584313,nan,0.3821732679097582,nan,nan,1000.0,0.2527975398943141,0.27176247125250297,3701,472,6599,74,4.788242099488182,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.788242099488182,0.9553572964040825,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,128,6.392423913026051,0.17551299214363097,nan,0.36344628763049813,nan,nan,1000.0,0.413418800354358,0.2573941700870172,3696,484,6625,27,4.794358545051905,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.794358545051905,0.9533786769530559,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,129,6.392423913026051,0.17318199284374713,nan,0.3835276833465439,nan,nan,1000.0,0.32473961142941776,0.2820534719931876,3580,1016,7149,131,4.795407776354374,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.795407776354374,0.9544463419222683,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,130,6.392423913026051,0.17153849259018897,nan,0.4329205544233215,nan,nan,1000.0,0.4557728034926698,0.3086646757643948,3714,633,6755,30,4.800156998538899,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.800156998538899,0.9522700648949788,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,131,6.392423913026051,0.1688404929637909,nan,0.3325471959353617,nan,nan,1000.0,0.3140453437315356,0.2374150586109614,3672,420,6595,53,4.806461595402046,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.806461595402046,0.9498537122729319,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,132,6.392423913026051,0.16328424267470837,nan,0.3440802131568675,nan,nan,1000.0,0.30811238612717384,0.26236019418336,3537,1098,7231,120,4.818021120125531,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.818021120125531,0.943129012324664,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,133,6.392423913026051,0.1600349932163954,nan,0.37766585848991,nan,nan,1000.0,0.2727868564877094,0.279689745360004,3700,560,6649,87,4.826645855450675,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.826645855450675,0.9397526342448029,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,134,6.392423913026051,0.15474799275398254,nan,0.41684580284268985,nan,nan,1000.0,0.36722031268252514,0.2980687287439824,3713,617,6728,56,4.835149376909396,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.835149376909396,0.935623168982268,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,135,6.392423913026051,0.15464649319648743,nan,0.4393398192864754,nan,nan,1000.0,0.33062857976651083,0.31503266839742355,3696,688,6803,63,4.835149376909396,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.835149376909396,0.935623168982268,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,136,6.392423913026051,0.15290699295699597,nan,0.38233965495304495,nan,nan,1000.0,0.3538669858696547,0.2991133487224643,3636,837,6950,111,4.836198608211864,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.836198608211864,0.9363440148069541,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,137,6.392423913026051,0.14955524303019047,nan,0.42322774549904046,nan,nan,1000.0,0.3622573544205423,0.31196992871078355,3560,916,7137,75,4.843441570983331,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.843441570983331,0.9348300263860148,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,138,6.392423913026051,0.14413324281573295,nan,0.43608821083245636,nan,nan,1000.0,0.3885558161232102,0.34131621566931464,3713,577,6684,74,4.852998531867879,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.852998531867879,0.9329519109510801,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,139,6.392423913026051,0.13885274313390256,nan,0.3786401492692306,nan,nan,1000.0,0.3511172389714976,0.2942499331362952,3581,975,7115,115,4.8571837104100135,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.8571837104100135,0.9351224831828048,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,140,6.392423913026051,0.13902849324047564,nan,0.42887360512854533,nan,nan,1000.0,0.3605869609909187,0.305915696461158,3686,649,6789,50,4.8571837104100135,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.8571837104100135,0.9351224831828048,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,141,6.392423913026051,0.13915324307978152,nan,0.3196662083582624,nan,nan,1000.0,0.24030653958577694,0.25045180122589844,3678,483,6597,104,4.8571837104100135,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.8571837104100135,0.9351224831828048,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,142,6.392423913026051,0.1358739934116602,nan,0.36610420312547975,nan,nan,1000.0,0.3443193884745467,0.2787191193727081,3656,496,6664,54,4.874745130943897,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.874745130943897,0.9008228296769265,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,143,6.392423913026051,0.13588699348270894,nan,0.3619918108002941,nan,nan,1000.0,0.36220736902164474,0.2657844974518124,3690,633,6771,52,4.874745130943897,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.874745130943897,0.9008228296769265,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,144,6.392423913026051,0.13217599339783193,nan,0.4319665757955997,nan,nan,1000.0,0.5013051639710606,0.3210891397123746,3617,803,7003,25,4.888593234237254,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.888593234237254,0.8851576512138032,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,145,6.392423913026051,0.13059974312782288,nan,0.37879414975839104,nan,nan,1000.0,0.2775991303905559,0.2825334652186572,3680,709,6795,110,4.892700266973777,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.892700266973777,0.8833841189299293,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,146,6.392423913026051,0.12573599360883236,nan,0.42524870690299965,nan,nan,1000.0,0.2812035617298776,0.3139236335543964,3666,583,6717,110,4.899860006259943,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.899860006259943,0.883183432417537,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,147,6.392423913026051,0.12397449344396591,nan,0.3939623916542708,nan,nan,1000.0,0.3416872816692583,0.2881091801638772,3529,980,7197,106,4.900977064759732,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.900977064759732,0.8838374081348741,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,148,6.392423913026051,0.12402724370360374,nan,0.44384725141003156,nan,nan,1000.0,0.4693810689093291,0.31745404830748164,3592,839,7062,31,4.900977064759732,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.900977064759732,0.8838374081348741,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,149,6.392423913026051,0.12398499354720116,nan,0.3967041079522678,nan,nan,1000.0,0.36063306241876714,0.28456970983592966,3681,684,6801,50,4.900977064759732,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.900977064759732,0.8838374081348741,nan,nan,nan,nan
