algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_n_honest,sigma_n_attacker,balance_threshold_honest,balance_threshold_attacker,balance_local_norm_honest,balance_local_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,balance_kept_honest,balance_kept_attacker,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,87,6.978052834649379,0.8853067278861999,0.38269056417047975,1.0,1.3347812231097902,nan,1000.0,1.0,1.0,10275,375,0,70,0.6088220082580016,0.0,7.571895293324391,nan,6.807077578135899,nan,137.26151275634766,0.0,137.26151275634766,0.0,7340.195073483867,0.0,0.6088220082580016,0.0,5.0,0.0,4.9377916246361915,0.0,0.7287382866655078,0.0,4.9377916246361915,1.13886686297834,0.7287382866655078,0.6088220082580016,4.804152946472168,256.9068275719354
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,88,6.978052834649379,0.8853197285532951,0.3828389339148998,1.0,1.9838078582988066,nan,1000.0,1.0,1.0,10311,411,0,126,0.6002290721471661,0.0,8.345253746971645,nan,7.552503641913919,nan,135.50526069192324,0.0,135.50526069192324,0.0,7343.20659125346,0.0,0.6002290721471661,0.0,7.411764705882353,0.0,4.965182746991144,0.0,0.7574144461575676,0.0,4.965182746991144,1.146958403182951,0.7574144461575676,0.6002290721471661,5.758973579406739,312.0862801282721
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,89,6.978052834649379,0.8852922274172306,0.3829836741089821,1.0,1.8371369950473309,nan,1000.0,1.0,1.0,10480,580,0,92,0.6002290721471661,0.0,8.203102063357107,nan,7.473513245582581,nan,135.63759517669678,0.0,135.63759517669678,0.0,7314.333971893078,0.0,0.6002290721471661,0.0,5.75,0.0,5.001140695732832,0.0,0.7604821100831032,0.0,5.001140695732832,1.1373353979574556,0.7604821100831032,0.6002290721471661,5.425503807067871,292.57335887572316
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,90,6.982434865947718,0.8852737277746201,0.38322837963700296,1.0,1.8363745391368866,nan,1000.0,1.0,1.0,10469,569,0,400,0.6005352137366955,0.0,8.0037937626345,nan,7.340706825256348,nan,135.37783864339193,0.0,135.37783864339193,0.0,7383.1650393644895,0.0,0.6005352137366955,0.0,13.333333333333334,0.0,5.073519156286052,0.0,0.7285784999529521,0.0,5.073519156286052,1.1125017267631965,0.7285784999529521,0.6005352137366955,10.153337898254394,553.7373779523365
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,91,6.982434865947718,0.8852247257530689,0.38334108859300614,1.0,1.7629450173938976,nan,1000.0,1.0,1.0,10294,394,0,112,0.6002290721471661,0.0,7.744504347094505,nan,7.150409502141616,nan,135.4870874741498,0.0,135.4870874741498,0.0,7575.8224082611505,0.0,0.6002290721471661,0.0,6.588235294117647,0.0,5.1147270828879865,0.0,0.774163964916678,0.0,5.1147270828879865,1.0959788630895582,0.774163964916678,0.6002290721471661,5.758201217651367,321.9724523510989
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,92,6.982434865947718,0.8853024768829346,0.38342886194586756,1.0,1.8938941657543182,nan,1000.0,1.0,1.0,10276,376,0,184,0.6002290721471659,0.0,7.6831606126066445,nan,7.141221356391907,nan,135.43206863403321,0.0,135.43206863403321,0.0,7672.127015343399,0.0,0.6002290721471659,0.0,9.2,0.0,5.146051924723878,0.0,0.7791639804840088,0.0,5.146051924723878,1.0995056434908759,0.7791639804840088,0.6002290721471659,6.77160343170166,383.60635076716994
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,93,7.38093443394585,0.8852564765512944,0.38375023745000364,1.0,1.9318507994924272,nan,1000.0,1.0,1.0,10293,393,0,190,0.6002290721471659,0.0,8.39152703396903,nan,7.8517936524890715,nan,135.2071802048456,0.0,135.2071802048456,0.0,7359.869821010369,0.0,0.6002290721471659,0.0,9.047619047619047,0.0,5.1788042929218765,0.0,0.7346615422339666,0.0,5.1788042929218765,1.1048185268605089,0.7346615422339666,0.6002290721471659,7.098376960754394,386.39316560304445
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,94,7.38093443394585,0.8852189761400223,0.3838885603100061,1.0,1.7476272378116846,nan,1000.0,1.0,1.0,10462,562,0,88,0.6002290721471661,0.0,7.898468414938396,nan,7.43988224864006,nan,135.53075695037842,0.0,135.53075695037842,0.0,7595.581028429335,0.0,0.6002290721471661,0.0,5.5,0.0,5.214971426595104,0.0,0.7473839670419693,0.0,5.214971426595104,1.070719547171751,0.7473839670419693,0.6002290721471661,5.421230278015137,303.8232411371734
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,95,7.38093443394585,0.8850804778933525,0.38423161670565603,1.0,1.7061636344744608,nan,1000.0,1.0,1.0,10496,596,0,286,0.6026292688710486,0.0,7.755279980573913,nan,7.353870098407452,nan,136.06863990196814,0.0,136.06863990196814,0.0,7724.339620552836,0.0,0.6026292688710486,0.0,11.0,0.0,5.265378399795128,0.0,0.7247952234286529,0.0,5.265378399795128,1.049906566290727,0.7247952234286529,0.6026292688710486,8.84446159362793,502.08207533593435
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,96,7.5053672567362355,0.8850987270474434,0.3844393323361874,1.0,1.5298583582043648,nan,1000.0,1.0,1.0,10169,269,0,336,0.6002290721471661,0.0,7.58240812115888,nan,7.238039116064708,nan,135.2708371480306,0.0,135.2708371480306,0.0,7611.252079740593,0.0,0.6002290721471661,0.0,14.0,0.0,5.305373974230377,0.0,0.7239116256435713,0.0,5.305373974230377,1.0434814477133256,0.7239116256435713,0.6002290721471661,8.116250228881835,456.67512478443564
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,97,7.5053672567362355,0.8851539777219295,0.38450138427317143,1.0,1.7050973091806685,nan,1000.0,1.0,1.0,10405,505,0,178,0.6002290721471659,0.0,7.499957978641989,nan,7.207221939450219,nan,135.37681288946243,0.0,135.37681288946243,0.0,8131.461389933365,0.0,0.6002290721471659,0.0,8.476190476190476,0.0,5.342630638768642,0.0,0.74095485607783,0.0,5.342630638768642,1.0335344737203116,0.74095485607783,0.6002290721471659,7.107282676696777,426.9017229715017
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,98,7.5053672567362355,0.8851322269439698,0.38469903729856014,1.0,1.9329734785216195,nan,1000.0,1.0,1.0,10237,337,0,82,0.6002290721471661,0.0,8.00414305357908,nan,7.7431773117610385,nan,135.27514975411552,0.0,135.27514975411552,0.0,8085.294605215668,0.0,0.6002290721471661,0.0,5.857142857142857,0.0,5.365113657812467,0.0,0.7646922426564353,0.0,5.365113657812467,1.0297345521578685,0.7646922426564353,0.6002290721471661,4.734630241394043,282.98531118254834
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,99,7.5053672567362355,0.8850544746220111,0.3850630737841129,1.0,1.8599361658096314,nan,1000.0,1.0,1.0,10510,610,0,154,0.6002290721471659,0.0,7.936575494814538,nan,7.729169130325317,nan,135.32829666137695,0.0,135.32829666137695,0.0,8020.661429846963,0.0,0.6002290721471659,0.0,7.7,0.0,5.389876213840557,0.0,0.7403569340705871,0.0,5.389876213840557,1.0329444810580737,0.7403569340705871,0.6002290721471659,6.766414833068848,401.03307149234826
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,100,7.5053672567362355,0.8850659777224064,0.3852796136587858,1.0,2.0082674120601856,nan,1000.0,1.0,1.0,10095,195,0,174,0.600229072147166,0.0,7.519511713602436,nan,7.371987593801398,nan,135.35338873612253,0.0,135.35338873612253,0.0,8249.133849321302,0.0,0.600229072147166,0.0,9.157894736842104,0.0,5.420342805894133,0.0,0.7741750070923253,0.0,5.420342805894133,1.0256749602195672,0.7741750070923253,0.600229072147166,6.42928596496582,391.8338578427618
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,101,7.5053672567362355,0.8850637279450894,0.3854076262563467,1.0,1.772470157254826,nan,1000.0,1.0,1.0,10575,675,0,188,0.6002290721471659,0.0,7.410328114781558,nan,7.313540827144276,nan,135.34854958274147,0.0,135.34854958274147,0.0,8175.912654804202,0.0,0.6002290721471659,0.0,8.545454545454545,0.0,5.45647992923041,0.0,0.7325442433357239,0.0,5.45647992923041,1.015272563816301,0.7325442433357239,0.6002290721471659,7.4441702270507815,449.6751960142312
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,102,7.5053672567362355,0.8849522265791893,0.3858764623850584,1.0,2.0088332245747247,nan,1000.0,1.0,1.0,10577,677,0,236,0.6002290721471661,0.0,8.020690951987506,nan,7.968880812327067,nan,135.46679814656576,0.0,135.46679814656576,0.0,8083.642781708179,0.0,0.6002290721471661,0.0,9.833333333333334,0.0,5.49360778511347,0.0,0.7489193106691042,0.0,5.49360778511347,1.0096084541886943,0.7489193106691042,0.6002290721471661,8.128007888793945,485.01856690249076
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,103,7.5053672567362355,0.8848964776098728,0.38615681424736975,1.0,1.7195720002055168,nan,1000.0,1.0,1.0,10618,718,0,216,0.6002290721471661,0.0,7.273770868046522,nan,7.275125026702881,nan,135.4192886352539,0.0,135.4192886352539,0.0,8348.561487226449,0.0,0.6002290721471661,0.0,9.0,0.0,5.542208129475592,0.0,0.766812652349472,0.0,5.542208129475592,0.96294025887468,0.766812652349472,0.6002290721471661,8.125157318115235,500.9136892335869
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,104,7.5053672567362355,0.8848942273855209,0.38638197354972365,1.0,1.8546045517379588,nan,1000.0,1.0,1.0,10689,789,0,176,0.6002290721471659,0.0,7.3378570449432825,nan,7.388314745642922,nan,135.48798786510122,0.0,135.48798786510122,0.0,8583.35269925822,0.0,0.6002290721471659,0.0,8.0,0.0,5.576129649279528,0.0,0.7444092766805128,0.0,5.576129649279528,0.9533688095419193,0.7444092766805128,0.6002290721471659,7.451839332580566,472.0843984592021
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,105,7.5053672567362355,0.8848937264084816,0.38670592159032824,1.0,1.9575171000079106,nan,1000.0,1.0,1.0,10542,642,0,184,0.600229072147166,0.0,7.784427216148991,nan,7.8903832937541765,nan,135.3757653487356,0.0,135.3757653487356,0.0,8386.627396201173,0.0,0.600229072147166,0.0,9.68421052631579,0.0,5.601521609201934,0.0,0.7302284930881701,0.0,5.601521609201934,0.9516361653677419,0.7302284930881701,0.600229072147166,6.430348854064942,398.3648013195557
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,106,7.5053672567362355,0.8847884780168533,0.3871233581751585,1.0,1.981309436261654,nan,1000.0,1.0,1.0,10535,635,0,232,0.6002290721471661,0.0,7.534440551115407,nan,7.688077370325725,nan,135.4057420094808,0.0,135.4057420094808,0.0,8486.30971567402,0.0,0.6002290721471661,0.0,9.666666666666666,0.0,5.6257992014566165,0.0,0.755889430642128,0.0,5.6257992014566165,0.963566288866381,0.755889430642128,0.6002290721471661,8.124344520568847,509.1785829404413
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,107,7.5053672567362355,0.8846882276237011,0.38758608654141424,1.0,2.300587287074641,nan,1000.0,1.0,1.0,10367,467,0,156,0.600229072147166,0.0,8.269667799943296,nan,8.49474008459794,nan,135.45841899671052,0.0,135.45841899671052,0.0,8326.187237395667,0.0,0.600229072147166,0.0,8.210526315789474,0.0,5.645770743611277,0.0,0.7600786529089275,0.0,5.645770743611277,0.9739140585061538,0.7600786529089275,0.600229072147166,6.43427490234375,395.49389377629416
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,108,7.5053672567362355,0.8846532273292541,0.3879614669829607,1.0,2.2292626665698156,nan,1000.0,1.0,1.0,10448,548,0,128,0.600229072147166,0.0,7.958314952472209,nan,8.22959476047092,nan,135.2391120062934,0.0,135.2391120062934,0.0,8468.411337460766,0.0,0.600229072147166,0.0,7.111111111111111,0.0,5.670318154056222,0.0,0.7567598190572526,0.0,5.670318154056222,0.9665267545177961,0.7567598190572526,0.600229072147166,6.085760040283203,381.0785101857344
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,109,7.5053672567362355,0.8846292269229888,0.38832360818982126,1.0,1.8573530063484653,nan,1000.0,1.0,1.0,10766,866,0,424,0.6002290721471661,0.0,7.3856469248668,nan,7.688491994684393,nan,135.54444469105113,0.0,135.54444469105113,0.0,8687.948811403654,0.0,0.6002290721471661,0.0,12.848484848484848,0.0,5.716015151327952,0.0,0.7340499578100262,0.0,5.716015151327952,0.9558108180151094,0.7340499578100262,0.6002290721471661,11.182416687011719,716.7557769408013
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,110,7.5053672567362355,0.8845774757862092,0.3888034800440073,1.0,2.124039469094112,nan,1000.0,1.0,1.0,10442,542,0,390,0.600229072147166,0.0,7.607849803869057,nan,7.972781296434073,nan,135.45000799771012,0.0,135.45000799771012,0.0,8749.63258983459,0.0,0.600229072147166,0.0,13.448275862068966,0.0,5.751219274165388,0.0,0.7384496762834746,0.0,5.751219274165388,0.9556157939856672,0.7384496762834746,0.600229072147166,9.820125579833984,634.3483627630078
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,111,7.5053672567362355,0.8844917270541192,0.3891058425605297,1.0,2.1107203751802444,nan,1000.0,1.0,1.0,10402,502,0,158,0.6002290721471659,0.0,7.549091644433181,nan,7.964122200012207,nan,135.17740631103516,0.0,135.17740631103516,0.0,8738.28976675819,0.0,0.6002290721471659,0.0,7.9,0.0,5.779432534729171,0.0,0.7379721850156784,0.0,5.779432534729171,0.947752424320077,0.7379721850156784,0.6002290721471659,6.758870315551758,436.9144883379096
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,112,7.5053672567362355,0.8845277282595635,0.38944348476827145,1.0,2.0959633588790894,nan,1000.0,1.0,1.0,10345,445,0,80,0.6002290721471661,0.0,7.262398055984574,nan,7.712915318352835,nan,135.28505488804407,0.0,135.28505488804407,0.0,8638.71755511003,0.0,0.6002290721471661,0.0,5.714285714285714,0.0,5.794469007859748,0.0,0.761322387627193,0.0,5.794469007859748,0.9546273981367042,0.761322387627193,0.6002290721471661,4.734976921081543,302.3551144288511
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,113,7.5053672567362355,0.8843602283298969,0.39005664438009263,1.0,2.265153841972351,nan,1000.0,1.0,1.0,10535,635,0,240,0.6002290721471661,0.0,7.860222495943957,nan,8.403663425445556,nan,135.4692724609375,0.0,135.4692724609375,0.0,8591.016511375134,0.0,0.6002290721471661,0.0,9.6,0.0,5.823880070016571,0.0,0.7603816986083984,0.0,5.823880070016571,0.9596554674345636,0.7603816986083984,0.6002290721471661,8.466829528808594,536.9385319609459
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,114,7.5053672567362355,0.8842917281389236,0.3905656439810991,1.0,2.2478037731988088,nan,1000.0,1.0,1.0,10799,899,0,158,0.6002290721471659,0.0,7.759298800447448,nan,8.35125189735776,nan,135.2813982282366,0.0,135.2813982282366,0.0,8831.297930444332,0.0,0.6002290721471659,0.0,7.523809523809524,0.0,5.847696226853795,0.0,0.7621905094101316,0.0,5.847696226853795,0.9624727908419687,0.7621905094101316,0.6002290721471659,7.102273406982422,463.6431413483275
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,115,7.5053672567362355,0.8843269789218903,0.390830108076334,1.0,1.9205368667840959,nan,1000.0,1.0,1.0,10507,607,0,152,0.6002290721471659,0.0,7.20004930706325,nan,7.801172375679016,nan,135.5783477783203,0.0,135.5783477783203,0.0,9117.269007504889,0.0,0.6002290721471659,0.0,7.6,0.0,5.871424692533387,0.0,0.7465381771326065,0.0,5.871424692533387,0.9630150834141709,0.7465381771326065,0.6002290721471659,6.778917388916016,455.86345037524444
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,116,7.568739710299219,0.884171228557825,0.39149713233113287,1.0,2.285412554557507,nan,1000.0,1.0,1.0,10393,493,0,310,0.600229072147166,0.0,7.695242121316978,nan,8.393478631973267,nan,135.51468893197867,0.0,135.51468893197867,0.0,8870.347079763045,0.0,0.600229072147166,0.0,11.923076923076923,0.0,5.901882592844936,0.0,0.7484954205843118,0.0,5.901882592844936,0.9652957302326006,0.7484954205843118,0.600229072147166,8.808454780578613,576.5725601845979
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,117,7.568739710299219,0.8841869780421256,0.39176744177937506,1.0,2.1078610981211945,nan,1000.0,1.0,1.0,10363,463,0,110,0.6002290721471661,0.0,7.20502027334867,nan,7.911342817194321,nan,135.28611037310432,0.0,135.28611037310432,0.0,9439.350846343783,0.0,0.6002290721471661,0.0,6.470588235294118,0.0,5.931625234066733,0.0,0.7730984757928288,0.0,5.931625234066733,0.9393194641383957,0.7730984757928288,0.6002290721471661,5.749659690856934,401.1724109696108
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,118,7.577048231121317,0.8839894770085812,0.39263292342424394,1.0,2.424795098345855,nan,1000.0,1.0,1.0,10492,592,0,378,0.600229072147166,0.0,8.07181866019663,nan,8.922400014153842,nan,135.339708525559,0.0,135.339708525559,0.0,8867.248815036282,0.0,0.600229072147166,0.0,13.03448275862069,0.0,5.96907170888848,0.0,0.7373549619625355,0.0,5.96907170888848,0.9298830219789377,0.7373549619625355,0.600229072147166,9.812128868103027,642.8755390901306
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,119,7.577048231121317,0.8839844770729541,0.3929450867325068,1.0,2.019234145229513,nan,1000.0,1.0,1.0,10151,251,0,240,0.6002290721471659,0.0,7.0093340773562005,nan,7.799779935316606,nan,135.32680025967684,0.0,135.32680025967684,0.0,9611.617839663151,0.0,0.6002290721471659,0.0,10.909090909090908,0.0,5.994816735317419,0.0,0.7680541574954987,0.0,5.994816735317419,0.9242460192130936,0.7680541574954987,0.6002290721471659,7.4429740142822265,528.6389811814734
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,120,7.577048231121317,0.8838832268118858,0.3936027500033379,1.0,2.3337617883315454,nan,1000.0,1.0,1.0,10708,808,0,256,0.600229072147166,0.0,7.669644607460318,nan,8.591641095968393,nan,135.34572073129507,0.0,135.34572073129507,0.0,9124.09899868981,0.0,0.600229072147166,0.0,9.846153846153847,0.0,6.019797836761781,0.0,0.7617741043751056,0.0,6.019797836761781,0.9291002981980445,0.7617741043751056,0.600229072147166,8.79747184753418,593.0664349148377
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,121,7.662585955294526,0.883753227442503,0.3942994576692581,1.0,2.438773180047671,nan,1000.0,1.0,1.0,10564,664,0,222,0.6002290721471661,0.0,7.769080952381715,nan,8.761245091756185,nan,135.4000701904297,0.0,135.4000701904297,0.0,8939.93590661391,0.0,0.6002290721471661,0.0,9.25,0.0,6.043170330259086,0.0,0.7449728598197302,0.0,6.043170330259086,0.9375666873448376,0.7449728598197302,0.6002290721471661,8.124004211425781,536.3961543968346
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,122,7.662585955294526,0.8836722268164158,0.3947705112397671,1.0,2.4207110216743066,nan,1000.0,1.0,1.0,10538,638,0,128,0.600229072147166,0.0,7.5255177757727045,nan,8.543343443619577,nan,135.47624527780633,0.0,135.47624527780633,0.0,9373.851190559906,0.0,0.600229072147166,0.0,6.7368421052631575,0.0,6.062672212592187,0.0,0.7588004752209312,0.0,6.062672212592187,0.9411683129663864,0.7588004752209312,0.600229072147166,6.435121650695801,445.25793155159556
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,123,7.662585955294526,0.8836787264049053,0.3951485983282328,1.0,2.4492224752902985,nan,1000.0,1.0,1.0,10120,220,0,66,0.6002290721471661,0.0,8.23153122601377,nan,9.407352248827616,nan,135.29412587483725,0.0,135.29412587483725,0.0,8983.887324267322,0.0,0.6002290721471661,0.0,5.5,0.0,6.073048540485331,0.0,0.6952356745799383,0.0,6.073048540485331,0.9443292622023102,0.6952356745799383,0.6002290721471661,4.058823776245117,269.51661972801963
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,124,7.692948796348915,0.8836819785833359,0.3954113329946995,1.0,1.8879692144691944,nan,1000.0,1.0,1.0,10372,472,0,106,0.6002290721471661,0.0,7.0887052889994955,nan,8.155469983816147,nan,135.2106637954712,0.0,135.2106637954712,0.0,9481.028200906698,0.0,0.6002290721471661,0.0,6.625,0.0,6.090478831699151,0.0,0.7378936149179935,0.0,6.090478831699151,0.9437174434961182,0.7378936149179935,0.6002290721471661,5.408426551818848,379.2411280362679
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,125,7.692948796348915,0.8836172276735306,0.395831850618124,1.0,2.1305168015616283,nan,1000.0,1.0,1.0,10569,669,0,162,0.6002290721471659,0.0,6.768955369708586,nan,7.839692342849005,nan,135.3556671142578,0.0,135.3556671142578,0.0,9879.285041230896,0.0,0.6002290721471659,0.0,7.714285714285714,0.0,6.111332795495269,0.0,0.7609950871694655,0.0,6.111332795495269,0.9483050500160257,0.7609950871694655,0.6002290721471659,7.106172523498535,518.6624646646221
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,126,7.692948796348915,0.8836037278175354,0.3961426717042923,1.0,2.3043451676001916,nan,1000.0,1.0,1.0,10335,435,0,60,0.6002290721471661,0.0,7.379172631547508,nan,8.603602482722355,nan,135.57481266902045,0.0,135.57481266902045,0.0,9632.924125645692,0.0,0.6002290721471661,0.0,4.615384615384615,0.0,6.122758354690882,0.0,0.7708544272642869,0.0,6.122758354690882,0.9492354675420469,0.7708544272642869,0.6002290721471661,4.406181411743164,313.0700340834849
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,127,7.692948796348915,0.8834684777259827,0.3968821007013321,1.0,2.665934638844596,nan,1000.0,1.0,1.0,10300,400,0,146,0.600229072147166,0.0,8.147997894322886,nan,9.563544220394558,nan,135.42505815294055,0.0,135.42505815294055,0.0,9883.557239159327,0.0,0.600229072147166,0.0,8.11111111111111,0.0,6.147043863054428,0.0,0.7766079207261404,0.0,6.147043863054428,0.933050235907506,0.7766079207261404,0.600229072147166,6.094127616882324,444.7600757621697
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,128,7.692948796348915,0.8835007268190384,0.3970617631822824,1.0,1.7756383736928305,nan,1000.0,1.0,1.0,10321,421,0,90,0.6002290721471663,0.0,6.332686837003212,nan,7.482578309377034,nan,135.30775553385416,0.0,135.30775553385416,0.0,10704.503406892693,0.0,0.6002290721471663,0.0,6.0,0.0,6.165297715718277,0.0,0.7665131688117981,0.0,6.165297715718277,0.9286009054515125,0.7665131688117981,0.6002290721471663,5.074040832519532,401.41887775847584
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,129,7.723614792187805,0.883437477350235,0.3976547456532717,1.0,1.987675123981067,nan,1000.0,1.0,1.0,10729,829,0,318,0.600229072147166,0.0,6.749031750289718,nan,8.027864371027265,nan,135.3745596749442,0.0,135.3745596749442,0.0,10185.022102841864,0.0,0.600229072147166,0.0,11.357142857142858,0.0,6.192548053658775,0.0,0.7405138111540249,0.0,6.192548053658775,0.9321071414270689,0.7405138111540249,0.600229072147166,9.476219177246094,712.9515471989306
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,130,7.723614792187805,0.8833674769103527,0.398118050545454,1.0,2.36640015989542,nan,1000.0,1.0,1.0,10469,569,0,94,0.6002290721471661,0.0,7.7000101270291506,nan,9.220302045345306,nan,135.34422206878662,0.0,135.34422206878662,0.0,9663.918096824782,0.0,0.6002290721471661,0.0,5.875,0.0,6.208457377229709,0.0,0.7324489187449217,0.0,6.208457377229709,0.9320293223608483,0.7324489187449217,0.6002290721471661,5.413768882751465,386.55672387299126
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,131,7.749414203642692,0.8833094757795333,0.3985491959750652,1.0,2.5431148931384087,nan,1000.0,1.0,1.0,10267,367,0,106,0.6002290721471661,0.0,7.596653422664223,nan,9.157384753227234,nan,135.48828125,0.0,135.48828125,0.0,9868.07089985796,0.0,0.6002290721471661,0.0,6.625,0.0,6.222456522803254,0.0,0.7405164502561092,0.0,6.222456522803254,0.9363478385074501,0.7405164502561092,0.6002290721471661,5.41953125,394.72283599431836
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,132,7.8738470264330775,0.8831649760901928,0.3992361688613892,1.0,2.2172447915734916,nan,1000.0,1.0,1.0,10768,868,0,350,0.600229072147166,0.0,7.2175853400310634,nan,8.758633876668997,nan,135.43450769884834,0.0,135.43450769884834,0.0,10037.024606206402,0.0,0.600229072147166,0.0,12.068965517241379,0.0,6.254208433214547,0.0,0.7407125460690466,0.0,6.254208433214547,0.932359208145665,0.7407125460690466,0.600229072147166,9.819001808166504,727.6842839499642
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,133,7.8738470264330775,0.8830432277917862,0.4001145974546671,1.0,2.679061407392675,nan,1000.0,1.0,1.0,10349,449,0,198,0.6002290721471659,0.0,8.221597134519534,nan,10.043750914660366,nan,135.3606650612571,0.0,135.3606650612571,0.0,9805.854340245356,0.0,0.6002290721471659,0.0,9.0,0.0,6.27831119596148,0.0,0.7412115362557498,0.0,6.27831119596148,0.926075778544717,0.7412115362557498,0.6002290721471659,7.444836578369141,539.3219887134946
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,134,7.8738470264330775,0.8829364760220051,0.4006483341753483,1.0,2.3439750294936332,nan,1000.0,1.0,1.0,10441,541,0,132,0.600229072147166,0.0,7.231759901171324,nan,8.89362957603053,nan,135.25707204718339,0.0,135.25707204718339,0.0,10249.246823562693,0.0,0.600229072147166,0.0,6.947368421052632,0.0,6.301841940182999,0.0,0.7598234101345664,0.0,6.301841940182999,0.9108077931792314,0.7598234101345664,0.600229072147166,6.424710922241211,486.8392241192279
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,135,7.8738470264330775,0.8828879788517952,0.4012181632220745,1.0,2.4337455570697784,nan,1000.0,1.0,1.0,10499,599,0,152,0.6002290721471659,0.0,7.30903789946108,nan,9.04879081249237,nan,135.2976303100586,0.0,135.2976303100586,0.0,10102.868944781836,0.0,0.6002290721471659,0.0,7.6,0.0,6.319456277868469,0.0,0.7446192443370819,0.0,6.319456277868469,0.9152770349188376,0.7446192443370819,0.6002290721471659,6.76488151550293,505.1434472390919
