algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_dp_norm_honest,n_dp_norm_attacker,noise_norm_honest,noise_norm_attacker,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,balance_threshold_honest,balance_threshold_attacker,balance_local_norm_honest,balance_local_norm_attacker,balance_kept_honest,balance_kept_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,45,5.692830272020828,0.8825557290017605,0.40044155217707156,nan,1.3580680561065674,6.717332413196564,1000.0,nan,nan,0,0,0,11818,175.05930297851563,193.18927307128905,175.05930297851563,193.18927307128905,0.7761095451307831,0.855986747962859,0.7828179430961609,0.6575455525517464,6098.345692425175,661.9930874750734,0.7761095451307831,0.855986747962859,2.7776492812088374,5.076054422089445,9.114578428452747,196.01102397923648,6.192845306396484,133.17850730895995,43.52,107.3,3.237330309384959,1.3492897319181785,0.6826000306606292,0.8400113073964438,47.39081976318359,437.31590211627343
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,46,5.729379074931778,0.8827602273225784,0.3989184622466564,nan,1.3306825319925943,6.548924090862275,1000.0,nan,nan,0,0,0,10822,167.61131286621094,193.88497497558595,167.61131286621094,193.88497497558595,0.7431192252385206,0.8599692085513159,0.8228441675504049,0.6377451488375664,6092.226792407894,663.9227869685192,0.7431192252385206,0.8599692085513159,2.8137460655968765,5.1336915384425446,9.057084195445395,199.61985702980118,6.1949434598286945,136.53773124694825,33.2,103.24,3.27773516016601,1.357756671299909,0.6618884991044583,0.8447279063800818,43.80533438110351,315.55136116594065
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,47,5.763517493531505,0.8828719757497311,0.3977555687725544,nan,1.3841252933655466,6.378784980773926,1000.0,nan,nan,0,0,0,12214,170.4443484715053,194.93594421386717,170.4443484715053,194.93594421386717,0.7552702887661019,0.8636782057938334,0.791571923664638,0.6181198859214783,6061.541422269397,663.2967577614161,0.7552702887661019,0.8636782057938334,2.877867669387988,5.187817367293329,9.287000402826385,203.05145770017052,6.394693051065717,139.81389999389648,47.25,108.91,3.3398576089690555,1.3530176814278396,0.6560625191777945,0.8399639739440171,48.53207235717773,472.10567119936945
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,48,5.791794342547839,0.8831309781968594,0.3964559947699308,nan,1.376562736928463,6.194161577224731,1000.0,nan,nan,0,0,0,10528,174.16003513336182,195.74427307128906,174.16003513336182,195.74427307128906,0.7715687171528951,0.8678850712250734,0.7530875466763973,0.5974331523478031,6319.39779442329,670.8687277737548,0.7715687171528951,0.8678850712250734,2.9008194030765617,5.238744238530189,9.026211369735172,206.30370576899367,6.256695717573166,143.00346618652344,23.1875,101.57,3.3684043701672874,1.3652791166731504,0.6189027239793333,0.8546000568702898,44.72197573852539,336.3944749762962
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,49,5.818145594930909,0.8833209782838821,0.3952528764307499,nan,1.5576702281832695,6.159737012386322,1000.0,nan,nan,0,0,0,10732,166.57083702087402,194.56356246948243,166.57083702087402,194.56356246948243,0.7379274438426138,0.8628586436544922,0.7954690642654896,0.5915418404340744,6090.682931171987,671.8263833440519,0.7379274438426138,0.8628586436544922,2.9171252054425305,5.2913632526896315,9.257486314805018,209.3743143439413,6.459931463003159,146.10269729614257,29.5,102.6,3.3919728148919503,1.3842766338476789,0.6196697333763386,0.8456267540252673,44.242979278564455,329.267130466314
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,50,5.085692955964528,0.8831957274675369,0.3949640387296677,nan,1.3295549991584958,2.9220863461494444,1000.0,nan,0.0,0,0,10579,843,167.91344996861048,0.0,167.91344996861048,0.0,0.7445337662870953,0.0,0.7724713427679879,0.0,6273.120316703155,0.0,0.7445337662870953,0.0,2.9706012916636353,0.0,9.081754275465473,212.49393616751885,6.379694393702915,149.27142181396485,40.142857142857146,105.79,2.9706012916636353,1.115242244123539,0.7724713427679879,0.7445337662870953,8.815456123352051,329.3388166269157
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.8773129780590534,0.413872898593545,0.47416661592821924,1.4786486064686495,8.447914333343506,1000.0,1.0,0.29054846704559223,136,0,10248,588,163.69483947753906,0.0,163.69483947753906,0.0,0.7255367801561413,0.0,0.7917699883965885,0.0,6259.5595533937685,0.0,0.7255367801561413,0.0,3.0117724774785914,0.0,9.233817840965667,211.56065124759272,6.529902963077321,149.6098956298828,26.58823529411765,103.84,3.0117724774785914,1.1222602730213473,0.7917699883965885,0.7255367801561413,6.9570306777954105,266.03128101923517
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.8832662284374238,0.39398806147277354,1.0,1.4810582504552954,34.60358154296875,1000.0,1.0,1.0,284,0,9900,412,156.02318976907168,0.0,156.02318976907168,0.0,0.6913691227185139,0.0,0.8382276542046491,0.0,5862.138256696957,0.0,0.6913691227185139,0.0,3.0652848542734694,0.0,9.011952346980722,217.49605198990164,6.415634407716639,154.83605560302735,7.529411764705882,101.84,3.0652848542734694,1.1355708242614508,0.8382276542046491,0.6913691227185139,6.630985565185547,249.14087590962066
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.8835587275028228,0.3926870150864124,1.0,1.1643110199107065,142.29792991638183,1000.0,1.0,1.0,688,0,9900,818,166.43776533338757,0.0,166.43776533338757,0.0,0.7385482049583545,0.0,0.7463537355264028,0.0,6433.367946074159,0.0,0.7385482049583545,0.0,3.1054850571803696,0.0,8.855049220465137,312.64803382861874,6.346101257536146,224.06381164550783,7.222222222222222,105.88,3.1054850571803696,1.141208497784649,0.7463537355264028,0.7385482049583545,7.4896994400024415,289.5015575733372
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.8837047283351421,0.3917848774045706,1.0,1.5674501256300852,686.5890234375,1000.0,1.0,1.0,1689,0,9012,1065,161.30554375281702,0.0,161.30554375281702,0.0,0.7141287670147658,0.0,0.7745501353190496,0.0,6237.891833903782,0.0,0.7141287670147658,0.0,3.1616983727446133,0.0,9.077509678548106,1112.9186059293208,6.549045911202064,802.9245138549804,10.153846153846153,98.13,3.1616983727446133,1.1671752605548673,0.7745501353190496,0.7141287670147658,10.484860343933105,405.46296920374584
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,55,5.26635044974278,0.8839039762318134,0.39084857039153575,1.0,1.4030019780000051,3917.5595092773438,1000.0,1.0,1.0,525,0,9567,296,161.86900838216147,0.0,161.86900838216147,0.0,0.7183546387668215,0.0,0.7549096544583639,0.0,6240.978669047355,0.0,0.7183546387668215,0.0,3.1893752477175816,0.0,8.790920415656228,6111.394646443094,6.384706815083821,4438.609520263672,6.933333333333334,97.59,3.1893752477175816,1.1767593713255224,0.7549096544583639,0.7183546387668215,6.070087814331055,234.03670008927583
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,56,5.530066195205597,0.8840792274475098,0.38989836275577544,1.0,1.020660325884819,21151.098671875,1000.0,1.0,1.0,478,0,9648,286,158.1307716369629,0.0,158.1307716369629,0.0,0.7008244435662646,0.0,0.7773196299870809,0.0,6399.676283029544,0.0,0.7008244435662646,0.0,3.222762049138047,0.0,8.482750864381776,33302.548070258345,6.202097932497661,24348.901416015626,5.0,98.74,3.222762049138047,1.174350977600073,0.7773196299870809,0.7008244435662646,4.743923149108887,191.99028849088631
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,57,5.530066195205597,0.8842487274110318,0.38906293027102945,1.0,0.9875472474098206,144836.7369140625,1000.0,1.0,1.0,650,0,9769,799,152.91885986328126,0.0,152.91885986328126,0.0,0.6779168881803795,0.0,0.8159895730018616,0.0,6341.820214823459,0.0,0.6779168881803795,0.0,3.331908861872531,0.0,8.467206473120914,222028.97095224768,6.232142200469971,163420.61859375,11.2,102.88,3.331908861872531,1.1435248419988637,0.8159895730018616,0.6779168881803795,9.557428741455078,396.3637634264662
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,58,5.530066195205597,0.8843314784765244,0.3884312754869461,1.0,1.2983046107821994,835111.668125,1000.0,1.0,1.0,763,0,9900,1085,153.45156747323495,0.0,153.45156747323495,0.0,0.6806731293213509,0.0,0.7896273500389523,0.0,6374.113920311015,0.0,0.6806731293213509,0.0,3.428809028781019,0.0,8.520938998925617,1304001.7172331933,6.313642060315168,966208.0775,11.925925925925926,106.63,3.428809028781019,1.1492927624851061,0.7896273500389523,0.6806731293213509,10.35798080444336,430.2526896209936
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,59,5.530066195205597,0.8844622282683849,0.3876899748295546,1.0,1.2359115347266196,6026705.49,1000.0,1.0,1.0,578,0,9900,722,156.49664993286132,0.0,156.49664993286132,0.0,0.693803229338059,0.0,0.7525273263454437,0.0,6596.66126101158,0.0,0.693803229338059,0.0,3.483353385885053,0.0,8.485111579776497,9111110.012785446,6.329149508476258,6796089.47,7.2,104.78,3.483353385885053,1.1504733342720173,0.7525273263454437,0.693803229338059,7.824832496643066,329.8330630505789
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,60,5.530066195205597,0.8845157290995121,0.38710032105445863,1.0,1.5823128503911636,34403871.02,1000.0,1.0,1.0,579,0,9900,683,152.7894915412454,0.0,152.7894915412454,0.0,0.6771543614581452,0.0,0.7661443072206834,0.0,6424.399495558989,0.0,0.6771543614581452,0.0,3.522568650448467,0.0,8.805757810621195,53345895.04560499,6.612258602591122,40057523.84,6.117647058823529,104.79,3.522568650448467,1.1693506229502404,0.7661443072206834,0.6771543614581452,6.49355339050293,273.036978561257
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,61,5.530066195205597,0.8846709783375263,0.3865662468969822,1.0,1.4281722369946932,257454970.08,1000.0,1.0,1.0,495,0,9900,659,150.35517722681948,0.0,150.35517722681948,0.0,0.666190777408138,0.0,0.7853211038991025,0.0,6336.836152871627,0.0,0.666190777408138,0.0,3.59018353333059,0.0,8.701873741999941,384321534.16596293,6.577959085765638,290518042.72,8.631578947368421,103.95,3.59018353333059,1.166462417249151,0.7853211038991025,0.666190777408138,7.141870918273926,300.9997172614023
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,62,5.594698987586969,0.884671228826046,0.386109259724617,1.0,1.3608895607969977,1511220362.24,1000.0,1.0,1.0,455,0,9900,667,146.22912181507456,0.0,146.22912181507456,0.0,0.6477516049662697,0.0,0.8073985197327354,0.0,6332.011672830759,0.0,0.6477516049662697,0.0,3.673716786996506,0.0,8.440279483658953,2304831043.6554713,6.42289044640281,1753932120.32,9.636363636363637,103.55,3.673716786996506,1.1677738570952212,0.8073985197327354,0.6477516049662697,8.0426016998291,348.26064200569175
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,63,5.594698987586969,0.8847044758498669,0.3857116536796093,1.0,1.5027792862168066,11043814451.2,1000.0,1.0,1.0,527,0,9900,853,151.37263036657262,0.0,151.37263036657262,0.0,0.6710132361686142,0.0,0.7420400038913444,0.0,6436.357154242153,0.0,0.6710132361686142,0.0,3.732854290074426,0.0,8.657622596581135,16302127550.604424,6.6323530055858475,12488586035.2,12.074074074074074,104.27,3.732854290074426,1.1865208307853263,0.7420400038913444,0.6710132361686142,10.217652549743653,434.4541079113453
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,64,5.594698987586969,0.8847309783101082,0.38537228636443616,1.0,1.7726460889629696,62991295119.36,1000.0,1.0,1.0,1007,0,9900,1205,144.87787993057916,0.0,144.87787993057916,0.0,0.6428036086659487,0.0,0.7888098747833915,0.0,6126.989919423539,0.0,0.6428036086659487,0.0,3.8026446763471613,0.0,9.097671025431499,94847266155.81319,7.016079612400221,73145749995.52,8.608695652173912,109.07,3.8026446763471613,1.1901451380500316,0.7888098747833915,0.6428036086659487,8.330478096008301,352.30192036685344
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,65,5.759465920443299,0.8848364782333374,0.3849296136945486,1.0,1.4340320587158204,447267744645.12,1000.0,1.0,1.0,780,0,9900,1018,143.00559997558594,0.0,143.00559997558594,0.0,0.6336627959573569,0.0,0.7929680871963501,0.0,6309.915945908441,0.0,0.6336627959573569,0.0,3.8656178867107176,0.0,8.420144880744754,651685113209.3147,6.537009868621826,505938089738.24,9.52,106.8,3.8656178867107176,1.2142063472253501,0.7929680871963501,0.6336627959573569,8.937849998474121,394.3697466192776
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,66,5.759465920443299,0.8849002274870873,0.38453810185194015,1.0,1.4163130703899596,2518331015823.36,1000.0,1.0,1.0,276,0,9900,422,144.02081129286023,0.0,144.02081129286023,0.0,0.638620522894627,0.0,0.7688119245900048,0.0,6479.6159833404645,0.0,0.638620522894627,0.0,3.90499474592575,0.0,8.327861256967772,3741671791099.3945,6.508611573113336,2924290831810.56,8.11111111111111,101.76,3.90499474592575,1.2305713907405533,0.7688119245900048,0.638620522894627,6.480936508178711,291.5827192503209
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,67,5.759465920443299,0.8849799774587155,0.38423630215227605,1.0,1.3820468092506581,18362560896040.96,1000.0,1.0,1.0,333,0,9900,571,140.17912708629262,0.0,140.17912708629262,0.0,0.6213710760625827,0.0,0.8167535743930123,0.0,6358.186421384963,0.0,0.6213710760625827,0.0,3.9990445633981118,0.0,8.389527515208004,26390239367819.73,6.600664702328769,20763162307461.12,10.818181818181818,102.33,3.9990445633981118,1.2040011663431551,0.8167535743930123,0.6213710760625827,7.7098519897460935,349.70025317617296
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,68,6.060769043005112,0.8849699768424034,0.3840758951753378,1.0,1.695974991277412,105013221764628.48,1000.0,1.0,1.0,528,0,9900,854,138.90059124981914,0.0,138.90059124981914,0.0,0.6159457780632922,0.0,0.8098508031279953,0.0,6307.772374893403,0.0,0.6159457780632922,0.0,4.093668480270944,0.0,8.698162151472333,153883790534675.4,6.889266190705476,121881654649159.69,12.074074074074074,104.28,4.093668480270944,1.2103522955219972,0.8098508031279953,0.6159457780632922,9.375789909362792,425.7746353053047
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,69,6.111377165389865,0.8850524772703647,0.38365255638957024,1.0,1.0417746677994728,755751072919715.9,1000.0,1.0,1.0,139,0,9900,191,140.23873138427734,0.0,140.23873138427734,0.0,0.6211677658070981,0.0,0.808173214395841,0.0,6496.373259530334,0.0,0.6211677658070981,0.0,4.140317357670178,0.0,7.958254707355059,1071964217515093.8,6.345394055048625,854714459787100.1,4.333333333333333,100.39,4.140317357670178,1.1888244080608328,0.808173214395841,0.6211677658070981,4.20716194152832,194.89119778591004
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,70,6.111377165389865,0.8851274767518044,0.38343155272305013,1.0,1.7127189521606152,4363941896477737.0,1000.0,1.0,1.0,323,0,9900,393,141.62500469501202,0.0,141.62500469501202,0.0,0.62743265911372,0.0,0.7515687575707068,0.0,6640.15941042694,0.0,0.62743265911372,0.0,4.1815189667044335,0.0,8.551273410404898,6307343718777860.0,6.863835261418269,5062704248253317.0,5.384615384615385,102.23,4.1815189667044335,1.1887301384201743,0.7515687575707068,0.62743265911372,4.6028126525878905,215.80518083887554
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,71,6.117038294976321,0.885135977268219,0.3832573913782835,1.0,1.5439783825593836,3.1497760646585384e+16,1000.0,1.0,1.0,477,0,9900,595,137.8649076573989,0.0,137.8649076573989,0.0,0.6108286834881677,0.0,0.7857082696521983,0.0,6482.588879202212,0.0,0.6108286834881677,0.0,4.220664352481363,0.0,8.504936013667031,4.408876280573804e+16,6.872304691987879,3.562536049735369e+16,6.9411764705882355,103.77,4.220664352481363,1.201722519434166,0.7857082696521983,0.6108286834881677,5.859258575439453,275.51002736609405
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,72,6.117038294976321,0.8851724773645401,0.38303681686520574,1.0,1.6209665944701748,1.7966117132840205e+17,1000.0,1.0,1.0,321,0,9900,471,139.36640207391036,0.0,139.36640207391036,0.0,0.617625225037276,0.0,0.753865122795105,0.0,6610.427791792924,0.0,0.617625225037276,0.0,4.278497984656504,0.0,8.338443176306136,2.5608826192747152e+17,6.782840829146536,2.0831297667202022e+17,7.894736842105263,102.21,4.278497984656504,1.2082122543931664,0.753865122795105,0.617625225037276,6.619904098510742,313.9953201101639
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,73,6.195956549827843,0.8851787278056145,0.38298259988427164,1.0,1.6575576429781707,1.2933303997890455e+18,1000.0,1.0,1.0,477,0,9900,705,139.5143406080163,0.0,139.5143406080163,0.0,0.6184109724974504,0.0,0.7460140870965045,0.0,6649.823083361863,0.0,0.6184109724974504,0.0,4.342412581388373,0.0,8.542678951475132,1.7864064431946245e+18,6.99545607359513,1.4628581823032696e+18,9.91304347826087,103.77,4.342412581388373,1.2130065257547353,0.7460140870965045,0.6184109724974504,8.022074584960938,382.3648272933071
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,74,6.195956549827843,0.885247727483511,0.3827470833063126,1.0,1.5772874308259863,7.341358714882339e+18,1000.0,1.0,1.0,416,0,9900,594,136.91902722810445,0.0,136.91902722810445,0.0,0.6076461462096991,0.0,0.7955307489947269,0.0,6625.1635168244875,0.0,0.6076461462096991,0.0,4.404190539435174,0.0,8.099716856063454,1.0333673589909279e+19,6.677087733620091,8.518673726077791e+18,9.368421052631579,103.16,4.404190539435174,1.1980192441498956,0.7955307489947269,0.6076461462096991,6.503653793334961,314.69526704916325
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,75,6.231825565637164,0.8852152268588543,0.38275629460811617,1.0,1.7643253426802785,nan,1000.0,1.0,1.0,10345,445,0,154,140.92725251850328,0.0,140.92725251850328,0.0,0.6249526375189163,0.0,0.710239766459716,0.0,6700.861534227763,0.0,0.6249526375189163,0.0,4.445694350826533,0.0,8.523846209987331,nan,7.073724596123946,nan,8.105263157894736,0.0,4.445694350826533,1.2038407773531807,0.710239766459716,0.6249526375189163,6.694044494628907,318.29092287581875
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,76,6.3947823850346674,0.8852052272856236,0.38267281763255595,1.0,1.7910805824730132,nan,1000.0,1.0,1.0,10186,286,0,144,138.4627253214518,0.0,138.4627253214518,0.0,0.6142291546180179,0.0,0.7691435664892197,0.0,6642.150957221296,0.0,0.6142291546180179,0.0,4.49054166681053,0.0,8.548520264776451,nan,7.141653643714057,nan,8.0,0.0,4.49054166681053,1.195682135819898,0.7691435664892197,0.6142291546180179,6.230822639465332,298.89679307495834
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,77,6.3947823850346674,0.885155976563692,0.3827531949430704,1.0,1.8286849714460827,nan,1000.0,1.0,1.0,10369,469,0,202,138.08226667131697,0.0,138.08226667131697,0.0,0.6126631293541833,0.0,0.7223344360079084,0.0,6660.835495084653,0.0,0.6126631293541833,0.0,4.536860648496895,0.0,8.719011836657925,nan,7.33280949365525,nan,9.619047619047619,0.0,4.536860648496895,1.1995562344422406,0.7223344360079084,0.6126631293541833,7.2493190002441406,349.6938634919443
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,78,6.429426375206561,0.8852124781906605,0.38265905149281026,1.0,1.8278404303959437,nan,1000.0,1.0,1.0,10457,557,0,66,135.91306849888392,0.0,135.91306849888392,0.0,0.6029091704569548,0.0,0.7803458571434021,0.0,6406.506789907163,0.0,0.6029091704569548,0.0,4.563908068793073,0.0,8.718302642241683,nan,7.381257772445679,nan,4.714285714285714,0.0,4.563908068793073,1.2084947319620711,0.7803458571434021,0.6029091704569548,4.756957397460938,224.22773764675068
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,79,6.434750033456884,0.8852259795367717,0.3826109903305769,1.0,1.5301542627184015,nan,1000.0,1.0,1.0,10137,237,0,176,135.97358061137953,0.0,135.97358061137953,0.0,0.6030387677954181,0.0,0.7555145150736758,0.0,6899.148049760646,0.0,0.6030387677954181,0.0,4.61814185348068,0.0,8.103672183064075,nan,6.906779515115838,nan,9.263157894736842,0.0,4.61814185348068,1.1910734211809795,0.7555145150736758,0.6030387677954181,6.458745079040527,327.70953236363073
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,80,6.434750033456884,0.8852444788813592,0.382628972157836,1.0,1.690249485814053,nan,1000.0,1.0,1.0,10726,826,0,210,135.93692149286684,0.0,135.93692149286684,0.0,0.602709907785991,0.0,0.7636685215908549,0.0,6798.656057714305,0.0,0.602709907785991,0.0,4.667880340670675,0.0,8.345884110220327,nan,7.160797202068826,nan,9.130434782608695,0.0,4.667880340670675,1.1976216668958777,0.7636685215908549,0.602709907785991,7.816372985839844,390.92272331857254
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,81,6.473172025208169,0.8852654784917832,0.3826022013276815,1.0,1.6377224200650264,nan,1000.0,1.0,1.0,10387,487,0,146,136.3982102243524,0.0,136.3982102243524,0.0,0.6048975805991855,0.0,0.7410418673565513,0.0,6885.116965595238,0.0,0.6048975805991855,0.0,4.711020835637959,0.0,8.157381269682334,nan,7.045877406471654,nan,7.684210526315789,0.0,4.711020835637959,1.193411184614101,0.7410418673565513,0.6048975805991855,6.478914985656738,327.0430558657738
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,82,6.473172025208169,0.8853142285346984,0.3824649872630835,1.0,1.4156791816155117,nan,1000.0,1.0,1.0,9939,39,0,16,135.13750966389975,0.0,135.13750966389975,0.0,0.6002290721471661,0.0,0.8438233733177185,0.0,7263.757144408351,0.0,0.6002290721471661,0.0,4.734478494727396,0.0,7.5769322255005696,nan,6.588294744491577,nan,2.6666666666666665,0.0,4.734478494727396,1.1707113962205546,0.8438233733177185,0.6002290721471661,2.0270626449584963,108.95635716612527
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,83,6.473172025208169,0.8852574780583382,0.3825827733427286,1.0,1.8012019958761003,nan,1000.0,1.0,1.0,10310,410,0,138,136.0498250325521,0.0,136.0498250325521,0.0,0.6026631836772159,0.0,0.7796348532040914,0.0,7047.734529134497,0.0,0.6026631836772159,0.0,4.783084168177294,0.0,8.211717651593439,nan,7.188014136420356,nan,7.666666666666667,0.0,4.783084168177294,1.147379443623881,0.7796348532040914,0.6026631836772159,6.122242126464844,317.14805381105236
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,84,6.473172025208169,0.8852644781768322,0.38261167116463185,1.0,1.510045862197876,nan,1000.0,1.0,1.0,10715,815,0,290,135.86572875976563,0.0,135.86572875976563,0.0,0.6023948807468393,0.0,0.7558946824073791,0.0,7062.108532790328,0.0,0.6023948807468393,0.0,4.827963904515909,0.0,7.860078929181113,nan,6.926233329772949,nan,11.6,0.0,4.827963904515909,1.152981905498128,0.7558946824073791,0.6023948807468393,8.491608047485352,441.38178329939547
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,85,6.677010907688736,0.8853152273595333,0.3826399426907301,1.0,1.835382517427206,nan,1000.0,1.0,1.0,10249,349,0,120,135.33969402313232,0.0,135.33969402313232,0.0,0.6002290721471661,0.0,0.7646386288106441,0.0,6833.994270003109,0.0,0.6002290721471661,0.0,4.86470408485348,0.0,8.127977058923399,nan,7.2102110385894775,nan,7.5,0.0,4.86470408485348,1.1486429334108328,0.7646386288106441,0.6002290721471661,5.413587760925293,273.35977080012435
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,86,6.677010907688736,0.8852212271094322,0.3827996865659952,1.0,1.8255282044410706,nan,1000.0,1.0,1.0,10408,508,0,156,135.4261868125514,0.0,135.4261868125514,0.0,0.6004016034639655,0.0,0.7209363234670538,0.0,6910.208421581978,0.0,0.6004016034639655,0.0,4.899354429742429,0.0,8.368366944528944,nan,7.47311248277363,nan,8.210526315789474,0.0,4.899354429742429,1.155080997353399,0.7209363234670538,0.6004016034639655,6.432743873596191,328.2349000251439
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,87,6.978052834649379,0.8852659779787063,0.38277849309146406,1.0,1.3352827280759811,nan,1000.0,1.0,1.0,10275,375,0,70,137.26151275634766,0.0,137.26151275634766,0.0,0.6088220082580016,0.0,0.7289059460163116,0.0,7340.681094432165,0.0,0.6088220082580016,0.0,4.933343961412445,0.0,7.571725712776977,nan,6.806925126484463,nan,5.0,0.0,4.933343961412445,1.1400172137711118,0.7289059460163116,0.6088220082580016,4.804152946472168,256.9238383051258
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,88,6.978052834649379,0.8852869783341885,0.3829279012233019,1.0,1.9852451436659868,nan,1000.0,1.0,1.0,10311,411,0,126,135.50526069192324,0.0,135.50526069192324,0.0,0.6002290721471661,0.0,0.7580952574225033,0.0,7355.026865816569,0.0,0.6002290721471661,0.0,4.9605469232198525,0.0,8.346884621750474,nan,7.55397959316478,nan,7.411764705882353,0.0,4.9605469232198525,1.1482681489082647,0.7580952574225033,0.6002290721471661,5.758973579406739,312.58864179720416
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,89,6.978052834649379,0.8852624778449535,0.3830698794126511,1.0,1.8324200883507729,nan,1000.0,1.0,1.0,10480,580,0,92,135.63759517669678,0.0,135.63759517669678,0.0,0.6002290721471661,0.0,0.759364552795887,0.0,7314.199669084312,0.0,0.6002290721471661,0.0,4.996507019542495,0.0,8.202040502534707,nan,7.472546100616455,nan,5.75,0.0,4.996507019542495,1.1388222545255828,0.759364552795887,0.6002290721471661,5.425503807067871,292.56798676337246
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,90,6.982434865947718,0.885253728479147,0.3833057627081871,1.0,1.8255679686864217,nan,1000.0,1.0,1.0,10469,569,0,400,135.37789306640624,0.0,135.37789306640624,0.0,0.6005354568788784,0.0,0.7232788582642873,0.0,7356.216367082676,0.0,0.6005354568788784,0.0,5.069701629809675,0.0,8.002286786411172,nan,7.339324696858724,nan,13.333333333333334,0.0,5.069701629809675,1.113592758705919,0.7232788582642873,0.6005354568788784,10.15334197998047,551.7162275312006
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,91,6.982434865947718,0.8851959756016732,0.3834203612059355,1.0,1.7630273279021769,nan,1000.0,1.0,1.0,10294,394,0,112,135.4870874741498,0.0,135.4870874741498,0.0,0.6002290721471661,0.0,0.7742116170770982,0.0,7576.174584149672,0.0,0.6002290721471661,0.0,5.110909556411608,0.0,7.7444807116660135,nan,7.150387679829317,nan,6.588235294117647,0.0,5.110909556411608,1.0972284208633736,0.7742116170770982,0.6002290721471661,5.758201217651367,321.9874198263611
