algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_dp_norm_honest,n_dp_norm_attacker,noise_norm_honest,noise_norm_attacker,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,balance_threshold_honest,balance_threshold_attacker,balance_local_norm_honest,balance_local_norm_attacker,balance_kept_honest,balance_kept_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,10,2.81608616454453,0.838240229934454,0.7246023245155812,nan,0.766633448501428,4.639820117950439,1000.0,nan,nan,0,0,0,11542,211.41581281026205,213.50501007080078,211.41581281026205,213.50501007080078,0.9369844743606882,0.9466032354714443,0.9644720082481703,0.9538416332006454,2284.9989429599896,1752.7817566306226,0.9369844743606882,0.9466032354714443,0.9530158981839282,2.7714661411318375,9.9536471047863,26.15846131125987,5.35550594329834,14.074418506622315,38.75,106.12,1.31670594677351,1.2060188066205677,0.9558991251453277,0.9447415397725882,52.84896102905273,460.23630058820396
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,11,2.924851740038634,0.8436362302303314,0.6828307712078094,nan,0.8525136585036913,4.916648125648498,1000.0,nan,nan,0,0,0,11890,213.1418317159017,212.61238571166993,213.1418317159017,212.61238571166993,0.9452226524837032,0.9422301846792004,0.9448686813314756,0.9482091075181961,2529.2178564098526,1743.9294092774578,0.9452226524837032,0.9422301846792004,1.0231627017924314,2.8448492052686225,9.967440723454276,30.021311597672096,5.398799816767375,16.26084930419922,45.708333333333336,107.93,1.3875000024876694,1.219541827855912,0.9475625734175405,0.942809371996201,52.753285064697266,470.1883389631645
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,12,3.0338844501288516,0.847906228452921,0.6485757486522198,nan,0.7745190871798474,5.17449384689331,1000.0,nan,nan,0,0,0,12078,212.83507239300272,211.64708648681642,212.83507239300272,211.64708648681642,0.9437609177988229,0.937890943615235,0.9359125365381655,0.9425309139490128,2759.6522541390977,1702.358435275134,0.9437609177988229,0.937890943615235,1.0994731942295426,2.92348205194093,9.927560510377,34.13544927422297,5.4131667095681895,18.612918796539308,52.08695652173913,108.8,1.46427496577182,1.2301988849538414,0.9412933311811308,0.9389885810641987,52.11983062744141,467.41569074542537
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,13,3.142983617463576,0.8514447270333767,0.6198575550317764,nan,0.8854719012975693,5.448409509658814,1000.0,nan,nan,0,0,0,10552,210.5756965637207,209.42804824829102,210.5756965637207,209.42804824829102,0.9339261702299926,0.9284099454710851,0.9364183694124222,0.9427004027366638,2914.5755583243727,1626.631751132443,0.9339261702299926,0.9284099454710851,1.1460371558849376,3.0140787500905395,9.999462964578429,38.46614669143344,5.488843297958374,21.114599075317383,21.7,101.18,1.5196454747260582,1.2464931001096844,0.9416533971826235,0.9293293162642363,50.30863751220703,441.9093725594635
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,14,3.286882978539558,0.8547357292473317,0.5954122103750705,nan,0.8560757637023926,5.686342744827271,1000.0,nan,nan,0,0,0,10898,206.33324584960937,208.0038233947754,206.33324584960937,208.0038233947754,0.9139612054689293,0.922240667827468,0.948694372177124,0.9391707235574722,3057.3437139954544,1535.5750639366306,0.9139612054689293,0.922240667827468,1.1992653617033406,3.11402159023701,9.916170000684351,43.01688696403713,5.47953135172526,23.770506229400635,36.2,103.55,1.5822166074100745,1.262552100581268,0.9404129385948181,0.9211607379546151,47.79076205444336,398.83532420718984
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,15,3.451024918447998,0.8575569765269756,0.5744968177378178,nan,0.8921158356325967,5.910443096160889,1000.0,nan,nan,0,0,0,10968,209.39981369745163,206.5161454772949,209.39981369745163,206.5161454772949,0.9280493727978458,0.915970105363124,0.9217604597409567,0.9357945662736893,3330.336412444514,1430.2100245356373,0.9280493727978458,0.915970105363124,1.2538450739076945,3.2258407153431135,9.902240318861782,47.74077421004499,5.508434772491455,26.55731756210327,29.666666666666668,103.45,1.648244202194778,1.2807360105204355,0.9333588948919753,0.9180665071493154,50.09802127075195,425.9161342297971
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,16,3.5048096931921906,0.859946478009224,0.5563835212588311,nan,1.07316242903471,6.106093416213989,1000.0,nan,nan,0,0,0,11810,207.60526504516602,205.60855194091798,207.60526504516602,205.60855194091798,0.9209628038229377,0.9116247004709552,0.9192401379346847,0.9301985037326813,3510.8477037275434,1347.0473014624176,0.9209628038229377,0.9116247004709552,1.288903476156662,3.344163889606267,9.889249774186805,52.61767600009928,5.538005614280701,29.46603551864624,51.55,107.79,1.6999555588465831,1.307522937032318,0.9283721094330152,0.913181051029619,49.42592098999023,409.84336844158526
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,17,3.5422008291002567,0.8620434781908989,0.5407150894403457,nan,0.7900350391864777,6.277918767929077,1000.0,nan,nan,0,0,0,10802,206.09276326497397,204.8546534729004,206.09276326497397,204.8546534729004,0.912744278873988,0.9084532916977299,0.9181197782357534,0.9232059061527252,3664.5724988673264,1259.4354706235038,0.912744278873988,0.9084532916977299,1.3501590619589885,3.445065240547168,9.846906534971698,57.61325110626643,5.551178057988484,32.47937961578369,28.88888888888889,102.82,1.7691402976766246,1.3185808043840008,0.9224300561314922,0.9091078490636003,48.39027017211914,383.8117040839245
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,18,3.5839721278891705,0.8640314769744873,0.5268784864246845,nan,0.92852102574848,6.482128806114197,1000.0,nan,nan,0,0,0,11156,211.41878037225632,202.91581192016602,211.41878037225632,202.91581192016602,0.9367841189587225,0.8997252281637875,0.8784657872858501,0.9228333348035812,3932.4135517816053,1185.181132442749,0.9367841189587225,0.8997252281637875,1.4012757537191218,3.5168834560573026,9.84998702217411,62.70508102378189,5.590057781764439,35.586343955993655,34.476190476190474,104.32,1.8243972941867581,1.32499796389796,0.9151331819286032,0.9061569364835697,49.46275115966797,402.1975956633771
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,19,3.635323851832486,0.8656124795973301,0.5147183866053819,nan,0.9377525746822357,6.641760010719299,1000.0,nan,nan,0,0,0,11270,202.00239902072482,201.81685409545898,202.00239902072482,201.81685409545898,0.8959605184927038,0.8949743989751786,0.9165601034959158,0.9177525681257248,3924.4269325052364,1119.390368669765,0.8959605184927038,0.8949743989751786,1.4524552386730805,3.566530398595995,9.849529494073332,67.91345543353016,5.627187940809462,38.800003356933594,41.72222222222222,105.19,1.8752702706576634,1.3248493727873043,0.9175706667415167,0.8951248239863263,47.63545718383789,365.1574433041415
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,20,3.6839250492204894,0.8671639788150788,0.5038087229430676,nan,0.7856798564845865,6.813458561897278,1000.0,nan,nan,0,0,0,11266,202.30967504327947,200.28559143066406,202.30967504327947,200.28559143066406,0.8966065029335577,0.8875969452534522,0.9048823443326083,0.9158866429328918,4143.661362976749,1052.151414409482,0.8966065029335577,0.8875969452534522,1.513643272547655,3.6097276240544844,9.751593255069976,73.19562259881174,5.608501109209928,42.09750343322754,35.40909090909091,104.87,1.9328601428490213,1.3205021770719418,0.9139022612180866,0.8892216195892092,48.95874398803711,392.7513828528734
