algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_local_norm_honest,balance_local_norm_attacker,balance_threshold_honest,balance_threshold_attacker,balance_kept_honest,balance_kept_attacker
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,10,0.0,0.8386977303028107,0.7238907814025879,nan,0.09223910607397556,0.09356665879487991,,nan,nan,0,0,0,11542,5.331399341424306,5.324998168945313,9.908843007752301,9.896945903615482,38.75,106.12
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,11,0.0,0.8441342283785344,0.6820371301472187,nan,0.08418308345600962,0.08562834866344929,,nan,nan,0,0,0,11890,5.362861156463623,5.356276822090149,9.901089593867015,9.888933380486556,45.708333333333336,107.93
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,12,0.0,0.848420728892088,0.6477366653084755,nan,0.07748030850663781,0.0787683043628931,,nan,nan,0,0,0,12078,5.393098789712657,5.385624108314514,9.890756639487334,9.87704833234344,52.08695652173913,108.8
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,13,0.0,0.8519424779713154,0.618999273777008,nan,0.07183888224884867,0.07309303425252438,,nan,nan,0,0,0,10552,5.421203970909119,5.4131963300704955,9.876239015731208,9.861650858691045,21.7,101.18
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,14,0.0,0.8552614787220955,0.5945627877116203,nan,0.0670600963383913,0.06840327508747578,,nan,nan,0,0,0,10898,5.448809464772542,5.439190096855164,9.860573374949372,9.843165446890373,36.2,103.55
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,15,0.0,0.8580732275545597,0.5736302100121975,nan,0.06289854535833,0.06427451953291893,,nan,nan,0,0,0,10968,5.474604220617385,5.4637657117843625,9.841424811623734,9.82194096120244,29.666666666666668,103.45
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,16,0.0,0.860452729165554,0.5554994608461857,nan,0.05931228040717542,0.06079961877316237,,nan,nan,0,0,0,11810,5.498975729942321,5.48709240436554,9.819553876103107,9.798333750490785,51.55,107.79
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,17,0.0,0.8625507272779942,0.539811497181654,nan,0.05628117688931525,0.05790408253669739,,nan,nan,0,0,0,10802,5.525264528062609,5.509278531074524,9.800940056414214,9.772583441554154,28.88888888888889,102.82
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,18,0.0,0.8645892286300659,0.5259148520231247,nan,0.05371403472498059,0.055298680365085603,,nan,nan,0,0,0,11156,5.54573883329119,5.530419759750366,9.771894615200791,9.744901571218119,34.476190476190474,104.32
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,19,0.0,0.8661787299811841,0.513706319630146,nan,0.05116204098798335,0.05288079865276814,,nan,nan,0,0,0,11270,5.567607720692952,5.550643773078918,9.745243456095983,9.715550667421093,41.72222222222222,105.19
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,20,0.0,0.8677354784309864,0.5027907526493073,nan,0.049065222097560764,0.05093729805201292,,nan,nan,0,0,0,11266,5.586072163148359,5.570032086372375,9.712595677130096,9.684706531446837,35.40909090909091,104.87
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,21,0.0,0.869141978174448,0.49299385577440263,nan,0.04723273896612227,0.049016584269702436,,nan,nan,0,0,0,10734,5.606919892628988,5.58863076210022,9.68406783499239,9.652479514831718,30.666666666666668,102.74
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,22,0.0,0.8704859767854214,0.48407798163592813,nan,0.04552847621031106,0.047407892718911174,,nan,nan,0,0,0,11346,5.625930972721266,5.606546392440796,9.65233917840935,9.619081297250583,36.04347826086956,105.17
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,23,0.0,0.8715824803709984,0.47610435768961906,nan,0.04391032013110816,0.04600477509200573,,nan,nan,0,0,0,10944,5.644844267103407,5.623856196403503,9.620437963787387,9.584668255608774,32.22222222222222,103.64
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,24,0.0,0.8724984784424304,0.46899491623044015,nan,0.04261693145148456,0.04454627744853497,,nan,nan,0,0,0,11032,5.663831083398116,5.640533261299133,9.588659009927825,9.549216648654744,33.36842105263158,103.98
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,25,0.0,0.8735612289607525,0.4623743075877428,nan,0.04131834052503109,0.04337414979934692,,nan,nan,0,0,0,10794,5.678510972431728,5.6566739177703855,9.549634608310177,9.512910915435423,34.642857142857146,103.09
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,26,0.0,0.874425977319479,0.4562631396204233,nan,0.040110026700422165,0.042192038297653195,,nan,nan,0,0,0,10426,5.69616522508509,5.672317509651184,9.515674263580719,9.47583569095641,19.647058823529413,100.92
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,27,0.0,0.875219976902008,0.4508890350162983,nan,0.03908809750340879,0.04115477416664362,,nan,nan,0,0,0,10700,5.716436158055845,5.687477965354919,9.48608583315776,9.43803143458865,23.782608695652176,101.53
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,28,0.0,0.8759844793379307,0.4457233577221632,nan,0.03814162438735366,0.04025067623704672,,nan,nan,0,0,0,11646,5.7301824276263895,5.70225594997406,9.445715143678443,9.399680736187603,38.88461538461539,106.35
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,29,0.0,0.8767184774577618,0.44097051814198496,nan,0.03712094454094768,0.03941408347338438,,nan,nan,0,0,0,10784,5.748344977696736,5.716607813835144,9.412693625083369,9.360725240945445,28.27777777777778,102.75
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,30,0.0,0.8773884785175323,0.43663657903671266,nan,0.03646378850564361,0.038722803667187694,,nan,nan,0,0,0,11106,5.758873059199407,5.73058406829834,9.367275822754163,9.321261476232952,29.115384615384617,103.49
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,31,0.0,0.8778727276623249,0.43266551330685615,nan,0.03569714024662971,0.03799591545015574,,nan,nan,0,0,0,10838,5.780441396376666,5.744224467277527,9.339884566808363,9.281366209133763,31.0,103.11
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,32,0.0,0.8785032278299332,0.42891882061958314,nan,0.03482794251292944,0.03722001045942307,,nan,nan,0,0,0,11440,5.793318223953247,5.7575363922119145,9.298493554602162,9.241062369406261,42.45,105.91
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,33,0.0,0.8790327289700508,0.42547474689781667,nan,0.03414596457965672,0.036704177632927895,,nan,nan,0,0,0,10802,5.806125375959608,5.770557389259339,9.257129148857196,9.200420513557562,28.88888888888889,102.82
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,34,0.0,0.8795752263069153,0.4222388634830713,nan,0.03344725769944489,0.03596522700041532,,nan,nan,0,0,0,11926,5.820136053808804,5.783274297714233,9.217810031343443,9.15942915124716,40.827586206896555,107.42
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,35,0.0,0.8801069773733616,0.41921580880880355,nan,0.032813739064149555,0.035493041053414345,,nan,nan,0,0,0,11106,5.833799093961716,5.795770688056946,9.178057806350203,9.118229399156924,40.875,104.52
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,36,0.0,0.8804547281563282,0.4164373145997524,nan,0.03228392125573009,0.034810634292662145,,nan,nan,0,0,0,11030,5.848692265423861,5.808001127243042,9.14034934030225,9.07675713863591,31.272727272727273,103.42
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,37,0.0,0.880914727896452,0.4138894107192755,nan,0.03179752548225224,0.034270679615437984,,nan,nan,0,0,0,10622,5.860855000359671,5.81999192237854,9.098497997416588,9.035061411260337,29.142857142857142,102.14
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,38,0.0,0.8812732271850109,0.4114514625072479,nan,0.03122516511939466,0.03387150837108493,,nan,nan,0,0,0,12040,5.875532239675522,5.831772379875183,9.06067690168358,8.993194683096396,40.03125,107.59
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,39,0.0,0.8815739774703979,0.40916377283632754,nan,0.030764633854851127,0.03326361039653421,,nan,nan,0,0,0,11194,5.893021273612976,5.843324279785156,9.027263984091826,8.951135312283304,36.4,104.66
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,40,0.0,0.8819349788129329,0.406924939379096,nan,0.030140580143779516,0.03283198034390807,,nan,nan,0,0,0,11506,5.904234488805135,5.854695982933045,8.984345290849818,8.90896362320238,38.5,105.82
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,41,0.0,0.882289477288723,0.40495084032416345,nan,0.02979568379931152,0.032637472059577705,,nan,nan,0,0,0,11824,5.912234942118327,5.865861835479737,8.936742089838926,8.866646009762448,38.03333333333333,106.83
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,42,0.0,0.88256272777915,0.4030244940519333,nan,0.029332993379794062,0.032018746398389336,,nan,nan,0,0,0,10904,5.928876708535587,5.876835980415344,8.902349972640568,8.824209576519586,32.705882352941174,103.48
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,43,0.0,0.8828482283651828,0.4012439829111099,nan,0.028948542769066988,0.031664534825831654,,nan,nan,0,0,0,11320,5.938627777099609,5.887637810707092,8.857742541153124,8.781688608925105,33.64,104.79
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,44,0.0,0.8831387278437615,0.39960045598447325,nan,0.028555290247313677,0.031547129191458224,,nan,nan,0,0,0,11092,5.949092211546721,5.898294711112976,8.814391813659016,8.739128385886204,28.85185185185185,103.13
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,45,0.0,0.8834139770269394,0.3980368420481682,nan,0.028075354690663516,0.030944643020629884,,nan,nan,0,0,0,11818,5.965342998504639,5.908800053596496,8.779742416031697,8.69652297804434,43.52,107.3
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,46,0.0,0.8836789762973786,0.3964740154892206,nan,0.027713416423648597,0.030687977876514196,,nan,nan,0,0,0,10822,5.973493703206381,5.919146537780762,8.733321903861114,8.653865673754176,33.2,103.24
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,47,0.0,0.8838647264242172,0.39515253134071826,nan,0.027356045446358623,0.030434926860034465,,nan,nan,0,0,0,12214,5.988795365606036,5.929369688034058,8.697515975932411,8.611212178839722,47.25,108.91
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,48,0.0,0.8840994772315025,0.39381732262670993,nan,0.027019328721798956,0.03000521322712302,,nan,nan,0,0,0,10528,6.00116229057312,5.93945526599884,8.657566508573563,8.568544975172074,23.1875,101.57
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,49,0.0,0.8843152269721031,0.39250684037804606,nan,0.02670946728438139,0.02978424444794655,,nan,nan,0,0,0,10732,6.008726537227631,5.949401807785034,8.610881401198442,8.525865348924563,29.5,102.6
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,50,0.0,0.8843679770827293,0.3919583111256361,nan,0.026255809883587063,0.5875285351276398,,nan,0.0,0,0,10579,843,6.0172294435046965,5.761605191230774,8.565770686280032,8.201879173186109,40.142857142857146,105.79
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,51,0.0,0.8835047274827957,0.3933922180533409,nan,0.026022680019959808,1.676479498744011,,nan,0.0,0,0,10384,588,6.029119772069595,5.793431882858276,8.525669375402,8.192387388119084,34.588235294117645,103.84
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,52,0.0,0.8764992284402251,0.4747844890505075,0.9427861637369659,0.027485429146327078,12.743968906402587,,1.0,0.8944388034871243,2230,0,7954,412,6.037048564237707,14.693400411605834,8.480158082555372,20.639615026259953,9.647058823529411,82.02
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,53,0.0,0.8840499778091907,0.391913755312562,1.0,0.03489462730009109,109.28066226959228,,1.0,1.0,2753,0,7835,818,6.051972203784519,117.20623546600342,8.444635465240768,163.54403150507488,7.222222222222222,85.23
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,54,0.0,0.8845857287943363,0.3893064761161804,1.0,0.026419251151382925,1046.07436126709,,1.0,1.0,2391,0,8310,1065,6.04991287451524,1118.1769036865235,8.385670740045976,1549.8840293944907,10.153846153846153,91.11
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,55,0.0,0.8849099776148797,0.38809529654681685,1.0,0.025407690820284188,10224.551181640625,,1.0,1.0,1009,0,9083,296,6.057776228586833,10942.565859375,8.340779030847608,15066.506325017463,6.933333333333334,92.75
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,56,0.0,0.8850557264685631,0.38719109892845155,1.0,0.02478257937822491,106765.9541015625,,1.0,1.0,570,0,9556,286,6.095093170801799,114281.8818359375,8.33639801013025,156305.93751952832,5.0,97.82
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,57,0.0,0.8852224791049957,0.38630644731223585,1.0,0.02447041460312903,1092318.625,,1.0,1.0,604,0,9815,799,6.089775524139404,1173742.808125,8.273782124861983,1594688.0515636601,11.2,103.34
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,58,0.0,0.8853532266616821,0.38556612372398374,1.0,0.024222170477733018,11595430.95,,1.0,1.0,763,0,9900,1085,6.104675363611292,12437057.565,8.238915967146108,16785146.80197142,11.925925925925926,106.63
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,59,0.0,0.88544597864151,0.3848216949403286,1.0,0.023968115537427365,118285887.84,,1.0,1.0,578,0,9900,722,6.1103294610977175,127263822.32,8.19175265131189,170614982.47242764,7.2,104.78
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,60,0.0,0.8856349770724773,0.3840877349674702,1.0,0.02372627483215183,1257307768.32,,1.0,1.0,579,0,9900,683,6.122056259828455,1350044736.0,8.152939557736223,1797898069.815578,6.117647058823529,104.79
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,61,0.0,0.8857532279193401,0.3834857325255871,1.0,0.023432200299575923,13038870548.48,,1.0,1.0,495,0,9900,659,6.139379551536159,14014178478.08,8.121684099144197,18539125908.824467,8.631578947368421,103.95
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,62,0.0,0.8857907266914844,0.3829662288725376,1.0,0.023273373045958577,138437240668.16,,1.0,1.0,455,0,9900,667,6.142716776240956,148504884674.56,8.072105045707433,195149324404.8428,9.636363636363637,103.55
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,63,0.0,0.8859362284839153,0.3823810136318207,1.0,0.02301019791979343,1422149257789.44,,1.0,1.0,527,0,9900,853,6.152938030384205,1528440451235.84,8.031812432533858,1995168317639.8132,12.074074074074074,104.27
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,64,0.0,0.8860077279806137,0.3818545788526535,1.0,0.022730493536219,15204111393751.04,,1.0,1.0,1007,0,9900,1205,6.149733916572902,16288747209359.36,7.974290366950183,21121434150384.55,8.608695652173912,109.07
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,65,0.0,0.8861177265644073,0.38129440918564794,1.0,0.022459789770655336,150967205306040.3,,1.0,1.0,780,0,9900,1018,6.1779498100280765,162259286947266.56,7.9576493705635105,209001780906040.03,9.52,106.8
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,66,0.0,0.8861854761838913,0.38084273397922513,1.0,0.022304067192599177,1586671727956459.5,,1.0,1.0,276,0,9900,422,6.186594459745619,1700740454405898.2,7.915835771597958,2176121647343850.2,8.11111111111111,101.76
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,67,0.0,0.8862874770164489,0.3804476311057806,1.0,0.02201188646722585,1.6159682176944702e+16,,1.0,1.0,333,0,9900,571,6.200063206932762,1.737951372722045e+16,7.880357996708975,2.2089579639458076e+16,10.818181818181818,102.33
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,68,0.0,0.8863212282955647,0.3800624863803387,1.0,0.021875880886800588,1.740020014729134e+17,,1.0,1.0,528,0,9900,854,6.212111190513328,1.86439609833027e+17,7.843208397283247,2.3539255312456445e+17,12.074074074074074,104.28
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,69,0.0,0.8864014779031276,0.3797107334434986,1.0,0.021648401929996907,1.7645697048828813e+18,,1.0,1.0,139,0,9900,191,6.220059275627136,1.8963365733609347e+18,7.801062562994418,2.3783439343175004e+18,4.333333333333333,100.39
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,70,0.0,0.8864769768714905,0.3793728022277355,1.0,0.021424978808499872,inf,,1.0,1.0,323,0,9900,393,6.228511150066669,inf,7.759758175339732,inf,5.384615384615385,102.23
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,71,0.0,0.8865794762969017,0.37910724014043806,1.0,0.021239468161948025,nan,,1.0,1.0,10377,477,0,118,6.231328431297751,nan,7.711685084352922,nan,6.9411764705882355,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,72,0.0,0.8866112275421619,0.3788149715214968,1.0,0.021077815894968807,nan,,1.0,1.0,10221,321,0,150,6.244258328487999,nan,7.676340129718921,nan,7.894736842105263,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,73,0.0,0.8866857285797596,0.37853379793465136,1.0,0.02080109827686101,nan,,1.0,1.0,10377,477,0,228,6.259636775307033,nan,7.644114516870015,nan,9.91304347826087,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,74,0.0,0.8866744777560234,0.37829427771270274,1.0,0.020615152325481178,nan,,1.0,1.0,10316,416,0,178,6.270667427464535,nan,7.606704103237173,nan,9.368421052631579,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,75,0.0,0.8867592272162438,0.3781119404733181,1.0,0.02037254719994962,nan,,1.0,1.0,10345,445,0,154,6.2705409652308415,nan,7.556009018267505,nan,8.105263157894736,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,76,0.0,0.8867919763922691,0.3778607569634914,1.0,0.020166061697527767,nan,,1.0,1.0,10186,286,0,144,6.280456993314955,nan,7.517672594871012,nan,8.0,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,77,0.0,0.8868394780158997,0.37771103769540787,1.0,0.019997384548187256,nan,,1.0,1.0,10369,469,0,202,6.287138303120931,nan,7.475665818271707,nan,9.619047619047619,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,78,0.0,0.8868909773230552,0.3775500863790512,1.0,0.019761325744912028,nan,,1.0,1.0,10457,557,0,66,6.296949454716274,nan,7.437582152198063,nan,4.714285714285714,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,79,0.0,0.8868987268209457,0.37742650814354417,1.0,0.019575936291366815,nan,,1.0,1.0,10137,237,0,176,6.3148546469839,nan,7.409171210816923,nan,9.263157894736842,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,80,0.0,0.886985976845026,0.3772590099275112,1.0,0.01950431628152728,nan,,1.0,1.0,10726,826,0,210,6.3134900383327315,nan,7.358350572437985,nan,9.130434782608695,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,81,0.0,0.8870039770007133,0.37714511290192604,1.0,0.01928849267307669,nan,,1.0,1.0,10387,487,0,146,6.331271824083831,nan,7.330044962691434,nan,7.684210526315789,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,82,0.0,0.8869909775257111,0.37707886308431626,1.0,0.019009540476836263,nan,,1.0,1.0,9939,39,0,16,6.330186605453491,nan,7.280092458582615,nan,2.6666666666666665,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,83,0.0,0.8870554776489734,0.3770070314407349,1.0,0.018965725828893484,nan,,1.0,1.0,10310,410,0,138,6.349364731046888,nan,7.253629368111951,nan,7.666666666666667,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,84,0.0,0.8871002282202244,0.3769248439371586,1.0,0.01879653975367546,nan,,1.0,1.0,10715,815,0,290,6.350182285308838,nan,7.206360456073659,nan,11.6,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,85,0.0,0.8870987293124198,0.376890886798501,1.0,0.018569273217581214,nan,,1.0,1.0,10249,349,0,120,6.365908056497574,nan,7.176205296280775,nan,7.5,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,86,0.0,0.8871367280185223,0.3768581981211901,1.0,0.01844252819661051,nan,,1.0,1.0,10408,508,0,156,6.3685284413789445,nan,7.131457343506753,nan,8.210526315789474,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,87,0.0,0.8871282272040844,0.3768442200124264,1.0,0.018293356231879443,nan,,1.0,1.0,10275,375,0,70,6.38600366456168,nan,7.103511093535759,nan,5.0,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,88,0.0,0.8871347276866436,0.37680362708866594,1.0,0.01809488521888852,nan,,1.0,1.0,10311,411,0,126,6.394349434796502,nan,7.065533644239153,nan,7.411764705882353,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,89,0.0,0.8872252279520034,0.37680235132575035,1.0,0.017939021873753517,nan,,1.0,1.0,10480,580,0,92,6.394266694784164,nan,7.01849593277208,nan,5.75,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,90,0.0,0.8871952271461487,0.3767741011083126,1.0,0.01778296924661845,nan,,1.0,1.0,10469,569,0,400,6.399192810058594,nan,6.977232672312029,nan,13.333333333333334,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,91,0.0,0.8872437278926373,0.3768308986723423,1.0,0.017572959901299326,nan,,1.0,1.0,10294,394,0,112,6.424769345451804,nan,6.958574066286472,nan,6.588235294117647,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,92,0.0,0.8872602277994156,0.37680623777210714,1.0,0.017425320814363657,nan,,1.0,1.0,10276,376,0,184,6.432526922225952,nan,6.9206841549788845,nan,9.2,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,93,0.0,0.8872724780440331,0.3768442013859749,1.0,0.01726151487790048,nan,,1.0,1.0,10293,393,0,190,6.440810317084903,nan,6.883552508967291,nan,9.047619047619047,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,94,0.0,0.8872857284545899,0.37687379866838455,1.0,0.017121722870506347,nan,,1.0,1.0,10462,562,0,88,6.451416164636612,nan,6.849074367718604,nan,5.5,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,95,0.0,0.8873254771530629,0.37695763967931273,1.0,0.016995220019016415,nan,,1.0,1.0,10496,596,0,286,6.454688732440655,nan,6.807016936343971,nan,11.0,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,96,0.0,0.8872722257673741,0.3770812837779522,1.0,0.016821060928050427,nan,,1.0,1.0,10169,269,0,336,6.463414529959361,nan,6.770928705484221,nan,14.0,0.0
balance,scale,mnist,42,500,100,1.0,0.1,0.05,iid,1.0,50,97,0.0,0.8873094771802426,0.37708146288990974,1.0,0.01670549948234111,nan,,1.0,1.0,10405,505,0,178,6.4750164576939175,nan,6.7380124757784445,nan,8.476190476190476,0.0
