algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,nsr_honest,nsr_attacker,eps_n_honest,eps_n_attacker,sigma_n_honest,sigma_n_attacker,balance_kept_honest,balance_kept_attacker,n_dp_norm_honest,n_dp_norm_attacker,noise_norm_honest,noise_norm_attacker,balance_threshold_honest,balance_threshold_attacker,balance_local_norm_honest,balance_local_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,40,4.846753353477158,0.782004981637001,0.617247799038887,nan,0.9606636166572571,6.163837807973226,1000.0,nan,nan,0,0,0,51206,0.9215626449533851,0.9233718184193731,0.6251900858349271,0.6224911161760489,5563.400153614169,908.5215499565719,2.297166518713007,4.177123581553013,0.9215626449533851,0.9233718184193731,74.55555555555556,168.45,207.61282857259116,208.30062540690105,207.61282857259116,208.30062540690105,9.115216946224201,161.07280758505829,5.990239302317302,105.85207880655925,3.4251407564170107,1.1469513120971115,0.6225697269428123,0.9233191240465772,128.71740615844726,645.2541327389982
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,41,4.900229649474624,0.7826704829931259,0.6152578976750374,nan,1.2549177575856447,5.975510195096334,1000.0,nan,nan,0,0,0,51512,0.8853091189494644,0.9297365099225581,0.6660004742443562,0.5990564913799366,5807.315589343112,898.7991894272832,2.316921279703587,4.213500794850227,0.8853091189494644,0.9297365099225581,56.3125,168.70333333333335,199.62689781188965,209.75943669637044,199.62689781188965,209.75943669637044,9.211545910953017,164.65498436926487,6.094035506248474,108.92995928446452,3.4548689887915716,1.1579254265854362,0.6024460601325654,0.9274870217720217,132.24372274780274,725.1136125153494
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,42,4.946894044978083,0.7831764799356461,0.6132447385787964,nan,1.032477746407191,5.818630297978719,1000.0,nan,nan,0,0,0,50496,0.8737122914149422,0.9334328825302136,0.670243481794993,0.5793510380387307,5834.453120315658,900.9892215468509,2.3266933387834463,4.2497128913347995,0.8737122914149422,0.9334328825302136,51.666666666666664,167.28666666666666,196.81131998697916,210.59613983154296,196.81131998697916,210.59613983154296,8.836181162307282,168.0410202520521,5.884808937708537,111.9136513519287,3.4805050703142575,1.1703648945487457,0.5811332428182652,0.932261890547561,128.71941973876955,610.6069703718983
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,43,4.991698594744057,0.7838604810833931,0.6109471413493156,nan,0.8048322920997938,5.739275553474823,1000.0,nan,nan,0,0,0,51088,0.8794057414875841,0.9312979609844634,0.648126907646656,0.5683552028114597,5844.428563805319,897.760266653094,2.4057848827972776,4.283837752876016,0.8794057414875841,0.9312979609844634,53.75,168.14333333333335,198.3401133219401,210.06403650919597,198.3401133219401,210.06403650919597,9.005083154251043,171.25838883365606,6.037411530812581,114.81930302937826,3.5326166048445202,1.1498494789268248,0.5714233453051211,0.9293021063884297,130.79858462524413,678.9224455231841
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,44,5.049084658813895,0.7844879806041718,0.6090912145376205,nan,0.9865863919258118,5.732187112967173,1000.0,nan,nan,0,0,0,50228,0.799027689213277,0.9246045497102888,0.7593439391681126,0.5643598413964113,5325.2626232433095,886.2054754697162,2.454508787570756,4.320392045123994,0.799027689213277,0.9246045497102888,26.428571428571427,166.81,179.58150809151786,208.5935957845052,179.58150809151786,208.5935957845052,9.229562256891153,174.36685051460105,6.229302951267788,117.68531445821127,3.574038742102699,1.1434020248613774,0.5688057328765478,0.9217412336728978,127.67029858398438,606.2769620072362
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,45,5.168200186555717,0.7849624827504158,0.607327541410923,nan,1.0090925851288963,5.4937236738204955,1000.0,nan,nan,0,0,0,51828,0.9022499425364823,0.932265304367491,0.5849904207622304,0.5379169630507629,5922.010964612447,887.413233880408,2.4775915436164273,4.356942763637484,0.9022499425364823,0.932265304367491,62.64705882352941,169.21,203.5969004911535,210.21132954915365,203.5969004911535,210.21132954915365,8.822343010380354,177.42170911599538,5.994287715238683,120.5481095123291,3.605202275629061,1.152962888737763,0.5404414071551633,0.9306556477393297,133.0490923461914,733.7963131250681
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,46,5.262771381836867,0.7855569797754288,0.6059437975287437,nan,1.2517905064991541,5.3303127797444665,1000.0,nan,nan,0,0,0,50710,0.8435774486721886,0.9348588968652103,0.6637109092303685,0.5191143418351809,5629.564320593447,885.1087045808232,2.489984382423232,4.391201116924013,0.8435774486721886,0.9348588968652103,59.57142857142857,167.64333333333335,190.16405596051897,210.85835983276368,190.16405596051897,210.85835983276368,8.98687340068068,180.2535793014984,6.14692006792341,123.29141565958659,3.6307144231237,1.163874554307343,0.5224113319712276,0.9327775609129265,129.17731268310547,609.879123236802
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,47,5.3015491129208625,0.7859294795989991,0.6045224985480309,nan,1.7479715682566166,5.227655359009901,1000.0,nan,nan,0,0,0,51032,0.7779979256480551,0.933346194688472,0.7552078366279602,0.5066515082369248,5430.756900775782,882.7673815917769,2.5316961283990764,4.426220328886088,0.7779979256480551,0.933346194688472,72.875,168.16333333333333,175.58128929138184,210.5797383626302,175.58128929138184,210.5797383626302,9.587281902326055,182.92166890057453,6.601456046104431,125.9532544708252,3.6684106486912826,1.1646367675846878,0.5131075167665621,0.9293111747133962,129.15714364624023,616.5525393674786
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,48,5.418567425604789,0.7863859793543816,0.6030951327085495,nan,1.0395894008023399,5.050709094603857,1000.0,nan,nan,0,0,0,50604,0.9152623190736137,0.9361060434330994,0.5208679948534284,0.4871829854696989,6289.609862957472,887.896910907548,2.5399023215299716,4.460935191900994,0.9152623190736137,0.9361060434330994,52.42857142857143,167.45666666666668,206.65006365094865,211.20218688964843,206.65006365094865,211.20218688964843,8.862191075771428,185.4722847099136,6.14300182887486,128.56375747680664,3.6925220437525854,1.176672399003871,0.48795104757291097,0.9356307793597564,129.61441302490235,620.7926846259332
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,49,5.502828581318026,0.7869744792580604,0.601533477306366,nan,1.2750471472740172,4.988151320417722,1000.0,nan,nan,0,0,0,50428,0.7965462278964908,0.9317175379997515,0.6997846722602844,0.4791423503061136,5438.922976290449,889.5641104906107,2.5481525594632672,4.4961212531842145,0.7965462278964908,0.9317175379997515,54.2,167.19,179.5555633544922,210.14900731404623,179.5555633544922,210.14900731404623,9.158211733551767,187.85440824831625,6.390657043457031,131.08597312927247,3.7169337756958356,1.192537963381544,0.4827594375512639,0.9295016148833046,127.88496002197266,588.127696057271
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,50,5.105412490458198,0.7869979792833328,0.6009760347008705,nan,1.0257042263235365,2.409000904162725,1000.0,nan,0.0,0,0,50267,399,0.8361466726281866,0.0,0.621427195412772,0.0,5767.6907060746325,0.0,2.584519844717347,0.0,0.8361466726281866,0.0,57.0,167.55666666666667,188.27161734444755,0.0,188.27161734444755,0.0,9.139736248958197,190.2750088311729,6.42042521068028,133.66320760091145,2.584519844717347,1.0926408004327965,0.621427195412772,0.8361466726281866,6.5895066070556645,201.86917471261214
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.7809114791452885,0.6258417892456055,0.3931451548288684,1.0661943964660168,7.805472890535991,1000.0,1.0,0.25452979768622924,128,0,50300,560,0.8362852865864554,0.0,0.6073414757847786,0.0,5556.474225148515,0.0,2.6231775953413354,0.0,0.8362852865864554,0.0,54.0,168.09333333333333,188.44906616210938,0.0,188.44906616210938,0.0,9.008547511354218,189.46957803144517,6.370597958564758,133.9876939646403,2.6231775953413354,1.0998052692785993,0.6073414757847786,0.8362852865864554,7.537962646484375,222.2589690059406
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.7876999798417091,0.5997267547249794,1.0,0.8371374692235675,34.753279571533206,1000.0,1.0,1.0,345,0,49900,375,0.7965058386486267,0.0,0.662998554962022,0.0,5354.467186825114,0.0,2.6796777558461944,0.0,0.7965058386486267,0.0,4.285714285714286,167.48333333333332,179.77639770507812,0.0,179.77639770507812,0.0,8.561569209277573,196.5002765683996,6.095005375998361,139.8891035970052,2.6796777558461944,1.0992466676083885,0.662998554962022,0.7965058386486267,6.292173919677734,187.406351538879
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.7884449794888496,0.5976219117641449,1.0,0.8646397346800024,144.07437678019207,1000.0,1.0,1.0,932,0,49508,632,0.8037308032432583,0.0,0.6363110948692668,0.0,5945.593499042048,0.0,2.7284496106140317,0.0,0.8037308032432583,0.0,8.363636363636363,166.82666666666665,181.37031139026988,0.0,181.37031139026988,0.0,8.448302016974342,300.888080340961,6.054599892009389,215.63586802164713,2.7284496106140317,1.1026202999438743,0.6363110948692668,0.8037308032432583,9.975367126464844,327.00764244731266
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.7887364807724953,0.5963223591446877,1.0,1.0554845739494672,665.6335724894205,1000.0,1.0,1.0,7879,0,42439,514,0.7924270274356576,0.0,0.6401897831396623,0.0,5577.913621087286,0.0,2.755320696302125,0.0,0.7924270274356576,0.0,8.727272727272727,142.85666666666665,178.5850830078125,0.0,178.5850830078125,0.0,8.657823136289862,1077.5977567457414,6.246259515935725,777.4419893391927,2.755320696302125,1.1075829642221646,0.6401897831396623,0.7924270274356576,9.822179565429687,306.7852491598007
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,55,5.228215501209767,0.7891519811749458,0.5953381076455116,1.0,1.0008384846150875,3495.077971191406,1000.0,1.0,1.0,3198,0,46979,325,0.7784125141495114,0.0,0.6508141607046127,0.0,5917.493456940218,0.0,2.7747755793179523,0.0,0.7784125141495114,0.0,6.0,157.52,175.82711029052734,0.0,175.82711029052734,0.0,8.30936217334139,5477.090691839872,6.03495866060257,3977.9245646158856,2.7747755793179523,1.1146910905291525,0.6508141607046127,0.7784125141495114,7.033084411621093,236.6997382776087
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,56,5.252111897562025,0.7896804785728455,0.5939630836248397,1.0,0.7768613000710806,17499.088821614583,1000.0,1.0,1.0,3748,0,46430,302,0.7570074714323666,0.0,0.6747278372446696,0.0,5689.239880333674,0.0,2.796966469001152,0.0,0.7570074714323666,0.0,4.0,155.69333333333333,170.7159907023112,0.0,170.7159907023112,0.0,8.146618103764732,27560.74984091721,5.956337054570516,20150.8298828125,2.796966469001152,1.1210742222185388,0.6747278372446696,0.7570074714323666,5.121479721069336,170.67719641001023
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,57,5.447392273757089,0.7897074788808822,0.5932851240038872,1.0,0.735229275056294,108629.0607421875,1000.0,1.0,1.0,1380,0,49266,890,0.7617376376867517,0.0,0.666194138782365,0.0,5397.755904989856,0.0,2.897076264815082,0.0,0.7617376376867517,0.0,10.285714285714286,166.70666666666668,171.78492627825057,0.0,171.78492627825057,0.0,8.18712524221786,167238.33081202378,6.025993210928781,123092.90700520833,2.897076264815082,1.1080723340727072,0.666194138782365,0.7617376376867517,12.02494483947754,377.84291334929
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,58,5.447392273757089,0.790445981323719,0.5919009485840797,1.0,0.87883313392338,622083.5382291666,1000.0,1.0,1.0,1701,0,49266,1297,0.780539346188852,0.0,0.6135090667950479,0.0,5594.2463674969285,0.0,2.996836177490925,0.0,0.780539346188852,0.0,12.105263157894736,167.77666666666667,175.83885112561677,0.0,175.83885112561677,0.0,8.194264079036689,964076.728184605,6.071590273003829,714338.5701041666,2.996836177490925,1.0977144140767654,0.6135090667950479,0.780539346188852,16.704690856933595,531.4534049122082
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,59,5.447392273757089,0.7905449804663658,0.5913232570886612,1.0,0.7935401524106661,4200255.591666667,1000.0,1.0,1.0,926,0,49765,867,0.7947256965900297,0.0,0.5732245743274689,0.0,5687.595938377494,0.0,3.054712547351536,0.0,0.7947256965900297,0.0,6.333333333333333,168.52,179.3483861287435,0.0,179.3483861287435,0.0,8.074142820953904,6369908.355647657,6.022602836290996,4751393.303333334,3.054712547351536,1.0873276804751695,0.5732245743274689,0.7947256965900297,10.76090316772461,341.2557563026497
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,60,5.447392273757089,0.7908349791169167,0.5905809018015862,1.0,1.0690336624781291,25673473.876666665,1000.0,1.0,1.0,618,0,49799,569,0.8299697350039624,0.0,0.4876965420941512,0.0,5600.2482210826665,0.0,3.067253432596997,0.0,0.8299697350039624,0.0,5.777777777777778,167.72,187.01650661892361,0.0,187.01650661892361,0.0,8.292438732393416,39304146.00973464,6.226806428697374,29513550.47,3.067253432596997,1.0983346228034354,0.4876965420941512,0.8299697350039624,8.415742797851562,252.01116994871998
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,61,5.447392273757089,0.7910979783535004,0.5899362730979919,1.0,1.0748081757472112,180336014.58666667,1000.0,1.0,1.0,641,0,49900,757,0.7424091705470833,0.0,0.6416991926156558,0.0,5672.327236809274,0.0,3.1336846044931974,0.0,0.7424091705470833,0.0,8.923076923076923,168.47,167.15499173677884,0.0,167.15499173677884,0.0,8.249280126491369,269904079.77410024,6.23583250779372,204027091.92,3.1336846044931974,1.105763356877428,0.6416991926156558,0.7424091705470833,10.865074462890625,368.7012703926028
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,62,5.447392273757089,0.7914994794130326,0.5892092955112457,1.0,0.9437887147068977,1074063812.0533333,1000.0,1.0,1.0,459,0,49900,513,0.717252444302323,0.0,0.6924087968137529,0.0,5633.255963418322,0.0,3.2049327821647773,0.0,0.717252444302323,0.0,6.0,167.86333333333334,161.94698588053384,0.0,161.94698588053384,0.0,8.132796694344112,1633178141.8593895,6.188901954227024,1242817172.6933334,3.2049327821647773,1.086999678662052,0.6924087968137529,0.717252444302323,7.287614364624023,253.49651835382446
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,63,5.447392273757089,0.7917484804987908,0.5884550634026527,1.0,1.0126452337611804,7624403541.333333,1000.0,1.0,1.0,438,0,49900,536,0.7742085419546164,0.0,0.5463378510691903,0.0,5892.554139635494,0.0,3.2325331741580343,0.0,0.7742085419546164,0.0,8.909090909090908,167.79333333333332,174.59958440607244,0.0,174.59958440607244,0.0,8.22708184532709,11287417013.008139,6.302528251301158,8646962063.36,3.2325331741580343,1.0946230011151818,0.5463378510691903,0.7742085419546164,9.602977142333984,324.0904776799522
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,64,5.447392273757089,0.7919849786162376,0.5880338934063911,1.0,1.3504596778324671,45681739550.72,1000.0,1.0,1.0,907,0,49900,1037,0.7582544168947903,0.0,0.5619849967105048,0.0,5694.296362924753,0.0,3.2801734179402064,0.0,0.7582544168947903,0.0,9.285714285714286,169.35666666666665,171.16353389195032,0.0,171.16353389195032,0.0,8.69168498025324,68463262421.00411,6.7029851504734586,52798534737.92,3.2801734179402064,1.0980273492398072,0.5619849967105048,0.7582544168947903,11.981447372436524,398.6007454047327
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,65,5.447392273757089,0.7923809799551964,0.5869456613063813,1.0,0.7811527376373609,320368031607.4667,1000.0,1.0,1.0,520,0,49900,640,0.7700669050975179,0.0,0.524905402213335,0.0,6227.17066015937,0.0,3.2987542941529346,0.0,0.7700669050975179,0.0,10.0,168.06666666666666,173.82718149820963,0.0,173.82718149820963,0.0,8.087811735722306,468216833868.27057,6.279001832008362,363501828887.8933,3.2987542941529346,1.1087979811693653,0.524905402213335,0.7700669050975179,10.429630889892579,373.6302396095623
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,66,5.447392273757089,0.7928639784455299,0.5864920404553413,1.0,0.8052086755633354,1883396182289.0667,1000.0,1.0,1.0,400,0,49900,440,0.7484024011296934,0.0,0.5519967712461948,0.0,5385.473064644063,0.0,3.314219788099716,0.0,0.7484024011296934,0.0,5.0,167.66666666666666,168.39640426635742,0.0,168.39640426635742,0.0,7.871772104587123,2790172832278.5015,6.15215665102005,2180650064500.0532,3.314219788099716,1.1192663258391236,0.5519967712461948,0.7484024011296934,6.735856170654297,215.41892258576252
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,67,5.447392273757089,0.7928469786047936,0.5859698536992073,1.0,1.0685619051967348,13393023446548.48,1000.0,1.0,1.0,702,0,49900,842,0.6997781216277887,0.0,0.6695367757763181,0.0,5440.180883606455,0.0,3.4356659307931046,0.0,0.6997781216277887,0.0,10.0,168.67333333333335,157.65765053885323,0.0,157.65765053885323,0.0,8.174171938285962,19305877376847.887,6.431228467396328,15189368306838.188,3.4356659307931046,1.084776577820651,0.6695367757763181,0.6997781216277887,11.036035537719727,380.81266185245187
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,68,5.447392273757089,0.7929489806294441,0.5857750496268272,1.0,1.359746437181126,78837890252363.1,1000.0,1.0,1.0,562,0,49900,642,0.7290298026259022,0.0,0.5799407708373937,0.0,5175.814698955701,0.0,3.5006028805946965,0.0,0.7290298026259022,0.0,7.2727272727272725,168.20666666666668,164.58212557705966,0.0,164.58212557705966,0.0,8.80320689713367,115170771990811.25,6.972465515136719,91219511871187.62,3.5006028805946965,1.0752963619259774,0.5799407708373937,0.7290298026259022,9.052016906738281,284.6698084425636
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,69,5.460210022187063,0.7931679794192315,0.5852784869074822,1.0,0.6786234490573406,558527426155861.3,1000.0,1.0,1.0,336,0,49900,356,0.7813707875115963,0.0,0.4421689237157504,0.0,5716.349314427504,0.0,3.5116446570558333,0.0,0.7813707875115963,0.0,3.3333333333333335,167.45333333333335,176.09190114339194,0.0,176.09190114339194,0.0,7.7016429558025905,794330751176905.6,6.140788555145264,633347613466296.4,3.5116446570558333,1.083488564600635,0.4421689237157504,0.7813707875115963,5.282757034301758,171.49047943282517
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,70,5.460210022187063,0.7932799795269966,0.5847893834114075,1.0,1.432601308822632,3307458395502892.5,1000.0,1.0,1.0,219,0,49900,239,0.6938839101153305,0.0,0.6026893973350524,0.0,5193.9247921136375,0.0,3.539842115516552,0.0,0.6938839101153305,0.0,4.0,167.06333333333333,156.29666442871093,0.0,156.29666442871093,0.0,8.112788118250188,4765159464392311.0,6.511877059936523,3824841984140028.5,3.539842115516552,1.080439170427707,0.6026893973350524,0.6938839101153305,3.9074166107177732,129.84811980284093
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,71,5.460210022187063,0.7935634782910347,0.584383696615696,1.0,0.8644580443700155,2.3482201236626036e+16,1000.0,1.0,1.0,79,0,49900,85,0.7058852616588353,0.0,0.5642355481783549,0.0,4699.165621046203,0.0,3.55071249535932,0.0,0.7058852616588353,0.0,2.0,166.59666666666666,159.21177673339844,0.0,159.21177673339844,0.0,7.634826830894231,3.2950672709238656e+16,6.169224103291829,2.6625369350218276e+16,3.55071249535932,1.083497882230229,0.5642355481783549,0.7058852616588353,2.3881766510009768,70.48748431569305
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,72,5.460210022187063,0.7938159817457199,0.5839854809641838,1.0,1.1693430236644216,1.3897315622009002e+17,1000.0,1.0,1.0,536,0,49900,586,0.7161027476334938,0.0,0.5288147330284119,0.0,5636.351177730747,0.0,3.5937105321363605,0.0,0.7161027476334938,0.0,5.555555555555555,168.12,161.75057644314236,0.0,161.75057644314236,0.0,7.958665494579849,1.9761531521240947e+17,6.473913669586182,1.607486193941034e+17,3.5937105321363605,1.090905559808358,0.5288147330284119,0.7161027476334938,7.278775939941406,253.6358029978836
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,73,5.460210022187063,0.7939459797739983,0.5838389167189598,1.0,1.2103986461957297,9.824648193934798e+17,1000.0,1.0,1.0,710,0,49900,870,0.7089443180924754,0.0,0.5288833936055501,0.0,5501.879237396004,0.0,3.661098021597859,0.0,0.7089443180924754,0.0,10.666666666666666,168.7,160.0200185139974,0.0,160.0200185139974,0.0,8.356120885635972,1.360463077113053e+18,6.842686812082927,1.1140603257774355e+18,3.661098021597859,1.0988288325862603,0.5288833936055501,0.7089443180924754,12.001501388549805,412.6409428047004
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,74,5.460210022187063,0.7941379797458649,0.5834125861525535,1.0,1.071500313282013,5.788571203039752e+18,1000.0,1.0,1.0,356,0,49900,364,0.6689522895905492,0.0,0.6074005424976349,0.0,4734.279918416458,0.0,3.6891940012427202,0.0,0.6689522895905492,0.0,1.6,167.52,151.4203887939453,0.0,151.4203887939453,0.0,7.598069874673548,8.119383543989023e+18,6.263549709320069,6.693300176973645e+18,3.6891940012427202,1.107277178195386,0.6074005424976349,0.6689522895905492,3.785509719848633,118.35699796041143
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,75,5.460210022187063,0.7940224805474281,0.5832305338978767,1.0,0.9562920968640934,nan,1000.0,1.0,1.0,50370,470,0,92,0.7421729005979816,0.0,0.42881995710459625,0.0,5516.438279392472,0.0,3.7314427391464435,0.0,0.7421729005979816,0.0,8.363636363636363,0.0,167.284892689098,0.0,167.284892689098,0.0,7.9965840090165905,nan,6.63616301796653,nan,3.7314427391464435,1.1193709321230794,0.42881995710459625,0.7421729005979816,9.200669097900391,303.404105366586
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,76,5.460210022187063,0.7945664796233177,0.5827471435070037,1.0,1.2385203079743818,nan,1000.0,1.0,1.0,50378,478,0,86,0.6657913142627273,0.0,0.6088876670057123,0.0,5346.295057934521,0.0,3.8044464167252983,0.0,0.6657913142627273,0.0,7.818181818181818,0.0,150.0380235151811,0.0,150.0380235151811,0.0,7.879230768466178,nan,6.582511988553134,nan,3.8044464167252983,1.113170870618577,0.6088876670057123,0.6657913142627273,8.252091293334962,294.0462281863986
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,77,5.460210022187063,0.7943954798579216,0.5832479852437973,1.0,1.3917090098063152,nan,1000.0,1.0,1.0,50692,792,0,158,0.6684280284791169,0.0,0.5672193368275961,0.0,5299.396328849091,0.0,3.873743017277741,0.0,0.6684280284791169,0.0,10.533333333333333,0.0,150.7460703531901,0.0,150.7460703531901,0.0,8.037827704257976,nan,6.759924221038818,nan,3.873743017277741,1.1289939303143628,0.5672193368275961,0.6684280284791169,11.305955276489257,397.4547246636819
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,78,5.49811409490319,0.7947244799137115,0.582611933350563,1.0,1.2858933550970895,nan,1000.0,1.0,1.0,50296,396,0,32,0.6873340220005429,0.0,0.5050748288631439,0.0,5277.302668450736,0.0,3.8952110645284796,0.0,0.6873340220005429,0.0,4.571428571428571,0.0,154.90943690708704,0.0,154.90943690708704,0.0,8.618077633712545,nan,7.296403339930943,nan,3.8952110645284796,1.1399821829154924,0.5050748288631439,0.6873340220005429,5.421830291748047,184.7055933957758
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,79,5.49811409490319,0.7948599800467491,0.5824575832486153,1.0,0.6303861290216446,nan,1000.0,1.0,1.0,50141,241,0,26,0.7240091672398979,0.0,0.4753730495770772,0.0,5439.154708654086,0.0,3.942946272075234,0.0,0.7240091672398979,0.0,4.333333333333333,0.0,163.0353215535482,0.0,163.0353215535482,0.0,7.518506427639861,nan,6.408041318257649,nan,3.942946272075234,1.1143231063140207,0.4753730495770772,0.7240091672398979,4.891059646606445,163.17464125962258
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,80,5.917806615890596,0.7949769800901413,0.582441423535347,1.0,1.1046945865337665,nan,1000.0,1.0,1.0,50486,586,0,132,0.660084526202412,0.0,0.5509812969427842,0.0,5259.669672142939,0.0,3.9925679335698816,0.0,0.660084526202412,0.0,10.153846153846153,0.0,148.83795987642728,0.0,148.83795987642728,0.0,8.051985319608328,nan,6.908631031329815,nan,3.9925679335698816,1.1377182889785957,0.5509812969427842,0.660084526202412,9.674467391967774,341.87852868929104
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,81,5.917806615890596,0.7949769777059555,0.5824654036760331,1.0,0.7293313182890415,nan,1000.0,1.0,1.0,50358,458,0,40,0.7181988914755074,0.0,0.3855549758300185,0.0,5279.010653150897,0.0,4.013949585900466,0.0,0.7181988914755074,0.0,5.0,0.0,161.86568641662598,0.0,161.86568641662598,0.0,7.504729449132368,nan,6.4821542501449585,nan,4.013949585900466,1.136785964027892,0.3855549758300185,0.7181988914755074,6.474627456665039,211.1604261260359
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,82,5.917806615890596,0.7953694778680801,0.5818616423010826,1.0,1.029142439365387,nan,1000.0,1.0,1.0,49991,91,0,6,0.6610329048580096,0.0,0.501169761021932,0.0,5040.9113917268505,0.0,4.024471374951153,0.0,0.6610329048580096,0.0,2.0,0.0,148.7459513346354,0.0,148.7459513346354,0.0,7.416703925830472,nan,6.448973019917806,nan,4.024471374951153,1.1431301508374963,0.501169761021932,0.6610329048580096,2.2311892700195313,75.61367087590276
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,83,5.917806615890596,0.7953804808855057,0.5824493899941444,1.0,1.3865978717803955,nan,1000.0,1.0,1.0,50380,480,0,70,0.651512959601386,0.0,0.5495081067085266,0.0,5260.889901215049,0.0,4.085150368784685,0.0,0.651512959601386,0.0,7.0,0.0,147.00030822753905,0.0,147.00030822753905,0.0,7.82929504081428,nan,6.853265762329102,nan,4.085150368784685,1.1430386431117827,0.5495081067085266,0.651512959601386,7.350015411376953,263.04449506075247
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,84,5.917806615890596,0.7953409796953201,0.5820561632514,1.0,1.133168603692736,nan,1000.0,1.0,1.0,50370,470,0,30,0.6394802907528738,0.0,0.5560372769832611,0.0,5435.763243127278,0.0,4.122078204440581,0.0,0.6394802907528738,0.0,4.285714285714286,0.0,144.512202671596,0.0,144.512202671596,0.0,7.627028574927976,nan,6.720871380397251,nan,4.122078204440581,1.1468331289625777,0.5560372769832611,0.6394802907528738,5.057927093505859,190.2517135094547
