algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,balance_local_norm_honest,balance_local_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,balance_threshold_honest,balance_threshold_attacker,balance_kept_honest,balance_kept_attacker,sigma_n_honest,sigma_n_attacker,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,3.294897439186745,0.8829023106892904,0.3909354401628176,1.0,3.283555151687728,105199946997.76,1000.0,1.0,1.0,1008,0,29900,1162,1.5860112509066164,0.0,8988.507593986304,0.0,8.546365287568834,122116437770.24,216.59512752956815,0.0,11.081975140653988,158347002743.19626,8.555555555555555,154.54,0.9594926290444344,0.0,0.9594926290444344,0.0,0.7470482422245873,0.0,216.5951444837782,0.0,1.5860112509066164,0.6307877511913198,0.7470482422245873,0.9594926290444344,12.995707651774088,539.3104556391783
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,3.294897439186745,0.8830676462252934,0.3904557654261589,1.0,2.269614897276226,765854429675.52,1000.0,1.0,1.0,734,0,29900,914,1.617821625031496,0.0,9019.197755856474,0.0,7.095653684515702,865977749012.48,209.48706295615747,0.0,9.139718808441796,1115442420423.265,9.473684210526315,153.17,0.929789771090663,0.0,0.929789771090663,0.0,0.7674859228887057,0.0,209.48709026135896,0.0,1.617821625031496,0.6483181076832771,0.7674859228887057,0.929789771090663,13.267513987223307,571.2158578709101
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,3.294897439186745,0.883077642917633,0.3903246143460274,1.0,2.6937891021370888,4414299176960.0,1000.0,1.0,1.0,554,0,29900,692,1.6467595277285287,0.0,8651.015457946989,0.0,7.325672298669815,5120527549071.36,204.46441650390625,0.0,9.373302098615198,6551787967698.555,8.625,152.27,0.9062944037590968,0.0,0.9062944037590968,0.0,0.780474629253149,0.0,204.4644536972046,0.0,1.6467595277285287,0.6689156878940927,0.780474629253149,0.9062944037590968,10.904768880208334,461.3874910905061
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,3.4650917095119906,0.8830106441179911,0.3904903580745061,1.0,2.4774262815713883,32120336086466.56,1000.0,1.0,1.0,554,0,29900,776,1.7202647077496234,0.0,8783.565289344026,0.0,7.397587490081787,36321285803868.16,201.09471969604493,0.0,9.402426360530567,46164809209560.16,11.1,152.27,0.891663358032176,0.0,0.891663358032176,0.0,0.7820291936397552,0.0,201.0946792602539,0.0,1.7202647077496234,0.6868945980352016,0.7820291936397552,0.891663358032176,13.406314646402995,585.5710192896017
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,3.543163841548102,0.8828766449292501,0.3907775733868281,1.0,2.934760550657908,185546584694456.3,1000.0,1.0,1.0,798,0,29900,1018,1.7882634584071122,0.0,8733.657879975644,0.0,8.12714333761306,215105458447319.03,201.21696254185267,0.0,10.261065347451396,271585115954124.3,10.476190476190476,153.49,0.8920123809972266,0.0,0.8920123809972266,0.0,0.7631379678135827,0.0,201.21697416759673,0.0,1.7882634584071122,0.7025480962450904,0.7631379678135827,0.8920123809972266,14.085187377929687,611.356051598295
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,3.632231866201359,0.883110311627388,0.3899475133419037,1.0,1.54628324508667,1337332999808614.5,1000.0,1.0,1.0,317,0,29900,345,1.8109961606392635,0.0,8715.954029089808,0.0,6.576933648851183,1512686331405271.0,195.68019104003906,0.0,8.24864661151934,1897178175731972.5,3.111111111111111,151.085,0.8667560974355634,0.0,0.8667560974355634,0.0,0.7799947526719835,0.0,195.68026394314236,0.0,1.8109961606392635,0.7100236476280266,0.7799947526719835,0.8667560974355634,5.8704057312011715,261.4786208726943
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,3.632231866201359,0.8830739776293437,0.38985586086908974,1.0,3.2434280067682266,7758192893566648.0,1000.0,1.0,1.0,147,0,29900,185,1.833450593998414,0.0,8770.1638971645,0.0,7.738290429115295,8991512420878909.0,200.15219688415527,0.0,9.640708826512718,1.1202028917590848e+16,4.75,150.235,0.8853112605113679,0.0,0.8853112605113679,0.0,0.7350446432828903,0.0,200.15224838256836,0.0,1.833450593998414,0.7137844677210178,0.7350446432828903,0.8853112605113679,5.337391916910807,233.87103725772002
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,3.632231866201359,0.8831376453240712,0.3896793645620346,1.0,2.6545828759670256,5.622165134525858e+16,1000.0,1.0,1.0,281,0,29900,339,1.8626776394072746,0.0,8250.990490963917,0.0,7.346216630935669,6.360043629829947e+16,191.2733123779297,0.0,9.091433687666107,7.870978738602429e+16,5.8,150.905,0.8490431971285105,0.0,0.8490431971285105,0.0,0.768531197309494,0.0,191.27326354980468,0.0,1.8626776394072746,0.72679838367229,0.768531197309494,0.8490431971285105,6.375777079264323,275.0330163654638
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,3.632231866201359,0.8831206460793813,0.3896947711706161,1.0,2.905207093556722,3.2556339565288224e+17,1000.0,1.0,1.0,541,0,29900,649,1.9183702272178997,0.0,8831.045854534832,0.0,7.86141668955485,3.773196896307249e+17,191.27381998697916,0.0,9.66438370032723,4.638556130887641e+17,7.2,152.205,0.8470838299322956,0.0,0.8470838299322956,0.0,0.7528047839800517,0.0,191.27379862467447,0.0,1.9183702272178997,0.7490081084524617,0.7528047839800517,0.8470838299322956,9.563690999348958,441.5522927267415
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,3.6818655734884485,0.8828576453526815,0.39032511701186495,1.0,3.1774119049310685,2.3470940727733437e+18,1000.0,1.0,1.0,618,0,29900,824,1.9783037030875705,0.0,8500.988110110098,0.0,8.410710859298707,2.654966718379925e+18,190.0572311401367,0.0,10.270953297223544,3.242180075660904e+18,10.3,152.59,0.8430729156836861,0.0,0.8430729156836861,0.0,0.7399505198001861,0.0,190.05723342895507,0.0,1.9783037030875705,0.7693214616263847,0.7399505198001861,0.8430729156836861,12.670482076009115,566.7325406740065
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,4.220510124148777,0.8828616442282995,0.3902714076638222,1.0,2.7386987646420797,1.3504323390843073e+19,1000.0,1.0,1.0,646,0,29900,774,2.0363324713692705,0.0,8531.867798599742,0.0,7.545325533548991,1.5654617423549018e+19,184.9851857503255,0.0,9.152942547220096,1.899001086690814e+19,8.533333333333333,152.73,0.8202266603639601,0.0,0.8202266603639601,0.0,0.755569173892339,0.0,184.98516031901042,0.0,2.0363324713692705,0.7845466306843016,0.755569173892339,0.8202266603639601,9.249259287516276,426.59338992998715
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,4.220510124148777,0.8828416448831559,0.3904730486869812,1.0,2.984750415597643,nan,1000.0,1.0,1.0,30444,544,0,104,2.080369802414509,0.0,8599.058000812653,0.0,8.086995601654053,nan,191.29768589564733,0.0,9.744838927870422,nan,7.428571428571429,0.0,0.84737047233756,0.0,0.84737047233756,0.0,0.6949575969151088,0.0,191.29765973772322,0.0,2.080369802414509,0.7947367452820177,0.6949575969151088,0.84737047233756,8.927225341796875,401.28937337125717
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,4.508193455993554,0.8826189768314362,0.3910721944769224,1.0,3.45240874029696,nan,1000.0,1.0,1.0,30489,589,0,122,2.1432026960827275,0.0,7810.319610021418,0.0,8.887755781412125,nan,176.02749633789062,0.0,10.638594952397225,nan,7.625,0.0,0.7810135474007721,0.0,0.7810135474007721,0.0,0.7789757736027241,0.0,176.02747917175293,0.0,2.1432026960827275,0.8300411466973469,0.7789757736027241,0.7810135474007721,9.388133138020834,416.5503792011423
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,4.508193455993554,0.8824556463956833,0.39144230792919793,1.0,3.2698786048328174,nan,1000.0,1.0,1.0,30241,341,0,186,2.203047296814409,0.0,8394.501456086771,0.0,8.733836566700655,nan,181.47190138872932,0.0,10.38489060303399,nan,10.941176470588236,0.0,0.8047458923962415,0.0,0.8047458923962415,0.0,0.7228588461875916,0.0,181.47188343721277,0.0,2.203047296814409,0.8485602905096239,0.7228588461875916,0.8047458923962415,10.283407745361329,475.6884158449171
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,4.508193455993554,0.8824166444937388,0.39189537038405736,1.0,3.6102554852312263,nan,1000.0,1.0,1.0,30513,613,0,48,2.238906133621048,0.0,7838.912015860173,0.0,9.761266708374023,nan,171.8958976052024,0.0,11.52942763399059,nan,4.363636363636363,0.0,0.7634466882556397,0.0,0.7634466882556397,0.0,0.7700901952656832,0.0,171.89583518288353,0.0,2.238906133621048,0.8717239754321249,0.7700901952656832,0.7634466882556397,6.302849578857422,287.426773914873
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,4.983460839440933,0.8822966436545054,0.3920036362608274,1.0,2.7047386672347784,nan,1000.0,1.0,1.0,30375,475,0,148,2.3180554189651965,0.0,8226.091498497502,0.0,7.9219571352005005,nan,169.92975616455078,0.0,9.294772408971792,nan,9.25,0.0,0.7531269474180637,0.0,0.7531269474180637,0.0,0.768378809094429,0.0,169.9297389984131,0.0,2.3180554189651965,0.9019053454877701,0.768378809094429,0.7531269474180637,9.062920328776041,438.7248799198668
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,4.983460839440933,0.8823246427377065,0.3922978035608927,1.0,2.748191062361002,nan,1000.0,1.0,1.0,30373,473,0,152,2.374426533236264,0.0,8306.725196708292,0.0,8.303924709558487,nan,174.03114223480225,0.0,9.678195224680795,nan,9.5,0.0,0.7716212609429679,0.0,0.7716212609429679,0.0,0.7190635967999697,0.0,174.03118133544922,0.0,2.374426533236264,0.9211095881925336,0.7190635967999697,0.7716212609429679,9.281660919189454,443.02534382444225
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,4.983460839440933,0.8822919778029124,0.3922565465172132,1.0,2.837586658341544,nan,1000.0,1.0,1.0,30529,629,0,86,2.439644566569475,0.0,8698.401969332,0.0,7.473267453057425,nan,168.20131901332311,0.0,8.652193109250417,nan,6.142857142857143,0.0,0.7451988949521627,0.0,0.7451988949521627,0.0,0.7442302938018527,0.0,168.20133318219865,0.0,2.439644566569475,0.9399096969497206,0.7442302938018527,0.7451988949521627,7.849394887288412,405.9254252354934
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,4.983460839440933,0.8824383105834325,0.39201179961363475,1.0,2.7107005953788756,nan,1000.0,1.0,1.0,30012,112,0,12,2.460156669695307,0.0,8420.516139919631,0.0,7.37539005279541,nan,167.0766174316406,0.0,8.482138813444115,nan,2.4,0.0,0.7401472591052919,0.0,0.7401472591052919,0.0,0.7338931679725647,0.0,167.07665100097657,0.0,2.460156669695307,0.9449836824950864,0.7338931679725647,0.7401472591052919,2.7846102905273438,140.34193566532718
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,4.983460839440933,0.8822779772679011,0.3926925200223923,1.0,3.619821838537852,nan,1000.0,1.0,1.0,30394,494,0,114,2.5345771636676804,0.0,7714.871354551097,0.0,8.825290203094482,nan,157.95093383789063,0.0,10.082171510207434,nan,7.6,0.0,0.7007714372972977,0.0,0.7007714372972977,0.0,0.7831332445144653,0.0,157.95089111328124,0.0,2.5345771636676804,0.9925808541842285,0.7831332445144653,0.7007714372972977,7.897546691894531,385.7435677275548
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,4.983460839440933,0.8821659769614537,0.393011361459891,1.0,3.02759610755103,nan,1000.0,1.0,1.0,30661,761,0,86,2.597810679702936,0.0,8182.94738338705,0.0,8.181453841073173,nan,160.2805938720703,0.0,9.284537480113334,nan,6.142857142857143,0.0,0.7104879383762712,0.0,0.7104879383762712,0.0,0.7476152777671814,0.0,160.28060368129186,0.0,2.597810679702936,1.0255724439539178,0.7476152777671814,0.7104879383762712,7.479761047363281,381.87087789139565
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,5.13153729402585,0.8821686444679896,0.39327757894992826,1.0,3.6537048617998757,nan,1000.0,1.0,1.0,30150,250,0,98,2.660380844413026,0.0,7604.40043096877,0.0,8.88667118549347,nan,152.77363459269205,0.0,10.017828762473629,nan,8.166666666666666,0.0,0.6771192794349297,0.0,0.6771192794349297,0.0,0.7883961399396261,0.0,152.77367528279623,0.0,2.660380844413026,1.0656830089185754,0.7883961399396261,0.6771192794349297,6.110945383707683,304.1760172387507
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,86,5.339923546264741,0.8820626445611318,0.3939001197616259,1.0,3.7814993533221157,nan,1000.0,1.0,1.0,30299,399,0,56,2.702880783002375,0.0,7229.80205703837,0.0,10.163558092984287,nan,155.3154893354936,0.0,11.38111914950895,nan,5.090909090909091,0.0,0.6883896097845187,0.0,0.6883896097845187,0.0,0.7496137402274392,0.0,155.31555314497515,0.0,2.702880783002375,1.097704630152534,0.7496137402274392,0.6883896097845187,5.6949012756347654,265.09274209140693
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,5.509618465294648,0.8819913111130396,0.39407946735620497,0.9984318663080181,2.7977782542055305,nan,1000.0,0.9968897903989182,1.0,30388,490,0,48,2.7659895151038447,0.0,8006.600537733003,0.0,7.914169701662931,nan,156.9686515114524,0.0,8.80337613707679,nan,4.363636363636363,0.0,0.6956662018595346,0.0,0.6956662018595346,0.0,0.7172996672717008,0.0,156.96862515536222,0.0,2.7659895151038447,1.1084450386741997,0.7172996672717008,0.6956662018595346,5.7555172220865884,293.5753530502102
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,5.509618465294648,0.8818949776887893,0.3945918414990107,1.0,3.8634572863578795,nan,1000.0,1.0,1.0,30189,289,0,52,2.8222538998069817,0.0,7681.275211791697,0.0,10.117585754394531,nan,149.763427734375,0.0,11.179580233313347,nan,5.2,0.0,0.6645189763245315,0.0,0.6645189763245315,0.0,0.756212729215622,0.0,149.76337280273438,0.0,2.8222538998069817,1.1450746561191854,0.756212729215622,0.6645189763245315,4.9921142578125,256.0425070597232
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,5.509618465294648,0.8817926440636317,0.39503911723693214,1.0,3.142816818677462,nan,1000.0,1.0,1.0,30475,575,0,76,2.902418407286543,0.0,8066.171292280622,0.0,9.237662352048433,nan,151.15403747558594,0.0,10.139473178223787,nan,5.846153846153846,0.0,0.6705941807321806,0.0,0.6705941807321806,0.0,0.7258724157626812,0.0,151.15405742938702,0.0,2.902418407286543,1.1621581532377943,0.7258724157626812,0.6705941807321806,6.550008290608724,349.5340893321603
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,5.634660207858969,0.8814459780852,0.3960579493641853,1.0,3.442847200061964,nan,1000.0,1.0,1.0,30680,780,0,276,3.043250915579016,0.0,7719.396131803509,0.0,8.964227406874947,nan,148.11868418817934,0.0,9.773967155196585,nan,12.0,0.0,0.6560144833006537,0.0,0.6560144833006537,0.0,0.7347364918045376,0.0,148.1187047543733,0.0,3.043250915579016,1.2040473092688573,0.7347364918045376,0.6560144833006537,11.355765787760417,591.8203701049355
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,5.634660207858969,0.8814433115720749,0.39631035457054775,1.0,3.5345428466796873,nan,1000.0,1.0,1.0,30129,229,0,52,3.0992987251324386,0.0,7477.449815413214,0.0,8.748348474502563,nan,146.33622131347656,0.0,9.475208765370772,nan,5.2,0.0,0.6486647510669117,0.0,0.6486647510669117,0.0,0.7367740094661712,0.0,146.33621978759766,0.0,3.0992987251324386,1.2337311107290543,0.7367740094661712,0.6486647510669117,4.877874043782552,249.2483271804405
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,5.634660207858969,0.8813223099708557,0.396860258380572,1.0,3.458287976682186,nan,1000.0,1.0,1.0,30284,384,0,156,3.1929531782693497,0.0,7510.501887711196,0.0,8.681269615888596,nan,145.63866233825684,0.0,9.340081402253851,nan,9.75,0.0,0.6448322318906401,0.0,0.6448322318906401,0.0,0.7297818996012211,0.0,145.6386890411377,0.0,3.1929531782693497,1.282442350833598,0.7297818996012211,0.6448322318906401,7.7673953247070315,400.56010067793045
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,6.014846756460545,0.8810689777135849,0.39812574883302054,1.0,3.963090628385544,nan,1000.0,1.0,1.0,30408,508,0,126,3.281305777736042,0.0,7063.604530605318,0.0,10.972808927297592,nan,141.8984136581421,0.0,11.72708133036646,nan,7.875,0.0,0.6284889398096272,0.0,0.6284889398096272,0.0,0.7419448606669903,0.0,141.89840698242188,0.0,3.281305777736042,1.3207077637324842,0.7419448606669903,0.6284889398096272,7.567915395100911,376.725574965617
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,6.014846756460545,0.8812149773041408,0.39794830630222955,1.0,2.7533475187691776,nan,1000.0,1.0,1.0,30316,416,0,54,3.3449295433483153,0.0,7739.954453125709,0.0,8.196340084075928,nan,141.8288671320135,0.0,8.701553480097191,nan,4.909090909090909,0.0,0.6284872730082007,0.0,0.6284872730082007,0.0,0.752417656508359,0.0,141.8288671320135,0.0,3.3449295433483153,1.336730575878094,0.752417656508359,0.6284872730082007,5.2003917948404945,283.79832994794265
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,6.014846756460545,0.8810703132549922,0.3984822819630305,1.0,2.882306117760508,nan,1000.0,1.0,1.0,30556,656,0,192,3.4641990843291097,0.0,7495.193761475299,0.0,8.508963735480057,nan,144.14374261153372,0.0,8.973424228351345,nan,10.105263157894736,0.0,0.6392931629084363,0.0,0.6392931629084363,0.0,0.6948058275800002,0.0,144.1437345805921,0.0,3.4641990843291097,1.356448951382105,0.6948058275800002,0.6392931629084363,9.129103698730468,474.6956048934356
