algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,balance_kept_honest,balance_kept_attacker,balance_local_norm_honest,balance_local_norm_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,balance_threshold_honest,balance_threshold_attacker,sigma_n_honest,sigma_n_attacker,trust_honest,trust_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,30,4.328649152487969,0.8769259780645371,0.43755681018034615,nan,152.17270972511986,178.9121174621582,1000.0,0.0,nan,0,31504,0,0,5218.290903455671,5352.408661078613,0.0,0.0,5.762882341038097,5.762768678665161,0.8458827246076173,0.8630613701610943,2.055702235023423,4.050225569163839,190.8439150723544,194.63789680480957,190.8439150723544,194.63789680480957,9.373797246034052,9.373612364931965,0.8458827246076173,0.8630613701610943,0.8581777540120211,0.8349890080094338,2.8535115686795893,1.3211769218068545,0.837286991847528,0.861358981863002,86.25229098510742,2370.568264183494
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,31,4.39552864018463,0.8774619787931442,0.4335696002840996,nan,156.03704516092935,174.9590335083008,1000.0,0.0,nan,0,30888,0,0,5401.284188683795,5479.748846985074,0.0,0.0,5.781299829483032,5.778011691570282,0.8511717173791578,0.8680015341906477,2.09023209204489,4.111315084478534,191.73877970377603,195.82742332458497,191.73877970377603,195.82742332458497,9.341271600353382,9.335958713942304,0.8511717173791578,0.8680015341906477,0.8394911040862402,0.8165449091792106,2.8986652890183477,1.3308564711778135,0.8178437504003633,0.8670489030503746,82.9327000427246,2321.5303593224407
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,32,4.522648764023402,0.8780319772164027,0.42987441351016364,nan,159.73638563889725,175.44401256561278,1000.0,0.0,nan,0,30856,0,0,5132.997998581361,5572.457958715358,0.0,0.0,5.801567334395188,5.79295155286789,0.7891354831983144,0.8577394403185604,2.149881521437412,4.178163965427211,177.9563187819261,193.46114913940428,177.9563187819261,193.46114913940428,9.311733686994414,9.297905033724824,0.7891354831983144,0.8577394403185604,0.9132596162649301,0.8187832021713257,2.9611944990333314,1.3304556198196602,0.8245493682897147,0.8535523443440856,82.0113239440918,2362.441131449259
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,33,4.722831680575507,0.8785486449797948,0.42647482484579086,nan,147.83684094746908,175.58218257904053,1000.0,0.0,nan,0,30810,0,0,5467.615476552034,5600.993591543945,0.0,0.0,5.807410637537639,5.807614529132843,0.8333130418521281,0.8487454218481244,2.1932514170717603,4.253424059753078,187.87930297851562,191.47398582458496,187.87930297851562,191.47398582458496,9.259178335129876,9.259503414370672,0.8333130418521281,0.8487454218481244,0.8408881177504858,0.8194221690297127,3.0173204741442876,1.338836795873118,0.8206372227308885,0.8478718909049547,81.09869760131836,2371.6202080548264
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,34,4.7602483116478345,0.8790649771690369,0.4232764975229899,nan,151.5428403771442,172.94616973876953,1000.0,0.0,nan,0,32356,0,0,5646.938961535648,5725.784506461532,0.0,0.0,5.8231377601623535,5.8220046210289,0.8391623871731615,0.8490444307884133,2.239247355385459,4.330306290100578,189.4053145698879,191.51609222412108,189.4053145698879,191.51609222412108,9.222564071228609,9.22076942911463,0.8391623871731615,0.8490444307884133,0.821020826049473,0.8071370726823807,3.075670929271507,1.3524821003779197,0.8085690293076861,0.8480252065590376,85.31908135986328,2550.0729948152525
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,35,4.937185935090175,0.8796183115243912,0.42027550399303437,nan,150.07549285888672,174.03531391143798,1000.0,0.0,nan,0,30774,0,0,5784.317279680315,5764.194845109521,0.0,0.0,5.832713047663371,5.836152873039246,0.8378579925360835,0.8370241084699144,2.2780388666388003,4.4218627106695045,188.85891087849936,188.78650527954102,188.85891087849936,188.78650527954102,9.17634917779683,9.181760902752565,0.8378579925360835,0.8370241084699144,0.8110229124625524,0.8122062502801418,3.135568404251082,1.3717420803960674,0.8121392688942406,0.8370713094547919,80.04721597290039,2444.501552756136
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,36,5.1848671480228266,0.8799449779589971,0.41750812659660974,nan,137.04830741882324,174.2425072479248,1000.0,0.0,nan,0,30930,0,0,5897.4640815248085,5807.465022810553,0.0,0.0,5.854377468427022,5.8500657081604,0.8190599281426111,0.8280146066005253,2.3220921807375423,4.5239371198380605,184.56411616007486,186.84098701477052,184.56411616007486,186.84098701477052,9.1492341882582,9.142495759679635,0.8190599281426111,0.8280146066005253,0.8260173127055168,0.8131823086738587,3.2028301563777495,1.3902229673772954,0.813908818336028,0.8275077380085679,79.16593359375,2464.525147080816
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,37,5.373607541965083,0.8804056439797083,0.41496918320655823,nan,146.74384793368253,171.91879093170166,1000.0,0.0,nan,0,30268,0,0,5671.320866446915,5884.392345805933,0.0,0.0,5.865491086786443,5.863741726875305,0.807006836485134,0.8272639059908338,2.3705962466370094,4.6261397767913675,181.97099442915484,186.70662048339844,181.97099442915484,186.70662048339844,9.105695142383874,9.102979404211325,0.807006836485134,0.8272639059908338,0.831668268550526,0.8023414078354836,3.272813658698753,1.4072094922043876,0.8038702963087796,0.8262078502346124,78.68601007080078,2478.525997384205
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,38,5.540358930273034,0.8807579785585403,0.4126016129056613,nan,142.5096165339152,169.907755317688,1000.0,0.0,nan,0,31402,0,0,6156.530026491462,5973.111437398879,0.0,0.0,5.880591670672099,5.877211201190948,0.8455898064938842,0.8254476559156493,2.4088846584417296,4.734192984667557,190.9057935078939,186.1442571258545,190.9057935078939,186.1442571258545,9.06847906626993,9.063266033561526,0.8455898064938842,0.8254476559156493,0.7635070569813251,0.7929606133699417,3.3390079889320603,1.4387473744909323,0.7898048751854471,0.827605743477603,83.6211809387207,2684.7580162311424
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,39,5.587997551180334,0.8810983109474182,0.4102830238143603,nan,149.37994912954477,171.10329608917237,1000.0,0.0,nan,0,30658,0,0,5682.139944809087,6010.957076790414,0.0,0.0,5.889884398533748,5.890478479862213,0.7680386606219917,0.8134504923376124,2.451152333653486,4.859150356832121,173.0884763277494,183.44930450439452,173.0884763277494,183.44930450439452,9.022458741057644,9.023368788507174,0.7680386606219917,0.8134504923376124,0.865621649301969,0.7985492460429668,3.41435154292494,1.4714473880643217,0.8026428668991501,0.8106788781953445,77.88002218627929,2552.1184692812026
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,40,5.623287315388834,0.8814226448535919,0.40810844431320825,nan,144.9465352376302,169.97212306976317,1000.0,0.0,nan,0,31066,0,0,5892.02420817906,6053.361149367992,0.0,0.0,5.906630579630534,5.903554079532623,0.7877600338030734,0.8088882295229431,2.4918993182713995,4.990818495844631,177.49983927408854,182.45998405456544,177.49983927408854,182.45998405456544,8.98799137017889,8.98330992684879,0.7877600338030734,0.8088882295229431,0.8248001257578532,0.7932805615663528,3.491466989300692,1.507821760633385,0.7954796009285505,0.8074141693564406,78.30898880004882,2598.1051859925683
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,41,5.644010887736968,0.8818423118193944,0.40608215689659116,nan,152.282424595045,166.25849529266358,1000.0,0.0,nan,0,31426,0,0,6011.640419434327,6127.715453220962,0.0,0.0,5.915852795476499,5.916447854042053,0.7864999557486342,0.8123299166072766,2.5268541066503674,5.118735416424453,177.40537295134172,183.2335228729248,177.40537295134172,183.2335228729248,8.942210719333081,8.943110190511202,0.7864999557486342,0.8123299166072766,0.8148878786874854,0.7759668342769146,3.5636066305600016,1.5531625818718588,0.7799811123999779,0.8096658399267888,81.45405630493164,2727.6216405823634
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,42,5.674020268821763,0.8820886454979578,0.40421718955039976,nan,142.8871579851423,165.81284088134765,1000.0,0.0,nan,0,31316,0,0,5986.121766450276,6221.608766137922,0.0,0.0,5.92916819027492,5.929150130748749,0.7736239429499415,0.8056203896381188,2.576294209035794,5.254081231478282,174.2141374860491,181.78338691711426,174.2141374860491,181.78338691711426,8.90278763943341,8.902760522623561,0.7736239429499415,0.8056203896381188,0.8225741003240857,0.7738767385482788,3.6474090180127896,1.5853674551892596,0.777062547262584,0.8035271641538454,77.59135061645507,2656.2549159157766
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,43,5.727530768277936,0.8823256462812423,0.4024936588605245,nan,149.36373053656683,169.3138564682007,1000.0,0.0,nan,0,31224,0,0,5879.989776205574,6161.789283747432,0.0,0.0,5.944195482465956,5.94171457529068,0.747335411478651,0.7869955256937,2.643967987622332,5.391862553746946,168.35212792290582,177.56443565368653,168.35212792290582,177.56443565368653,8.866047035479284,8.862346645784573,0.747335411478651,0.7869955256937,0.8511530160903931,0.7901852071285248,3.743125814072178,1.6095773415952273,0.7952192464006056,0.7837208373640169,77.08645086669922,2676.395345442373
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,44,5.770610726555075,0.882580312093099,0.400897609492143,nan,140.41804207695856,166.01576583862305,1000.0,0.0,nan,0,31312,0,0,6229.457102055504,6237.32820673563,0.0,0.0,5.953572299745348,5.954126462936402,0.7697026865367529,0.7890676650458474,2.7086507598425,5.501109180701395,173.48185051812067,178.02546546936034,173.48185051812067,178.02546546936034,8.821029675594623,8.82185074397295,0.7697026865367529,0.7890676650458474,0.8048770825068156,0.774808940589428,3.825634128186058,1.6222966740289304,0.7772916312064599,0.7874687218661973,77.45553280639649,2719.1917383682503
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,45,5.857139403993874,0.8828719762961069,0.39937390287717184,nan,144.918340410505,164.4989571380615,1000.0,0.0,nan,0,31786,0,0,6278.406671282299,6325.461951503488,0.0,0.0,5.963127522241502,5.9663610053062435,0.7783851052795295,0.785722338081703,2.7435238008110785,5.589273635320748,175.7979205903553,177.21114303588868,175.7979205903553,177.21114303588868,8.776481696417745,8.781240710010449,0.7783851052795295,0.785722338081703,0.7792491543860662,0.7677420827746392,3.8818237346149465,1.6492435530238494,0.7688355149187114,0.7850251349647543,78.26796987915039,2793.877860795252
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,46,5.948902711503269,0.8831759778658549,0.39777608136336007,nan,145.50997578014028,165.6351644515991,1000.0,0.0,nan,0,30978,0,0,6309.600038011605,6318.394985973536,0.0,0.0,5.981550996953791,5.978462800979615,0.7563370861021878,0.7745580774181079,2.779269549583128,5.659693603883918,170.32133345170453,174.7701686859131,170.32133345170453,174.7701686859131,8.745101767282135,8.74058678645438,0.7563370861021878,0.7745580774181079,0.801906098018993,0.7730426996946335,3.931439171303444,1.6615361759232508,0.7745474266214958,0.7736081679182258,73.65513681030274,2666.16919522567
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,47,6.030755183370945,0.8833183101812998,0.3965181404352188,nan,150.882396922392,165.54527652740478,1000.0,0.0,nan,0,31756,0,0,5999.415652989467,6345.997116779348,0.0,0.0,5.993104289559757,5.990434529781342,0.7319912781183455,0.7671153913678441,2.8378222388951415,5.723569974194517,165.08572656968062,172.98749794006346,165.08572656968062,172.98749794006346,8.70377381789205,8.69989653090742,0.7319912781183455,0.7671153913678441,0.8288182055248934,0.7726198282837867,3.9921213330148917,1.665406808131287,0.7770224661321684,0.7643637327261783,74.80791387939453,2742.3789789133816
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,48,6.119012708981045,0.8836206456025442,0.3952067919572194,nan,136.30233417857778,163.72831085205078,1000.0,0.0,nan,0,30596,0,0,6508.032435771477,6407.861462348206,0.0,0.0,5.992873235182329,6.002268674373627,0.8025558975645558,0.7647405313499075,2.8538605897198464,5.781819123765215,181.0077667236328,172.48726501464844,181.0077667236328,172.48726501464844,8.645608316999283,8.659162631269982,0.8025558975645558,0.7647405313499075,0.7030099576169794,0.7641224029660225,4.025044003337993,1.6839987203301805,0.7609364460994847,0.7667119485459318,72.9770768737793,2706.3212985262544
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,49,6.239705497958706,0.8838059759140015,0.3938932716846466,nan,145.65413457697088,163.7041235256195,1000.0,0.0,nan,0,30688,0,0,6158.144262832374,6401.186496622675,0.0,0.0,6.014144377274946,6.0139782118797305,0.7280973792303236,0.7571790138095216,2.8702349429725387,5.842805609370368,164.37670066139916,170.82746925354004,164.37670066139916,170.82746925354004,8.618645505257604,8.618407379840795,0.7280973792303236,0.7571790138095216,0.8115148381753401,0.7640444143489004,4.059263209531671,1.7091854833769495,0.7665191757806105,0.7556629096371462,71.9472751159668,2695.9537724313827
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,50,5.141781828897591,0.8839643110831579,0.3927946435411771,0.8498952078469609,148.0540711539132,0.26269207581877707,1000.0,0.6670488406238508,1.0,511,605,29900,0,6201.53540642601,0.0,0.0,149.5,6.028106961931501,5.903687176704406,0.7188677694723241,0.0,2.9309682872302263,0.0,162.14643096923828,0.0,162.14643096923828,0.0,8.58125527588304,8.40413865450475,0.7188677694723241,0.0,0.8147874176502228,0.0,2.9309682872302263,1.1521180259669312,0.8147874176502228,0.7188677694723241,7.5668334452311194,289.40498563321376
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.8841229768594107,0.3917665382226308,0.9688848994916496,145.4154579856179,0.5146910411119461,1000.0,0.5982508179019931,1.0,484,530,29900,0,6290.731800966076,0.0,0.0,149.5,6.038835395466197,5.807759618759155,0.7182742969742199,0.0,2.970312024161115,0.0,162.0436054576527,0.0,162.0436054576527,0.0,8.539408062969475,8.212647980677696,0.7182742969742199,0.0,0.803864137692885,0.0,2.970312024161115,1.1562276267039455,0.803864137692885,0.7182742969742199,5.941598866780599,230.66016603542278
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.8842913109064102,0.3907567005356153,0.8878981531667094,147.45031151404748,2.2932555049657823,1000.0,0.5759013494829855,1.0,500,580,29900,0,6064.244238618115,0.0,0.0,149.5,6.052217776958759,6.228592057228088,0.689272115150279,0.0,3.0310553753988967,0.0,155.56446603628305,0.0,155.56446603628305,0.0,8.501466064509412,8.749216560876288,0.689272115150279,0.0,0.8421024588438181,0.0,3.0310553753988967,1.1654637039762847,0.8421024588438181,0.689272115150279,6.7411268615722655,262.783917006785
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.8844186449050904,0.38986288438240685,0.8869780554824949,136.00810305277506,10.105381262302398,1000.0,0.6708062593935215,1.0,3078,551,27277,0,6492.954458873475,0.0,0.0,136.385,6.067048192024231,12.92071715593338,0.7176797063140219,0.0,3.077606729316169,0.0,161.64217885335287,0.0,161.64217885335287,0.0,8.465671785414715,18.028956951109084,0.7176797063140219,0.0,0.7823564733068148,0.0,3.077606729316169,1.1738265744481398,0.7823564733068148,0.7176797063140219,6.465687154134114,259.71817835493897
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.884574312766393,0.38889421075582503,0.897985609803363,146.0242551915786,52.83105051994324,1000.0,0.5387763246296617,1.0,5492,764,25036,2,6425.0889686020555,0.0,0.0,125.19,6.070614814758301,60.56580748558044,0.7083970565298824,0.0,3.1312707099014125,0.0,159.80698888442095,0.0,159.80698888442095,0.0,8.414365311052062,83.94912955168543,0.7083970565298824,0.0,0.7843857898431665,0.0,3.1312707099014125,1.1965773828470752,0.7843857898431665,0.7083970565298824,9.055729370117188,364.08837488744973
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,5.282587475584879,0.8847603098551432,0.38811405847469965,0.9268073278602711,142.72828967754657,304.55028831481934,1000.0,0.6000803932847751,1.0,2704,86,27610,412,6308.643415803657,0.0,0.0,140.11,6.0809293526869554,345.74559509277344,0.6966575074446291,0.0,3.1697056227949436,0.0,156.97048011192908,0.0,156.97048011192908,0.0,8.372657905983605,476.04723263778715,0.6966575074446291,0.0,0.7925162728016193,0.0,3.1697056227949436,1.2174455910552302,0.7925162728016193,0.6966575074446291,6.8020541381835935,273.37454801815846
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,5.387102109771749,0.8849153103431066,0.3873591271042824,0.9361510858456755,136.34435272216797,1695.0350845336914,1000.0,0.6176806766030903,1.0,1575,50,28633,308,6490.524876317344,0.0,0.0,144.705,6.094248819351196,1938.338345336914,0.6917735337146468,0.0,3.2127908875110456,0.0,156.18462982177735,0.0,156.18462982177735,0.0,8.335243171384489,2651.1095847448964,0.6917735337146468,0.0,0.7940115511417389,0.0,3.2127908875110456,1.2137608687597974,0.7940115511417389,0.6917735337146468,5.2061543273925786,216.35082921057813
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,5.4034244115561725,0.8850423115491867,0.3865009022752444,0.8369146198499247,137.24159393310546,10466.969091796875,1000.0,0.342401641731491,1.0,684,244,29672,456,6256.741113504473,0.0,0.0,150.64,6.102269458770752,11901.682563476563,0.6565117215229515,0.0,3.3366802484883644,0.0,148.0930938720703,0.0,148.0930938720703,0.0,8.290756821648799,16170.042402899539,0.6565117215229515,0.0,0.8513850122690201,0.0,3.3366802484883644,1.208419300628978,0.8513850122690201,0.6565117215229515,9.872872924804687,417.11607423363154
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,5.4034244115561725,0.8851206437746684,0.3858538697163264,0.8954558323395417,145.76448345184326,61771.84869140625,1000.0,0.4752583921871674,1.0,867,306,29818,785,6386.847692991862,0.0,0.0,153.015,6.113132476806641,70912.0175390625,0.6748466137083572,0.0,3.460222104270288,0.0,152.23503621419272,0.0,152.23503621419272,0.0,8.25032975097423,95703.39432750997,0.6748466137083572,0.0,0.8007006955643495,0.0,3.460222104270288,1.2046670628359635,0.8007006955643495,0.6748466137083572,12.178802897135416,510.9478154393489
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,5.4034244115561725,0.8852123115460078,0.38522098541259764,0.9022268798834264,133.6820287068685,405189.746015625,1000.0,0.49951723108484614,1.0,443,116,29900,443,6629.339178285204,0.0,0.0,151.715,6.119126478830974,460464.25140625,0.6862833442260796,0.0,3.5188505190584123,0.0,154.86631876627604,0.0,154.86631876627604,0.0,8.203546285975754,617316.8364008074,0.6862833442260796,0.0,0.7674732168515523,0.0,3.5188505190584123,1.1999166187375712,0.7674732168515523,0.6862833442260796,7.743315938313802,331.4669589142602
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,5.605109459143335,0.8853726436694463,0.38450657387574516,0.9286392638640755,150.6159553527832,2463688.463125,1000.0,0.6539170317391362,1.0,467,70,29900,467,6629.866038193474,0.0,0.0,151.835,6.131704330444336,2835833.07125,0.6673384004335933,0.0,3.551683875605956,0.0,150.30383427937826,0.0,150.30383427937826,0.0,8.165788204210807,3776570.2640535,0.6673384004335933,0.0,0.7840301543474197,0.0,3.551683875605956,1.215983007615262,0.7840301543474197,0.6673384004335933,6.01215337117513,265.19464152773895
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,5.605109459143335,0.8855403085549672,0.3840011975169182,0.829683870032127,141.0763750076294,16804081.065,1000.0,0.41751256436918205,1.0,372,158,29900,372,6559.378953719755,0.0,0.0,151.36,6.145767629146576,19096629.655,0.6679287023051002,0.0,3.6137663784658076,0.0,150.54743576049805,0.0,150.54743576049805,0.0,8.13013478180962,25262616.86776665,0.6679287023051002,0.0,0.7772655710577965,0.0,3.6137663784658076,1.2164924566139155,0.7772655710577965,0.6679287023051002,8.029196573893229,349.83354419838696
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,5.605109459143335,0.885502643585205,0.38356599837541583,0.9218350613158084,137.68486785888672,101360340.32,1000.0,0.5369980212160081,1.0,592,128,29900,592,6182.210119286074,0.0,0.0,152.46,6.156275451183319,117110383.04,0.6373929933576226,0.0,3.6977307347690815,0.0,143.77483558654785,0.0,143.77483558654785,0.0,8.089922414211008,153894009.48751032,0.6373929933576226,0.0,0.8303551562130451,0.0,3.6977307347690815,1.2125585199862463,0.8303551562130451,0.6373929933576226,7.667991231282552,329.7178730285906
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,5.605109459143335,0.8856569788853328,0.3830210135380427,0.877261088981893,134.42281743099815,685501640.96,1000.0,0.5460192953398838,1.0,641,188,29900,641,6611.31992349948,0.0,0.0,152.705,6.156975896734941,781691628.8,0.6766485365300363,0.0,3.7568705370629694,0.0,152.64282146253083,0.0,152.64282146253083,0.0,8.037083310445611,1020390667.2876798,0.6766485365300363,0.0,0.7306528389453888,0.0,3.7568705370629694,1.2288625066572467,0.7306528389453888,0.6766485365300363,9.667378692626952,418.7169284883005
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,5.683039063227294,0.8857319752375284,0.3825207872192065,0.9170994385025132,145.75690587361655,4145153934.08,1000.0,0.7111458039201001,1.0,1008,154,29900,1008,6661.830215363438,0.0,0.0,154.54,6.178741216659546,4780086466.56,0.6585045054004071,0.0,3.830529456048204,0.0,148.64588334825305,0.0,148.64588334825305,0.0,8.011903804668002,6198284020.184157,0.6585045054004071,0.0,0.7588434053791894,0.0,3.830529456048204,1.2141221805972904,0.7588434053791894,0.6585045054004071,8.918753000895181,399.7098129218063
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,5.683039063227294,0.8858203103144964,0.3820339294274648,0.8848959907194068,128.47210894132914,27433339412.48,1000.0,0.6329842725846045,1.0,734,180,29900,734,6531.207868432174,0.0,0.0,153.17,6.180101168783088,31286998169.6,0.6388827816210934,0.0,3.8808047339905247,0.0,143.9449093467311,0.0,143.9449093467311,0.0,7.960420477349598,40299932655.16796,0.6388827816210934,0.0,0.7801967514188666,0.0,3.8808047339905247,1.240113012507219,0.7801967514188666,0.6388827816210934,9.11651092529297,413.64316500070436
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,5.837244734882768,0.8858983107407887,0.3816350590189298,0.8801893863386121,135.26260328292847,165750735503.36,1000.0,0.5057162899381022,1.0,554,138,29900,554,6410.1255104919255,0.0,0.0,152.27,6.192156165838242,190831369748.48,0.6327276231860257,0.0,3.9191358936785483,0.0,142.74345588684082,0.0,142.74345588684082,0.0,7.9229520537990235,244171456982.84012,0.6327276231860257,0.0,0.78844353556633,0.0,3.9191358936785483,1.2619730535571516,0.78844353556633,0.6327276231860257,7.612984313964843,341.87336055956933
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,5.837244734882768,0.8859756445884704,0.381324703892072,0.8265193029011392,137.36369819641112,1109029590466.56,1000.0,0.44197456454613376,1.0,554,222,29900,554,6654.732682722328,0.0,0.0,152.27,6.208264708518982,1261856336117.76,0.6315815124356365,0.0,4.024742186031304,0.0,142.4384391784668,0.0,142.4384391784668,0.0,7.8907822079553585,1603835208954.72,0.6315815124356365,0.0,0.8062243521213531,0.0,4.024742186031304,1.2215672178350312,0.8062243521213531,0.6315815124356365,9.49589594523112,443.64884551482186
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,5.987257848986581,0.8859889801343283,0.3809890939791997,0.8198396511248676,135.73639533633278,6625141637775.36,1000.0,0.5603528138390368,1.0,798,220,29900,798,6618.722716889922,0.0,0.0,153.49,6.216359547206333,7629548583649.28,0.6352065138904621,0.0,4.118760223571102,0.0,143.27826944986978,0.0,143.27826944986978,0.0,7.848572233484395,9632818486916.643,0.6352065138904621,0.0,0.7666387103852772,0.0,4.118760223571102,1.213565174102651,0.7666387103852772,0.6352065138904621,10.029478861490885,463.31059018229456
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,5.987257848986581,0.8861033099889756,0.38060237367947897,0.9874727948166308,117.703123304579,44290546839060.48,1000.0,0.43352007025116907,1.0,317,28,29900,317,6441.102690982256,0.0,0.0,151.085,6.2274807294209795,50371853528596.48,0.6218975167584806,0.0,4.1525638559290465,0.0,140.39245775010852,0.0,140.39245775010852,0.0,7.810370388336373,63175279105511.86,0.6218975167584806,0.0,0.7894827723503113,0.0,4.1525638559290465,1.200714387006828,0.7894827723503113,0.6218975167584806,4.211773732503255,193.23308072946767
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,5.987257848986581,0.8861489780743916,0.38034770339727403,0.9334132951426183,148.64075565338135,266946440079605.75,1000.0,0.32921531400451876,1.0,147,38,29900,147,6519.0478393415015,0.0,0.0,150.235,6.236794412136078,307099187135119.4,0.622756884265316,0.0,4.186177678640488,0.0,140.7989044189453,0.0,140.7989044189453,0.0,7.770077834245839,382597922777487.7,0.622756884265316,0.0,0.7543485835194588,0.0,4.186177678640488,1.2025003932988787,0.7543485835194588,0.622756884265316,3.754637451171875,173.84127571577338
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,6.22648715174656,0.88623330950737,0.380123677055041,0.7798011398624074,131.31012191772462,1786213719437475.8,1000.0,0.5660504823541246,1.0,281,58,29900,281,6212.818752106179,0.0,0.0,150.905,6.232854509353638,2032287841601454.0,0.6143483356772289,0.0,4.218597744169416,0.0,138.40205993652344,0.0,138.40205993652344,0.0,7.7135737078640885,2515091927505057.5,0.6143483356772289,0.0,0.7731097519397736,0.0,4.218597744169416,1.2104899293440061,0.7731097519397736,0.6143483356772289,4.6134019978841145,207.0939584035393
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,6.22648715174656,0.8862883124748866,0.3798780697584152,0.9430056387390926,139.20424041748046,1.074002291217924e+16,1000.0,0.4786035517699064,1.0,541,108,29900,541,6826.346717762977,0.0,0.0,152.205,6.254102071126302,1.235976227651584e+16,0.6213333690649814,0.0,4.277288372349954,0.0,140.29632873535155,0.0,140.29632873535155,0.0,7.688441473492014,1.5194396862818224e+16,0.6213333690649814,0.0,0.7635860363642375,0.0,4.277288372349954,1.2138419638714573,0.7635860363642375,0.6213333690649814,7.014816436767578,341.3173358881488
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,6.22648715174656,0.8863273109992346,0.3796398730079333,0.9049038497066763,140.8223518371582,7.22829444650736e+16,1000.0,0.49848181832571126,1.0,618,206,29900,618,6763.275315802452,0.0,0.0,152.59,6.257561683654785,8.211915034012418e+16,0.615488269814683,0.0,4.3458075123384905,0.0,138.74838256835938,0.0,138.74838256835938,0.0,7.641580465967036,1.0028188723413344e+17,0.615488269814683,0.0,0.7533518761396408,0.0,4.3458075123384905,1.2230862334137689,0.7533518761396408,0.615488269814683,9.249892171223959,450.88502105349676
